SA4_CODE_2021,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Tot_M,Tot_F,Tot_P
507,5164,2370,2729,5098,2560,2691,5252,2518,2722,5239,2413,2718,5142,12317,13586,25896,2373,2540,4912,2349,2523,4875,2256,2478,4737,2136,2312,4446,2002,2307,4308,11120,12163,23285,2145,2288,4435,1940,2203,4140,1854,2151,4006,1901,2129,4029,1776,2061,3837,9619,10830,20445,1678,1929,3605,1702,1836,3542,1617,1890,3508,1677,1795,3478,1652,1850,3502,8328,9303,17633,1336,1408,2746,1284,1377,2659,1253,1325,2578,1018,1205,2222,1077,1141,2217,5967,6451,12419,3890,4818,8710,2222,3113,5335,989,1699,2689,217,489,710,26,64,86,527,471,998,210442,223210,433656
509,2020,999,999,2004,1049,991,2045,1047,1042,2088,1082,1134,2223,5235,5137,10377,1129,1103,2230,1036,1027,2063,1115,1096,2212,1034,978,2014,1090,951,2040,5399,5156,10556,1078,985,2065,1024,933,1957,968,910,1883,965,923,1896,917,945,1859,4948,4703,9653,955,852,1802,903,805,1708,871,738,1607,827,788,1612,852,791,1647,4401,3981,8380,662,613,1275,617,562,1177,591,544,1139,502,524,1024,493,512,1015,2865,2762,5628,1830,1934,3754,922,1140,2062,373,533,916,77,157,236,7,27,32,194,106,301,69617,66909,136524
510,1809,1125,681,1804,1153,708,1864,1183,701,1890,1129,683,1812,5780,3397,9180,1082,737,1823,1041,696,1739,950,747,1705,868,643,1506,888,691,1579,4831,3523,8353,823,678,1499,746,601,1350,690,551,1240,616,522,1137,596,485,1076,3465,2837,6311,556,432,992,539,392,931,444,336,782,386,281,667,413,307,724,2339,1748,4089,250,231,482,286,164,447,211,177,384,160,119,284,148,120,267,1059,805,1863,444,307,751,121,100,216,33,41,72,9,11,17,0,4,7,475,335,814,78204,55435,133634
511,1953,1102,877,1979,1136,974,2112,1193,920,2113,1118,938,2056,5586,4617,10203,1227,885,2106,1146,920,2067,1047,900,1949,1043,902,1945,1035,879,1916,5505,4490,9988,984,874,1856,901,835,1741,859,809,1670,868,806,1678,832,803,1633,4449,4129,8576,824,697,1520,822,615,1439,781,689,1469,748,604,1350,692,567,1259,3868,3168,7039,498,456,960,510,441,950,466,423,888,373,351,717,431,333,768,2278,2007,4286,1238,1162,2400,571,687,1256,182,264,443,41,82,117,3,13,15,299,168,469,77371,64765,142138
597,84,65,8,76,56,10,68,54,9,65,43,13,53,305,43,341,39,8,44,40,7,43,33,7,38,23,9,33,17,5,27,150,40,188,22,9,30,19,8,29,16,6,18,12,3,13,12,0,16,77,28,109,5,12,15,8,3,19,7,9,13,11,0,6,11,6,13,40,31,68,9,4,9,0,9,8,0,0,5,3,0,3,0,5,5,8,17,30,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,143,16,164,3003,413,3413
601,2597,1297,1507,2798,1547,1621,3161,1429,1590,3009,1543,1579,3121,7036,7655,14694,1505,1606,3106,1414,1579,2990,1422,1598,3025,1381,1491,2879,1345,1519,2864,7065,7792,14859,1326,1487,2812,1275,1404,2678,1163,1423,2581,1272,1376,2650,1238,1416,2650,6272,7110,13377,1144,1352,2500,1192,1251,2447,1065,1185,2252,1124,1212,2332,1202,1318,2522,5719,6325,12050,858,1082,1946,810,953,1756,779,954,1729,690,846,1532,669,767,1435,3803,4600,8402,2602,3326,5927,1361,2033,3399,606,1102,1704,119,317,441,12,42,56,332,172,502,120136,126110,246246
602,1931,966,973,1940,959,1066,2032,995,1042,2030,1078,1090,2171,4915,5189,10104,1020,1158,2179,1034,1127,2156,1008,1094,2105,1013,1056,2072,975,1056,2027,5043,5491,10539,1075,1039,2110,937,1000,1934,934,999,1930,913,960,1867,908,930,1834,4763,4924,9682,874,918,1801,862,925,1785,814,864,1683,806,834,1639,925,907,1827,4282,4446,8730,671,745,1415,618,740,1360,628,682,1312,505,527,1036,552,588,1142,2976,3292,6268,1906,2213,4116,983,1332,2316,384,694,1085,78,192,275,4,28,27,183,121,309,73927,76607,150532
603,594,311,326,640,323,337,662,366,398,762,445,375,822,1728,1747,3476,370,403,774,373,381,755,376,340,715,368,350,725,386,354,739,1878,1827,3707,368,328,702,344,297,637,315,315,635,369,324,691,355,309,660,1749,1566,3319,334,271,613,325,292,617,314,289,602,312,263,578,286,267,552,1573,1382,2959,248,192,433,218,183,394,201,158,361,168,141,307,158,135,292,987,803,1792,520,459,976,239,264,506,77,110,183,12,19,33,0,0,0,39,23,57,21249,20313,41562
604,1499,785,817,1596,823,868,1692,876,877,1755,838,955,1788,4036,4296,8326,897,943,1834,811,910,1718,840,823,1660,813,804,1621,710,869,1579,4063,4345,8410,764,791,1555,788,798,1584,698,812,1511,745,756,1501,781,721,1501,3770,3884,7657,741,719,1460,674,763,1432,654,719,1372,649,726,1369,709,733,1442,3421,3657,7077,578,584,1160,514,559,1069,510,537,1049,454,474,930,396,420,823,2447,2578,5025,1559,1800,3354,763,1071,1840,302,505,804,54,149,209,4,8,13,92,68,163,56325,58869,115196
697,5,11,0,11,7,0,6,8,0,5,7,4,8,40,9,43,9,0,10,5,0,5,8,0,10,4,3,10,0,0,0,24,9,28,7,0,6,7,0,7,0,3,6,4,5,7,0,0,0,20,7,24,4,0,4,5,3,8,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,299,76,378
701,1894,918,880,1803,916,852,1763,968,933,1902,936,871,1811,4699,4467,9165,885,970,1859,833,852,1687,843,808,1652,824,773,1599,759,790,1551,4144,4201,8344,808,731,1543,761,750,1506,748,709,1458,704,678,1383,707,590,1298,3730,3458,7187,616,625,1238,633,556,1192,594,491,1081,535,460,994,529,467,993,2902,2601,5501,399,342,742,328,293,619,305,268,573,268,221,488,250,212,459,1550,1333,2884,739,790,1523,273,313,585,103,149,254,23,31,55,0,0,3,2077,552,2629,79131,76649,155778
702,1344,654,632,1286,678,674,1360,661,667,1325,652,719,1370,3324,3356,6679,738,698,1435,632,690,1320,653,698,1358,663,668,1331,663,704,1361,3350,3451,6803,676,651,1321,607,607,1211,598,546,1144,552,492,1052,558,466,1021,2990,2757,5747,501,423,921,478,385,867,396,302,691,343,267,604,337,264,597,2045,1637,3686,252,175,432,201,151,351,162,137,297,160,98,257,133,95,227,901,657,1563,368,326,694,102,130,238,39,63,100,3,11,22,0,4,5,348,217,562,55428,52813,108242
797,13,11,0,15,12,0,18,8,3,11,12,0,12,55,3,63,8,3,9,5,0,5,13,0,13,6,0,7,5,0,5,37,3,42,0,3,4,0,3,3,8,3,12,0,5,9,0,5,0,15,17,31,0,4,3,4,0,4,0,0,0,0,0,0,3,0,3,9,6,7,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,17,429,73,494
801,4851,2363,2400,4761,2274,2439,4715,2293,2324,4614,2281,2465,4742,11538,12148,23689,2161,2331,4492,2125,2241,4362,1956,2210,4169,1919,2159,4076,1859,2111,3969,10020,11043,21061,1797,2065,3862,1653,1919,3572,1705,1896,3598,1709,1901,3607,1566,1906,3467,8439,9669,18110,1560,1881,3447,1543,1814,3358,1530,1715,3243,1544,1750,3293,1594,1829,3424,7770,8990,16765,1328,1443,2769,1105,1323,2426,1055,1261,2316,893,1094,1987,919,1086,2006,5291,6212,11505,3296,4239,7535,1850,2596,4443,807,1265,2073,193,427,621,11,53,59,553,597,1151,223743,229708,453453
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,85,33,40,75,41,39,77,52,35,89,43,56,94,223,209,426,43,45,82,54,46,103,47,48,94,54,41,92,36,53,90,234,232,463,42,39,78,46,52,104,29,25,52,36,37,70,37,34,71,191,183,374,46,21,70,48,37,81,36,26,60,23,22,43,16,15,38,170,123,296,17,23,38,24,24,49,20,8,32,19,16,37,7,14,24,93,90,177,58,60,118,23,25,42,13,12,19,0,0,0,0,0,0,15,10,23,2900,2549,5446
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
