SA4_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
304,1340,5936,167,15,7449,1190,5703,287,19,7196,1240,8646,360,36,10283,2061,10225,315,24,12630,2640,9663,245,32,12583,1734,7322,177,33,9259,1664,5569,147,36,7414,923,3300,129,11,4367,138,1178,100,0,1417,12933,57539,1920,195,72595,1622,5182,163,18,6983,1495,4824,185,22,6529,1649,8699,335,29,10717,3348,10396,324,28,14094,3404,10069,239,33,13750,2139,7772,175,42,10129,1965,6447,193,49,8647,961,3913,179,8,5058,137,2150,213,4,2503,16716,59451,2014,225,78407,2962,11115,325,28,14435,2680,10527,473,36,13717,2894,17340,695,70,20999,5404,20624,649,51,26724,6046,19741,487,60,26336,3870,15097,348,71,19388,3627,12013,333,81,16055,1885,7214,314,19,9426,276,3327,316,7,3921,29646,116995,3938,428,151006
305,1475,6083,376,29,7963,1915,11584,946,91,14545,3493,26831,2558,297,33182,3232,18529,1690,172,23625,3574,14494,1359,144,19578,2501,10839,929,120,14384,1713,6706,637,71,9128,763,3220,404,21,4413,90,1102,194,5,1391,18762,99396,9099,956,128211,1851,5901,429,24,8202,2952,12428,1082,90,16561,4515,26286,2333,222,33360,4505,16772,1378,107,22760,4699,13642,994,73,19403,2815,10490,819,93,14217,2071,6752,564,51,9440,792,3679,431,18,4919,120,1864,315,4,2302,24321,97810,8345,682,131160,3328,11984,804,57,16165,4874,24013,2027,185,31103,8014,53116,4892,517,66541,7738,35300,3070,275,46387,8270,28130,2354,219,38980,5315,21327,1745,215,28602,3788,13460,1203,121,18570,1555,6907,835,39,9332,208,2964,505,7,3689,43088,197202,17438,1636,259363
306,1006,5905,885,13,7804,566,5227,905,156,6856,1325,12000,2243,646,16215,2007,11628,1736,154,15533,2497,12907,1851,60,17315,2602,13755,1720,76,18152,2663,11949,1786,68,16467,1154,5740,927,30,7848,158,1534,336,3,2028,13983,80639,12391,1201,108213,1110,5514,792,9,7425,762,4899,855,97,6608,2087,12764,2188,350,17388,3192,12535,1649,94,17470,3541,13369,1602,60,18562,3261,13869,1676,68,18880,3192,10852,1466,48,15556,1253,5404,874,20,7553,160,2059,439,6,2667,18554,81266,11543,751,112109,2110,11417,1673,22,15228,1327,10122,1764,252,13466,3415,24763,4424,1000,33602,5200,24159,3392,251,32998,6038,26276,3448,113,35882,5866,27627,3395,148,37035,5855,22801,3252,113,32024,2408,11144,1807,46,15405,312,3593,780,7,4700,32533,161908,23936,1951,220327
307,576,2830,434,6,3845,362,2649,431,6,3450,846,5587,1017,88,7540,1380,4969,881,17,7245,1614,5915,1019,22,8565,1699,6709,977,11,9401,1713,5961,739,0,8416,850,3126,422,0,4404,128,909,187,0,1220,9173,38652,6104,156,54084,685,2438,385,0,3506,414,2454,321,13,3201,1176,5395,753,66,7388,2028,4646,659,14,7343,2043,5641,705,7,8395,1996,6334,656,6,8987,2016,5127,589,8,7734,983,3001,493,0,4479,160,1316,263,0,1742,11501,36345,4822,108,52777,1260,5269,815,5,7352,780,5101,753,17,6654,2025,10976,1762,156,14927,3408,9614,1542,30,14586,3652,11554,1728,25,16960,3700,13039,1628,19,18388,3731,11084,1329,8,16150,1830,6130,914,0,8882,287,2227,448,0,2963,20671,74999,10921,267,106857
308,1021,5761,681,3,7468,541,5258,792,110,6707,1389,11539,2114,200,15240,2240,10914,2208,97,15466,2288,11173,2069,31,15564,2141,12080,1811,31,16060,2199,9046,1218,30,12490,898,4142,581,10,5631,135,1154,222,5,1515,12843,71073,11702,514,96136,1183,5058,582,3,6822,710,5047,546,28,6327,2039,11626,1203,65,14936,3376,10400,1169,16,14969,2904,10828,1102,13,14844,2716,11437,1085,14,15250,2352,8073,901,26,11349,1059,4254,592,9,5917,123,1696,368,6,2196,16461,68423,7554,177,92610,2199,10821,1265,8,14295,1250,10304,1341,137,13030,3424,23167,3317,264,30173,5618,21314,3380,119,30429,5194,22003,3174,35,30408,4856,23518,2894,38,31314,4541,17122,2115,58,23841,1962,8403,1170,14,11547,257,2850,598,3,3704,29305,139497,19253,688,188747
309,2179,15683,1126,27,19022,1855,16227,1386,76,19543,3196,35270,3546,208,42212,4201,34395,2795,112,41506,4790,33849,2506,124,41267,3872,29884,2047,142,35960,3867,25174,1943,137,31122,2075,14663,1492,69,18303,294,4217,826,15,5356,26329,209375,17671,911,254293,2595,14696,1075,33,18408,2717,16367,1490,68,20633,4344,37802,3484,164,45790,6473,36118,2812,89,45487,6350,35999,2502,107,44958,5131,32727,2130,154,40135,5106,27453,1963,156,34681,2298,15756,1845,59,19962,305,6136,1606,15,8057,35310,223052,18901,848,278104,4775,30383,2205,67,37426,4566,32597,2874,144,40177,7538,73072,7023,368,88001,10671,70517,5606,200,86998,11136,69850,5010,232,86230,9003,62612,4180,298,76088,8972,52634,3907,297,65808,4369,30415,3342,128,38257,599,10356,2430,33,13411,61637,432424,36574,1757,532398
310,1279,10080,911,12,12282,965,9885,1287,19,12153,1933,21089,3202,55,26277,2635,19862,2609,40,25148,2394,18110,1685,23,22207,2194,15919,1090,41,19236,1940,10866,779,39,13624,853,5439,483,7,6782,118,1509,240,5,1869,14308,112754,12281,238,139576,1593,9400,826,8,11822,1286,9514,829,19,11645,2854,22675,1967,46,27532,3860,20401,1619,24,25900,3226,18789,1206,27,23242,2740,16200,906,70,19923,2349,11259,726,55,14401,986,6171,663,21,7843,141,2313,446,0,2899,19025,116723,9186,274,145209,2872,19475,1732,21,24101,2255,19398,2117,35,23803,4787,43758,5163,103,53814,6494,40264,4229,66,51049,5619,36900,2890,40,45449,4935,32115,1992,116,39163,4294,22131,1507,97,28023,1838,11607,1145,32,14627,252,3828,684,8,4769,33331,229475,21462,512,284782
311,1085,10366,1010,12,12475,899,9997,948,18,11865,1724,20925,2051,40,24740,2322,19368,1837,30,23554,2078,17931,1449,25,21482,1767,15380,997,33,18176,1624,11755,706,37,14115,756,5840,462,8,7056,78,1440,192,0,1714,12329,113001,9637,205,135171,1371,9278,906,7,11561,1208,9401,901,14,11519,2569,21510,2120,30,26226,3442,19680,1756,25,24902,2831,18430,1359,29,22647,2436,16034,885,53,19411,2179,12480,830,37,15524,824,6237,625,14,7710,94,2252,401,3,2743,16949,115302,9783,215,142247,2457,19646,1912,23,24035,2110,19391,1848,32,23386,4293,42440,4167,65,50969,5756,39046,3588,58,48452,4911,36359,2807,55,44134,4206,31413,1883,83,37585,3800,24234,1530,76,29634,1581,12075,1086,27,14768,172,3688,592,7,4459,29280,228300,19424,421,277425
312,639,4221,551,0,5418,357,4270,1055,48,5725,964,9952,3218,151,14290,1587,9617,3086,63,14351,1629,9896,3108,41,14668,1527,10264,2652,33,14478,1454,7414,1236,34,10140,582,3326,531,11,4460,71,853,152,3,1075,8820,59811,15604,376,84612,707,3804,503,7,5014,495,4139,785,47,5466,1502,9960,1770,127,13356,2519,8626,1378,24,12544,2092,8880,1313,17,12301,1957,9116,1262,27,12362,1721,6400,857,30,9007,663,3155,473,9,4304,104,1274,200,3,1579,11750,55357,8533,286,75932,1344,8028,1054,11,10432,849,8406,1846,94,11190,2467,19916,4992,275,27648,4109,18245,4461,82,26895,3716,18774,4427,54,26971,3491,19380,3916,56,26839,3178,13814,2092,63,19146,1248,6485,1005,21,8765,176,2124,352,7,2652,20575,115164,24131,664,160542
313,697,6872,524,0,8093,491,6225,679,44,7424,914,12108,1568,197,14781,1432,11943,1297,58,14735,1556,13478,1047,20,16104,1749,12977,744,33,15498,2190,12345,678,20,15239,1149,7129,581,14,8866,164,2032,254,3,2449,10330,85115,7370,386,103206,978,6185,479,0,7643,697,5806,459,15,6979,1475,12814,1005,107,15398,2488,12805,943,29,16262,2196,14434,847,17,17500,2447,14331,705,22,17508,2964,13473,751,22,17219,1269,7785,641,19,9709,149,2940,521,0,3619,14665,90570,6364,246,111832,1676,13059,1007,6,15738,1188,12025,1135,58,14406,2385,24923,2574,300,30183,3918,24750,2239,87,31004,3752,27914,1893,41,33606,4193,27312,1448,50,33008,5162,25821,1434,44,32456,2408,14914,1218,35,18577,307,4976,774,4,6068,24996,175688,13728,633,215037
314,880,6269,265,4,7418,641,5614,254,10,6518,1080,12065,620,15,13779,1921,12710,535,20,15176,1995,11995,440,11,14439,1503,8890,242,20,10649,1353,6271,211,15,7853,602,3155,150,9,3912,71,758,86,0,913,10043,67717,2803,105,80665,1138,5738,227,4,7110,875,5262,244,5,6378,1602,12813,618,11,15040,2907,13189,568,12,16674,2684,12403,424,18,15528,1775,9595,257,40,11666,1538,6989,239,34,8808,667,3576,228,8,4474,79,1327,195,0,1601,13273,70878,2993,140,87284,2017,12012,492,11,14528,1523,10871,491,8,12896,2681,24878,1232,29,28815,4824,25890,1102,28,31854,4680,24400,866,33,29974,3277,18474,494,58,22314,2890,13258,457,49,16660,1269,6729,376,16,8387,147,2083,287,4,2518,23310,138599,5797,247,167952
315,250,1904,461,5,2622,283,2181,666,52,3181,768,4898,1730,181,7569,943,3933,1405,85,6363,998,4218,1403,20,6636,1176,4850,1239,11,7277,1074,4175,1017,12,6276,345,1460,358,6,2166,28,278,50,0,358,5856,27900,8324,369,42445,281,1625,346,0,2253,333,2178,423,31,2964,1057,4614,871,88,6633,1339,3418,676,28,5460,1152,3679,750,16,5592,1362,4387,932,13,6692,1044,3203,674,9,4932,294,1112,248,4,1655,46,322,64,0,434,6901,24542,4985,184,36613,530,3528,812,4,4869,615,4356,1090,84,6147,1825,9511,2598,274,14212,2278,7358,2083,107,11821,2152,7898,2148,34,12230,2536,9235,2175,27,13966,2114,7376,1687,20,11204,638,2570,603,9,3823,74,602,117,6,792,12758,52441,13310,559,79062
316,1502,9599,628,15,11746,917,7999,631,28,9570,1807,16836,1374,145,20161,3030,18053,1385,71,22549,3879,19817,1331,74,25102,3827,19802,1169,59,24854,4820,18351,1233,75,24480,2641,11037,1010,62,14753,352,3581,570,12,4517,22781,125080,9336,535,157723,1886,8906,621,11,11430,1289,7990,617,34,9935,2535,18155,1383,118,22195,4822,19522,1420,67,25832,5333,21844,1305,56,28545,5354,22568,1344,62,29341,6219,19533,1293,86,27127,2810,11915,1246,40,16008,366,5061,957,11,6396,30629,135498,10199,489,176812,3390,18499,1248,26,23172,2207,15989,1245,61,19504,4338,34993,2760,266,42356,7854,37578,2803,145,48382,9216,41659,2644,134,53650,9187,42377,2514,125,54197,11037,37888,2526,158,51607,5458,22949,2259,96,30759,723,8640,1529,19,10915,53407,260574,19533,1021,334536
317,867,4411,325,6,5604,523,4217,356,10,5112,1015,8734,679,41,10474,1381,7343,514,17,9253,1457,7061,497,13,9030,1373,6796,452,0,8620,1386,5596,394,3,7378,821,3308,304,3,4439,106,1176,132,0,1415,8943,48644,3649,99,61331,1108,4131,314,4,5557,730,4169,339,13,5249,1457,9121,574,29,11187,2046,7675,535,16,10271,1869,7824,454,11,10162,1795,7434,429,17,9674,1805,6227,400,16,8450,927,4124,385,4,5439,135,2092,247,0,2468,11890,52791,3665,112,68459,1980,8537,637,12,11158,1249,8386,695,26,10360,2480,17856,1259,71,21664,3431,15021,1043,25,19520,3330,14885,952,25,19190,3171,14226,879,23,18293,3197,11820,797,15,15826,1752,7431,687,15,9884,239,3268,380,0,3888,20827,101431,7315,213,129790
318,1003,6005,782,10,7809,787,6756,1246,72,8853,1472,12635,1896,187,16195,1796,10595,1485,68,13940,1991,11157,1310,23,14490,1920,11360,1142,32,14454,1916,9301,941,30,12183,845,4571,549,14,5975,114,1198,196,0,1507,11833,73587,9553,433,95403,1213,5923,637,4,7778,972,6430,686,41,8126,1976,12617,1399,59,16048,2834,11231,1221,21,15309,2648,11666,1110,17,15434,2292,11751,906,23,14977,2318,8944,826,26,12114,973,4764,531,4,6277,131,2010,352,0,2490,15360,75325,7661,198,98548,2219,11931,1425,21,15588,1756,13188,1933,112,16978,3448,25251,3297,248,32242,4631,21828,2706,91,29247,4643,22824,2419,40,29924,4217,23111,2049,56,29433,4229,18241,1768,51,24297,1814,9338,1081,21,12255,242,3208,543,8,3995,27195,148909,17221,637,193956
319,984,6991,825,4,8801,616,5715,657,71,7061,1196,11536,1452,262,14440,1858,11148,1329,105,14444,2427,13978,1463,41,17908,3199,17639,1546,34,22414,4159,19411,1618,33,25217,2020,11097,1092,23,14230,233,2853,383,0,3479,16679,100370,10365,577,127995,1191,6267,667,0,8130,738,5447,499,35,6726,1793,11919,1142,110,14970,3106,11968,1079,34,16191,3212,15159,1267,31,19673,4437,18924,1411,39,24809,5040,18697,1558,33,25331,2039,10592,1227,14,13875,268,3971,577,0,4823,21836,102940,9442,293,134520,2178,13255,1493,3,16932,1354,11165,1157,109,13785,2989,23451,2594,370,29405,4967,23117,2413,142,30634,5644,29144,2732,67,37582,7636,36563,2959,72,47221,9197,38113,3178,66,50549,4064,21684,2320,37,28104,500,6825,963,8,8298,38520,203313,19808,874,262514
397,0,0,0,0,8,0,5,5,0,8,4,19,40,6,69,3,26,74,6,107,3,25,45,0,77,4,10,16,0,26,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,14,97,192,17,317,0,3,4,0,6,0,3,4,5,9,4,3,12,7,35,0,3,3,0,7,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,29,10,65,0,8,10,0,11,0,7,8,5,18,5,23,57,15,102,3,30,76,6,114,3,24,45,0,79,4,17,16,0,34,0,9,6,4,23,0,0,0,0,0,0,0,0,0,0,18,117,219,24,380
401,1786,7210,356,28,9379,1889,8708,508,37,11146,2747,16594,1200,112,20650,3449,15152,999,82,19687,4227,14622,900,72,19822,3614,13904,713,58,18291,3930,10909,558,46,15442,2060,6436,391,14,8899,349,2838,261,8,3456,24054,96380,5878,458,126766,1992,6815,376,20,9208,2325,8091,484,19,10922,3251,16600,1000,86,20938,4633,15546,747,62,20994,4993,15113,669,50,20822,4230,14816,625,74,19741,4651,12224,614,54,17536,2361,8114,571,25,11066,366,4972,493,9,5841,28806,102284,5584,406,137072,3779,14023,728,54,18585,4214,16801,994,61,22067,6002,33195,2200,190,41593,8087,30700,1747,148,40677,9217,29738,1563,119,40640,7846,28714,1340,133,38038,8582,23133,1165,101,32982,4421,14547,955,41,19966,717,7806,760,12,9294,52856,198664,11457,860,263841
402,1420,11708,672,4,13809,1656,13341,779,16,15784,2821,28732,1843,57,33448,3370,26207,1608,34,31220,3136,22766,1209,37,27141,2833,21046,923,45,24848,2778,15142,748,75,18754,1482,8380,542,17,10424,203,2991,359,8,3558,19696,150319,8686,288,178991,1589,10593,658,3,12847,1882,11810,619,12,14319,3449,28506,1577,48,33580,4538,25243,1320,27,31129,3828,22743,1055,38,27661,3416,22134,797,97,26442,3367,16765,776,88,21001,1681,10193,815,23,12708,242,4653,622,8,5528,23994,152648,8242,336,185224,3003,22305,1331,12,26651,3533,25150,1395,30,30103,6269,57242,3421,100,67032,7909,51449,2926,62,62349,6966,45505,2260,80,54804,6248,43184,1722,137,51289,6150,31912,1531,165,39750,3160,18574,1364,37,23132,453,7649,980,13,9091,43689,302961,16933,628,364211
403,1570,8922,423,11,10924,1441,9194,407,12,11056,2452,19237,837,36,22568,3508,18821,762,20,23113,4021,18303,769,36,23117,3542,17683,677,26,21925,4184,14757,578,34,19544,2205,8071,465,17,10756,317,3259,289,7,3876,23238,118246,5199,194,146879,1951,8155,365,12,10484,1956,8590,356,13,10918,3105,19683,791,35,23602,5039,19371,790,31,25227,4770,18904,708,22,24397,4272,19578,667,48,24566,4942,16648,671,70,22327,2310,9703,677,25,12707,381,5563,541,8,6476,28713,126188,5555,257,160706,3520,17076,786,24,21408,3399,17783,761,30,21971,5553,38920,1630,68,46170,8546,38196,1549,47,48337,8783,37201,1474,51,47513,7812,37259,1348,76,46487,9122,31405,1244,98,41870,4514,17773,1136,40,23465,692,8822,830,12,10354,51946,244430,10762,446,307583
404,745,5238,274,11,6261,961,6918,361,11,8259,1920,16108,799,38,18867,1973,13364,624,27,15984,2193,12374,596,25,15182,2001,12342,538,27,14910,1876,8821,360,32,11089,940,5008,281,8,6232,160,2506,164,4,2835,12772,82669,3999,180,99623,920,4747,188,8,5862,1274,6534,314,10,8134,2288,15810,707,29,18838,2763,12996,630,25,16417,2579,12643,490,31,15740,2409,12733,429,39,15614,2264,9892,411,52,12623,1008,6648,422,13,8087,182,4221,260,6,4675,15682,86236,3862,214,105992,1664,9988,463,12,12125,2235,13450,683,23,16389,4210,31916,1507,67,37706,4738,26358,1254,47,32401,4768,25018,1084,53,30923,4410,25079,972,70,30527,4138,18716,771,80,23710,1945,11652,708,22,14321,347,6730,427,6,7509,28457,168901,7862,392,205615
405,535,2255,287,6,3076,407,2019,172,4,2602,886,4062,334,10,5290,1327,3908,400,3,5639,1598,4855,480,9,6942,1976,6414,558,0,8948,2449,5662,521,10,8642,1163,3082,359,6,4616,170,1012,153,0,1331,10517,33273,3252,35,47084,525,2024,227,0,2778,404,1817,121,9,2348,961,4088,324,6,5380,1851,3896,368,4,6114,1958,4905,433,3,7302,2254,6229,486,3,8982,2653,5214,501,3,8374,1327,3066,404,6,4800,198,1542,222,0,1960,12128,32786,3089,36,48036,1057,4278,510,6,5848,812,3837,293,11,4952,1838,8151,658,15,10670,3177,7800,770,14,11757,3557,9758,912,8,14238,4235,12647,1048,3,17927,5103,10879,1020,14,17014,2497,6152,761,5,9414,373,2547,372,0,3297,22646,66057,6345,72,95117
406,336,1768,271,3,2373,270,1860,377,6,2511,830,4809,1201,25,6865,1098,3945,1040,19,6108,1159,4409,1041,10,6611,1309,4994,871,11,7189,1246,3535,512,3,5294,560,1723,303,3,2592,70,550,103,0,727,6884,27589,5713,74,40264,372,1480,256,0,2115,292,1690,206,8,2186,957,4151,562,10,5680,1342,3139,444,7,4930,1263,3801,489,6,5554,1284,4222,491,9,6002,1263,3141,421,11,4830,617,1745,256,0,2615,85,824,119,0,1030,7464,24181,3245,49,34947,711,3245,527,3,4491,562,3543,580,11,4696,1782,8958,1759,39,12542,2441,7084,1486,26,11033,2419,8203,1528,12,12169,2598,9218,1355,22,13193,2506,6667,936,12,10120,1175,3473,555,0,5205,161,1378,227,0,1761,14353,51772,8960,125,75210
407,875,3948,452,3,5278,578,3598,399,89,4663,1340,7532,1026,390,10290,1993,6897,1103,168,10161,2477,8480,1013,46,12016,2934,10092,1022,15,14053,3687,9667,919,19,14291,1955,5341,591,3,7887,290,1873,238,10,2413,16133,57425,6768,744,81066,896,3459,383,5,4737,622,3207,247,5,4089,1566,7448,580,45,9641,2767,6695,585,23,10067,2923,8338,730,15,12005,3413,10185,759,29,14385,4244,9181,832,19,14274,2034,5668,644,8,8359,278,2851,407,4,3545,18741,57034,5175,158,81104,1773,7403,835,7,10021,1205,6801,650,98,8749,2909,14988,1602,443,19938,4757,13590,1692,193,20229,5398,16816,1743,58,24021,6343,20270,1784,42,28444,7929,18850,1753,37,28567,3984,11012,1236,15,16246,574,4723,647,13,5953,34873,114459,11940,904,162171
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,5,19,0,6,6,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,8,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,5,19,0,6,6,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,8,7,40
501,922,4267,363,6,5558,450,3377,287,21,4130,991,7556,897,92,9529,1837,8273,895,42,11047,2294,8629,876,21,11813,2192,9004,772,13,11980,2431,7709,647,9,10800,1186,3780,412,10,5388,186,1165,216,0,1565,12475,53755,5366,215,71815,1114,3847,360,8,5326,532,2951,234,16,3727,1444,8184,646,47,10327,3215,8554,684,24,12476,3136,9079,686,14,12911,2941,9423,670,22,13059,2932,7455,584,12,10989,1235,4065,485,7,5793,196,1851,330,0,2377,16747,55411,4674,152,76983,2037,8120,723,13,10894,982,6322,518,37,7860,2434,15743,1541,142,19857,5047,16830,1575,63,23522,5431,17709,1560,34,24727,5133,18424,1441,38,25038,5361,15161,1236,29,21786,2420,7848,900,16,11184,380,3015,543,0,3940,29222,109168,10036,366,148794
502,413,2399,167,0,2984,216,2111,143,0,2464,382,4035,273,5,4696,628,4110,264,10,5010,662,4702,273,8,5641,637,5224,232,6,6097,930,5354,279,12,6569,590,3363,249,6,4208,100,1025,150,0,1269,4554,32322,2029,45,38956,497,2267,173,0,2934,350,2100,135,5,2594,661,4653,290,11,5611,1181,4667,309,6,6158,1087,5271,296,8,6662,1117,5807,250,10,7181,1295,5636,258,12,7195,648,3527,344,5,4524,106,1368,307,5,1783,6936,35293,2354,56,44640,912,4669,343,4,5921,570,4209,272,3,5056,1036,8689,563,19,10308,1809,8774,570,15,11171,1751,9972,569,12,12309,1756,11026,476,16,13280,2218,10990,540,21,13763,1237,6890,598,4,8737,206,2399,450,5,3055,11489,67624,4381,100,83597
503,1438,3495,193,16,5139,1378,4548,431,93,6449,2182,11784,1243,222,15430,2266,10018,951,141,13379,2757,8197,778,126,11860,2165,7398,650,94,10312,1787,5669,504,41,8000,920,3171,401,19,4506,177,1290,231,6,1713,15065,55569,5380,774,76787,1784,3267,239,25,5322,1922,4586,436,57,7005,2749,11859,991,180,15779,3214,9244,710,64,13229,3676,7756,507,62,12002,2528,7263,434,52,10271,2009,5855,482,51,8398,1063,3536,421,19,5040,213,2262,355,4,2841,19156,55638,4583,514,79883,3217,6765,429,44,10461,3299,9133,865,152,13449,4931,23648,2230,408,31210,5481,19258,1664,204,26609,6437,15953,1287,190,23863,4690,14663,1087,147,20586,3794,11524,991,95,16401,1981,6708,821,37,9550,390,3562,589,15,4547,34218,111206,9954,1288,156670
504,1211,6620,386,3,8223,905,6904,581,50,8440,1835,15905,1608,28,19378,2328,15725,1450,24,19527,2447,13412,1051,22,16924,1771,12519,740,37,15081,1558,8983,452,31,11022,756,4587,330,16,5693,99,1390,196,4,1684,12915,86042,6797,216,105966,1493,5725,359,9,7585,1264,6233,404,18,7916,2670,16860,1021,46,20596,3671,15480,908,24,20087,3267,14089,711,19,18081,2425,12972,532,71,16001,1906,9511,464,56,11939,850,5120,421,14,6406,114,2278,352,6,2745,17662,88261,5170,266,111352,2705,12352,741,11,15810,2169,13136,983,68,16354,4509,32759,2627,79,39978,6001,31201,2358,51,39609,5717,27501,1759,41,35012,4198,25492,1273,110,31075,3464,18491,922,90,22956,1607,9705,752,29,12098,215,3662,548,4,4427,30579,174302,11967,474,217319
