SUA_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
2009,5,607,20,0,641,105,1639,77,0,1820,32,768,36,0,840,15,468,16,0,505,21,772,32,0,824,22,1338,49,4,1408,24,1489,64,3,1579,38,1345,57,3,1436,46,965,39,0,1056,83,464,19,0,568,60,58,5,0,124,450,9925,426,10,10801,11,616,22,0,639,44,1532,59,0,1630,24,663,36,0,723,10,408,33,0,452,22,832,19,0,873,19,1549,61,0,1621,35,1650,76,0,1757,43,1351,43,0,1432,68,1033,47,3,1153,104,446,21,0,575,121,65,7,0,188,495,10139,403,4,11043,15,1227,42,0,1281,151,3172,134,0,3452,56,1431,74,0,1559,27,879,49,0,950,35,1606,51,0,1690,41,2881,108,4,3032,55,3142,135,3,3333,78,2689,103,3,2872,119,2000,85,0,2209,189,914,38,0,1141,182,127,13,0,317,946,20058,831,14,21846
2010,3,459,27,0,491,87,977,73,0,1134,18,461,36,0,517,16,424,28,0,473,32,1005,79,0,1122,25,849,39,0,921,22,862,46,0,932,51,919,44,0,1009,62,731,38,0,829,85,417,24,0,532,88,117,29,0,231,498,7221,461,4,8187,4,507,24,0,528,36,911,47,0,1000,10,394,30,0,432,19,455,37,0,509,27,1062,60,0,1155,30,932,43,0,1007,40,913,42,0,999,63,1006,37,0,1109,78,833,41,4,948,127,527,45,0,691,190,149,24,0,364,614,7688,432,8,8738,9,965,47,0,1024,124,1888,119,0,2134,34,851,65,0,952,33,880,68,0,979,60,2072,142,3,2270,55,1778,94,0,1928,69,1770,90,0,1929,110,1923,82,0,2118,138,1559,72,0,1774,208,942,71,0,1221,278,268,47,0,594,1117,14907,893,7,16923
2011,2323,136433,7405,140,146300,15567,270462,14687,188,300898,5099,126253,6273,188,137813,3662,152750,9426,408,166248,5879,355265,23220,922,385283,6261,332084,18524,718,357590,8823,275660,14128,771,299384,12906,224105,10709,819,248544,17934,155191,7537,816,181476,22238,75161,5396,269,103068,17733,16950,2934,73,37693,118414,2120319,120232,5321,2364288,1323,129779,7184,154,138435,7453,263740,13939,222,285354,3235,121664,5789,173,130858,2809,146531,7538,362,157240,5938,364412,20599,820,391764,7019,339884,16740,512,364149,11001,290538,12690,655,314892,16351,237163,9928,1363,264795,23718,173245,8114,1137,206208,34556,82573,6339,338,123801,35377,19824,5161,82,60442,148773,2169346,114015,5804,2437939,3641,266213,14587,289,284732,23011,534201,28629,408,586246,8334,247917,12064,361,268673,6472,299286,16959,773,323488,11813,719676,43818,1741,777044,13276,671965,35265,1234,721741,19819,566203,26818,1426,614269,29261,461267,20636,2177,513338,41651,328432,15651,1953,387683,56795,157736,11733,606,226869,53114,36770,8090,155,98134,267191,4289668,234249,11129,4802232
2012,28,1439,137,0,1602,264,2965,315,0,3549,93,1367,155,3,1615,74,1344,125,22,1566,94,3122,294,35,3549,84,2641,291,14,3032,142,2775,297,11,3216,217,2877,263,0,3360,324,2304,219,0,2847,325,1155,115,0,1598,233,236,53,0,520,1894,22227,2252,86,26453,17,1398,141,0,1555,123,2925,318,0,3367,48,1334,125,0,1505,37,1321,106,12,1477,68,3302,319,21,3705,81,2901,292,13,3289,151,3081,257,5,3496,264,3055,223,8,3548,327,2400,202,7,2927,456,1208,131,0,1795,499,308,68,0,878,2065,23237,2184,60,27551,46,2836,272,0,3157,388,5894,636,0,6918,138,2699,281,3,3120,116,2662,228,29,3042,163,6426,613,52,7254,167,5545,585,27,6325,301,5854,551,9,6715,483,5934,484,10,6904,653,4704,415,7,5782,778,2365,245,0,3386,740,540,122,0,1400,3961,45459,4434,150,54002
2013,20,516,47,0,579,111,1083,105,0,1300,49,532,47,0,633,36,516,46,3,603,57,1179,99,19,1358,45,998,87,0,1139,85,1068,92,5,1249,125,1310,102,4,1530,177,1099,75,0,1360,156,490,36,0,681,111,108,12,0,236,976,8897,759,34,10661,10,504,42,0,557,66,1076,103,0,1239,29,511,35,0,574,29,514,42,0,587,55,1199,100,7,1358,69,1089,94,4,1251,101,1213,91,0,1405,133,1302,96,0,1530,168,1161,75,0,1398,224,500,45,0,779,219,116,16,0,361,1104,9182,739,15,11044,26,1018,91,0,1138,175,2159,210,0,2543,82,1046,83,0,1209,65,1027,82,3,1184,111,2376,201,27,2713,114,2084,185,7,2387,186,2284,187,4,2653,253,2610,196,3,3063,343,2255,153,0,2754,381,996,89,0,1461,336,224,28,0,590,2085,18082,1499,47,21702
2014,9,239,22,0,264,52,522,50,0,623,18,284,25,0,333,17,254,20,0,289,14,466,42,0,521,30,506,50,0,585,45,641,54,0,739,49,772,53,0,879,75,652,47,0,775,58,290,23,0,372,67,59,0,0,133,427,4688,381,4,5500,4,221,21,0,249,24,532,51,0,611,24,258,10,0,295,7,224,16,0,248,19,519,31,0,576,33,554,45,0,630,36,675,32,0,743,77,761,36,0,869,75,662,23,0,757,83,295,26,0,404,111,91,14,0,215,485,4797,310,0,5592,11,462,44,0,511,77,1055,98,0,1236,38,542,42,0,623,23,478,33,0,535,33,989,72,0,1092,58,1061,98,0,1212,73,1321,87,0,1484,122,1532,85,0,1744,149,1311,69,0,1535,144,584,42,0,773,175,156,16,0,344,916,9487,691,7,11097
2015,11,422,23,4,455,81,855,52,0,988,35,395,21,0,450,31,349,33,0,411,41,833,65,8,947,36,755,55,11,852,51,738,45,4,837,55,795,33,4,882,114,635,40,0,789,116,331,18,0,471,72,75,28,0,171,640,6182,408,31,7259,4,406,31,0,443,33,834,45,0,913,15,400,36,0,443,8,359,26,0,395,32,880,44,3,963,38,829,60,0,936,64,942,52,0,1053,75,864,38,0,980,100,774,40,0,914,136,423,38,0,594,147,116,35,0,300,655,6829,431,11,7929,15,828,52,4,897,114,1693,95,0,1901,45,790,57,0,895,39,712,55,0,809,74,1712,109,13,1907,78,1587,119,11,1784,113,1676,98,3,1892,129,1658,65,3,1862,211,1411,78,0,1705,251,759,57,0,1062,218,189,59,0,470,1292,13014,841,41,15186
2016,28,1604,136,0,1772,271,3152,318,0,3746,88,1468,130,0,1684,78,1411,151,3,1639,91,3138,305,8,3540,114,2787,263,6,3167,168,2805,262,5,3239,260,2538,236,7,3037,270,2034,162,0,2459,315,1095,121,0,1527,238,252,52,0,543,1917,22277,2135,38,26370,28,1455,133,6,1622,129,3079,282,0,3490,47,1420,106,0,1579,51,1397,129,3,1580,89,3440,304,5,3840,111,3001,266,3,3383,195,2851,193,8,3248,248,2744,213,0,3204,318,2290,143,5,2752,418,1189,120,5,1735,481,297,84,0,865,2116,23167,1973,38,27294,57,3059,271,5,3386,401,6233,604,0,7238,132,2891,236,0,3263,121,2805,282,7,3219,179,6580,607,18,7380,224,5788,533,9,6556,363,5659,456,16,6491,514,5281,444,7,6250,587,4319,304,5,5215,735,2285,242,4,3261,720,549,136,3,1408,4038,45445,4107,76,53661
2017,3,331,21,0,358,51,597,41,0,692,14,275,26,0,316,11,308,15,0,336,23,710,58,0,791,13,597,44,0,661,21,513,44,0,582,27,596,50,0,674,55,448,22,0,520,62,251,21,0,328,54,86,16,0,148,327,4722,348,5,5404,0,339,36,0,378,27,630,56,0,717,4,246,15,0,267,6,311,33,0,344,20,787,59,0,863,23,637,44,0,710,25,543,30,0,600,31,599,42,0,673,51,500,27,0,582,99,350,17,0,474,135,115,25,0,275,424,5057,389,9,5877,6,674,54,0,736,84,1230,99,0,1407,18,518,40,0,578,16,618,48,0,683,36,1492,116,3,1654,32,1242,90,4,1368,43,1060,75,0,1176,59,1194,87,0,1348,102,949,53,0,1103,163,603,36,0,802,188,198,33,0,425,749,9777,739,12,11277
2018,35,1122,114,0,1272,223,2308,241,0,2775,79,1084,82,0,1254,65,1074,100,0,1235,105,2481,245,7,2834,107,2191,232,14,2542,147,2188,210,3,2549,213,2197,214,9,2628,305,1859,189,0,2350,266,927,157,0,1350,172,210,110,0,493,1708,17629,1909,36,21278,22,1129,109,0,1256,115,2199,252,0,2570,45,1087,87,0,1217,41,1115,107,0,1266,100,2703,257,4,3054,113,2295,245,9,2662,161,2303,169,4,2635,243,2464,200,0,2907,307,2023,179,3,2510,351,1050,177,0,1581,398,249,174,0,824,1903,18606,1955,16,22483,57,2247,228,0,2527,337,4510,491,0,5339,124,2167,173,0,2467,110,2188,212,0,2506,199,5180,504,5,5890,222,4485,486,20,5208,308,4484,383,5,5180,457,4657,411,12,5538,609,3883,367,3,4858,615,1975,333,0,2930,571,460,287,0,1322,3606,36233,3865,50,43760
2019,6,465,29,0,497,109,1063,73,3,1249,40,546,21,0,604,29,418,25,0,465,44,991,66,0,1108,38,961,57,3,1058,45,1008,64,0,1112,90,1002,61,0,1149,111,895,61,0,1066,151,541,44,0,734,118,148,33,0,295,786,8023,523,11,9342,6,506,33,0,541,50,1043,50,0,1145,21,517,38,0,579,24,473,28,0,531,29,1094,80,0,1207,47,1067,52,0,1164,51,1173,67,0,1296,100,1135,55,0,1296,131,1058,54,0,1237,224,657,59,0,948,286,194,49,0,526,964,8925,569,10,10468,16,964,63,0,1037,160,2103,127,0,2394,64,1058,60,0,1188,50,895,53,0,996,78,2089,146,4,2311,84,2030,105,6,2232,97,2180,130,0,2403,187,2139,115,0,2440,236,1952,115,0,2301,370,1200,108,0,1675,403,338,82,0,821,1745,16951,1092,18,19809
2020,26,1263,72,0,1364,222,2436,186,0,2846,65,1064,55,0,1182,46,969,55,0,1074,94,2419,145,4,2665,68,2126,157,6,2360,86,2124,142,4,2361,156,2138,99,4,2393,213,1957,96,0,2265,230,1055,57,0,1343,174,200,22,0,400,1397,17747,1087,21,20251,23,1276,71,0,1375,100,2428,173,0,2701,55,1080,66,0,1198,45,1014,44,5,1103,76,2720,192,7,2998,92,2304,146,3,2549,122,2382,127,0,2636,173,2481,112,0,2766,224,2110,106,0,2440,302,1115,72,0,1488,354,238,32,0,629,1556,19153,1150,22,21886,50,2533,149,0,2736,322,4864,360,3,5549,122,2142,120,0,2380,92,1989,100,5,2176,168,5141,341,14,5666,166,4429,307,16,4910,208,4507,274,3,4997,327,4618,214,0,5166,440,4068,198,0,4706,530,2171,129,0,2830,538,443,53,0,1026,2956,36899,2240,47,42142
2021,18,898,60,0,983,143,1997,144,0,2294,52,949,80,0,1080,38,833,66,0,934,79,2054,124,17,2277,71,1829,166,7,2073,88,1899,135,9,2122,110,1902,112,7,2129,151,1618,93,0,1863,171,786,57,0,1010,160,193,43,0,393,1075,14970,1088,42,17175,13,822,38,0,872,81,1887,122,0,2099,46,950,67,0,1060,34,876,45,5,958,67,2129,118,5,2322,60,2035,136,13,2244,93,2170,114,0,2380,116,2229,106,3,2459,200,1800,107,0,2105,232,976,94,0,1303,333,269,117,0,726,1271,16141,1075,31,18516,28,1722,102,0,1857,230,3888,274,0,4390,96,1899,139,0,2141,72,1705,113,7,1899,149,4182,248,25,4596,128,3863,307,19,4315,184,4070,246,4,4506,232,4136,213,7,4587,348,3416,203,0,3971,403,1760,152,0,2317,492,463,160,0,1120,2350,31109,2156,66,35689
3000,281,18124,1876,11,20285,2920,42284,4884,31,50126,1034,18371,2202,17,21619,636,15293,3033,315,19284,956,34804,8427,1258,45452,1165,36459,8060,443,46124,2019,43679,8469,134,54301,3913,50969,7661,100,62643,5499,46877,5247,98,57721,4373,19934,2323,36,26664,2271,2962,631,3,5875,25075,329758,52812,2446,410090,181,17223,1758,12,19175,1417,40412,4361,15,46207,629,17165,1954,11,19753,380,14633,2153,165,17325,770,36078,4991,540,42382,1071,37992,4519,147,43724,2127,43552,4831,73,50582,3805,50916,5048,85,59852,4437,42534,3984,80,51035,4615,16947,1939,31,23531,3698,2907,798,9,7406,23132,320352,36327,1167,380970,464,35337,3632,24,39465,4336,82702,9245,49,96326,1660,35534,4150,23,41373,1020,29928,5184,474,36609,1730,70884,13424,1802,87834,2230,74451,12578,590,89851,4144,87230,13296,202,104881,7716,101887,12706,186,122496,9936,89412,9226,179,108758,8986,36876,4261,65,50193,5973,5866,1425,7,13282,48199,650110,89138,3605,791056
3001,13,382,59,3,455,35,745,80,0,863,11,297,38,0,345,3,447,89,19,557,21,1259,282,44,1598,14,991,167,3,1172,25,938,172,9,1140,46,1027,240,8,1321,58,865,176,5,1100,34,258,50,8,343,12,13,0,0,29,273,7216,1349,94,8931,7,337,36,0,377,21,705,91,0,811,10,338,42,0,385,3,555,103,22,682,10,1364,274,59,1706,16,1055,173,7,1245,24,913,144,0,1088,39,1043,230,4,1317,40,714,154,7,917,33,179,35,3,255,17,13,5,0,38,214,7214,1291,104,8818,9,724,94,3,831,60,1448,168,0,1681,19,635,76,0,733,7,1002,185,38,1242,29,2625,554,99,3310,28,2040,340,11,2423,51,1852,313,7,2227,88,2066,469,15,2643,97,1577,334,12,2018,63,436,88,12,595,32,26,9,0,68,488,14424,2641,195,17751
3002,1493,70169,3802,71,75530,11076,147178,8115,117,166480,3634,70984,3573,94,78287,2530,77757,5033,252,85578,3814,162601,11466,790,178665,3878,156793,9320,432,170421,5073,140822,7459,331,153689,7002,112338,5297,396,125027,9891,80980,4006,369,95247,10556,37894,2532,104,51085,6947,7286,1330,22,15593,65882,1064799,61920,2993,1195593,866,66749,3563,60,71239,5529,144359,7638,147,157667,2292,69032,3300,96,74724,1882,78531,4319,231,84955,3758,172265,9993,553,186571,4231,167001,8166,306,179709,6247,150199,6269,300,163021,8301,120789,4731,532,134359,11053,90862,3909,411,106243,14310,42183,3088,128,59711,14418,9117,2552,38,26127,72895,1111088,57541,2808,1244331,2356,136916,7368,128,146771,16600,291540,15752,263,324148,5922,140017,6875,192,153011,4414,156286,9351,485,170534,7567,334863,21461,1345,365238,8106,323797,17490,737,350129,11325,291014,13727,636,316705,15303,233127,10025,927,259383,20940,171842,7910,783,201484,24863,80078,5627,232,110795,21371,16402,3882,58,41717,138775,2175887,119467,5800,2439920
3003,44,1703,118,0,1865,422,3976,286,3,4681,178,1890,109,0,2171,132,1650,83,13,1878,178,3502,254,42,3975,161,3238,206,10,3620,253,3589,238,3,4084,448,3843,266,9,4564,660,4076,233,8,4973,688,2458,154,9,3308,406,498,65,0,967,3568,30414,2011,89,36087,32,1619,83,0,1733,231,3876,247,5,4353,111,1793,104,0,2007,87,1763,117,20,1984,145,3831,267,42,4287,167,3751,196,13,4130,289,4026,212,8,4529,458,4504,208,10,5176,583,4619,227,9,5434,841,2602,184,3,3623,756,558,87,0,1401,3689,32942,1929,109,38663,76,3323,203,0,3602,648,7847,524,6,9027,288,3686,208,0,4181,214,3409,200,36,3862,326,7331,526,85,8268,330,6990,402,24,7754,540,7614,450,7,8619,909,8344,478,13,9739,1238,8697,461,14,10406,1522,5061,338,11,6930,1161,1050,150,0,2366,7260,63355,3938,197,74752
3004,74,3891,371,4,4345,573,9229,859,4,10671,178,4211,449,12,4843,133,3656,601,74,4470,209,8394,1384,213,10201,262,8687,1061,44,10052,353,9310,1097,49,10813,528,8348,942,39,9859,760,6344,863,42,8009,714,2648,427,23,3816,402,436,127,3,966,4191,65155,8182,512,78047,40,3801,354,0,4202,268,9071,806,7,10148,126,4159,396,7,4687,92,3776,556,56,4483,176,9504,1367,151,11209,237,10129,973,30,11372,385,10232,912,30,11566,545,8698,879,44,10175,746,6387,708,37,7870,869,2547,393,15,3817,769,454,172,4,1402,4252,68763,7520,389,80925,115,7696,732,4,8547,840,18297,1671,13,20826,302,8368,848,16,9524,222,7434,1159,134,8949,384,17899,2749,367,21405,497,18819,2035,72,21423,744,19546,2010,78,22377,1080,17049,1821,86,20031,1505,12733,1572,76,15888,1581,5197,822,36,7630,1171,891,302,10,2369,8445,133920,15712,894,158970
3005,12,503,34,0,541,86,1058,87,0,1231,28,449,51,0,528,7,426,62,47,542,13,977,127,78,1190,13,946,145,40,1150,21,847,100,13,972,37,661,122,5,824,33,344,86,0,468,15,105,29,0,154,11,11,11,0,43,287,6325,845,186,7645,11,495,34,0,538,45,1136,81,0,1262,11,383,22,0,416,11,430,33,6,482,13,1024,77,29,1142,24,1021,87,11,1134,24,753,79,0,856,19,658,81,0,769,36,303,68,3,405,26,94,17,0,136,12,16,20,0,48,242,6303,600,51,7193,19,997,65,0,1079,133,2190,168,0,2492,35,830,73,0,941,19,853,95,54,1020,29,1998,202,105,2337,39,1971,235,50,2286,45,1599,178,12,1834,63,1325,207,4,1592,66,647,156,7,876,44,197,49,0,287,24,29,32,0,87,521,12627,1445,241,14836
3006,38,1437,84,0,1556,289,2962,200,0,3454,93,1346,80,0,1518,59,1155,70,0,1283,74,2650,194,5,2923,86,2686,244,11,3027,101,2794,215,5,3112,163,2602,208,5,2985,185,1577,146,7,1916,142,552,65,3,766,98,93,19,0,212,1335,19861,1523,31,22754,15,1391,77,0,1482,142,3056,213,0,3407,55,1338,79,0,1470,31,1151,65,0,1253,47,2889,198,0,3136,92,2800,169,3,3063,140,2809,161,0,3117,204,2369,128,4,2711,192,1450,117,3,1763,227,564,64,3,857,175,93,45,0,317,1315,19918,1320,22,22576,53,2827,157,0,3040,429,6022,412,0,6861,149,2680,162,0,2986,90,2311,132,4,2536,123,5540,393,5,6065,176,5491,406,14,6087,250,5606,374,7,6231,368,4969,344,10,5696,376,3021,265,5,3679,371,1121,128,3,1624,271,189,65,0,526,2645,39784,2843,53,45325
3007,347,17617,1094,30,19085,2687,38147,2710,48,43585,860,18279,1104,27,20272,614,18638,1380,78,20707,919,40006,3458,209,44598,956,40384,2765,105,44214,1315,39856,2599,122,43893,1883,34732,2243,147,39002,3089,29500,2034,147,34769,3813,15673,1407,75,20974,2575,3189,703,15,6484,19059,296021,21497,1005,337585,179,16601,1097,33,17908,1316,37353,2420,39,41131,569,17999,1081,32,19681,422,19808,1432,69,21730,756,44134,3423,173,48481,957,44619,2893,93,48559,1558,43736,2581,109,47992,2142,39312,2337,150,43941,3239,33546,2054,165,38999,4838,16647,1630,66,23173,5041,3625,1145,15,9824,21019,317385,22091,942,361430,527,34215,2186,61,36990,4001,75502,5125,85,84722,1433,36279,2183,62,39953,1036,38449,2808,149,42439,1675,84142,6879,381,93084,1915,85002,5656,200,92773,2872,83594,5183,233,91879,4025,74044,4578,294,82947,6326,63047,4088,311,73776,8649,32323,3033,139,44147,7612,6818,1851,30,16309,40081,613405,43592,1949,699021
3008,16,547,45,0,612,176,1219,75,0,1475,71,656,41,0,765,37,513,41,0,592,71,1075,107,4,1249,71,969,76,0,1114,108,1061,83,0,1253,133,1103,89,0,1320,200,998,52,0,1251,202,518,36,0,762,140,120,18,0,278,1217,8776,669,9,10672,6,524,36,0,563,123,1189,75,0,1377,51,617,46,0,711,24,534,23,0,583,41,1134,64,0,1242,78,1189,73,0,1337,121,1257,71,0,1449,143,1291,54,7,1493,184,1247,59,3,1492,262,679,45,0,986,263,163,36,0,464,1277,9813,594,12,11702,23,1070,87,0,1174,296,2405,148,0,2854,121,1271,88,0,1477,59,1046,62,3,1178,109,2205,174,4,2489,144,2152,152,0,2451,227,2318,152,4,2699,275,2394,141,4,2815,382,2249,110,3,2744,464,1200,88,0,1750,402,282,58,0,738,2500,18584,1267,19,22367
3009,30,1079,81,4,1193,325,2860,205,0,3389,120,1304,89,4,1520,71,991,82,0,1137,120,2038,149,10,2317,136,2220,163,0,2519,232,2560,189,3,2984,404,3210,200,16,3827,723,4132,287,10,5159,681,2422,252,7,3369,328,428,89,0,842,3174,23237,1787,56,28254,17,1062,70,3,1146,152,2917,180,0,3245,90,1341,75,0,1511,53,972,59,4,1085,105,2386,144,11,2655,136,2751,158,5,3049,219,3201,215,7,3642,400,4116,231,10,4764,651,4734,288,12,5683,755,2410,275,6,3439,565,464,170,3,1199,3131,26357,1866,64,31423,50,2141,151,4,2347,478,5773,383,0,6635,211,2652,164,4,3031,119,1956,135,3,2223,227,4428,293,19,4969,276,4969,329,9,5575,448,5760,401,17,6623,804,7326,431,26,8587,1376,8864,579,25,10837,1433,4833,521,11,6807,885,891,262,4,2042,6307,49593,3651,119,59675
3010,0,342,18,0,361,67,628,58,0,747,17,278,29,0,325,14,286,29,0,330,36,646,50,12,741,25,501,41,4,572,37,464,38,0,540,47,495,34,6,577,75,441,28,0,542,74,234,26,0,341,54,63,4,0,112,450,4367,357,20,5189,9,295,24,0,323,35,586,45,0,669,19,295,18,0,334,10,334,16,0,360,27,629,51,0,705,25,535,40,0,601,43,528,33,0,606,57,533,40,3,632,84,531,35,0,659,71,274,15,0,359,108,72,21,0,198,491,4607,342,10,5442,6,636,45,0,681,97,1216,102,3,1418,44,575,48,0,659,25,615,46,3,689,57,1272,96,15,1448,50,1035,84,4,1168,80,989,75,0,1145,104,1030,70,5,1207,161,973,67,0,1200,151,510,38,0,699,158,130,21,0,313,940,8968,693,32,10639
3011,63,2466,179,0,2711,337,5234,403,0,5982,112,2325,176,0,2618,88,2235,214,0,2537,122,4759,467,3,5353,118,4751,441,9,5320,165,4608,425,15,5212,244,4472,405,15,5142,328,3101,265,15,3705,361,1309,161,0,1838,282,242,70,3,604,2225,35511,3212,59,41009,36,2308,166,3,2515,162,5209,427,0,5801,85,2226,169,7,2487,55,2261,228,4,2543,85,5279,468,16,5846,108,5271,416,9,5805,177,4938,345,4,5464,269,4563,296,10,5141,330,3178,235,12,3757,490,1522,169,4,2189,544,339,81,3,968,2334,37110,2995,72,42509,98,4777,345,3,5224,497,10446,833,3,11782,200,4551,348,9,5104,144,4495,441,4,5079,202,10040,934,20,11198,223,10021,857,21,11124,344,9548,769,24,10675,516,9040,705,23,10284,661,6282,498,19,7459,854,2834,328,5,4022,823,584,149,7,1564,4558,72620,6208,133,83517
3012,23,529,58,0,609,166,1315,118,0,1595,77,703,72,0,850,59,595,143,0,797,96,1048,341,0,1482,87,1054,320,0,1462,133,1310,172,0,1617,212,1555,133,0,1896,309,1602,94,0,2012,261,800,66,4,1134,148,140,29,0,320,1567,10663,1547,6,13779,11,512,40,0,565,97,1333,95,0,1527,55,631,47,0,734,34,562,44,0,636,54,1087,87,0,1232,77,1214,89,0,1379,138,1439,77,3,1650,225,1711,89,0,2027,286,1718,89,0,2099,300,853,70,0,1220,256,202,44,0,500,1534,11262,771,7,13580,34,1042,98,0,1175,259,2647,217,0,3123,128,1336,122,0,1589,94,1159,185,0,1438,151,2136,424,8,2715,169,2265,407,0,2847,274,2747,255,3,3271,439,3265,219,0,3926,599,3322,183,3,4110,559,1659,134,4,2357,406,346,74,0,816,3107,21928,2311,13,27361
