SUA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
2019,24,548,30,0,604,23,415,29,0,465,78,954,73,0,1108,133,855,62,3,1058,179,866,62,0,1112,198,878,64,0,1149,127,860,75,0,1066,102,569,60,0,734,29,213,56,0,295,907,6165,514,7,7597,31,504,47,0,579,41,456,34,0,531,148,991,73,0,1207,230,881,62,0,1164,321,890,75,0,1296,363,860,68,0,1296,237,944,51,0,1237,122,727,104,0,948,17,423,82,0,526,1504,6671,599,6,8783,53,1051,78,0,1188,65,870,61,0,996,221,1940,149,4,2311,365,1740,117,6,2232,508,1759,139,0,2403,563,1742,137,0,2440,369,1801,128,0,2301,218,1297,160,0,1675,53,631,140,0,821,2417,12841,1117,12,16376
2020,50,1062,70,0,1182,76,932,60,0,1074,185,2321,151,4,2665,273,1924,161,6,2360,315,1893,150,4,2361,429,1849,115,4,2393,278,1884,105,0,2265,162,1093,85,0,1343,41,323,34,0,400,1808,13287,930,21,16051,81,1037,80,0,1198,96,946,59,5,1103,342,2450,194,7,2998,510,1887,147,3,2549,630,1861,132,0,2636,740,1903,118,0,2766,444,1888,109,0,2440,173,1198,116,0,1488,22,559,51,0,629,3037,13741,1006,23,17809,128,2104,152,0,2380,174,1877,122,5,2176,530,4776,350,14,5666,781,3810,304,16,4910,948,3754,284,3,4997,1167,3754,238,0,5166,723,3772,210,0,4706,336,2297,198,0,2830,59,884,85,0,1026,4852,27027,1940,44,33858
2021,41,940,94,0,1080,46,816,77,0,934,137,1981,145,17,2277,222,1668,173,7,2073,310,1680,136,9,2122,376,1644,107,7,2129,269,1487,103,0,1863,130,798,89,0,1010,33,293,64,0,393,1559,11320,978,42,13897,63,927,72,0,1060,75,825,47,5,958,265,1917,135,5,2322,424,1657,148,13,2244,567,1706,110,0,2380,696,1652,104,3,2459,424,1559,125,0,2105,171,990,135,0,1303,41,530,158,0,726,2723,11762,1035,26,15551,103,1872,164,0,2141,120,1645,121,7,1899,399,3896,280,25,4596,648,3327,321,19,4315,874,3380,245,4,4506,1073,3302,212,7,4587,692,3050,228,0,3971,300,1792,222,0,2317,72,821,223,0,1120,4280,23086,2017,69,29448
3000,1026,17657,2923,17,21619,885,14842,3244,315,19284,2456,33013,8727,1258,45452,4035,33370,8278,443,46124,5887,39508,8774,134,54301,7414,47209,7918,100,62643,5788,46033,5803,98,57721,2604,21134,2898,36,26664,507,4516,848,3,5875,30596,257266,49411,2402,339680,1122,16092,2528,11,19753,1114,13800,2250,165,17325,4083,32500,5252,540,42382,6904,31995,4681,147,43724,9421,36008,5080,73,50582,11740,42733,5297,85,59852,7643,38739,4573,80,51035,2624,18242,2635,31,23531,385,5874,1143,9,7406,45035,235984,33430,1132,315593,2151,33740,5452,23,41373,1997,28643,5496,474,36609,6541,65510,13977,1802,87834,10938,65361,12963,590,89851,15311,75512,13849,202,104881,19155,89942,13216,186,122496,13427,84775,10375,179,108758,5227,39373,5530,65,50193,888,10391,1990,7,13282,75639,493252,82845,3531,655267
3001,9,295,45,0,345,11,439,88,19,557,39,1215,303,44,1598,50,943,180,3,1172,87,877,171,9,1140,78,1001,232,8,1321,76,840,178,5,1100,27,258,51,8,343,6,22,0,0,29,374,5894,1256,83,7608,8,335,35,0,385,8,546,105,22,682,54,1306,284,59,1706,125,941,179,7,1245,129,801,156,0,1088,104,974,240,4,1317,81,670,156,7,917,27,178,44,3,255,4,26,4,0,38,539,5776,1207,104,7625,14,631,81,0,733,16,983,200,38,1242,96,2524,591,99,3310,170,1879,363,11,2423,209,1679,329,7,2227,181,1972,468,15,2643,160,1509,335,12,2018,53,435,97,12,595,8,51,5,0,68,919,11668,2460,191,15237
3002,3290,70722,4173,94,78287,3869,75778,5678,252,85578,9783,155136,12957,790,178665,15255,144313,10421,432,170421,18727,126665,7967,331,153689,17936,101147,5547,396,125027,12022,78478,4371,369,95247,6093,41597,3299,104,51085,1492,12268,1808,22,15593,88472,806096,56215,2805,953584,3793,66978,3862,96,74724,4989,74858,4880,231,84955,15704,159175,11145,553,186571,25626,144958,8820,306,179709,31659,124358,6703,300,163021,29382,99405,5038,532,134359,17901,83420,4506,411,106243,6959,48321,4304,128,59711,1065,21242,3787,38,26127,137076,822710,53027,2603,1015418,7087,137698,8033,192,153011,8856,150637,10563,485,170534,25487,314303,24098,1345,365238,40882,289268,19240,737,350129,50389,251020,14666,636,316705,47318,200554,10584,927,259383,29923,161898,8872,783,201484,13052,89914,7604,232,110795,2559,33512,5589,58,41717,225545,1628810,109246,5404,1969004
3003,88,1929,148,0,2171,96,1657,112,13,1878,272,3368,301,42,3975,401,2975,232,10,3620,564,3242,278,3,4084,702,3578,275,9,4564,605,4083,281,8,4973,372,2704,223,9,3308,88,760,116,0,967,3188,24294,1969,89,29539,107,1776,123,0,2007,129,1703,131,20,1984,441,3517,289,42,4287,783,3109,222,13,4130,1044,3242,236,8,4529,1222,3729,222,10,5176,945,4206,278,9,5434,420,2884,311,3,3623,65,1182,157,0,1401,5168,25347,1964,104,32581,206,3707,272,0,4181,227,3362,242,36,3862,710,6883,589,85,8268,1185,6084,452,24,7754,1607,6482,515,7,8619,1925,7303,493,13,9739,1547,8285,565,14,10406,791,5592,534,11,6930,156,1941,270,0,2366,8356,49642,3927,196,62122
3004,181,4158,492,12,4843,184,3561,646,74,4470,492,7995,1499,213,10201,821,8045,1141,44,10052,1134,8491,1140,49,10813,1048,7810,954,39,9859,770,6273,922,42,8009,313,2977,503,23,3816,100,701,167,3,966,5040,50018,7469,498,63029,236,3981,459,7,4687,225,3595,596,56,4483,842,8766,1441,151,11209,1421,8896,1027,30,11372,1871,8727,935,30,11566,1679,7550,902,44,10175,1088,5986,763,37,7870,404,2900,504,15,3817,56,1095,243,4,1402,7820,51514,6865,373,66576,417,8139,952,16,9524,410,7157,1240,134,8949,1339,16761,2934,367,21405,2242,16944,2171,72,21423,3000,17224,2074,78,22377,2724,15363,1859,86,20031,1863,12262,1692,76,15888,717,5882,1005,36,7630,153,1797,411,10,2369,12858,101524,14332,882,129600
3005,5,475,45,0,528,8,417,65,47,542,42,938,139,78,1190,87,867,149,40,1150,68,790,100,13,972,67,635,119,5,824,29,348,83,0,468,13,102,36,0,154,3,21,13,0,43,329,4605,750,186,5871,15,360,34,0,416,23,410,40,6,482,73,950,86,29,1142,145,890,93,11,1134,113,667,75,0,856,109,570,90,0,769,43,288,73,3,405,12,107,19,0,136,0,24,20,0,48,542,4272,529,51,5396,24,839,81,0,941,32,832,101,54,1020,117,1895,224,105,2337,233,1759,243,50,2286,187,1458,176,12,1834,173,1205,209,4,1592,80,639,155,7,876,29,208,53,0,287,3,45,34,0,87,864,8879,1275,241,11264
3006,56,1371,88,0,1518,49,1146,85,0,1283,149,2547,227,5,2923,256,2503,257,11,3027,328,2557,230,5,3112,355,2417,208,5,2985,199,1550,157,7,1916,78,614,67,3,766,22,165,28,0,212,1492,14865,1351,36,17740,65,1321,90,0,1470,73,1104,74,0,1253,298,2621,220,0,3136,466,2402,188,3,3063,508,2429,173,0,3117,516,2058,133,4,2711,232,1411,117,3,1763,84,696,78,3,857,17,245,51,0,317,2256,14287,1126,17,17680,116,2696,180,0,2986,126,2250,160,4,2536,442,5161,452,5,6065,728,4911,446,14,6087,830,4992,405,7,6231,870,4474,339,10,5696,431,2961,280,5,3679,168,1306,144,3,1624,40,410,79,0,526,3742,29152,2476,50,35422
3007,732,18230,1276,27,20272,855,18213,1559,78,20707,2216,38233,3935,209,44598,3655,37348,3098,105,44214,4913,36076,2781,122,43893,5018,31531,2303,147,39002,3720,28696,2213,147,34769,2276,16843,1776,75,20974,587,4882,997,15,6484,23986,230058,19938,930,274918,915,17535,1190,32,19681,1124,18943,1599,69,21730,3676,40860,3767,173,48481,6472,38862,3135,93,48559,8520,36601,2762,109,47992,8834,32583,2379,150,43941,5942,30645,2255,165,38999,2564,18327,2223,66,23173,433,7480,1901,15,9824,38470,241840,21211,875,302392,1648,35770,2467,62,39953,1979,37155,3156,149,42439,5898,79093,7702,381,93084,10130,76211,6237,200,92773,13435,72679,5542,233,91879,13851,64115,4688,294,82947,9660,59337,4470,311,73776,4836,35176,3996,139,44147,1018,12364,2897,30,16309,62460,471901,41148,1803,577311
3008,46,674,48,0,765,35,511,46,0,592,94,1037,116,4,1249,131,891,90,0,1114,198,966,90,0,1253,214,1011,98,0,1320,173,1020,55,0,1251,102,615,48,0,762,24,221,29,0,278,1025,6945,613,8,8585,41,622,50,0,711,58,492,32,0,583,176,982,74,0,1242,296,966,74,0,1337,343,1033,73,0,1449,353,1067,65,7,1493,263,1152,72,3,1492,119,785,79,0,986,22,397,48,0,464,1672,7504,564,12,9753,84,1297,98,0,1477,92,1005,79,3,1178,277,2018,193,4,2489,432,1861,163,0,2451,539,1995,162,4,2699,571,2075,163,4,2815,433,2176,127,3,2744,225,1400,124,0,1750,50,619,75,0,738,2692,14452,1179,17,18341
3009,88,1308,121,4,1520,77,982,79,0,1137,201,1941,161,10,2317,298,2035,188,0,2519,412,2364,207,3,2984,556,3049,210,16,3827,600,4226,318,10,5159,412,2634,311,7,3369,86,627,125,0,842,2727,19175,1719,50,23670,97,1322,95,0,1511,85,924,69,4,1085,375,2098,172,11,2655,589,2286,178,5,3049,763,2651,218,7,3642,1098,3383,276,10,4764,933,4396,345,12,5683,381,2674,379,6,3439,74,931,194,3,1199,4387,20662,1917,59,27021,181,2633,214,4,3031,162,1909,150,3,2223,575,4041,332,19,4969,882,4324,368,9,5575,1173,5022,422,17,6623,1654,6430,482,26,8587,1537,8624,659,25,10837,793,5307,686,11,6807,164,1555,321,4,2042,7113,39834,3634,106,50695
3010,15,277,36,0,325,28,273,25,0,330,38,638,53,12,741,59,461,51,4,572,87,410,47,0,540,95,449,32,6,577,89,420,36,0,542,38,271,31,0,341,11,94,8,0,112,455,3283,324,18,4079,11,293,28,0,334,24,310,23,0,360,73,575,52,0,705,119,443,42,0,601,127,438,39,0,606,139,451,42,3,632,99,518,41,0,659,55,279,24,0,359,8,163,31,0,198,662,3472,313,7,4451,29,571,58,0,659,47,587,45,3,689,115,1215,107,15,1448,183,898,90,4,1168,214,848,80,0,1145,231,894,71,5,1207,184,944,75,0,1200,92,553,58,0,699,14,248,43,0,313,1113,6759,636,29,8538
3011,88,2335,201,0,2618,108,2193,236,0,2537,239,4571,539,3,5353,417,4407,483,9,5320,503,4238,457,15,5212,602,4090,441,15,5142,371,3030,295,15,3705,199,1424,213,0,1838,50,451,103,3,604,2566,26726,2965,60,32318,121,2167,187,7,2487,134,2161,249,4,2543,494,4819,516,16,5846,758,4607,439,9,5805,940,4166,351,4,5464,976,3838,321,10,5141,564,2916,270,12,3757,263,1681,247,4,2189,40,764,155,3,968,4281,27112,2733,64,34194,201,4502,385,9,5104,239,4351,488,4,5079,734,9391,1055,20,11198,1173,9009,922,21,11124,1440,8407,809,24,10675,1579,7923,755,23,10284,931,5942,564,19,7459,460,3100,459,5,4022,91,1216,260,7,1564,6853,53837,5696,127,66513
3012,48,715,93,0,850,54,594,154,0,797,109,1028,346,0,1482,155,991,319,0,1462,245,1178,190,0,1617,300,1459,137,0,1896,266,1630,114,0,2012,131,911,83,4,1134,29,261,36,0,320,1338,8764,1468,6,11579,46,621,61,0,734,62,525,44,0,636,194,944,92,0,1232,318,966,98,0,1379,434,1134,84,3,1650,495,1436,100,0,2027,389,1588,121,0,2099,160,968,95,0,1220,17,428,53,0,500,2114,8625,742,7,11491,96,1340,156,0,1589,124,1122,200,0,1438,303,1971,432,8,2715,470,1957,417,0,2847,681,2319,275,3,3271,793,2890,239,0,3926,656,3216,231,3,4110,289,1881,180,4,2357,48,686,83,0,816,3455,17389,2214,13,23067
3013,25,535,103,0,665,19,567,128,0,716,53,1371,259,8,1694,82,1081,237,3,1407,85,960,242,0,1288,94,941,235,6,1271,39,555,184,3,779,17,227,65,0,314,3,41,11,0,54,425,6276,1460,29,8190,28,460,76,0,555,20,596,106,3,728,104,1432,188,5,1726,154,1063,154,3,1373,126,895,156,3,1179,129,772,164,7,1070,64,442,104,0,610,19,185,46,0,251,0,46,14,0,61,639,5889,1011,29,7557,48,992,180,0,1220,39,1159,239,3,1441,152,2798,451,16,3424,237,2145,385,6,2777,214,1852,401,3,2467,219,1713,391,15,2341,103,996,288,5,1398,39,420,112,0,563,3,87,29,6,114,1063,12163,2466,57,15746
3014,134,2357,221,3,2712,110,2153,298,4,2564,325,4424,722,13,5493,454,3903,610,14,4988,540,3504,454,6,4506,641,3453,306,0,4406,418,2806,272,9,3502,222,1444,166,0,1825,73,481,101,5,655,2913,24540,3150,53,30657,131,2218,193,3,2544,147,2209,190,5,2552,581,4571,374,18,5536,876,3870,334,4,5084,964,3536,280,5,4778,1089,3384,238,4,4721,596,2721,215,10,3539,260,1812,225,0,2304,49,816,184,0,1044,4698,25140,2234,43,32112,264,4576,409,3,5255,259,4363,484,3,5118,909,9000,1098,30,11036,1328,7776,949,15,10070,1504,7044,730,9,9285,1728,6845,548,9,9126,1017,5526,483,20,7040,479,3255,390,4,4129,113,1299,288,5,1707,7606,49679,5381,96,62768
3015,468,10240,621,15,11342,426,8272,618,22,9333,1038,17057,1401,137,19637,1825,18553,1379,68,21833,2853,19881,1306,71,24112,3137,19248,1151,55,23584,2592,19161,1184,73,23007,1540,11312,1030,54,13946,430,3307,561,12,4308,14309,127040,9253,508,151109,478,9992,608,11,11091,519,8541,608,26,9696,1767,18369,1387,120,21641,3544,20006,1392,63,25010,5085,20975,1309,53,27428,5854,20601,1278,64,27794,3983,20241,1255,79,25562,1730,12190,1254,40,15212,306,4863,986,11,6164,23271,135777,10079,471,169602,953,20230,1233,26,22431,945,16812,1224,50,19031,2806,35425,2789,256,41279,5366,38560,2776,134,46837,7941,40860,2616,123,51541,8989,39850,2431,115,51379,6573,39406,2440,156,48572,3273,23500,2283,93,29154,733,8174,1547,19,10471,37579,262815,19331,981,320706
3016,264,4398,272,6,4935,225,3990,293,7,4511,544,7912,584,17,9055,791,6850,456,10,8114,1087,6331,434,11,7860,1098,5889,383,0,7375,856,5202,366,3,6425,508,3155,266,3,3932,149,1011,131,0,1298,5516,44743,3185,59,53507,261,4304,241,3,4817,274,4046,291,4,4613,968,8271,499,14,9757,1515,7052,466,8,9044,1862,6644,385,9,8906,1990,6056,400,17,8455,1287,5856,362,13,7516,631,3897,379,5,4914,86,1928,250,0,2264,8884,48053,3273,74,60289,529,8703,519,12,9750,495,8034,583,12,9127,1514,16179,1079,31,18808,2304,13906,927,19,17161,2948,12974,819,23,16768,3088,11947,783,23,15833,2147,11058,725,15,13943,1137,7054,642,11,8847,234,2936,386,0,3558,14397,92798,6457,134,113791
3017,285,5255,534,10,6087,297,6054,1073,46,7463,755,10840,1563,71,13226,1007,8834,1150,30,11025,1241,8652,859,19,10770,1258,7819,690,21,9786,903,6041,537,24,7503,458,2874,327,9,3662,87,719,134,0,939,6288,57084,6864,232,70465,305,5492,459,4,6256,392,5889,557,22,6851,1177,10772,1111,25,13085,1877,9396,898,15,12194,2129,8834,742,17,11721,2133,7737,550,14,10435,1288,6052,479,16,7839,509,3366,343,3,4220,64,1363,256,0,1679,9865,58897,5397,121,74281,588,10748,994,16,12344,691,11944,1624,62,14321,1931,21612,2674,100,26311,2890,18229,2053,47,23211,3370,17479,1605,33,22487,3389,15558,1240,35,20226,2188,12098,1016,40,15342,967,6237,666,15,7887,147,2086,391,8,2620,16151,115984,12262,351,144748
3018,26,439,44,0,509,32,382,34,0,447,52,736,75,0,864,93,533,54,0,675,122,617,66,0,807,149,739,79,0,965,135,781,54,0,966,80,484,57,0,620,17,132,24,0,172,693,4847,484,5,6026,26,393,26,0,441,29,354,38,0,422,107,703,61,0,871,150,571,62,0,784,194,695,62,0,950,228,782,58,0,1068,160,815,65,0,1038,79,571,74,0,727,14,234,43,0,293,988,5118,489,3,6593,49,829,69,0,952,62,738,71,0,869,159,1439,133,0,1733,235,1103,113,0,1457,315,1309,133,0,1758,381,1522,134,0,2034,290,1592,117,0,2006,160,1053,133,0,1347,27,368,68,0,461,1680,9964,969,7,12619
3019,32,650,57,0,731,24,408,28,0,451,46,860,82,0,984,92,864,67,3,1019,117,962,73,0,1156,186,1038,88,0,1318,139,1101,106,0,1349,77,578,55,0,714,21,156,15,0,187,731,6609,568,11,7912,28,556,28,0,609,37,419,39,0,490,114,902,69,3,1086,175,1008,64,0,1249,241,1037,62,0,1341,348,1122,93,0,1568,214,1044,97,0,1359,92,587,69,3,756,19,238,22,0,281,1274,6908,546,8,8740,60,1198,81,0,1336,64,825,62,0,947,160,1755,152,5,2068,266,1867,132,4,2262,360,2003,133,3,2500,536,2160,184,0,2889,352,2150,200,0,2707,166,1169,126,0,1469,36,393,39,0,467,2004,13519,1111,18,16653
4000,348,6225,742,3,7329,357,5577,621,92,6650,948,11979,1640,405,14974,1458,12106,1735,183,15475,2281,14298,1868,52,18500,3075,17448,1875,17,22414,2377,16693,1541,17,20632,1062,8016,967,5,10050,250,2174,357,11,2796,12155,94522,11360,782,118816,378,5499,648,5,6528,400,4742,379,20,5539,1433,11013,1044,56,13550,2445,11200,969,22,14641,3664,12765,1206,15,17652,4876,14912,1363,27,21173,3111,14382,1343,18,18856,1106,7890,921,14,9938,180,3266,529,0,3971,17586,85677,8402,183,111839,725,11729,1392,10,13852,756,10316,1004,116,12193,2381,22990,2689,464,28518,3900,23307,2702,205,30117,5948,27066,3078,68,36154,7949,32362,3235,44,43589,5482,31079,2885,35,39487,2172,15908,1885,16,19984,429,5444,890,8,6771,29743,180199,19758,964,230664
4001,1700,36260,1783,54,39800,2391,41113,2106,82,45689,5857,83821,4844,234,94758,8998,75676,4185,160,89018,11864,68256,3566,163,83846,13555,61767,2882,162,78368,8929,52140,2401,186,63647,4436,29445,1854,62,35797,1352,11139,1105,18,13615,59085,459621,24717,1113,544540,1924,34170,1631,50,37772,2971,38959,1856,63,43853,9084,82668,4207,195,96159,14468,74457,3622,148,92696,19024,64994,2964,141,87131,21689,60224,2620,252,84781,13192,56364,2585,254,72397,5339,36098,2616,75,44131,966,19454,1945,26,22393,88665,467394,24049,1206,581312,3620,70435,3420,103,77574,5365,80074,3956,143,89539,14941,166488,9053,432,190916,23466,150139,7805,309,181715,30893,133247,6528,304,170976,35238,121991,5501,414,163155,22119,108504,4989,441,136051,9775,65547,4466,138,79925,2319,30592,3050,44,36004,147750,927019,48766,2322,1125852
4002,49,824,67,0,942,47,711,62,0,818,124,1514,131,7,1780,178,1319,99,0,1598,231,1440,114,0,1781,307,1437,83,3,1826,174,1289,87,3,1558,102,664,73,0,840,33,233,38,0,306,1256,9436,747,15,11455,51,817,40,0,909,63,676,54,0,793,197,1536,95,0,1836,308,1348,95,0,1753,402,1445,98,4,1946,454,1401,91,3,1953,287,1274,85,0,1652,120,845,100,0,1069,19,399,91,0,516,1900,9750,755,13,12422,104,1646,106,0,1853,113,1384,112,0,1609,322,3057,231,11,3613,491,2666,196,5,3357,630,2874,213,4,3722,757,2846,173,8,3780,462,2568,170,3,3208,219,1515,175,0,1911,59,636,128,0,821,3156,19188,1500,25,23872
4003,29,442,42,0,513,34,437,65,0,543,84,870,244,0,1196,99,766,229,0,1101,155,773,142,0,1069,169,857,109,0,1134,161,761,72,0,993,80,557,56,0,698,32,172,17,0,221,839,5643,977,5,7461,36,406,43,0,484,48,429,33,0,507,144,890,66,0,1106,165,709,64,0,944,253,759,74,3,1084,269,916,54,4,1238,215,811,70,0,1100,88,600,68,0,759,14,297,38,0,355,1239,5821,508,14,7584,64,848,86,0,1003,82,866,98,0,1052,230,1759,311,0,2306,268,1476,292,4,2043,403,1534,213,7,2154,434,1776,160,4,2373,378,1571,139,5,2095,176,1164,122,0,1460,43,468,55,0,570,2082,11464,1485,21,15046
4004,17,346,52,3,422,19,304,95,0,421,52,782,342,5,1181,58,564,259,13,896,103,598,167,3,872,107,728,125,0,966,80,572,82,4,735,31,316,52,3,403,10,74,15,0,97,475,4295,1188,32,5989,19,296,43,0,350,26,296,26,0,351,105,777,81,0,967,117,597,81,0,794,165,610,81,0,850,177,638,77,3,895,107,538,57,6,708,40,325,44,0,401,6,143,14,0,158,751,4220,498,9,5476,27,639,99,3,768,45,605,124,0,770,158,1561,422,5,2150,168,1160,344,14,1688,271,1201,245,3,1720,285,1372,203,4,1861,188,1114,139,6,1447,67,640,89,3,803,13,221,28,0,257,1225,8518,1690,36,11468
4005,16,417,45,0,479,18,349,40,0,410,50,821,102,3,975,91,748,105,0,942,113,793,117,0,1024,164,800,97,0,1059,87,729,67,0,883,53,395,44,0,497,23,129,20,0,172,601,5193,636,4,6438,24,385,34,0,450,25,376,34,0,431,101,835,55,0,991,143,763,64,5,973,201,762,63,0,1028,231,771,62,0,1068,155,711,46,0,919,55,426,44,0,524,11,227,22,0,263,950,5255,436,5,6643,43,800,81,0,926,42,727,75,0,844,143,1655,160,3,1958,234,1515,175,5,1918,315,1558,178,0,2052,395,1569,159,0,2125,240,1440,120,0,1800,110,819,92,0,1022,31,358,42,0,436,1558,10440,1072,11,13082
4006,22,370,32,0,423,36,375,38,0,448,48,697,70,0,818,57,553,67,0,678,124,692,61,0,882,138,749,74,0,962,106,606,47,0,759,57,409,39,0,495,12,139,21,0,174,602,4578,457,5,5643,18,373,31,0,418,33,372,29,0,433,94,646,68,0,808,145,534,45,0,728,221,634,70,0,920,206,675,42,0,922,147,671,51,0,863,70,466,53,0,590,7,236,16,0,254,929,4605,399,0,5935,38,742,64,0,841,73,746,66,0,881,145,1342,134,0,1620,208,1086,110,0,1404,341,1325,131,0,1801,341,1421,123,0,1883,257,1275,93,0,1624,119,875,90,0,1083,16,378,37,0,431,1527,9188,854,0,11572
4007,22,495,31,0,549,27,351,16,0,394,62,755,35,5,857,135,843,40,0,1014,196,1063,45,3,1311,323,1453,69,0,1840,382,2312,107,4,2802,279,1664,102,0,2041,70,513,49,4,630,1493,9442,495,18,11447,37,476,26,0,534,29,361,19,0,406,127,739,38,5,906,224,885,50,0,1165,351,1028,59,0,1434,633,1548,72,5,2255,632,2652,131,4,3423,262,1753,122,0,2143,58,748,88,4,898,2353,10185,617,13,13175,56,968,59,0,1083,63,709,33,0,804,186,1493,75,4,1767,357,1731,89,3,2176,542,2097,111,3,2749,951,2999,138,3,4096,1018,4969,240,6,6227,541,3409,223,4,4180,125,1254,139,3,1532,3847,19629,1112,29,24618
