SUA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
5006,3,0,3,95,28,123,0,0,4,0,0,0,11,18,30,6032,6133,12166,446,527,975,137,9,145,77,10,92,110,50,160,123,31,156,171,154,319,7212,6957,14169,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,6,0,10,3,5,7,9,9,17,21,7,34,63,36,105,93,55,145,0,0,0,6,0,7,8,3,9,13,0,18,238,447,684,1024,1112,2134,33,29,61,8610,8599,17211
5007,3,4,6,259,83,346,8,5,12,0,0,0,44,54,96,6089,4831,10915,667,570,1239,113,12,122,58,6,62,67,15,80,74,37,110,232,235,473,7611,5850,13461,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,53,10,64,8,0,10,5,0,5,64,16,83,92,56,144,160,78,235,0,0,0,3,0,11,12,4,11,16,5,24,111,266,372,730,624,1357,34,26,63,8662,6848,15512
5008,0,0,3,251,37,291,0,0,0,0,0,0,18,12,22,3866,2802,6667,514,275,787,93,5,97,50,8,54,37,14,46,117,35,151,132,175,308,5085,3356,8438,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,12,5,13,0,6,4,5,0,11,20,5,30,78,23,103,101,38,138,6,0,6,9,0,9,8,3,15,19,3,24,52,183,234,525,445,968,25,19,43,5801,4039,9842
5009,11465,11460,22926,14042,13211,27257,134,79,218,31,15,45,1978,1684,3660,342440,303426,645866,18441,25520,43969,4986,159,5143,2523,253,2770,5284,1517,6798,9149,2276,11432,7366,7278,14646,417842,366877,784720,6772,6577,13348,9,7,25,0,4,5,4670,4245,8912,668,920,1589,500,190,683,12622,11947,24566,13,8,24,8,8,15,734,769,1504,456,885,1338,503,349,858,1718,2016,3735,3948,2108,6056,18282,16072,34357,2145,2553,4695,326,225,553,200,79,272,2664,2857,5523,34736,44795,79531,51998,67055,119048,2308,1618,3924,527831,499273,1027100
5010,3,0,3,179,41,221,3,0,3,0,0,0,19,17,38,3610,2467,6077,404,253,662,70,6,73,48,8,52,31,12,40,139,31,164,141,145,287,4650,2982,7634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7,0,0,3,6,4,12,14,8,18,85,25,110,101,28,130,0,0,0,6,0,6,9,0,9,12,0,12,59,129,188,407,335,740,38,23,64,5273,3498,8763
6000,4,0,5,178,184,362,10,8,12,0,0,0,13,14,27,25249,21280,46525,1420,1498,2919,804,26,825,255,45,296,99,51,150,355,111,461,1397,1241,2634,29776,24441,54219,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,5,3,9,10,14,0,0,0,0,0,0,38,56,89,31,40,73,8,5,8,73,97,172,248,123,374,323,236,556,0,3,6,5,7,11,12,0,8,15,8,25,3427,3777,7208,3258,4793,8050,437,309,751,37249,33564,70812
6001,0,0,0,49,31,77,0,0,0,0,0,0,10,22,34,4195,3943,8138,273,368,644,43,4,44,32,4,31,23,8,27,19,13,28,178,195,368,4819,4580,9393,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,6,10,3,10,0,0,4,15,4,22,23,27,54,42,36,81,0,0,0,0,3,4,0,0,8,6,0,8,238,314,546,557,841,1396,39,31,69,5693,5804,11502
6002,0,0,0,39,32,73,0,0,0,0,0,0,13,29,39,5062,4687,9753,315,408,722,60,0,66,27,6,36,35,8,43,31,9,37,189,225,411,5775,5407,11188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,7,0,0,0,4,10,15,46,29,76,56,36,92,0,0,0,0,0,0,3,3,3,3,10,11,312,360,673,618,854,1466,48,23,78,6812,6699,13510
6003,12,13,23,1901,3071,4969,38,46,86,0,0,0,216,213,432,35700,29314,65015,2190,4188,6381,572,16,593,524,58,581,896,405,1293,287,141,433,2541,2961,5506,44888,40422,85310,0,7,7,0,0,0,0,0,0,10,11,20,0,0,3,0,0,0,13,17,30,3,8,11,0,0,0,161,278,437,96,227,323,49,65,116,314,575,891,473,414,895,802,1013,1815,0,5,9,49,75,117,16,8,29,67,88,154,4259,4758,9021,4753,8051,12799,241,232,475,55006,54563,109576
6004,6,3,5,232,356,582,0,0,0,0,0,0,84,119,204,15812,13448,29259,948,1466,2415,160,3,162,153,19,167,185,50,229,110,70,184,810,866,1680,18500,16394,34893,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,10,14,25,22,49,72,8,11,23,43,77,119,140,106,242,185,191,375,0,0,0,11,18,33,6,8,16,26,27,49,1114,1539,2647,1699,3026,4728,101,77,177,21621,21251,42876
6005,0,0,0,14,4,19,3,3,9,0,0,0,4,0,8,2252,2197,4447,134,144,275,38,0,38,14,0,18,14,9,20,24,8,37,62,86,149,2564,2451,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,5,4,25,13,40,32,18,48,0,0,0,0,0,0,0,0,0,0,0,0,171,227,400,250,441,697,31,26,51,3052,3168,6214
7000,4,9,9,428,187,613,9,3,11,6,0,9,14,13,26,7501,6215,13718,958,1200,2155,235,23,257,114,36,149,234,140,374,672,229,903,2534,2947,5479,12704,11004,23706,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,3,7,0,0,3,0,0,0,4,9,18,18,9,28,33,10,35,55,32,84,213,158,373,273,187,464,0,0,0,26,13,36,14,14,29,41,27,67,713,848,1560,2015,2199,4209,345,260,600,16085,14525,30608
7001,0,0,4,155,58,211,5,4,3,0,0,0,24,34,56,4705,4486,9188,390,678,1070,67,3,67,114,28,137,307,253,557,54,30,83,309,379,693,6130,5950,12082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,14,0,0,0,0,0,3,13,6,18,79,65,143,93,68,161,0,0,0,4,3,6,8,7,15,14,9,18,207,301,508,638,843,1481,44,39,85,7125,7212,14334
7002,14,4,19,641,954,1596,15,3,20,3,3,7,150,165,311,24711,21904,46615,1497,2686,4185,268,17,278,708,153,855,770,516,1286,684,256,936,1430,1304,2735,30893,27958,58849,0,6,3,0,0,0,0,0,0,8,9,17,3,0,3,0,4,7,18,17,39,0,0,0,0,0,0,43,45,84,32,93,130,24,25,54,107,159,270,330,218,549,457,396,854,3,0,3,24,35,60,26,11,33,51,45,97,1319,1929,3246,3548,4615,8165,205,159,367,36462,35103,71567
8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,160,346,5,11,15,4,0,7,0,0,0,0,0,0,5,4,11,18,15,36,224,196,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,56,106,18,41,62,5,0,4,298,292,595
8001,66,43,108,4131,5183,9316,27,6,35,1040,1252,2287,302,345,649,87122,74447,161565,4643,9050,13692,1115,35,1149,1754,194,1953,3563,1759,5326,794,321,1110,5309,5170,10478,109872,97803,207671,21,12,31,0,0,0,0,0,0,16,20,42,0,0,4,3,0,3,44,40,82,0,0,0,649,742,1387,266,325,584,162,472,642,162,153,315,1236,1696,2929,1440,1124,2565,2719,2859,5575,10,12,21,175,244,419,81,36,116,263,294,559,13519,15260,28778,9469,16017,25482,365,279,643,136205,132501,268706
9000,0,0,0,37,48,83,16,12,23,0,0,0,0,0,0,729,696,1425,43,70,111,73,10,85,50,12,70,17,12,24,35,22,62,144,104,247,1149,982,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,28,0,0,0,6,0,3,0,0,0,0,0,0,14,20,38,17,18,34,32,36,67,0,0,0,4,9,13,0,0,0,12,9,12,57,76,137,108,127,233,9,11,22,1370,1244,2614
