SUA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5007,122,202,326,1042,1005,2039,0,0,0,251,278,528,5,6,14,2711,2615,5326,62,95,159,45,43,84,56,65,117,106,132,240,61,57,114,9,7,13,118,113,231,133,139,266,163,171,331,17,31,50,60,69,132,195,230,426,557,667,1227,24,31,51,5607,5737,11349,207,179,381,165,110,275,3,5,12,0,5,4,44,42,89,31,47,78,78,93,168,7241,5871,13106,35,30,62,16,28,40,7289,5924,13213,2466,1673,4138,47,40,85,15978,13964,29946
5008,128,182,313,684,573,1261,0,0,0,143,148,292,0,0,0,1599,1445,3050,13,10,30,40,38,81,27,24,53,28,25,55,30,16,48,4,0,4,39,34,76,42,34,75,68,55,125,7,11,18,21,29,46,115,127,240,198,219,414,13,13,26,3086,2812,5896,175,134,311,134,94,235,9,7,13,3,0,6,21,20,43,21,19,39,44,41,86,4838,3807,8649,24,17,41,6,12,17,4873,3833,8711,2439,1386,3828,75,27,99,10965,8520,19488
5009,22108,30343,52455,89338,112809,202146,20,16,38,15433,17754,33189,644,626,1272,188075,215875,403956,2269,2914,5185,11217,12244,23465,3475,4572,8054,2139,2479,4618,1867,2441,4310,1609,1591,3202,5751,6776,12527,10703,12821,23521,12887,14680,27565,887,1311,2198,2084,2598,4687,12453,17691,30145,32694,38873,71567,1128,1320,2449,394689,469396,864088,25353,24032,49381,32124,30423,62548,2581,2777,5362,66,59,126,9445,8491,17938,3691,5110,8798,13203,13657,26861,443851,417281,861130,3415,2567,5978,1388,2344,3735,448649,422191,870841,63552,58400,121948,2715,2603,5323,1004978,1053827,2058802
5010,85,138,223,555,505,1060,0,0,0,109,106,217,0,0,0,1533,1325,2865,18,22,42,32,28,62,44,55,98,32,37,71,27,19,51,3,5,3,43,24,71,80,113,193,76,62,139,0,0,8,35,46,78,120,117,232,235,235,474,3,7,9,2964,2704,5670,126,93,227,277,219,499,5,6,8,10,9,18,15,12,26,25,21,46,55,41,89,4233,3220,7453,35,13,44,13,9,22,4275,3242,7516,2619,1354,3973,34,21,54,10442,7818,18260
6000,371,560,935,12591,13864,26453,0,0,0,878,931,1810,179,201,381,8939,9883,18824,75,93,169,143,152,297,395,491,886,252,264,517,147,181,330,5,4,8,302,327,629,489,522,1011,1227,1213,2443,144,187,330,199,235,435,2168,2711,4874,1981,2107,4089,91,95,183,30210,33466,63675,351,232,587,285,126,408,40,48,90,11,16,29,53,36,86,213,397,604,271,447,717,42774,38498,81276,253,213,461,135,203,340,43161,38917,82078,7509,6771,14277,189,88,278,82378,80660,163039
6001,72,123,197,1397,1841,3240,0,0,0,278,369,651,84,90,174,1413,1792,3201,5,0,8,24,25,43,43,67,106,29,43,72,33,51,93,3,3,4,59,74,134,168,208,374,95,125,214,23,46,68,39,41,80,420,675,1102,352,395,745,0,8,9,4462,5847,10315,116,118,232,75,66,137,6,3,9,0,0,0,37,15,51,36,49,84,71,67,138,7259,7175,14434,37,17,60,19,13,39,7318,7212,14528,1028,989,2014,9,11,22,13161,14437,27597
6002,110,153,261,1680,2215,3904,0,0,0,332,360,692,84,89,174,1580,2090,3674,48,71,119,27,34,66,81,101,178,45,52,95,17,25,37,0,0,0,69,81,153,140,182,319,201,260,455,32,45,75,27,26,60,434,651,1085,392,512,909,11,9,19,5212,6805,12015,194,141,332,85,45,132,12,12,18,0,0,0,52,38,87,39,72,110,91,110,197,8204,7912,16114,50,38,86,19,23,44,8275,7979,16252,1055,1005,2065,39,27,66,15074,16276,31346
6003,1312,1752,3066,13537,17555,31090,0,0,0,714,809,1529,137,132,266,14498,17618,32118,96,136,238,865,902,1769,223,329,559,221,229,454,201,262,462,102,111,211,286,372,653,847,1004,1849,1190,1467,2656,127,177,304,165,209,383,1522,2478,4005,2219,2579,4796,128,178,304,37094,46544,83638,3600,2892,6501,1767,1315,3079,91,96,189,9,4,13,878,652,1524,346,485,832,1230,1146,2377,57084,55022,112101,455,345,797,127,248,377,57665,55615,113279,7081,6489,13569,326,172,495,110176,116012,226189
6004,499,582,1082,5428,7135,12557,0,0,3,665,749,1414,86,103,187,5015,5981,10993,94,106,195,115,127,250,183,226,410,82,102,183,63,98,159,35,32,58,285,327,612,417,506,914,904,1060,1965,87,139,229,57,66,123,961,1492,2451,1327,1601,2928,71,83,154,15866,19933,35797,1108,933,2044,670,514,1191,37,35,75,0,0,3,248,182,430,225,267,491,475,446,924,22250,21495,43740,168,123,291,55,79,131,22470,21696,44169,2895,2641,5539,94,81,170,44119,46860,90982
6005,20,48,69,883,1121,2003,0,0,0,172,205,376,13,16,32,787,1002,1790,12,27,42,10,9,15,32,35,69,3,10,18,10,14,18,0,0,0,17,27,46,118,157,277,175,195,367,21,37,61,24,24,44,283,397,677,211,249,454,0,4,4,2763,3523,6283,28,26,55,13,9,21,0,0,0,0,0,6,7,7,12,7,21,28,16,29,49,3635,3607,7238,14,11,24,0,11,16,3648,3630,7284,520,464,984,4,7,13,7022,7730,14755
7000,291,445,732,3500,3638,7132,0,0,0,1653,1727,3379,0,0,0,6379,6628,13012,40,26,62,133,108,239,74,73,145,50,40,87,1690,1921,3610,3,6,15,676,711,1387,516,562,1078,429,351,781,43,43,87,179,177,357,2788,3005,5795,1952,2019,3970,29,26,55,20121,21047,41176,244,183,434,159,97,254,34,24,53,1706,1614,3322,43,39,74,68,107,173,1815,1754,3573,16393,14226,30623,94,71,164,87,110,198,16572,14413,30987,9061,6345,15406,319,189,507,48624,44495,93120
7001,151,229,383,757,831,1589,0,0,0,315,365,684,6,6,12,2238,2500,4742,18,24,41,50,35,87,19,28,46,85,95,179,528,731,1261,19,18,35,60,79,135,224,279,502,160,148,313,11,26,41,64,91,153,359,523,878,430,452,880,24,32,57,5383,6263,11638,360,293,650,144,116,260,22,26,57,8,19,18,206,172,374,43,54,104,254,244,496,6048,5967,12016,50,26,77,23,32,61,6130,6021,12146,1622,1673,3298,57,54,108,14133,14915,29048
7002,1587,2320,3908,3985,4387,8372,0,0,0,815,925,1741,0,0,0,11859,13401,25267,64,74,136,2155,2030,4186,156,206,366,136,168,307,343,418,762,86,80,164,361,404,771,704,904,1609,620,634,1256,60,77,136,165,206,374,1400,1817,3210,1360,1611,2980,57,50,105,24325,27409,51731,2828,2465,5297,1653,1265,2919,63,62,130,38,53,91,524,458,979,226,282,504,778,798,1576,28995,27001,55995,213,140,355,75,146,221,29292,27284,56576,9648,7980,17624,2058,532,2587,72234,70115,142347
8000,0,0,7,62,66,126,0,0,0,0,3,3,0,0,0,122,129,252,0,0,0,5,3,6,0,0,0,0,0,0,0,3,6,0,0,0,5,8,15,0,0,0,11,6,19,0,0,0,0,0,0,10,6,15,4,11,17,0,0,0,218,243,463,4,3,4,0,3,0,0,0,0,0,0,0,3,3,6,0,3,4,6,9,7,263,243,505,0,0,0,0,4,6,267,246,517,48,38,83,0,0,0,544,544,1084
8001,5704,7360,13068,18511,22710,41220,4,10,10,1958,2174,4127,112,131,238,44949,51145,96093,115,126,241,3879,4097,7971,345,479,828,389,403,788,936,1207,2137,441,452,894,1242,1392,2624,2102,2445,4538,3126,3679,6808,265,299,563,371,435,808,3625,4958,8579,5365,6241,11607,147,171,318,87863,102547,190407,11392,10337,21725,8100,7203,15295,425,484,909,25,35,61,2611,2275,4887,795,1041,1835,3435,3344,6782,108311,101643,209951,1366,994,2358,348,523,870,110022,103163,213185,14584,12752,27335,576,622,1196,242093,247810,489903
9000,136,127,260,302,340,644,0,0,0,22,28,52,0,0,0,227,236,457,0,0,0,6,4,11,4,8,8,0,0,4,0,5,5,0,0,0,0,3,6,18,15,28,22,33,52,0,3,3,24,18,44,91,113,203,46,48,95,0,3,3,768,851,1621,13,5,17,398,356,756,3,0,5,4,7,14,0,0,5,4,8,17,10,20,33,810,705,1525,6,3,8,3,7,13,828,718,1541,734,459,1191,15,10,23,2900,2549,5446
