SUA_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
3002,..,1553,44518,93623,89664,75836,61204,32685,6907,405987,..,12008,43316,24384,16899,10268,4670,1440,162,113144,..,318,1732,4880,6940,4068,1945,1036,592,21516,229303,..,..,..,..,..,..,..,..,229303,..,59281,..,..,..,..,..,..,..,59281,..,43089,23721,8718,5326,2283,344,15,0,83498,..,7936,6784,2810,2460,2944,2605,1471,638,27643,..,5528,7295,2751,2020,1323,693,210,48,19866,..,14380,19537,5913,4441,4181,2789,1011,199,52448,..,4505,15196,14768,15749,16030,13960,8226,3383,91821,2535,3758,3975,2538,2003,1688,1439,636,180,18756,93,154,330,170,169,252,288,76,18,1538,231934,152516,166408,160545,145674,118866,89927,46796,12138,1124802,..,3097,60592,102164,91037,73279,55552,23454,3131,412313,..,17245,45442,23140,15835,8870,3538,888,91,115045,..,2717,13456,22638,24694,12286,5786,3851,2407,87835,217079,..,..,..,..,..,..,..,..,217079,..,60709,..,..,..,..,..,..,..,60709,..,29125,14650,4281,3218,1918,485,26,0,53696,..,7021,4923,1715,2437,5431,6393,4340,2222,34494
3003,..,62,976,1732,1985,2387,2849,1994,435,12410,..,378,873,492,478,377,257,114,19,2995,..,10,77,152,216,116,63,43,22,694,6076,..,..,..,..,..,..,..,..,6076,..,1230,..,..,..,..,..,..,..,1230,..,1338,567,282,223,119,14,0,0,2539,..,173,141,67,91,96,79,67,24,743,..,157,161,84,75,51,25,9,3,562,..,177,270,111,138,172,163,68,3,1105,..,130,332,303,436,723,778,568,230,3501,120,152,153,116,102,110,114,42,11,916,0,0,10,3,0,4,5,3,0,26,6193,3811,3551,3330,3743,4148,4352,2904,752,32789,..,125,1310,2020,2196,2623,2803,1493,189,12759,..,542,912,498,526,346,235,70,12,3138,..,129,584,819,701,372,212,185,101,3096,5671,..,..,..,..,..,..,..,..,5671,..,1200,..,..,..,..,..,..,..,1200,..,911,300,118,120,95,13,0,0,1547,..,153,80,42,73,159,166,148,73,901
3004,..,75,1833,4151,4865,4487,3692,1799,349,21255,..,673,2461,1738,1459,1026,462,120,14,7962,..,14,136,386,496,304,147,72,25,1582,13478,..,..,..,..,..,..,..,..,13478,..,2835,..,..,..,..,..,..,..,2835,..,2563,1093,446,278,104,18,0,0,4503,..,441,345,141,155,197,171,76,46,1569,..,273,348,165,160,101,58,12,3,1129,..,423,812,388,411,426,328,115,13,2907,..,269,828,996,1259,1564,1365,654,209,7149,248,287,287,226,203,186,213,111,34,1789,3,22,28,13,19,6,16,8,0,124,13733,7890,8167,8647,9303,8403,6471,2965,690,66278,..,125,2637,5060,5162,4302,3150,1172,159,21770,..,955,2815,1788,1388,822,313,68,5,8167,..,197,1018,1779,1790,784,378,201,112,6267,12911,..,..,..,..,..,..,..,..,12911,..,2968,..,..,..,..,..,..,..,2968,..,1643,600,201,157,112,26,0,0,2733,..,407,214,98,171,336,367,256,105,1960
3005,..,8,288,554,505,392,190,63,8,2014,..,136,280,132,97,55,12,5,0,714,..,4,14,33,34,19,4,3,0,105,1647,..,..,..,..,..,..,..,..,1647,..,271,..,..,..,..,..,..,..,271,..,224,67,23,13,0,0,0,0,326,..,39,27,12,3,3,7,8,5,94,..,30,23,14,4,0,0,0,0,77,..,62,68,28,21,19,6,3,0,214,..,69,139,91,115,107,64,24,12,632,19,25,33,14,10,13,21,9,0,148,0,0,0,0,0,0,0,0,0,8,1672,877,934,909,801,613,312,108,31,6255,..,25,402,680,481,379,151,41,3,2165,..,213,283,140,79,52,12,3,0,783,..,25,103,118,83,38,12,9,6,391,1657,..,..,..,..,..,..,..,..,1657,..,231,..,..,..,..,..,..,..,231,..,137,35,14,5,0,0,0,0,191,..,45,14,0,9,17,16,5,5,113
3006,..,26,758,1417,1559,1515,999,415,88,6777,..,317,758,453,354,255,74,24,5,2244,..,9,56,137,144,81,34,12,18,489,4675,..,..,..,..,..,..,..,..,4675,..,876,..,..,..,..,..,..,..,876,..,807,262,122,64,52,3,0,0,1312,..,122,83,35,42,44,24,14,7,370,..,57,67,43,25,10,11,0,0,215,..,180,185,57,70,75,59,20,0,642,..,155,409,358,460,555,381,163,57,2537,80,84,113,78,73,62,50,15,0,561,0,0,5,0,0,5,0,0,0,14,4752,2629,2687,2706,2792,2656,1639,673,174,20709,..,55,1071,1612,1660,1472,865,305,34,7071,..,453,822,455,342,222,64,17,0,2386,..,107,410,507,421,136,63,45,31,1717,4555,..,..,..,..,..,..,..,..,4555,..,923,..,..,..,..,..,..,..,923,..,473,142,34,37,22,4,0,0,713,..,97,42,18,46,86,80,44,20,434
3007,..,312,9587,22458,23783,21647,20210,12451,2738,113191,..,2689,11677,7602,5460,3681,2245,812,150,34308,..,66,394,1289,2070,1218,596,334,238,6194,58323,..,..,..,..,..,..,..,..,58323,..,14613,..,..,..,..,..,..,..,14613,..,12124,6154,2337,1698,821,175,4,0,23316,..,1637,1501,732,634,764,794,425,230,6709,..,1517,2114,832,658,459,265,97,28,5973,..,3055,5158,1728,1551,1712,1400,650,134,15388,..,970,3003,3372,4334,4912,4866,3181,1369,26007,642,987,1021,701,658,658,569,292,60,5579,33,38,96,56,56,73,73,32,7,458,58998,38001,40698,41104,40900,35945,31188,18278,4944,310061,..,596,13584,25291,24857,21657,18826,8969,1268,115044,..,4063,12930,7158,5232,3428,1636,502,63,35022,..,490,3182,6634,7901,3786,1767,1282,936,25977,55040,..,..,..,..,..,..,..,..,55040,..,15461,..,..,..,..,..,..,..,15461,..,8477,3805,1133,837,805,223,10,0,15287,..,1505,1045,364,602,1476,1886,1356,783,9019
3008,..,16,321,477,591,641,760,488,123,3412,..,130,282,165,146,107,72,29,6,932,..,4,20,53,65,40,17,11,6,208,1959,..,..,..,..,..,..,..,..,1959,..,437,..,..,..,..,..,..,..,437,..,448,185,117,63,40,10,0,0,861,..,61,50,23,19,28,34,8,5,226,..,57,57,14,16,12,4,0,4,172,..,66,65,34,47,52,49,19,0,335,..,38,94,107,149,249,217,130,56,1028,26,51,56,35,37,34,23,10,0,277,0,0,4,0,0,0,0,0,0,9,1991,1295,1125,1022,1139,1212,1186,691,200,9857,..,37,398,576,656,663,730,368,57,3483,..,196,261,201,130,97,59,18,7,967,..,51,203,320,282,159,70,67,52,1202,1819,..,..,..,..,..,..,..,..,1819,..,444,..,..,..,..,..,..,..,444,..,253,82,50,43,36,5,0,0,468,..,52,27,6,27,54,50,42,17,280
3009,..,26,560,1161,1437,1991,2876,1927,406,10390,..,190,546,387,351,384,297,146,19,2328,..,12,51,129,150,90,56,51,22,566,4251,..,..,..,..,..,..,..,..,4251,..,820,..,..,..,..,..,..,..,820,..,936,412,230,199,95,16,0,0,1885,..,141,78,29,55,70,89,47,14,527,..,90,101,54,56,49,31,6,0,374,..,89,142,72,101,167,183,81,17,845,..,60,141,192,301,477,697,504,151,2514,69,111,93,68,76,84,101,59,12,679,0,3,4,0,0,9,3,4,0,30,4323,2478,2127,2323,2731,3408,4342,2825,649,25212,..,61,768,1410,1668,2261,2826,1422,166,10586,..,287,611,429,381,379,261,96,16,2460,..,71,431,618,591,273,177,145,89,2395,4102,..,..,..,..,..,..,..,..,4102,..,945,..,..,..,..,..,..,..,945,..,576,200,91,113,96,14,0,0,1090,..,110,46,23,49,156,175,132,64,748
3010,..,16,174,243,270,303,314,202,53,1581,..,82,173,74,37,36,22,3,5,434,..,5,10,27,24,14,7,6,5,95,1031,..,..,..,..,..,..,..,..,1031,..,134,..,..,..,..,..,..,..,134,..,192,74,40,20,10,3,0,0,338,..,22,26,8,13,13,7,3,5,103,..,28,24,9,8,3,0,0,0,75,..,43,79,29,16,14,15,7,0,214,..,28,79,60,82,97,98,63,21,527,13,38,24,19,7,11,15,3,0,118,0,0,6,0,0,0,0,0,0,11,1042,587,671,515,478,507,485,287,86,4663,..,23,207,284,297,311,321,150,21,1607,..,125,153,67,55,26,17,7,0,459,..,23,112,115,97,39,25,9,21,445,907,..,..,..,..,..,..,..,..,907,..,192,..,..,..,..,..,..,..,192,..,113,32,16,9,9,9,0,0,178,..,37,9,4,21,21,21,20,15,143
3011,..,52,1322,2506,2594,2630,2037,982,239,12352,..,498,1421,764,587,435,164,47,4,3925,..,8,87,224,248,139,62,34,25,840,8019,..,..,..,..,..,..,..,..,8019,..,1492,..,..,..,..,..,..,..,1492,..,1612,567,272,169,91,10,0,0,2731,..,261,172,78,76,100,68,51,17,826,..,147,163,73,57,37,17,6,0,503,..,273,366,156,163,141,72,33,10,1213,..,220,549,565,638,807,626,336,131,3869,114,164,140,107,98,104,123,56,14,925,0,0,3,5,4,4,3,3,3,30,8140,4734,4795,4764,4639,4498,3176,1544,434,36726,..,120,1890,3045,2892,2711,1829,723,115,13341,..,777,1549,816,604,399,128,42,4,4317,..,137,600,819,720,301,153,110,82,2926,7630,..,..,..,..,..,..,..,..,7630,..,1495,..,..,..,..,..,..,..,1495,..,1032,297,116,87,50,17,0,0,1596,..,204,90,32,90,152,174,126,38,901
3012,..,29,280,506,696,899,1171,680,131,4400,..,124,248,183,149,170,124,37,10,1047,..,6,26,66,91,58,25,17,10,305,2020,..,..,..,..,..,..,..,..,2020,..,420,..,..,..,..,..,..,..,420,..,576,266,128,110,52,3,0,0,1134,..,77,45,18,42,39,43,16,10,285,..,53,49,27,27,26,12,7,0,200,..,40,51,44,62,89,89,35,6,416,..,51,126,127,188,361,356,212,79,1491,37,55,50,24,40,30,36,11,0,276,0,0,0,0,0,0,0,0,0,4,2058,1434,1137,1125,1407,1731,1848,1022,245,12006,..,39,384,627,773,1016,1091,486,61,4485,..,169,272,202,156,155,101,23,0,1080,..,71,221,265,284,127,107,87,40,1214,1951,..,..,..,..,..,..,..,..,1951,..,428,..,..,..,..,..,..,..,428,..,335,108,43,52,41,8,0,0,587,..,46,15,8,30,70,62,49,30,307
3013,..,22,324,563,492,439,216,98,13,2165,..,146,455,242,132,93,31,3,0,1103,..,9,20,36,53,37,14,11,6,184,2069,..,..,..,..,..,..,..,..,2069,..,285,..,..,..,..,..,..,..,285,..,306,143,39,32,11,0,0,0,532,..,103,37,21,22,27,20,13,0,250,..,38,32,16,15,11,7,0,0,123,..,82,84,36,26,32,9,8,0,270,..,112,241,153,186,222,109,60,7,1098,48,58,49,25,26,38,40,16,5,300,0,0,0,0,0,3,3,0,0,9,2110,1153,1389,1139,991,918,451,207,31,8387,..,30,475,635,491,386,173,64,4,2250,..,231,475,233,134,84,24,4,0,1183,..,50,191,177,150,61,33,23,11,698,1898,..,..,..,..,..,..,..,..,1898,..,263,..,..,..,..,..,..,..,263,..,217,52,13,14,3,3,0,0,311,..,71,30,14,27,43,38,24,0,245
3014,..,57,1368,2313,2103,2247,1966,1036,248,11336,..,509,1200,629,450,335,126,45,13,3299,..,18,106,208,217,158,59,31,27,822,7653,..,..,..,..,..,..,..,..,7653,..,1421,..,..,..,..,..,..,..,1421,..,1504,616,280,212,90,12,0,0,2715,..,318,175,78,88,123,78,36,22,913,..,195,171,89,63,39,11,9,4,576,..,267,364,178,144,126,84,27,7,1201,..,187,537,434,547,698,656,339,160,3544,172,179,165,100,120,107,64,42,7,964,5,3,9,4,0,0,5,0,0,23,7825,4654,4702,4316,3941,3919,3068,1558,493,34471,..,136,1887,2613,2377,2416,1745,807,111,12091,..,716,1300,644,441,328,90,34,3,3557,..,158,748,873,803,338,175,150,92,3340,7200,..,..,..,..,..,..,..,..,7200,..,1440,..,..,..,..,..,..,..,1440,..,1004,315,120,93,68,14,4,0,1612,..,240,87,45,93,166,177,114,62,983
3015,..,193,4809,11679,13867,13617,14099,8524,2010,68802,..,1189,4962,3550,3026,2464,1473,525,86,17267,..,29,201,704,1116,663,292,160,114,3281,31887,..,..,..,..,..,..,..,..,31887,..,7593,..,..,..,..,..,..,..,7593,..,6767,2870,1135,826,402,85,0,0,12083,..,705,574,300,267,335,359,239,129,2906,..,759,928,389,350,272,164,55,16,2942,..,1125,1905,652,718,848,697,293,40,6270,..,344,1149,1454,2037,2732,2767,1887,845,13207,370,626,539,399,345,387,408,197,52,3317,14,22,36,18,40,25,27,22,7,221,32273,19354,17969,20280,22600,21747,20368,11900,3293,169776,..,389,6896,13583,14784,14510,13287,6306,991,70739,..,1871,5454,3702,3124,2385,1165,341,44,18085,..,229,1486,3348,4034,1876,858,642,462,12929,30110,..,..,..,..,..,..,..,..,30110,..,8212,..,..,..,..,..,..,..,8212,..,4371,1750,570,482,386,104,4,0,7667,..,613,338,137,278,686,897,663,395,4012
3016,..,161,2839,4585,4574,4416,4219,2599,592,23989,..,840,1960,906,682,515,247,82,11,5245,..,26,104,305,336,191,91,53,31,1140,13454,..,..,..,..,..,..,..,..,13454,..,2960,..,..,..,..,..,..,..,2960,..,2442,1017,392,295,134,21,0,0,4298,..,417,287,124,95,108,125,57,31,1245,..,308,239,98,71,38,15,18,0,796,..,575,676,220,205,208,128,52,8,2067,..,370,910,784,896,1084,945,627,283,5897,190,316,242,165,150,136,114,43,13,1376,6,0,9,9,3,0,5,0,0,33,13646,8431,8277,7587,7312,6831,5919,3532,969,62505,..,324,3719,5064,4859,4569,4002,1989,275,24797,..,1173,1992,893,723,455,189,54,3,5490,..,217,961,1449,1364,577,306,257,157,5293,12973,..,..,..,..,..,..,..,..,12973,..,3058,..,..,..,..,..,..,..,3058,..,1656,618,184,182,128,25,0,0,2787,..,385,217,78,103,275,274,177,101,1606
3017,..,143,2854,5021,5361,5064,4164,2059,379,25042,..,1355,3391,1685,1271,840,374,116,15,9049,..,29,192,471,553,304,113,57,35,1756,16496,..,..,..,..,..,..,..,..,16496,..,3496,..,..,..,..,..,..,..,3496,..,3070,1377,600,361,165,21,0,0,5599,..,602,367,183,164,216,167,96,42,1836,..,372,388,156,136,81,41,13,5,1191,..,1080,1117,342,296,331,194,76,14,3443,..,624,1320,1060,1338,1554,1252,640,196,7986,306,356,348,225,234,249,260,122,26,2124,4,9,15,15,7,8,10,8,0,86,16808,11139,11371,9757,9717,8817,6606,3182,706,78099,..,240,3810,5924,5754,5163,3686,1519,151,26256,..,1979,3494,1773,1259,784,294,88,6,9672,..,302,1308,1987,1848,774,401,279,158,7057,15395,..,..,..,..,..,..,..,..,15395,..,3737,..,..,..,..,..,..,..,3737,..,1942,710,244,186,143,31,0,0,3257,..,603,226,103,189,363,369,225,143,2216
3018,..,9,232,300,376,509,581,386,80,2479,..,83,188,97,83,79,68,20,0,616,..,7,12,33,41,27,12,3,9,144,1337,..,..,..,..,..,..,..,..,1337,..,231,..,..,..,..,..,..,..,231,..,315,128,55,43,21,0,0,0,561,..,37,31,7,14,21,19,8,0,136,..,28,27,11,8,7,8,3,0,97,..,36,50,9,18,25,22,10,0,174,..,56,99,79,118,162,180,123,39,860,32,44,40,22,19,18,15,9,0,190,0,0,0,0,0,0,0,0,0,4,1370,851,810,620,727,866,900,567,132,6837,..,25,277,366,441,568,541,300,32,2555,..,121,198,98,92,83,46,12,0,653,..,50,132,155,177,85,43,29,24,689,1313,..,..,..,..,..,..,..,..,1313,..,249,..,..,..,..,..,..,..,249,..,159,67,25,24,17,7,0,0,296,..,28,12,5,14,27,26,30,13,160
3019,..,13,274,512,614,682,729,408,88,3316,..,87,278,158,132,128,63,23,0,859,..,0,13,45,62,25,13,3,8,168,1743,..,..,..,..,..,..,..,..,1743,..,360,..,..,..,..,..,..,..,360,..,369,124,55,39,21,4,0,0,617,..,43,17,19,14,26,13,18,7,149,..,30,32,17,14,10,7,0,0,112,..,37,43,29,24,37,30,12,0,210,..,36,78,93,123,190,167,104,46,841,35,31,31,28,38,21,34,20,3,235,0,0,0,3,0,0,0,0,0,3,1778,1019,893,951,1057,1138,1052,583,151,8623,..,25,383,691,742,784,658,313,41,3621,..,151,319,176,149,136,40,10,3,982,..,22,96,181,178,95,34,32,23,665,1681,..,..,..,..,..,..,..,..,1681,..,382,..,..,..,..,..,..,..,382,..,234,61,27,20,18,4,0,0,360,..,44,15,5,17,35,38,31,11,202
4000,..,173,3378,6816,8604,10914,11566,6064,1238,48746,..,903,3155,2097,2070,2035,1190,333,30,11804,..,27,147,439,744,469,234,134,99,2291,21437,..,..,..,..,..,..,..,..,21437,..,4268,..,..,..,..,..,..,..,4268,..,4787,1988,768,573,292,46,0,0,8459,..,570,356,165,197,323,247,132,59,2051,..,272,292,131,124,125,52,8,9,1011,..,420,637,366,396,505,380,120,34,2855,..,565,1321,1382,2466,4001,3768,1889,709,16099,357,440,460,315,313,350,312,115,24,2682,0,26,77,37,12,5,0,4,0,162,21791,12442,11815,12513,15483,19028,17789,8800,2207,121867,..,315,4550,7999,9454,11605,10667,4484,575,49650,..,1370,3422,2185,2220,1948,918,209,14,12288,..,219,1157,1793,1837,905,423,342,231,6909,20303,..,..,..,..,..,..,..,..,20303,..,4445,..,..,..,..,..,..,..,4445,..,2687,1009,308,241,194,47,0,0,4487,..,388,195,76,155,331,350,294,152,1937
4001,..,706,24631,48888,46489,45178,40826,23647,6251,236615,..,4262,19797,11606,8950,6691,3415,1034,163,55913,..,144,830,2640,4195,2926,1221,603,448,13010,114913,..,..,..,..,..,..,..,..,114913,..,33501,..,..,..,..,..,..,..,33501,..,24486,16569,5506,3711,1815,242,3,0,52328,..,3954,3654,1366,1206,1451,1190,573,352,13736,..,2598,3373,1168,720,575,284,52,13,8788,..,6822,10216,3113,2369,2292,1514,486,89,26907,..,2287,8549,8924,11171,12960,11028,6283,3258,64463,1531,2109,2346,1595,1309,1040,728,305,110,11076,34,81,111,77,95,99,147,37,11,698,116479,80933,90090,84885,80216,75032,60583,33025,10696,631928,..,1694,33902,52784,47295,44933,38352,18111,2830,239892,..,6440,21113,11479,8706,6103,2829,685,86,57440,..,1065,6273,12199,14355,8432,3732,2556,1762,50381,108801,..,..,..,..,..,..,..,..,108801,..,34566,..,..,..,..,..,..,..,34566,..,16544,10119,2412,1694,1236,281,15,0,32296,..,3507,2436,700,1054,2668,2778,1776,1083,15991
4002,..,23,436,785,904,1004,977,541,125,4800,..,166,466,231,205,170,77,23,0,1337,..,11,30,63,89,45,18,13,5,277,2545,..,..,..,..,..,..,..,..,2545,..,492,..,..,..,..,..,..,..,492,..,660,225,91,54,25,4,0,0,1058,..,81,43,21,19,24,20,3,0,217,..,37,37,11,19,7,0,3,0,119,..,65,97,29,42,43,30,6,0,317,..,53,236,203,278,364,284,155,96,1666,43,71,47,44,31,27,20,3,0,290,0,0,3,0,0,3,4,0,0,10,2586,1655,1622,1480,1634,1717,1442,751,227,13115,..,38,592,895,979,1036,894,401,55,4885,..,231,474,229,208,149,56,12,0,1361,..,42,248,302,319,130,62,32,21,1160,2426,..,..,..,..,..,..,..,..,2426,..,577,..,..,..,..,..,..,..,577,..,415,105,36,19,19,3,0,0,603,..,53,22,6,18,38,35,32,12,218
4003,..,12,257,396,443,549,597,423,112,2784,..,89,237,141,116,95,60,17,9,757,..,5,25,28,67,38,14,8,6,188,1386,..,..,..,..,..,..,..,..,1386,..,300,..,..,..,..,..,..,..,300,..,364,156,87,37,16,0,0,0,659,..,61,26,15,18,21,26,15,0,180,..,32,31,25,27,15,3,0,0,135,..,48,77,31,34,36,26,10,3,274,..,29,117,121,176,222,195,155,57,1074,35,27,50,26,19,18,10,8,0,196,0,0,0,0,0,0,0,0,0,4,1420,968,965,874,930,1011,934,635,187,7935,..,29,352,431,501,578,551,347,62,2844,..,141,240,130,129,101,41,13,7,807,..,30,167,181,189,104,45,32,20,769,1432,..,..,..,..,..,..,..,..,1432,..,308,..,..,..,..,..,..,..,308,..,231,97,28,21,13,5,0,0,393,..,38,21,6,17,33,40,23,13,194
4004,..,3,164,206,245,358,339,216,41,1570,..,61,249,124,127,109,32,10,0,716,..,3,20,38,47,31,14,6,4,155,1129,..,..,..,..,..,..,..,..,1129,..,204,..,..,..,..,..,..,..,204,..,224,100,39,37,10,0,0,0,415,..,57,25,25,15,18,15,8,0,165,..,15,17,5,9,9,5,0,0,56,..,34,63,39,23,21,17,5,3,202,..,42,105,92,119,197,149,85,19,807,29,36,27,19,23,15,15,3,0,174,0,4,0,0,0,0,0,0,0,10,1163,680,768,588,645,761,583,334,72,5597,..,10,195,265,308,374,325,144,15,1645,..,111,266,137,140,81,32,3,0,779,..,43,125,147,119,67,35,15,3,564,1130,..,..,..,..,..,..,..,..,1130,..,180,..,..,..,..,..,..,..,180,..,146,44,28,13,12,0,0,0,248,..,40,18,13,22,33,24,17,7,169
4005,..,8,236,383,430,510,494,319,83,2458,..,88,231,168,130,84,47,6,0,763,..,0,15,27,43,27,8,6,8,144,1449,..,..,..,..,..,..,..,..,1449,..,246,..,..,..,..,..,..,..,246,..,253,102,53,42,14,4,0,0,465,..,55,37,19,16,13,18,0,0,153,..,30,26,12,11,5,0,0,0,79,..,54,68,28,15,30,17,3,4,222,..,47,104,95,164,203,168,78,41,889,22,37,25,22,30,32,21,7,3,195,0,0,0,0,0,0,0,0,0,0,1470,812,845,805,883,915,778,438,136,7073,..,9,319,467,484,511,486,226,46,2548,..,130,258,167,121,80,34,6,0,812,..,34,125,143,155,76,31,24,19,611,1326,..,..,..,..,..,..,..,..,1326,..,253,..,..,..,..,..,..,..,253,..,169,49,20,18,9,3,0,0,271,..,28,13,11,9,20,20,12,12,118
