CED_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED215,260,741,986,969,803,865,1648,1319,731,8317,263,979,1462,1413,1062,993,1143,651,256,8228,168,1048,1853,1734,1259,1011,826,420,123,8446,91,1151,3009,2675,1801,1328,676,234,85,11050,51,943,3617,3429,2245,1557,637,156,46,12689,12,487,3060,3107,1958,1238,366,82,22,10340,12,221,2680,3179,2040,1221,282,90,23,9737,0,91,1727,2704,1750,952,196,36,14,7469,0,71,2717,6230,3683,1652,277,36,11,14676,0,12,492,1749,1001,475,81,10,4,3825,9,22,444,2311,1895,768,132,18,9,5616,562,801,2278,2112,1234,838,635,536,450,9454,11,18,40,44,41,140,157,30,0,484,9541,9795,28645,36246,24097,17093,11790,6043,2522,145774
CED216,417,557,850,908,1145,1944,3729,2558,950,13059,478,833,1169,1230,1358,1830,2429,1365,459,11139,266,988,1522,1314,1401,1718,1653,869,206,9938,165,1097,1959,1671,1746,1868,1256,489,141,10391,82,756,2266,1832,1935,1957,1121,337,78,10369,19,410,1676,1395,1429,1338,604,159,45,7080,9,259,1483,1287,1346,1194,405,127,26,6130,4,78,859,931,954,843,269,61,16,4020,6,63,993,1489,1609,1376,302,59,22,5918,4,13,159,303,372,298,107,26,5,1289,3,11,176,444,611,531,193,64,33,2066,833,736,1810,1858,1614,1701,1908,1482,1068,13003,4,6,50,33,18,30,10,5,3,166,8336,7528,17486,16953,18413,22280,21370,11466,3994,127841
CED217,247,773,441,446,680,863,1467,1335,926,7179,207,893,640,599,823,921,1427,1035,508,7048,109,703,781,695,940,1027,1241,827,346,6672,67,737,1207,972,1218,1336,1234,656,255,7680,43,739,1734,1297,1476,1616,1367,621,184,9072,12,393,1815,1336,1451,1350,965,388,116,7825,3,182,1705,1428,1685,1431,753,300,93,7586,6,86,1221,1381,1438,1194,558,229,73,6182,11,67,2052,3583,3792,2581,866,338,127,13416,3,13,445,1262,1536,959,307,117,37,4688,15,26,513,3522,5410,2766,828,297,102,13469,346,305,685,769,866,638,677,740,859,5892,12,18,35,34,68,54,47,21,5,297,10142,8240,14865,19414,23913,19808,15371,9357,4742,125853
CED218,352,851,985,1047,1000,1098,1986,1315,584,9223,279,1040,1386,1489,1335,1192,1034,500,177,8440,193,1175,1811,1942,1736,1336,820,373,81,9472,143,1323,2879,2696,2471,1726,620,174,64,12085,73,1061,3525,3143,2822,1929,543,71,21,13187,23,611,2852,2674,2118,1357,366,47,4,10065,5,252,2354,2381,1966,1169,241,41,7,8425,3,105,1426,1811,1403,811,157,23,6,5756,0,78,1687,3028,2244,1019,191,22,5,8271,5,9,246,651,480,220,45,11,3,1662,0,25,185,681,616,282,60,25,4,1874,720,1014,2606,2206,1516,994,737,425,190,10403,7,15,24,26,33,78,84,19,3,287,11509,11498,26111,28212,23654,18594,13185,5939,1872,140564
CED219,373,747,1073,931,1012,1104,2269,1378,573,9463,386,978,1600,1337,1237,1197,1481,708,249,9171,248,1131,1923,1660,1367,1171,1013,414,92,9014,162,1333,2879,2460,1963,1559,730,264,95,11445,70,1079,3514,2996,2441,1781,696,135,31,12745,20,550,2768,2461,1968,1356,412,82,14,9631,10,246,2338,2181,1701,1142,274,47,15,7948,0,107,1285,1629,1295,847,191,16,12,5379,7,76,1614,2589,2208,1217,216,29,9,7969,0,7,219,487,414,246,43,8,4,1428,4,24,179,461,551,322,95,21,13,1669,668,669,1672,1550,1241,921,819,558,307,8396,0,12,29,18,27,52,62,13,8,221,9918,9793,24951,24396,20512,17069,13264,5868,1891,127674
CED220,187,948,669,445,546,743,1162,1207,656,6557,179,1283,1271,608,672,786,1094,852,347,7084,93,1080,1574,795,738,696,900,560,206,6644,72,1129,2428,1080,1010,904,938,551,183,8288,32,1255,3772,1584,1216,1254,991,489,170,10757,14,738,4099,1573,1160,1021,739,352,93,9798,16,385,3907,1827,1214,1072,685,338,99,9541,11,144,2713,1678,1202,983,521,254,61,7567,10,123,4696,4300,2856,2051,880,382,121,15430,9,31,943,1481,1167,765,354,144,62,4951,6,51,1118,3809,4445,2647,1089,424,160,13747,271,550,1604,990,884,690,742,760,788,7278,10,41,64,58,76,64,56,15,4,390,7208,11535,31382,22191,19328,16189,12901,8472,3877,133089
CED221,328,918,1272,1117,924,981,1664,1162,508,8875,393,1200,1849,1725,1246,1116,995,523,144,9193,257,1455,2541,2454,1760,1295,668,302,54,10786,210,1812,4159,3691,2716,1774,580,135,36,15112,80,1343,4713,4517,3256,1969,465,77,23,16445,26,599,3423,3395,2241,1350,302,25,10,11363,12,255,2491,2734,1793,1008,184,20,14,8516,3,93,1348,1802,1212,618,122,16,0,5223,0,75,1466,2646,1633,784,112,15,0,6736,0,11,172,475,247,135,19,3,0,1066,4,18,139,374,286,109,31,19,0,986,655,778,1934,1636,1173,898,608,391,230,8299,4,11,40,15,19,107,99,26,9,330,11537,12497,30609,31268,21931,16497,10318,4806,1599,141064
CED222,256,1287,1502,1127,1292,1565,2538,2360,1485,13418,238,1550,2276,1462,1507,1437,1471,969,510,11408,155,1519,2927,2051,1818,1585,1023,612,235,11933,117,1777,4604,2901,2594,2073,980,316,122,15487,41,1314,4763,3047,2597,1981,708,153,47,14652,9,634,3531,2308,1826,1322,431,81,24,10171,7,262,2671,2163,1665,1057,367,89,23,8296,6,105,1581,1680,1271,730,201,33,10,5610,3,70,2116,3322,2419,1133,215,45,12,9335,0,14,322,831,575,252,48,8,0,2044,0,13,295,1137,991,368,70,31,12,2913,537,1012,2301,1418,1129,994,885,900,786,9953,15,47,86,57,66,85,113,37,8,520,10226,15383,34469,27965,23894,20453,16232,10493,4916,164027
CED223,398,497,761,770,969,1703,3310,2458,1157,12026,547,780,1204,1103,1331,1834,2467,1321,463,11045,369,1149,1587,1318,1543,1872,1808,897,211,10750,292,1311,2291,1949,2045,2322,1497,569,143,12412,170,1000,2617,2302,2551,2572,1301,316,93,12920,36,434,1815,1858,1902,1708,708,210,34,8716,20,184,1415,1566,1632,1436,583,160,45,7039,8,83,866,1129,1274,1003,293,90,16,4772,7,52,923,1727,1984,1451,412,95,21,6666,0,12,120,307,357,267,110,33,3,1207,8,18,168,507,674,594,245,110,26,2348,893,778,1399,1410,1616,1685,1595,1342,912,11614,0,21,86,27,17,23,18,8,0,203,9281,7748,17109,17962,20354,23028,20809,11241,4211,131751
CED224,268,720,575,693,848,1063,2014,1800,964,8945,262,923,841,989,1159,1203,1642,1207,521,8733,165,902,1202,1231,1321,1348,1138,668,261,8238,108,1012,1970,1788,1925,1679,1032,406,171,10091,44,788,2707,2343,2375,2028,907,286,86,11567,18,464,2552,2178,2054,1521,616,164,61,9625,8,206,2196,2263,2072,1365,423,132,48,8708,0,76,1612,1957,1694,1090,313,55,31,6828,3,58,2126,4003,3652,1845,412,73,25,12204,0,10,315,1128,941,461,103,22,14,2977,0,20,301,1573,1671,704,145,34,13,4472,322,368,953,966,807,690,710,800,733,6353,4,5,42,29,29,58,39,12,6,239,9101,8467,19689,23769,23309,18861,14254,8711,4109,130279
CED225,247,795,634,640,780,1003,2027,1632,951,8711,261,950,907,939,1045,1219,1676,1203,398,8597,147,862,1083,1082,1133,1244,1469,847,263,8133,90,974,1637,1365,1509,1469,1235,587,162,9021,61,895,2466,1951,1866,1753,1313,470,107,10886,18,489,2449,1831,1727,1544,820,254,47,9192,9,220,2243,2112,2000,1512,634,220,49,9008,0,99,1486,1850,1669,1214,408,117,30,6872,0,52,2265,4171,3660,2275,664,127,35,13253,0,11,391,1146,1094,609,152,39,8,3448,3,9,347,1811,2108,1188,343,85,22,5928,302,410,824,828,794,703,767,686,627,5934,14,6,41,18,23,27,40,16,12,209,9149,8865,19037,22233,21951,19354,16078,9207,3945,129824
CED226,270,1098,570,470,593,749,1126,1101,887,6866,166,1217,1040,697,823,906,1231,1004,482,7568,103,1011,1171,729,841,947,1262,821,341,7231,59,1009,1613,1005,1048,1162,1238,744,296,8171,35,1107,2641,1394,1395,1408,1381,701,226,10280,7,652,2570,1296,1291,1263,933,472,157,8648,13,307,2471,1518,1499,1388,886,405,147,8634,6,119,1702,1427,1290,1158,621,270,120,6709,8,105,2740,3445,3244,2609,1148,432,162,13886,9,22,485,1330,1452,973,353,134,55,4817,3,36,588,3343,5438,3189,1068,357,153,14175,357,426,826,709,821,715,574,622,702,5749,17,28,48,53,127,107,75,26,8,510,11414,11882,20717,19792,22790,19788,15388,9411,4939,136128
CED227,399,687,1005,875,792,876,1597,1299,492,8021,486,1071,1459,1460,1125,1026,1284,739,220,8870,247,1233,2058,1861,1422,1069,860,472,135,9356,146,1485,3244,2729,1966,1406,709,277,66,12019,57,1216,4043,3335,2516,1825,649,179,39,13849,11,592,3128,2774,2102,1320,388,105,24,10451,15,234,2486,2551,1967,1101,278,60,35,8707,3,88,1481,1917,1481,783,172,29,6,5964,0,63,1707,3078,2458,1191,208,60,11,8781,0,10,227,658,530,257,38,19,4,1742,5,10,183,652,755,409,117,50,14,2193,601,612,1469,1297,1108,782,695,666,484,7723,9,7,37,18,26,75,66,36,5,279,10580,10037,26034,26646,20829,15482,11215,6279,2078,129176
CED228,361,992,1484,1256,936,1012,1575,1033,398,9047,350,1405,2176,1808,1261,1111,1087,520,162,9882,206,1447,2910,2441,1518,1113,713,289,86,10720,123,1705,4357,3671,2315,1501,553,178,49,14452,61,1315,4985,4554,2719,1788,524,106,14,16067,25,571,3640,3491,1988,1241,325,63,12,11355,4,250,2660,3111,1780,1049,250,34,17,9163,0,104,1600,2308,1251,750,122,19,5,6166,0,83,2219,4380,1956,1018,200,17,8,9875,3,16,293,893,406,183,37,3,0,1840,4,10,248,783,438,235,57,20,6,1812,819,1072,2780,2275,1295,871,740,492,340,10679,13,14,37,29,51,165,149,29,0,500,11284,13134,35988,36441,21338,16813,11054,4811,1600,152457
CED229,153,872,1100,538,654,841,1334,921,478,6878,150,1189,1877,889,680,809,1155,596,218,7576,87,1110,2312,958,713,756,901,449,138,7423,75,1180,3578,1478,1050,971,897,432,105,9765,47,1287,5185,2131,1413,1272,985,421,100,12845,15,750,5024,2149,1287,1086,708,282,58,11365,6,370,4661,2506,1598,1192,642,264,89,11321,3,160,3146,2207,1400,1025,522,195,59,8717,7,132,5385,5523,3441,2145,911,286,84,17909,0,37,988,1718,1293,741,325,88,26,5214,0,57,1121,3732,4002,2400,963,292,85,12658,347,886,2813,2003,1479,1200,1054,876,762,11423,20,53,147,81,89,103,55,25,0,574,5891,11544,40629,28426,21345,17155,13062,6808,2886,147740
CED230,406,569,1052,954,1313,2139,3732,2894,1509,14568,476,879,1524,1330,1490,1975,2352,1438,580,12047,292,1129,1954,1584,1751,1974,1658,880,267,11488,189,1354,2691,2075,2344,2453,1273,496,181,13050,99,952,2920,2293,2375,2607,1107,314,94,12749,21,434,1797,1519,1717,1679,624,164,43,7997,13,224,1435,1291,1404,1371,414,181,74,6412,0,78,735,850,969,852,268,80,28,3852,7,54,816,1266,1399,1183,383,105,28,5233,0,4,108,200,270,220,92,27,10,921,3,19,169,316,447,413,213,96,32,1715,1000,728,1674,1675,1855,2078,2143,1665,1158,13981,4,34,87,42,25,24,20,10,0,249,8983,8302,19704,17909,20381,24243,21330,12568,5421,138838
CED231,194,797,691,583,787,989,1956,1911,1122,9024,200,1042,1169,812,974,1013,1351,915,388,7861,121,974,1484,1032,1041,1022,1092,595,184,7541,84,1065,2100,1429,1413,1277,930,383,111,8799,32,1043,3001,1872,1785,1578,875,256,78,10525,6,601,2871,1805,1643,1311,600,143,39,9016,9,287,2759,2061,1766,1274,469,118,35,8784,7,89,1920,1871,1518,990,336,61,14,6806,0,82,2910,4143,3163,1929,433,68,12,12751,0,11,475,1160,1004,560,121,23,9,3352,3,22,514,2145,2205,1019,226,57,16,6201,358,520,1339,1088,972,766,696,666,406,6820,10,14,87,66,60,41,31,12,4,323,7905,9574,23884,22496,20833,17158,13711,8678,3748,127991
CED232,357,643,741,809,741,948,1790,1169,466,7669,393,940,1118,1186,1091,1048,1355,716,179,8024,250,1042,1494,1417,1375,1130,1080,505,101,8392,145,1158,2223,2083,1822,1381,850,317,60,10041,72,946,2844,2749,2348,1831,855,210,41,11900,18,482,2374,2365,1977,1476,494,151,13,9363,10,241,2130,2339,1987,1265,388,92,11,8465,0,87,1295,1853,1497,919,238,56,8,5955,10,78,1790,3472,3062,1731,359,66,22,10571,0,13,243,680,751,413,100,13,3,2215,4,9,216,945,1196,661,207,67,14,3314,635,459,1065,1067,1049,881,724,526,340,6748,7,8,6,17,18,30,36,13,0,147,10303,8443,20374,23913,21446,17256,12830,6069,1746,122380
CED233,359,2207,2287,791,692,835,1237,893,458,9755,346,2924,4094,1123,716,705,848,478,200,11430,211,2345,4215,1307,695,671,643,345,75,10502,112,2329,5508,1658,913,760,741,333,98,12458,67,2373,7793,2393,1237,1019,748,276,62,15957,19,1326,7474,2261,1057,812,522,196,38,13700,13,642,6938,2594,1190,919,475,141,29,12954,9,288,4934,2532,1172,763,348,122,19,10180,16,302,8074,5976,2875,1783,610,163,32,19826,14,61,1407,1687,963,594,196,65,16,4991,3,106,1625,3347,2692,1640,610,183,35,10244,657,2196,5226,2803,1727,1378,1028,677,480,16164,77,203,405,175,187,149,61,9,12,1288,8202,28356,67657,31856,18699,14827,10437,5285,2145,187469
CED234,260,916,806,846,960,1124,1809,2144,1402,10264,236,1109,1130,1084,1197,1337,1541,1382,560,9580,126,945,1355,1180,1412,1357,1300,1050,387,9103,75,1004,2071,1592,1675,1617,1205,733,221,10195,37,972,2724,2148,2014,1884,1101,568,144,11589,12,576,2418,1808,1654,1396,697,312,100,8973,0,255,2048,1936,1797,1348,549,279,81,8301,4,81,1234,1606,1524,1140,443,177,32,6239,0,63,1818,3775,3364,2095,617,218,60,12005,0,23,345,1069,1037,624,162,76,20,3350,7,16,383,1724,2216,1272,345,110,42,6107,337,428,980,880,895,709,646,755,690,6310,7,20,49,57,87,135,86,30,7,489,10138,10750,20638,23302,23419,21095,16604,12429,5747,144130
CED235,376,466,736,801,1091,1693,3471,2322,1164,12119,415,719,1091,1047,1278,1846,2526,1408,485,10805,197,882,1390,1290,1450,1579,1735,876,252,9641,102,1011,2027,1564,1759,1852,1327,477,145,10262,54,670,2153,1799,1994,2035,1111,359,75,10254,19,335,1575,1465,1436,1336,627,172,40,7006,3,147,1305,1297,1213,1110,431,150,51,5719,9,78,737,967,982,852,286,58,23,3983,3,69,895,1421,1678,1269,356,76,9,5770,0,5,144,287,359,301,87,30,6,1220,3,15,170,435,601,551,237,97,33,2143,668,461,1143,1220,1265,1464,1513,1182,728,9639,3,19,54,31,20,11,8,10,0,159,7736,6425,15621,15786,17672,20997,20413,10943,3952,119550
CED236,463,546,924,897,1174,1719,3143,2500,1314,12677,504,859,1320,1196,1399,1706,2091,1320,510,10901,340,1159,1689,1479,1611,1737,1622,810,236,10682,205,1283,2450,1931,2138,2092,1153,504,155,11920,102,1009,2722,2197,2415,2261,1010,327,60,12103,38,511,1868,1598,1733,1581,589,121,33,8066,15,248,1531,1389,1466,1268,399,130,57,6507,11,82,766,1011,1077,810,262,57,20,4099,0,67,849,1336,1715,1232,305,62,25,5595,4,12,135,247,315,238,78,23,3,1056,9,13,109,352,477,384,172,90,36,1640,890,746,1704,1560,1699,1724,1672,1377,853,12231,0,14,48,14,26,11,22,7,3,156,9281,8467,18630,17593,20063,21650,18959,11247,4438,130338
CED237,266,950,1125,1102,1149,1320,2150,1646,844,10561,285,1166,1705,1553,1424,1352,1232,610,240,9566,158,1278,2113,1969,1628,1411,899,423,182,10048,121,1416,3256,2689,2251,1768,618,178,45,12340,52,1094,3933,3207,2552,1913,550,108,20,13429,14,500,2946,2545,1917,1260,324,40,13,9544,12,241,2241,2343,1651,1025,235,37,14,7793,0,89,1256,1638,1165,684,128,19,3,4970,5,67,1446,2626,1571,888,174,15,3,6784,0,8,163,473,329,166,18,4,0,1164,3,14,129,444,322,213,50,16,10,1185,530,749,1602,1388,1080,899,789,716,537,8295,4,13,41,45,39,80,76,17,0,322,9592,11333,26458,26490,20981,18367,13644,7422,2926,137224
CED238,473,529,789,861,1164,1797,3305,2443,1275,12637,484,776,1237,1179,1300,1772,2319,1287,583,10929,315,1023,1476,1352,1512,1809,1817,876,293,10474,200,1208,2203,1743,2063,2189,1423,609,151,11789,97,893,2726,1972,2393,2478,1230,405,104,12295,21,418,1801,1617,1722,1707,691,223,41,8244,15,168,1406,1351,1526,1399,557,178,71,6676,4,78,748,966,1095,952,330,83,15,4265,3,54,787,1464,1733,1392,454,126,36,6054,0,12,125,268,328,293,132,39,16,1195,0,21,184,464,656,663,321,142,35,2500,828,587,1448,1504,1673,1654,1695,1216,819,11412,3,18,47,33,21,16,14,0,0,153,8602,7235,17079,16858,19796,22885,20434,10980,4532,128398
CED239,190,1146,1158,737,832,1035,1592,1718,1333,9732,203,1546,2125,1134,956,919,1030,639,457,9007,115,1348,2460,1318,997,905,695,402,161,8412,60,1312,3496,1749,1397,1181,678,238,127,10238,24,1052,4382,2423,1770,1358,515,137,56,11705,10,570,3908,2215,1474,1035,350,54,31,9654,0,255,3570,2486,1629,1031,252,67,23,9312,0,109,2390,2119,1343,830,182,28,12,7007,0,92,3565,4721,2837,1431,234,41,8,12932,0,17,480,1145,724,307,51,0,4,2729,5,13,502,1651,1290,507,92,18,12,4098,346,651,1853,1264,934,731,603,642,686,7701,5,27,57,37,27,50,31,17,12,263,6539,11568,33822,26013,18916,14583,9793,7062,4452,132750
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,4,4,3,3,0,0,0,13,0,0,5,11,3,4,0,0,0,26,0,0,3,19,21,23,0,0,0,67,0,0,3,0,10,0,0,0,0,17,0,0,0,13,14,8,0,0,0,47,0,9,38,96,128,106,13,0,0,387,0,0,0,0,0,0,0,0,0,0,0,4,52,140,182,158,16,0,0,565
CED301,465,831,1262,1104,1301,1572,2877,1992,796,12206,606,1206,1888,1568,1380,1577,1920,1035,308,11500,424,1491,2377,1892,1639,1473,1162,618,137,11209,302,1844,3729,2736,2300,1898,888,308,90,14094,164,1407,3978,3179,2848,2226,689,201,41,14730,66,780,3034,2607,2181,1570,443,74,11,10779,4,325,2341,2364,1944,1281,332,77,16,8688,4,137,1414,1845,1579,953,161,20,0,6133,3,106,1390,2526,2289,1383,245,25,0,7970,0,14,157,367,344,215,36,15,0,1147,10,26,157,388,480,317,96,37,16,1529,979,1074,2233,1810,1498,1198,993,852,540,11164,7,18,51,41,15,49,37,11,3,237,12322,12152,27695,25576,23064,20605,15409,8035,2591,147443
CED302,389,759,679,716,770,965,1982,1780,921,8969,412,1051,1033,986,990,1084,1622,1056,385,8617,296,1155,1367,1323,1187,1175,1140,634,202,8488,161,1218,2231,1851,1679,1501,1050,436,149,10287,96,1030,2748,2463,2393,1862,913,314,94,11903,19,612,2406,2209,2049,1439,575,143,36,9482,6,316,2139,2332,2046,1296,398,107,37,8674,5,100,1391,2079,1814,1127,264,73,17,6874,3,85,2105,4286,3824,2003,385,90,35,12813,0,15,331,1010,901,463,112,30,3,2861,8,20,278,1547,1766,859,226,79,16,4793,352,427,875,840,762,591,519,593,562,5520,12,23,56,34,25,64,83,16,3,315,10264,9809,20134,24306,22796,18024,13685,8083,3326,130424
CED303,476,579,619,723,878,1300,3067,2173,876,10692,545,855,1009,1023,1215,1405,2290,1412,458,10212,369,1128,1326,1217,1332,1508,1498,842,225,9442,207,1306,1963,1766,1917,1839,1175,478,141,10790,88,982,2353,2333,2459,2307,1089,355,78,12051,15,488,1892,2007,2113,1820,699,180,42,9258,16,240,1617,1973,2037,1637,477,138,36,8177,6,91,1026,1647,1628,1152,311,66,17,5960,3,60,1209,2684,2958,1904,396,80,27,9310,0,8,156,551,664,443,89,27,16,1960,6,11,168,684,1108,735,228,73,25,3038,392,370,700,768,814,718,868,855,992,6481,5,10,25,19,21,23,36,13,6,160,10096,8119,16052,19433,21531,21367,18635,10351,3824,129415
CED304,476,1366,1228,682,668,766,1315,1004,464,7982,436,2083,2468,1060,809,905,1266,753,222,10007,279,2222,2956,1200,844,806,884,478,158,9838,180,2370,4305,1731,1250,1073,863,355,100,12226,90,2326,5618,2309,1579,1397,893,323,81,14619,38,1490,4997,2226,1572,1201,618,199,55,12389,16,766,4673,2332,1709,1255,506,166,46,11475,7,243,3135,2172,1695,1137,410,146,24,8968,7,257,5030,5256,4305,2475,629,191,50,18199,3,42,920,1586,1448,753,196,73,9,5035,11,57,1012,3797,4383,2472,689,241,53,12713,411,1290,3285,2095,1653,1305,793,621,427,11875,27,120,333,202,121,138,74,25,7,1044,9415,19178,43773,29327,24466,18238,11562,5908,2299,164171
CED305,469,491,818,754,834,1258,2488,1760,817,9675,603,782,1145,1065,1076,1352,1731,928,278,8963,463,1057,1413,1227,1257,1264,1257,604,130,8680,297,1319,2026,1695,1661,1682,994,354,87,10113,161,1003,2260,2001,1941,1946,898,238,39,10483,70,694,1852,1772,1570,1421,538,105,25,8044,50,440,1803,1705,1614,1359,398,110,23,7495,14,279,1376,1469,1524,1101,256,45,15,6070,20,425,2615,3059,3080,2131,388,65,18,11803,0,40,658,955,898,594,125,26,4,3302,6,36,515,972,1051,753,215,60,16,3625,999,1695,4401,4068,4076,3409,1875,1151,610,22287,9,24,87,42,31,24,37,11,5,266,9883,9758,23456,23054,22978,22817,16627,8411,2846,139842
CED306,438,458,731,738,808,1309,2541,1784,861,9667,689,877,1206,1145,1121,1620,2025,1093,313,10086,460,1272,1741,1385,1474,1511,1439,630,118,10034,319,1577,2511,1871,1997,1901,1133,352,74,11740,117,1209,2680,2189,2327,2223,1025,261,48,12089,50,786,2033,1795,1830,1639,615,172,27,8945,20,416,1742,1755,1829,1481,490,107,29,7862,12,222,1253,1353,1467,1164,339,60,9,5884,3,266,1924,2635,2652,1868,433,82,17,9887,0,26,362,669,654,466,114,28,5,2330,4,30,273,755,944,660,237,67,14,2988,818,1150,2745,2221,2071,2116,1812,1267,684,14879,6,114,348,102,47,51,58,18,0,755,9613,9880,21898,20817,21596,22582,18228,9082,2980,136679
CED307,421,714,742,681,831,991,1963,1502,566,8409,541,1005,1076,1020,1113,1118,1741,951,240,8798,336,1251,1456,1304,1252,1214,1179,590,116,8700,200,1378,2227,1896,1910,1586,1038,337,68,10645,110,1096,2711,2462,2582,2110,999,261,42,12371,24,602,2373,2291,2197,1593,548,128,25,9777,12,244,2048,2204,2112,1377,396,102,18,8518,0,79,1164,1824,1862,1136,216,31,11,6329,3,62,1490,3485,3680,1979,319,45,7,11069,0,12,236,764,863,430,77,11,6,2392,7,7,177,943,1431,695,145,53,15,3477,386,379,780,743,763,481,477,455,397,4852,11,11,18,16,17,23,31,8,0,142,10852,9165,18767,21972,23121,18419,14014,6987,2045,125336
CED308,517,911,1110,940,1084,1424,3074,2307,918,12290,563,1353,1771,1459,1495,1613,2504,1698,520,12973,371,1596,2401,1994,1764,1655,1481,800,197,12261,246,1749,3439,2686,2591,2157,1263,497,105,14724,88,1227,3885,3187,3106,2417,1175,395,76,15552,29,584,2593,2474,2351,1757,658,234,36,10708,12,275,2034,2237,2084,1496,519,192,57,8902,4,113,1244,1647,1629,1005,321,108,12,6086,0,79,1404,2656,2823,1622,515,151,28,9286,4,15,212,547,595,411,155,45,5,1976,3,25,200,795,1092,770,325,140,35,3391,767,903,1986,1609,1526,1113,1131,1022,642,10696,17,39,64,34,45,72,89,44,5,405,11486,12062,25823,25390,25579,22466,19619,11527,3562,157520
