CED_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
CED212,116,4409,247,0,4769,753,9081,517,5,10356,243,4349,222,3,4815,169,3946,210,0,4323,257,8955,556,15,9784,276,9639,551,6,10481,345,9743,597,9,10702,443,8347,461,5,9246,645,5948,293,4,6893,671,2995,205,5,3874,548,683,114,3,1344,4451,68096,3980,66,76588,54,4374,227,0,4654,382,8885,517,0,9787,157,3961,245,0,4369,123,3876,212,6,4217,258,9412,555,11,10238,295,10418,548,3,11264,447,10224,488,3,11161,629,8925,350,10,9905,785,6768,327,20,7893,1030,3386,281,16,4712,1181,843,208,3,2235,5350,71074,3942,74,80438,175,8786,469,0,9428,1140,17969,1033,3,20142,395,8314,465,6,9186,294,7823,417,9,8540,508,18371,1114,25,20020,576,20058,1094,18,21739,793,19969,1091,13,21862,1067,17268,811,13,19159,1424,12719,621,26,14788,1701,6379,486,14,8585,1729,1524,317,7,3575,9800,139166,7920,143,157026
CED213,78,3462,167,3,3707,541,7587,535,0,8663,190,3988,219,5,4405,126,3406,161,4,3693,162,6236,391,8,6802,188,6806,445,7,7449,308,8457,546,11,9318,376,8730,488,14,9606,624,8654,458,10,9750,939,5132,368,3,6439,833,1231,231,5,2299,4358,63684,4020,63,72122,31,3184,179,0,3397,265,7431,516,0,8215,126,3637,223,0,3981,72,3053,191,6,3315,163,6529,370,9,7078,214,7724,479,6,8418,367,9567,547,5,10493,531,9753,515,14,10811,692,9933,502,14,11139,1391,5615,454,6,7460,1489,1315,351,0,3158,5339,67730,4324,68,77467,108,6649,347,5,7104,801,15018,1053,5,16875,318,7624,440,5,8384,190,6462,351,7,7011,323,12770,764,22,13873,401,14528,925,14,15865,677,18022,1093,18,19810,908,18477,1008,25,20419,1320,18580,965,26,20889,2326,10742,819,7,13905,2320,2543,587,3,5449,9696,131410,8344,133,149592
CED214,74,4708,353,4,5144,541,8225,685,6,9450,151,3774,299,10,4235,143,5757,494,7,6401,241,16542,1427,45,18256,261,12666,1003,29,13955,390,9648,724,29,10788,689,7872,596,32,9195,1063,5043,428,29,6552,1094,2086,300,11,3486,675,451,146,0,1268,5320,76756,6459,200,88733,63,4446,342,4,4852,216,7845,604,8,8681,94,3772,255,6,4128,86,5459,396,13,5948,289,15476,1146,38,16948,311,12339,831,23,13508,446,9913,592,25,10979,816,7703,503,50,9067,1285,5366,364,33,7054,1718,2047,272,14,4049,1398,446,288,0,2129,6736,74818,5597,200,87340,133,9156,693,8,9998,761,16072,1289,13,18134,251,7544,556,17,8359,230,11206,891,19,12352,534,32015,2571,78,35198,580,24999,1834,45,27460,836,19557,1319,52,21768,1510,15577,1096,82,18265,2345,10408,795,55,13604,2813,4132,570,18,7538,2071,898,432,3,3400,12056,151568,12053,398,176077
CED215,121,7177,419,7,7726,762,13214,763,4,14746,207,4445,287,4,4947,104,4700,488,9,5302,185,12601,1250,25,14053,186,17005,1141,31,18368,229,11165,617,12,12023,386,7507,399,47,8335,604,4692,224,59,5576,676,1878,122,22,2699,485,424,45,0,948,3940,84806,5743,226,94714,68,6671,406,9,7157,304,12962,712,7,13984,115,4237,234,5,4597,77,4175,227,9,4496,182,13574,815,20,14596,230,16817,820,7,17877,375,11188,489,28,12075,536,7812,318,87,8760,862,5036,217,101,6216,1092,2100,143,6,3348,1006,491,75,0,1574,4843,85074,4468,281,94670,193,13850,828,13,14882,1066,26181,1473,15,28733,327,8680,521,11,9541,185,8881,715,18,9795,369,26174,2063,40,28645,414,33826,1957,44,36246,600,22355,1107,41,24097,920,15327,716,140,17093,1466,9725,445,157,11790,1769,3984,264,30,6043,1488,917,116,0,2522,8782,169878,10212,511,189386
CED216,91,3689,332,4,4110,683,7862,760,4,9310,267,3723,316,4,4315,222,3264,352,8,3853,298,7329,1008,34,8678,298,7010,980,22,8310,482,7558,730,17,8789,747,9237,746,17,10749,1060,9000,728,3,10789,993,4129,427,0,5548,588,796,233,5,1619,5729,63598,6618,124,76066,42,3577,322,0,3943,338,7643,729,3,8718,131,3581,313,0,4027,124,3238,315,0,3678,258,7844,695,15,8809,324,7582,730,9,8644,519,8454,653,5,9627,785,10049,682,9,11526,983,8945,649,8,10584,1168,4290,461,3,5924,1099,913,367,0,2376,5774,66100,5925,55,77853,133,7261,656,4,8059,1023,15499,1493,7,18023,400,7309,625,4,8336,348,6503,671,6,7528,552,15176,1709,50,17486,623,14586,1714,33,16953,995,16010,1383,18,18413,1536,19291,1425,30,22280,2051,17945,1370,10,21370,2159,8422,885,5,11466,1688,1706,604,3,3994,11503,129698,12543,176,153917
CED217,35,3429,88,0,3557,277,9479,367,11,10137,111,4989,145,4,5259,73,4141,150,10,4376,125,6773,317,16,7231,106,8652,340,17,9111,167,10668,355,39,11225,235,9035,228,25,9519,362,6530,203,20,7112,642,3301,153,7,4109,671,886,96,0,1657,2802,67884,2446,161,73289,29,3398,108,4,3534,137,9206,342,10,9695,90,4640,149,7,4883,67,3690,100,7,3863,117,7200,301,20,7636,130,9796,357,18,10300,192,12090,378,30,12690,317,9663,275,27,10286,541,7394,297,28,8261,1099,3911,234,14,5253,1701,1158,227,3,3086,4414,72144,2765,167,79479,64,6826,197,3,7089,416,18680,715,23,19828,203,9628,293,12,10142,144,7834,251,18,8240,246,13971,616,35,14865,231,18450,693,34,19414,351,22764,732,68,23913,556,18697,506,54,19808,904,13919,502,47,15371,1737,7213,388,21,9357,2371,2043,324,5,4742,7218,140022,5215,323,152776
CED218,105,5565,355,8,6034,699,11804,710,7,13216,198,5302,335,5,5848,150,5410,578,5,6145,205,11483,1444,13,13152,269,12611,1194,12,14089,369,10456,753,8,11584,579,7973,450,24,9030,942,5142,268,32,6393,888,1889,137,9,2929,414,255,55,0,726,4825,77896,6290,131,89145,46,5327,325,0,5702,320,11482,680,0,12485,138,5259,267,4,5666,80,4997,260,10,5349,180,11907,870,11,12959,271,13097,738,14,14126,451,11036,558,24,12067,768,8360,380,49,9560,1224,5284,240,51,6794,1191,1672,130,9,3011,766,309,70,6,1145,5436,78739,4514,179,88862,153,10896,684,6,11738,1019,23282,1389,11,25700,339,10563,598,7,11509,226,10414,840,15,11498,386,23394,2305,24,26111,544,25708,1933,26,28212,826,21484,1311,33,23654,1353,16333,836,78,18594,2169,10429,507,84,13185,2086,3565,272,19,5939,1176,567,124,3,1872,10267,156630,10799,306,178005
CED219,138,5796,391,5,6321,1099,10606,815,0,12517,344,4435,275,0,5061,182,4560,298,5,5043,302,10984,720,10,12019,286,11030,690,18,12031,395,9102,534,7,10037,528,7229,395,15,8161,830,5187,269,28,6306,697,1932,138,9,2779,332,312,48,3,699,5132,71164,4577,92,80967,80,5652,342,0,6075,570,10654,831,0,12055,223,4354,282,0,4860,155,4328,265,8,4751,314,11869,731,21,12931,339,11335,687,7,12368,526,9408,525,18,10474,697,7773,390,36,8905,947,5675,298,32,6953,902,2027,167,5,3098,743,390,63,0,1200,5490,73458,4588,130,83672,219,11445,730,7,12397,1667,21257,1642,3,24568,563,8787,560,0,9918,336,8884,563,12,9793,616,22852,1450,29,24951,626,22365,1382,18,24396,921,18509,1060,27,20512,1222,15006,789,52,17069,1773,10864,567,62,13264,1596,3959,304,13,5868,1080,704,115,8,1891,10617,144627,9167,226,164640
CED220,34,3154,114,7,3311,224,6541,245,16,7026,89,3346,112,0,3549,64,5117,212,15,5409,107,14342,741,30,15222,118,10422,464,27,11027,178,8639,378,45,9242,209,7212,302,33,7754,304,5306,237,25,5867,603,2921,212,3,3743,632,678,127,0,1441,2569,67680,3152,199,73596,18,2959,125,7,3100,90,6355,242,15,6690,66,3466,116,10,3653,74,5771,257,18,6123,139,15213,770,34,16158,143,10538,453,28,11162,185,9489,382,28,10086,264,7835,300,41,8438,463,6228,319,28,7036,1002,3454,267,13,4732,1288,885,267,4,2436,3726,72189,3486,228,79625,51,6117,236,11,6415,308,12896,485,24,13721,153,6812,230,10,7208,137,10890,470,41,11535,247,29555,1512,64,31382,263,20958,911,58,22191,364,18126,756,76,19328,477,15049,601,64,16189,768,11528,552,56,12901,1600,6376,475,15,8472,1921,1558,395,4,3877,6294,139865,6636,428,153227
CED221,146,7531,456,5,8134,846,13686,890,3,15422,222,5308,280,4,5819,208,5779,363,4,6348,280,13510,825,20,14634,287,14799,757,11,15850,388,10067,495,7,10956,564,7226,381,29,8204,643,4040,203,37,4916,580,1545,95,9,2228,245,299,29,5,582,4411,83789,4758,133,93100,63,7229,459,0,7752,376,13183,786,5,14347,174,5278,273,0,5718,138,5718,288,3,6149,239,14843,875,14,15980,318,14379,712,10,15418,508,9978,479,9,10973,721,7128,357,79,8293,831,4290,214,61,5400,802,1632,125,20,2581,620,332,60,5,1014,4795,83988,4625,206,93618,210,14759,910,6,15891,1223,26870,1669,7,29769,398,10586,549,4,11537,344,11495,645,11,12497,521,28351,1700,40,30609,611,29177,1465,15,31268,895,20043,975,19,21931,1285,14357,736,107,16497,1477,8332,417,99,10318,1385,3172,224,26,4806,871,633,89,9,1599,9212,167782,9387,342,186722
CED222,74,5168,299,12,5556,439,9893,491,9,10834,170,4820,197,7,5196,124,7644,493,25,8283,231,17016,1157,43,18443,243,13103,629,36,14019,368,10836,485,30,11716,608,9004,406,31,10044,913,6324,291,50,7579,1261,3254,262,15,4797,1044,806,123,8,1982,5467,87880,4836,265,98446,33,4844,305,5,5187,185,9445,443,5,10084,93,4678,253,9,5029,92,6636,347,21,7096,171,14971,837,45,16025,253,13065,605,20,13942,435,11245,459,31,12172,788,9196,375,55,10412,1285,6963,341,60,8650,2053,3373,244,24,5695,1897,867,167,0,2933,7282,85282,4378,287,97233,111,10014,606,23,10745,626,19346,931,11,20912,262,9502,451,15,10226,210,14282,839,47,15383,403,31985,1988,86,34469,501,26168,1231,57,27965,804,22082,949,66,23894,1391,18195,781,85,20453,2200,13287,634,113,16232,3309,6637,511,37,10493,2939,1672,293,8,4916,12748,173166,9216,549,195680
CED223,74,3655,266,0,3997,711,8480,770,7,9975,258,4195,327,0,4790,155,3442,353,10,3963,244,7488,650,45,8431,262,7582,692,18,8561,365,8701,715,7,9784,592,9762,756,4,11116,844,8946,656,5,10456,906,4163,356,3,5432,665,854,137,0,1651,5073,67279,5693,111,78150,44,3719,236,0,4002,379,8477,658,4,9516,133,4006,357,0,4493,104,3339,329,4,3781,197,7800,638,47,8683,261,8496,631,9,9402,409,9429,723,11,10574,653,10532,709,15,11912,805,9005,538,5,10356,1110,4291,404,6,5812,1310,1022,226,0,2564,5415,70110,5448,110,81082,112,7376,504,3,8001,1093,16960,1428,15,19493,392,8202,680,0,9281,257,6786,686,21,7748,440,15290,1291,86,17109,522,16084,1329,27,17962,775,18131,1436,17,20354,1252,20291,1465,23,23028,1648,17947,1199,18,20809,2019,8454,769,8,11241,1977,1868,360,0,4211,10494,137388,11142,217,159237
CED224,72,4426,179,8,4680,456,9441,366,3,10267,150,4338,146,0,4633,102,4094,150,7,4351,185,9082,425,23,9711,199,10809,410,11,11433,261,10596,354,17,11226,374,8447,292,15,9130,546,5767,246,17,6573,791,2852,199,5,3853,640,756,106,0,1502,3781,70600,2869,117,77355,39,4284,169,4,4500,248,9259,331,3,9839,108,4228,128,0,4472,66,3931,119,0,4118,144,9412,396,23,9977,222,11684,412,13,12337,334,11397,343,13,12082,522,8867,299,44,9735,763,6608,283,25,7683,1152,3460,233,8,4859,1455,997,146,8,2605,5062,74138,2867,142,82207,109,8712,348,11,9179,698,18700,697,7,20109,261,8572,271,4,9101,170,8027,270,5,8467,332,18491,821,42,19689,416,22494,829,29,23769,588,21994,691,29,23309,897,17313,596,58,18861,1308,12377,532,39,14254,1950,6317,436,12,8711,2094,1755,249,6,4109,8838,144739,5737,257,159566
CED225,51,4277,132,3,4466,461,9252,317,0,10034,185,4471,168,6,4829,119,4311,182,11,4623,218,8769,366,20,9374,212,10142,370,11,10732,299,10028,322,14,10655,423,8468,285,9,9184,548,6703,233,13,7497,721,3304,176,10,4213,664,708,119,4,1496,3904,70431,2669,102,77103,38,4094,121,5,4256,247,9190,297,5,9736,119,4069,132,8,4319,83,4014,137,3,4247,184,9104,348,25,9659,195,10921,374,10,11499,295,10671,325,13,11300,445,9441,266,19,10171,712,7558,287,25,8582,1130,3648,205,11,4995,1419,842,176,5,2444,4876,73546,2673,116,81210,91,8369,250,3,8721,714,18436,616,5,19775,303,8538,297,14,9149,208,8330,320,6,8865,405,17880,710,41,19037,405,21062,743,18,22233,588,20695,646,23,21951,866,17906,559,27,19354,1260,14255,517,40,16078,1853,6958,382,16,9207,2086,1550,296,12,3945,8784,143981,5335,219,158316
CED226,48,3019,113,14,3184,274,9156,309,11,9758,85,5570,154,16,5825,89,5763,173,20,6044,126,9738,391,25,10273,95,8746,312,28,9181,168,9934,325,88,10515,231,8896,282,53,9471,353,6510,208,43,7112,664,3314,146,11,4134,800,919,74,3,1796,2938,71561,2474,306,77278,20,2949,99,11,3075,150,9004,251,14,9422,72,5347,167,9,5586,86,5576,173,13,5845,140,9934,344,24,10447,116,10145,323,31,10607,183,11704,349,43,12278,303,9699,268,54,10324,494,7514,239,37,8280,1028,4026,207,17,5276,1853,1124,168,0,3148,4443,77012,2580,248,84281,64,5964,212,20,6259,425,18160,562,30,19180,162,10915,316,17,11414,171,11338,348,28,11882,262,19669,732,48,20717,216,18888,633,53,19792,351,21636,671,127,22790,541,18592,553,107,19788,845,14020,444,75,15388,1693,7343,354,26,9411,2652,2046,239,8,4939,7387,148571,5053,555,161560
CED227,128,6363,317,4,6810,818,11834,687,4,13342,208,5045,266,4,5519,143,4691,253,0,5095,177,11564,604,14,12367,208,12390,578,8,13182,233,9510,474,17,10233,325,6818,293,15,7456,450,4449,227,23,5156,531,2208,145,16,2913,338,410,67,0,813,3573,75280,3923,116,82894,79,6109,333,0,6524,348,11934,659,4,12949,148,4651,261,0,5059,76,4640,220,5,4935,212,12760,675,15,13669,255,12631,573,14,13467,361,9764,462,13,10594,452,7157,353,53,8026,597,5172,253,42,6056,763,2392,191,15,3364,651,485,127,4,1266,3940,77694,4106,178,85913,211,12473,649,4,13337,1165,23774,1350,8,26297,357,9691,525,9,10580,226,9334,474,7,10037,390,24328,1289,37,26034,461,25015,1150,18,26646,594,19271,935,26,20829,785,13976,649,75,15482,1047,9618,478,66,11215,1297,4604,343,36,6279,991,893,190,5,2078,7511,152971,8029,291,168811
CED228,168,8194,682,9,9050,991,13969,1110,5,16073,296,5197,366,7,5869,189,6352,487,11,7037,264,15736,1211,17,17225,289,17414,1075,25,18796,342,9769,593,22,10729,479,7151,386,37,8059,663,4337,252,62,5311,578,1534,134,17,2263,275,213,67,0,565,4535,89870,6355,213,100967,112,7762,617,14,8501,462,13892,1043,15,15410,162,4925,324,0,5418,122,5562,400,5,6093,275,17250,1220,19,18761,350,16298,985,11,17641,520,9505,556,26,10609,665,7608,352,123,8753,829,4564,258,94,5742,796,1578,157,15,2547,645,268,126,3,1040,4937,89220,6037,329,100518,274,15954,1297,16,17547,1449,27858,2153,19,31483,461,10120,688,13,11284,315,11912,884,14,13134,540,32989,2428,37,35988,638,33710,2053,29,36441,868,19278,1144,51,21338,1147,14760,743,165,16813,1492,8903,511,149,11054,1374,3113,287,29,4811,920,487,193,0,1600,9470,179087,12388,537,201482
CED229,39,3356,176,8,3574,192,5814,317,8,6325,57,2701,157,8,2926,79,5049,408,21,5565,144,18237,1332,79,19783,161,13093,931,43,14227,217,9548,728,46,10533,328,7535,579,52,8488,407,5483,450,24,6367,525,2425,268,10,3226,493,458,152,0,1101,2633,73694,5491,304,82120,28,3208,196,12,3446,107,5718,322,12,6162,53,2745,146,13,2965,80,5480,391,26,5979,193,19318,1267,67,20844,192,13053,914,37,14201,261,9909,595,45,10810,310,7823,489,56,8668,521,5772,371,31,6696,790,2490,293,14,3586,945,561,278,3,1788,3471,76073,5263,311,85130,64,6565,372,21,7022,304,11522,633,18,12489,108,5450,310,20,5891,158,10530,797,53,11544,334,37550,2598,147,40629,350,26151,1839,81,28426,475,19456,1319,89,21345,633,15356,1059,103,17155,925,11256,823,55,13062,1312,4913,561,25,6808,1437,1016,430,0,2886,6102,149771,10755,619,167249
CED230,78,4018,305,3,4402,702,8666,894,3,10274,256,4038,389,4,4685,188,3810,333,14,4351,284,8636,781,56,9756,302,7678,785,29,8796,465,8655,810,10,9949,771,10446,915,12,12143,1070,8952,819,3,10837,1037,4490,488,0,6012,782,1067,249,0,2099,5930,70452,6779,140,83300,45,4063,321,3,4433,347,8465,819,0,9626,148,3798,352,0,4294,112,3535,291,16,3953,233,8957,727,30,9943,288,8059,755,18,9116,535,9164,723,5,10434,846,10467,773,17,12098,1034,8748,691,11,10493,1328,4691,522,6,6556,1621,1281,417,0,3322,6533,71234,6392,113,84274,122,8082,628,3,8837,1048,17132,1715,8,19902,398,7835,743,4,8983,308,7342,620,34,8302,517,17592,1506,87,19704,582,15735,1542,42,17909,999,17821,1540,25,20381,1620,20913,1688,24,24243,2104,17700,1506,20,21330,2364,9182,1017,10,12568,2401,2348,667,0,5421,12463,141680,13173,258,167571
CED231,53,3843,176,5,4078,383,7804,328,4,8515,153,3789,155,11,4094,89,4569,216,10,4877,176,10918,649,46,11788,164,10264,485,37,10947,246,9463,437,40,10186,368,7530,333,19,8252,597,5513,201,10,6321,935,2772,157,4,3870,823,604,73,0,1500,3997,67057,3201,177,74433,37,3621,167,13,3839,171,7582,314,4,8081,62,3601,141,4,3810,79,4424,193,4,4692,177,11306,567,45,12095,175,10845,504,28,11553,259,9975,393,21,10647,458,8133,278,25,8902,831,6307,245,16,7396,1598,3014,190,5,4811,1509,653,82,3,2246,5362,69461,3079,167,78071,92,7471,349,13,7920,558,15386,641,12,16595,210,7392,292,10,7905,169,8986,403,14,9574,354,22222,1219,87,23884,333,21104,990,66,22496,508,19432,834,60,20833,834,15663,613,41,17158,1425,11821,443,31,13711,2533,5786,345,12,8678,2334,1260,151,4,3748,9357,136518,6281,344,152507
CED232,96,5655,239,0,5986,781,11159,565,8,12516,225,4879,251,5,5356,130,4109,197,8,4445,200,9055,454,6,9716,203,10968,470,8,11645,242,9662,447,13,10359,343,7675,371,7,8399,500,5326,260,12,6105,527,2345,165,10,3045,312,316,50,0,674,3566,71152,3455,74,78251,70,5292,234,0,5602,393,10851,588,4,11835,157,4546,246,3,4947,83,3763,145,4,3996,168,10034,449,7,10655,241,11552,477,7,12272,333,10308,433,10,11083,431,8054,351,20,8859,599,5837,267,19,6723,671,2208,141,6,3024,672,342,56,0,1070,3806,72795,3382,87,80070,170,10945,470,6,11588,1178,22011,1147,11,24351,381,9421,497,7,10303,210,7878,346,8,8443,369,19095,898,6,20374,437,22515,942,17,23913,570,19970,882,18,21446,771,15733,722,30,17256,1100,11165,526,36,12830,1194,4552,308,13,6069,983,656,102,0,1746,7371,143945,6841,158,158319
CED233,46,3050,262,22,3378,163,4352,406,19,4932,64,3315,302,46,3727,78,12004,1040,106,13234,196,30621,2587,219,33620,219,14960,1506,108,16795,224,8227,913,115,9484,371,6280,734,77,7461,391,4104,449,29,4962,495,1733,241,8,2480,376,314,99,5,804,2627,88964,8538,744,100877,17,2982,267,14,3287,84,4370,385,31,4868,67,4056,319,33,4473,124,13845,1056,101,15121,306,31108,2432,191,34040,196,13592,1208,65,15061,267,8146,734,71,9216,386,6329,583,74,7367,549,4452,430,39,5475,768,1817,210,4,2805,843,352,148,0,1348,3615,91050,7762,630,103053,60,6031,530,39,6659,245,8721,788,45,9804,126,7370,619,77,8202,199,25851,2094,203,28356,506,61730,5018,405,67657,417,28549,2714,175,31856,490,16374,1647,187,18699,758,12607,1318,149,14827,937,8561,876,61,10437,1268,3555,451,9,5285,1226,671,245,12,2145,6241,180017,16301,1375,203933
CED234,46,3904,131,7,4088,466,9721,302,12,10508,163,5002,152,6,5326,112,5380,193,10,5692,139,9696,377,19,10236,147,10510,370,40,11071,220,10558,362,50,11191,338,9342,283,59,10027,546,6786,236,33,7601,989,4363,199,16,5564,1098,1126,167,3,2398,4261,76392,2777,262,83693,32,3794,178,3,4007,195,9286,273,11,9772,92,4601,117,7,4811,88,4802,161,14,5064,138,9844,394,24,10400,166,11622,421,18,12228,260,11562,365,42,12224,451,10246,294,82,11074,814,7874,259,52,9001,1711,4846,295,13,6868,1955,1153,234,4,3355,5921,79637,2982,262,88803,80,7699,304,12,8094,661,19006,576,26,20276,258,9603,275,7,10138,200,10182,350,20,10750,276,19542,774,49,20638,315,22129,792,57,23302,482,22123,724,87,23419,789,19594,581,135,21095,1359,14664,494,86,16604,2699,9208,492,30,12429,3058,2280,403,7,5747,10181,156028,5765,527,172505
CED235,71,3576,255,0,3908,627,7774,641,5,9045,223,3434,234,3,3894,146,2956,195,15,3307,268,6671,488,32,7466,238,6757,575,16,7584,328,7567,541,11,8449,574,8864,579,5,10015,813,8623,519,0,9961,879,4145,309,0,5334,683,761,135,0,1581,4857,61125,4463,88,70542,60,3415,258,0,3731,293,7494,622,0,8408,168,3450,229,0,3846,107,2846,158,11,3121,220,7372,528,24,8154,297,7326,569,15,8204,434,8281,498,11,9226,653,9753,564,4,10984,945,8983,523,9,10453,1128,4149,330,4,5607,1270,943,160,0,2373,5576,64018,4436,77,74106,130,6993,518,0,7639,922,15264,1263,9,17454,386,6879,462,3,7736,255,5802,357,19,6425,497,14047,1018,54,15621,534,14082,1141,31,15786,767,15844,1042,20,17672,1225,18619,1141,11,20997,1764,17605,1036,8,20413,2008,8294,638,10,10943,1946,1703,297,0,3952,10430,125138,8905,166,144638
