CED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
CED303,510,884,1393,9540,11795,21337,4,3,5,1862,2053,3908,65,64,129,13662,15862,29524,85,106,189,582,623,1206,298,368,660,314,348,660,596,785,1384,18,11,24,316,339,656,837,1003,1842,1840,2127,3966,150,211,364,189,253,443,2877,3888,6771,2218,2675,4896,196,217,412,35646,42725,78375,491,486,972,291,297,589,58,53,111,3,3,7,256,261,521,178,328,502,441,591,1033,34779,31717,66497,249,207,455,134,219,358,35168,32142,67310,3976,3897,7878,77,99,176,76654,81167,157828
CED304,1583,2347,3930,7479,8485,15965,6,0,6,807,974,1782,9,7,10,19655,22022,41679,43,51,92,752,802,1553,154,193,349,108,99,207,340,404,744,39,38,79,210,284,493,504,655,1160,1284,1405,2689,58,60,116,98,106,209,1802,2293,4099,1384,1726,3106,82,83,166,34803,39696,74500,2455,2046,4499,1096,938,2028,179,167,343,7,6,17,208,199,405,382,406,792,600,616,1214,43332,40317,83649,573,477,1047,170,312,481,44077,41108,85176,7987,6869,14858,631,498,1126,93405,94269,187676
CED305,434,630,1063,10026,11112,21138,0,0,0,1102,1209,2314,15,23,37,17714,18719,36430,64,67,134,134,131,262,310,393,703,110,111,229,498,565,1067,5,8,13,246,300,541,786,898,1687,2030,1987,4017,186,265,450,197,233,431,3929,4752,8685,2026,2115,4146,131,114,242,39515,43012,82527,609,474,1083,366,267,634,18,14,34,13,12,27,102,102,207,167,263,435,285,380,665,32372,27612,59982,191,150,343,79,144,233,32642,27911,60551,16428,8319,24752,174,104,273,90468,81118,171585
CED306,510,740,1250,9347,10675,20024,0,0,3,811,918,1728,5,8,12,18253,19863,38113,82,83,162,261,315,577,345,467,811,100,112,210,464,582,1039,31,22,56,323,322,645,868,1102,1969,1868,1939,3802,97,127,229,360,458,819,3983,4949,8938,1855,2096,3953,149,161,308,39200,44201,83397,543,512,1051,309,259,568,31,48,79,7,9,17,164,136,301,182,259,439,355,407,762,32600,28813,61417,190,157,347,102,133,228,32888,29105,61995,9334,7807,17146,458,311,767,83630,83379,167008
CED307,469,720,1194,7919,9526,17444,0,0,0,2337,2527,4868,9,10,21,14765,16323,31089,80,111,192,344,367,709,289,384,674,214,218,432,534,730,1261,94,101,197,444,467,909,1206,1414,2622,1713,1896,3606,150,218,364,172,227,403,2741,3693,6431,2631,2902,5537,235,260,497,35885,41376,77263,991,963,1952,302,293,593,42,39,83,10,12,18,264,224,487,197,308,503,474,533,1007,35351,32106,67458,294,242,539,82,179,264,35731,32526,68254,3672,3517,7187,79,77,157,77634,80053,157685
CED308,978,1632,2610,10925,13545,24465,3,6,13,1021,1183,2206,3,8,12,15200,18053,33254,129,181,309,894,1005,1899,397,521,915,462,497,959,564,693,1254,122,118,245,361,429,800,1118,1344,2463,1890,2190,4081,106,125,233,182,239,422,2333,3081,5412,2810,3404,6215,174,190,363,38687,46823,85514,1195,1131,2324,1596,1482,3077,165,177,340,6,7,10,676,532,1206,278,363,636,958,900,1855,42441,40173,82617,260,185,445,160,278,443,42868,40638,83507,6985,7097,14080,225,206,427,93654,100073,193736
CED309,674,1039,1712,8877,11254,20129,0,0,4,1591,1841,3432,73,72,147,12132,14461,26596,100,117,220,236,284,515,507,628,1134,249,282,527,750,966,1713,14,18,33,285,355,648,1169,1419,2584,1676,1967,3642,104,153,253,119,151,270,2526,3453,5976,2717,3261,5978,57,79,138,33177,40760,73934,567,545,1114,231,230,463,86,84,172,7,4,8,193,165,356,188,299,485,384,468,849,39935,38947,78879,329,246,574,181,351,533,40444,39544,79988,5943,6067,12007,168,150,323,81677,88890,170568
CED310,674,996,1670,9478,11940,21419,0,0,4,1587,1787,3376,25,28,57,12625,15381,28007,118,173,289,260,259,518,389,509,899,211,212,415,680,890,1570,40,30,67,248,273,523,1118,1364,2479,1632,1952,3581,106,159,269,134,167,300,2833,4049,6874,2498,3106,5604,88,104,197,34071,42381,76447,595,561,1160,208,184,390,72,77,149,12,7,18,241,203,443,188,298,487,438,504,943,39717,38908,78621,282,219,501,151,309,455,40140,39430,79576,5955,6031,11983,262,213,478,82412,90390,172800
CED311,452,659,1111,11166,11706,22873,0,0,0,1279,1347,2620,27,32,60,13831,14315,28143,83,98,178,176,153,323,302,408,707,139,145,281,933,1012,1944,4,3,6,424,429,856,803,933,1734,2310,2325,4634,172,232,403,218,243,462,3643,4127,7771,2239,2316,4553,145,136,275,37873,39962,77832,458,420,875,286,221,509,20,21,43,9,17,26,94,79,175,193,313,507,300,412,710,34624,29859,64490,216,173,392,124,163,280,34963,30197,65162,11644,7941,19584,786,166,957,86784,79988,166771
CED312,955,1437,2392,8640,10779,19418,3,7,10,1645,1810,3455,17,18,30,13512,15620,29133,90,99,185,663,687,1350,592,765,1361,998,1064,2060,670,864,1528,74,74,147,459,530,984,1796,2102,3895,1648,1927,3577,126,156,283,438,506,943,2221,3004,5226,3519,4084,7598,202,222,425,37309,44315,81627,1154,1072,2228,2182,2038,4227,53,46,103,21,12,37,1113,926,2033,354,483,839,1489,1420,2907,42492,39909,82403,285,216,500,119,282,399,42900,40401,83297,7691,7626,15314,124,133,256,93866,98491,192358
CED313,1575,2181,3750,6904,7517,14428,0,0,0,787,954,1742,41,47,93,17578,20592,38170,33,43,71,2067,2117,4182,193,245,441,179,185,363,340,473,813,47,60,108,237,261,504,584,753,1338,1193,1351,2542,58,63,123,131,142,271,1692,2365,4064,1583,1989,3571,78,74,152,33720,39255,72975,1909,1706,3619,1318,1181,2491,145,157,299,6,6,12,346,308,657,361,394,757,711,705,1419,40748,39312,80059,512,477,993,144,253,401,41396,40051,81454,6555,6229,12791,404,298,695,87733,91757,179495
CED314,621,837,1453,10459,13010,23471,0,0,0,1036,1197,2232,159,137,291,14982,17404,32387,564,714,1272,163,177,330,339,462,797,151,155,311,2233,2654,4896,44,52,97,294,348,646,1115,1270,2386,1913,2251,4158,122,180,305,312,374,690,2826,3793,6620,3703,4417,8120,109,143,252,40524,48744,89271,1104,1018,2123,759,697,1456,33,33,65,12,8,19,325,276,601,1265,1429,2689,1598,1712,3310,26563,24744,51310,209,152,365,103,128,229,26871,25025,51899,5516,5196,10710,91,93,186,77123,83352,160478
CED315,532,776,1307,8405,10172,18577,3,0,4,956,1123,2082,14,17,33,17374,20140,37511,47,57,104,431,467,897,184,299,489,129,137,265,340,427,767,65,57,118,401,468,868,1075,1252,2323,1746,1888,3630,180,204,386,207,275,488,2442,3336,5781,1896,2288,4180,101,125,224,35997,42737,78731,562,485,1055,463,442,904,45,45,84,18,28,41,170,177,347,271,382,655,457,580,1043,34862,31975,66840,277,222,499,77,143,217,35220,32333,67556,7839,6744,14585,249,141,389,81362,84284,165646
CED316,525,867,1393,11134,13177,24313,0,4,3,1381,1697,3073,128,124,254,11394,13989,25382,135,160,295,162,155,315,395,590,984,177,219,394,1061,1283,2343,34,38,77,418,448,868,782,957,1739,2094,2294,4385,190,266,456,208,241,452,3635,4946,8572,2054,2379,4435,146,163,307,35533,43122,78660,355,343,695,339,312,648,39,45,80,14,7,25,81,68,153,169,350,524,270,428,695,33397,31027,64419,203,149,349,129,188,319,33729,31365,65093,6212,6082,12298,189,214,400,77188,82772,159958
CED317,437,730,1158,11092,12033,23128,0,0,0,1167,1306,2476,223,260,480,20154,21058,41209,78,109,193,274,284,562,553,797,1352,166,192,354,495,541,1038,16,22,40,338,315,647,1103,1319,2423,2157,1980,4142,146,189,334,389,476,865,3675,4205,7874,2083,2289,4378,57,57,116,44175,47426,91600,288,253,539,253,211,461,38,34,72,178,170,348,632,499,1125,320,431,756,1128,1098,2232,35388,30623,66014,224,177,402,130,185,311,35745,30985,66732,14093,10430,24526,806,394,1202,96956,91561,188512
CED318,1079,1752,2827,10442,11544,21989,0,0,0,758,814,1576,11,3,15,15192,17277,32469,71,104,179,370,391,759,447,573,1023,162,232,394,1027,1166,2194,65,65,126,318,396,712,1900,2298,4199,1627,1826,3456,84,126,209,443,570,1016,2448,3104,5553,2314,2589,4901,51,66,120,37727,43164,80889,793,774,1566,395,377,771,104,112,222,43,36,78,463,401,863,324,393,720,827,835,1660,39019,35725,74739,257,204,461,185,276,460,39458,36198,75656,12942,11250,24190,782,556,1338,94113,95012,189123
CED319,808,1309,2118,6535,8206,14742,5,3,11,1363,1676,3042,6,13,16,18630,21585,40211,63,63,124,486,513,997,213,303,509,138,144,284,376,505,882,87,76,163,343,392,734,781,1014,1793,1376,1559,2938,132,181,314,121,153,272,2198,3067,5262,1743,2124,3864,93,98,191,34684,41661,76346,2380,2195,4577,645,664,1311,61,51,112,15,10,19,1059,932,1988,262,378,638,1337,1313,2647,33051,30626,63676,323,268,594,115,202,313,33493,31093,64583,4912,4607,9525,147,174,323,78471,83067,161535
CED320,585,986,1570,10374,12419,22795,0,0,3,1680,1849,3523,99,93,188,13109,15465,28578,96,123,222,264,286,549,495,610,1100,441,488,935,656,848,1506,25,28,49,489,494,990,968,1134,2101,1858,2132,3991,157,244,402,445,533,977,2798,3801,6592,2705,3153,5855,253,283,538,36914,43971,80893,383,401,786,278,228,504,50,62,105,11,17,32,163,148,317,276,526,799,452,695,1145,43338,41437,84777,268,193,466,124,277,404,43735,41909,85643,7609,6255,13865,357,206,562,90363,94721,185080
CED321,287,382,665,12932,14262,27193,0,0,0,1084,1130,2215,104,91,196,15390,16228,31624,237,286,524,100,84,185,369,517,883,152,181,339,1370,1445,2812,5,0,4,247,213,463,890,932,1814,2747,2660,5405,183,236,420,270,297,565,3791,4361,8150,2297,2422,4716,101,118,218,42264,45464,87729,232,181,412,157,129,288,29,19,47,13,10,22,69,65,140,157,308,470,240,381,626,26666,23240,49911,147,113,259,104,144,248,26919,23500,50410,9811,8110,17915,191,136,328,80120,78297,158421
CED322,840,1381,2223,8712,11041,19753,0,0,0,871,1011,1881,8,0,11,14341,17326,31669,65,81,148,645,679,1334,363,446,809,236,259,493,401,485,884,51,56,110,279,316,594,1235,1464,2703,1421,1780,3195,70,90,159,182,227,412,2252,3020,5273,2291,2803,5090,71,66,131,33498,41158,74652,511,487,1000,340,327,670,153,182,339,8,7,15,97,99,192,224,365,590,327,473,799,36414,36045,72459,260,204,463,146,301,448,36818,36547,73368,5488,5727,11217,214,198,411,78203,86472,164676
CED323,1324,2066,3388,9555,11271,20822,0,0,0,807,882,1689,8,15,21,16800,19391,36194,125,136,267,1191,1306,2495,288,366,655,246,268,518,426,527,956,131,99,232,296,342,636,669,901,1571,1599,1836,3436,70,103,174,129,170,301,2158,2926,5085,2319,2852,5172,87,102,188,36911,43490,80402,1451,1138,2589,967,823,1791,381,378,764,0,0,6,476,398,879,346,461,805,823,858,1684,39286,36876,76161,308,208,522,239,364,598,39832,37452,77283,9285,9058,18344,465,449,911,91438,95725,187162
CED324,2946,3886,6837,5045,6021,11062,0,0,4,1225,1461,2688,19,30,48,12832,14614,27449,98,117,217,1568,1647,3214,187,253,444,348,393,738,459,530,990,136,133,264,603,631,1231,974,1130,2112,1512,1695,3200,59,75,131,200,282,481,2085,2723,4808,2419,2954,5370,108,119,223,29875,34799,64669,3040,2500,5540,4109,3856,7969,85,76,151,6,18,23,1688,1349,3038,354,439,793,2053,1803,3859,35268,32663,67933,329,225,551,126,175,309,35726,33069,68795,4772,4354,9127,231,273,507,82827,84617,167451
CED325,4048,5180,9223,6181,7569,13753,0,0,0,1850,2061,3911,3,4,14,15346,17503,32848,113,131,244,733,765,1498,373,488,865,1052,1103,2163,531,662,1190,355,346,701,688,765,1449,1556,1852,3413,1505,1633,3135,140,154,295,379,418,798,2281,2941,5227,3466,3983,7453,151,182,330,36713,42576,79289,3310,3236,6545,3468,3412,6876,81,87,166,19,13,32,1404,1201,2602,394,477,870,1811,1696,3505,33840,30458,64294,240,212,456,129,165,291,34208,30832,65044,8878,5688,14565,147,195,347,92666,92899,185565
CED326,728,1170,1903,8597,11013,19611,0,0,0,2015,2334,4353,22,23,41,16307,19455,35756,72,98,168,483,532,1015,516,636,1155,355,420,780,571,786,1365,126,129,255,552,690,1243,1318,1574,2891,1726,2122,3845,176,277,456,286,365,656,2489,3533,6022,3087,3619,6698,137,153,287,38838,47760,86594,2685,2645,5326,751,684,1437,39,44,80,12,19,30,1472,1348,2828,323,440,761,1807,1806,3610,37374,35553,72926,284,241,527,148,232,379,37801,36023,73833,5311,5330,10644,134,158,295,88094,95622,183714
CED327,2243,2918,5156,5835,7072,12909,4,3,4,2518,2649,5170,8,12,18,12633,14610,27238,139,165,304,1046,1046,2092,472,589,1059,1092,1128,2218,465,648,1117,256,274,527,641,755,1395,1744,2056,3801,1748,2016,3760,104,119,222,704,807,1510,1933,2640,4574,4136,4788,8925,165,197,362,35627,41589,77221,2133,2058,4191,6462,6046,12512,44,39,83,3,3,10,1620,1445,3064,373,486,860,1999,1939,3936,35362,32042,67405,221,169,390,153,186,342,35746,32391,68142,7428,6887,14318,165,186,352,91849,94053,185905
CED328,1200,1661,2860,7339,9009,16352,0,4,10,1571,1747,3319,0,7,9,15098,17247,32349,76,115,184,472,536,1013,126,149,273,77,95,174,559,727,1288,33,30,62,477,493,970,523,615,1138,1484,1598,3081,49,63,114,77,87,157,2550,3439,5991,1653,1908,3562,121,156,272,32286,38029,70312,2004,1869,3872,1034,1027,2056,165,185,351,0,6,9,165,166,331,268,342,609,440,512,950,37907,35240,73147,477,322,801,106,218,324,38488,35791,74282,3740,3582,7316,238,229,463,79585,82878,162468
CED329,446,780,1225,9653,11248,20908,0,3,4,1048,1177,2222,140,151,292,10255,11771,22028,116,141,259,183,211,396,507,623,1127,128,144,277,793,970,1758,12,16,23,523,587,1108,809,965,1770,1704,1818,3527,159,190,354,184,218,403,3257,4257,7516,2163,2486,4649,72,89,156,31703,37069,68771,164,161,320,100,94,195,74,78,156,12,5,20,69,67,134,213,378,589,291,449,738,35430,32798,68228,257,187,439,178,293,468,35860,33279,69137,7634,6454,14090,189,187,370,76466,78540,155007
CED330,623,901,1520,10394,12044,22444,0,0,0,1571,1662,3238,9,12,22,13830,15259,29087,266,332,596,373,354,722,519,651,1164,404,395,802,1632,1830,3464,35,26,65,311,324,641,1123,1256,2381,1649,1746,3396,170,215,386,383,464,852,3122,3855,6971,2913,3191,6107,408,402,811,39116,44032,83144,568,495,1055,587,521,1110,57,74,131,16,4,19,251,215,462,301,478,777,564,696,1264,40430,37249,77678,248,207,455,155,238,389,40835,37695,78529,6801,6706,13506,130,130,256,89281,91242,180521
CED397,0,0,0,15,0,14,0,0,0,3,0,3,0,0,0,33,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,57,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16,67,0,0,0,0,0,0,49,16,62,195,32,226,17,10,24,317,65,385
CED401,3477,4465,7942,4533,5547,10083,0,0,0,1007,1173,2184,0,0,7,15739,18415,34150,102,160,266,5373,5828,11204,176,236,412,89,95,184,1175,1347,2525,205,205,415,319,374,693,590,756,1344,456,487,937,67,95,166,100,135,235,2165,3138,5305,1879,2198,4073,104,142,250,34088,40341,74430,5639,4703,10340,5380,4196,9576,94,111,202,10,11,23,2207,1896,4102,437,493,927,2651,2396,5045,40672,37949,78622,428,302,730,152,260,410,41250,38510,79764,6978,6054,13029,393,391,782,99952,101162,201113
CED402,494,640,1135,5622,6588,12208,0,0,0,890,946,1840,44,52,94,8762,10143,18906,199,246,443,786,704,1491,274,383,656,96,87,182,6185,6988,13169,16,9,22,228,225,453,887,994,1883,1299,1359,2660,171,189,358,188,201,390,4706,5969,10676,1984,2105,4088,205,191,395,32531,37380,69910,297,197,495,719,454,1174,26,29,56,14,19,33,439,400,841,175,343,518,633,765,1391,42294,38081,80374,239,184,416,120,180,302,42652,38443,81092,8482,6471,14958,722,153,874,86561,84525,171086
CED403,1112,1490,2601,6170,8235,14412,0,0,0,1311,1515,2827,59,63,120,12628,15344,27970,210,318,532,2317,2566,4884,115,166,284,108,121,228,1207,1673,2879,74,89,168,263,334,595,551,723,1270,522,635,1152,72,108,183,70,87,158,3343,5048,8392,1884,2411,4293,205,225,434,31122,39658,70774,2558,2370,4923,1584,1491,3074,71,94,167,4,5,17,609,568,1174,369,475,848,992,1047,2035,41307,40159,81465,375,263,637,132,247,379,41808,40673,82478,4095,3966,8062,132,165,304,83456,90959,174420
CED404,396,548,943,6504,7327,13835,0,0,0,879,982,1858,33,49,84,11562,12249,23813,178,237,418,640,508,1145,223,359,581,102,114,216,2881,3301,6180,14,7,24,301,282,585,826,1069,1900,691,689,1380,163,246,411,130,164,300,7085,8465,15546,2012,2103,4116,63,71,138,34291,38234,72524,346,260,604,285,208,496,19,23,48,147,138,285,200,158,359,197,293,490,537,590,1126,45188,38495,83675,242,156,403,102,169,270,45534,38818,84354,11195,8065,19267,110,73,186,92726,86817,179543
CED405,1642,2198,3843,4817,6038,10858,0,0,0,932,1140,2077,7,3,12,18757,21419,40181,106,155,262,4893,5236,10128,226,272,490,85,100,178,911,1264,2175,240,228,469,266,360,628,866,1001,1867,399,500,901,57,98,155,53,76,124,2568,3781,6355,1797,2175,3968,74,87,167,37060,43937,80994,1795,1544,3336,1864,1659,3522,44,50,89,17,8,26,1275,1127,2411,261,319,577,1554,1461,3011,34489,32485,66976,249,217,466,128,239,369,34869,32940,67812,4174,3962,8133,138,152,289,83144,87893,171036
CED406,491,789,1275,5761,7450,13212,0,0,0,1206,1403,2614,96,117,211,9164,11131,20293,152,243,397,794,815,1613,262,357,619,166,228,395,1050,1354,2407,99,95,197,276,358,637,932,1103,2038,458,556,1016,102,138,236,164,169,336,2935,4189,7129,2393,2821,5211,189,230,420,26210,32768,58980,613,593,1212,663,645,1300,48,49,96,9,8,16,238,207,449,325,491,818,570,709,1279,46264,43485,89754,308,255,564,157,234,387,46730,43968,90695,4343,4192,8536,59,90,149,79731,83805,163529
CED407,1849,2260,4110,5290,6783,12068,0,0,0,1513,1795,3309,5,8,12,12709,14537,27243,126,183,304,1486,1496,2977,316,418,738,166,182,349,1357,1752,3106,94,104,192,360,378,742,1213,1463,2673,545,627,1172,216,311,527,206,245,456,2914,4145,7065,2406,2831,5237,326,358,685,31235,37605,68840,3143,2773,5921,4326,4017,8338,29,26,59,9,6,15,2042,1676,3712,445,581,1029,2496,2259,4759,37188,33529,70721,263,173,437,92,165,260,37545,33866,71418,4611,4005,8619,113,129,246,85362,86945,172301
CED408,495,769,1269,6722,8376,15093,0,0,0,1539,1756,3292,111,101,210,7304,8726,16030,219,322,541,448,459,902,358,478,838,153,187,339,2311,2859,5175,8,11,26,242,222,459,958,1136,2096,550,611,1157,97,131,230,119,133,258,4408,5844,10249,2503,2858,5361,353,392,746,28404,34594,63000,210,168,380,156,132,288,61,60,119,3,3,13,76,56,131,245,431,675,322,493,816,47205,45317,92521,365,286,653,182,317,503,47758,45917,93674,5518,5358,10879,91,72,161,83022,87567,170594
CED409,2664,3064,5725,5820,7371,13192,3,4,10,1674,1751,3422,15,11,23,11413,12809,24223,150,195,345,1178,1144,2321,329,402,739,152,185,335,1158,1540,2697,88,76,166,413,473,882,1438,1607,3053,506,630,1136,171,245,412,206,245,451,2544,3521,6060,2951,3282,6238,163,138,303,30380,35635,66009,1702,1631,3331,4110,3850,7958,21,20,44,13,5,21,519,461,984,557,736,1292,1094,1208,2301,45437,42636,88075,319,213,530,112,198,305,45858,43053,88913,6467,6169,12634,114,129,242,92409,94756,187167
CED410,2171,2784,4955,5270,7073,12341,6,0,6,1197,1480,2681,0,4,11,19678,22582,42253,121,164,284,2857,3103,5958,276,372,647,179,178,359,1106,1506,2609,180,156,328,310,365,670,966,1130,2099,679,789,1474,94,136,229,92,138,232,3000,4273,7274,1898,2455,4357,152,167,321,38063,46067,84128,4011,3554,7564,2323,2210,4538,137,138,276,5,7,7,1641,1480,3116,539,626,1167,2180,2113,4293,36074,34498,70571,359,259,618,173,244,415,36609,34998,71609,4185,4126,8312,201,176,377,89875,96176,186052
CED497,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,0,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,11,0,11,7,0,7,40,0,40
CED501,628,1209,1842,8508,10690,19201,0,0,0,1191,1400,2589,0,0,0,12853,14829,27680,234,297,525,418,490,911,484,650,1133,346,359,713,203,271,477,46,60,104,501,545,1050,890,1010,1906,1189,1291,2477,138,210,340,199,221,419,953,1326,2278,3139,3668,6807,128,158,281,31419,37466,68886,1068,1055,2118,802,796,1599,39,21,63,6,11,14,702,603,1310,280,442,713,989,1052,2037,43880,42105,85985,269,214,484,121,267,389,44271,42585,86862,7047,5305,12349,138,134,271,86391,89624,176018
CED502,2287,2972,5258,6142,7794,13935,0,0,0,2135,2376,4510,60,55,112,13817,15325,29139,185,214,396,281,327,606,312,420,734,214,241,456,151,162,310,269,250,521,576,686,1262,1571,1786,3357,1486,1682,3168,96,121,214,428,497,925,758,1039,1797,3824,4363,8192,145,193,335,32452,37521,69971,4032,3910,7943,7379,7028,14408,31,28,60,8,5,16,2161,1915,4072,296,471,763,2460,2394,4852,33433,30939,64372,229,159,388,93,150,240,33759,31249,65006,5969,5682,11649,179,231,411,88549,91012,179558
CED503,493,908,1403,9699,12406,22096,0,0,0,1273,1552,2822,73,78,153,10842,12694,23541,130,159,291,195,219,413,457,614,1067,216,245,457,164,240,406,18,16,27,341,407,744,718,898,1622,1388,1520,2911,94,134,231,161,219,382,1072,1605,2678,2473,2839,5312,68,81,153,29382,35935,65312,488,539,1028,412,450,861,36,36,74,4,3,7,353,320,679,206,408,612,563,735,1301,36744,35824,72570,203,171,372,117,237,355,37067,36235,73298,4946,4748,9691,78,109,186,73467,79691,153159
CED504,3952,4987,8946,5290,6682,11975,0,0,0,1828,1952,3779,11,11,22,20195,22439,42632,182,280,467,3081,3153,6234,370,476,842,160,207,369,113,146,257,269,280,549,564,635,1198,873,1109,1982,611,746,1358,101,136,239,176,219,395,769,1115,1883,3195,3674,6863,71,85,159,37853,43359,81207,2287,1970,4255,6019,5638,11653,506,560,1066,3,11,13,892,743,1631,378,529,910,1274,1278,2551,29753,26712,56468,234,197,435,108,187,293,30095,27095,57190,5277,5005,10282,102,203,309,87365,90089,177460
CED505,1844,2475,4317,9477,12193,21668,0,0,3,653,775,1429,0,0,0,15417,18777,34194,271,338,607,1153,1393,2544,154,210,367,40,45,90,191,266,448,74,70,137,345,485,827,366,493,863,867,1122,1986,54,61,113,37,55,87,1498,2154,3660,1604,2124,3735,52,63,118,32258,40614,72875,1423,1415,2843,865,930,1794,304,293,598,4,0,9,147,133,278,369,403,770,520,537,1056,39197,37284,76482,372,271,644,107,213,319,39677,37766,77446,4746,4805,9551,292,281,571,81924,89130,171054
CED506,934,1370,2306,13159,13018,26175,0,0,0,1441,1372,2813,127,131,257,22004,21117,43119,299,301,601,406,317,719,481,544,1024,180,165,342,454,489,944,36,20,56,1003,1066,2072,1005,1078,2081,1446,1175,2627,138,207,345,456,500,957,2415,2753,5169,3224,3321,6544,98,99,194,48366,47669,96037,765,480,1247,1143,856,1994,74,75,147,397,361,754,119,74,197,311,357,668,829,795,1626,58333,45858,104191,350,193,543,155,204,356,58831,46254,105089,30466,17664,48134,812,504,1319,142227,115674,257904
CED507,500,837,1339,8534,11019,19551,0,0,0,1190,1287,2479,0,5,7,11445,13465,24907,226,298,525,200,222,421,433,619,1056,215,264,484,162,207,366,17,17,30,269,349,616,406,479,889,821,954,1779,76,130,207,226,258,488,1251,1813,3061,2180,2533,4712,86,105,192,27740,34020,61758,338,309,649,504,462,963,37,41,82,4,13,23,137,110,250,187,310,501,336,438,771,38817,37226,76036,231,156,386,101,178,286,39150,37556,76712,6208,5430,11637,186,142,328,75007,79226,154241
CED508,1025,1588,2619,6003,7592,13591,0,0,0,955,1159,2114,34,38,74,18895,21727,40625,89,105,196,734,823,1555,225,287,513,63,80,143,126,170,297,56,57,109,384,456,842,722,840,1567,897,985,1878,44,67,109,88,98,188,777,1165,1947,2092,2534,4627,72,77,147,32248,38261,70513,1128,1134,2264,1007,1028,2035,91,124,214,6,3,8,248,203,451,306,396,704,553,605,1159,37743,36306,74050,289,235,526,160,251,412,38197,36795,74991,4880,4507,9390,246,204,455,79387,84247,163632
