CED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
CED227,82894,85913,168811,6810,6524,13337,13342,12949,26297,5519,5059,10580,5095,4935,10037,12367,13669,26034,13182,13467,26646,10233,10594,20829,7456,8026,15482,5156,6056,11215,2913,3364,6279,813,1266,2078,116,178,291,82374,85098,167474,522,810,1333,596,680,1275,35,22,61,13,12,27,644,716,1360,54753,56707,111455,24448,25304,49750,58107,60132,118233,20906,21595,42505,69846,71937,141779,1962,1837,3793,12535,12161,24693,4348,4185,8534,1774,2059,3831,2380,4319,6701,33501,39623,73117,8356,7789,16147,10678,8922,19595,4248,3612,7861,2235,2383,4612,428,517,944
CED228,100967,100518,201482,9050,8501,17547,16073,15410,31483,5869,5418,11284,7037,6093,13134,17225,18761,35988,18796,17641,36441,10729,10609,21338,8059,8753,16813,5311,5742,11054,2263,2547,4811,565,1040,1600,213,329,537,100450,99825,200274,515,689,1210,886,994,1881,13,16,31,24,20,44,919,1032,1948,49590,49646,99238,45615,45233,90844,47114,47020,94131,47387,47115,94505,73644,72902,146547,2338,2110,4449,14706,14151,28857,4596,4449,9049,3001,2762,5765,4015,6053,10065,46101,47708,93806,7321,6927,14255,9635,8554,18192,3898,3656,7556,2638,3268,5911,1082,1396,2477
CED229,82120,85130,167249,3574,3446,7022,6325,6162,12489,2926,2965,5891,5565,5979,11544,19783,20844,40629,14227,14201,28426,10533,10810,21345,8488,8668,17155,6367,6696,13062,3226,3586,6808,1101,1788,2886,304,311,619,79260,82876,162136,2861,2250,5112,386,362,752,16,15,27,25,14,38,426,389,812,46627,47602,94231,30108,32441,62556,56190,56765,112954,20282,23018,43300,60932,63038,123972,1122,1105,2224,5939,5777,11721,2518,2583,5104,2840,3203,6044,5109,6809,11918,54966,58860,113828,4661,4556,9211,4042,3640,7679,1519,1368,2889,1132,1326,2457,320,384,699
CED230,83300,84274,167571,4402,4433,8837,10274,9626,19902,4685,4294,8983,4351,3953,8302,9756,9943,19704,8796,9116,17909,9949,10434,20381,12143,12098,24243,10837,10493,21330,6012,6556,12568,2099,3322,5421,140,113,258,81358,82051,163409,1946,2219,4164,2403,2608,5006,81,74,153,69,87,155,2550,2767,5316,66821,68016,134837,9099,9327,18425,69428,71011,140436,7067,6881,13947,71762,73167,144926,1180,1232,2413,9261,8726,17985,3074,3076,6152,743,1010,1755,1235,2801,4041,22768,28638,51401,11526,11223,22751,14542,12474,27013,6867,5815,12682,5264,4690,9954,697,624,1321
CED231,74433,78071,152507,4078,3839,7920,8515,8081,16595,4094,3810,7905,4877,4692,9574,11788,12095,23884,10947,11553,22496,10186,10647,20833,8252,8902,17158,6321,7396,13711,3870,4811,8678,1500,2246,3748,177,167,344,73177,76942,150116,1257,1132,2386,342,317,659,19,14,40,15,16,32,377,349,728,50763,51911,102673,20554,23140,43692,50798,51654,102453,20428,23307,43740,64372,67515,131887,1271,1287,2558,8146,7734,15881,3532,3397,6929,2394,2361,4754,2799,4000,6800,40222,43760,83984,6197,5730,11923,6033,5580,11612,2623,2665,5287,2899,4061,6959,663,1126,1792
CED232,78251,80070,158319,5986,5602,11588,12516,11835,24351,5356,4947,10303,4445,3996,8443,9716,10655,20374,11645,12272,23913,10359,11083,21446,8399,8859,17256,6105,6723,12830,3045,3024,6069,674,1070,1746,74,87,158,77798,79440,157238,456,628,1081,938,885,1823,30,33,61,21,19,37,993,935,1926,60004,61424,121428,14954,15313,30269,62503,63807,126313,12414,12870,25280,69706,71001,140706,1887,1676,3560,11862,11191,23050,4266,4079,8346,1612,1664,3280,1843,3579,5422,31672,38300,69975,8699,7833,16528,9993,7872,17862,4180,3283,7461,2060,2134,4198,249,293,544
CED233,100877,103053,203933,3378,3287,6659,4932,4868,9804,3727,4473,8202,13234,15121,28356,33620,34040,67657,16795,15061,31856,9484,9216,18699,7461,7367,14827,4962,5475,10437,2480,2805,5285,804,1348,2145,744,630,1375,92494,95519,188008,8385,7534,15922,594,534,1134,20,19,34,21,21,43,640,571,1213,49845,48548,98387,42299,46456,88748,58237,55839,114071,33548,38984,72539,64537,64824,129357,870,834,1706,4442,4368,8802,3013,3810,6823,8070,9537,17604,9490,11753,21235,72467,75351,147819,4304,3885,8193,3773,3262,7035,1379,1358,2735,1288,1961,3250,644,1043,1689
CED234,83693,88803,172505,4088,4007,8094,10508,9772,20276,5326,4811,10138,5692,5064,10750,10236,10400,20638,11071,12228,23302,11191,12224,23419,10027,11074,21095,7601,9001,16604,5564,6868,12429,2398,3355,5747,262,262,527,82527,87024,169552,1169,1780,2953,241,219,453,9,7,17,9,4,9,249,228,479,46355,46952,93304,34613,38908,73518,44688,45168,89857,36181,40558,76734,67352,70672,138027,1425,1363,2790,10105,9427,19538,4804,4387,9188,3167,3004,6173,3166,4372,7538,47995,51495,99485,6090,6132,12225,5718,5986,11703,2739,3079,5814,2843,3940,6782,737,1034,1776
CED235,70542,74106,144638,3908,3731,7639,9045,8408,17454,3894,3846,7736,3307,3121,6425,7466,8154,15621,7584,8204,15786,8449,9226,17672,10015,10984,20997,9961,10453,20413,5334,5607,10943,1581,2373,3952,88,77,166,69518,72743,142264,1016,1359,2374,941,918,1860,43,36,85,22,30,51,1007,979,1990,56698,59215,115911,8910,9907,18814,62817,65811,128625,3289,3858,7152,63329,66437,129767,1098,987,2082,8312,7708,16020,2775,2978,5748,762,991,1757,1120,2708,3827,21945,28810,50760,9910,9641,19552,12499,10778,23276,5340,4673,10015,3213,3216,6427,273,272,542
CED236,79263,79580,158844,4472,4139,8611,10266,9628,19890,4939,4338,9281,4405,4060,8467,9215,9418,18630,8560,9034,17593,9963,10105,20063,10726,10925,21650,9454,9508,18959,5500,5747,11247,1764,2677,4438,78,84,162,76827,77618,154444,2434,1957,4392,2359,2440,4798,65,66,125,76,74,149,2504,2573,5076,62826,63333,126160,9877,10209,20084,64822,65765,130592,8107,8217,16325,68231,69148,137381,1214,1117,2330,9317,8772,18091,3343,3276,6623,912,1239,2142,1364,2983,4344,22080,28270,50351,10545,10080,20624,13971,11746,25712,6556,5269,11817,4562,4012,8578,661,584,1241
CED237,85034,85693,170731,5834,5430,11268,11494,10744,22237,4971,4624,9592,5968,5362,11333,13280,13179,26458,13319,13170,26490,10353,10628,20981,8808,9561,18367,6429,7218,13644,3417,4009,7422,1152,1772,2926,160,179,339,84069,84405,168472,972,1286,2257,673,752,1427,15,19,39,24,24,44,712,797,1508,46309,46248,92561,34817,35624,70449,37893,37392,75287,42813,43883,86694,68748,69976,138724,1691,1574,3268,10788,10073,20861,4012,4007,8021,2543,2606,5150,3192,4369,7558,39529,41341,80869,6718,6134,12857,8173,7113,15285,3608,3495,7098,4332,5649,9981,1438,1924,3362
CED238,76581,77588,154166,3951,3743,7697,9373,8692,18071,4474,4128,8602,3760,3473,7235,8606,8473,17079,8263,8592,16858,9733,10064,19796,11232,11657,22885,10269,10167,20434,5214,5763,10980,1694,2837,4532,87,75,161,73758,75573,149332,2823,2014,4833,1431,1343,2778,35,28,62,41,20,56,1506,1390,2893,64025,65097,129125,7060,7238,14296,67416,69573,136989,3095,3179,6278,67459,69674,137127,1122,1087,2213,8592,8021,16609,3077,3098,6178,725,1019,1744,1380,2736,4115,23606,30904,54515,11002,10654,21656,13404,10226,23630,5889,4660,10557,3806,3425,7231,309,238,546
CED239,76790,80323,157115,4566,4395,8958,7798,7610,15410,3353,3190,6539,5797,5770,11568,16671,17148,33822,13062,12949,26013,9372,9552,18916,7061,7525,14583,4485,5311,9793,2945,4116,7062,1687,2766,4452,139,145,283,75802,79076,154886,985,1245,2234,449,472,927,12,14,21,23,22,42,487,506,988,47754,50060,97807,25566,26923,52489,46341,48071,94410,26793,28619,55408,62058,66110,128164,1364,1284,2647,7396,7159,14553,2785,2780,5564,2878,3054,5940,4437,5976,10415,44238,47791,92030,5013,4276,9286,5103,4369,9470,2229,2174,4404,3219,4689,7912,926,1449,2378
CED297,493,72,565,0,0,0,0,0,0,0,0,0,4,0,4,30,17,52,131,14,140,163,18,182,141,24,158,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,493,74,560,6,0,10,0,0,0,0,0,3,3,3,7,122,20,138,28,6,41,141,20,163,13,0,13,148,20,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,86,36,3,38,47,3,49,5,0,5,4,0,4,0,0,0
CED301,93418,95982,189401,6820,6352,13173,14797,13989,28783,6242,6078,12322,6110,6044,12152,13335,14362,27695,12668,12911,25576,11123,11940,23064,10059,10544,20605,7514,7892,15409,3750,4283,8035,1003,1585,2591,132,133,262,90865,94466,185327,2556,1519,4074,4839,4969,9805,188,198,383,248,249,496,5270,5406,10685,72422,73942,146368,15702,16866,32570,78537,80899,159429,8520,9574,18096,80188,83039,163224,1738,1621,3358,13656,12990,26646,4060,4332,8387,1062,1655,2716,2186,4613,6800,33997,38931,72927,6000,5810,11814,18385,17880,36273,4533,4083,8615,3512,3532,7046,384,421,804
CED302,78868,83274,162139,4880,4588,9468,11316,10932,22253,5304,4962,10264,5078,4726,9809,9776,10360,20134,11535,12768,24306,11061,11735,22796,8683,9348,18024,6387,7304,13685,3627,4451,8083,1227,2100,3326,158,189,342,77941,82212,160159,926,1061,1984,1401,1435,2835,98,113,206,113,109,222,1609,1654,3270,53159,55170,108330,23276,25601,48871,59390,61374,120760,16792,19154,35942,67222,70736,137955,1570,1476,3050,10862,10500,21369,4332,4264,8600,2092,2216,4306,2503,4131,6635,41516,44993,86503,4131,3706,7840,9931,11098,21026,2302,2387,4694,1893,2485,4383,313,367,680
CED303,76654,81167,157828,4222,4000,8226,10473,9711,20186,5261,4836,10096,4329,3791,8119,7746,8308,16052,9217,10213,19433,10133,11399,21531,10109,11260,21367,8832,9799,18635,4854,5502,10351,1478,2348,3824,77,99,176,75899,79839,155735,758,1334,2094,2030,2169,4204,104,94,198,140,116,252,2275,2377,4652,56843,59440,116288,17350,19101,36448,68846,71837,140687,5267,6540,11802,68437,72262,140704,1355,1245,2599,9988,9308,19301,3830,3882,7713,1168,1447,2621,1549,3173,4728,33013,36980,69992,5369,4978,10347,15280,16613,31890,3276,3155,6426,2280,2452,4727,158,186,345
CED304,93405,94269,187676,3955,3847,7802,7889,7819,15704,4588,4833,9415,8909,10267,19178,21915,21861,43773,15197,14128,29327,12391,12071,24466,9255,8983,18238,5716,5842,11562,2761,3148,5908,834,1468,2299,631,498,1126,86525,88651,175178,6883,5616,12503,1160,1182,2347,103,106,207,70,77,148,1339,1360,2700,60538,60884,121422,26426,27755,54183,70823,70278,141108,15820,18040,33866,73201,73501,146696,1148,1201,2347,7463,7460,14923,3831,4149,7975,4210,5253,9464,6310,8152,14459,61460,63304,124765,3904,3482,7389,6697,7177,13872,1675,1469,3144,1048,1174,2223,266,268,537
CED305,90468,81118,171585,5067,4642,9706,11375,10663,22039,5190,4693,9883,5076,4683,9758,12520,10942,23456,12551,10508,23054,12541,10440,22978,12181,10633,22817,8738,7885,16627,4063,4346,8411,1164,1687,2846,174,104,273,75262,76414,151682,15201,4699,19905,4521,4277,8802,456,391,845,479,425,906,5462,5098,10553,67550,65084,132631,8435,8478,16917,71189,69474,140660,4155,4270,8425,71681,70067,141752,1234,1127,2362,10372,9784,20160,3131,3179,6312,745,1083,1826,1501,3066,4563,27354,30649,58002,5646,5000,10650,18919,16432,35360,4230,3299,7533,3616,3194,6808,278,212,499
CED306,83630,83379,167008,4702,4295,8998,10999,10336,21330,4954,4654,9613,4981,4898,9880,10804,11093,21898,10143,10675,20817,10692,10909,21596,11330,11256,22582,9355,8874,18228,4519,4560,9082,1152,1830,2980,458,311,767,77426,78723,156148,6199,4658,10860,3981,3755,7737,775,735,1512,840,840,1677,5600,5330,10924,64887,64015,128903,11286,12611,23891,69661,69909,139577,5607,6410,12013,70491,70967,141452,1177,1093,2270,10079,9447,19529,3114,3203,6316,761,1110,1874,1483,3190,4667,28317,32956,61277,6006,5516,11520,18826,17041,35864,4018,3586,7603,3444,2995,6438,266,245,503
CED307,77634,80053,157685,4879,4417,9293,11998,11069,23060,5612,5239,10852,4756,4405,9165,9200,9566,18767,10422,11553,21972,11173,11942,23121,8889,9529,18419,6647,7364,14014,3316,3675,6987,753,1294,2045,79,77,157,77329,79509,156835,305,543,847,1929,1987,3912,111,111,226,130,104,235,2175,2204,4373,60274,61322,121592,15316,16603,31920,68990,70290,139277,6476,7482,13964,70231,72060,142285,1518,1408,2927,11531,10596,22129,4255,4282,8541,1478,1702,3177,1997,3733,5734,36591,39976,76573,4917,4395,9311,12641,13254,25897,2672,2497,5172,1757,2019,3775,207,213,417
CED308,93654,100073,193736,5817,5604,11422,12821,11970,24793,5816,5670,11486,6033,6030,12062,12400,13424,25823,12101,13289,25390,12029,13554,25579,10599,11874,22466,9083,10541,19619,5561,5965,11527,1403,2163,3562,225,206,427,92392,98496,190888,1267,1581,2847,2106,2175,4277,81,89,169,84,115,196,2270,2378,4645,60225,62810,123034,28298,31751,60049,75685,79548,155228,12570,14656,27223,74843,79836,154680,1732,1680,3421,11843,11139,22983,4134,4246,8377,1810,2293,4106,2628,4985,7614,40482,46020,86502,6800,6783,13585,16365,17543,33908,4067,3933,8003,2111,2410,4517,296,364,659
CED309,81677,88890,170568,4434,4132,8565,10952,10449,21406,4884,4679,9559,3995,4206,8197,8649,9613,18262,10040,11344,21380,10733,12132,22866,10417,12229,22647,9989,10998,20984,5777,6419,12194,1804,2693,4501,168,150,323,79609,86413,166023,2068,2479,4544,1770,1865,3635,80,101,178,95,88,189,1943,2054,3995,60955,65392,126351,16533,19103,35632,72656,78530,151186,4672,5741,10410,70943,77026,147971,1340,1228,2568,10287,9787,20080,3495,3608,7105,1034,1572,2604,2034,4131,6166,35607,41729,77333,6074,6100,12178,14950,16419,31371,3303,3170,6471,1988,2100,4091,177,169,342
CED310,82412,90390,172800,4388,4121,8507,10890,10298,21186,5203,5212,10415,4491,4758,9249,9305,10321,19627,9630,11097,20727,10443,11940,22378,10166,11947,22110,9734,11166,20899,6156,6827,12981,2005,2714,4718,262,213,478,79736,87463,167198,2676,2928,5602,1962,2011,3972,91,80,173,76,92,163,2123,2178,4301,61706,67120,128829,16383,18660,35047,73172,80080,153258,4915,5787,10704,71460,78567,150025,1325,1267,2592,10184,9694,19872,3570,3988,7561,1308,1786,3091,2081,4265,6344,35074,41337,76414,5802,5994,11794,16013,17943,33954,3505,3442,6952,2343,2429,4770,181,156,340
CED311,86784,79988,166771,4983,4868,9847,11811,11286,23095,4951,4501,9455,4528,4067,8591,10429,10038,20469,11036,10282,21319,11807,10633,22441,12440,11079,23517,9681,8311,17991,4223,3770,7994,902,1155,2058,786,166,957,79471,77869,157343,7313,2120,9433,4813,4995,9809,180,162,345,384,409,793,5383,5574,10950,66510,63607,130122,9279,9396,18673,72285,69287,141568,3869,4079,7940,72078,69097,141177,1148,1131,2279,10662,10225,20891,2971,2942,5916,467,791,1259,1211,2920,4133,24841,28482,53328,6005,5429,11430,19732,16955,36690,4830,3688,8512,4062,2972,7032,277,167,442
CED312,93866,98491,192358,6932,6757,13685,14564,14083,28642,6396,6011,12403,6436,6539,12967,13759,14688,28448,12754,13595,26351,11457,12283,23741,9349,10250,19599,7308,8269,15574,3886,4441,8321,1025,1593,2621,124,133,256,93090,97425,190520,770,1066,1832,3132,3385,6521,161,180,341,192,203,392,3487,3768,7255,63213,65582,128797,25037,27126,52157,75014,78317,153332,12828,14031,26862,75132,79232,154360,1891,1792,3676,13246,12918,26160,4281,4363,8647,1340,1919,3261,2235,4578,6806,36456,41226,77679,6501,6366,12862,16736,17086,33817,4349,4009,8361,2643,2830,5471,576,678,1252
CED313,87733,91757,179495,4492,4221,8717,9250,8746,17993,4982,4882,9858,7896,9162,17064,18160,18963,37125,14027,14468,28495,11564,12036,23600,8358,8661,17019,5339,5715,11057,2640,3185,5825,1016,1721,2741,404,298,695,83163,87351,170511,4572,4407,8980,1229,1285,2511,85,86,177,90,73,161,1395,1447,2842,57951,59865,117815,24826,27110,51938,66213,68087,134297,16322,18636,34963,71014,73747,144763,1279,1268,2544,8807,8352,17159,4136,4143,8278,3880,4770,8651,5413,7176,12586,55256,59289,114546,3650,3283,6929,6911,7768,14682,1736,1670,3404,1258,1646,2898,263,356,620
CED314,77123,83352,160478,4891,4788,9680,11376,10978,22353,5551,5368,10919,5057,5059,10117,9987,10698,20685,9083,10066,19147,8998,10155,19153,8669,9723,18388,7511,8504,16020,4523,5495,10017,1484,2514,3998,91,93,186,73925,80272,154198,3193,3080,6277,3651,3989,7642,102,149,245,108,151,260,3862,4284,8147,62170,67388,129556,10911,11926,22832,65618,71323,136945,7323,7885,15207,67634,73616,141251,1253,1223,2477,10686,10349,21036,3863,4045,7904,1297,1742,3042,2532,4286,6812,29736,35138,64878,4505,4640,9142,15145,16056,31203,3550,3377,6923,3579,3589,7172,472,738,1209
CED315,81362,84284,165646,5270,4737,10007,11546,10897,22440,5496,5686,11184,6722,6254,12977,11940,12168,24109,9983,11172,21157,9738,10724,20464,9190,9800,18992,7171,7464,14636,3435,3882,7320,861,1499,2362,249,141,389,76508,80744,157250,4858,3542,8401,5573,6072,11644,921,981,1899,1175,1255,2426,7665,8305,15970,63918,66275,130195,10887,12395,23282,68119,70833,138953,6385,7552,13941,70389,73578,143962,1442,1275,2710,10526,10010,20538,3475,4054,7534,1464,2272,3741,2311,4267,6580,32338,36964,69297,5645,5421,11067,14367,14912,29276,3371,3245,6615,2432,2547,4977,341,330,672
CED316,77188,82772,159958,3569,3343,6913,9465,8887,18352,4307,4097,8405,3506,3510,7016,7221,7895,15120,7156,8346,15503,8582,9812,18391,10624,12466,23095,12849,13580,26423,7915,8016,15932,1994,2816,4813,189,214,400,74713,80172,154888,2467,2604,5070,3481,3624,7111,179,141,318,217,227,436,3877,3992,7871,60915,64493,125403,11334,13229,24556,68921,73451,142370,3616,4599,8208,68598,73443,142044,929,942,1868,8728,8263,16993,2668,2808,5475,502,779,1283,1332,2829,4161,23817,28497,52319,5658,5847,11505,19518,21276,40792,5324,5070,10391,4643,4376,9017,347,303,654
CED317,96956,91561,188512,5248,4833,10075,12477,11641,24114,5664,4952,10609,5066,4462,9536,11887,11070,22957,10693,10724,21415,11876,11671,23543,13630,13429,27054,13040,11583,24624,5934,5365,11307,1455,1824,3281,806,394,1202,88557,87707,176264,8402,3848,12246,10474,10468,20940,1083,905,1992,1407,1329,2737,12968,12700,25669,73328,69573,142911,11380,12141,23520,76467,74098,150574,7487,8036,15520,79891,77752,157646,1131,1042,2179,10874,10231,21101,3115,3058,6172,485,743,1229,1287,3031,4317,28886,32633,61520,6849,6297,13146,21778,18957,40738,5151,4079,9238,4833,3797,8630,478,451,933
CED318,94113,95012,189123,5164,4958,10117,12414,11664,24077,5368,5262,10632,5236,5241,10473,12328,13317,25652,11824,12904,24724,12936,13278,26212,12636,12813,25452,10490,9739,20224,4637,4359,8993,1082,1477,2561,782,556,1338,84846,87976,172821,9268,7038,16305,6204,6854,13062,4399,4750,9144,3305,3348,6658,13911,14955,28863,64360,63629,127990,18308,21537,39843,67087,66688,133775,15089,17921,33013,75963,76448,152415,1173,1198,2370,11022,10391,21411,3301,3463,6772,917,1347,2263,2533,4924,7460,36293,41527,77815,6931,6764,13692,15640,14461,30105,3822,3276,7097,2567,2443,5010,479,522,1005
CED319,78471,83067,161535,4947,4685,9636,9669,9059,18731,4439,4196,8636,5088,5246,10332,12513,13197,25708,12069,12383,24452,10357,10909,21272,8221,8848,17073,6113,6942,13052,3556,4823,8381,1497,2780,4271,147,174,323,76392,80841,157233,2072,2221,4298,1731,1818,3556,113,149,265,143,154,292,1993,2125,4116,56761,59430,116189,18628,20402,39029,63316,65910,129220,11678,13527,25202,67273,71155,138435,1433,1387,2823,9178,8669,17845,3488,3504,6998,1802,2318,4126,3095,4810,7909,41953,45162,87111,4084,3721,7806,9977,11520,21494,2205,2146,4354,1982,2781,4762,310,366,668
CED320,90363,94721,185080,5558,5399,10956,12932,12187,25111,5789,5623,11414,5585,5333,10922,11600,12251,23851,10582,11609,22195,10937,11822,22766,10250,11491,21737,10003,11016,21020,5680,5991,11671,1435,1996,3437,357,206,562,87799,93416,181221,2560,1300,3864,4079,4195,8270,163,149,310,240,215,452,4481,4553,9039,70082,72122,142210,15649,17821,33470,79074,83453,162522,5154,6493,11649,77883,82793,160680,1585,1480,3064,11987,11332,23318,3707,4026,7730,969,1446,2411,1741,4013,5751,31043,36644,67684,6413,6608,13018,20818,20581,41391,5074,4706,9781,3532,3473,7006,345,311,648
CED321,80120,78297,158421,4410,4103,8515,10276,9802,20074,4354,3995,8354,3953,3865,7821,8994,8847,17846,8420,8615,17038,10029,9946,19973,11576,11407,22988,11088,10212,21294,5574,5451,11026,1439,2050,3491,191,136,328,74997,75500,150495,5127,2799,7922,5300,5507,10804,128,143,270,186,177,363,5609,5835,11438,64286,63505,127793,6930,7240,14174,68816,68196,137009,2883,3095,5979,69011,68464,137473,894,895,1797,9135,8743,17879,2383,2530,4912,414,765,1185,1051,2449,3500,23013,27562,50574,4721,4767,9490,19280,17513,36796,5019,3776,8793,4982,3825,8808,321,265,584
CED322,78203,86472,164676,4449,4051,8501,10310,10123,20431,4899,4656,9555,4392,5026,9415,9697,11056,20754,10465,12139,22601,10609,11576,22190,8891,10419,19307,8087,9277,17363,4756,5463,10222,1646,2686,4338,214,198,411,75937,83630,159563,2267,2847,5115,1508,1539,3050,81,87,173,62,69,133,1653,1696,3349,55389,60114,115502,18809,22024,40829,65914,71905,137822,8036,10024,18058,66315,73019,139334,1457,1303,2762,9755,9552,19307,3711,3805,7515,1623,2190,3817,2496,4437,6934,36304,42704,79011,5269,5320,10592,13028,14427,27457,2928,3046,5978,1586,1763,3343,193,206,400
CED323,91438,95725,187162,4150,3855,8008,9112,8477,17590,4801,4700,9500,6320,6854,13175,14594,15126,29720,11879,12282,24160,11680,12379,24055,10999,11983,22983,9934,10713,20651,6073,6718,12787,1897,2641,4543,465,449,911,86401,90938,177338,5037,4792,9826,1583,1632,3217,95,72,171,72,89,159,1748,1794,3540,55754,56537,112292,28062,31410,59470,68378,70034,138420,15082,17766,32849,69669,72297,141965,1260,1146,2402,8307,7830,16133,3496,3658,7155,2360,2986,5348,4154,6223,10379,45192,49031,94218,6168,6017,12185,13486,14685,28170,3353,3227,6578,1921,2141,4066,302,335,639
CED324,82827,84617,167451,5007,4715,9723,10378,9979,20358,4680,4658,9338,6807,6272,13079,14448,13928,28382,12607,13019,25624,10045,10519,20569,8226,8673,16897,6135,6861,12998,3370,3966,7339,1128,2021,3147,231,273,507,81719,83227,164958,1108,1387,2497,1080,1204,2284,82,101,181,81,113,197,1243,1418,2662,47490,47870,95355,32072,33688,65760,49680,49929,99608,29547,31172,60726,65065,66701,131768,1469,1348,2815,9896,9510,19401,3839,4011,7846,3311,3370,6676,4577,5829,10408,48838,49880,98713,3300,2986,6284,7304,8310,15617,2009,1975,3986,1883,2562,4443,750,935,1687
CED325,92666,92899,185565,7050,6420,13465,14403,13503,27905,6389,5970,12364,6306,5771,12079,13801,13941,27744,13962,14164,28130,11614,11981,23591,9275,9560,18839,6129,6710,12839,2927,3509,6441,805,1368,2170,147,195,347,88966,92048,181007,3706,853,4554,3173,2865,6041,236,160,392,222,208,430,3624,3231,6858,56272,53742,110013,32422,35163,67582,57577,58061,115635,27613,30099,57711,73065,74797,147869,1826,1660,3481,13307,12462,25773,4546,4748,9296,1827,2260,4089,2859,4785,7646,42455,44926,87381,5101,4905,10005,13097,11931,25024,2992,2898,5892,2583,3085,5665,1005,1419,2421
CED326,88094,95622,183714,5954,5544,11494,12876,12233,25105,5612,5291,10904,5061,5001,10065,10754,12022,22776,12445,13681,26123,11317,12478,23795,9361,10850,20212,8224,9792,18014,4856,6023,10882,1630,2721,4350,134,158,295,87194,94176,181370,895,1450,2347,2763,2956,5726,153,161,312,185,213,405,3109,3335,6440,60805,65497,126299,23757,26327,50089,71591,77363,148960,12778,14300,27081,74947,81008,155951,1689,1578,3268,12171,11580,23749,4092,4089,8181,1319,1675,2989,2357,4662,7022,38354,43576,81933,5718,5750,11464,14903,17281,32181,3661,3600,7258,2670,3192,5865,365,354,717
