CED_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
CED330,160,711,3364,17103,25845,5886,2243,3082,58403,22,125,824,468,113,18,0,170,1736,10,31,204,289,82,16,0,79,713,31,158,1028,756,189,38,3,251,2453,0,16,107,68,23,0,0,35,246,0,3,10,0,0,0,0,0,9,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,34,79,30,16,10,6,25,199,0,50,193,99,42,10,7,59,464,88,179,44,44,50,10,12,127,553,17,26,23,27,32,7,4,62,192,295,1126,4664,18029,26155,5946,2263,3576,62061
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,5
CED401,61,543,6387,24850,9725,1736,361,1180,44840,41,1253,5871,4130,483,59,24,643,12509,15,296,2521,3825,444,53,12,312,7475,60,1546,8396,7955,934,110,38,952,19987,38,1357,4741,628,36,8,10,381,7191,45,324,1308,195,13,0,0,129,2022,70,688,2179,368,26,7,0,211,3546,71,1053,1771,343,10,0,0,254,3506,3,13,30,24,5,3,0,20,102,233,3443,10026,1556,96,13,11,989,16369,19,37,66,60,25,8,3,99,317,23,75,91,83,27,4,6,78,392,384,5643,24959,34510,10800,1876,419,3307,81907
CED402,179,1047,6988,32953,16228,2215,440,3484,63543,17,518,2209,1740,131,26,13,525,5174,0,17,44,38,9,8,3,7,126,19,536,2245,1783,140,27,13,533,5300,7,291,902,186,17,0,5,129,1547,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,10,7,298,918,195,17,0,5,133,1579,128,343,159,151,51,20,4,287,1157,40,80,66,80,40,6,7,112,432,377,2313,10385,35164,16475,2273,474,4555,72007
CED403,26,376,5146,25818,12289,2358,466,924,47408,15,898,5752,5033,554,61,20,553,12885,7,147,884,2012,350,55,3,126,3589,21,1047,6635,7048,906,117,29,678,16471,29,1124,4687,652,25,4,0,278,6794,0,141,505,148,7,0,0,28,832,3,120,311,207,12,0,0,23,669,3,93,124,66,0,0,0,10,303,0,10,5,4,7,0,0,3,36,36,1475,5634,1087,43,8,5,353,8634,24,43,51,50,16,0,0,47,221,9,42,55,46,12,0,0,19,194,116,2978,17523,34041,13264,2483,494,2016,72925
CED404,273,1323,7877,31775,14834,2159,443,3689,62374,24,577,1763,3924,307,65,53,835,7548,0,8,25,143,63,6,0,15,261,32,591,1790,4063,375,78,53,855,7819,18,318,846,248,19,4,0,208,1664,0,15,42,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,13,20,9,4,0,15,60,19,339,896,268,24,11,0,228,1783,399,746,276,174,71,21,7,763,2454,141,288,107,116,51,16,22,110,853,864,3275,10945,36398,15357,2280,528,5636,75285
CED405,56,386,5602,28585,11098,1614,281,1201,48820,28,780,4738,3855,345,25,5,561,10340,3,149,1474,2674,617,71,11,185,5183,33,930,6212,6529,961,98,16,748,15524,32,878,3881,446,45,0,5,326,5606,5,56,613,71,4,0,4,64,824,0,216,559,78,3,0,0,42,895,0,0,56,48,0,0,0,0,108,0,17,18,15,3,0,0,11,74,40,1172,5131,658,55,0,7,451,7515,23,52,48,40,13,0,0,123,301,8,23,40,67,17,5,5,25,196,156,2562,17035,35879,12145,1716,311,2550,72357
CED406,35,265,2669,35811,15901,2381,367,1642,59056,19,468,2809,1051,60,5,8,373,4795,0,24,294,550,56,4,0,69,1002,19,492,3103,1601,118,10,8,443,5793,4,186,472,323,17,0,0,78,1090,0,7,42,0,0,0,0,11,54,0,6,41,5,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,12,11,8,3,3,0,12,50,0,211,560,339,15,3,0,101,1236,35,107,113,13,0,0,0,77,350,3,9,12,28,12,3,0,9,70,93,1071,6457,37790,16046,2395,378,2270,66507
CED407,48,228,2430,35169,15209,2337,365,1407,57194,9,383,2951,1149,85,0,6,245,4828,3,14,369,1064,64,3,3,52,1565,11,398,3327,2214,150,6,6,293,6400,20,237,954,329,7,0,0,129,1678,0,10,272,75,0,0,0,15,380,0,17,271,34,0,0,0,13,334,0,0,0,0,0,0,0,0,0,0,9,7,4,4,5,0,18,46,17,275,1513,444,5,5,0,171,2430,0,0,0,9,8,0,0,0,27,9,16,26,34,10,0,0,15,110,81,919,7301,37870,15389,2347,370,1881,66160
CED408,153,941,6723,30816,19843,3313,643,2408,64849,13,285,1550,659,47,4,0,165,2725,0,12,88,246,54,7,3,21,425,13,293,1638,906,96,13,3,184,3154,7,107,262,81,5,0,0,35,498,0,25,47,15,6,0,0,7,101,0,0,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,8,0,5,0,0,9,28,8,135,322,105,14,3,0,54,638,89,253,106,47,10,3,0,82,580,22,46,52,57,30,5,15,15,235,279,1675,8844,31923,19988,3338,662,2740,69458
CED409,61,279,2896,34630,15375,2228,420,2561,58464,61,672,2991,4540,296,39,16,925,9541,0,37,338,481,35,4,0,80,977,60,707,3330,5019,327,43,16,1005,10515,18,377,660,81,6,0,0,152,1303,0,15,45,3,0,0,0,24,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,18,18,395,709,89,3,0,0,179,1406,59,169,54,22,0,0,0,115,430,14,40,15,58,32,0,4,18,176,219,1591,7009,39825,15738,2275,442,3883,70987
CED410,27,291,4370,27959,14383,2789,504,1119,51437,11,716,4967,3881,524,51,4,379,10531,4,244,1396,2474,375,49,8,164,4706,18,965,6364,6350,902,98,10,536,15239,48,1255,4922,808,43,11,11,379,7491,0,59,323,29,0,0,0,46,450,0,81,313,53,0,0,0,27,471,0,39,60,23,0,0,0,5,123,0,5,9,6,6,3,0,13,40,47,1440,5625,918,51,17,11,466,8577,23,50,24,21,7,0,0,17,139,7,35,56,51,25,0,7,14,192,122,2769,16434,35295,15364,2910,532,2149,75578
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,55,337,1983,18547,33231,3287,486,2525,60456,6,271,1111,1113,63,0,3,170,2743,3,64,287,283,35,5,0,52,717,8,334,1400,1400,96,5,3,222,3462,6,167,837,284,24,0,0,155,1476,0,46,289,54,0,0,0,45,431,0,61,178,63,3,0,0,23,330,0,0,15,14,0,0,0,0,34,0,12,9,12,12,4,0,8,51,9,287,1330,423,42,5,0,227,2322,32,144,106,8,6,0,0,131,429,0,12,9,8,25,6,0,31,88,103,1122,4824,20385,33405,3297,492,3137,66760
CED502,54,252,1756,23680,26367,2780,497,2639,58024,11,467,1497,3252,184,17,8,471,5917,0,53,243,194,12,0,0,48,552,11,520,1745,3448,195,21,8,520,6472,3,85,230,191,8,0,4,61,581,0,57,195,50,0,0,0,21,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,13,6,3,5,8,82,4,168,457,246,14,10,8,88,991,33,137,27,27,28,3,4,130,376,3,7,17,10,10,0,0,20,81,111,1072,4004,27412,26620,2809,518,3393,65938
CED503,95,566,3155,15995,28003,3437,714,2098,54057,9,447,1692,1629,82,6,8,292,4178,5,48,317,662,70,7,0,58,1161,13,499,2008,2290,156,18,8,349,5340,0,103,238,108,0,0,0,58,515,0,4,59,121,12,4,0,10,203,0,7,65,120,0,0,0,14,212,0,0,48,107,0,0,0,8,170,0,22,35,11,12,0,4,11,80,0,135,446,470,22,3,4,97,1186,63,283,267,93,17,4,3,178,920,3,19,30,17,19,0,0,16,113,174,1501,5907,18861,28223,3473,729,2737,61609
CED504,34,217,1473,24150,22229,3274,529,2123,54035,17,927,2919,7430,427,39,16,830,12612,6,144,428,835,114,8,0,132,1662,22,1067,3348,8261,541,47,18,959,14274,0,178,367,110,4,0,0,43,710,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,19,21,6,6,0,0,3,67,0,192,406,122,11,0,0,52,790,0,0,0,0,5,0,0,47,57,3,3,9,21,3,0,0,23,60,67,1490,5242,32554,22788,3327,555,3204,69220
CED505,30,223,2923,14944,15445,4404,769,861,39598,10,482,2855,4343,409,40,10,385,8538,13,416,1797,3785,795,57,6,246,7123,24,902,4657,8130,1203,95,20,634,15657,26,902,2695,410,21,3,8,291,4356,107,1294,2081,417,24,3,4,253,4181,38,1195,1839,529,14,0,0,272,3885,0,84,597,208,15,0,0,47,963,0,12,5,9,6,0,0,3,34,175,3490,7218,1568,71,10,12,872,13417,4,6,4,4,7,0,0,20,41,0,8,16,17,3,0,0,19,72,235,4628,14816,24664,16730,4510,799,2411,68794
CED506,364,1494,5471,24445,20442,2719,709,6537,62176,43,684,2129,1441,214,19,14,1043,5581,13,120,368,487,199,37,3,182,1415,52,808,2496,1930,416,53,14,1225,6995,26,400,563,228,28,3,10,326,1572,0,69,119,24,0,0,3,29,242,0,44,72,34,0,0,0,58,207,0,83,77,14,0,0,0,18,195,3,8,9,8,0,0,0,5,30,31,605,832,301,24,8,11,434,2252,3483,4845,631,532,477,87,57,2259,12370,330,618,179,175,121,31,83,563,2099,4261,8371,9603,27385,21481,2895,877,11020,85894
CED507,125,647,3274,19126,25268,2717,513,2467,54146,14,523,1764,1751,211,16,11,417,4696,0,69,176,424,109,17,0,64,861,12,594,1941,2171,321,32,10,478,5560,4,145,251,115,10,0,0,67,596,0,10,70,25,0,0,0,12,123,0,4,26,7,0,0,0,6,42,0,0,13,23,0,0,0,6,38,7,16,9,9,11,0,0,0,48,4,169,372,180,22,4,0,91,841,123,422,298,68,49,3,0,448,1413,6,30,37,31,30,11,10,43,194,284,1855,5921,21572,25694,2767,538,3528,62155
CED508,59,394,2627,18324,22873,2596,427,1457,48760,13,586,2721,3316,415,36,8,445,7529,14,286,903,1369,220,17,10,186,3012,32,868,3631,4686,634,59,12,626,10541,8,326,738,145,12,3,3,101,1338,9,398,968,293,8,0,0,143,1818,49,674,1266,316,29,0,4,169,2505,0,96,257,32,0,0,0,21,407,10,26,31,27,17,8,3,6,134,70,1528,3262,806,65,10,15,441,6199,43,148,183,49,10,5,0,236,673,4,21,30,22,10,0,0,23,119,212,2962,9731,23887,23591,2671,456,2780,66286
CED509,85,371,2584,18838,27856,3896,819,1801,56247,11,400,1240,1881,184,4,3,285,4016,0,58,360,310,46,4,3,84,870,11,463,1604,2191,231,9,8,372,4881,0,77,205,49,12,0,0,36,374,0,64,271,19,0,0,0,22,375,0,24,64,8,0,0,0,16,110,0,17,33,3,0,0,0,12,63,0,26,27,13,13,4,3,7,88,3,200,592,97,21,4,3,89,1019,43,116,94,18,11,6,5,452,746,7,11,14,26,11,5,6,48,123,154,1155,4887,21167,28137,3926,839,2763,63019
CED510,36,147,778,14137,30271,5170,706,946,52201,0,183,1093,2367,257,19,4,188,4111,9,98,316,733,271,52,14,68,1560,10,284,1406,3106,530,70,15,253,5671,26,91,175,132,5,0,0,74,505,0,89,330,126,5,0,0,46,602,4,108,342,134,0,0,0,46,635,0,0,0,0,0,0,0,0,0,0,22,30,8,11,8,9,7,89,37,310,875,401,26,8,7,171,1830,35,89,64,21,8,0,0,136,364,3,3,6,10,0,0,0,27,50,123,833,3129,17673,30836,5248,732,1540,60114
CED511,239,1383,6816,26765,19210,2994,759,5172,63332,22,811,1799,1188,178,19,12,592,4616,4,31,143,165,60,5,6,78,495,29,847,1949,1354,234,22,16,665,5117,8,181,217,97,13,0,9,115,635,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,7,5,0,0,38,7,191,236,103,19,6,9,118,690,315,598,227,119,41,9,16,892,2217,66,135,83,109,86,22,44,114,661,653,3149,9304,28451,19593,3047,851,6962,72020
CED512,42,237,1761,15843,33992,3484,520,1932,57806,6,154,1001,1706,178,6,5,182,3240,0,47,202,185,33,3,0,28,503,6,201,1200,1893,208,11,9,216,3740,0,9,30,20,0,0,0,6,62,0,47,84,12,0,0,0,10,154,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,21,4,10,4,4,4,59,0,71,137,36,10,4,4,21,285,23,79,57,12,8,0,0,40,224,0,4,4,13,6,0,0,11,45,76,591,3165,17791,34223,3501,533,2219,62103
CED513,27,393,4411,19108,11189,1821,301,1185,38434,16,648,4786,5719,516,34,11,628,12358,10,412,2166,3149,679,42,13,312,6778,29,1057,6951,8868,1191,78,20,935,19137,30,1289,3566,710,24,0,9,390,6015,68,1479,2396,471,19,0,0,377,4809,137,2075,3217,747,36,5,11,507,6735,134,1602,3113,830,17,0,16,484,6191,0,10,15,6,0,0,0,3,38,367,6447,12308,2772,97,9,30,1761,23787,4,18,37,10,8,0,0,442,525,9,33,13,27,14,0,7,47,140,431,7950,23729,30779,12499,1909,355,4368,82014
CED514,59,552,4016,21149,17840,2756,569,2000,48936,45,814,3394,5554,728,78,63,720,11390,33,544,1973,3532,659,77,60,378,7248,74,1359,5369,9088,1384,153,121,1097,18636,14,687,1371,579,95,16,8,255,3022,14,601,1278,227,0,0,0,164,2285,14,843,1020,371,14,0,3,209,2476,0,434,1157,416,24,3,3,95,2135,0,14,17,12,7,0,0,5,54,42,2574,4844,1605,145,16,15,728,9966,32,52,101,16,5,0,5,123,333,9,35,27,25,13,3,5,44,163,214,4571,14355,31881,19393,2927,707,3995,78038
CED515,32,229,1851,16322,28936,5276,985,1130,54756,6,265,2426,3351,508,51,19,277,6904,0,35,220,698,355,63,10,34,1421,4,301,2651,4055,864,112,22,312,8322,4,230,580,415,33,5,4,72,1350,0,59,206,28,0,0,0,20,314,3,83,367,156,5,0,0,54,670,0,49,104,25,0,0,0,7,186,0,16,28,14,11,7,4,7,85,15,435,1287,636,52,11,9,158,2607,0,5,0,5,3,4,0,14,30,0,8,9,17,22,3,0,13,74,53,975,5799,21037,29872,5407,1015,1628,65791
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,0,3,3,0,0,4,0,13
CED601,108,700,5762,20833,7905,1525,343,1636,38811,7,536,1436,310,36,8,5,356,2694,0,63,305,341,117,25,9,44,906,13,598,1737,659,148,39,12,397,3603,18,692,1357,239,36,8,3,179,2534,0,25,77,6,4,0,0,10,118,4,11,10,0,0,0,0,0,36,0,0,6,9,0,0,0,0,11,0,45,38,16,6,0,0,11,119,24,771,1484,270,43,9,9,207,2824,11,64,69,37,20,3,5,127,334,11,28,22,19,11,0,3,21,111,169,2166,9072,21813,8127,1581,364,2393,45682
CED602,79,701,6108,23969,7827,1286,279,1975,42231,14,814,1801,273,19,6,0,331,3260,5,43,276,50,3,6,3,28,409,21,860,2073,324,24,9,4,357,3673,7,56,92,27,4,5,0,30,228,17,23,7,0,0,0,0,4,50,0,12,19,15,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,6,18,21,98,128,47,6,5,0,42,349,67,195,90,65,6,4,0,182,619,17,24,20,30,14,4,4,13,125,208,1875,8424,24435,7878,1302,290,2579,46989
CED603,74,670,5951,17060,7132,1826,426,1034,34172,10,474,941,231,45,11,4,144,1867,10,232,947,492,97,19,5,88,1897,20,705,1894,726,149,32,15,227,3761,88,1522,2475,577,111,25,13,366,5186,49,322,467,113,22,7,3,63,1041,16,134,379,71,3,0,0,42,634,0,0,21,6,0,0,0,0,31,0,48,34,10,4,3,0,13,118,155,2022,3375,783,142,36,18,486,7019,21,51,65,54,13,3,4,113,325,8,30,54,16,12,0,8,18,151,276,3487,11341,18635,7444,1898,465,1881,45425
CED604,123,787,6300,21334,9055,1875,402,1351,41221,19,367,775,134,15,3,0,115,1431,0,61,399,171,19,3,0,24,677,21,430,1169,306,35,10,0,134,2108,0,109,223,67,10,0,0,30,433,0,9,60,0,0,0,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,9,3,0,0,34,0,125,285,73,23,3,0,38,548,51,122,73,31,6,4,3,93,383,0,22,15,13,9,0,6,11,87,201,1480,7850,21761,9131,1885,409,1623,44337
CED605,226,1229,7159,22375,8068,1545,434,2332,43373,12,235,451,141,29,4,3,99,981,0,13,59,95,43,15,6,22,251,12,249,509,238,65,23,7,125,1230,11,196,1089,212,17,8,0,115,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,0,0,8,29,11,206,1098,222,27,4,0,118,1677,100,179,71,66,14,8,3,112,548,16,35,33,38,20,0,8,13,166,365,1898,8863,22938,8195,1585,457,2696,46998
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,306,1355,3502,12729,6236,1188,448,2561,28317,57,773,1743,849,98,8,5,380,3915,11,150,644,263,15,0,0,117,1207,68,932,2383,1119,109,13,6,494,5119,57,379,365,111,4,3,3,158,1082,5,40,93,25,3,0,0,61,229,0,14,112,55,3,0,0,27,215,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,9,34,63,444,579,195,11,5,4,259,1561,1868,2298,303,267,172,34,22,1526,6484,382,608,185,125,53,12,32,384,1777,2683,5635,6949,14426,6583,1245,515,5210,43257
CED702,68,244,767,11623,7464,1537,348,1530,23580,10,325,1410,574,37,3,0,261,2626,9,100,1213,727,104,4,6,191,2350,16,429,2625,1298,143,4,6,450,4973,21,516,2274,1027,101,8,4,431,4384,48,293,1140,373,3,0,0,168,2028,23,336,1805,976,24,6,6,224,3394,44,514,1140,972,46,5,4,236,2959,0,10,0,0,0,0,0,9,25,140,1670,6356,3343,179,18,11,1076,12791,252,360,42,37,14,3,0,460,1170,39,82,42,8,6,0,3,92,268,512,2782,9828,16305,7804,1564,366,3606,42780
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
CED801,36,263,1333,17524,17560,3870,709,1184,42483,12,326,1824,2854,293,6,6,242,5564,14,388,1191,1920,438,18,3,161,4133,23,712,3015,4776,731,26,10,403,9700,9,132,443,541,71,0,0,60,1258,4,367,760,174,35,0,0,75,1410,17,719,1183,318,23,0,0,117,2376,0,553,561,97,0,0,0,57,1274,6,62,47,32,11,4,0,34,191,30,1841,2992,1156,143,9,0,344,6510,0,21,48,13,3,0,0,20,99,0,10,22,18,8,5,3,14,83,89,2843,7400,23486,18453,3907,727,1967,58876
CED802,47,393,1538,10929,10756,2885,562,803,27908,19,377,1066,1413,241,30,13,145,3304,10,531,1932,3430,591,47,16,233,6793,28,911,2997,4838,836,83,25,375,10090,55,1202,1966,540,66,3,0,292,4129,62,1445,2524,486,18,0,3,225,4771,58,2730,3601,923,23,5,0,532,7865,43,1464,1674,399,17,0,0,218,3816,7,111,114,29,8,0,3,35,304,222,6958,9891,2381,131,14,3,1297,20890,5,37,29,10,0,0,0,164,248,7,48,35,20,9,0,5,12,138,313,8340,14491,18171,11727,2979,594,2649,59269
CED803,23,250,1446,15435,17787,3280,469,1089,39785,0,153,2055,2811,203,11,5,232,5467,12,249,1183,2590,597,38,0,223,4899,11,395,3242,5397,802,54,5,455,10369,4,170,352,61,5,0,3,41,642,7,725,920,240,32,0,0,103,2021,5,1410,1504,303,24,0,0,159,3418,15,538,804,191,0,0,0,66,1610,5,6,3,7,0,0,0,7,26,30,2854,3584,805,60,5,8,368,7712,10,6,0,3,0,0,0,0,24,4,13,12,12,19,3,0,5,74,82,3527,8284,21655,18666,3340,483,1923,57967
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
