CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
CED603,6,8,18,28,46,82,118,153,80,533,18,10,16,24,94,202,315,285,89,1052,230,1485,1565,1260,1239,972,627,328,190,7895,0,0,4,28,38,76,141,153,111,565,275,503,676,753,845,958,812,521,362,5711,6642,4091,7255,4416,3610,2981,1926,777,241,31938,622,489,638,458,460,446,360,256,156,3889,8137,6771,10381,7327,6911,6789,5824,3540,1713,57399,17,93,261,561,1263,2395,3252,2322,1130,11290,1064,1322,1340,1328,1225,1193,1000,535,228,9237,19,35,71,157,351,675,1051,767,332,3450,5,0,0,3,11,42,165,379,422,1021,40,98,193,321,536,1043,1300,921,325,4784,29,40,53,97,280,736,1222,1147,672,4277,10,17,29,62,79,165,282,273,131,1043,21,23,35,60,184,409,565,508,185,1996,451,2236,2535,2123,2094,1731,1050,516,271,13001,6,10,19,35,86,168,325,338,191,1159,742,867,1078,1207,1481,1672,1410,874,536,9874,13430,8875,15528,9151,7274,5849,3712,1492,415,65728
CED604,7,16,16,23,44,91,145,147,80,562,12,4,11,36,87,232,388,284,102,1156,265,1084,1404,1415,1294,1106,702,308,194,7775,4,0,5,30,36,88,170,181,123,631,330,415,631,764,873,991,942,481,241,5660,7821,3326,4667,4263,3680,3314,2255,832,230,30388,654,398,405,443,417,391,329,256,127,3425,9507,5437,7366,7378,7087,7481,6683,3816,1603,56354,14,95,307,679,1453,2866,3920,2720,1117,13174,1242,1072,1321,1387,1299,1270,1215,662,184,9659,22,26,54,183,330,782,1227,901,321,3845,0,3,5,6,6,41,150,326,395,931,46,65,139,270,577,1046,1524,958,304,4937,36,30,41,94,284,772,1484,1336,657,4734,17,20,24,50,84,176,277,283,142,1071,19,11,28,69,169,415,717,542,189,2160,551,1719,2135,2228,2131,1814,1246,525,293,12641,8,3,14,44,79,175,369,385,219,1283,854,758,949,1231,1456,1720,1661,848,406,9880,15638,7526,9766,8653,7448,6497,4335,1640,386,61893
CED605,4,7,28,42,75,122,157,163,67,660,7,0,13,43,167,403,595,313,77,1623,278,1048,1381,1329,1376,1318,784,257,128,7888,0,0,9,25,80,121,161,158,85,640,357,315,530,658,903,1123,856,407,212,5377,7353,3353,3946,3561,3604,3551,2320,865,183,28730,871,529,523,562,553,644,497,296,97,4567,9422,5518,6752,6603,7457,8614,7211,3652,1176,56403,24,76,305,709,1852,3700,4783,2768,868,15078,1554,1102,1408,1339,1399,1592,1522,697,178,10791,16,22,57,148,378,849,1414,889,241,4016,0,0,0,3,13,39,131,252,252,689,37,78,153,326,816,1534,1937,1155,303,6335,38,32,50,130,426,1101,1708,1392,501,5389,18,24,39,62,126,233,346,335,124,1311,23,14,34,90,305,745,1151,709,177,3248,608,1621,2042,2102,2268,2239,1448,467,182,12977,0,8,14,37,140,267,406,345,163,1379,934,630,863,1068,1548,2089,1671,727,342,9866,14753,7440,8287,7380,7368,7350,4784,1722,350,59425
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,4,7,3,7,10,3,0,0,36,0,0,0,3,4,3,0,0,0,15,0,7,13,12,18,11,9,0,0,72,0,0,0,0,5,10,11,0,0,24,0,0,0,3,4,6,0,0,0,20,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,3,0,3,7,0,0,0,17,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,9,3,0,0,19,0,15,37,37,37,26,12,0,0,166
CED701,11,29,57,94,166,205,144,65,27,794,31,10,21,49,105,235,218,111,28,803,102,531,865,664,589,575,291,58,27,3699,0,0,4,24,43,88,86,57,12,329,337,288,537,649,733,833,588,190,65,4207,11071,6245,8279,6241,4744,3963,2164,382,37,43128,1634,1067,1682,1344,1337,1420,960,209,34,9675,13640,8649,12215,10081,9048,9054,5934,1423,305,70344,14,67,209,460,912,1928,2292,727,166,6772,939,687,1205,1203,1222,1320,941,262,46,7817,20,18,59,108,282,673,835,306,45,2331,0,3,10,9,17,58,144,150,105,485,53,148,355,809,1355,1726,1499,493,91,6529,271,382,339,408,694,1144,1305,508,112,5179,48,50,93,155,295,366,309,129,44,1488,73,29,40,110,194,454,527,234,56,1713,257,826,1347,1163,1052,1034,602,124,36,6437,3,3,12,49,97,200,242,145,19,780,876,560,889,1097,1290,1571,1191,397,112,7987,22606,13186,16493,12816,9877,8050,4622,885,87,88628
CED702,8,9,26,51,60,95,104,72,28,446,14,9,13,29,90,171,217,136,31,711,130,661,1082,876,615,509,257,90,30,4256,6,0,3,17,41,71,68,58,22,286,323,288,587,678,672,707,597,246,82,4176,9046,4511,8060,6164,4428,3074,1697,413,57,37461,1164,741,1231,987,849,800,517,203,57,6549,11021,6478,11540,9441,7655,6620,4636,1711,408,59506,10,64,239,463,1029,1682,1985,945,227,6649,945,745,1364,1137,987,933,688,240,43,7087,13,23,61,148,363,598,809,391,54,2451,0,0,0,10,10,39,81,157,90,395,19,73,188,428,776,1253,1276,553,107,4675,52,43,89,143,383,760,1050,574,180,3278,23,20,44,103,134,190,222,157,42,942,47,21,31,54,161,359,438,279,50,1447,298,996,1567,1400,1134,908,507,165,46,7019,5,4,8,32,81,172,217,146,41,702,877,581,960,1155,1238,1317,1101,452,132,7811,18173,9547,15844,12206,8888,6254,3456,890,122,75391
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,6,7,9,0,0,38,0,0,5,0,0,0,5,0,0,16,0,12,12,3,7,12,21,5,0,65,0,0,0,0,3,3,4,0,0,23,0,4,3,6,3,7,0,0,0,17,0,4,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,13,0,22,37,56,67,49,15,3,0,247
CED801,6,19,34,59,78,139,170,198,111,814,16,9,18,56,121,247,344,318,125,1250,347,1681,2032,1734,1506,1071,559,270,111,9314,6,0,10,21,63,96,117,146,97,546,527,699,1165,1366,1389,1514,1177,696,314,8849,11567,5211,7027,6673,5293,4057,2525,979,206,43544,796,467,554,554,472,397,344,257,132,3967,13939,8284,11248,11117,10006,9274,7322,4119,1518,76828,28,125,401,866,1813,3124,3734,2538,1015,13645,1936,1584,2298,2308,1955,1731,1403,689,223,14118,28,38,111,240,514,962,1400,979,327,4595,0,3,0,3,8,37,139,334,336,872,51,101,246,516,1024,1613,1843,1121,330,6848,49,58,85,180,424,969,1677,1392,683,5526,21,32,62,109,159,259,404,371,191,1612,32,25,36,106,218,451,704,607,229,2405,755,2590,3099,2799,2471,1800,1031,461,163,15172,5,9,19,49,126,195,309,310,197,1199,1365,1213,1807,2199,2409,2688,2176,1190,479,15529,23406,11547,14732,13818,10887,8098,4692,1811,374,89360
CED802,13,11,23,34,72,83,128,175,106,646,12,15,18,35,69,161,244,240,139,933,239,2514,2319,1452,1138,833,485,315,193,9493,5,3,9,19,26,62,96,145,150,518,387,1070,1394,1141,1089,1135,1054,641,415,8329,8361,7494,8523,6337,4962,3487,2158,927,297,42546,575,1186,914,594,527,470,393,193,167,5027,10006,12667,13562,10247,8677,7453,6126,3824,2028,74600,24,137,347,628,1220,2150,2714,2287,1142,10662,1248,2302,2483,1889,1484,1296,1102,631,244,12679,13,48,111,239,463,797,1169,933,370,4139,0,6,0,6,11,34,118,429,610,1214,26,106,201,320,528,884,1092,830,356,4340,27,69,72,126,269,651,1177,1245,834,4474,22,29,47,69,141,170,277,330,198,1284,13,33,38,70,136,289,487,469,247,1794,482,3611,3643,2433,1989,1455,836,495,285,15220,0,12,16,41,65,132,248,320,250,1083,902,1608,2149,1851,1930,2123,1881,1141,613,14204,16893,15953,18333,13162,10304,7055,4170,1709,509,88091
CED803,10,3,27,63,87,101,145,143,64,641,10,6,35,61,100,181,285,206,78,969,395,1749,2207,1915,1428,816,462,183,91,9249,0,4,14,28,50,74,100,126,58,456,580,789,1272,1519,1311,1115,932,491,200,8220,13528,6162,9618,8659,5224,2926,1777,553,103,48554,939,554,700,639,472,286,236,124,32,3983,16243,9501,14302,13726,9732,6719,5408,2627,814,79074,32,114,424,959,1692,2261,2676,1838,641,10632,2314,1805,2570,2589,1847,1279,1049,536,153,14141,28,40,112,277,493,704,917,643,192,3394,3,0,0,11,13,33,97,209,212,574,52,104,265,699,1165,1429,1537,853,199,6302,44,43,89,200,464,756,1118,1011,414,4138,28,16,57,116,176,218,305,277,113,1312,29,23,50,115,193,336,500,420,141,1816,867,2683,3474,3090,2393,1400,750,336,137,15129,3,6,21,44,101,179,222,267,104,961,1538,1311,1947,2501,2353,1941,1607,836,317,14361,27418,13249,20059,18165,11164,5897,3305,1078,216,100542
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
