CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
CED209,10,9,19,47,54,89,158,161,123,687,16,8,16,40,74,221,410,374,185,1349,371,1543,1704,1578,1374,1176,834,426,434,9454,9,4,15,28,51,93,157,193,143,685,462,562,784,895,963,1255,1228,661,603,7410,11449,5170,5830,6431,5564,4474,3335,1239,284,43782,1036,626,520,634,601,570,542,388,236,5152,14016,8357,9338,10433,9621,9523,9057,5018,2360,77739,29,89,243,610,1302,2762,4297,3046,1291,13675,2143,1739,1932,2245,1752,1580,1691,893,313,14292,27,39,74,215,485,969,1646,1181,435,5071,0,0,4,9,9,37,187,497,670,1423,35,98,194,346,689,1217,1895,1288,447,6204,43,34,56,112,351,1025,2019,1813,973,6435,25,25,39,87,102,170,332,332,207,1311,33,15,38,70,144,381,780,708,334,2501,787,2267,2558,2536,2271,1908,1424,729,603,15094,9,11,24,49,105,208,406,436,255,1512,1174,1029,1219,1369,1615,2004,2149,1148,859,12566,23138,11336,12152,12739,10964,8569,6380,2345,542,88161
CED210,11,22,48,55,83,134,195,189,160,892,13,7,27,44,155,377,477,394,188,1689,419,1758,2291,1846,1752,1470,917,460,348,11261,6,6,13,21,92,104,193,212,164,816,526,638,1020,1071,1178,1372,1172,712,503,8190,10610,5849,7022,6019,5528,4367,2787,1197,329,43699,1129,779,794,731,716,595,531,362,194,5828,13440,9489,11695,10441,10356,9721,8250,5032,2322,80744,22,106,331,616,1562,3001,3893,2986,1447,13966,2174,2073,2541,2295,2046,1834,1636,836,296,15739,30,42,97,227,480,929,1405,1053,436,4704,4,4,5,10,17,51,186,483,576,1333,37,119,244,460,1057,1792,2261,1502,534,8012,56,45,89,151,479,1140,1911,1730,991,6597,26,34,73,81,159,262,369,381,250,1642,35,18,47,90,269,670,928,727,333,3116,871,2740,3502,2959,2887,2446,1560,724,469,18159,10,14,22,49,174,279,496,460,297,1794,1299,1198,1594,1713,1964,2389,1997,1211,732,14090,21235,12645,15114,12230,11164,8550,5246,2219,609,89014
CED211,22,10,29,44,71,94,132,186,115,704,14,5,14,36,85,186,340,394,175,1254,360,1510,1635,1564,1573,1124,764,515,407,9452,4,4,8,22,59,97,146,261,199,798,530,624,860,1118,1297,1399,1304,910,581,8628,12167,5999,6945,8261,6878,5129,3178,1368,430,50359,770,480,510,605,547,494,417,371,433,4629,14479,8969,10451,12421,11593,10101,8643,5768,3073,85500,19,63,278,616,1393,2621,3673,3371,1785,13824,1935,1705,2022,2224,1983,1608,1476,1017,429,14399,36,32,70,252,511,916,1452,1325,597,5190,9,3,3,14,15,38,158,469,689,1386,55,97,199,526,919,1589,1983,1504,571,7444,55,39,59,140,391,916,1716,1934,1143,6384,40,31,50,94,152,207,284,394,194,1439,34,15,38,66,180,358,619,699,337,2352,719,2329,2535,2498,2513,1862,1259,802,559,15059,15,16,13,40,112,222,399,515,328,1669,1371,1197,1392,1871,2188,2410,2245,1533,881,15102,24487,13343,14325,16419,13745,9979,5871,2487,735,101394
CED212,13,12,30,53,83,110,187,188,178,846,21,9,27,58,173,338,487,426,182,1712,422,1552,1982,1964,1821,1492,838,420,338,10824,6,9,14,37,91,120,178,212,182,845,535,545,911,1111,1215,1307,1062,664,450,7807,11483,5400,5961,6539,6041,4387,2655,1058,286,43823,1185,695,759,784,785,585,448,345,199,5773,14440,8575,10228,11262,11159,9901,7879,4696,2230,80366,21,87,317,784,1782,3123,3943,2913,1457,14420,2369,1728,2388,2501,2214,1860,1508,867,274,15715,25,44,116,225,505,1046,1477,1176,486,5088,3,5,3,5,15,38,158,436,601,1265,56,128,217,477,992,1788,2063,1392,528,7639,59,55,97,170,495,1211,1860,1682,1000,6628,30,31,44,91,163,247,370,377,281,1637,39,23,50,101,293,611,901,775,312,3113,856,2416,3046,3169,2986,2401,1396,708,474,17453,15,9,28,65,172,297,423,450,312,1784,1365,1062,1391,1806,2088,2314,1895,1151,653,13725,23000,11778,12545,13251,12316,8760,5013,2014,508,89179
CED213,0,12,19,29,62,102,191,229,160,807,24,11,15,39,126,258,513,529,251,1753,303,1226,1294,1400,1578,1475,1094,652,423,9432,5,6,12,17,62,118,190,304,253,963,369,431,560,790,1075,1358,1376,991,562,7508,9319,4697,4243,4940,5835,5180,4015,1782,461,40478,1047,636,540,668,846,740,796,618,373,6272,11608,7297,7066,8410,10482,10799,11125,7457,3151,77393,21,90,256,587,1495,3144,5356,4749,2080,17776,1648,1346,1492,1722,1879,1793,1931,1336,487,13621,28,34,68,183,532,1155,2231,1960,763,6949,0,0,7,5,13,41,191,604,802,1662,52,92,132,263,667,1279,2153,1766,618,7011,54,51,51,98,378,1064,2502,2708,1406,8321,14,25,39,47,136,209,401,504,299,1664,42,20,28,64,242,487,975,1012,458,3335,665,1882,2029,2261,2551,2362,1789,1066,612,15218,8,17,22,38,127,269,503,632,444,2060,1005,794,916,1239,1758,2248,2359,1607,890,12811,18765,10546,8814,9711,11438,9979,7587,3453,878,81178
CED214,13,3,43,59,75,128,155,149,127,749,17,14,26,29,73,169,253,185,84,855,180,1083,2163,1411,1112,994,715,432,245,8352,0,9,12,22,66,109,167,171,131,679,366,432,1121,1016,1041,1286,1074,720,503,7559,11161,7219,11541,9023,6608,4226,2390,870,240,53279,1249,854,1424,1073,880,739,517,348,315,7390,13522,10060,16909,13487,10958,9021,7022,4038,2131,87142,14,57,311,539,1155,2131,2829,2290,1179,10513,1743,1643,2735,2193,1737,1435,1163,597,258,13496,22,27,115,205,427,677,861,663,261,3266,3,4,6,7,20,56,164,447,558,1267,23,79,285,610,1174,2092,2622,1785,655,9326,46,39,96,171,360,918,1438,1208,651,4929,32,16,83,100,163,294,389,344,207,1637,31,22,37,65,161,385,520,389,174,1785,405,1640,3381,2467,2000,1696,1158,669,325,13745,6,4,24,59,148,271,402,392,227,1528,974,812,1831,1772,1910,2350,2018,1225,738,13633,22590,15148,25012,18716,13275,8842,4720,1698,462,110470
CED215,21,13,28,37,76,83,135,155,111,656,8,5,8,30,89,181,241,209,81,859,274,1039,1465,1410,1231,899,576,289,201,7392,3,3,12,24,47,88,110,151,112,558,556,447,795,1120,1177,1072,844,546,315,6866,18069,6457,10651,12901,7437,4359,2224,760,235,63085,1430,660,1014,1106,738,512,341,217,133,6158,21122,9077,14572,17868,12051,8672,6113,3339,1574,94387,32,56,238,660,1351,2217,2558,1926,895,9930,2186,1515,1996,2423,1847,1245,941,473,179,12814,32,29,88,261,452,720,916,633,262,3396,0,0,10,5,14,35,94,326,389,863,52,109,237,944,1226,1658,1917,1253,393,7787,63,45,76,183,447,873,1343,1113,580,4727,58,21,42,83,137,177,286,289,182,1272,20,11,30,56,154,329,453,403,155,1622,610,1611,2227,2374,2062,1504,934,435,270,12024,5,4,24,55,99,192,313,320,192,1199,1379,846,1275,1927,1967,1944,1519,891,457,12202,36581,14070,21152,26487,15277,8725,4293,1452,404,128441
CED216,7,17,29,33,101,133,208,213,111,852,10,13,33,71,238,517,793,515,163,2360,357,1332,1795,1524,1643,1762,1083,405,205,10106,4,5,17,44,82,163,267,260,148,988,444,485,757,852,1150,1518,1301,698,390,7578,9670,4613,4886,4663,4743,4907,3311,1293,310,38391,1430,876,865,895,895,914,878,592,466,7819,12656,7699,8799,8636,9618,11518,10575,5918,2377,77801,35,82,376,770,1872,4122,5979,4044,1379,18664,2056,1666,2030,1896,1901,2114,2104,1136,266,15181,29,28,93,182,473,1109,1907,1356,409,5588,4,4,8,5,19,58,185,379,362,1016,47,127,206,393,967,1942,2893,1796,446,8824,43,49,97,190,540,1459,2942,2307,944,8579,23,27,55,74,177,304,501,453,198,1819,32,26,68,131,400,1022,1619,1094,329,4721,757,2160,2740,2460,2717,2936,2038,744,295,16854,13,17,25,64,162,365,623,573,258,2107,1175,931,1203,1347,1938,2756,2418,1259,577,13602,19487,10032,10245,9577,9524,9754,6882,2580,572,78655
CED217,11,10,14,36,49,92,129,136,132,595,3,9,9,14,64,122,272,323,216,1032,215,1219,1050,1000,1113,914,603,441,402,6963,3,5,3,15,44,57,112,172,179,593,379,548,616,678,1069,1150,1089,779,694,7010,11358,6121,5219,7321,8445,5725,3340,1473,476,49482,716,486,396,545,685,528,445,306,211,4314,13216,8730,7617,10282,12657,10260,8227,5244,3088,79319,20,71,127,333,977,2059,3129,2763,1691,11167,1439,1432,1279,1549,1770,1451,1226,775,345,11254,37,39,72,210,560,1048,1489,1217,611,5287,0,0,0,3,8,30,122,437,760,1361,35,81,109,220,556,968,1472,1099,514,5057,37,31,41,84,307,836,1674,1695,1223,5928,23,19,25,63,97,171,276,277,241,1187,19,13,23,38,112,246,482,539,338,1815,416,1861,1646,1658,1843,1511,980,659,517,11101,4,5,10,26,73,150,295,358,297,1230,920,1020,939,1142,1768,2025,1887,1282,996,11975,22737,13470,10521,14023,16186,11258,6245,2673,838,97956
CED218,14,13,32,64,87,111,159,148,64,693,9,7,19,35,95,189,261,175,74,851,235,879,952,984,1071,957,615,274,148,6118,0,4,10,20,56,94,158,132,83,556,492,502,630,920,1176,1215,992,527,216,6667,15343,8132,9414,10033,7361,4618,2308,629,153,57993,1334,805,1101,1035,820,608,382,179,84,6342,18179,11007,12954,14110,12047,9518,6744,2999,1140,88688,18,84,227,599,1347,2473,3024,1926,720,10399,2232,1973,1984,1916,1670,1313,1035,522,174,12827,37,38,89,201,394,762,977,571,145,3212,4,0,4,8,7,46,134,332,349,888,51,106,228,779,1603,2353,2788,1461,392,9761,71,29,70,177,498,1041,1598,1072,445,5007,41,21,62,124,163,247,382,333,122,1498,19,18,22,67,162,327,504,375,143,1640,495,1326,1571,1687,1680,1510,1003,474,198,9943,14,10,19,42,128,235,365,343,139,1296,1299,981,1095,1598,2039,2175,1803,904,344,12236,30843,17165,18904,20059,14722,9185,4559,1374,276,117090
CED219,22,16,35,64,80,113,168,158,91,733,18,7,31,64,185,357,511,298,127,1606,468,1563,2106,1874,1634,1317,817,356,203,10329,12,9,16,31,90,129,191,147,86,701,693,604,975,1156,1204,1265,997,492,293,7684,14281,6126,8019,7353,5385,3685,2014,604,132,47595,1694,814,984,929,794,604,426,212,87,6549,18127,9601,12915,12361,10455,8868,6925,3090,1200,83539,28,98,422,926,1781,2967,3852,2198,833,13106,2923,2031,2855,2760,2128,1703,1400,632,168,16608,37,29,104,232,503,886,1265,760,196,4012,0,8,3,3,16,44,156,307,301,849,67,112,316,805,1330,2007,2468,1190,291,8587,66,56,100,200,530,1093,1853,1219,495,5606,44,31,74,117,143,230,366,321,145,1470,41,28,69,117,302,630,973,620,216,2992,962,2416,3231,2958,2683,2094,1372,572,280,16572,10,16,23,63,174,265,429,359,137,1477,1780,1166,1566,1899,2031,2137,1812,845,413,13642,28375,13206,16303,15256,11180,7407,3896,1204,241,97064
CED220,11,7,22,38,19,51,81,120,87,434,7,0,9,21,48,102,191,233,109,724,134,1520,2266,1201,941,782,566,349,215,7981,0,9,7,17,30,38,92,146,128,479,259,588,1115,816,811,937,929,690,477,6624,8490,6702,10989,7690,6668,4751,2930,1356,407,49987,545,579,1009,647,583,497,429,392,334,5011,9781,9752,16123,11130,10054,8402,7010,4725,2437,79403,9,55,277,380,795,1596,2477,2261,1228,9084,993,1524,2801,1942,1441,1104,1000,665,259,11714,15,36,125,215,463,844,1206,998,442,4349,0,0,0,3,10,22,101,354,534,1023,23,77,189,300,474,825,1189,993,429,4486,30,38,69,121,260,644,1277,1422,888,4743,20,17,60,71,60,129,202,273,174,999,11,10,24,48,90,202,396,444,207,1432,276,2133,3481,2071,1681,1359,898,534,288,12733,5,7,12,34,74,118,234,337,237,1057,657,967,1722,1407,1485,1671,1611,1171,703,11398,17133,13563,22254,15556,12820,9223,5372,2473,692,99088
CED221,13,22,39,69,78,110,136,115,58,644,7,14,28,48,114,239,333,220,81,1085,294,1348,1764,1480,1397,1028,527,246,139,8232,4,9,13,22,71,120,150,124,78,583,581,574,901,1091,1169,1082,742,374,223,6752,18588,8527,11306,10590,6051,3572,1674,584,135,61029,1690,850,1148,1007,764,530,305,161,67,6528,22095,11860,15964,15410,10966,8210,5338,2556,1011,93410,29,57,354,780,1602,2533,2671,1621,630,10280,2651,1963,2457,2326,1916,1474,1081,500,145,14513,41,41,89,210,406,700,863,551,197,3085,3,5,5,6,14,31,123,257,271,710,65,137,359,1191,1887,2424,2099,1034,244,9450,75,45,89,207,617,1143,1391,1028,387,4983,57,40,67,137,168,268,288,244,104,1372,30,32,51,91,227,447,593,442,146,2063,649,2079,2639,2377,2203,1684,907,401,192,13135,5,13,23,58,144,262,353,303,118,1277,1534,1081,1454,1919,2071,1994,1345,653,318,12357,37525,17781,22420,22091,12688,7340,3265,1083,250,124437
CED222,13,14,22,44,68,107,156,216,174,816,8,10,14,29,81,187,246,258,167,1006,148,1198,1220,1045,1093,999,680,517,468,7375,5,4,10,27,55,83,168,209,180,742,377,546,790,885,1127,1385,1307,968,627,8007,13075,9014,12305,10216,7812,5291,3287,1426,465,62883,1005,812,1029,877,758,613,487,357,226,6167,15259,12096,15977,13929,12138,10357,8591,5673,2932,96945,28,77,238,470,1099,2210,3172,3069,1764,12127,1780,1872,1943,1681,1555,1437,1237,865,359,12734,22,38,110,177,421,760,1188,979,461,4159,3,0,5,5,12,48,184,635,814,1711,40,87,256,662,1240,2302,2904,2181,897,10563,60,57,87,175,452,1057,1659,1787,1165,6486,34,37,55,102,155,252,377,449,340,1799,23,23,44,68,161,361,542,573,326,2129,340,1771,2058,1805,1858,1735,1129,825,695,12222,8,8,22,50,124,231,417,503,337,1702,939,1006,1396,1600,1977,2485,2262,1606,967,14235,26581,19667,26981,20802,15644,10657,6291,2724,839,130184
CED223,9,12,28,48,65,174,227,207,156,926,25,14,33,47,180,414,604,464,166,1941,380,1390,1647,1668,1661,1668,1039,420,276,10146,0,6,13,31,79,143,221,235,165,900,514,466,753,867,1111,1492,1323,768,524,7824,10528,5054,4945,5209,5491,5319,3527,1313,396,41785,1286,888,775,825,972,954,760,543,270,7270,13509,8267,8638,9395,10561,11899,10350,5809,2562,80976,29,83,305,757,1767,3887,5574,3817,1606,17823,2212,1715,1931,2159,2158,2283,2008,1094,376,15936,29,33,79,220,492,1245,1922,1407,488,5908,0,8,6,9,16,65,205,469,511,1290,46,98,182,404,818,1721,2479,1655,549,7956,48,63,82,166,463,1367,2558,2279,1111,8141,36,36,50,87,145,309,472,481,259,1873,45,26,49,102,293,787,1231,972,322,3835,769,2177,2523,2704,2839,2842,1928,830,400,17001,9,9,20,54,142,306,555,568,290,1958,1227,883,1177,1420,1882,2639,2426,1380,776,13808,20892,11024,10536,10402,11048,10580,7196,2663,696,85041
CED224,7,9,17,38,53,82,117,148,140,610,11,5,6,29,65,176,370,337,169,1172,218,1104,1289,1309,1341,1037,692,421,349,7764,5,8,13,25,60,73,147,144,190,660,399,462,698,928,1146,1238,1078,786,530,7263,12295,6055,6783,8457,7527,4954,2844,1189,409,50515,840,491,593,677,643,527,423,339,198,4730,14332,8587,9961,12323,12070,9690,7656,4849,2599,82071,11,65,194,496,1250,2253,3069,2661,1448,11449,1599,1521,1787,2080,1883,1466,1281,771,329,12710,19,28,70,209,524,938,1316,992,492,4588,0,4,3,5,15,32,123,376,597,1161,49,76,164,370,876,1563,1952,1389,539,6975,50,30,45,124,375,975,1634,1637,1060,5943,19,16,36,71,124,187,296,323,221,1292,23,9,27,51,140,359,652,603,305,2163,449,1641,1991,2125,2218,1718,1121,635,467,12364,8,8,20,37,125,210,373,393,313,1497,1071,875,1049,1537,1907,2123,1827,1263,776,12434,24563,12954,14047,16728,15015,9888,5352,2204,719,101468
CED225,15,14,24,38,72,84,154,172,124,694,18,9,3,24,80,207,360,321,165,1190,297,1403,1649,1551,1364,1061,782,434,360,8891,4,13,5,10,42,73,155,169,178,647,491,562,854,1007,1128,1357,1283,789,570,8053,11829,5713,6157,7490,6878,5162,3027,1158,341,47752,750,518,532,581,590,520,465,298,206,4452,13989,8558,9640,11484,11285,10154,8553,4988,2438,81094,33,75,256,566,1336,2655,4029,3210,1484,13642,1732,1613,1936,2196,1861,1542,1390,769,287,13329,38,39,114,230,530,954,1481,1183,430,4997,5,0,3,3,14,29,172,436,649,1311,42,92,157,355,722,1340,1801,1350,519,6372,49,35,58,126,339,933,1821,1707,952,6009,35,26,51,71,138,195,336,361,214,1440,30,23,22,54,145,371,670,612,268,2192,582,2068,2567,2519,2316,1784,1288,740,472,14348,17,12,7,23,93,187,383,423,304,1461,1153,1056,1356,1715,1941,2379,2249,1361,830,14046,23648,12694,12774,14913,13734,10047,5818,2195,596,96416
CED226,5,12,10,22,39,83,102,111,122,510,10,9,18,21,44,80,190,235,154,760,193,1578,1583,922,961,700,554,404,409,7319,0,8,0,21,31,54,108,163,173,553,360,726,824,689,950,1154,1179,881,762,7523,10879,8084,7038,7810,8428,5958,3512,1506,504,53727,558,567,496,502,604,502,371,277,203,4075,12472,11418,10420,10583,12237,10270,8238,5261,3144,84032,19,82,210,321,924,1923,2879,2635,1718,10711,1347,1856,1929,1480,1573,1323,1205,762,374,11842,16,40,79,176,524,964,1421,1168,570,4964,0,0,4,3,16,34,102,442,886,1493,42,79,136,239,541,1007,1361,1119,529,5050,40,64,66,81,300,798,1553,1598,1237,5738,16,21,37,58,86,176,253,263,230,1141,19,23,33,43,84,177,356,449,281,1461,368,2363,2518,1523,1572,1234,891,625,544,11635,9,7,13,36,77,118,261,348,321,1195,897,1253,1293,1158,1672,2083,2051,1433,1101,12939,21679,17209,14541,14640,15657,11558,6573,2774,849,105489
CED227,16,18,28,54,66,80,125,124,86,614,17,3,17,50,118,231,366,283,87,1172,378,1514,1933,1607,1436,998,577,285,163,8891,5,0,15,38,93,93,156,137,84,620,596,528,985,1043,1169,1032,774,431,198,6754,16116,6729,9067,8808,5856,3596,1990,734,185,53088,1453,732,882,835,737,567,382,264,162,6008,19470,9988,13649,13455,10586,7967,6019,3345,1263,85738,23,98,342,760,1593,2417,2986,2205,790,11217,2599,1794,2571,2422,1928,1325,1079,632,156,14505,31,39,112,227,458,786,1020,802,275,3755,0,5,9,0,14,37,126,286,255,728,65,109,339,853,1294,1570,1675,1070,266,7242,74,50,83,165,492,986,1394,1302,546,5096,45,31,61,98,119,178,282,275,144,1236,43,12,54,89,213,409,638,540,174,2157,788,2315,2905,2521,2255,1575,953,480,246,14038,16,9,19,61,158,216,318,315,146,1252,1553,1037,1502,1748,1946,1791,1338,753,318,11980,32005,14547,18072,18103,12105,7314,3784,1365,328,107616
CED228,28,13,46,65,76,109,118,105,45,607,13,13,34,54,137,246,341,197,73,1107,306,1332,1715,1476,1274,1029,479,253,172,8042,0,4,12,31,64,108,139,136,78,565,662,554,1008,1186,1166,1137,822,372,215,7123,20019,8118,13724,12324,5828,3865,1814,515,117,66325,2024,936,1435,1251,823,535,372,196,155,7717,23881,11497,18741,17635,10581,8629,5650,2537,1033,100192,22,90,330,834,1554,2635,2809,1673,633,10588,2492,1916,2303,2496,1890,1528,1076,527,146,14380,41,41,84,241,379,699,836,537,148,3009,0,4,5,5,21,39,111,237,246,666,70,143,458,1344,1769,2286,2162,1074,279,9577,75,50,117,259,577,1031,1436,983,381,4911,68,24,69,129,154,229,271,226,99,1268,33,30,60,103,231,446,621,390,133,2046,715,2065,2635,2335,2071,1670,868,404,223,12977,17,8,24,56,130,229,335,273,126,1197,1836,1087,1589,2006,2034,2045,1461,638,302,13006,40041,17900,27085,26332,12312,7647,3555,1024,205,136107
CED229,5,5,34,32,42,70,110,102,74,478,5,3,19,32,82,143,216,170,73,750,132,1445,2700,1674,1246,961,577,270,207,9221,3,3,9,28,40,56,105,93,89,423,251,574,1289,1068,1011,1006,943,575,357,7075,8255,5987,14438,9477,6698,4606,2790,962,277,53491,671,691,1528,1121,786,668,486,390,342,6694,9577,8900,20777,14159,10764,8614,6666,3575,1783,84814,3,61,315,512,980,1735,2332,1764,841,8553,750,1258,3126,2284,1692,1281,1004,502,167,12066,24,32,148,236,526,837,1192,788,279,4060,0,0,8,4,8,29,118,277,391,832,24,51,239,315,501,810,1187,862,323,4309,26,27,78,126,304,747,1345,1136,640,4438,18,20,59,78,105,151,242,245,143,1059,20,9,40,56,163,281,433,348,142,1492,265,2106,4099,2791,2241,1726,1022,454,289,14993,13,6,28,40,89,150,254,239,168,986,582,950,2025,1868,1770,1853,1700,1011,553,12302,16566,12249,29141,19517,13367,9141,5313,1911,485,107684
CED230,9,14,26,43,75,153,234,274,165,996,16,16,28,77,219,492,707,491,204,2243,328,1292,1694,1514,1747,1746,1107,473,270,10167,0,4,19,37,82,182,227,244,170,965,470,477,703,792,1156,1393,1171,700,427,7293,10797,5044,5998,5152,5333,5179,3453,1498,531,42977,1619,871,928,942,990,1043,910,674,521,8492,14058,8228,9915,9098,10427,12082,10474,6548,3320,84159,26,102,374,814,2071,4507,5973,4307,1953,20132,2319,1896,2131,1925,2157,2501,2208,1214,397,16751,27,32,70,185,473,1245,1925,1505,531,5994,0,3,0,7,32,63,186,484,569,1356,63,128,242,534,1082,2246,3036,2006,632,9958,65,66,84,164,570,1597,2714,2419,1236,8917,46,31,40,77,142,304,514,496,301,1951,39,27,50,130,390,965,1451,1069,367,4488,680,2037,2658,2427,2913,3079,2006,831,366,16994,3,14,25,66,182,390,582,590,309,2164,1158,914,1121,1302,1998,2587,2247,1243,615,13176,21540,11104,12555,10593,10791,10641,7050,2975,939,88197
CED231,6,12,24,32,66,97,134,201,122,689,5,3,19,23,89,148,290,266,130,973,163,1193,1895,1289,1075,946,630,488,356,8031,4,7,10,19,40,71,127,187,157,617,345,512,959,937,1003,1080,1029,802,543,7197,10165,5829,7815,7711,6665,4590,2663,1078,337,46870,715,612,797,712,730,527,426,263,120,4896,11901,8495,12048,11521,10627,8876,7380,4807,2247,77905,20,71,253,495,1080,2175,3254,2862,1469,11684,1418,1462,2363,2081,1578,1265,1113,766,312,12362,21,42,112,227,460,792,1226,982,409,4272,0,0,3,4,11,26,148,466,638,1307,31,84,178,357,763,1298,1926,1627,611,6873,51,31,65,130,369,905,1611,1615,931,5696,25,17,43,59,107,210,292,389,223,1369,23,14,43,48,137,287,542,545,260,1891,345,1774,3010,2158,1868,1577,1072,732,499,13022,3,10,12,33,80,171,316,424,292,1348,873,947,1528,1533,1705,1921,1797,1297,824,12428,20434,12528,16135,15400,13369,9022,5049,2100,586,94621
