CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
CED206,0,0,5,12,100,96,132,92,32,27,30,13,6,5,17,577,6,19,31,29,108,34,38,21,0,0,0,0,0,0,4,286,0,8,4,16,18,22,52,24,8,10,0,5,3,0,7,171,0,5,18,129,140,159,261,73,23,7,12,22,5,0,12,857,0,10,49,43,48,40,101,57,22,3,18,19,5,0,4,420,0,0,0,6,10,16,9,10,0,0,7,0,0,0,0,58,0,0,3,3,17,33,134,62,24,16,14,11,5,0,12,330,198,877,2610,1511,1096,594,1133,419,61,22,31,51,17,12,206,8826,5,9,30,65,48,73,157,81,14,10,13,10,7,8,17,552,0,0,0,24,23,11,37,21,8,7,10,16,0,3,4,166,93,266,368,353,398,368,906,748,104,96,162,127,30,8,50,4073,541,2680,4268,3060,3091,2321,4882,2750,500,382,474,459,166,68,519,26161
CED207,0,0,6,59,230,130,242,192,58,69,113,154,70,15,25,1365,20,33,53,67,205,73,30,11,0,3,0,0,0,0,6,517,0,3,26,88,211,156,527,281,64,65,98,68,37,21,12,1656,3,8,22,90,144,145,327,92,23,35,29,35,13,5,8,973,3,33,134,232,881,832,1703,912,316,304,486,509,246,36,75,6711,0,0,0,10,139,232,250,160,42,47,46,35,14,7,18,1000,0,0,14,31,68,86,173,83,27,22,32,41,14,0,17,612,155,470,878,534,505,311,577,319,54,46,39,48,24,11,127,4091,0,6,21,59,61,75,155,121,32,28,28,51,25,26,10,691,0,0,14,750,958,304,247,209,66,112,90,106,59,7,49,2984,116,424,600,908,958,931,1193,698,249,220,243,340,155,20,141,7184,568,2748,4991,4934,10178,10126,21148,13515,3705,4316,4739,5561,2368,591,1616,91094
CED208,0,0,0,38,227,109,168,200,59,55,81,110,9,8,29,1098,8,15,17,19,77,21,18,16,4,4,0,3,0,0,6,213,0,0,3,24,36,68,121,44,18,14,12,15,4,5,0,366,0,0,8,31,88,70,123,46,14,26,18,11,7,0,6,450,0,3,26,24,140,134,137,99,39,53,73,78,36,0,16,854,0,0,0,0,20,38,46,42,14,10,5,12,0,0,3,195,0,0,0,4,44,42,110,84,27,34,24,15,7,3,12,420,53,193,507,475,482,458,882,612,109,115,118,93,21,17,83,4210,0,3,17,66,80,125,186,150,45,56,49,38,27,11,16,861,0,0,3,371,738,421,307,300,69,84,69,91,33,4,62,2554,71,256,547,814,794,949,1154,965,282,311,341,394,141,32,172,7212,366,3452,6678,3976,5048,4768,7948,5993,1562,1876,2312,2192,689,175,1310,48346
CED209,0,0,5,28,81,77,149,132,34,42,74,74,20,3,17,730,14,13,17,12,40,8,10,3,0,7,0,0,0,0,4,138,0,9,7,17,22,12,32,12,5,0,5,6,5,5,10,148,0,7,20,68,92,75,231,118,20,15,11,22,11,4,10,701,0,10,17,13,19,13,66,43,11,26,33,43,30,0,6,322,0,0,0,0,0,5,8,10,0,10,9,3,0,0,0,46,0,0,0,3,11,28,59,33,12,6,9,11,6,0,9,187,218,758,1664,884,728,356,1090,594,104,71,77,80,24,17,278,6944,3,5,21,54,63,65,145,99,14,22,9,22,8,14,11,558,0,0,0,20,27,17,31,32,12,8,17,7,12,0,5,195,74,282,353,275,200,229,479,381,66,79,78,82,37,11,75,2712,543,2123,2907,1939,1956,1498,4092,2845,587,615,686,884,370,88,671,21810
CED210,0,5,0,22,167,132,401,198,70,46,100,126,26,0,31,1330,24,33,42,25,92,36,6,8,4,0,0,6,0,0,10,299,0,0,5,28,24,21,81,16,4,5,4,9,10,0,0,213,0,6,15,42,55,73,124,50,14,16,15,13,10,4,3,448,0,3,13,11,37,18,93,179,20,37,31,42,23,6,16,526,0,0,0,0,0,4,11,17,9,5,4,4,0,0,0,57,0,0,3,10,24,28,225,169,46,40,47,41,13,5,22,681,164,679,1633,778,511,317,708,397,64,57,43,56,30,5,186,5618,3,0,23,43,40,49,115,76,21,19,7,25,12,6,11,447,0,0,0,41,102,63,78,63,19,29,21,21,11,0,54,511,112,418,703,535,400,513,955,654,198,175,166,187,65,21,248,5347,583,2799,4184,2409,2254,2147,5019,4278,1110,1101,1207,1487,569,124,1062,30342
CED211,0,6,5,42,201,144,245,188,44,53,45,51,19,9,28,1079,15,21,37,42,143,36,18,8,0,4,4,4,0,0,11,344,0,9,18,55,87,89,266,126,17,18,24,24,7,0,13,753,4,8,25,109,188,175,336,99,14,26,31,26,17,10,7,1083,7,16,83,111,192,189,417,206,52,86,63,91,26,13,27,1584,0,0,0,13,63,103,152,96,14,23,9,16,4,0,4,503,0,0,0,18,51,74,175,138,36,22,32,34,8,0,21,593,229,759,1757,1035,795,453,822,328,29,33,41,28,18,14,173,6528,4,4,28,54,74,94,135,74,10,13,15,26,10,9,6,569,0,4,0,334,396,155,158,120,19,26,34,28,9,0,22,1311,114,335,408,663,766,543,1329,1173,272,188,380,279,61,17,126,6656,626,2465,3705,3592,5296,4786,12372,7895,1623,1618,1744,1734,572,169,955,49139
CED212,0,0,0,33,216,208,311,196,67,54,66,96,24,5,30,1315,6,18,27,27,172,82,28,21,3,0,0,4,0,0,10,409,0,0,8,12,37,21,49,26,0,0,0,4,0,5,3,172,0,0,10,95,148,152,391,183,35,39,20,29,10,7,10,1124,5,19,75,66,136,114,120,55,10,13,7,14,0,0,4,635,0,0,0,0,9,19,12,24,3,3,3,3,3,0,0,90,0,0,0,12,27,29,121,95,27,21,32,26,7,4,14,421,248,878,2564,1761,1455,690,1755,908,92,103,58,73,31,21,292,10929,0,3,32,53,80,94,153,79,18,20,21,19,17,7,3,593,0,0,0,30,52,47,59,56,8,11,7,10,11,0,8,297,79,232,521,659,739,806,1201,573,126,90,92,107,52,11,113,5407,529,2137,4377,3768,4646,3696,7104,3724,696,611,624,679,287,115,799,33784
CED213,0,3,6,17,69,51,99,87,40,38,36,55,21,0,21,537,9,22,20,22,60,18,12,9,4,0,0,0,0,0,11,194,0,4,8,21,10,17,14,9,6,3,0,0,0,0,5,95,4,12,32,112,100,96,167,50,12,6,22,18,3,9,10,665,7,23,38,42,31,10,8,13,0,8,0,5,0,0,9,202,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,24,0,0,0,3,5,21,65,73,16,12,15,16,11,3,9,258,335,1134,2808,1786,1347,785,1972,817,99,92,66,69,40,3,399,11757,5,12,33,56,78,73,121,56,13,19,16,20,15,4,19,534,0,0,0,13,18,13,15,6,3,7,5,4,0,0,11,94,121,304,459,468,370,242,348,201,54,36,50,46,13,8,86,2814,755,2989,4953,3538,3075,1924,3853,1954,363,314,317,342,156,53,957,25537
CED214,0,0,13,180,874,629,708,558,173,190,209,282,93,10,71,3991,54,53,60,69,246,75,30,24,14,5,0,0,0,0,25,667,0,0,9,13,41,46,142,54,5,11,19,11,0,0,8,361,0,0,3,16,28,32,94,36,13,3,8,18,9,8,7,281,0,5,22,32,80,93,158,280,41,61,97,100,29,4,25,1034,0,0,0,3,25,19,40,57,22,12,14,31,8,3,9,240,0,0,0,16,91,79,202,91,29,23,21,29,11,8,17,618,36,180,485,327,310,237,517,394,61,82,59,46,16,4,72,2813,0,0,10,25,44,56,92,84,27,23,25,29,18,5,11,447,0,0,29,1814,7637,5022,4135,3095,679,625,549,713,323,92,1027,25744,162,946,1812,1980,1821,2148,2887,1884,501,545,608,740,203,73,396,16719,515,2512,5382,6163,13281,10860,14449,11400,2929,3173,3811,4330,1336,338,2416,82910
CED215,0,0,11,83,583,404,944,673,140,156,154,200,87,8,56,3501,25,27,34,32,163,62,54,33,9,7,3,12,4,3,6,474,0,0,9,21,53,76,309,174,40,50,31,56,37,0,13,868,0,4,13,51,90,99,447,267,57,104,76,122,38,14,13,1381,0,3,15,37,78,119,427,220,47,48,48,64,18,5,17,1139,0,0,0,0,15,33,52,65,3,13,9,15,0,0,0,212,0,0,0,8,48,64,182,150,55,42,16,45,20,6,9,649,79,427,1012,546,570,428,1349,940,173,118,112,156,48,27,102,6086,0,0,9,41,38,68,209,168,30,54,30,41,14,11,7,730,0,0,4,317,928,456,349,266,45,53,43,62,36,6,89,2651,113,676,1107,920,1236,1504,2771,1809,412,470,414,483,164,63,331,12480,391,2266,4589,3574,5722,6435,21722,15237,3362,3517,3762,4291,1452,538,1612,78465
CED216,0,0,3,20,150,104,149,223,68,70,65,113,40,17,46,1064,17,3,9,19,58,19,5,8,0,0,0,0,0,0,3,149,0,0,0,14,6,5,23,15,6,0,0,0,0,0,0,74,0,4,15,32,35,46,158,34,20,8,27,11,19,10,13,425,0,6,24,9,9,19,60,71,18,12,16,11,5,0,5,270,0,0,0,0,0,5,9,23,0,3,12,7,0,0,7,61,0,0,0,0,21,13,66,86,22,10,21,24,4,0,12,282,282,1016,1760,861,537,200,457,184,33,33,38,24,9,9,275,5709,4,7,34,57,27,41,92,39,7,7,20,10,6,6,7,345,0,0,0,21,29,44,50,42,13,12,3,22,4,3,90,342,80,293,358,307,232,163,368,249,44,31,49,87,33,15,128,2436,631,2675,3050,1978,1754,1154,2471,1679,377,368,444,567,227,81,994,18447
CED217,0,0,3,39,110,50,90,81,33,24,34,46,16,3,6,540,75,156,103,87,313,64,43,34,4,11,9,0,0,0,25,930,6,9,15,57,56,56,132,100,22,30,15,16,25,4,5,545,0,10,27,163,520,614,774,204,96,106,79,92,38,18,23,2761,9,16,93,125,140,81,84,46,10,9,14,11,0,0,9,650,0,0,0,0,25,30,30,39,3,0,9,4,5,3,4,160,0,0,4,12,31,31,99,84,9,18,14,20,12,0,12,342,211,550,1143,965,915,864,2059,1325,207,249,207,199,104,37,170,9198,5,12,44,109,102,157,316,175,43,34,53,91,50,22,31,1242,0,0,0,111,118,56,98,82,14,30,38,42,20,6,9,633,224,522,596,1254,1358,1945,1565,973,246,222,244,350,126,65,165,9851,813,2417,3803,4159,5583,6054,9506,6030,1391,1577,1682,1934,835,306,891,46973
CED218,0,0,13,323,1232,1057,2097,1006,210,182,146,233,84,23,77,6670,17,26,47,87,318,117,44,7,0,0,0,0,0,0,13,677,0,0,5,14,43,37,130,61,8,12,23,5,5,0,3,344,0,3,5,23,35,48,132,55,6,12,18,5,9,3,0,362,0,0,29,36,218,355,730,337,52,67,64,80,29,9,28,2037,0,0,0,0,24,17,34,18,0,0,0,4,3,0,4,114,0,0,0,14,60,56,124,87,11,21,15,20,5,0,12,425,37,202,496,305,228,107,321,185,31,31,24,24,6,5,47,2053,0,0,0,9,27,34,83,78,12,16,15,17,0,0,12,312,0,0,10,589,2496,1926,1806,1201,205,180,181,238,118,27,445,9422,111,882,1993,2654,2681,3106,3435,1698,336,285,298,348,82,46,569,18523,351,2260,5882,6620,9721,9930,18141,10353,2422,2055,2136,2595,859,276,2064,75676
CED219,0,0,8,76,271,216,769,665,142,114,92,113,38,16,28,2548,11,11,12,20,111,28,32,13,0,0,0,0,0,0,10,254,0,0,9,18,15,21,72,36,15,4,11,0,6,0,4,212,0,7,4,29,43,77,198,66,12,11,7,15,0,0,4,479,0,5,16,27,62,96,270,239,26,28,19,32,9,3,9,831,0,0,0,3,3,13,13,24,7,0,3,0,0,0,3,73,0,0,3,11,22,25,129,85,27,16,19,29,9,0,10,382,83,551,1551,896,656,262,602,304,42,32,24,26,11,5,121,5154,0,5,6,30,26,38,85,80,16,16,8,3,18,4,6,353,0,0,0,50,140,108,190,162,31,27,24,21,4,0,35,789,88,538,885,940,934,903,2442,1371,284,265,245,212,83,40,216,9447,378,1913,3740,3044,3430,3228,10489,6878,1445,1253,1153,1347,457,173,834,39775
CED220,0,0,7,43,127,97,156,178,50,72,77,105,32,4,16,957,89,78,65,46,169,54,31,21,4,7,9,10,0,0,18,586,8,5,29,56,104,118,218,129,29,37,31,25,21,8,4,806,0,10,37,142,311,240,311,113,20,38,33,39,29,8,9,1353,4,15,71,140,192,141,182,126,48,41,50,44,20,0,16,1095,0,0,0,8,52,54,67,76,22,25,24,20,7,4,3,368,0,0,7,12,52,64,162,99,39,44,28,33,12,0,8,565,145,376,744,676,557,537,1024,741,171,215,251,290,105,50,103,5987,10,13,46,106,111,153,240,219,49,49,76,91,70,26,34,1279,0,0,8,234,279,112,146,139,32,45,43,64,20,0,19,1137,193,388,485,766,880,1355,1318,1016,333,384,402,516,179,74,182,8466,686,2050,3689,3543,5187,5639,8872,7189,2055,2551,2769,3313,1258,425,884,50115
CED221,0,0,0,38,439,506,1523,1030,183,175,173,253,84,17,56,4475,4,8,11,15,168,78,63,22,5,0,0,0,0,0,3,371,0,3,5,14,55,39,145,73,8,12,8,11,0,4,6,385,0,0,10,72,156,83,321,114,28,13,14,22,8,5,10,844,0,9,59,128,497,880,2505,1361,211,250,274,292,107,21,64,6659,0,0,0,0,3,21,21,31,12,6,13,17,4,0,0,127,0,0,0,3,92,85,173,117,19,19,31,16,11,0,17,588,74,375,1123,906,643,256,689,270,41,38,14,13,10,3,130,4587,0,4,6,26,15,45,89,63,16,21,16,11,4,3,11,329,0,0,3,58,196,235,282,156,30,30,25,21,17,9,26,1088,44,149,582,916,2271,2450,3948,1638,348,381,311,290,110,56,249,13749,216,1140,2625,3003,6374,8228,26608,15292,2923,3083,2932,3260,1216,476,1275,78643
CED222,0,4,3,104,504,318,487,445,127,149,233,311,73,15,62,2844,19,38,72,78,319,75,67,14,3,0,4,0,4,0,13,710,0,4,4,27,79,76,214,104,38,44,41,24,17,5,9,692,3,6,15,100,183,211,307,97,23,23,18,37,16,8,8,1061,0,13,176,356,729,608,998,564,194,273,318,395,124,23,75,4855,0,0,0,3,22,71,100,111,27,25,50,50,10,0,14,490,0,0,0,17,257,137,361,318,102,63,81,67,16,3,41,1476,77,293,673,463,309,179,428,250,36,41,41,37,23,4,80,2933,0,0,12,29,30,49,106,89,25,31,15,31,16,0,6,457,0,0,8,1228,4146,2736,2311,1613,378,359,352,413,228,62,465,14300,105,371,1083,2138,3714,3992,4016,2724,675,678,765,831,315,110,524,22045,382,2594,6802,6822,13326,12492,20152,14181,4173,4732,5909,6388,2157,467,2584,103176
CED223,0,0,3,15,101,67,105,173,65,35,49,74,28,24,32,777,15,6,12,5,15,9,8,4,0,0,0,0,0,0,5,81,0,0,6,22,5,5,10,19,4,0,0,0,4,0,0,80,0,9,12,53,40,38,137,36,15,9,15,7,0,0,4,384,0,9,18,6,3,14,37,27,14,16,6,4,9,8,0,175,0,0,0,0,0,7,15,22,3,5,19,21,4,0,0,97,0,0,0,0,7,16,45,51,8,3,22,12,6,0,14,198,180,641,1389,725,498,274,503,208,35,33,49,44,38,14,222,4851,0,4,30,66,42,50,79,75,10,0,15,21,8,5,10,409,0,0,0,6,4,13,21,18,3,39,60,66,11,0,17,254,104,258,356,250,220,157,370,273,84,76,164,164,45,23,82,2630,578,2122,2586,1753,1548,1132,2336,1628,419,440,605,639,259,98,647,16784
CED224,0,0,0,49,332,197,301,179,51,53,66,83,19,5,16,1360,9,20,33,54,280,65,57,40,8,0,0,9,4,3,18,600,0,5,6,24,52,49,105,41,14,18,12,4,0,0,9,340,0,5,21,135,195,176,430,236,76,89,42,69,33,12,14,1526,3,15,108,225,459,261,465,185,39,31,56,59,16,4,46,1968,0,0,0,0,16,18,28,27,8,7,17,4,4,0,0,131,0,0,3,20,95,69,148,101,29,11,23,18,6,7,6,523,139,541,1307,896,819,544,1592,1029,153,132,135,104,31,19,193,7643,0,4,16,49,61,78,176,113,35,22,30,28,5,0,13,636,0,0,4,261,758,438,269,148,32,33,32,28,18,3,67,2087,88,273,698,1225,1737,2075,2143,1176,321,219,259,204,87,29,225,10759,422,1990,4336,4521,7234,6532,11702,7073,1454,1261,1507,1431,475,191,1072,51186
CED225,0,6,9,43,162,83,152,91,30,34,47,58,33,10,8,762,19,11,19,28,103,56,26,15,0,5,3,0,0,0,8,303,0,0,15,32,57,55,127,59,24,16,13,18,3,0,3,415,0,0,18,74,98,108,252,80,36,24,20,21,6,5,8,748,3,19,37,70,234,171,203,130,28,39,38,54,17,4,9,1050,0,0,0,4,24,56,46,43,3,8,8,7,0,0,5,209,0,0,0,15,46,36,117,67,13,13,17,15,11,0,3,368,139,500,1117,750,695,531,1175,479,68,68,92,48,32,16,114,5802,0,7,37,65,65,96,164,130,14,25,17,40,20,5,18,710,0,0,0,112,186,97,163,119,27,22,15,29,10,0,16,805,128,335,577,581,568,926,992,648,183,144,145,128,43,12,108,5523,596,2786,4151,3072,4174,4276,7806,4712,964,1063,1045,1050,437,129,721,36977
CED226,0,0,8,43,122,62,91,114,33,30,24,44,17,8,7,599,44,33,31,34,70,19,25,15,3,3,0,6,0,0,6,294,0,14,20,118,162,146,297,161,31,53,22,31,16,9,18,1107,4,6,30,102,156,158,282,89,30,11,18,22,8,4,11,940,0,15,52,132,306,202,255,160,41,45,58,56,31,7,8,1383,0,0,0,15,238,227,163,99,29,25,21,23,9,3,7,872,0,0,8,9,38,58,125,79,27,27,29,22,9,3,7,451,181,426,887,666,552,546,1006,536,90,74,102,99,54,19,120,5361,6,9,41,98,74,142,246,173,37,69,55,56,31,17,27,1081,0,0,11,473,543,158,185,175,90,48,84,110,55,5,42,1988,189,321,371,512,585,586,861,590,148,193,210,254,100,24,101,5047,758,2445,3567,4025,6928,6424,11026,7458,2005,2025,2172,2521,1168,311,915,53736
CED227,0,0,0,30,181,168,644,609,102,80,78,105,32,6,21,2050,4,8,16,22,128,39,26,13,4,0,0,0,0,4,4,266,0,6,4,13,22,22,138,78,25,16,7,11,3,8,0,351,0,0,18,87,145,121,412,182,30,37,42,37,6,10,8,1153,0,10,45,90,250,477,2203,1423,258,231,198,230,87,12,61,5573,0,0,0,0,8,18,36,42,9,5,38,38,13,0,3,210,0,0,0,7,34,37,89,67,18,14,8,22,9,0,5,318,147,561,1530,1112,942,394,1195,600,71,55,64,34,19,5,181,6888,0,4,7,29,40,54,104,81,9,12,12,12,4,3,12,378,0,0,0,21,60,52,70,68,17,14,6,12,11,0,11,332,46,165,475,619,947,853,2297,1091,205,168,150,158,42,20,157,7406,352,1600,2835,2706,3942,3862,15773,9858,1930,1813,1615,1785,623,201,864,49750
CED228,0,0,5,94,629,580,1819,1002,260,212,238,285,93,21,56,5289,10,11,23,31,189,66,34,11,0,3,0,0,0,0,5,377,0,4,3,23,25,49,335,156,28,36,14,37,3,5,9,730,0,3,16,23,32,60,211,114,32,40,27,41,12,8,14,614,0,3,7,22,100,240,754,463,72,89,100,122,43,11,18,2046,0,0,0,4,10,23,46,54,7,15,7,8,0,0,6,173,0,0,0,10,45,76,717,439,152,113,127,113,27,4,31,1852,58,370,1127,569,465,222,660,355,38,47,30,41,16,3,93,4098,0,5,9,23,29,38,126,84,16,15,22,33,9,0,11,434,0,0,0,104,264,244,331,257,58,66,42,52,33,9,48,1513,49,310,729,845,1261,1867,4991,2828,720,572,594,660,209,64,315,16000,299,1516,3149,2710,4619,6533,28642,19041,4726,4662,5157,5802,1859,544,1587,90844
CED229,0,0,11,35,163,135,232,210,77,85,109,172,70,13,21,1329,160,176,105,67,216,65,56,41,24,18,15,11,3,0,43,1006,3,10,13,34,80,99,232,121,37,28,34,30,18,11,12,760,0,15,36,158,477,525,529,181,33,49,61,80,16,10,25,2198,0,4,27,51,87,73,112,81,31,27,34,46,18,10,10,624,0,0,3,3,40,74,67,106,24,24,42,25,7,5,3,434,0,0,8,11,30,64,161,146,53,54,55,69,18,5,9,692,110,360,828,726,705,722,1655,1309,305,398,404,509,183,51,125,8406,5,16,67,149,147,222,402,373,80,116,136,123,80,47,47,2010,0,0,3,97,152,101,143,183,53,55,44,48,46,0,24,950,309,592,576,1089,1164,1697,1994,1989,751,903,1114,1405,603,81,268,14542,848,2025,3271,3595,5093,6137,11284,9968,3151,3669,4337,5383,2106,585,1099,62556
CED230,0,0,6,9,91,62,230,273,98,81,105,159,51,21,42,1225,10,5,10,3,17,5,6,4,0,0,0,0,0,0,4,58,0,0,3,9,0,7,11,5,0,6,6,3,6,0,0,51,0,0,9,24,16,53,117,43,17,19,10,45,21,0,9,389,0,0,11,0,6,8,37,55,14,15,20,16,0,0,0,184,0,0,0,0,0,0,29,57,22,24,46,67,21,0,8,272,0,0,0,0,12,28,171,152,29,34,23,34,12,0,28,521,134,485,1058,474,250,140,237,116,18,22,25,25,7,10,158,3147,0,0,8,36,15,25,43,40,9,0,5,11,3,3,3,210,0,0,0,16,89,90,137,98,26,77,89,33,23,6,62,740,46,148,225,261,266,306,502,300,63,55,131,281,74,103,155,2910,365,1511,1953,1255,1230,1152,2755,2415,804,975,1156,1397,444,184,834,18425
CED231,0,0,11,105,231,130,196,161,62,50,69,95,17,11,10,1161,25,32,55,33,119,42,28,22,5,0,4,8,0,0,7,380,0,0,9,25,40,41,103,61,15,15,18,14,10,3,0,348,0,5,7,24,52,51,95,48,16,21,17,13,7,12,10,372,0,8,50,99,152,199,198,96,24,32,38,59,13,0,13,979,0,0,0,5,22,14,49,44,10,3,7,8,0,0,5,172,0,0,0,10,32,47,121,93,42,21,30,34,4,4,18,452,92,323,683,406,370,282,596,410,57,59,58,58,37,11,67,3501,0,11,13,38,55,49,131,91,24,37,40,31,27,0,24,575,0,0,0,488,1097,488,300,232,50,40,54,87,29,18,71,2954,136,611,967,1040,955,1185,1414,1006,434,400,477,425,139,29,171,9391,592,4018,6130,3960,5058,4511,6817,4846,1409,1372,1671,1660,534,199,913,43692
CED232,0,0,4,25,117,71,290,327,51,43,41,37,15,6,18,1043,7,8,10,5,60,13,11,12,0,0,0,0,0,0,4,136,0,0,6,17,20,19,104,53,12,22,16,0,3,5,0,280,0,0,10,39,40,93,240,145,20,19,27,22,5,0,4,660,3,14,20,22,43,94,405,247,48,38,37,34,21,0,8,1039,0,0,0,0,5,7,26,13,6,0,4,0,7,0,0,64,0,0,0,5,21,42,91,59,19,11,15,9,11,5,23,319,102,486,1205,788,610,444,1146,582,47,64,55,43,16,12,151,5754,0,0,23,51,51,57,115,65,10,20,10,11,13,0,6,434,0,0,0,14,37,33,64,58,19,9,14,13,6,6,8,278,64,301,450,471,413,430,991,628,138,117,115,96,41,15,105,4382,343,1680,2884,2159,2351,2387,8141,5315,1027,1005,929,931,319,133,651,30269
CED233,0,0,0,36,210,192,374,302,128,145,245,455,136,49,45,2322,10,16,19,21,81,28,34,33,11,14,17,13,5,6,8,319,0,0,22,33,78,142,413,264,105,63,76,101,58,24,13,1385,0,4,23,57,102,147,245,116,35,23,30,45,28,16,3,872,0,5,9,47,110,97,166,127,67,73,77,108,58,23,13,989,0,0,0,3,49,106,206,294,107,133,181,142,66,12,21,1327,0,0,6,14,52,117,393,349,217,226,240,375,127,18,37,2174,80,265,673,516,634,731,1303,908,273,344,373,430,214,123,109,6976,3,3,31,78,137,239,400,374,101,136,166,206,148,72,40,2134,0,0,4,472,940,722,607,549,214,277,265,296,150,31,138,4670,60,178,396,545,898,1486,2376,1923,765,953,1233,2038,829,156,233,14060,296,1428,2668,2842,5366,7242,14488,14636,5774,7134,8442,10856,4662,1390,1514,88748
CED234,0,0,15,68,192,86,178,168,41,47,56,81,39,9,25,1000,29,29,33,28,111,27,16,10,4,0,5,0,3,0,4,297,0,8,30,78,173,180,442,122,26,48,32,26,16,12,11,1216,0,5,14,82,194,227,417,129,46,34,38,39,28,3,12,1263,3,24,70,77,280,181,220,125,47,58,72,102,23,3,12,1297,0,0,5,9,223,336,268,175,37,28,37,25,11,3,18,1173,0,0,3,17,38,61,113,76,13,10,24,24,10,3,8,403,164,428,844,492,474,348,623,264,45,46,47,57,25,6,97,3962,0,9,18,48,55,78,131,123,23,17,36,37,16,6,25,621,0,0,3,591,573,198,164,113,26,41,34,53,25,4,46,1885,176,533,603,800,778,779,843,596,166,192,174,194,88,30,144,6097,818,4211,5402,4595,9012,8851,15955,10574,2483,2767,2819,2982,1247,397,1413,73518
