CED_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
CED203,1970,363,26,10,1667,323,0,4363,1562,724,88,38,1549,286,10,4257,2411,2699,630,278,2142,816,13,8983,2071,3119,1008,472,1374,694,7,8747,2183,3310,981,420,1622,682,7,9208,2195,3084,1013,468,1974,615,7,9362,1460,2468,1265,704,2150,528,11,8584,641,1083,613,429,1491,412,0,4674,167,223,120,113,721,243,0,1577,14665,17074,5747,2934,14687,4591,64,59763,2008,493,41,20,1384,290,0,4232,1318,1179,244,160,1060,232,6,4206,1413,3085,1463,1513,1410,582,9,9477,840,3116,2113,1991,911,546,4,9534,1015,3690,2182,1356,1076,537,0,9854,1168,3394,2312,1507,1561,560,7,10500,657,2192,2027,1808,1994,492,12,9186,408,916,856,922,1633,500,3,5231,276,247,163,165,1133,475,6,2465,9098,18309,11406,9440,12165,4210,48,64680,3978,863,74,28,3048,609,0,8602,2881,1906,333,201,2608,522,19,8462,3819,5784,2097,1789,3549,1397,23,18461,2912,6241,3117,2468,2290,1241,12,18280,3203,7000,3172,1772,2700,1214,7,19061
CED204,2091,479,39,8,2739,390,0,5764,1948,802,126,55,3046,479,7,6470,3188,2782,554,272,5788,1250,20,13860,2770,3302,948,435,4287,948,19,12708,2669,3248,823,403,3575,710,17,11438,2322,2881,773,366,3529,594,29,10494,1257,1784,768,384,2745,381,42,7355,552,712,318,222,1700,327,12,3838,173,149,61,52,665,129,4,1223,16978,16142,4400,2202,28079,5203,145,73154,2043,600,88,23,2258,329,7,5343,1693,1202,305,154,2032,369,9,5759,1910,3041,1428,1651,3711,929,12,12689,921,3026,2072,2636,2945,761,17,12386,1009,3283,2214,1849,2521,649,25,11543,981,2819,1982,1662,2825,514,54,10834,591,1677,1352,1168,2564,439,47,7830,430,723,511,465,1783,305,8,4224,198,230,103,78,1186,232,6,2031,9774,16600,10055,9689,21818,4530,178,72643,4139,1082,127,39,4996,720,10,11101,3649,2006,430,206,5078,846,18,12227,5105,5830,1983,1928,9502,2179,33,26546,3692,6323,3019,3078,7236,1711,37,25093,3674,6533,3033,2248,6099,1362,36,22987
CED205,1611,399,43,17,3649,443,0,6163,1543,734,122,54,3934,525,7,6916,3251,2924,643,333,7434,1351,27,15970,2736,3445,1016,577,6130,1129,29,15056,2027,2410,577,337,4406,724,9,10489,1681,1872,528,290,4084,519,27,8998,793,997,345,205,2500,271,17,5119,314,358,148,100,1243,167,10,2341,61,59,20,23,344,64,0,575,14019,13203,3440,1932,33719,5197,116,71620,1767,708,97,39,2898,375,0,5888,1393,1332,318,210,2733,419,6,6403,1751,3279,1807,2565,5792,1095,24,16301,890,2892,2214,3142,4522,950,10,14621,778,2417,1644,1889,3560,639,19,10943,695,1840,1355,1372,3149,483,48,8933,408,953,801,715,2336,307,42,5559,244,398,229,235,1260,216,11,2603,94,74,40,31,564,102,0,898,8027,13885,8487,10200,26809,4582,155,72145,3377,1113,134,62,6542,816,3,12047,2937,2064,438,264,6664,945,10,13321,5000,6199,2456,2896,13222,2446,47,32271,3627,6338,3233,3721,10646,2070,35,29681,2805,4825,2218,2230,7962,1366,24,21435
CED206,2390,339,21,17,1953,225,0,4951,1792,649,75,28,1754,199,7,4503,2840,3098,656,224,2196,425,16,9454,2480,3797,1150,436,1590,395,12,9868,2653,4010,1179,383,1753,478,14,10464,2324,3576,1108,420,1937,384,14,9755,1320,2385,1119,642,1777,271,10,7515,596,1026,539,361,1270,235,0,4028,150,197,83,85,502,64,0,1077,16543,19065,5934,2595,14733,2676,67,61611,2386,484,37,9,1433,204,3,4568,1639,998,197,92,1135,148,5,4208,1590,3420,1483,1565,1251,387,6,9696,895,3430,2480,2376,973,366,8,10534,1086,4258,2667,1579,1017,406,11,11038,1018,3685,2370,1574,1306,345,6,10306,583,2053,2031,1647,1725,278,11,8326,375,852,750,775,1383,246,14,4387,190,252,115,87,822,111,3,1576,9754,19431,12134,9706,11048,2497,60,64632,4778,827,63,19,3389,436,5,9520,3435,1646,268,119,2887,345,8,8713,4431,6514,2142,1785,3442,806,22,19152,3381,7225,3635,2814,2564,763,22,20401,3737,8269,3845,1969,2774,886,21,21501
CED207,2601,527,40,16,2371,216,13,5783,2770,1310,187,71,3442,537,60,8370,3550,3170,596,255,5240,970,53,13832,2516,3781,1215,460,3217,564,49,11803,2725,4047,1196,424,2303,427,68,11184,2170,3390,1015,424,2165,292,47,9499,1314,2317,1012,405,2025,259,60,7389,937,1399,712,311,1812,262,14,5448,345,437,205,120,1216,213,5,2545,18923,20370,6169,2485,23794,3733,369,75846,2665,661,53,23,1951,192,25,5567,2590,1597,209,94,2240,399,45,7177,2457,3434,1107,904,3701,712,41,12352,1152,3394,2610,2280,2573,475,38,12517,1095,3858,2904,1976,2022,420,38,12309,901,3222,2333,1652,1861,334,62,10368,674,2165,1936,1494,2152,313,74,8800,665,1394,1252,1029,2241,348,23,6949,414,564,322,234,1870,367,4,3774,12622,20275,12722,9682,20596,3567,347,79813,5267,1192,87,38,4320,407,37,11351,5358,2907,389,168,5677,936,104,15544,6006,6597,1705,1155,8939,1685,95,26183,3668,7169,3825,2736,5796,1034,86,24317,3819,7898,4100,2404,4325,843,110,23494
CED208,1654,253,22,8,1490,165,4,3594,1643,839,107,51,1996,329,9,4970,4258,4572,708,232,3808,814,22,14412,2935,4724,1299,446,2233,629,14,12282,2485,3877,1026,353,2192,490,4,10440,1685,2473,755,304,2128,385,16,7744,879,1414,502,247,1749,300,18,5105,504,661,302,183,1376,256,8,3290,235,223,103,43,754,212,0,1564,16288,19036,4828,1870,17710,3585,99,63407,1738,413,35,10,1172,182,5,3551,1720,1285,198,90,1279,241,15,4826,3667,5869,1380,957,2580,676,18,15150,1750,4556,2458,1968,1482,512,14,12737,1223,3884,2424,1469,1489,423,16,10922,956,2747,1573,1039,1688,326,23,8360,534,1426,1077,867,1616,336,14,5865,373,889,617,514,1558,328,8,4287,285,358,181,117,1139,360,3,2442,12243,21423,9945,7026,14002,3383,114,68147,3390,660,56,18,2659,346,8,7144,3371,2125,305,135,3271,569,27,9801,7928,10437,2096,1192,6389,1487,40,29561,4690,9280,3757,2411,3714,1137,25,25016,3712,7760,3452,1820,3683,910,17,21358
CED209,2049,277,27,10,1677,198,4,4247,1651,708,99,33,1655,233,4,4384,2717,2847,563,220,2146,416,5,8918,2408,3734,1134,388,1316,354,11,9343,2276,3537,896,335,1358,367,3,8781,1979,3007,952,371,1435,322,9,8081,1474,2655,1245,601,1850,360,5,8192,610,1161,633,361,1338,311,4,4419,148,191,146,97,678,196,0,1453,15313,18115,5703,2410,13458,2763,45,57812,2137,428,44,9,1361,218,7,4200,1621,1093,173,97,989,195,0,4169,1622,3282,1408,1354,1329,346,9,9347,921,3422,2545,2316,853,384,18,10447,967,3788,2278,1375,877,339,8,9633,1003,3347,2182,1342,1300,347,19,9535,567,2380,2249,1687,1773,407,4,9068,371,882,928,885,1539,422,7,5028,211,252,160,145,1237,369,0,2363,9418,18866,11955,9215,11246,3028,65,63791,4185,705,72,21,3040,422,8,8443,3267,1800,270,122,2642,430,5,8547,4338,6133,1973,1574,3475,761,16,18262,3331,7151,3677,2702,2163,739,27,19796,3246,7324,3174,1709,2237,705,13,18409
CED210,2040,307,24,14,2092,275,11,4760,1773,860,125,46,2048,422,5,5280,3199,3402,623,249,3377,1127,7,11991,2425,3441,920,384,1930,914,20,10026,2405,3368,886,375,2076,703,7,9821,2049,2818,823,377,2438,519,8,9031,1207,2001,887,436,2258,381,8,7177,571,933,454,301,1407,300,3,3966,194,196,112,99,674,160,0,1435,15866,17322,4858,2279,18293,4792,75,63488,1996,494,47,18,1606,251,16,4421,1618,1386,292,159,1369,266,7,5087,2053,3902,1503,1455,2131,642,18,11711,1046,3223,2260,2066,1288,561,10,10449,1062,3597,2212,1548,1454,479,11,10363,999,3101,2049,1296,1890,387,9,9734,590,1838,1719,1423,2241,435,18,8268,423,884,793,766,1749,415,6,5036,236,336,175,138,1145,289,0,2322,10011,18754,11049,8875,14870,3733,86,67386,4031,800,70,36,3696,526,25,9181,3390,2248,410,201,3421,689,12,10369,5252,7303,2133,1705,5513,1768,30,23703,3470,6659,3180,2447,3214,1474,28,20471,3467,6963,3094,1929,3532,1183,19,20185
CED211,2532,305,11,0,2047,140,5,5037,2093,651,71,25,1894,176,0,4912,2986,2985,580,219,2895,455,20,10137,2683,4401,1261,426,2345,408,13,11536,2813,4201,1065,355,1917,373,21,10742,2335,3314,923,329,2016,273,18,9213,1324,2275,990,422,1855,239,36,7144,715,1195,573,321,1379,278,11,4467,230,292,142,86,750,268,4,1770,17709,19611,5618,2190,17098,2611,123,64960,2404,410,24,11,1577,103,0,4532,1820,1066,163,56,1213,125,4,4448,2072,3507,1295,1130,2038,399,15,10465,1197,3965,2725,2355,1762,415,12,12434,1239,4246,2755,1615,1453,286,17,11609,1108,3639,2182,1267,1632,274,54,10156,687,2183,2006,1428,2019,315,45,8686,521,1152,1048,852,1766,419,10,5779,294,396,224,162,1357,646,3,3077,11347,20563,12420,8883,14823,2984,162,71187,4931,712,37,16,3619,242,9,9569,3915,1719,231,77,3109,302,13,9364,5060,6497,1874,1357,4934,855,34,20603,3882,8362,3985,2786,4111,828,26,23973,4058,8444,3820,1969,3371,662,33,22351
CED212,2106,298,26,13,2113,256,3,4815,1622,583,55,23,1812,223,0,4323,2898,2804,528,217,2695,619,15,9784,2778,3749,1007,370,1973,587,6,10481,2723,3812,982,374,2169,627,9,10702,2144,3151,828,304,2326,497,5,9246,1240,1996,898,401,2022,318,4,6893,573,860,484,259,1405,292,5,3874,179,180,96,76,603,204,3,1344,16260,17453,4904,2053,17122,3619,59,61465,2007,429,45,15,1615,260,0,4369,1529,1014,181,91,1178,217,6,4217,1725,3437,1346,1349,1770,598,11,10238,1112,3606,2385,2385,1221,551,3,11264,1213,4076,2376,1508,1487,492,3,11161,1169,3339,1971,1197,1832,395,10,9905,655,1851,1658,1210,2134,373,20,7893,380,829,806,654,1618,421,16,4712,217,258,125,122,1114,399,3,2235,10001,18839,10896,8531,13957,3708,74,65997,4115,727,71,26,3729,519,6,9186,3152,1602,236,112,2984,442,9,8540,4625,6245,1880,1563,4461,1221,25,20020,3889,7360,3389,2758,3191,1137,18,21739,3935,7892,3362,1886,3655,1116,13,21862
CED213,1921,241,18,16,1923,288,5,4405,1414,489,68,29,1504,186,4,3693,2079,2013,419,169,1696,413,8,6802,2013,2683,787,319,1196,447,7,7449,2449,3418,901,344,1613,591,11,9318,2358,3354,1025,420,1926,510,14,9606,1750,2987,1437,695,2347,528,10,9750,898,1628,912,501,1985,508,3,6439,273,355,188,149,994,344,5,2299,15146,17176,5748,2642,15179,3811,57,59754,1883,369,37,12,1374,305,0,3981,1225,815,122,93,860,194,6,3315,1202,2365,1063,1061,980,392,9,7078,818,2678,1833,1894,719,475,6,8418,1080,3912,2307,1532,1088,562,5,10493,1180,3883,2379,1372,1476,508,14,10811,807,2798,2656,1914,2328,624,14,11139,540,1387,1360,1159,2333,684,6,7460,302,373,220,175,1498,581,0,3158,9037,18581,11981,9210,12655,4330,66,65853,3804,612,58,25,3299,594,5,8384,2636,1309,190,120,2367,385,7,7011,3277,4382,1482,1234,2670,810,22,13873,2828,5363,2613,2208,1917,917,14,15865,3530,7331,3206,1876,2699,1153,18,19810
CED214,1352,294,36,23,2187,344,10,4235,1641,871,116,62,3125,572,7,6401,4196,4114,708,308,7164,1714,45,18256,2928,4002,1090,450,4318,1126,29,13955,2187,2922,827,368,3660,793,29,10788,1809,2167,686,364,3506,630,32,9195,1028,1374,522,359,2776,467,29,6552,554,556,225,151,1613,382,11,3486,171,170,64,47,646,171,0,1268,15867,16479,4274,2125,29007,6201,192,74143,1407,504,65,26,1820,296,6,4128,1650,1237,273,109,2213,458,13,5948,3043,4929,1497,1241,4870,1328,38,16948,1532,3709,2165,1993,3187,902,23,13508,1149,2920,1858,1494,2884,647,25,10979,843,2249,1437,1274,2663,560,50,9067,539,1439,1071,1023,2512,439,33,7054,424,676,499,418,1641,384,14,4049,203,224,113,82,1130,383,0,2129,10788,17884,8967,7657,22912,5402,187,73810,2759,799,93,46,4005,646,17,8359,3293,2109,390,165,5337,1031,19,12352,7243,9045,2205,1545,12029,3043,78,35198,4459,7715,3255,2439,7513,2028,45,27460,3335,5843,2683,1864,6545,1442,52,21768
CED215,1982,374,31,16,2227,303,4,4947,1572,699,93,39,2349,542,9,5302,3404,3343,717,308,4842,1412,25,14053,3832,6118,1866,758,4459,1306,31,18368,2967,4157,1086,405,2731,668,12,12023,1924,2732,746,317,2150,422,47,8335,967,1479,594,288,1937,247,59,5576,447,594,261,134,1073,170,22,2699,142,125,62,58,507,59,0,948,17228,19610,5460,2322,22278,5133,208,72243,1984,533,59,19,1753,244,5,4597,1414,1010,218,111,1473,256,9,4496,2128,4142,1844,1930,3581,947,20,14596,1485,4994,3701,3610,3209,871,7,17877,1193,4187,2481,1788,1902,490,28,12075,890,2721,1714,1202,1812,335,87,8760,503,1376,1159,915,1893,261,101,6216,309,659,480,424,1269,193,6,3348,179,211,104,78,859,144,0,1574,10085,19841,11761,10076,17750,3752,268,73536,3972,905,90,35,3981,551,11,9541,2981,1709,313,156,3823,797,18,9795,5534,7483,2561,2237,8426,2363,40,28645,5317,11110,5568,4368,7666,2176,44,36246,4161,8343,3566,2197,4638,1161,41,24097
CED216,1860,338,30,17,1641,428,4,4315,1270,656,93,56,1392,374,8,3853,2188,2451,607,291,2054,1050,34,8678,1791,2744,851,446,1440,1022,22,8310,2017,2861,884,428,1809,773,17,8789,2272,3272,1149,678,2579,786,17,10749,1670,2735,1534,1060,2943,850,3,10789,730,1201,704,540,1843,524,0,5548,166,223,108,105,718,293,5,1619,13963,16476,5962,3611,16415,6100,113,62650,1769,493,60,33,1273,395,0,4027,973,928,264,222,958,325,0,3678,1094,2653,1352,1632,1339,725,15,8809,661,2549,1812,1885,983,746,9,8644,897,3385,2000,1391,1266,682,5,9627,1029,3492,2536,1788,1964,710,9,11526,625,2111,2271,2342,2444,782,8,10584,411,892,969,1055,1960,641,3,5924,189,255,200,137,1135,463,0,2376,7649,16753,11464,10491,13328,5470,51,65195,3626,828,92,54,2914,824,4,8336,2239,1590,357,273,2358,703,6,7528,3286,5105,1955,1922,3398,1773,50,17486,2449,5289,2664,2331,2428,1762,33,16953,2918,6249,2881,1818,3072,1457,18,18413
CED217,2714,251,21,16,2096,152,4,5259,1952,626,57,18,1563,155,10,4376,2400,2009,341,121,1998,345,16,7231,2303,3585,976,335,1536,363,17,9111,3235,4585,1148,351,1514,360,39,11225,2659,3806,933,295,1564,244,25,9519,1612,2530,876,329,1532,215,20,7112,812,1208,446,190,1242,207,7,4109,239,293,143,93,757,132,0,1657,17924,18894,4936,1742,13796,2165,143,59598,2621,398,21,7,1680,141,7,4883,1793,877,109,27,959,94,7,3863,1824,2691,770,616,1394,329,20,7636,1113,3447,2355,1889,1100,363,18,10300,1311,4862,3217,1815,1073,371,30,12690,1171,3943,2452,1203,1212,280,27,10286,770,2469,2021,1142,1521,307,28,8261,532,1185,975,676,1547,327,14,5253,338,464,236,155,1542,347,3,3086,11469,20342,12164,7540,12029,2564,152,66256,5334,655,48,24,3771,301,12,10142,3746,1503,164,46,2521,253,18,8240,4223,4699,1110,737,3392,668,35,14865,3420,7034,3333,2222,2637,732,34,19414,4549,9450,4368,2164,2590,729,68,23913
CED218,2065,424,35,15,2946,359,5,5848,1722,661,92,30,3007,631,5,6145,2910,2609,522,230,5275,1577,13,13152,2926,3691,1065,480,4573,1342,12,14089,2529,3182,778,393,3893,804,8,11584,1860,2286,630,320,3420,479,24,9030,1115,1397,580,340,2630,294,32,6393,440,546,232,138,1364,197,9,2929,73,102,36,27,420,65,0,726,15639,14909,3976,1969,27520,5753,122,69887,2065,675,91,29,2532,271,4,5666,1648,1077,201,97,2006,309,10,5349,1747,3072,1403,1735,4002,993,11,12959,1040,3333,2556,2885,3454,846,14,14126,888,3117,2266,2122,3046,612,24,12067,751,2232,1691,1653,2776,408,49,9560,541,1305,1102,1088,2393,314,51,6794,319,505,370,329,1294,178,9,3011,107,135,62,47,701,92,6,1145,9097,15445,9740,9977,22217,4034,174,70680,4130,1100,125,43,5476,633,7,11509,3372,1733,288,130,5008,942,15,11498,4663,5685,1927,1962,9281,2567,24,26111,3964,7024,3626,3361,8029,2183,26,28212,3410,6298,3042,2512,6939,1417,33,23654
CED219,1928,390,22,14,2369,334,0,5061,1633,640,99,53,2283,334,5,5043,3206,3057,614,287,4004,836,10,12019,2769,3788,1070,490,3121,776,18,12031,2530,3087,832,395,2627,566,7,10037,1804,2471,714,340,2410,413,15,8161,1045,1569,701,438,2215,306,28,6306,374,522,293,249,1142,187,9,2779,73,105,38,28,388,58,3,699,15370,15620,4372,2299,20559,3818,89,62127,1982,556,73,35,1901,321,0,4860,1386,1097,239,182,1551,286,8,4751,1708,3557,1725,2242,2870,809,21,12931,940,3385,2470,2727,2109,734,7,12368,989,3426,2042,1653,1806,541,18,10474,786,2550,1795,1331,2001,403,36,8905,521,1401,1325,1255,2083,335,32,6953,268,497,432,418,1242,228,5,3098,129,134,88,50,702,99,0,1200,8708,16610,10178,9887,16262,3761,129,65540,3914,948,85,47,4268,654,0,9918,3018,1740,337,243,3834,616,12,9793,4917,6615,2340,2533,6876,1647,29,24951,3711,7171,3539,3218,5228,1509,18,24396,3518,6509,2877,2037,4432,1112,27,20512
CED220,1796,209,12,6,1406,124,0,3549,2094,1076,132,42,1821,226,15,5409,4872,4621,648,215,4040,805,30,15222,3036,4090,993,338,2022,516,27,11027,2569,3681,866,263,1441,381,45,9242,2154,2917,695,234,1432,298,33,7754,1427,1955,670,213,1323,255,25,5867,749,1009,366,152,1210,250,3,3743,223,264,88,53,651,162,0,1441,18915,19817,4467,1507,15346,3015,183,63261,1933,315,26,11,1247,109,10,3653,2357,1692,205,53,1520,282,18,6123,4349,6015,1253,644,3069,795,34,16158,1780,3853,2010,1638,1385,472,28,11162,1336,3677,2191,1425,1051,372,28,10086,1059,3169,1754,1021,1104,290,41,8438,754,2137,1508,848,1421,341,28,7036,466,1036,892,630,1368,327,13,4732,284,366,199,106,1103,381,4,2436,14313,22263,10034,6369,13276,3361,206,69829,3732,522,36,17,2654,234,10,7208,4452,2769,335,92,3338,508,41,11535,9220,10634,1897,858,7112,1595,64,31382,4814,7951,3002,1974,3411,983,58,22191,3911,7358,3054,1683,2495,749,76,19328
CED221,1967,482,50,29,2980,310,4,5819,1778,815,124,60,3167,388,4,6348,3467,3223,699,323,5893,1006,20,14634,3404,4578,1282,624,5060,893,11,15850,2509,3154,827,354,3572,540,7,10956,1797,2124,625,276,2935,417,29,8204,820,1175,459,249,1936,250,37,4916,347,402,189,132,1013,127,9,2228,56,79,32,30,339,54,5,582,16145,16030,4285,2074,26905,3978,132,69541,2094,705,106,31,2483,302,0,5718,1584,1323,312,209,2371,346,3,6149,1940,3908,2030,2467,4634,987,14,15980,1172,3683,2834,3236,3714,765,10,15418,1029,3030,1950,1693,2739,523,9,10973,777,2200,1389,1105,2344,389,79,8293,474,1081,874,743,1893,263,61,5400,261,426,294,284,1124,167,20,2581,93,91,53,48,649,83,5,1014,9428,16446,9841,9818,21962,3827,198,71515,4057,1184,153,56,5467,612,4,11537,3364,2138,439,268,5548,733,11,12497,5403,7132,2727,2792,10533,1996,40,30609,4581,8267,4115,3860,8775,1653,15,31268,3537,6184,2777,2047,6306,1062,19,21931
CED222,1945,373,34,17,2579,244,7,5196,2268,1092,144,83,4099,573,25,8283,4196,3678,712,289,8085,1436,43,18443,2838,3906,1133,475,4877,752,36,14019,2682,3296,911,393,3848,566,30,11716,2126,2704,788,385,3545,466,31,10044,1361,1769,705,374,2958,368,50,7579,778,924,439,222,2082,326,15,4797,285,257,117,84,1069,163,8,1982,18473,18001,4980,2319,33150,4894,243,82059,2007,515,59,27,2150,259,9,5029,2046,1343,254,123,2889,414,21,7096,2722,3833,1510,1371,5526,1017,45,16025,1370,3522,2414,2287,3644,692,20,13942,1123,3486,2259,1711,3058,502,31,12172,1017,2744,1846,1391,2921,434,55,10412,756,1783,1528,1288,2831,407,60,8650,579,1056,798,661,2215,367,24,5695,321,381,176,141,1630,284,0,2933,11926,18657,10848,9007,26868,4378,277,81961,3951,888,98,38,4730,511,15,10226,4310,2435,405,205,6987,989,47,15383,6919,7510,2217,1662,13620,2452,86,34469,4201,7426,3547,2762,8523,1443,57,27965,3801,6779,3171,2095,6911,1070,66,23894
