SOSR_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SOSR579,0,58,206,427,380,184,41,0,0,1305,0,0,31,57,68,52,27,7,0,232,0,0,6,5,7,15,11,0,0,44,0,0,0,0,0,8,0,0,0,9,0,0,31,63,80,69,38,7,0,287,0,35,194,417,379,197,41,0,0,1268,0,91,430,908,842,449,117,15,0,2856,3,21,43,24,29,49,24,9,0,201,0,8,12,4,4,8,18,4,0,55,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,8,12,4,4,7,22,3,0,67,0,12,29,20,23,26,13,5,0,127,4,39,89,49,60,77,61,17,0,395,3,80,249,453,414,233,64,12,0,1503,0,4,41,64,72,56,47,9,0,292,0,0,3,5,7,18,13,0,0,53,0,0,0,0,0,8,0,0,0,12,0,4,45,73,80,74,57,17,0,350,0,51,220,435,397,221,57,6,0,1396
SOSR603,13566,8521,13153,8501,6741,5384,3517,1400,373,61153,1632,1896,2291,2324,2453,2940,2866,1657,546,18607,127,289,393,475,681,1006,1349,998,370,5695,0,28,54,98,248,495,875,760,359,2922,1763,2213,2739,2906,3383,4439,5088,3414,1279,27221,1311,955,1273,970,937,765,576,339,143,7270,16639,11689,17165,12380,11063,10594,9183,5156,1785,95650,13118,7142,11961,8280,6792,5833,3936,1663,522,59247,1265,2718,3083,2936,2991,3261,3433,2243,984,22917,114,577,807,788,1012,1343,1662,1270,703,8275,3,56,101,228,458,807,1082,968,615,4312,1390,3346,3988,3953,4463,5419,6164,4482,2297,35504,1189,839,1005,830,771,685,589,442,250,6602,15697,11327,16957,13066,12024,11931,10693,6591,3064,101348,26682,15661,25116,16785,13531,11219,7447,3067,892,120404,2897,4611,5371,5262,5445,6204,6298,3896,1528,41523,247,863,1198,1263,1693,2349,3006,2270,1072,13967,7,83,154,324,710,1300,1953,1723,974,7234,3148,5557,6726,6858,7846,9858,11258,7896,3571,62722,2504,1796,2276,1803,1706,1445,1171,784,385,13871
SOSR611,5457,3680,4621,3233,2847,2249,1355,582,142,24164,863,858,1003,874,1064,1156,1131,724,238,7908,78,150,203,198,300,446,598,452,179,2612,4,4,21,68,120,247,411,385,150,1417,949,1012,1228,1146,1486,1852,2139,1558,569,11934,564,515,513,355,345,335,209,163,66,3074,6967,5208,6356,4730,4681,4433,3711,2300,781,39173,5511,3235,4020,3000,2891,2411,1646,696,236,23650,612,1111,1256,1243,1285,1310,1323,986,462,9583,49,246,344,357,475,549,670,583,309,3580,0,24,47,115,259,377,510,449,268,2047,660,1373,1652,1710,2017,2240,2505,2013,1036,15214,533,434,399,340,330,295,272,203,125,2926,6705,5047,6066,5050,5236,4947,4422,2916,1396,41783,10971,6916,8635,6229,5739,4662,3002,1275,383,47819,1472,1970,2257,2119,2349,2470,2455,1707,704,17491,132,395,548,547,771,997,1264,1040,488,6186,4,27,71,183,381,622,919,830,417,3466,1608,2391,2882,2853,3501,4088,4646,3572,1608,27148,1094,952,905,692,679,634,484,370,190,6003
SOSR612,2985,1804,1985,1438,1449,1284,835,392,84,12255,522,491,537,491,631,726,737,438,143,4714,46,78,107,123,200,289,361,303,99,1597,4,6,19,42,106,151,270,248,89,944,569,575,655,660,936,1166,1366,990,338,7260,356,216,234,196,227,202,160,136,47,1781,3908,2596,2880,2294,2614,2650,2361,1515,472,21291,3036,1622,1781,1471,1472,1321,885,419,161,12167,425,617,717,675,706,876,841,552,233,5636,38,163,224,206,303,416,478,323,168,2324,5,12,37,89,178,268,373,267,153,1388,466,791,981,971,1191,1561,1694,1144,545,9343,361,195,198,188,207,191,176,150,76,1743,3867,2606,2964,2632,2860,3077,2756,1710,787,23253,6019,3422,3770,2906,2923,2610,1713,804,248,24416,946,1105,1250,1167,1334,1601,1585,987,379,10357,81,243,331,330,505,702,837,625,267,3922,7,15,57,134,280,425,643,517,247,2325,1037,1369,1640,1626,2121,2731,3065,2132,883,16601,716,418,430,388,434,394,335,284,130,3524
SOSR613,783,469,424,369,395,421,299,133,48,3339,121,111,103,122,160,222,241,180,49,1308,11,14,23,22,57,85,122,95,35,458,0,0,4,8,28,51,79,79,35,282,139,122,131,153,244,359,442,357,116,2055,95,72,35,61,51,50,66,40,21,482,1007,663,591,584,692,833,809,526,184,5881,740,419,416,398,431,452,311,174,65,3396,84,171,149,159,211,282,288,235,108,1693,14,42,43,46,77,124,174,110,58,671,0,0,12,19,34,78,103,91,33,358,94,208,199,222,329,483,563,429,197,2726,81,47,39,33,55,58,61,50,16,445,916,672,654,654,806,987,935,654,278,6567,1526,888,842,766,824,878,606,307,111,6742,208,275,252,283,374,511,529,415,152,2999,20,56,65,65,139,207,294,200,91,1139,0,0,13,31,57,132,180,166,69,644,225,334,328,377,565,841,1004,782,315,4777,175,115,74,97,104,103,132,94,38,931
SOSR614,1161,623,656,581,490,591,337,139,19,4593,211,131,151,180,239,321,306,147,42,1728,16,30,27,51,70,127,158,113,33,615,0,0,7,9,28,75,125,90,33,365,230,163,186,235,338,520,587,355,109,2706,143,81,83,99,80,94,79,29,9,701,1525,861,924,915,908,1205,993,517,142,8001,1108,543,604,533,512,511,365,162,47,4383,149,188,255,255,279,322,327,219,69,2063,10,36,49,86,105,180,200,130,49,842,0,0,14,18,65,100,122,107,36,471,163,223,320,362,450,604,646,451,156,3383,159,92,74,85,84,79,73,54,17,713,1426,857,1001,982,1045,1189,1087,666,215,8482,2271,1165,1265,1117,1002,1099,700,296,66,8978,359,321,409,432,516,646,630,361,112,3788,28,60,77,142,178,301,352,241,74,1459,0,0,21,24,87,177,248,205,71,835,390,391,509,596,786,1128,1230,801,265,6085,304,170,158,184,169,172,152,82,27,1413
SOSR615,4433,2361,2629,2140,2080,2031,1447,594,143,17853,683,546,635,659,797,1080,1279,683,224,6588,50,81,111,129,251,444,721,489,160,2431,3,3,20,41,112,288,477,420,138,1503,738,627,762,829,1162,1814,2474,1593,522,10525,496,315,273,276,300,292,313,178,91,2524,5664,3301,3669,3246,3537,4133,4235,2365,751,30904,4290,2004,2384,2091,2097,2102,1546,693,212,17421,542,693,945,878,985,1223,1442,968,342,8019,42,137,276,274,392,564,764,549,270,3269,0,11,50,72,212,356,542,434,229,1912,585,840,1276,1224,1591,2149,2743,1954,846,13204,499,250,270,278,289,312,293,237,113,2534,5369,3092,3921,3589,3977,4566,4590,2884,1173,33158,8722,4364,5013,4228,4174,4132,2999,1283,356,35274,1229,1235,1578,1541,1780,2306,2719,1657,568,14616,89,211,383,405,642,1009,1481,1041,436,5700,0,18,72,110,332,651,1019,857,367,3412,1325,1463,2034,2055,2753,3964,5222,3552,1367,23729,995,565,542,550,585,603,610,417,202,5061
SOSR621,1418,734,814,827,847,849,594,235,43,6360,186,155,194,219,308,445,539,284,66,2397,17,23,34,35,84,166,218,168,39,784,0,3,4,14,30,104,152,121,38,456,206,181,230,270,425,718,903,570,143,3641,155,107,98,107,132,148,117,69,23,956,1782,1019,1146,1205,1403,1709,1611,875,202,10953,1417,600,776,733,792,861,579,206,49,6011,135,174,239,291,319,473,469,263,80,2458,14,40,60,87,147,218,257,155,55,1031,0,5,11,16,60,125,169,136,52,571,151,219,308,389,527,819,899,550,195,4057,162,61,91,95,109,140,110,63,21,857,1729,886,1180,1212,1424,1814,1590,820,265,10927,2833,1334,1592,1555,1637,1704,1178,447,90,12365,321,331,434,509,627,921,1003,545,148,4855,27,61,95,126,232,387,473,318,94,1811,0,8,15,27,90,230,319,255,92,1032,348,400,539,661,956,1534,1798,1122,334,7693,314,174,194,205,238,290,233,131,45,1813
SOSR622,551,258,287,275,341,405,305,98,16,2547,68,76,67,87,132,219,266,121,21,1061,4,10,10,23,40,83,105,66,14,355,0,0,0,8,16,41,85,53,23,225,70,80,79,120,186,343,453,239,58,1639,69,43,38,30,54,62,73,39,27,440,692,387,410,424,590,815,831,378,99,4625,547,248,257,278,300,375,271,101,21,2388,54,71,91,102,154,236,218,97,29,1055,5,7,25,35,62,87,115,55,27,422,0,0,9,9,37,61,76,56,20,261,55,84,126,146,258,386,408,211,78,1743,43,39,31,37,50,65,63,44,39,401,638,373,415,461,606,820,739,352,138,4540,1093,514,551,549,642,783,571,201,39,4937,116,148,163,189,278,457,489,223,52,2114,6,14,33,55,104,170,224,122,47,777,0,5,6,16,61,102,156,111,42,494,129,166,203,262,444,733,863,448,136,3386,115,78,74,65,109,128,132,85,64,840
SOSR631,7496,4088,3794,4094,4819,4928,3149,961,132,33474,895,784,759,1075,1524,2410,2335,1012,173,10967,44,91,121,216,415,875,1085,540,120,3510,4,8,10,34,165,422,653,411,88,1793,940,881,892,1330,2104,3705,4069,1963,386,16264,834,522,493,556,697,757,609,235,70,4779,9274,5490,5178,5977,7619,9391,7821,3166,588,54513,7263,3278,3329,3993,4537,4499,2611,757,122,30389,680,972,1101,1395,1769,2398,1983,823,175,11302,41,133,283,395,615,976,880,451,117,3886,0,11,43,97,277,459,530,240,87,1747,717,1122,1429,1890,2656,3837,3394,1509,388,16935,737,465,439,501,562,675,478,205,56,4131,8714,4860,5201,6379,7764,9010,6485,2470,565,51453,14761,7367,7128,8084,9361,9430,5760,1721,253,63860,1571,1753,1859,2471,3293,4811,4319,1835,352,22266,87,223,411,614,1024,1852,1961,990,239,7396,0,25,55,131,437,877,1181,644,175,3541,1658,1997,2325,3218,4755,7539,7466,3475,769,33201,1573,992,938,1063,1263,1436,1087,442,126,8907
SOSR679,0,10,28,32,30,19,7,0,0,137,0,4,0,5,6,14,11,4,0,48,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,7,10,17,16,4,0,57,0,0,25,24,26,23,0,0,0,97,0,12,58,65,70,62,25,4,0,294,0,9,7,7,7,8,3,0,0,43,0,5,3,0,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,5,0,0,0,23,0,0,0,3,4,3,0,0,0,15,0,7,13,12,18,11,9,0,0,72,0,17,37,40,41,26,16,0,0,179,0,3,4,5,11,17,12,3,0,58,0,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,3,4,10,15,23,20,3,0,76,0,0,28,25,30,30,0,0,0,114
SOSR703,10797,6114,9142,7203,5312,3819,2190,586,80,45239,866,759,1167,1264,1454,1725,1544,571,112,9465,46,63,142,197,340,472,639,332,61,2297,0,6,18,52,104,265,401,211,49,1103,913,825,1326,1510,1902,2464,2580,1118,226,12867,1460,1145,1907,1539,1303,1108,738,217,55,9488,13170,8082,12383,10260,8516,7389,5506,1926,362,67594,10598,5328,9451,7372,5202,3739,2128,546,79,44441,607,1023,1762,1696,1588,1736,1434,562,133,10548,26,143,334,323,425,631,600,298,79,2856,5,14,43,74,149,265,361,213,85,1201,636,1181,2134,2091,2169,2632,2389,1078,298,14608,1397,899,1556,1240,1046,962,605,225,65,8001,12629,7414,13140,10705,8421,7334,5127,1845,442,67050,21394,11442,18594,14582,10514,7557,4319,1125,159,89679,1473,1784,2927,2961,3048,3461,2976,1137,250,20017,72,203,477,517,763,1107,1237,629,146,5151,4,17,58,122,255,528,752,426,134,2302,1547,2011,3467,3607,4072,5091,4970,2194,523,27470,2860,2043,3470,2785,2355,2072,1339,444,120,17490
SOSR712,2402,1064,1725,1486,1028,866,458,105,9,9136,193,134,271,279,295,381,302,97,17,1959,4,8,39,45,63,130,139,52,11,495,0,9,8,9,23,49,85,48,17,242,199,148,315,334,381,562,530,196,40,2695,256,161,260,232,201,236,175,38,9,1572,2858,1372,2300,2049,1613,1659,1162,336,55,13405,2241,1032,1931,1440,1047,896,459,95,13,9148,135,221,434,376,397,439,307,95,32,2441,6,33,96,69,108,143,142,67,33,699,0,0,6,28,44,87,68,61,33,326,137,253,534,474,550,666,525,226,98,3463,228,157,258,225,211,259,175,47,13,1578,2606,1443,2723,2139,1810,1822,1162,369,120,14189,4643,2094,3651,2925,2079,1759,917,201,18,18289,323,354,703,659,695,817,608,193,46,4398,10,44,131,117,170,276,291,122,41,1195,0,7,17,27,63,139,159,102,52,568,337,402,851,807,927,1227,1054,421,136,6163,486,315,523,453,418,500,350,87,19,3149
SOSR714,578,300,450,310,224,200,132,28,5,2228,35,37,52,76,72,114,85,33,3,502,0,0,12,13,16,38,26,21,4,136,0,0,3,0,7,15,26,11,0,60,36,40,69,81,90,171,137,65,9,697,130,70,106,98,77,76,49,20,3,628,743,406,624,493,396,445,323,110,16,3551,514,256,481,321,238,218,107,25,8,2168,28,56,98,67,96,111,71,26,4,560,3,11,15,11,35,40,31,9,0,162,0,0,0,3,9,21,25,3,5,70,31,61,116,80,146,177,126,37,11,792,114,69,105,70,90,77,33,11,3,579,661,395,704,476,474,477,267,71,20,3538,1090,557,934,630,466,421,242,49,9,4402,65,90,147,141,164,226,156,55,13,1065,7,12,26,17,60,78,58,29,3,297,0,0,4,3,19,36,46,15,4,128,74,101,181,163,238,339,266,100,21,1488,248,140,212,169,168,157,84,26,3,1200
SOSR715,1868,1231,1178,953,653,430,160,33,7,6508,157,159,134,225,223,183,98,25,0,1201,8,4,15,30,52,46,44,12,0,208,0,0,4,8,17,31,23,4,0,83,163,167,147,258,287,259,164,38,0,1488,268,149,256,187,167,139,61,11,3,1239,2300,1543,1583,1398,1101,825,384,87,10,9230,1772,1134,1282,934,635,343,114,25,5,6239,89,166,211,250,257,234,100,26,4,1341,3,15,24,46,77,84,34,9,5,302,0,6,3,15,30,27,26,8,3,119,95,186,241,314,361,345,161,44,12,1755,253,128,197,148,111,101,35,7,0,974,2114,1444,1716,1390,1106,785,312,82,18,8971,3641,2361,2457,1885,1284,775,270,63,10,12747,246,329,353,468,477,408,203,55,8,2536,10,18,36,79,130,128,75,20,5,506,0,6,4,22,40,61,49,10,3,205,259,349,391,571,644,604,325,83,13,3248,520,277,450,333,278,236,96,25,3,2209
SOSR721,1366,900,920,693,542,398,196,36,0,5050,81,85,114,144,169,175,115,35,5,926,3,8,6,16,41,45,46,8,0,173,0,0,0,0,10,15,15,8,0,52,90,90,121,158,217,233,173,56,7,1143,121,66,125,102,106,103,61,19,0,694,1573,1057,1167,950,862,736,434,106,12,6888,1265,901,992,683,521,405,174,29,5,4971,75,108,160,184,196,216,109,22,5,1077,0,9,25,33,50,81,42,15,3,256,0,0,0,10,16,20,18,8,0,76,81,118,182,228,260,315,174,45,10,1414,104,64,102,68,75,111,64,8,0,602,1454,1091,1275,980,864,833,409,76,17,6991,2628,1800,1910,1373,1062,803,368,65,6,10022,158,191,273,324,368,386,222,56,10,1999,10,20,27,45,87,125,88,27,7,432,0,0,0,7,22,37,35,13,0,126,168,210,303,384,479,552,345,93,17,2556,226,133,224,169,185,212,126,23,0,1300
SOSR722,1362,838,810,617,456,380,259,62,9,4792,83,52,91,118,156,148,200,44,4,900,4,0,5,20,32,65,75,23,3,225,0,0,0,4,10,33,29,10,0,90,90,52,95,140,198,246,307,78,10,1211,196,76,107,67,82,128,119,33,0,810,1645,964,1013,829,739,757,678,160,21,6815,1206,777,838,594,458,412,239,44,0,4567,38,69,132,161,208,230,173,34,10,1058,0,0,16,26,69,79,63,18,0,278,0,0,0,9,15,27,40,7,0,114,41,76,146,194,297,344,277,62,10,1454,163,92,119,80,105,122,105,13,4,791,1411,941,1107,868,863,877,618,116,12,6812,2571,1612,1653,1207,916,796,494,99,5,9354,121,120,219,276,363,382,377,82,14,1961,9,0,20,46,106,144,133,38,5,506,0,0,0,15,25,61,70,19,5,200,131,130,246,337,498,587,585,141,24,2668,359,165,223,149,189,251,218,42,7,1608
SOSR731,3027,1902,2166,1882,1971,1799,1218,276,26,14266,249,221,277,364,522,802,889,225,13,3570,10,21,28,40,106,238,316,103,12,881,0,0,6,9,37,103,180,81,7,422,261,241,307,419,669,1138,1387,413,36,4876,540,622,1017,908,917,771,568,150,9,5513,3833,2770,3494,3209,3556,3708,3175,835,67,24652,2933,1655,1959,1786,1735,1674,1091,175,12,13028,141,247,371,439,559,761,673,151,26,3374,8,31,61,79,163,243,257,70,11,929,0,4,6,26,44,123,98,52,16,375,150,285,442,544,761,1135,1030,273,50,4678,502,378,528,461,488,542,440,86,5,3434,3585,2308,2932,2797,2989,3350,2568,539,75,21136,5961,3555,4125,3669,3704,3473,2312,455,39,27291,394,469,647,803,1083,1566,1566,377,42,6945,16,46,92,120,269,489,574,176,23,1814,0,3,14,35,86,220,281,135,23,798,414,520,752,964,1430,2269,2422,686,88,9551,1040,1000,1547,1364,1411,1316,1010,237,18,8944
SOSR779,0,15,33,53,61,40,8,0,0,219,0,4,4,9,10,16,9,0,0,48,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,3,4,5,15,19,6,0,0,58,0,6,14,40,39,34,7,0,0,140,0,26,51,101,111,97,19,4,0,414,0,4,6,0,6,4,11,0,0,42,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,8,0,0,5,0,0,0,5,0,0,16,0,12,12,3,7,12,21,5,0,65,0,22,42,54,67,51,17,3,0,256,0,9,4,6,10,17,6,0,0,57,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,7,4,10,14,18,14,4,0,69,0,11,15,38,39,36,11,3,0,156
SOSR802,35698,22661,29051,24922,18433,11981,6721,2523,580,152570,4125,4793,5853,5926,5824,5652,4996,2808,887,40864,247,617,922,1113,1419,1852,2350,1587,631,10723,11,37,91,192,398,788,1274,1200,548,4540,4380,5446,6867,7234,7640,8290,8617,5590,2062,56131,2401,2430,2625,2002,1665,1224,804,459,211,13822,42476,30538,38545,34158,27736,21494,16146,8571,2856,222519,34377,19999,26837,23678,17215,11979,7585,2929,790,145388,3068,6718,7786,7191,6687,6403,5804,3479,1390,48526,176,1240,1863,1820,2051,2440,2780,2000,1019,15391,10,101,260,412,765,1170,1493,1469,819,6503,3257,8060,9915,9423,9498,10011,10078,6952,3223,70417,2275,2181,2134,1752,1432,1121,952,553,323,12718,39911,30235,38891,34854,28151,23111,18615,10430,4333,228522,70075,42655,55891,48605,35646,23956,14310,5455,1367,297958,7190,11512,13643,13116,12504,12056,10800,6285,2277,89385,425,1852,2780,2941,3469,4293,5127,3585,1643,26117,19,140,354,600,1166,1959,2766,2669,1370,11050,7638,13498,16784,16658,17143,18308,18694,12536,5284,126547,4672,4612,4764,3752,3100,2341,1755,1007,537,26534
SOSR822,60,33,21,40,32,19,8,0,0,211,7,6,9,4,11,4,9,8,0,57,0,0,0,3,4,0,0,0,0,15,0,0,0,0,0,0,3,0,0,11,11,9,5,8,15,6,11,14,0,79,3,0,0,0,0,3,9,0,0,20,73,40,30,47,47,25,30,15,0,307,57,27,15,30,34,16,12,0,0,189,5,9,6,14,11,11,12,6,0,68,0,4,0,0,7,4,0,4,0,12,0,0,0,3,0,3,0,4,0,11,5,10,6,16,19,20,12,13,3,92,0,3,4,3,0,3,4,0,0,13,60,39,23,46,52,41,25,16,3,299,112,61,37,66,63,35,22,6,0,401,11,14,10,17,27,16,21,13,0,128,0,3,0,3,8,3,3,4,0,26,0,0,0,3,0,6,3,12,0,24,11,14,12,21,34,29,27,22,6,175,3,4,0,4,5,8,8,0,0,34
SOSR831,42,64,54,16,22,11,8,0,3,230,3,4,5,7,8,6,5,0,0,49,0,0,0,4,0,0,9,0,0,14,0,0,0,0,0,6,0,0,0,4,3,6,5,6,3,11,16,0,0,67,6,20,10,0,9,7,7,0,0,62,58,85,70,30,38,30,33,6,3,360,34,30,39,20,18,17,6,0,0,167,0,11,6,5,9,10,10,5,0,53,0,5,3,3,4,3,4,0,0,26,0,0,0,0,0,0,0,0,0,4,4,10,11,6,12,12,15,5,5,85,0,9,5,4,9,12,7,0,0,45,39,51,58,30,32,45,21,3,5,292,82,91,95,42,41,36,18,3,3,396,8,13,19,11,9,18,20,6,0,103,0,4,3,5,8,3,10,0,0,38,0,0,0,0,0,3,3,0,0,12,8,21,24,15,17,23,32,3,5,144,7,28,18,4,17,19,16,3,0,104
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,118,40,81,59,76,76,60,11,5,527,10,7,14,12,3,14,22,6,0,92,0,0,0,0,4,8,8,4,0,23,0,0,0,0,0,3,0,0,0,5,10,7,19,17,13,21,27,11,0,119,16,20,58,37,41,21,26,5,0,222,145,66,159,110,125,117,113,24,4,867,105,37,58,75,69,57,34,3,0,439,7,11,8,20,22,17,13,0,0,99,0,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,7,11,8,22,27,19,14,4,0,120,17,12,32,36,37,26,12,4,0,175,131,59,106,131,127,111,57,11,0,735,222,71,140,134,139,130,95,17,5,965,21,18,24,29,32,31,31,10,0,189,0,0,5,4,7,12,11,4,0,36,0,0,0,0,5,3,0,0,0,9,21,18,26,36,40,42,44,17,6,240,27,33,95,66,70,53,40,6,0,401
