SOSR_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
SOSR614,..,9,201,384,352,597,614,321,62,2549,..,84,293,207,137,137,61,20,3,941,..,9,21,44,55,45,12,17,0,201,1424,..,..,..,..,..,..,..,..,1424,..,243,..,..,..,..,..,..,..,243,..,330,154,47,48,25,5,0,0,610,..,48,24,18,14,23,13,10,7,147,..,24,27,15,19,8,4,0,0,92,..,29,24,11,27,42,26,6,0,165,..,22,87,82,154,232,188,113,42,921,24,34,24,28,26,20,11,9,0,174,0,0,4,0,0,0,0,0,0,4,1449,816,856,845,838,1125,937,491,111,7465,..,26,256,417,455,599,542,253,30,2573,..,116,311,204,149,102,59,18,0,959,..,26,151,196,193,80,40,32,23,747,1322,..,..,..,..,..,..,..,..,1322,..,276,..,..,..,..,..,..,..,276,..,218,88,30,31,10,5,0,0,377,..,32,16,7,15,43,15,20,4,147
SOSR615,..,52,1025,1577,1694,2206,2568,1518,330,10965,..,315,1047,600,477,478,243,86,10,3265,..,9,47,123,200,110,70,33,25,615,5303,..,..,..,..,..,..,..,..,5303,..,1044,..,..,..,..,..,..,..,1044,..,1201,499,223,182,63,17,0,0,2187,..,126,94,33,70,72,49,40,12,500,..,91,120,37,31,22,15,0,0,328,..,77,195,64,88,99,91,46,14,669,..,90,316,290,509,750,855,427,189,3429,78,123,103,77,79,83,49,21,0,610,0,0,6,0,0,5,0,0,0,14,5380,3139,3449,3033,3333,3885,3958,2170,581,28925,..,93,1340,1717,1872,2323,2435,1157,151,11102,..,461,1091,597,509,407,208,56,4,3335,..,98,487,672,641,270,148,142,72,2534,4991,..,..,..,..,..,..,..,..,4991,..,1052,..,..,..,..,..,..,..,1052,..,754,263,96,97,68,14,0,0,1295,..,87,37,23,46,110,105,77,37,518
SOSR621,..,8,268,519,669,856,959,523,84,3880,..,65,282,239,195,195,125,34,3,1154,..,3,22,48,61,44,17,8,7,209,1654,..,..,..,..,..,..,..,..,1654,..,330,..,..,..,..,..,..,..,330,..,359,185,72,62,24,3,0,0,706,..,35,33,16,16,21,14,5,0,145,..,31,34,15,5,5,0,0,0,94,..,32,41,21,28,41,35,18,3,209,..,36,116,124,200,304,289,182,62,1321,22,34,32,26,23,35,19,3,4,199,0,0,0,0,0,0,0,0,0,6,1679,939,1013,1076,1257,1533,1464,785,159,9909,..,18,354,592,741,953,858,355,31,3914,..,95,338,231,202,199,77,24,0,1163,..,25,120,163,156,90,46,32,13,640,1613,..,..,..,..,..,..,..,..,1613,..,342,..,..,..,..,..,..,..,342,..,212,88,27,22,22,0,0,0,363,..,24,14,11,12,23,41,22,5,154
SOSR622,..,7,96,183,266,414,452,224,29,1670,..,28,120,85,94,85,55,10,0,468,..,0,9,20,22,17,11,5,8,91,628,..,..,..,..,..,..,..,..,628,..,128,..,..,..,..,..,..,..,128,..,158,78,38,31,10,0,0,0,321,..,12,7,5,9,10,7,7,3,53,..,8,6,3,5,6,8,3,0,47,..,12,13,11,12,20,23,7,3,99,..,3,28,31,89,160,195,86,19,609,12,11,19,8,10,7,11,0,0,74,0,0,0,0,0,0,0,0,0,0,641,351,369,394,542,729,758,341,59,4182,..,10,122,207,314,465,401,147,20,1690,..,39,117,104,91,73,53,5,0,478,..,9,40,61,64,38,22,13,7,261,596,..,..,..,..,..,..,..,..,596,..,141,..,..,..,..,..,..,..,141,..,96,40,12,19,8,0,0,0,176,..,6,5,5,9,16,19,16,4,72
SOSR631,..,39,1224,2912,3969,5194,4726,2003,291,20362,..,282,1232,1169,1261,1153,623,136,15,5872,..,11,67,209,310,235,102,67,21,1021,8564,..,..,..,..,..,..,..,..,8564,..,1922,..,..,..,..,..,..,..,1922,..,2164,1024,368,261,103,17,0,0,3929,..,158,90,54,80,143,126,61,42,760,..,147,145,74,63,60,34,7,5,541,..,100,254,98,128,178,168,69,10,1011,..,106,351,434,786,1438,1365,590,150,5225,173,187,190,131,111,115,85,33,7,1039,0,6,16,9,7,4,0,4,0,44,8734,5136,4589,5460,6992,8623,7241,2978,541,50282,..,92,1674,3471,4502,5417,4060,1301,118,20629,..,412,1429,1244,1249,1037,412,68,3,5860,..,71,347,565,613,382,182,141,60,2358,8050,..,..,..,..,..,..,..,..,8050,..,1996,..,..,..,..,..,..,..,1996,..,1300,542,183,124,73,13,0,0,2229,..,133,47,28,50,158,155,118,92,788
SOSR679,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR703,..,98,2802,4513,3553,2825,1923,820,124,16666,..,622,2277,1367,958,628,267,72,3,6197,..,25,98,262,317,223,115,37,21,1094,11461,..,..,..,..,..,..,..,..,11461,..,2011,..,..,..,..,..,..,..,2011,..,1800,935,354,182,63,3,0,0,3336,..,420,392,124,136,132,122,57,21,1419,..,273,616,164,96,80,43,7,0,1289,..,602,1301,410,308,276,169,51,7,3124,..,303,919,745,900,955,829,299,71,5021,224,223,318,225,178,256,356,127,19,1920,5,11,29,10,10,9,20,3,0,105,11696,6393,9685,8183,6653,5443,3853,1477,267,53636,..,264,4000,4911,3582,2600,1534,464,39,17389,..,887,2592,1498,928,537,195,34,0,6657,..,154,715,1124,1015,509,251,118,56,3949,10963,..,..,..,..,..,..,..,..,10963,..,2047,..,..,..,..,..,..,..,2047,..,1191,517,193,91,54,4,0,0,2052,..,345,296,88,152,288,302,164,60,1704
SOSR712,..,20,524,843,634,619,347,118,18,3125,..,108,476,327,212,162,62,6,4,1355,..,4,24,48,55,39,26,4,0,212,2489,..,..,..,..,..,..,..,..,2489,..,365,..,..,..,..,..,..,..,365,..,386,155,57,25,10,0,0,0,628,..,107,88,49,34,37,31,4,4,351,..,35,109,38,22,13,7,0,0,225,..,62,246,102,71,56,26,8,0,569,..,68,225,180,216,232,155,56,9,1134,43,42,77,53,24,38,36,17,5,336,0,0,0,0,0,3,5,0,0,12,2535,1194,1928,1698,1284,1207,696,220,34,10799,..,52,729,868,608,576,263,80,8,3197,..,150,556,328,224,137,40,10,0,1441,..,52,179,252,224,99,57,24,10,905,2296,..,..,..,..,..,..,..,..,2296,..,338,..,..,..,..,..,..,..,338,..,283,112,30,29,6,0,0,0,458,..,113,69,32,61,91,74,31,10,472
SOSR714,..,8,109,156,99,119,66,19,0,577,..,31,113,85,59,39,24,3,0,354,..,0,12,6,13,7,3,6,0,50,621,..,..,..,..,..,..,..,..,621,..,67,..,..,..,..,..,..,..,67,..,95,41,9,9,0,0,0,0,157,..,38,10,11,9,8,8,0,4,93,..,16,44,5,8,4,0,0,0,80,..,39,51,16,9,20,7,0,0,148,..,20,57,35,26,44,47,22,4,264,25,26,23,11,13,20,11,3,0,137,0,3,0,0,0,0,0,0,0,5,643,347,459,346,255,256,166,53,4,2544,..,19,159,158,107,96,46,17,0,598,..,38,136,67,67,32,12,0,0,363,..,9,54,71,56,24,17,6,0,236,568,..,..,..,..,..,..,..,..,568,..,48,..,..,..,..,..,..,..,48,..,61,16,3,3,0,0,0,0,88,..,31,18,17,14,12,9,3,0,103
SOSR715,..,151,456,553,420,280,129,26,5,2023,..,57,227,181,140,59,22,3,0,688,..,11,31,39,41,32,25,6,0,191,2104,..,..,..,..,..,..,..,..,2104,..,232,..,..,..,..,..,..,..,232,..,587,232,89,31,8,0,0,0,938,..,277,188,166,132,104,32,9,0,921,..,20,8,7,6,5,3,0,0,51,..,15,34,17,15,9,8,0,0,106,..,20,71,77,71,93,48,14,0,391,51,38,54,31,19,17,14,3,0,225,0,0,0,0,0,0,0,0,0,0,2155,1404,1305,1168,886,611,278,64,10,7876,..,199,529,565,412,229,77,13,0,2027,..,82,249,177,133,51,6,0,0,694,..,70,210,233,135,95,36,14,0,793,1930,..,..,..,..,..,..,..,..,1930,..,239,..,..,..,..,..,..,..,239,..,454,194,63,23,3,0,0,0,734,..,217,132,104,125,121,53,19,4,772
SOSR721,..,107,351,364,318,234,103,19,3,1501,..,69,149,134,90,54,19,0,0,516,..,4,16,33,20,25,12,10,0,128,1429,..,..,..,..,..,..,..,..,1429,..,122,..,..,..,..,..,..,..,122,..,354,167,56,16,9,0,0,0,602,..,211,118,72,78,54,36,8,4,571,..,20,9,5,4,8,3,0,0,55,..,15,18,3,12,0,0,5,0,63,..,30,107,76,90,69,27,8,0,402,25,27,29,16,17,16,22,10,0,162,0,5,0,0,0,0,0,0,0,5,1451,956,966,756,657,457,230,58,4,5546,..,134,408,381,323,176,76,9,0,1507,..,91,159,141,76,44,9,0,0,523,..,57,151,134,124,72,36,20,5,587,1321,..,..,..,..,..,..,..,..,1321,..,141,..,..,..,..,..,..,..,141,..,296,125,41,27,5,0,0,0,495,..,155,83,63,78,101,68,13,12,566
SOSR722,..,137,346,342,255,206,109,39,8,1446,..,40,105,80,80,43,13,3,0,368,..,6,18,37,43,21,22,3,0,147,1478,..,..,..,..,..,..,..,..,1478,..,93,..,..,..,..,..,..,..,93,..,368,167,58,18,7,0,0,0,613,..,209,131,94,73,56,30,14,7,612,..,13,4,0,9,7,0,3,0,41,..,8,13,8,12,17,10,4,0,74,..,0,38,42,62,65,57,19,5,287,42,31,37,30,17,24,21,6,0,206,0,0,0,0,0,0,0,0,0,0,1513,909,859,688,574,442,271,86,13,5357,..,174,382,366,266,184,80,15,0,1468,..,52,109,81,84,31,11,0,0,379,..,47,172,125,123,90,36,10,3,615,1289,..,..,..,..,..,..,..,..,1289,..,91,..,..,..,..,..,..,..,91,..,299,113,41,18,3,0,0,0,475,..,166,77,61,101,87,88,35,7,616
SOSR731,..,89,484,883,1050,933,659,221,24,4352,..,115,454,363,390,276,113,26,0,1740,..,13,25,55,82,73,31,16,4,296,3075,..,..,..,..,..,..,..,..,3075,..,389,..,..,..,..,..,..,..,389,..,730,299,126,64,21,3,0,0,1235,..,256,130,88,92,112,60,39,15,781,..,73,79,33,44,45,18,8,0,303,..,47,67,42,67,75,58,17,0,369,..,55,128,120,237,330,276,84,17,1240,100,94,100,56,61,105,200,55,4,771,3,0,9,0,0,5,3,3,0,24,3178,1857,1774,1770,2092,1974,1420,464,55,14589,..,142,651,1075,1124,892,522,115,12,4541,..,162,548,396,392,247,79,21,3,1844,..,59,142,218,195,127,71,50,11,876,2926,..,..,..,..,..,..,..,..,2926,..,416,..,..,..,..,..,..,..,416,..,473,166,74,48,12,3,0,0,784,..,181,94,78,92,138,147,51,21,805
SOSR779,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR802,..,283,10193,20088,16636,13176,10843,5835,1392,78446,..,1887,8641,4473,2997,1852,888,248,31,21028,..,22,241,878,1310,739,280,144,88,3708,40738,..,..,..,..,..,..,..,..,40738,..,10370,..,..,..,..,..,..,..,10370,..,6578,3845,1226,779,323,55,0,0,12809,..,1198,1311,385,314,341,275,153,87,4051,..,1103,2131,495,231,161,51,21,3,4189,..,3158,4879,1165,650,531,289,98,22,10788,..,895,3960,3249,3053,2993,2398,1353,625,18532,431,751,887,545,474,334,255,105,29,3811,16,39,53,32,37,47,54,20,5,312,41184,26284,36139,32538,26486,20495,15384,7981,2284,208773,..,679,13805,20963,16127,12619,9871,4289,659,79009,..,2767,8909,4217,2803,1593,670,172,19,21152,..,207,1530,3358,3932,2105,865,560,356,12908,38223,..,..,..,..,..,..,..,..,38223,..,10161,..,..,..,..,..,..,..,10161,..,4687,2357,656,387,211,65,0,0,8362,..,1020,965,298,282,694,829,607,268,4961
SOSR822,..,0,7,25,41,23,26,10,0,131,..,0,5,12,8,0,0,0,0,24,..,0,0,0,0,0,0,0,0,3,67,..,..,..,..,..,..,..,..,67,..,22,..,..,..,..,..,..,..,22,..,8,9,3,0,0,0,0,0,25,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,70,39,30,50,47,26,27,13,0,304,..,0,9,34,32,23,24,8,0,131,..,4,6,9,5,0,0,0,0,27,..,0,0,4,3,6,0,0,0,14,62,..,..,..,..,..,..,..,..,62,..,16,..,..,..,..,..,..,..,16,..,14,3,0,5,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0
SOSR831,..,0,10,9,19,20,17,4,0,75,..,0,13,6,6,0,3,0,0,31,..,0,0,3,0,0,0,0,0,3,53,..,..,..,..,..,..,..,..,53,..,8,..,..,..,..,..,..,..,8,..,6,5,0,4,0,0,0,0,11,..,4,0,0,0,0,0,0,0,4,..,0,6,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,3,3,0,0,11,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,49,26,33,26,24,25,27,3,0,213,..,0,13,12,15,22,8,7,0,70,..,4,10,5,4,0,5,0,0,27,..,0,4,4,3,0,0,0,0,7,34,..,..,..,..,..,..,..,..,34,..,11,..,..,..,..,..,..,..,11,..,8,3,0,0,0,0,0,0,7,..,5,0,0,0,0,3,0,0,10
SOSR879,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOSR915,..,0,30,41,49,40,47,3,3,204,..,0,15,4,13,9,3,0,0,46,..,0,0,0,3,6,0,0,0,11,127,..,..,..,..,..,..,..,..,127,..,16,..,..,..,..,..,..,..,16,..,17,10,5,6,0,0,0,0,32,..,0,0,3,0,7,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,..,5,13,4,11,21,26,5,0,85,4,0,0,0,3,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,131,36,71,61,76,80,84,10,4,549,..,0,26,64,52,39,22,3,0,215,..,4,14,6,12,4,0,0,0,43,..,0,3,3,7,3,0,0,0,20,109,..,..,..,..,..,..,..,..,109,..,21,..,..,..,..,..,..,..,21,..,8,5,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,6
SOSR921,..,0,11,29,46,62,65,27,8,248,..,8,15,15,24,24,15,4,0,98,..,0,0,6,3,4,0,5,0,14,114,..,..,..,..,..,..,..,..,114,..,16,..,..,..,..,..,..,..,16,..,23,6,5,0,0,0,0,0,29,..,7,0,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,12,3,0,0,22,..,4,7,10,15,41,12,12,5,102,0,0,0,6,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,4,115,61,50,79,93,137,97,45,15,696,..,5,13,38,37,79,52,19,4,243,..,11,22,27,21,23,10,0,0,111,..,4,6,12,25,8,3,0,0,46,101,..,..,..,..,..,..,..,..,101,..,19,..,..,..,..,..,..,..,19,..,14,0,3,0,0,0,0,0,23,..,6,0,0,0,0,0,0,0,16
SOSR922,..,3,16,33,17,40,26,16,0,146,..,0,0,5,3,9,0,0,0,14,..,0,0,0,0,0,0,0,0,4,76,..,..,..,..,..,..,..,..,76,..,5,..,..,..,..,..,..,..,5,..,14,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,6,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,0,4,0,15,0,6,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,76,26,23,42,31,51,26,16,6,293,..,3,19,29,20,40,19,10,0,147,..,0,4,3,5,8,0,0,0,12,..,0,0,3,0,0,0,0,0,11,67,..,..,..,..,..,..,..,..,67,..,0,..,..,..,..,..,..,..,0,..,17,0,0,0,3,0,0,0,16,..,0,0,0,0,0,0,3,3,12
SOSR931,..,0,5,15,21,19,23,16,0,92,..,0,0,0,8,3,0,0,0,28,..,0,0,0,0,0,5,0,0,11,58,..,..,..,..,..,..,..,..,58,..,3,..,..,..,..,..,..,..,3,..,9,0,8,0,0,0,0,0,23,..,3,6,3,0,7,3,3,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,9,4,8,4,4,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,58,25,19,29,38,37,43,25,5,276,..,0,8,13,22,14,20,12,0,92,..,5,10,7,7,8,5,0,0,30,..,0,4,3,6,5,0,6,0,20,37,..,..,..,..,..,..,..,..,37,..,8,..,..,..,..,..,..,..,8,..,10,6,0,0,0,0,0,0,18,..,3,0,0,4,6,3,0,0,23
SOSR979,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
