SOSR_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
SOSR613,4,0,48,11,3,30,12,41,4,155,12,13,77,20,9,15,12,43,8,213,48,67,134,26,11,26,58,81,7,459,65,65,102,38,24,29,66,62,14,451,79,57,123,36,25,24,93,64,15,512,76,65,109,32,34,15,98,70,11,510,23,21,25,5,11,9,17,18,6,132,0,8,4,0,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,4,311,283,624,168,122,149,361,386,65,2457,0,3,5,44,10,81,3,34,4,188,10,31,17,80,29,50,4,11,5,227,32,121,31,111,63,53,11,38,6,469,46,128,28,106,63,42,4,47,3,470,61,125,26,137,114,53,13,57,12,594,28,91,17,117,134,47,3,81,4,534,13,17,3,18,18,9,0,15,0,105,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,197,518,137,608,429,338,42,296,34,2597
SOSR614,4,0,59,5,4,34,4,53,3,165,16,12,126,31,7,20,27,53,0,296,83,55,288,35,30,35,96,118,13,751,100,63,193,55,27,26,109,97,22,699,87,73,156,53,46,26,92,85,14,636,88,89,154,56,41,22,143,107,27,718,35,21,43,18,3,8,30,27,3,183,8,5,0,6,0,3,5,4,0,19,0,0,0,0,0,0,0,0,0,0,416,317,1019,256,160,171,500,539,84,3467,9,4,12,41,13,94,5,29,3,203,7,30,23,98,51,67,0,22,6,304,53,147,59,142,133,61,10,46,13,669,63,156,31,176,128,82,7,49,17,706,76,128,33,159,156,75,4,68,12,712,50,102,22,171,117,66,9,76,3,616,12,27,5,32,30,9,0,17,0,132,0,3,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,263,599,178,822,640,447,32,306,53,3353
SOSR615,19,6,207,50,13,148,36,218,14,712,76,53,411,90,39,98,112,245,12,1145,337,350,963,205,118,139,380,457,63,3012,474,374,613,144,127,112,395,313,58,2617,441,335,589,151,136,116,488,336,70,2655,406,282,521,141,141,114,531,330,56,2521,132,87,121,45,36,47,148,96,27,733,24,14,12,5,3,0,11,10,6,92,4,0,0,0,0,0,0,0,0,6,1914,1489,3435,840,615,777,2108,2003,315,13499,12,6,40,171,41,316,4,114,9,712,43,119,94,359,167,225,16,126,19,1159,199,688,190,620,474,307,37,233,42,2794,242,652,135,499,499,226,44,256,41,2598,279,517,132,611,612,318,44,326,40,2886,228,409,109,498,544,261,36,363,27,2459,61,117,33,90,125,54,11,84,19,589,6,4,3,3,18,4,0,5,12,57,0,0,0,0,0,0,0,0,4,4,1070,2512,737,2852,2488,1704,193,1506,204,13265
SOSR621,8,5,65,19,5,39,8,62,5,212,24,15,115,39,15,21,33,75,4,359,97,99,300,60,30,33,135,167,16,943,147,160,259,66,46,34,104,148,37,994,208,181,224,59,39,42,154,136,24,1067,184,146,208,57,52,32,176,160,22,1041,82,71,58,18,10,24,54,39,15,370,12,6,5,0,5,5,8,14,4,65,0,0,0,0,0,0,0,0,0,0,767,685,1239,320,210,232,673,797,129,5041,0,0,11,66,14,116,0,26,0,236,12,31,24,83,48,59,4,30,7,298,67,215,64,185,126,91,7,98,9,856,107,253,47,141,177,63,8,95,18,907,123,273,55,177,186,104,4,136,18,1072,125,178,40,177,217,87,9,137,16,979,34,43,14,24,76,17,5,19,8,238,4,4,0,0,7,0,4,0,5,25,0,0,0,0,0,0,0,0,0,0,466,999,253,845,846,540,43,535,76,4612
SOSR622,0,0,27,0,0,12,3,29,0,79,10,5,38,8,4,17,17,27,3,132,39,22,110,15,10,13,53,50,16,325,59,42,82,17,12,8,57,53,4,334,74,62,107,26,23,14,62,53,12,432,72,63,110,23,15,24,94,62,10,474,26,27,30,8,4,3,31,23,3,157,7,0,0,0,0,0,0,3,4,26,0,4,0,0,0,0,0,0,0,7,288,235,510,103,71,86,307,293,54,1948,0,0,12,24,9,45,0,16,0,100,4,10,14,32,14,20,0,21,0,113,29,60,18,67,38,24,7,35,6,284,48,90,21,48,61,21,7,24,5,317,46,86,25,64,87,39,3,46,9,414,45,90,34,93,87,37,9,57,3,465,14,24,3,17,21,10,0,7,5,106,0,6,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,190,361,118,348,329,194,27,205,30,1795
SOSR631,76,8,416,89,15,227,92,421,28,1374,151,68,661,86,45,126,179,407,44,1767,695,410,1314,221,100,117,458,697,82,4093,1107,661,1297,236,145,141,637,604,119,4937,1424,860,1231,320,235,197,816,709,141,5938,1429,758,1187,264,258,202,990,718,136,5940,768,320,308,58,98,82,244,219,59,2146,245,37,19,4,12,15,18,31,24,410,36,6,0,0,0,0,0,0,12,51,5925,3116,6434,1274,911,1105,3435,3799,654,26660,28,19,95,316,73,482,14,228,24,1277,71,150,142,411,223,265,35,203,17,1526,368,937,284,740,607,328,72,343,48,3725,696,1335,283,783,870,349,69,383,75,4844,822,1367,328,950,1195,429,95,536,86,5802,798,1131,261,835,1060,354,66,534,75,5120,338,255,45,121,256,63,8,133,41,1249,94,16,5,7,29,3,3,17,13,188,4,0,0,0,0,0,0,0,4,10,3215,5200,1441,4170,4313,2270,366,2372,384,23736
SOSR679,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,10,20,4,0,0,5,13,0,52,0,21,22,3,0,0,0,11,0,60,4,11,17,0,0,0,4,14,0,58,0,12,12,3,5,0,4,3,0,44,0,5,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,66,66,9,3,0,18,48,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,5,0,12,0,3,0,0,0,0,0,4,0,12,4,0,4,5,0,0,0,4,0,16,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,11,0,0,0,8,0,48
SOSR703,26,33,262,226,52,335,88,410,38,1462,162,259,819,802,215,284,252,380,90,3256,902,1787,2287,1474,711,511,768,860,211,9513,1255,1663,1889,945,611,295,602,586,155,8007,1237,1225,1399,679,467,216,588,447,140,6409,1010,887,895,356,371,182,548,374,97,4731,332,377,232,78,114,75,145,121,34,1525,37,41,13,5,8,10,15,9,6,147,7,0,0,0,5,0,0,0,5,14,4975,6280,7801,4571,2565,1909,2999,3188,774,35058,25,34,57,397,176,624,21,149,31,1512,149,480,165,799,618,412,44,143,50,2859,843,3239,461,1909,1817,651,81,423,150,9567,1124,2614,353,1255,1572,449,78,402,120,7964,1029,1731,202,869,1421,382,74,452,85,6246,674,1264,108,527,1057,305,69,308,45,4359,121,317,43,138,309,99,12,80,16,1132,20,20,0,6,34,12,0,4,6,91,0,0,0,0,5,0,0,0,0,7,3977,9689,1403,5897,7004,2917,379,1958,503,33737
SOSR712,0,3,61,56,19,82,14,58,8,301,18,33,121,73,26,49,22,53,11,409,155,377,429,316,102,81,94,141,73,1764,243,349,341,268,92,59,103,105,47,1603,219,213,230,223,81,30,90,90,31,1209,201,240,218,146,69,38,101,100,35,1142,80,87,53,23,21,20,29,34,10,355,10,5,3,3,0,5,6,6,0,35,0,0,0,0,0,0,0,0,0,0,928,1310,1462,1109,406,367,450,575,208,6814,0,9,8,87,35,111,0,35,6,303,16,101,19,118,91,53,0,19,10,433,168,767,80,375,315,119,15,89,43,1969,181,540,53,281,279,46,8,68,28,1495,211,423,32,193,271,54,12,83,31,1299,148,323,29,165,257,61,8,64,23,1083,41,108,14,27,64,22,5,16,7,302,8,0,0,0,9,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,769,2274,240,1245,1314,479,44,372,155,6904
SOSR714,0,0,14,4,5,11,0,12,4,45,5,22,48,38,4,13,9,17,6,151,41,81,126,67,22,20,28,52,12,442,42,58,85,66,16,15,14,31,14,334,39,30,59,34,11,0,31,26,11,232,52,47,41,22,18,3,28,25,6,244,20,8,13,3,6,4,15,3,5,78,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,200,238,375,230,89,70,120,162,60,1542,0,0,0,14,5,25,0,7,0,58,6,36,11,49,22,4,0,9,0,141,30,173,15,119,76,23,0,11,17,476,40,90,10,61,61,16,0,16,0,294,40,58,11,56,59,14,5,11,6,262,29,70,8,32,59,18,5,23,7,242,10,12,3,14,8,0,0,8,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,167,443,55,336,295,107,11,87,28,1531
SOSR715,0,7,14,17,0,12,0,22,10,85,9,38,28,32,9,4,8,23,11,149,61,130,126,110,22,28,43,53,22,590,88,113,139,80,32,11,70,38,19,582,79,89,106,69,22,7,52,53,14,484,53,87,91,44,22,3,43,41,6,391,28,30,19,18,7,7,4,14,0,130,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,312,482,519,372,116,78,216,244,93,2432,0,6,3,25,15,20,0,12,11,96,3,50,11,55,27,16,5,3,12,182,47,214,14,150,117,41,4,32,16,642,59,197,20,117,105,32,3,29,12,576,65,168,17,93,83,28,9,36,13,511,37,135,9,58,55,19,4,23,5,348,9,25,3,10,16,8,0,11,0,85,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,232,802,82,512,414,162,29,151,79,2448
SOSR721,0,3,13,13,0,3,5,20,4,70,9,22,48,37,7,17,0,25,5,176,46,99,114,98,18,5,42,63,5,505,75,96,106,75,17,13,47,50,13,498,82,56,105,73,12,6,61,48,12,456,84,72,79,40,11,7,55,34,4,394,30,24,16,8,11,0,13,11,0,113,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,332,373,479,351,88,60,228,266,45,2221,0,6,4,47,6,18,0,7,0,89,9,30,11,64,33,9,4,24,4,179,53,163,23,122,76,28,12,32,4,517,69,130,19,111,76,29,7,21,7,476,64,137,20,78,69,21,6,20,14,431,59,147,16,68,75,18,5,23,4,406,16,43,3,17,13,4,0,4,4,101,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,271,658,99,500,344,137,30,126,39,2211
SOSR722,3,3,8,0,0,0,7,12,4,44,5,31,21,19,5,11,9,18,8,121,27,58,48,67,12,21,29,71,9,338,50,63,54,71,14,11,22,70,9,363,63,47,59,45,13,10,29,55,9,323,71,54,59,34,20,3,34,48,7,327,30,36,22,5,12,9,11,17,10,145,5,3,0,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,252,299,262,247,71,66,137,286,49,1673,0,3,0,13,0,9,0,14,0,50,5,27,3,31,13,11,0,4,8,112,21,103,14,107,37,32,6,24,8,356,41,114,19,79,41,21,3,21,11,357,65,103,16,84,65,15,4,24,3,372,50,136,9,54,54,19,0,20,7,345,16,34,0,16,11,8,0,4,0,86,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,199,530,54,375,233,112,13,107,45,1683
SOSR731,8,8,136,30,7,54,32,179,7,455,29,56,231,72,19,33,72,236,17,774,230,239,594,161,60,36,215,304,42,1884,367,246,569,150,66,25,228,171,45,1865,439,243,560,162,106,48,351,237,32,2167,413,225,436,116,100,41,299,187,49,1855,153,86,108,32,42,18,82,62,18,605,31,8,12,3,5,0,6,7,0,81,0,5,0,0,0,0,0,0,0,5,1671,1116,2647,724,397,250,1279,1380,215,9689,7,20,23,92,44,151,6,110,15,466,26,87,53,135,95,52,22,136,16,621,169,449,123,252,322,88,41,135,21,1614,294,461,74,243,344,79,36,123,32,1671,357,446,90,277,472,103,49,136,20,1940,234,386,76,196,387,83,32,134,24,1549,68,97,27,33,97,33,7,27,14,399,8,6,0,0,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,1169,1943,463,1218,1770,586,187,804,158,8293
SOSR779,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,12,0,9,0,4,0,0,3,24,0,33,0,26,16,0,0,0,0,13,0,60,3,20,18,0,0,0,6,22,0,75,0,22,19,0,0,0,0,8,0,60,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,54,7,0,0,8,77,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,12,0,35
SOSR802,342,250,927,1165,264,1458,253,1319,91,6067,1082,2460,2665,1980,1265,1400,513,1191,270,12830,4345,10467,6132,2713,2901,1719,1482,2313,756,32824,7013,10603,4259,1824,2507,816,1052,1498,715,30276,6583,7527,3065,1343,2266,592,973,1052,590,23995,3512,4489,1851,725,1469,439,891,809,310,14507,750,1488,490,213,350,190,335,256,95,4163,112,194,55,23,47,49,23,37,18,563,9,15,5,0,0,5,0,4,5,49,23751,37496,19447,9983,11080,6670,5521,8474,2847,125273,190,314,246,2284,573,2546,46,551,74,6831,815,2983,701,3572,2957,1815,62,402,245,13559,4333,12697,1366,4226,5880,1658,109,992,722,31985,6542,11144,900,2896,5578,832,56,678,623,29247,5579,7785,662,2237,5354,763,95,574,431,23479,2514,4285,406,1522,3639,669,88,532,233,13881,359,1070,87,344,862,242,12,155,44,3178,28,100,17,25,83,19,0,9,15,294,4,4,0,0,5,3,0,5,6,29,20349,40384,4382,17109,24925,8550,473,3899,2396,122472
SOSR822,0,0,0,3,0,6,0,3,0,13,0,0,6,0,0,0,3,0,0,14,4,6,6,0,5,0,0,0,0,28,5,12,14,0,6,0,0,3,0,41,21,11,6,4,0,0,0,0,0,46,5,7,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,49,29,13,9,3,14,11,4,166,0,0,0,4,0,5,0,3,0,14,0,0,0,10,6,0,0,0,0,15,8,6,4,0,5,0,0,0,0,20,6,18,0,0,7,0,0,0,4,38,6,17,0,9,15,0,0,0,0,44,6,8,0,0,3,0,0,0,0,25,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,6,18,40,10,0,6,6,166
SOSR831,11,0,0,4,0,3,0,0,0,23,29,4,5,4,0,0,0,0,0,42,29,5,14,7,0,0,0,0,0,58,8,6,6,0,0,0,0,5,0,30,14,4,6,0,0,0,0,0,0,29,13,0,4,0,3,0,0,6,0,21,11,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,24,37,19,7,0,0,11,6,221,0,0,0,0,0,3,0,3,0,7,8,0,4,0,8,0,0,6,0,20,13,8,5,9,6,0,0,5,3,48,7,9,4,0,7,0,0,0,0,26,3,4,0,3,5,5,0,0,0,21,8,4,0,4,0,6,0,0,0,28,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,35,6,21,28,10,0,9,3,156
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,7,0,0,0,3,0,14,0,0,8,5,0,0,9,0,0,24,11,3,36,25,0,0,5,11,3,99,8,9,23,13,3,0,11,5,0,72,15,12,18,16,0,0,14,6,7,87,21,12,23,4,0,0,9,6,4,90,8,7,18,0,5,0,11,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,46,130,65,11,0,67,41,12,436,0,0,0,10,0,0,0,3,0,22,0,3,0,7,0,0,0,0,0,13,4,18,4,15,12,3,0,7,0,63,12,27,5,15,18,0,3,10,0,89,10,18,4,16,12,0,0,13,0,80,13,6,0,7,20,4,0,5,0,57,3,4,0,5,4,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,79,6,77,69,15,4,42,6,346
SOSR921,0,0,6,4,0,6,0,5,0,30,0,4,11,3,0,0,0,4,0,20,0,10,20,8,6,4,0,3,0,48,13,8,27,6,5,4,8,3,0,77,15,7,36,7,8,3,6,10,0,86,33,11,43,4,3,11,6,8,3,135,5,7,13,3,4,3,8,6,0,49,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,79,50,158,31,23,33,35,47,8,457,0,0,0,15,0,0,0,3,0,26,0,3,0,16,5,0,0,3,0,31,0,14,3,21,11,5,3,0,0,62,16,12,0,14,21,12,0,3,0,84,20,12,3,17,24,13,0,17,0,107,28,27,9,19,27,15,0,10,0,135,5,11,0,8,16,15,0,5,4,63,8,0,0,5,4,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,86,70,18,109,108,67,3,50,4,522
SOSR922,17,0,5,3,0,0,0,0,0,27,22,4,6,0,0,0,0,4,0,39,39,11,3,3,0,0,0,7,0,75,19,4,3,8,5,0,3,12,0,49,14,7,6,0,0,0,0,0,0,40,8,7,13,7,0,0,0,10,0,54,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,123,46,41,29,9,3,13,32,0,297,7,0,0,4,0,0,0,0,0,13,10,5,4,8,3,0,0,5,0,30,19,20,0,4,3,4,0,0,0,52,11,8,0,6,0,3,0,3,0,33,8,6,0,4,10,0,0,4,0,36,0,11,3,0,6,5,0,3,0,30,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55,14,31,22,10,3,16,0,199
SOSR931,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,9,3,0,8,3,0,0,0,3,0,22,4,3,8,3,8,0,3,4,0,34,9,0,10,0,7,4,7,5,0,44,9,7,10,0,0,0,3,5,0,29,3,3,7,3,0,0,5,5,0,27,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,36,18,51,11,8,9,14,24,5,180,0,0,0,8,0,0,0,0,0,10,0,4,0,0,0,0,0,3,0,11,0,3,3,12,7,0,0,0,4,31,6,4,0,5,0,3,0,3,0,26,14,13,0,7,11,3,0,0,0,49,0,5,5,0,10,8,0,0,0,35,0,0,0,6,0,0,0,5,0,19,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,31,6,37,37,15,0,14,3,178
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
