SOSR_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
SOSR579,0,37,164,325,243,122,47,6,0,942,0,3,33,72,81,43,8,0,0,246,6,7,31,96,118,83,22,3,0,366,0,0,5,5,8,10,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,6,28,190,414,378,198,35,4,0,1263,13,81,430,908,839,449,117,15,0,2854,7,19,53,29,29,38,22,7,0,198,0,0,3,0,0,7,3,0,0,22,0,6,0,0,4,7,12,3,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,20,23,24,12,5,0,124,8,36,89,49,60,77,61,17,0,392,5,59,216,349,273,156,75,7,0,1134,0,3,43,74,83,53,13,0,0,272,6,9,31,95,129,92,39,10,0,402,0,0,7,3,8,8,0,0,0,38
SOSR603,1169,4810,13197,8761,6069,4592,4014,1768,585,44974,320,454,1040,928,962,665,399,225,71,5072,426,653,1691,1720,3017,3867,2848,1373,399,15993,59,60,177,169,298,630,878,756,171,3194,39,30,112,131,132,256,410,543,324,1985,7,9,80,54,70,76,75,41,17,434,212,275,866,601,501,493,549,445,216,4157,2221,6296,17156,12367,11048,10589,9175,5154,1785,75803,1262,4988,13501,9717,7151,5546,4039,1802,653,48660,267,407,984,915,1001,926,610,317,93,5521,248,444,1338,1585,2926,4111,3815,2126,906,17500,47,49,136,124,272,578,1142,1047,323,3713,28,31,118,103,137,224,397,618,650,2301,3,11,76,76,100,73,67,49,33,493,186,282,790,544,425,468,615,614,413,4342,2026,6207,16946,13061,12018,11929,10691,6576,3064,82526,2430,9802,26700,18483,13225,10135,8060,3575,1233,93633,590,863,2027,1843,1967,1595,1009,544,165,10593,668,1095,3028,3304,5944,7974,6670,3504,1307,33492,97,108,316,292,567,1209,2018,1801,496,6905
SOSR611,452,1813,4146,2765,1941,1474,1196,575,177,14542,162,279,481,431,383,253,170,105,26,2292,248,429,1098,1072,1780,1961,1332,687,196,8800,36,31,105,80,184,328,516,406,83,1755,12,31,82,74,83,125,238,272,179,1103,0,9,45,60,73,61,27,27,13,310,119,206,394,247,238,231,227,234,112,2002,1028,2798,6349,4727,4681,4431,3711,2300,781,30817,526,1906,4222,3276,2518,1796,1287,609,229,16370,147,230,510,444,520,387,293,129,48,2705,176,310,849,913,1707,2048,1768,996,352,9113,27,21,61,63,143,307,566,507,152,1843,12,16,74,76,64,118,199,303,372,1241,0,12,49,70,85,40,31,32,14,337,96,169,300,204,196,251,269,345,232,2059,988,2666,6067,5043,5236,4941,4419,2916,1394,33669,984,3719,8366,6040,4458,3272,2486,1182,407,30912,308,509,990,877,898,640,462,230,73,4997,418,741,1941,1991,3487,4010,3105,1680,546,17918,60,52,171,141,328,631,1082,910,235,3596
SOSR612,209,782,1495,1075,757,576,535,294,64,5785,128,169,356,322,224,147,116,62,11,1536,200,239,710,661,1279,1408,918,457,85,5954,25,19,76,71,125,237,449,300,69,1371,9,8,30,28,48,95,160,217,155,758,0,6,16,11,14,17,20,7,6,91,61,55,195,126,171,172,162,174,78,1198,634,1283,2876,2293,2610,2650,2358,1510,472,16689,244,860,1733,1402,993,803,603,264,91,6992,109,161,330,331,335,258,170,52,10,1752,123,197,653,683,1235,1518,1066,580,175,6237,14,21,53,47,117,280,531,371,98,1532,10,15,22,27,41,59,171,224,264,832,0,3,8,9,14,20,18,7,5,83,54,58,151,130,131,145,204,209,138,1218,558,1312,2964,2628,2860,3077,2753,1711,787,18650,451,1644,3228,2484,1745,1374,1132,552,156,12777,239,328,689,644,558,405,283,114,23,3291,325,441,1366,1346,2512,2925,1986,1032,263,12189,41,39,127,120,243,512,982,679,161,2902
SOSR613,47,166,285,245,193,171,202,104,21,1441,33,52,67,72,56,44,36,25,8,396,40,62,186,198,347,461,266,149,33,1730,3,6,15,7,33,100,171,124,29,482,0,0,7,12,23,26,74,69,67,281,0,0,0,0,0,0,0,0,0,11,26,22,26,39,38,32,58,52,27,321,154,304,591,578,689,828,809,526,184,4665,65,207,355,352,303,243,197,98,31,1859,16,26,97,80,82,83,53,13,9,467,29,52,172,176,357,491,377,214,80,1946,10,8,9,11,23,95,185,170,31,541,0,0,0,4,7,24,52,89,107,292,0,0,0,0,0,4,0,0,0,9,11,21,21,33,32,44,61,70,26,319,132,318,654,654,806,987,935,654,278,5433,117,376,640,598,496,418,401,193,54,3297,54,86,165,153,139,124,90,45,15,864,63,111,357,374,702,956,636,361,110,3675,14,9,25,21,59,192,355,297,53,1025
SOSR614,66,224,419,382,290,291,241,103,24,2057,45,57,117,137,80,66,52,21,7,586,71,102,284,296,402,582,355,154,29,2278,7,7,31,21,38,124,169,101,15,523,7,0,4,12,24,46,93,85,36,309,0,0,4,0,5,10,9,0,3,33,26,29,58,69,65,84,77,45,24,469,221,425,924,915,908,1205,993,517,139,6247,68,246,572,530,398,332,256,140,32,2586,48,58,138,118,121,99,60,29,6,682,43,71,212,254,412,575,442,228,42,2288,5,3,17,8,26,84,170,127,35,488,0,0,3,4,11,24,64,73,70,256,0,0,4,0,3,7,0,0,3,18,29,25,57,62,68,61,89,72,31,493,200,410,1001,982,1046,1189,1089,666,215,6804,137,478,996,910,690,624,498,243,64,4639,88,115,257,260,201,167,116,52,14,1268,112,176,497,551,814,1163,795,390,64,4568,15,12,52,34,71,208,341,231,55,1003
SOSR615,283,881,1802,1553,1096,925,1105,516,134,8297,159,218,430,412,322,287,202,114,25,2162,237,363,1117,978,1673,2112,1518,639,130,8779,20,18,75,77,169,449,750,520,99,2175,8,13,31,28,52,142,334,320,206,1133,4,4,12,17,9,11,17,9,8,95,94,74,191,184,207,207,302,244,156,1657,797,1567,3666,3242,3534,4132,4234,2365,754,24290,289,1070,2330,2052,1566,1319,1061,547,186,10423,113,176,474,430,443,396,297,127,26,2482,137,245,832,851,1619,2109,1920,958,262,8931,16,14,64,53,120,365,755,570,177,2153,5,0,17,18,29,113,239,282,300,1012,0,5,7,0,7,20,9,9,7,66,87,68,193,173,192,240,303,392,211,1856,647,1582,3915,3593,3978,4565,4587,2884,1173,26926,576,1953,4130,3607,2665,2248,2159,1066,321,18720,268,395,906,838,764,677,501,242,51,4640,370,612,1948,1833,3296,4224,3436,1603,394,17712,41,30,140,129,289,819,1510,1085,282,4326
SOSR621,88,286,563,581,514,488,551,227,43,3333,47,62,128,146,138,107,92,39,7,769,71,103,345,349,570,788,494,217,32,2980,10,3,22,33,63,155,231,166,22,704,7,0,9,14,20,46,115,136,67,413,0,0,0,3,3,3,5,3,0,23,35,30,76,76,99,118,129,88,27,675,253,487,1146,1207,1403,1709,1611,875,202,8893,97,284,713,761,662,633,501,218,44,3913,30,49,149,126,140,143,105,28,6,781,29,64,217,233,484,744,550,237,54,2612,4,4,9,20,40,144,236,156,45,659,9,0,9,5,13,36,68,75,72,295,0,4,0,3,4,0,9,3,3,30,21,21,79,64,82,108,112,100,42,619,189,418,1183,1212,1424,1814,1590,822,265,8915,180,565,1270,1344,1173,1127,1057,442,90,7245,75,115,283,277,280,249,199,63,16,1547,99,167,567,583,1053,1533,1043,455,83,5591,14,8,37,51,103,296,465,323,64,1370
SOSR622,29,94,187,181,204,243,265,96,22,1325,15,23,63,53,42,38,50,20,0,306,32,43,130,140,256,381,252,100,19,1354,0,4,3,10,37,75,126,70,8,330,0,0,0,3,6,28,65,48,15,169,0,0,0,0,0,0,0,0,0,8,11,17,29,24,41,59,77,43,32,336,93,188,410,424,587,815,831,378,99,3827,42,96,260,266,269,295,239,66,20,1540,18,21,55,52,69,63,50,19,0,346,19,32,78,106,208,339,249,114,37,1184,0,0,3,7,18,57,98,53,14,261,3,0,0,0,3,16,28,35,26,117,0,0,0,0,0,0,5,0,0,10,15,10,23,31,38,53,67,58,35,325,92,165,415,461,606,820,739,352,138,3783,76,192,445,447,469,531,502,169,41,2871,30,51,110,107,108,103,100,37,3,650,56,73,212,248,464,720,505,213,53,2539,3,4,7,22,61,131,227,129,22,592
SOSR631,480,1318,2454,2855,2640,2774,2629,918,148,16220,258,286,570,684,702,577,421,124,21,3644,493,582,1633,1826,3269,4256,2587,782,102,15527,58,29,84,145,382,853,1094,595,63,3309,17,12,40,42,116,291,484,396,155,1558,3,0,15,13,11,23,25,16,13,120,172,138,386,413,492,620,574,326,91,3212,1488,2370,5174,5977,7615,9392,7813,3162,588,43579,537,1412,3246,3964,3618,3491,2311,687,106,19371,185,250,572,676,799,803,438,130,12,3868,234,288,950,1254,2651,3575,2194,768,147,12064,33,14,49,73,222,501,808,435,67,2199,10,5,13,26,44,107,248,181,133,765,6,0,6,7,9,10,6,11,3,64,144,146,373,376,423,510,478,269,87,2800,1150,2116,5203,6373,7758,9005,6483,2470,565,41130,1016,2728,5700,6821,6253,6270,4944,1604,251,35595,445,534,1138,1358,1502,1380,857,249,37,7505,731,868,2582,3082,5922,7830,4786,1552,248,27590,96,46,133,224,599,1357,1900,1029,130,5512
SOSR679,0,9,24,30,14,9,8,0,0,100,0,0,3,4,8,7,0,0,0,20,0,3,7,11,23,22,6,0,0,68,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,24,22,20,3,0,0,95,5,9,58,65,70,62,25,4,0,286,0,0,9,9,9,7,3,0,0,34,0,0,0,0,4,3,0,0,0,9,0,0,0,0,3,4,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,0,6,13,12,18,11,9,0,0,71,6,7,30,40,25,19,14,0,0,131,0,4,0,4,10,8,0,0,0,25,0,0,7,11,28,27,10,0,0,78,0,0,0,0,0,3,4,6,0,6
SOSR703,748,3164,8271,6502,4372,2925,2136,686,103,28907,201,421,1002,869,1085,1138,588,133,12,5446,256,435,1342,1364,1500,1724,1242,348,47,8267,83,50,177,228,243,329,358,156,30,1663,36,23,104,124,213,242,396,291,75,1504,7,22,60,44,62,56,61,39,24,363,281,537,1421,1112,1037,973,728,259,70,6426,1614,4658,12373,10256,8513,7383,5499,1921,362,52572,788,3031,9799,7557,4897,3280,1896,584,97,31935,137,296,768,767,936,1105,588,135,26,4757,158,249,888,915,1182,1441,1243,410,67,6557,57,48,173,185,202,287,302,140,33,1429,24,18,70,134,179,255,360,281,115,1416,0,7,32,58,64,92,102,55,25,434,305,436,1405,1077,952,862,617,243,84,5989,1472,4080,13138,10698,8406,7325,5118,1847,441,52516,1540,6194,18070,14061,9271,6205,4037,1274,204,60846,339,711,1768,1636,2020,2240,1178,265,31,10201,417,687,2229,2283,2678,3164,2484,755,116,14817,142,96,356,419,448,614,660,296,65,3093
SOSR712,118,342,1488,1257,769,641,383,107,14,5111,50,89,197,178,233,280,134,29,0,1194,64,84,258,261,275,365,250,72,11,1636,24,25,58,68,70,81,90,28,7,449,29,13,48,58,69,71,98,51,13,452,0,6,15,25,19,27,19,11,0,120,62,72,231,202,183,197,179,43,11,1181,346,630,2298,2049,1612,1661,1161,331,55,10147,166,461,1963,1396,996,807,393,107,24,6309,33,71,173,162,210,261,155,34,6,1112,42,59,220,221,241,331,235,77,25,1459,20,20,62,71,77,87,59,38,11,450,28,30,49,61,62,72,98,46,19,455,6,6,11,17,32,23,32,14,18,160,64,69,239,201,194,235,185,52,23,1260,359,714,2715,2139,1810,1825,1162,370,123,11209,285,798,3452,2651,1757,1444,777,214,32,11416,83,169,373,340,443,544,290,65,6,2308,104,143,473,494,512,697,485,152,37,3092,48,44,119,141,149,176,148,62,16,898
SOSR714,18,131,352,237,128,128,85,29,0,1114,15,25,67,50,48,44,29,8,3,288,30,30,79,72,84,127,69,17,4,500,6,6,14,22,25,37,28,11,3,148,0,0,0,12,15,18,44,14,3,116,0,0,9,0,9,7,6,0,0,27,29,39,104,103,89,85,61,21,4,532,96,239,621,493,396,445,323,110,16,2729,23,150,443,249,172,168,75,7,0,1284,15,27,46,45,60,52,26,10,0,278,8,23,78,69,84,99,78,13,0,449,7,6,16,14,34,21,12,9,0,126,0,3,6,9,11,29,23,17,5,113,0,0,6,7,7,4,11,4,0,30,35,36,106,85,110,100,40,12,6,537,90,243,704,474,474,477,267,71,20,2814,48,284,790,482,295,296,164,38,0,2401,25,50,116,96,103,98,52,19,3,567,38,53,154,136,166,224,148,29,4,954,14,11,28,36,58,58,42,22,3,275
SOSR715,95,231,566,491,335,248,122,18,0,2110,83,104,258,206,159,107,29,4,0,959,150,158,339,311,271,193,84,16,3,1520,66,68,107,111,88,71,23,14,0,536,59,55,81,82,63,60,49,11,3,467,17,17,10,21,14,14,13,7,0,111,76,74,221,176,167,135,60,15,3,929,544,707,1578,1398,1106,825,384,87,10,6643,114,303,724,534,427,273,81,13,4,2474,79,113,332,227,167,107,27,6,3,1048,100,119,317,278,228,179,70,14,4,1312,58,51,88,100,69,61,29,3,0,470,45,47,62,82,85,55,50,21,4,453,5,9,11,13,19,16,17,10,0,106,53,70,180,154,102,94,40,11,0,706,458,720,1714,1387,1100,785,312,82,18,6573,210,538,1287,1024,762,516,196,34,4,4585,169,215,584,436,325,212,57,14,3,2012,251,278,654,583,504,373,156,27,5,2837,125,114,199,213,160,133,52,20,0,1010
SOSR721,55,177,420,358,245,216,142,32,0,1646,59,97,172,113,103,110,49,6,0,705,80,111,224,205,200,176,78,15,3,1089,57,56,114,84,88,50,31,7,3,498,67,53,94,81,87,66,50,19,0,521,9,7,19,16,28,16,21,10,5,126,31,39,113,94,103,96,64,15,0,564,359,536,1159,950,863,736,432,106,12,5150,74,208,558,394,312,326,110,8,0,1990,54,91,165,141,107,105,46,12,0,700,71,117,226,197,189,164,98,14,4,1073,46,48,109,85,72,41,30,7,0,440,68,54,105,65,92,80,42,14,6,531,7,10,13,22,20,21,30,8,8,138,29,40,99,78,73,98,57,7,0,489,345,577,1278,975,860,833,409,76,17,5360,133,385,978,748,556,543,251,46,0,3642,111,191,333,253,206,214,92,14,0,1407,144,224,449,399,391,340,178,33,4,2165,102,109,229,170,164,87,58,19,4,937
SOSR722,38,85,236,189,167,157,176,26,4,1088,39,83,140,124,96,113,66,9,0,673,100,112,217,192,173,199,175,39,4,1201,71,80,148,111,75,63,53,13,0,613,76,68,140,119,113,71,64,28,0,676,7,11,13,9,28,31,30,16,7,155,34,51,118,80,80,116,111,38,4,634,363,483,1011,829,739,755,678,160,21,5044,47,113,308,235,226,258,136,21,3,1340,46,90,157,119,125,134,70,9,0,744,82,110,251,198,195,171,144,19,3,1176,56,68,132,104,106,49,35,0,0,557,47,54,137,109,84,98,84,22,0,648,4,8,12,18,25,38,40,27,3,179,41,45,119,82,100,120,104,15,4,628,326,485,1102,868,863,873,618,116,12,5270,89,195,545,425,397,416,315,46,3,2427,85,173,298,247,220,250,131,21,0,1422,185,219,466,391,361,371,316,53,3,2378,128,146,274,215,185,111,92,10,0,1170
SOSR731,209,641,1302,1122,1016,893,906,220,9,6310,121,153,375,361,485,552,346,62,3,2454,179,279,668,668,852,1079,857,202,14,4813,80,59,170,178,204,260,257,63,8,1282,52,51,126,162,156,173,232,107,14,1077,5,15,32,41,37,50,34,19,6,233,166,313,810,679,802,707,544,162,15,4190,818,1511,3489,3206,3551,3707,3175,839,67,20359,269,629,1629,1464,1306,1169,739,140,17,7361,66,111,248,257,400,519,324,42,5,1971,102,156,325,387,533,834,690,131,20,3175,47,49,112,138,133,164,182,34,5,862,32,22,92,101,128,123,164,77,16,761,7,4,13,21,32,36,46,23,9,193,147,209,510,423,451,495,420,95,11,2765,672,1184,2926,2793,2990,3350,2568,540,75,17090,477,1269,2936,2582,2326,2065,1644,364,24,13680,186,265,624,613,881,1066,668,105,7,4430,282,431,994,1053,1390,1914,1549,336,34,7987,126,110,282,316,333,420,443,98,12,2139
SOSR779,5,4,22,32,43,28,8,4,0,151,0,3,4,9,11,8,0,0,0,35,0,0,10,14,16,25,5,0,0,78,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,15,41,40,33,7,0,0,138,10,17,51,101,111,97,19,4,0,414,0,12,7,0,0,3,11,0,0,33,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,17,0,15,12,3,7,12,21,5,0,64,0,18,25,37,46,31,16,6,0,185,0,3,4,9,13,8,4,0,0,40,0,0,10,18,23,28,7,0,0,86,0,0,0,4,0,8,0,0,0,5
SOSR802,4197,14565,32325,28735,21614,14884,10720,5015,1420,133476,330,553,1168,1149,1165,1076,660,300,103,6511,616,848,2398,2159,3157,3804,2632,1402,452,17478,131,92,320,324,402,462,675,507,182,3086,31,40,178,225,244,351,629,686,360,2748,12,27,169,145,133,106,106,90,34,822,579,1006,1960,1401,1014,799,713,562,302,8329,5900,17133,38512,34142,27721,21490,16138,8567,2856,172450,4552,15307,34118,30589,22709,15713,10468,4636,1419,139510,264,364,850,880,996,1129,821,476,187,5963,402,534,1732,1702,2875,4347,4417,2658,1049,19725,92,72,263,253,327,554,1016,755,405,3739,39,35,121,168,240,497,898,997,637,3634,10,26,106,90,133,183,159,191,117,1018,578,880,1684,1150,852,667,818,710,527,7863,5935,17213,38874,34839,28137,23094,18598,10424,4334,181453,8752,29872,66446,59326,44321,30595,21188,9653,2840,272989,598,919,2023,2030,2159,2204,1482,773,287,12476,1018,1390,4130,3863,6034,8153,7053,4056,1501,37203,221,162,578,578,728,1014,1695,1260,586,6825
SOSR822,9,12,26,37,41,22,14,4,0,153,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,9,9,4,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,13,30,47,47,25,30,15,0,222,9,13,23,38,42,29,12,4,0,170,3,0,0,0,3,0,3,0,0,10,3,0,3,9,6,9,7,0,0,41,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,11,17,23,46,52,41,25,16,3,231,14,19,42,71,80,42,29,8,0,318,3,6,0,0,5,0,3,4,0,14,5,6,5,15,13,21,11,11,0,81,0,0,0,0,0,0,0,5,0,9
SOSR831,14,43,51,24,16,14,18,3,0,189,0,0,0,0,0,0,0,0,0,8,3,0,9,3,11,11,4,0,0,34,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,8,8,4,8,4,5,0,0,54,23,55,70,30,38,30,33,6,3,296,5,26,53,29,27,22,10,0,0,165,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,14,9,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,5,0,6,9,7,0,0,40,7,36,58,30,32,45,21,3,5,240,26,65,106,52,37,32,26,4,0,347,0,0,0,0,0,0,3,0,0,11,3,3,10,3,8,23,14,0,0,72,0,0,0,0,0,0,4,3,0,14
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,9,16,81,63,46,40,33,11,0,299,0,5,9,3,15,6,4,0,0,39,0,0,13,3,25,34,18,0,0,102,0,0,0,0,3,5,7,0,0,16,0,0,0,0,0,4,19,8,3,40,0,0,0,0,4,0,4,3,0,8,5,13,58,36,40,23,28,5,0,213,9,36,159,110,128,117,113,24,4,715,7,14,63,84,61,39,21,3,0,288,0,0,4,7,13,0,3,0,0,22,0,0,6,13,15,22,9,0,0,65,0,0,0,0,4,0,8,0,0,10,0,0,0,0,0,7,7,4,0,20,0,0,0,0,0,0,7,0,0,10,3,8,32,28,32,34,12,4,0,159,8,28,106,131,124,111,57,11,0,580,11,32,141,146,109,83,53,12,0,584,0,5,7,7,20,6,9,0,0,60,0,8,14,13,37,63,25,3,0,172,0,0,0,0,3,5,12,3,0,29
