UCL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
UCL321030,3,8,0,15,85,5,0,94,0,7,0,6,64,5,0,72,0,0,0,0,30,0,0,35,0,0,0,0,5,0,0,10,73,24,3,102,298,23,0,429
UCL321031,6,7,0,15,129,11,0,159,0,8,0,11,103,6,0,119,0,0,0,0,55,4,0,51,0,0,0,0,10,0,0,9,166,36,3,210,545,56,0,812
UCL321032,13,33,0,51,254,9,4,311,3,25,0,24,218,9,0,248,4,6,0,3,102,6,0,109,0,0,0,0,12,0,0,12,341,96,10,450,1033,71,4,1560
UCL321033,3,9,0,12,142,12,0,162,4,19,0,22,97,16,0,130,0,0,0,0,39,3,0,45,0,0,0,0,5,0,0,5,189,50,8,239,524,59,0,821
UCL321034,3,6,0,13,144,17,0,180,6,9,0,12,138,24,0,167,0,9,0,9,73,11,0,84,0,0,0,0,30,4,0,34,129,49,10,188,706,86,3,980
UCL321035,12,37,0,51,266,7,0,324,3,21,0,22,254,12,0,288,0,0,0,0,103,3,0,109,0,0,0,0,12,0,0,14,254,99,15,368,1108,79,0,1554
UCL321036,5,16,0,22,92,6,0,114,3,14,0,16,82,0,0,98,0,0,0,0,33,0,0,33,0,0,0,0,5,0,0,5,204,58,5,267,502,32,0,806
UCL321037,7,9,0,19,85,10,0,115,0,6,0,9,115,9,0,128,0,0,0,0,42,3,6,51,0,0,0,0,14,0,0,15,105,32,0,136,435,70,3,635
UCL321038,4,23,4,27,168,4,0,200,0,13,0,14,224,8,0,247,0,0,0,0,106,0,0,109,0,0,0,0,14,0,0,14,125,58,4,189,689,31,0,909
UCL321039,4,13,0,16,170,0,0,188,3,15,0,19,185,7,0,207,0,7,0,15,102,0,0,111,0,6,0,6,40,0,0,40,86,55,5,146,698,29,13,881
UCL321040,4,12,0,19,109,4,0,135,0,6,0,6,52,6,0,68,0,0,0,0,31,0,0,30,0,0,0,0,5,0,0,5,103,32,4,141,372,17,0,529
UCL321041,0,9,0,10,130,16,0,161,0,11,0,15,149,29,0,192,3,0,0,3,81,21,0,104,0,0,0,0,38,5,0,43,109,29,5,142,625,125,35,928
UCL321042,4,10,0,9,76,4,0,94,0,5,0,5,53,5,0,62,0,0,0,0,38,0,0,40,0,0,0,0,11,0,0,9,89,35,4,134,374,25,0,529
UCL321043,5,20,0,22,102,3,0,128,0,8,0,8,58,0,0,69,0,5,0,5,26,0,0,35,0,0,0,0,4,0,0,4,115,45,0,164,404,21,0,582
UCL321044,4,26,0,27,386,52,0,464,3,10,0,11,366,43,0,424,0,3,0,3,118,17,0,137,0,0,0,0,13,0,0,14,146,60,8,210,1325,194,3,1727
UCL321045,3,12,0,11,111,8,0,128,0,11,0,16,63,0,0,81,0,4,0,4,17,0,0,24,0,0,0,0,3,0,0,3,225,40,7,277,496,41,0,810
UCL321046,6,14,0,22,73,0,0,95,0,13,0,11,83,0,0,90,0,0,0,0,47,10,0,53,0,0,0,0,8,0,0,8,66,37,3,111,359,5,0,476
UCL321047,0,17,0,17,75,9,0,107,3,9,0,16,86,7,0,112,0,0,0,4,49,3,0,58,0,0,0,0,7,0,0,8,110,45,5,162,396,37,0,590
UCL321048,0,10,0,9,73,9,0,93,0,0,0,0,74,13,0,88,0,0,0,0,46,13,0,56,0,0,0,0,17,0,0,14,54,19,0,76,334,59,0,467
UCL321049,0,9,0,11,62,0,0,77,0,3,0,3,32,0,0,40,0,0,0,0,27,0,0,30,0,0,0,0,0,0,0,0,101,24,3,127,240,31,0,400
UCL321050,4,16,0,23,85,9,0,107,0,7,0,7,45,18,0,75,0,0,0,0,36,5,0,41,0,0,0,0,10,0,0,11,129,38,8,178,366,84,0,625
UCL321051,6,18,0,25,142,17,0,183,6,10,0,14,136,17,0,162,0,0,0,0,85,10,0,96,0,0,0,0,31,7,0,38,74,48,9,121,616,105,0,842
UCL321052,3,10,0,6,48,5,0,62,0,6,0,8,27,0,0,32,0,0,0,0,10,0,0,9,0,0,0,0,3,0,0,3,145,58,0,201,340,45,0,581
UCL321053,5,9,0,9,54,3,0,69,0,4,0,0,18,5,0,28,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,98,45,4,148,265,31,0,443
UCL321054,12,10,0,29,160,9,0,200,0,9,0,9,173,19,0,209,0,0,0,0,50,6,3,56,0,0,0,0,6,0,0,6,80,32,3,116,555,65,9,744
UCL321055,3,8,0,11,152,40,0,198,0,11,0,11,197,40,0,248,0,3,0,3,67,7,0,79,0,0,0,0,17,7,0,29,128,43,5,171,708,180,0,1063
UCL321056,0,12,0,10,98,10,0,119,0,8,0,7,72,10,0,96,3,0,0,3,62,12,0,75,0,0,0,0,20,3,0,29,89,19,9,121,439,59,0,624
UCL321057,0,11,0,11,107,9,0,129,0,8,0,8,97,11,0,118,0,0,0,0,74,12,0,89,0,0,0,0,32,8,0,39,68,25,3,98,445,75,0,610
UCL321058,0,11,0,15,92,13,0,114,0,18,0,16,105,8,0,134,0,3,0,3,52,6,0,63,0,0,0,0,18,3,0,20,139,51,5,200,506,66,0,773
UCL321059,5,23,0,30,130,3,0,165,0,14,0,14,114,5,0,132,0,4,0,3,40,0,0,41,0,0,0,0,7,3,0,9,233,68,9,314,570,30,3,919
UCL321060,0,10,0,14,95,7,0,115,0,4,0,4,105,10,0,122,0,4,0,4,76,0,0,82,0,0,0,0,30,3,0,38,59,20,4,81,458,39,0,588
UCL321061,4,17,0,23,150,8,0,178,0,11,0,11,240,16,0,273,0,3,0,3,117,12,0,137,0,0,0,0,15,5,0,17,68,44,3,121,674,57,0,856
UCL321062,5,13,0,22,37,24,0,85,0,7,0,15,34,8,0,53,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,154,97,13,256,346,165,0,770
UCL321063,7,17,0,27,134,0,0,162,0,23,0,23,109,4,0,135,0,0,0,0,60,3,0,64,0,0,0,0,11,3,0,11,142,52,0,192,566,27,0,791
UCL321064,5,10,0,16,154,14,0,187,0,0,0,4,233,20,0,256,0,0,0,0,94,7,0,106,0,0,0,0,13,3,0,18,56,15,0,75,637,94,0,811
UCL321065,4,19,0,24,183,15,0,218,4,17,0,16,146,4,0,168,0,0,0,0,92,7,0,102,0,0,0,0,14,0,0,15,173,51,10,240,739,55,0,1033
UCL321066,0,5,0,8,105,5,0,121,3,4,0,5,109,6,0,127,0,0,0,0,61,0,0,61,0,0,0,0,17,0,0,19,17,17,0,38,397,36,6,465
UCL321067,0,9,0,9,24,3,0,46,0,10,0,10,18,6,0,33,0,0,0,0,5,3,0,13,0,0,0,0,6,0,0,6,95,70,3,166,218,46,0,434
UCL321068,6,12,0,18,82,5,0,106,0,6,0,6,68,5,0,73,0,0,0,0,31,0,0,35,0,0,0,0,8,0,0,11,154,36,9,203,408,31,0,638
UCL321069,6,17,0,21,146,9,3,178,0,14,0,17,184,10,0,212,0,3,0,3,123,8,0,137,0,0,0,0,23,0,0,23,83,42,3,130,679,61,4,874
UCL321070,0,14,0,15,74,7,0,91,4,8,0,11,63,7,0,85,0,0,0,0,30,5,0,36,0,0,0,0,4,5,0,8,120,33,3,160,343,32,0,541
UCL321071,4,11,0,13,68,0,0,83,3,3,0,7,61,9,0,77,0,0,0,0,39,3,0,39,0,0,0,0,3,0,0,3,89,30,9,127,328,28,0,479
UCL321072,6,7,0,18,69,0,0,91,0,8,0,8,66,8,0,81,0,0,0,0,21,0,0,21,0,0,0,0,10,0,0,10,173,27,7,210,393,28,0,638
UCL321073,9,14,0,28,211,13,0,250,0,8,0,11,277,10,0,299,0,3,0,3,130,8,0,139,0,0,0,0,12,0,0,16,143,41,0,181,911,90,21,1197
UCL321074,3,16,0,21,83,8,0,108,0,7,0,10,118,10,0,138,0,0,0,0,56,3,0,63,0,0,0,0,20,6,0,18,95,47,7,153,447,80,0,682
UCL321075,6,16,0,20,109,3,0,134,0,14,3,20,69,0,0,91,0,0,0,0,32,0,0,32,0,0,0,0,10,0,0,10,261,60,13,331,521,31,0,883
UCL321076,4,7,0,16,40,24,0,80,0,4,0,4,18,8,0,32,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,79,69,16,165,250,194,0,609
UCL321077,0,7,0,7,71,69,0,146,0,0,0,0,34,24,0,65,0,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,80,14,3,99,281,477,0,866
UCL321078,4,19,0,22,82,5,0,106,0,8,0,7,98,4,0,108,0,0,0,0,25,0,0,25,0,0,0,0,5,0,0,5,68,40,6,112,355,21,0,484
UCL321079,4,13,0,19,165,19,0,197,0,13,0,13,127,25,0,165,0,0,0,0,44,16,0,61,0,0,0,0,0,4,0,3,172,68,7,249,772,162,8,1188
UCL321080,6,36,0,44,170,47,0,262,6,20,0,24,172,24,0,209,0,0,0,0,71,8,0,82,0,0,0,0,10,0,0,10,316,89,24,423,818,755,0,2002
UCL321081,3,12,0,13,70,0,0,91,0,6,0,3,44,5,0,55,0,4,0,10,21,0,0,27,0,0,0,0,6,0,0,6,87,34,3,126,290,10,0,429
UCL321082,0,4,0,9,83,3,0,93,0,3,0,5,83,0,0,92,0,0,0,0,28,0,0,33,0,0,0,0,4,0,0,4,104,27,3,129,330,14,0,473
UCL321083,4,27,0,26,161,5,0,193,0,11,0,14,143,3,0,155,0,3,0,3,79,4,0,85,0,0,0,0,15,0,0,15,276,72,11,353,802,60,0,1215
UCL321084,6,31,0,37,180,17,3,241,0,39,0,39,131,8,0,176,0,0,0,3,68,6,0,82,0,0,0,0,18,0,0,20,124,87,5,215,674,100,7,997
UCL321085,0,11,0,11,144,9,0,162,0,7,0,7,234,12,0,261,0,0,0,0,54,7,0,65,0,0,0,0,6,0,0,6,13,27,0,42,507,34,0,586
UCL321086,0,15,0,15,35,14,0,62,0,6,0,6,19,8,0,33,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,40,134,4,177,209,122,0,510
UCL321087,4,16,0,17,75,0,0,90,0,24,0,24,63,0,0,86,0,3,0,3,44,4,0,52,0,0,0,0,5,0,0,5,90,51,8,153,299,37,0,488
UCL321088,3,12,0,11,114,15,0,145,0,9,0,9,152,24,0,187,0,8,0,8,65,9,0,79,0,0,0,0,22,3,0,29,63,40,7,108,548,101,0,760
UCL321089,9,6,0,14,130,22,0,162,0,7,0,3,161,26,0,190,0,0,0,0,70,12,0,78,0,0,0,0,12,4,0,18,37,9,0,49,457,90,0,601
UCL321090,6,12,0,18,55,0,0,75,0,28,0,28,79,8,0,111,0,6,0,6,94,6,0,96,0,0,0,0,28,0,0,31,152,52,4,204,420,28,0,653
UCL321091,0,5,0,5,123,14,0,146,0,3,0,5,196,24,0,224,0,0,0,0,73,17,0,86,0,0,0,0,13,0,0,13,30,11,0,40,515,88,0,647
UCL321092,0,14,0,15,94,8,0,120,0,11,0,11,102,17,0,128,0,0,0,0,83,12,0,95,0,0,0,0,7,5,0,6,56,33,0,86,354,75,0,519
UCL321093,0,9,0,8,94,3,0,111,0,15,0,15,89,3,0,112,0,3,0,3,51,0,0,58,0,0,0,0,10,3,0,9,77,32,9,116,415,28,0,560
UCL321094,3,11,0,14,70,0,0,89,0,8,0,10,87,0,0,104,0,4,0,4,40,0,0,46,0,0,0,0,15,3,0,16,87,30,5,128,378,15,0,511
UCL321095,5,9,0,11,178,15,0,205,0,17,0,19,198,22,0,239,0,0,0,0,83,10,0,91,0,0,0,0,17,0,0,14,145,37,11,191,674,68,0,938
UCL321096,4,15,0,20,91,14,0,125,0,4,0,3,71,8,0,79,0,6,0,6,68,11,0,77,0,6,0,6,26,0,0,27,102,38,7,142,427,78,0,645
UCL321097,4,9,0,20,126,4,0,145,0,9,0,9,88,0,0,91,0,5,0,5,44,0,0,51,0,0,0,0,12,5,0,8,164,46,5,219,525,20,0,765
UCL321098,0,19,0,22,58,0,0,75,0,16,0,16,31,0,0,49,0,0,0,0,23,5,0,26,0,0,0,0,8,0,0,8,71,41,3,118,278,5,0,403
UCL321099,3,6,0,12,85,14,0,101,0,0,0,0,80,8,0,91,0,0,0,0,29,5,0,38,0,0,0,0,25,0,0,24,92,27,4,132,402,75,0,603
UCL321100,0,4,0,6,49,11,0,63,0,3,0,3,53,4,0,62,0,0,0,0,60,9,0,70,0,0,0,0,22,0,0,22,72,23,3,96,316,44,0,452
UCL321101,5,5,0,11,87,10,0,108,0,3,0,9,102,9,0,111,0,5,0,5,70,6,0,80,0,0,0,0,32,8,0,37,88,19,5,112,435,48,0,591
UCL321102,5,15,0,19,81,3,0,108,0,18,0,18,56,0,0,73,0,3,0,3,32,0,0,38,0,0,0,0,0,0,0,0,139,49,0,184,391,15,0,596
UCL321103,6,16,0,26,155,12,0,188,4,8,0,10,119,6,0,139,0,0,0,0,60,0,0,63,0,0,0,0,14,5,0,11,161,39,5,204,607,53,0,860
UCL321104,6,12,0,17,87,4,0,109,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,36,15,240,397,48,0,679
UCL321105,11,37,0,49,165,4,0,216,6,26,0,39,177,10,0,227,0,3,0,3,94,10,0,109,0,0,0,0,19,4,0,19,214,89,11,313,766,76,0,1158
UCL321106,6,29,0,33,122,12,0,164,0,15,0,21,169,10,0,196,0,0,0,0,88,7,0,100,0,0,0,0,32,0,0,30,167,67,13,252,739,91,106,1182
UCL321107,4,25,0,28,118,4,0,151,0,8,0,7,110,5,0,122,0,0,0,0,71,3,0,74,0,0,0,0,10,4,0,19,82,47,0,126,449,36,0,606
UCL321108,0,14,0,13,63,5,0,77,0,12,0,12,58,6,0,78,0,5,0,5,23,3,0,28,0,0,0,0,13,0,0,10,76,26,0,106,275,47,0,437
UCL321109,7,15,0,25,177,47,0,251,3,9,0,13,186,76,0,280,0,0,0,0,70,24,0,102,0,0,0,0,19,4,0,20,124,49,10,182,703,254,0,1139
UCL321110,3,20,0,21,113,6,0,138,0,18,0,18,160,5,0,182,0,3,0,3,87,6,0,95,0,0,0,0,22,0,0,22,116,49,3,170,566,36,0,764
UCL321111,5,18,0,23,105,12,0,130,4,20,0,24,154,5,4,183,0,7,0,7,63,0,0,68,0,0,0,0,13,0,0,13,104,69,6,176,493,63,4,736
UCL321112,0,15,0,15,47,7,0,70,0,8,0,6,33,0,0,36,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,155,81,5,243,359,52,0,653
UCL321113,0,8,0,9,104,15,0,133,0,9,0,3,78,15,0,95,0,0,0,0,25,0,0,22,0,0,0,0,3,0,0,3,85,24,0,114,364,72,3,552
UCL321114,0,15,0,11,112,19,0,140,0,8,0,8,161,21,0,187,0,3,0,3,94,26,0,126,0,0,0,0,19,5,0,24,88,39,0,129,584,101,0,816
UCL322001,0,6,0,10,52,6,0,68,0,0,0,0,34,0,0,40,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,55,17,4,65,191,16,0,278
UCL322002,0,0,0,0,45,0,0,47,0,3,0,3,26,5,0,35,0,0,0,0,16,5,0,23,0,0,0,0,3,3,0,8,20,3,0,28,184,24,0,235
UCL322003,0,9,0,9,36,3,0,53,4,6,0,11,72,7,0,92,0,0,0,0,29,3,0,33,0,0,0,0,6,0,0,5,21,14,0,35,177,18,0,229
UCL322004,0,8,0,12,73,10,0,84,0,10,0,10,90,3,0,107,0,0,0,0,45,9,0,54,0,0,0,0,7,0,0,5,39,26,0,64,312,44,0,422
UCL322005,0,4,0,4,42,6,0,48,0,0,0,0,49,0,3,57,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,32,9,0,43,187,9,3,243
UCL322006,0,12,0,7,73,3,0,88,4,6,0,3,88,3,0,103,0,3,0,3,57,0,0,65,0,0,0,0,4,0,0,9,15,22,0,40,278,22,0,339
UCL322007,0,5,0,4,57,18,0,77,0,0,0,0,53,5,0,51,0,0,0,0,23,3,0,29,0,0,0,0,12,4,0,16,46,10,0,60,213,37,0,312
UCL322008,3,6,0,6,20,0,0,23,0,6,0,3,23,0,0,28,0,5,0,5,13,3,0,20,0,0,0,0,0,0,0,0,31,14,0,47,112,16,0,169
UCL322009,0,3,0,3,50,4,0,55,0,0,0,0,27,7,0,30,0,0,0,0,29,8,0,32,0,0,0,0,7,3,0,8,43,11,4,50,191,37,0,281
UCL322010,0,0,0,0,89,12,0,106,0,0,0,0,87,16,4,107,0,0,0,0,34,4,0,36,0,0,0,0,3,0,0,3,14,5,0,16,292,43,4,359
UCL322011,3,10,0,13,85,3,0,98,0,11,0,12,61,0,0,74,0,0,0,0,19,0,0,23,0,0,0,0,3,0,0,3,53,25,0,82,286,12,0,383
UCL322012,3,0,0,7,42,6,0,57,0,0,0,0,64,4,0,74,0,0,0,0,51,8,0,61,0,0,0,0,13,0,0,13,29,10,0,41,235,29,19,326
UCL322013,0,6,0,6,51,4,0,59,0,6,0,6,26,0,0,34,0,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,95,9,4,104,227,19,0,357
UCL322014,0,0,0,3,26,7,0,27,0,0,0,0,46,0,0,42,0,0,0,0,23,0,0,24,0,0,0,0,7,4,0,10,35,8,3,40,147,15,0,198
UCL322015,3,9,0,7,70,0,0,78,0,6,0,6,48,0,0,57,0,0,0,0,20,0,0,20,0,0,0,0,9,0,0,9,46,14,0,63,213,29,3,307
UCL322016,0,3,0,3,48,4,0,62,0,6,0,6,19,4,0,31,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,31,12,0,44,154,19,0,223
UCL322017,0,0,0,0,20,0,0,25,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,3,48,86,5,0,140
UCL322018,0,7,0,7,103,3,0,106,0,8,0,11,142,17,0,171,0,0,0,0,39,4,0,47,0,0,0,0,4,0,0,4,33,12,6,48,347,35,0,433
UCL322019,0,12,0,15,57,11,0,83,0,6,0,6,75,3,0,85,0,0,0,0,33,0,0,37,0,0,0,0,10,5,0,14,14,20,0,35,241,24,0,301
UCL322020,0,3,0,5,36,11,0,50,0,0,0,0,31,7,0,41,0,0,0,0,14,3,0,16,0,0,0,0,0,0,0,0,25,9,3,43,139,38,0,215
UCL322021,0,3,0,5,41,3,0,55,0,6,0,6,73,9,0,86,0,0,0,0,26,3,0,27,0,0,0,0,5,0,0,5,8,13,0,22,165,17,0,206
UCL322022,0,0,0,0,30,18,0,49,0,5,0,5,32,15,0,48,0,0,0,0,10,7,0,14,0,0,0,0,0,0,0,0,11,4,3,23,156,55,0,227
UCL322023,6,7,0,5,84,4,0,100,0,0,0,0,97,0,0,104,0,0,0,0,33,0,0,35,0,0,0,0,5,0,0,5,40,9,0,54,302,18,0,372
UCL322024,0,9,0,13,58,3,0,76,0,13,0,13,63,0,0,74,0,0,0,0,35,0,0,39,0,0,0,0,6,0,0,6,78,26,0,108,298,17,0,417
UCL322025,0,0,0,5,37,4,0,46,0,0,0,0,39,11,0,52,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,20,6,0,27,127,30,0,191
UCL322026,0,6,0,6,29,3,0,36,0,0,0,0,19,0,0,22,0,0,0,0,16,4,0,21,0,0,0,0,0,0,0,0,28,13,5,44,126,22,0,190
UCL322027,0,0,0,0,31,0,0,37,0,5,0,5,24,7,0,31,0,0,0,0,9,0,0,9,0,0,0,0,5,0,0,5,21,5,0,23,106,17,0,153
UCL322028,0,0,0,0,33,5,0,34,0,0,0,0,34,0,0,38,0,4,0,4,19,5,0,26,0,0,0,0,4,0,0,9,19,8,0,31,142,19,0,185
UCL322029,0,9,0,14,20,3,0,38,0,3,0,4,22,0,0,30,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,31,37,5,80,120,24,0,222
UCL322030,0,6,0,6,48,10,0,65,0,0,0,0,60,3,0,68,0,0,0,0,37,0,0,37,0,0,0,0,4,0,0,4,30,13,0,47,226,34,0,302
UCL322031,0,0,0,4,68,4,0,78,0,4,0,4,57,3,0,71,0,0,0,0,24,0,0,28,0,0,0,0,4,0,0,5,34,12,0,50,204,18,0,265
UCL322032,0,3,0,6,25,0,0,35,0,7,0,3,30,3,0,42,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,14,10,0,22,114,12,0,152
UCL322033,3,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,3,27,27,3,0,65
UCL322034,0,6,0,3,49,0,0,49,0,4,0,4,49,3,0,50,0,0,0,0,38,10,0,48,0,0,0,0,6,3,0,10,41,17,0,59,237,37,3,333
UCL322035,0,3,0,3,64,4,0,66,0,0,0,0,60,3,0,62,0,0,0,0,30,5,0,30,0,0,0,0,12,0,0,12,40,14,3,55,255,28,0,333
UCL322036,0,16,0,17,86,4,0,104,0,8,0,8,91,9,0,108,0,3,0,3,56,3,0,64,0,0,0,0,0,3,0,3,33,40,3,78,333,19,0,429
UCL322037,0,3,0,3,34,0,0,36,0,0,0,0,43,4,0,48,0,0,0,0,11,3,0,12,0,0,0,0,9,0,0,9,26,12,3,43,130,20,0,195
UCL322038,0,6,0,4,56,0,0,69,0,7,0,7,60,10,0,75,0,0,0,0,34,10,0,41,0,0,0,0,5,3,0,8,53,11,3,59,241,54,0,357
UCL322039,0,6,0,4,33,0,0,41,0,0,0,0,19,5,0,25,0,0,0,0,12,0,0,17,0,0,0,0,7,0,0,7,23,8,0,32,141,19,0,190
UCL322040,0,7,0,9,29,0,0,45,0,4,0,4,20,0,0,21,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,62,21,4,86,190,24,0,306
UCL322041,8,8,0,17,16,5,0,40,0,3,0,6,15,9,0,27,3,0,0,3,0,0,0,6,0,0,0,0,3,0,0,3,51,45,4,105,123,25,0,251
UCL322042,0,3,0,3,29,0,0,36,0,0,0,0,26,0,0,29,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,65,13,0,78,130,0,0,211
UCL322043,5,11,0,12,44,4,0,53,0,3,0,3,19,0,0,22,0,0,0,0,11,0,0,10,0,0,0,0,3,0,0,3,36,21,3,61,154,22,0,243
UCL322044,0,3,0,3,38,12,0,50,0,0,0,0,44,23,0,69,0,0,0,0,18,7,0,28,0,0,0,0,3,0,0,3,39,8,0,49,134,66,0,244
UCL322045,3,6,0,10,71,3,0,88,0,3,0,5,72,8,0,88,0,0,0,0,28,0,0,33,0,0,0,0,8,0,0,8,54,13,4,69,290,39,0,394
UCL322046,0,4,0,5,39,0,0,45,0,0,0,0,41,0,0,48,0,0,0,0,9,0,0,9,0,0,0,0,5,0,0,5,57,5,0,69,245,28,5,342
UCL322047,0,4,5,7,54,24,0,87,0,5,0,5,30,13,0,50,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,23,16,5,34,177,77,4,292
UCL322048,0,0,0,0,55,6,0,60,0,0,0,0,56,7,0,63,0,0,0,0,14,3,0,13,0,0,0,0,5,0,0,5,36,5,0,42,187,28,0,258
UCL322049,0,4,0,4,39,3,0,51,0,0,0,0,52,0,0,52,0,0,0,0,29,0,0,30,0,0,0,0,0,0,0,0,29,5,0,36,194,12,0,244
UCL322050,0,4,0,4,65,33,0,101,0,0,0,0,10,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,8,128,287,170,0,582
UCL322051,0,3,0,3,22,0,0,29,0,13,0,11,33,0,0,45,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,3,24,15,0,42,127,18,0,187
UCL322052,0,3,0,3,25,0,0,29,0,0,0,0,24,0,0,25,0,0,0,0,13,0,0,15,0,0,0,0,3,0,0,3,24,13,0,41,119,9,0,160
UCL322053,0,3,0,6,71,3,0,90,0,0,0,3,46,0,0,44,0,0,0,0,23,4,0,23,0,0,0,0,3,0,0,6,42,12,0,57,231,29,0,317
UCL322054,0,6,0,9,79,7,0,105,0,6,0,6,67,8,0,82,0,0,0,0,31,0,0,29,0,0,0,0,3,0,0,3,21,18,0,35,242,31,0,314
UCL322055,6,6,0,5,74,0,0,81,0,5,0,5,83,3,0,84,0,0,0,0,34,10,0,40,0,0,0,0,7,0,0,6,34,14,0,48,272,20,0,339
UCL322056,0,0,0,3,10,0,0,12,0,5,0,3,6,0,0,8,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,36,33,13,82,82,0,0,162
UCL322057,0,6,0,9,50,3,0,63,3,0,0,5,47,5,0,52,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,88,12,5,103,253,14,0,383
UCL322058,3,12,0,15,114,4,3,137,3,8,0,7,165,16,7,189,0,0,0,0,64,0,0,72,0,0,0,0,13,5,0,12,33,25,4,60,418,25,7,507
UCL322059,0,8,0,8,20,3,0,28,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,40,134,15,0,189
UCL322060,0,0,0,3,96,11,0,109,0,8,0,8,76,10,0,91,0,0,0,0,32,6,0,33,0,0,0,0,9,3,0,10,64,15,0,77,296,39,0,417
UCL322061,6,4,0,10,18,0,0,31,0,0,0,3,11,0,0,17,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,81,37,3,117,126,21,0,264
UCL322062,0,8,0,10,38,5,0,57,0,6,0,6,53,9,0,62,0,0,0,0,20,5,0,24,0,0,0,0,8,0,0,10,35,18,4,59,210,30,0,300
UCL322063,0,10,0,8,71,22,0,97,0,4,0,4,72,21,0,85,0,0,0,0,17,7,0,29,0,0,0,0,6,0,0,6,53,25,0,75,267,110,4,458
UCL322064,0,11,0,14,34,0,0,50,0,4,0,4,18,0,0,29,0,0,0,0,11,0,0,17,0,0,0,0,0,0,0,0,44,23,0,71,128,21,0,213
UCL322065,0,0,0,0,31,3,0,36,0,0,0,3,31,0,0,33,0,0,0,0,11,8,0,18,0,0,0,0,3,0,0,3,35,9,0,44,121,31,0,194
UCL322066,0,3,0,8,54,4,0,64,0,5,0,5,55,8,0,70,0,0,0,0,22,4,0,23,0,0,0,0,0,0,0,0,7,13,0,26,166,22,0,214
UCL322067,0,7,0,4,306,22,0,337,0,6,0,9,449,32,0,486,0,0,0,0,173,18,0,190,0,0,0,0,15,0,0,15,91,10,0,108,1171,98,14,1380
UCL322068,0,5,0,3,42,0,0,52,0,0,0,0,55,3,0,62,0,0,0,0,23,0,0,23,0,0,0,0,5,0,0,5,40,8,3,57,179,4,0,238
UCL322069,0,9,0,8,72,10,0,94,0,9,0,9,79,9,0,91,0,0,0,0,47,3,0,48,0,0,0,0,7,0,0,8,27,24,0,50,272,27,0,345
