UCL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
UCL314010,22,77,0,101,492,43,0,635,6,51,0,57,481,29,0,569,0,13,0,13,386,38,0,435,0,0,0,0,171,23,0,189,887,244,27,1160,4018,465,14,5657
UCL314011,15,84,0,106,512,57,0,666,3,68,0,65,440,47,0,557,0,18,0,22,286,31,0,343,0,0,0,0,117,11,0,126,865,284,43,1192,2733,418,8,4352
UCL314012,38,85,4,125,582,49,0,757,5,71,0,78,440,40,0,564,0,21,0,19,221,33,0,280,0,6,0,6,78,27,0,114,957,320,56,1331,2949,370,9,4658
UCL314013,40,83,0,124,753,84,3,963,4,66,0,72,701,66,0,841,5,25,0,28,453,53,0,539,0,0,0,0,270,30,0,302,900,297,25,1229,4169,628,117,6148
UCL314014,20,76,0,97,464,17,0,587,8,53,0,57,312,14,0,377,0,17,0,17,166,10,0,192,0,0,0,0,62,0,0,61,1059,257,39,1351,2622,232,6,4214
UCL314015,20,84,0,100,521,25,0,649,6,52,0,55,414,15,0,484,0,3,0,3,175,5,0,185,0,0,0,0,29,4,0,28,1074,239,49,1360,2623,164,0,4152
UCL314016,25,98,4,121,758,83,9,975,11,90,0,97,747,74,3,925,4,27,0,30,665,74,0,763,0,0,0,0,254,38,0,297,1033,354,45,1424,4758,810,91,7080
UCL314017,33,96,3,130,556,416,0,1102,0,23,0,27,159,131,0,313,0,3,0,3,28,50,0,81,0,0,0,0,5,9,0,19,2053,322,90,2459,3492,2807,46,8808
UCL314018,27,83,0,111,486,10,0,605,5,61,0,67,232,3,0,301,0,9,0,9,90,0,0,99,0,0,0,0,25,0,0,25,1746,272,63,2077,2710,82,0,4880
UCL314019,17,67,0,88,516,17,0,620,0,93,0,93,431,19,3,542,0,15,0,16,292,16,0,324,0,0,0,0,151,10,0,161,833,254,35,1130,2700,183,8,4016
UCL314020,40,83,0,122,588,96,6,804,0,52,0,55,472,77,0,597,0,11,0,11,241,64,0,310,0,0,0,0,57,54,0,116,1037,289,41,1364,3341,772,16,5489
UCL314021,31,160,0,197,1037,38,3,1266,14,160,0,172,1584,77,3,1837,3,25,0,25,960,56,0,1041,0,3,0,0,189,12,0,200,1348,535,44,1921,5982,353,196,8450
UCL314022,76,111,0,193,1032,57,0,1283,12,143,0,161,1054,47,3,1270,0,25,0,25,632,44,0,703,0,0,0,8,167,20,0,194,1175,385,34,1602,4685,402,10,6695
UCL314023,40,192,0,235,1081,74,0,1392,6,114,0,120,762,108,4,985,0,12,0,10,317,36,0,366,0,0,0,0,70,20,0,95,1768,529,85,2387,4739,434,7,7562
UCL315001,0,18,0,22,284,74,0,376,0,18,0,20,320,82,3,421,0,9,0,9,92,17,0,115,0,0,0,0,9,0,0,12,162,53,9,225,1031,308,11,1575
UCL315002,16,66,0,80,241,0,0,323,0,36,0,36,180,3,0,220,0,6,0,6,66,10,0,76,0,0,0,0,11,0,0,11,514,164,24,706,1199,30,0,1940
UCL315003,6,21,0,24,201,10,0,237,10,17,0,20,258,8,0,287,0,3,0,3,113,9,0,128,0,0,0,0,30,0,0,28,143,52,3,191,809,64,0,1071
UCL315004,9,26,4,33,60,8,0,108,4,4,0,9,30,5,0,42,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,183,131,36,354,393,84,3,833
UCL315005,10,14,0,27,153,17,0,197,4,13,0,22,156,20,0,195,0,4,0,4,84,10,0,94,0,0,0,0,25,7,0,37,140,56,0,204,654,117,0,984
UCL315006,3,13,0,22,76,18,0,111,0,14,0,16,42,6,0,66,0,3,0,5,7,0,0,11,0,0,0,0,0,0,0,0,153,135,7,300,431,102,0,834
UCL315007,16,51,0,68,435,14,0,521,9,29,0,35,513,31,0,579,0,9,0,13,268,24,0,304,0,0,0,0,72,39,0,110,436,145,16,600,2025,185,5,2808
UCL315008,22,72,0,93,385,238,0,718,7,20,0,22,122,56,0,199,0,0,0,0,35,3,0,42,0,0,0,0,3,3,0,6,985,219,44,1247,2227,1460,80,5006
UCL315009,13,42,0,58,304,17,0,379,0,28,0,31,356,20,0,405,0,4,0,4,261,21,0,288,0,0,0,0,162,27,0,189,304,114,16,432,1716,154,14,2321
UCL315010,21,44,0,61,457,19,0,535,0,34,0,36,603,28,0,671,0,7,0,8,271,14,0,292,0,0,0,0,42,7,0,43,320,128,15,460,1946,141,0,2545
UCL315011,5,15,0,15,313,25,0,362,0,25,0,25,566,19,0,607,0,0,0,0,259,16,0,278,0,0,0,0,44,11,0,60,54,51,5,105,1365,89,0,1565
UCL315012,23,63,0,87,273,29,0,386,0,24,0,27,240,14,0,285,0,0,0,0,89,8,0,97,0,0,0,0,21,0,0,20,933,225,46,1209,1599,189,0,2991
UCL315013,4,22,0,27,118,15,0,158,0,21,0,21,70,5,0,97,0,0,0,0,42,8,0,56,0,0,0,0,10,0,0,8,375,85,16,472,744,103,0,1321
UCL315014,7,18,0,28,251,35,0,307,0,6,0,12,361,43,0,416,5,3,0,3,159,21,0,187,0,0,0,0,55,5,0,60,105,45,5,154,1055,135,0,1348
UCL315015,12,36,0,43,230,10,0,286,0,22,0,16,151,4,0,175,0,3,0,3,72,0,0,80,0,0,0,0,16,3,0,18,382,97,13,489,1088,63,0,1635
UCL315016,6,46,0,52,233,12,0,300,0,40,0,43,142,8,0,186,0,4,0,4,52,0,0,67,0,0,0,0,23,0,0,22,666,194,26,887,1341,86,0,2314
UCL315017,15,43,0,55,333,70,0,458,0,29,0,35,302,35,0,374,0,0,0,4,125,14,0,144,0,0,0,0,78,16,0,90,289,119,13,417,1584,298,8,2305
UCL315018,10,21,0,29,67,3,0,100,0,5,0,5,33,0,0,33,0,0,0,0,16,0,0,16,0,0,0,0,3,0,0,5,148,150,34,328,386,28,0,747
UCL315019,8,8,0,14,143,44,0,203,0,11,0,12,151,54,0,220,0,6,0,4,166,29,0,193,0,0,0,0,55,5,0,66,131,43,9,182,888,212,30,1304
UCL315020,5,47,0,51,236,15,4,304,4,9,0,13,203,16,0,235,0,4,0,4,117,12,0,132,0,0,0,0,41,3,0,46,357,94,17,468,1147,129,7,1755
UCL315021,12,6,0,17,125,6,0,146,0,8,0,12,192,5,0,211,0,0,0,0,132,9,0,142,0,0,0,0,66,6,0,72,169,46,14,221,764,50,0,1038
UCL315022,9,33,0,43,340,80,0,459,0,22,0,22,293,90,0,403,0,4,0,4,72,17,0,95,0,0,0,0,23,0,0,21,395,108,34,540,1573,456,11,2574
UCL315023,0,22,0,25,157,37,0,215,0,7,0,11,116,12,0,144,0,6,0,6,61,14,0,73,0,0,0,0,20,4,0,21,196,60,11,265,700,183,0,1148
UCL315024,7,20,0,24,402,56,0,482,3,23,0,21,435,64,0,524,0,5,0,5,103,22,0,123,0,0,0,0,12,0,0,12,249,75,16,343,1500,304,14,2154
UCL315025,5,18,0,24,438,34,0,490,0,21,0,20,767,26,0,814,0,0,0,0,316,40,0,356,0,0,0,0,51,3,0,55,224,66,6,290,2057,172,0,2525
UCL315026,17,37,3,57,345,17,0,425,4,48,0,45,394,28,0,471,0,6,0,6,283,32,0,327,0,0,0,0,110,63,0,171,510,145,24,666,2039,230,3,2939
UCL315027,5,21,0,28,192,32,0,254,0,22,0,23,285,36,0,341,0,7,0,7,224,55,0,284,0,0,0,0,53,75,0,131,158,74,10,245,1067,272,0,1589
UCL315028,6,23,0,27,105,0,0,133,3,15,0,20,118,4,0,141,0,0,0,0,47,0,0,47,0,0,0,0,9,0,0,9,269,57,5,333,648,32,0,1014
UCL315029,10,44,0,52,218,9,0,274,0,40,0,42,183,11,0,238,0,4,0,4,67,0,0,74,0,0,0,0,20,5,0,24,417,130,23,571,1043,71,0,1685
UCL315030,5,22,0,27,78,16,0,123,0,7,0,9,27,6,0,36,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,4,263,126,10,398,545,72,3,1020
UCL315031,15,26,0,43,265,164,0,473,4,10,0,12,88,42,0,136,0,0,0,4,21,0,0,25,0,0,0,0,0,0,0,0,578,112,18,708,1278,1153,6,3140
UCL315032,24,89,0,112,590,34,0,738,3,74,0,80,706,73,0,856,0,17,0,22,414,61,0,500,0,0,0,3,106,38,0,148,690,284,22,1000,2751,362,7,4118
UCL315033,5,17,0,21,207,11,0,243,4,18,0,14,290,11,0,315,0,6,0,6,152,10,0,163,0,0,0,0,29,5,0,31,113,51,4,167,921,67,0,1158
UCL315034,12,19,0,30,116,8,0,151,3,11,0,15,88,11,0,108,0,0,0,0,39,0,0,40,0,0,0,0,13,0,0,13,217,52,9,279,526,54,0,864
UCL315035,17,45,0,57,263,5,0,320,0,29,0,27,223,6,0,257,0,3,0,3,73,3,0,81,0,0,0,0,14,0,0,13,681,145,23,844,1354,86,0,2284
UCL315036,10,21,0,31,166,26,0,229,0,23,0,23,187,38,0,240,0,5,0,5,135,13,0,154,0,0,0,0,42,10,0,52,185,92,4,281,948,224,8,1473
UCL315037,14,72,0,86,405,12,0,506,6,46,0,52,394,21,0,463,0,12,0,14,201,13,0,228,0,0,0,0,57,0,0,62,719,218,17,952,2096,123,16,3181
UCL315038,14,51,0,64,203,6,0,270,0,23,0,20,109,0,0,140,0,7,0,7,50,3,0,64,0,0,0,0,12,0,0,12,396,118,16,528,902,48,0,1484
UCL315039,12,9,3,20,77,6,0,99,4,3,0,7,25,3,0,33,0,6,0,3,18,6,0,27,0,0,0,0,0,0,0,0,190,52,15,249,442,66,0,751
UCL315040,3,9,0,17,128,172,7,320,0,3,0,9,75,114,4,204,0,3,0,3,14,25,0,41,0,0,0,0,0,0,0,0,116,38,4,161,1345,743,49,2298
UCL315041,3,35,0,37,140,21,0,199,0,17,0,17,115,15,6,153,0,0,0,0,53,12,0,59,0,0,0,0,11,0,0,9,201,91,0,284,652,136,3,1080
UCL315042,7,49,0,60,316,32,0,412,3,55,0,57,384,23,0,461,0,9,0,9,211,32,0,249,0,0,0,0,119,11,0,127,312,152,10,470,1689,210,3,2372
UCL315043,6,16,0,27,139,7,0,167,3,8,0,12,208,5,0,232,0,0,0,0,109,18,0,124,0,0,0,0,40,3,0,44,104,48,13,157,700,48,0,907
UCL315044,17,96,0,116,501,55,0,680,7,74,0,79,488,59,0,622,5,16,0,18,406,45,0,467,0,3,0,3,218,35,0,255,479,255,23,751,2647,403,0,3807
UCL315045,18,72,0,86,341,12,5,451,3,43,0,49,242,11,0,304,0,3,0,4,107,4,0,115,0,0,0,0,17,0,0,17,515,175,22,713,1508,82,5,2308
UCL315046,7,14,0,21,194,39,0,252,0,25,0,25,205,24,0,260,0,4,0,4,117,17,0,135,0,0,0,0,56,7,0,63,341,68,8,419,1264,271,11,1956
UCL315047,12,26,0,44,166,12,0,220,4,21,0,25,117,8,0,155,0,0,0,3,85,3,0,90,0,0,0,0,18,0,0,23,381,89,21,485,912,74,0,1475
UCL315048,5,29,3,29,246,10,0,291,6,15,0,15,283,13,0,313,0,0,0,0,120,7,0,128,0,0,0,0,26,4,0,28,182,69,14,266,1032,95,0,1394
UCL315049,14,42,0,55,324,56,0,437,0,32,0,34,273,35,0,343,0,8,0,7,146,16,0,165,0,0,0,0,31,3,0,37,322,133,18,475,1337,254,4,2071
UCL315050,5,38,0,51,374,38,0,465,3,25,0,20,449,41,0,520,4,8,0,15,288,54,0,357,0,0,0,0,109,60,0,170,504,158,29,687,2185,324,0,3204
UCL315051,19,75,0,94,498,19,0,608,0,47,0,48,427,18,0,493,0,8,0,4,242,12,0,263,0,0,0,0,67,6,0,68,782,224,42,1051,2534,131,6,3721
UCL315052,15,69,0,79,309,11,0,396,3,56,0,59,348,13,0,422,0,11,0,14,204,17,0,226,0,0,0,0,41,0,0,41,594,240,29,860,1794,140,0,2792
UCL315053,8,40,0,50,321,61,0,434,0,30,0,32,319,45,0,392,0,4,0,4,153,15,0,167,0,0,0,0,75,3,0,82,391,145,23,551,1665,298,9,2527
UCL315054,20,60,0,79,415,20,0,522,4,27,0,38,390,27,0,457,0,8,0,8,193,30,0,233,0,0,0,0,36,22,0,59,565,207,26,799,1979,254,3,3036
UCL315055,12,37,0,52,578,36,0,674,0,32,0,29,773,52,0,860,0,6,0,6,365,26,0,397,0,0,0,0,67,11,0,78,178,105,13,292,2344,238,10,2886
UCL315056,11,27,0,41,203,10,0,255,0,12,0,14,251,26,0,292,0,14,0,14,142,29,0,185,0,0,0,0,50,26,0,76,233,78,12,323,985,129,0,1436
UCL315057,13,36,0,52,372,17,0,444,7,52,0,62,534,26,0,621,0,27,0,27,372,17,0,418,0,4,0,4,153,14,0,168,345,154,15,514,1977,137,8,2634
UCL315058,5,43,0,53,197,4,0,258,0,28,0,28,110,12,0,151,0,3,0,3,60,9,0,70,0,0,0,0,15,0,0,13,794,149,32,975,1289,104,0,2372
UCL315059,11,23,0,37,95,5,0,132,0,20,0,20,81,6,0,107,0,9,0,9,112,8,0,127,0,0,0,0,41,0,0,40,309,77,8,397,742,47,0,1190
UCL315060,9,36,0,44,173,3,0,221,0,28,0,28,102,0,0,123,0,0,0,0,49,0,0,49,0,0,0,0,6,0,0,11,547,111,48,703,906,17,0,1629
UCL315061,9,18,0,30,207,242,0,477,0,9,0,5,41,54,0,103,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,435,64,16,515,891,1400,7,2814
UCL315062,0,10,0,14,137,28,0,184,0,17,0,19,136,25,0,177,0,4,0,4,95,18,0,113,0,0,0,0,38,22,0,59,170,63,4,241,828,217,0,1280
UCL315063,3,23,0,23,131,13,0,176,0,10,0,12,138,15,0,173,0,9,0,9,113,3,0,122,0,0,0,0,28,5,0,30,183,70,11,264,765,123,12,1168
UCL315064,3,13,0,20,100,20,0,142,0,20,0,24,119,11,0,149,0,4,0,4,64,11,0,73,0,0,0,0,37,3,0,40,234,66,9,314,669,185,0,1165
UCL315065,6,9,0,15,131,8,0,157,0,10,0,8,153,17,0,179,0,0,0,0,91,10,0,102,0,0,0,0,71,7,0,73,115,40,0,155,679,85,0,917
UCL315066,20,60,0,75,310,20,0,405,10,38,0,43,259,10,0,315,0,3,0,3,127,8,0,141,0,0,0,0,31,5,0,37,571,160,20,748,1576,152,0,2477
UCL315067,7,22,0,29,349,10,0,393,7,21,0,26,442,29,0,498,0,11,0,11,189,8,0,207,0,0,0,0,30,0,0,34,276,90,11,370,1519,109,5,2012
UCL315068,13,23,0,40,219,12,0,275,4,13,0,19,190,26,0,233,0,0,0,4,105,10,0,121,0,0,0,0,37,4,0,41,241,76,12,330,982,152,0,1464
UCL315069,12,34,0,44,330,50,0,424,3,16,0,15,360,54,0,432,0,4,0,4,179,28,0,212,0,0,0,0,52,9,0,66,206,87,13,303,1442,299,0,2045
UCL315070,5,28,0,31,181,93,0,298,0,7,0,8,151,47,0,201,0,0,0,0,58,11,0,69,0,0,0,0,16,4,0,21,309,68,21,403,916,527,3,1850
UCL315071,3,29,0,31,164,41,0,240,0,11,0,11,200,47,0,255,0,0,0,0,80,29,0,106,0,0,0,0,3,6,0,11,192,52,4,256,713,144,0,1110
UCL315072,4,11,0,10,118,29,0,158,0,7,0,5,99,16,0,125,0,4,0,4,78,5,0,89,0,0,0,0,35,9,0,41,95,32,16,144,716,178,61,1098
UCL315073,13,19,0,23,227,30,0,283,0,25,0,25,230,23,0,281,0,4,0,4,151,14,0,169,0,0,0,0,93,6,0,95,218,89,13,326,1128,169,0,1628
UCL315074,12,34,0,47,406,47,0,498,11,22,0,33,561,60,0,656,0,3,0,5,307,36,0,353,0,0,0,0,84,15,0,102,340,128,22,491,2108,319,0,2911
UCL315075,8,15,0,26,259,51,0,340,6,22,0,23,280,33,0,338,0,3,0,3,118,17,0,141,0,0,0,0,31,3,0,35,131,64,16,207,965,175,8,1358
UCL315076,14,75,0,85,413,25,0,516,5,37,0,45,391,19,0,453,0,9,0,9,261,25,0,296,0,0,0,0,104,8,0,117,604,256,34,885,2295,191,12,3387
UCL315077,11,37,0,49,145,13,0,208,5,12,0,17,67,3,0,89,0,0,0,0,16,5,0,15,0,0,0,0,0,0,0,0,307,143,20,470,840,125,4,1442
UCL315078,13,44,0,52,209,17,0,282,0,29,0,36,271,15,0,320,0,12,0,12,233,20,0,263,0,0,0,0,182,3,0,185,407,127,30,564,1547,143,16,2267
UCL315079,6,38,0,49,262,8,0,314,3,28,0,29,217,6,0,250,0,0,0,4,105,3,0,109,0,0,0,0,28,3,0,28,258,96,13,371,1020,69,4,1449
UCL315080,33,40,0,76,893,264,12,1245,6,53,0,58,951,290,4,1297,0,17,0,18,427,111,7,566,0,0,0,0,69,26,0,93,570,173,24,772,4244,1273,112,6405
UCL315081,23,49,0,69,378,16,0,464,0,41,0,44,350,21,0,414,3,11,0,15,262,22,0,297,0,0,0,0,119,8,0,127,508,177,27,714,1959,154,4,2845
UCL315082,6,26,0,36,241,21,3,304,0,15,0,14,265,29,0,312,0,3,0,3,105,13,0,117,0,0,0,0,15,0,0,11,141,67,5,207,919,114,8,1249
UCL315083,6,30,0,39,142,0,0,183,0,14,0,20,87,4,0,108,0,3,0,3,27,0,0,37,0,0,0,0,13,3,0,12,163,72,7,242,567,31,0,842
UCL315084,15,21,0,39,391,0,0,430,5,21,0,22,331,8,0,362,0,0,0,0,118,6,0,123,0,0,0,0,18,0,0,18,240,65,8,305,1349,24,0,1678
UCL315085,15,59,0,74,294,23,0,389,0,39,0,39,270,30,0,339,0,5,0,5,148,36,0,195,0,0,0,0,35,51,0,86,445,181,18,643,1520,261,0,2424
UCL315086,18,48,0,64,669,58,3,795,0,29,0,32,746,65,0,844,0,9,0,9,343,31,0,386,0,0,0,0,41,3,0,46,235,133,18,381,2555,316,3,3257
UCL315087,19,39,0,58,377,7,0,437,3,81,0,88,208,4,0,302,0,21,0,20,95,0,0,116,0,0,0,0,20,0,0,26,513,173,11,695,1434,10,0,2143
UCL315088,7,68,0,82,347,40,0,469,0,51,0,59,314,37,0,406,0,8,0,8,185,13,0,205,0,0,0,0,75,8,0,80,455,220,29,697,1777,292,0,2769
UCL315089,10,49,3,60,265,34,0,362,0,22,0,22,271,22,0,316,3,5,0,3,116,28,0,157,0,0,0,0,24,18,0,45,356,132,29,518,1409,249,0,2177
UCL315090,26,77,0,98,484,50,0,629,4,57,0,60,683,54,0,804,0,7,0,11,444,46,0,500,0,0,0,0,194,9,0,213,584,231,15,831,2959,352,6,4142
UCL315091,10,24,5,40,225,21,0,290,3,12,0,19,109,14,0,140,0,4,0,4,41,11,0,53,0,0,0,0,12,0,0,12,399,130,34,563,1328,185,6,2083
UCL315092,8,28,0,36,430,33,0,502,3,33,0,34,649,54,0,742,0,5,0,5,367,43,0,410,0,0,0,0,85,17,0,104,113,80,11,204,1848,213,3,2265
UCL315093,4,12,0,12,136,0,0,150,0,12,0,12,161,9,0,187,0,0,0,0,127,7,0,138,0,0,0,0,46,0,0,50,88,36,6,125,674,39,0,841
UCL315094,5,21,0,24,373,8,4,412,3,32,0,36,453,13,0,500,0,3,0,3,197,13,0,216,0,0,0,0,24,7,0,30,307,73,7,387,1473,71,4,1944
UCL315095,11,25,0,35,211,21,3,266,0,27,0,31,190,21,0,242,0,5,0,3,136,18,0,162,0,0,0,0,61,14,0,74,256,88,6,352,1329,255,81,2017
UCL315096,11,88,0,105,272,38,0,410,0,29,0,30,233,20,0,275,0,4,0,4,107,10,0,123,0,0,0,0,35,7,0,47,616,196,30,836,1559,220,0,2614
UCL315097,10,30,0,41,145,9,0,193,0,26,0,24,140,8,0,174,0,0,0,0,52,5,0,61,0,0,0,0,15,0,0,15,338,113,23,477,898,74,0,1454
UCL315098,9,38,0,50,363,78,0,493,3,17,0,14,128,13,0,159,0,0,0,0,31,5,0,43,0,0,0,0,4,0,0,5,780,157,22,957,1973,549,0,3481
UCL315099,11,47,0,62,266,4,0,334,4,49,0,52,168,5,0,227,0,8,0,8,79,7,0,82,0,0,0,0,10,0,0,10,822,207,51,1076,1609,68,0,2755
UCL315100,0,26,0,25,143,7,0,175,0,12,0,13,139,21,0,173,0,4,0,4,57,6,0,63,0,0,0,0,8,3,0,8,216,72,8,296,679,75,0,1048
UCL315101,10,36,0,48,185,0,0,237,3,17,0,19,109,5,0,132,0,4,0,4,39,0,0,47,0,0,0,0,12,0,0,12,359,96,7,460,816,21,0,1301
UCL315102,6,16,0,26,198,27,0,254,0,15,0,12,255,19,0,292,0,3,0,10,210,18,0,237,0,0,0,0,80,13,0,89,191,58,12,257,1183,133,0,1569
UCL315103,9,17,0,27,265,24,7,325,5,16,0,21,315,28,0,368,0,5,0,8,121,7,0,133,0,0,0,0,16,0,0,15,186,59,9,245,1032,165,77,1514
UCL315104,6,50,0,58,269,45,0,376,5,21,0,27,298,21,0,353,0,3,0,4,139,6,0,150,0,6,0,6,76,5,0,79,316,121,14,451,1332,1520,3,3307
UCL315105,0,26,0,27,315,16,0,360,3,20,0,27,594,20,0,639,0,5,0,5,214,20,0,247,0,0,0,0,33,0,0,36,96,61,0,158,1376,86,8,1625
UCL315106,0,31,0,33,124,5,0,158,0,23,0,21,95,5,0,117,0,0,0,0,32,3,0,37,0,0,0,0,8,3,0,8,403,91,34,525,766,46,0,1343
UCL315107,9,36,0,44,234,12,0,291,0,29,0,33,195,13,0,236,0,5,0,5,99,0,0,112,0,0,0,0,23,3,0,32,513,120,21,650,1268,99,5,2022
UCL315108,9,24,4,38,64,0,0,101,0,10,0,12,35,3,0,51,0,0,0,0,11,0,0,11,0,0,0,5,0,0,0,3,200,151,69,419,407,30,0,864
UCL315109,14,18,0,29,159,20,0,204,0,21,0,29,206,16,0,253,0,4,0,4,100,8,0,113,0,0,0,0,31,0,0,28,147,60,3,219,748,62,56,1077
UCL321001,5,0,0,6,76,0,0,86,3,7,0,5,82,0,0,91,0,0,0,0,39,3,0,40,0,0,0,0,9,0,0,9,72,16,8,99,364,26,0,490
UCL321002,0,16,0,22,92,3,0,117,0,13,0,13,112,6,0,139,0,0,0,0,89,0,0,93,0,0,0,0,58,4,0,60,91,48,6,145,497,56,0,689
UCL321003,0,13,0,13,72,11,0,91,0,3,0,3,84,11,0,104,0,3,0,3,39,9,0,52,0,0,0,0,4,0,0,4,65,23,0,94,340,62,5,496
UCL321004,0,9,0,15,61,9,0,88,0,8,0,8,52,8,0,59,0,0,0,0,31,10,0,41,0,0,0,0,13,0,0,14,74,28,4,104,276,62,0,439
UCL321005,5,6,0,15,62,4,0,77,0,6,0,6,87,6,0,100,0,0,0,0,48,11,0,52,0,0,0,0,3,0,0,3,116,36,6,154,370,59,0,585
UCL321006,3,3,3,7,40,3,0,54,0,5,0,4,23,4,0,30,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,93,42,27,165,242,29,0,439
UCL321007,5,25,0,28,118,42,0,186,0,17,0,17,80,38,0,132,0,0,0,0,38,26,0,64,0,0,0,0,0,0,0,3,269,80,8,356,698,236,3,1292
UCL321008,5,21,0,27,188,19,3,233,0,17,0,17,228,24,0,264,0,4,0,6,97,14,0,120,0,0,0,0,9,0,0,9,68,57,3,132,721,102,3,960
UCL321009,3,17,0,23,174,21,0,216,0,9,0,11,165,23,0,194,0,7,0,7,111,15,0,131,0,0,0,0,35,6,0,41,168,59,6,237,830,113,5,1180
UCL321010,5,10,0,9,100,4,0,119,0,16,0,15,67,0,0,89,0,3,0,3,39,8,0,49,0,0,0,0,8,0,0,9,147,39,8,197,413,51,11,671
UCL321011,3,16,0,16,88,5,0,111,0,5,0,8,59,6,0,71,0,0,0,0,27,0,0,31,0,0,0,0,0,0,0,0,158,32,10,198,355,18,0,569
UCL321012,0,3,0,8,77,11,0,95,0,4,0,7,127,13,0,146,0,5,0,5,87,18,0,110,0,0,0,0,25,3,0,30,46,20,0,69,466,81,0,616
UCL321013,4,6,0,12,112,6,0,128,8,13,0,14,91,6,0,116,0,0,0,0,58,0,0,59,0,0,0,0,0,0,0,0,110,27,4,141,460,40,0,644
UCL321014,3,9,0,10,41,3,0,51,0,4,0,4,29,0,0,36,0,6,0,6,13,0,0,16,0,0,0,0,0,0,0,0,105,31,7,139,225,16,0,382
UCL321015,6,18,0,24,144,17,0,184,0,6,0,12,194,14,0,219,0,0,0,0,99,21,0,115,0,0,0,0,31,17,0,55,131,40,6,178,716,88,0,985
UCL321016,0,17,0,17,75,7,0,90,3,6,0,8,142,14,0,163,0,0,0,0,71,8,0,79,0,0,0,0,13,0,0,19,50,23,0,76,414,55,0,541
UCL321017,5,36,0,45,128,8,0,181,0,27,0,27,90,3,0,126,0,3,0,4,64,0,0,67,0,0,0,0,10,0,0,6,161,86,6,253,495,23,0,773
UCL321018,0,8,0,12,73,0,0,84,5,17,0,18,66,16,0,99,0,3,0,3,29,0,0,37,0,0,0,0,4,0,0,4,126,54,10,189,326,39,4,548
UCL321019,10,18,0,16,102,0,0,123,0,11,0,11,66,0,0,73,0,0,0,0,22,0,0,20,0,0,0,0,4,0,0,4,211,54,5,269,442,18,0,725
UCL321020,8,7,0,16,129,0,0,145,0,8,0,8,98,0,0,110,0,3,0,3,51,4,0,53,0,0,0,0,9,0,0,9,124,25,0,155,519,19,0,697
UCL321021,6,21,0,27,84,20,0,125,0,12,0,12,81,7,0,100,0,3,0,3,40,6,0,52,0,0,0,0,7,0,0,9,101,61,11,168,341,80,0,596
UCL321022,0,9,0,11,55,10,0,76,0,12,0,15,51,0,0,65,0,3,0,0,22,0,0,21,0,0,0,0,3,0,0,6,133,27,0,162,308,47,0,519
UCL321023,9,19,0,25,96,9,0,129,4,15,0,18,84,15,0,125,0,0,0,0,39,6,0,45,0,0,0,0,17,3,0,18,105,45,3,149,402,67,0,627
UCL321024,4,7,0,6,67,0,0,71,0,6,0,6,44,0,0,49,0,3,0,3,28,3,0,30,0,0,0,0,4,0,0,8,104,20,4,129,282,16,0,424
UCL321025,0,15,0,16,132,0,0,144,0,4,0,4,126,6,0,134,0,0,0,0,49,5,0,49,0,0,0,0,7,0,0,9,58,22,0,78,390,16,0,489
UCL321026,0,9,0,8,67,6,0,76,0,5,0,5,58,7,0,72,0,0,0,0,24,4,0,29,0,0,0,0,7,0,0,7,77,23,3,104,289,23,0,412
UCL321027,4,18,0,21,89,9,0,117,0,15,0,15,60,0,0,79,0,0,0,0,48,4,0,50,0,0,0,0,9,0,0,9,126,47,3,180,434,45,0,654
UCL321028,0,19,0,18,75,13,0,111,0,5,0,5,97,19,0,120,0,5,0,5,33,9,0,42,0,0,0,0,8,0,0,12,154,50,5,216,424,122,9,770
UCL321029,3,19,0,18,164,20,0,200,0,15,0,18,205,5,0,234,0,4,0,4,83,4,0,89,0,0,0,0,15,3,0,20,56,40,3,97,604,44,0,747
