UCL_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
UCL315085,610,387,331,324,319,364,316,169,49,2876,0,3,0,0,0,4,3,19,39,74,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,6,16,9,10,14,19,10,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,9,14,14,23,16,6,0,93,6,17,8,15,11,25,20,26,39,173,0,0,0,0,0,0,0,0,0,0,617,406,340,343,333,389,339,195,86,3043
UCL315086,344,211,162,265,494,769,820,372,44,3480,4,0,0,0,0,5,4,7,0,16,0,0,0,3,5,0,0,0,0,12,0,4,0,0,0,0,3,0,0,13,4,10,3,9,13,15,19,11,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,16,16,18,21,8,0,108,10,11,10,11,18,22,23,11,0,128,0,0,0,0,0,3,0,0,0,3,355,222,168,281,511,795,844,386,46,3614
UCL315087,549,345,146,282,466,427,292,107,18,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,12,9,7,3,7,4,6,9,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,7,3,5,3,13,3,3,57,12,9,7,3,8,11,6,3,3,59,0,0,0,0,0,0,0,0,0,0,559,354,156,286,469,437,302,116,26,2704
UCL315088,691,396,370,398,356,431,355,183,78,3256,6,0,0,0,3,0,0,0,0,18,3,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,16,0,0,21,18,23,19,14,24,32,23,16,0,172,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,19,14,22,37,48,18,0,217,26,30,21,14,27,37,51,23,0,234,0,3,0,0,0,0,0,0,0,0,721,422,391,404,385,469,406,205,80,3491
UCL315089,528,287,340,243,277,299,222,119,45,2363,0,4,0,0,0,0,0,0,0,8,0,0,5,0,0,17,16,4,0,40,0,0,0,0,0,5,31,13,0,51,11,32,26,31,39,38,32,7,0,218,0,0,0,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,20,36,30,35,39,64,92,33,0,343,20,37,30,39,40,64,92,34,0,354,0,0,3,0,0,0,0,0,0,0,546,323,375,281,322,362,316,157,45,2724
UCL315090,745,415,448,453,521,582,752,484,205,4604,0,0,3,0,0,0,0,7,5,11,3,3,0,4,6,0,10,0,0,31,0,0,0,0,0,0,10,0,0,10,15,28,34,29,48,37,34,13,8,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,33,42,36,55,47,50,15,8,296,18,33,39,36,55,46,50,20,7,302,0,0,0,0,0,0,0,0,0,6,760,445,491,490,570,629,804,500,213,4907
UCL315091,725,384,389,348,288,254,120,49,12,2559,0,3,0,0,0,6,0,0,0,17,0,3,5,7,6,7,0,0,0,26,0,0,0,0,3,11,0,0,0,15,46,29,38,23,32,16,17,3,0,209,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,37,55,36,43,33,22,4,0,276,51,34,60,39,44,36,22,4,0,286,0,0,0,0,0,0,0,0,0,6,773,423,449,387,338,290,140,53,12,2860
UCL315092,137,96,71,100,178,425,635,356,99,2096,0,0,0,0,6,0,3,4,0,9,0,0,0,4,0,7,14,3,0,38,0,0,0,0,0,14,41,16,3,70,6,20,8,13,16,54,39,23,0,178,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,22,13,72,101,53,3,300,8,14,8,19,15,76,104,57,3,310,0,0,0,0,0,0,0,0,0,3,141,117,77,121,197,502,742,410,104,2410
UCL315093,117,66,60,65,101,135,175,133,41,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,3,9,17,11,4,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,9,19,11,7,6,60,0,7,4,5,9,19,11,7,6,60,0,0,0,0,0,0,0,0,0,0,120,69,65,67,111,150,187,138,50,958
UCL315094,357,159,154,202,256,363,466,198,26,2180,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,5,7,10,0,19,10,4,0,4,11,18,14,4,0,69,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,4,0,6,10,39,34,18,0,116,7,4,0,6,10,40,37,18,0,130,0,0,0,0,0,4,0,0,0,4,365,162,157,205,259,412,500,216,30,2310
UCL315095,355,265,363,245,249,249,213,156,76,2153,0,0,4,6,3,4,0,0,0,24,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,7,0,0,12,10,12,30,11,13,11,11,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,32,11,16,15,33,6,0,129,12,16,35,11,15,14,30,9,0,145,0,16,47,14,0,3,0,0,0,81,367,294,441,273,262,266,242,162,74,2385
UCL315096,789,403,494,394,425,403,268,120,47,3342,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,3,4,8,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,3,6,7,0,0,57,4,14,19,8,9,6,12,0,0,65,0,0,0,0,0,0,0,0,0,0,799,416,508,401,429,410,275,123,47,3412
UCL315097,444,239,296,214,234,191,169,55,14,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,10,6,0,0,7,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,10,3,0,0,8,0,43,8,9,7,10,3,0,0,8,0,43,0,0,0,0,0,0,0,0,0,0,450,247,306,222,239,193,174,61,15,1905
UCL315098,1015,495,740,607,530,340,81,27,5,3842,0,0,4,0,0,0,0,0,0,12,4,6,19,5,14,22,5,0,0,75,3,0,8,9,9,11,7,0,0,54,36,61,85,60,117,97,59,11,0,512,0,0,7,0,7,14,4,0,0,31,0,4,0,3,3,7,4,0,0,19,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,70,120,75,146,152,77,14,0,696,43,75,126,77,146,152,77,14,0,704,0,0,0,0,0,0,0,0,0,0,1060,565,870,683,674,493,159,43,5,4543
UCL315099,1023,505,484,571,499,323,216,77,10,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,30,11,3,6,6,5,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,11,8,6,6,4,3,0,85,10,30,11,8,6,6,4,3,0,85,0,0,0,0,0,0,0,0,0,0,1034,530,485,578,507,334,227,82,10,3787
UCL315100,249,147,130,171,162,171,170,63,9,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,4,7,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,4,7,4,0,0,0,34,8,3,7,4,7,9,0,0,0,36,0,0,0,0,0,0,0,0,0,0,261,152,139,169,167,175,173,63,8,1313
UCL315101,432,184,178,273,226,232,126,47,12,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,3,5,0,0,19,0,3,4,9,0,3,5,0,0,19,0,0,0,0,0,0,0,0,0,0,432,183,183,279,226,237,132,47,12,1729
UCL315102,241,156,161,130,192,231,267,229,83,1686,0,0,0,0,0,0,3,5,0,3,0,0,0,5,0,8,3,0,0,12,0,0,0,0,0,0,0,0,0,3,9,11,18,20,16,19,12,3,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,27,18,20,21,10,0,135,9,9,14,27,18,24,23,10,0,140,0,0,0,0,0,0,0,0,0,0,250,163,171,154,211,254,292,237,89,1825
UCL315103,206,83,131,137,167,217,196,80,13,1229,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,6,36,9,0,57,0,0,0,0,4,29,62,22,6,125,19,11,15,29,10,42,51,20,0,194,0,0,0,0,0,10,7,0,0,15,4,0,0,4,0,0,0,0,0,10,0,0,0,0,3,11,10,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,27,19,20,36,25,99,164,51,6,436,27,19,20,36,25,99,171,51,6,437,0,3,46,15,11,7,0,0,0,77,230,106,194,179,192,325,368,133,15,1746
UCL315104,384,410,848,629,428,370,339,150,81,3641,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,3,11,3,8,0,0,44,0,3,0,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,3,12,9,12,0,0,54,10,10,7,3,12,9,12,0,0,62,4,0,0,3,0,0,0,0,0,6,397,421,853,638,441,376,353,150,79,3708
UCL315105,90,43,57,52,107,270,432,154,27,1232,0,0,0,0,0,4,0,0,0,5,3,0,0,0,3,10,48,9,0,75,0,0,0,3,4,21,92,54,3,175,16,16,13,20,31,56,55,17,0,214,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,21,17,13,22,32,87,207,82,3,498,21,17,14,24,32,86,207,88,7,500,0,0,3,0,0,0,0,0,0,8,111,55,74,80,137,360,639,247,36,1740
UCL315106,522,210,362,257,169,156,114,37,8,1828,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,3,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,0,10,3,0,39,11,8,11,0,3,0,10,3,0,47,0,0,0,0,0,0,0,0,0,0,533,213,371,264,174,158,117,37,8,1873
UCL315107,546,231,454,327,292,290,229,106,24,2492,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,7,19,10,6,4,3,4,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,13,8,4,7,11,4,0,74,7,19,13,8,4,8,11,4,5,75,0,0,3,0,0,0,0,0,0,5,555,244,472,333,301,291,236,112,32,2578
UCL315108,393,230,203,132,114,100,51,11,3,1232,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,4,0,0,0,0,14,4,6,3,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,395,236,206,131,119,101,51,11,3,1261
UCL315109,147,78,66,98,129,144,192,102,30,978,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,10,0,0,24,5,0,3,3,0,3,15,0,0,26,13,10,10,9,13,44,31,8,3,134,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,9,20,13,58,65,12,3,203,18,12,9,20,14,62,65,13,3,207,0,7,36,12,0,0,0,0,0,56,167,86,113,130,142,204,253,113,28,1242
UCL321001,105,70,48,60,72,84,95,43,9,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,10,0,4,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,105,80,48,67,73,86,91,40,9,596
UCL321002,134,68,66,62,78,111,131,88,55,796,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,8,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,8,7,0,0,31,0,4,6,0,3,8,7,3,0,32,0,0,0,0,0,0,0,0,0,0,134,73,72,63,77,117,139,93,60,831
UCL321003,79,40,57,57,81,92,91,48,4,554,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,0,0,10,0,0,24,3,4,6,4,0,0,5,3,0,25,0,0,5,0,0,0,0,0,0,5,89,43,64,61,80,91,104,52,4,581
UCL321004,107,55,60,67,46,88,58,41,14,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,14,0,0,0,0,3,6,5,0,0,13,0,0,0,0,0,0,0,0,0,0,107,54,63,70,52,88,59,41,14,545
UCL321005,148,75,73,95,97,76,81,33,3,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,0,0,0,0,8,3,0,18,0,0,3,0,0,3,5,7,0,24,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,19,20,0,59,0,0,3,0,3,6,19,20,0,59,0,0,0,0,0,0,0,0,0,0,148,77,79,96,99,77,100,52,3,731
UCL321006,222,76,85,98,70,52,27,9,0,635,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,3,0,0,19,0,8,5,4,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,221,81,88,105,74,54,30,9,0,663
UCL321007,332,161,268,225,199,172,102,44,3,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,15,0,6,0,0,0,0,3,13,0,17,0,3,18,9,11,10,11,10,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,6,11,14,27,19,0,112,0,8,18,6,11,14,30,19,0,111,0,0,0,0,4,0,0,0,0,4,335,170,284,234,217,186,132,64,3,1620
UCL321008,115,60,41,71,114,186,214,99,9,915,0,0,0,0,0,0,3,0,0,10,0,0,0,0,4,16,14,3,0,35,3,0,10,3,0,6,9,8,0,34,0,3,6,0,3,16,23,3,0,63,0,0,0,4,0,6,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,7,9,37,49,19,0,154,6,8,18,7,11,44,51,19,0,163,0,0,0,0,0,3,0,0,0,3,122,68,63,81,131,233,264,120,9,1083
UCL321009,223,123,138,122,142,139,111,104,38,1136,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,7,12,0,0,20,0,0,0,0,3,5,23,15,0,44,5,13,15,8,21,53,41,10,0,172,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,15,13,24,76,78,25,8,254,10,16,15,13,22,79,78,29,8,264,0,0,9,0,0,0,0,0,0,5,230,134,156,140,165,216,194,131,41,1409
UCL321010,226,78,132,99,74,110,86,46,9,869,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,5,0,0,0,23,4,0,4,0,3,7,0,0,0,25,0,0,5,0,0,0,0,0,0,11,225,83,141,103,77,119,89,49,9,899
