UCL_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
UCL112015,6354,3619,4562,3857,3606,3670,3495,2209,945,32318,3,5,6,6,7,11,16,14,4,79,154,179,209,168,151,135,92,70,34,1197,0,0,0,0,0,0,6,0,0,12,3,4,0,10,3,9,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,5,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,160,186,220,185,160,147,100,75,34,1268,167,196,221,197,168,161,112,88,42,1347,3,5,4,3,3,11,9,5,0,35,6520,3823,4784,4049,3782,3842,3611,2303,985,33698
UCL112016,8517,4507,5412,4876,4458,4040,3578,2200,966,38554,6,32,0,12,6,8,7,15,6,104,200,380,285,204,198,193,116,100,31,1716,3,9,11,9,7,4,0,0,0,42,7,11,24,32,29,23,4,0,0,134,0,5,6,5,3,6,0,0,0,20,0,5,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,13,13,11,0,3,3,0,0,53,0,0,0,0,0,0,0,0,0,0,214,431,333,255,247,235,127,104,35,1981,220,460,336,268,254,242,141,121,39,2079,4,3,10,7,12,14,4,3,0,62,8748,4975,5754,5152,4722,4300,3719,2322,1008,40703
UCL112017,7306,4860,4229,4814,5548,5960,6380,4727,2098,45918,0,6,6,4,12,12,19,13,8,77,246,335,266,249,253,345,384,145,69,2292,0,8,0,3,7,23,47,35,0,124,0,7,16,4,13,13,8,3,4,62,0,0,3,0,3,0,0,0,0,17,0,3,0,0,0,4,8,0,0,11,8,0,0,5,0,7,6,0,0,25,3,0,0,0,0,3,0,0,0,12,0,4,0,3,3,0,10,5,0,30,0,0,0,0,0,0,0,0,0,0,256,358,293,269,275,397,463,196,74,2576,263,369,303,274,287,408,476,204,82,2654,16,9,6,14,18,4,5,3,0,81,7575,5231,4537,5104,5858,6370,6864,4935,2182,48654
UCL112018,6855,4153,4948,3965,3670,3787,3292,2379,1076,34133,7,11,4,5,13,10,6,9,4,74,164,280,263,158,164,140,129,106,67,1468,6,4,0,0,7,5,0,4,0,31,5,11,8,6,11,7,8,4,0,68,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,174,292,274,166,192,154,141,112,67,1571,178,302,284,174,205,165,145,124,73,1647,3,4,23,12,0,6,9,0,0,52,7040,4464,5254,4151,3875,3962,3441,2507,1147,35838
UCL112019,9678,6219,6656,5789,5460,5409,4509,2723,1233,47676,9,9,14,6,9,9,16,15,7,97,242,432,339,160,205,224,177,113,45,1942,0,12,29,19,15,22,7,0,0,103,0,5,6,0,6,15,7,3,0,45,0,0,0,4,4,4,3,0,0,16,3,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,15,9,15,3,9,0,0,58,0,0,0,0,0,0,0,0,0,0,248,458,387,192,247,273,202,115,46,2166,258,464,405,202,255,284,218,131,52,2263,12,9,35,28,4,4,0,3,3,106,9949,6696,7096,6022,5714,5696,4734,2861,1288,50049
UCL113001,2402,1465,1559,1814,2016,2367,2961,2048,1133,17765,11,0,9,7,3,4,6,10,9,63,54,77,64,56,65,105,104,46,28,601,0,6,3,4,0,5,44,15,10,82,0,6,16,4,11,13,19,0,0,75,4,0,0,0,3,0,8,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,94,90,67,86,125,169,62,33,790,71,97,101,76,82,132,182,71,44,850,9,0,5,9,3,0,3,0,0,20,2475,1566,1665,1899,2098,2493,3144,2118,1174,18634
UCL113002,1710,986,1031,1052,1358,1722,2006,1298,539,11698,0,0,0,0,3,3,7,4,3,26,57,73,63,52,73,78,46,33,13,479,0,0,0,0,0,10,0,3,0,19,0,0,12,3,11,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,15,20,32,37,31,11,7,162,0,0,0,0,0,0,0,0,0,0,75,77,86,73,119,130,86,46,21,705,75,80,90,73,120,131,94,55,26,732,0,0,0,3,0,0,4,0,0,10,1786,1066,1116,1126,1475,1859,2102,1354,562,12449
UCL113003,2859,1741,2043,1756,1888,2387,2052,1207,572,16501,5,5,3,12,0,8,17,13,0,63,92,85,95,81,91,146,107,34,11,752,0,14,6,5,5,10,18,0,0,57,0,0,3,7,0,11,9,0,0,22,3,25,18,18,23,28,41,12,0,163,0,0,0,0,0,0,7,0,0,13,0,0,0,3,0,0,4,0,0,13,0,0,6,0,0,0,0,0,0,10,0,0,3,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,95,133,131,117,125,198,180,52,11,1040,100,140,136,124,127,206,200,60,16,1100,0,3,6,0,0,4,3,0,0,15,2961,1878,2182,1879,2018,2599,2254,1263,583,17615
UCL113004,1379,872,1961,1522,1255,1235,1056,437,167,9879,0,0,10,0,3,4,4,3,0,24,84,78,127,98,96,98,61,19,3,663,8,17,23,17,22,41,34,13,0,173,0,9,17,13,10,8,9,0,0,66,0,3,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,12,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,0,11,0,0,0,0,0,0,0,0,0,0,93,118,173,126,128,155,109,36,7,949,93,118,182,130,137,165,110,42,7,974,0,28,52,4,11,0,4,0,0,104,1471,1013,2192,1658,1400,1400,1175,476,174,10953
UCL113005,3156,1866,1839,1734,1854,2000,1893,1367,695,16401,11,10,7,5,3,3,11,11,5,66,76,120,106,87,77,118,61,31,3,677,0,0,9,3,6,8,6,0,0,26,0,11,15,10,7,11,11,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,79,132,120,99,106,135,81,29,3,790,90,142,130,106,109,143,88,46,10,858,4,7,24,11,7,0,0,0,0,50,3250,2014,1988,1852,1970,2138,1987,1410,700,17311
UCL113006,1981,1343,1401,1194,1162,1303,1197,761,278,10632,5,5,5,3,3,8,11,4,0,53,70,59,60,38,50,43,33,17,0,372,0,0,0,0,0,0,3,0,0,9,3,0,3,0,7,4,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,57,66,40,54,57,45,17,5,408,79,65,67,41,60,62,52,23,12,463,0,0,3,0,0,5,0,3,0,8,2068,1411,1469,1238,1222,1369,1253,791,287,11108
UCL113007,2369,1317,1230,1588,1656,2033,2139,1200,495,14033,3,0,0,3,5,3,3,3,0,32,58,75,94,54,63,77,49,19,3,483,0,0,4,0,0,0,3,0,0,11,0,7,3,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,58,79,102,52,67,82,59,22,3,517,61,82,101,58,70,89,62,19,10,548,0,0,0,3,0,0,6,0,0,16,2437,1400,1332,1650,1728,2123,2205,1216,504,14601
UCL113008,1798,1070,1196,1076,1284,1493,1425,994,368,10699,0,0,5,0,0,7,9,7,0,27,25,53,77,49,67,78,36,27,11,418,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,61,83,53,84,81,35,30,11,462,30,61,78,52,84,90,48,35,9,490,0,0,0,0,0,0,0,0,0,0,1834,1128,1277,1130,1365,1591,1473,1025,379,11195
UCL113009,2288,1149,1101,1286,1330,1134,852,422,64,9631,0,6,0,0,0,0,0,0,0,4,30,34,13,28,19,22,9,7,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,31,23,27,23,25,12,7,3,189,33,37,23,27,23,25,14,7,3,192,0,0,0,0,3,0,0,0,0,8,2319,1186,1123,1314,1352,1163,867,427,69,9830
UCL113010,2401,1200,1655,1383,1257,1171,973,738,322,11104,0,4,0,4,0,3,3,0,0,27,70,95,113,67,77,80,57,29,10,599,0,3,4,6,0,0,0,0,0,15,3,0,4,3,13,0,0,0,0,25,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,71,100,121,75,96,80,62,29,10,646,71,99,120,79,96,89,70,28,9,674,0,0,0,0,0,0,0,0,0,4,2476,1303,1783,1461,1359,1263,1038,771,334,11776
UCL113011,2318,1277,1502,1310,1313,1240,912,466,168,10505,0,0,0,5,0,0,12,0,0,26,43,65,92,81,62,55,32,14,9,448,0,0,0,0,3,0,3,0,0,8,0,5,10,6,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,71,104,85,65,65,37,14,9,490,42,75,102,91,65,65,41,17,9,511,0,0,4,0,0,0,0,0,0,7,2361,1352,1608,1409,1378,1299,957,481,178,11023
UCL113012,1969,1279,1054,1325,1695,2129,2328,1512,551,13838,0,0,0,0,0,3,8,9,4,26,67,80,51,61,66,79,94,49,20,569,0,0,0,3,3,4,7,3,0,18,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,71,84,50,68,78,89,101,61,20,619,71,82,53,68,77,96,109,69,27,653,0,0,0,4,0,4,0,0,0,12,2036,1366,1109,1393,1777,2230,2437,1578,575,14495
UCL113013,2793,1723,1790,1644,1659,1646,1331,740,241,13569,3,3,3,5,0,8,9,3,0,35,53,70,83,44,34,25,17,15,4,354,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,76,82,46,45,31,15,15,4,371,59,77,86,49,43,35,27,24,4,404,0,0,0,0,0,0,0,0,0,4,2850,1798,1878,1695,1706,1683,1357,760,240,13972
UCL113014,3040,1635,2142,1711,1753,1540,1121,632,281,13853,0,3,0,4,0,0,0,0,0,7,52,74,109,56,75,63,27,12,10,475,0,0,8,0,0,6,0,0,0,13,0,0,3,4,3,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,52,83,115,66,78,67,32,12,10,515,52,81,122,65,78,67,32,12,10,520,0,0,3,0,0,3,0,0,0,14,3093,1720,2269,1780,1830,1606,1151,647,292,14390
UCL113015,1691,1031,1038,1048,1178,1441,1733,1034,300,10494,0,7,0,5,5,5,9,4,4,43,41,40,21,36,37,32,46,23,9,285,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,9,0,0,0,0,0,3,0,0,0,3,45,44,22,34,32,44,59,23,9,312,45,52,27,42,41,47,65,31,10,353,3,0,0,3,0,0,0,0,0,10,1732,1082,1062,1092,1220,1490,1802,1068,315,10862
UCL113016,3140,1865,1888,1734,1866,2189,2184,1708,819,17388,16,6,10,3,5,11,10,9,3,76,86,124,117,77,90,95,81,77,51,808,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,86,121,127,83,98,97,91,82,54,842,106,125,131,87,100,106,101,90,58,918,0,0,5,0,0,0,0,0,0,7,3249,1995,2026,1823,1970,2295,2283,1801,873,18314
UCL113017,2124,1097,1182,1389,1498,2011,2445,1443,457,13659,0,0,0,0,4,8,10,7,3,33,93,101,79,71,78,132,101,38,7,699,0,0,5,0,4,3,10,0,0,26,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,9,3,0,32,0,0,0,0,0,0,0,0,0,0,97,102,87,75,80,149,130,41,14,776,101,105,87,75,84,162,140,46,15,808,4,0,0,0,0,0,0,3,0,14,2229,1203,1276,1466,1587,2172,2586,1490,474,14486
UCL113018,352,181,179,184,265,310,399,257,80,2209,0,0,0,0,0,0,4,0,0,4,7,0,5,3,0,14,16,0,0,51,0,7,4,5,5,8,23,10,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,12,3,26,34,19,0,113,11,7,11,12,3,23,42,19,0,122,0,0,0,0,0,0,0,0,0,0,360,188,192,193,264,334,438,277,80,2325
UCL114001,808,407,415,488,569,655,730,593,340,5007,0,0,0,0,3,0,0,0,0,0,9,14,11,8,10,19,14,4,5,87,0,0,0,0,0,4,0,0,0,7,3,0,5,4,6,6,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,13,9,19,26,20,9,5,121,11,14,13,9,20,26,20,9,5,120,0,0,0,0,0,0,0,0,0,0,822,422,428,501,587,680,749,605,341,5132
UCL114002,713,432,338,433,661,1241,1863,1371,584,7637,0,0,0,3,6,8,10,7,0,29,34,24,25,35,28,59,79,31,12,324,0,0,0,0,0,0,5,8,0,19,0,0,0,0,4,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,34,24,26,33,34,65,99,43,12,370,35,24,26,39,37,69,103,54,13,401,3,0,0,4,3,3,0,0,0,10,752,460,365,467,702,1314,1966,1419,597,8051
UCL114003,1900,1144,1092,909,982,1123,1212,873,405,9637,8,4,0,4,6,4,0,6,4,40,49,67,45,27,35,41,27,25,3,315,0,0,0,0,0,3,17,3,0,23,0,4,4,7,0,5,11,0,0,41,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,67,59,40,37,51,53,32,3,387,53,72,56,48,41,51,51,36,8,422,0,0,0,0,3,0,0,0,0,3,1952,1220,1155,954,1024,1180,1269,909,412,10069
UCL114004,1046,589,802,763,748,834,665,503,235,6175,4,0,3,0,0,5,0,3,0,17,15,37,55,49,41,35,27,12,4,277,0,0,4,0,4,4,0,0,0,15,0,0,5,0,3,11,5,0,0,24,0,0,5,0,3,0,0,0,0,7,0,0,0,4,5,0,0,0,0,13,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,11,4,0,0,36,0,0,0,0,0,0,0,0,0,0,17,38,75,61,63,63,37,10,5,379,22,38,79,61,63,67,43,17,5,392,6,0,0,6,0,0,0,0,0,11,1067,628,882,821,815,899,708,516,234,6581
UCL114005,902,503,452,474,573,775,913,648,244,5481,0,0,0,0,6,3,3,8,3,22,16,20,16,33,23,30,20,10,4,182,0,0,0,0,3,0,3,0,0,11,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,6,0,3,0,20,0,0,0,0,0,0,0,0,0,0,16,23,21,39,25,42,23,14,4,216,16,23,21,39,32,46,29,19,12,234,0,0,0,0,0,0,0,0,0,3,920,529,471,517,604,822,940,661,256,5719
UCL114006,761,492,456,426,628,778,809,554,241,5146,0,0,0,6,0,0,4,7,0,19,3,7,8,3,21,17,12,11,5,79,5,12,7,9,3,10,0,0,3,50,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,14,14,28,27,13,11,7,146,8,21,13,13,32,31,21,14,12,166,0,0,0,0,0,0,0,0,0,3,776,516,470,437,658,810,832,567,244,5320
UCL114007,1436,883,840,758,894,991,1088,711,334,7928,0,3,5,0,3,5,3,8,0,26,41,45,56,35,33,34,31,16,16,298,0,0,4,3,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,12,0,0,0,0,0,0,0,0,0,0,41,48,56,35,36,42,34,16,16,328,48,55,58,41,40,41,39,26,10,351,0,0,5,3,0,4,0,0,0,7,1482,935,903,796,931,1042,1126,735,349,8293
UCL114008,1013,654,640,586,734,874,836,525,258,6108,0,3,5,0,3,0,3,9,7,23,29,24,21,13,25,44,18,6,6,184,4,7,4,7,16,17,3,8,0,66,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,31,32,25,21,53,64,28,18,6,281,34,37,35,21,53,67,28,22,15,308,0,0,0,0,0,3,0,0,0,5,1046,684,673,606,786,942,865,545,271,6422
UCL114009,1512,1310,1358,874,531,331,243,228,164,6542,0,0,5,0,0,0,0,0,0,12,24,208,35,15,8,12,4,0,0,307,0,41,5,3,0,0,0,0,0,53,0,7,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,22,275,48,17,14,15,9,0,0,385,25,275,48,17,14,15,7,0,0,396,0,3,5,3,0,0,0,0,0,14,1533,1587,1415,890,541,351,251,228,164,6954
UCL114010,1289,734,726,700,721,795,782,561,180,6487,0,0,5,5,0,9,6,0,0,26,43,58,54,32,32,50,31,15,5,318,0,0,0,0,0,0,5,0,0,10,5,3,4,0,3,3,3,0,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,47,60,62,28,42,55,42,15,5,360,47,64,67,35,35,63,50,16,10,383,0,0,0,0,0,0,0,0,0,7,1338,797,795,734,764,858,828,579,194,6881
