UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL112002,..,61,40,9,14,6,0,0,0,140,..,212,105,31,45,52,40,6,0,486,..,112,204,109,232,394,442,428,211,2134,37,103,65,28,41,31,29,20,6,364,6,0,0,0,5,0,0,0,0,9,3182,2121,2319,2000,2086,1990,1642,985,369,16699,..,68,1419,2023,2092,2098,1916,975,206,10807,..,545,1212,637,442,327,124,38,3,3328,..,73,330,469,517,248,114,83,45,1877,6450,..,..,..,..,..,..,..,..,6450,..,1441,..,..,..,..,..,..,..,1441,..,1095,448,155,105,82,8,0,0,1901,..,187,128,29,60,95,109,60,35,705,..,127,110,35,42,22,9,3,0,352,..,410,266,88,102,113,88,20,4,1093,..,220,464,342,514,748,721,599,270,3880,94,196,135,83,93,58,62,30,8,758,6,0,7,0,3,5,0,4,0,18,6543,4360,4521,3870,3966,3789,3155,1818,587,32603
UCL112003,..,35,32,19,11,13,6,0,0,110,..,46,72,40,49,78,76,32,9,403,..,29,67,125,257,526,736,493,152,2386,43,48,42,21,29,30,36,7,10,272,0,0,4,3,3,4,4,3,0,21,2249,1302,1317,1788,2164,2332,2252,1088,297,14785,..,25,790,1670,2082,2276,2201,948,163,10141,..,213,678,675,655,525,357,81,14,3193,..,21,98,304,427,242,154,76,57,1383,4442,..,..,..,..,..,..,..,..,4442,..,1301,..,..,..,..,..,..,..,1301,..,802,446,194,97,62,21,0,0,1625,..,78,46,33,36,88,102,72,29,485,..,69,75,44,30,27,15,4,0,261,..,125,175,95,116,149,158,81,13,898,..,53,173,291,535,894,1193,687,215,4033,84,89,78,62,61,61,55,15,13,515,0,0,0,3,7,6,3,3,0,33,4529,2766,2565,3365,4047,4325,4256,1965,498,28321
UCL112004,..,26,37,10,4,0,3,0,0,81,..,32,39,27,30,37,39,16,0,218,..,15,44,56,118,288,555,535,253,1854,29,63,35,25,21,28,27,23,9,270,0,4,0,0,0,9,0,0,0,15,1775,965,948,1159,1475,1590,1957,1471,456,11790,..,27,758,1438,1666,1797,2196,1664,342,9887,..,86,335,283,320,237,223,75,12,1566,..,19,50,137,270,154,75,73,69,851,3514,..,..,..,..,..,..,..,..,3514,..,924,..,..,..,..,..,..,..,924,..,627,297,125,116,81,18,0,0,1259,..,69,58,21,32,56,68,74,36,414,..,48,94,22,21,8,13,4,0,206,..,55,108,57,55,67,79,35,6,466,..,24,89,121,230,456,736,712,339,2712,71,118,72,44,44,47,43,32,17,490,0,7,3,0,6,9,5,3,0,23,3592,2009,1875,2237,2758,2908,3454,2673,827,22329
UCL112005,..,37,32,17,7,3,5,3,0,100,..,27,38,22,33,35,34,8,3,204,..,32,102,71,120,241,310,257,144,1275,49,50,31,22,14,23,22,8,7,233,0,0,0,6,0,0,0,0,0,9,1960,1255,1376,1256,1242,1301,1157,626,243,10413,..,51,731,1035,1142,1232,1261,564,112,6128,..,289,660,381,302,224,87,25,0,1972,..,86,317,396,343,219,99,76,38,1576,3925,..,..,..,..,..,..,..,..,3925,..,766,..,..,..,..,..,..,..,766,..,885,393,150,104,64,12,0,0,1602,..,112,78,31,63,111,94,51,31,566,..,93,68,50,38,20,17,3,0,287,..,65,115,58,73,80,71,17,4,490,..,64,218,199,285,475,538,379,190,2342,111,100,75,58,44,56,37,20,4,504,0,0,0,5,0,0,0,0,0,11,4040,2502,2660,2365,2398,2473,2219,1131,383,20172
UCL112006,..,71,88,16,12,5,4,5,0,199,..,160,205,47,62,59,33,9,3,585,..,114,230,162,226,441,473,482,215,2342,66,141,82,36,37,61,37,22,6,477,0,0,3,3,0,7,3,0,0,23,3806,2123,3110,2220,1963,2055,1603,1078,353,18315,..,87,2145,2426,1895,2067,1696,997,200,11509,..,596,1357,543,431,316,136,42,5,3433,..,108,434,467,463,236,117,79,48,1952,7467,..,..,..,..,..,..,..,..,7467,..,1158,..,..,..,..,..,..,..,1158,..,1050,449,164,131,63,21,0,0,1884,..,251,174,35,97,138,119,62,29,909,..,163,212,55,31,22,11,6,0,499,..,293,495,107,113,112,69,22,12,1222,..,201,505,369,484,741,747,644,281,3968,149,243,172,87,77,93,64,33,14,942,3,0,10,7,0,7,8,0,0,42,7618,4148,5967,4269,3727,3804,2980,1893,589,34989
UCL112007,..,4,3,0,0,0,0,0,0,15,..,7,9,5,4,13,8,4,3,53,..,5,22,10,18,60,98,107,57,383,0,9,4,7,3,10,3,0,0,40,0,0,0,0,0,0,0,0,0,0,540,257,294,340,376,410,496,302,93,3108,..,0,203,426,465,479,650,397,56,2689,..,35,174,96,108,90,65,18,5,582,..,0,24,48,60,26,13,12,7,182,1060,..,..,..,..,..,..,..,..,1060,..,242,..,..,..,..,..,..,..,242,..,170,55,20,19,8,0,0,0,269,..,14,10,0,5,15,20,15,7,87,..,20,8,3,10,0,0,6,0,37,..,11,27,5,4,18,23,9,4,105,..,13,49,30,39,119,166,142,80,639,6,18,17,16,13,10,10,0,0,90,0,0,0,0,0,0,0,0,0,0,1068,533,563,639,721,760,951,599,151,5987
UCL112008,..,30,21,4,8,11,5,0,0,75,..,45,47,23,33,57,48,32,6,288,..,29,72,45,134,319,525,548,341,2007,29,58,32,19,25,37,39,5,13,269,0,0,0,0,0,5,0,0,0,7,1158,762,738,820,1047,1528,1989,1382,570,9998,..,13,304,754,863,1430,2248,1521,331,7460,..,139,330,240,275,274,231,91,14,1582,..,34,134,201,241,160,90,68,70,988,2274,..,..,..,..,..,..,..,..,2274,..,495,..,..,..,..,..,..,..,495,..,497,220,116,109,98,24,0,0,1065,..,76,42,16,25,63,87,53,44,405,..,62,38,31,16,22,14,0,0,180,..,73,96,64,71,104,103,64,9,579,..,50,140,134,293,585,922,783,493,3404,56,105,63,42,57,60,61,13,15,474,0,0,0,0,3,3,5,0,0,13,2333,1528,1355,1590,1955,2800,3780,2598,985,18913
UCL112009,..,30,26,13,5,6,0,0,0,76,..,33,64,30,38,36,32,17,8,250,..,48,131,89,168,333,447,364,165,1749,34,40,36,15,19,22,18,9,9,202,0,0,5,0,0,4,4,0,0,11,2008,1144,1517,1296,1351,1388,1288,795,289,11078,..,40,988,1328,1268,1459,1264,699,166,7218,..,329,751,381,318,188,107,33,3,2115,..,52,214,292,300,166,88,76,40,1226,4043,..,..,..,..,..,..,..,..,4043,..,700,..,..,..,..,..,..,..,700,..,815,320,132,101,59,10,0,0,1441,..,96,74,36,59,64,83,46,16,476,..,67,68,33,15,18,5,3,0,199,..,98,148,64,70,82,68,31,14,583,..,100,268,206,385,620,717,541,232,3070,59,87,82,50,36,44,31,14,9,424,0,8,3,3,0,4,4,0,0,21,4108,2401,2938,2522,2551,2708,2385,1439,479,21520
UCL112010,..,22,56,22,19,14,4,0,0,139,..,33,117,27,18,15,12,0,0,222,..,34,103,65,108,148,224,238,172,1093,38,63,38,24,29,22,8,7,3,231,0,0,5,0,5,8,3,0,0,20,1854,1127,1563,1246,1207,1102,853,562,251,9771,..,59,1190,1536,1406,1359,1021,586,131,7287,..,170,547,260,214,145,49,13,8,1406,..,38,153,193,217,132,58,41,27,863,3717,..,..,..,..,..,..,..,..,3717,..,754,..,..,..,..,..,..,..,754,..,810,373,115,71,36,11,0,0,1415,..,155,95,51,60,73,63,24,19,534,..,54,134,57,53,41,3,0,0,345,..,88,275,94,63,57,26,4,4,612,..,78,231,182,239,297,330,313,208,1887,70,98,82,46,40,42,23,14,13,422,0,0,3,0,5,8,5,0,0,29,3787,2298,3086,2533,2366,2192,1589,1005,408,19269
UCL112011,..,32,20,4,7,9,3,0,0,76,..,35,33,24,34,41,27,10,0,202,..,44,85,39,90,187,232,147,85,912,45,44,31,13,16,24,12,11,7,207,0,0,0,0,0,5,0,0,0,9,2025,1138,1594,1149,1125,1127,929,424,156,9664,..,43,988,1096,1069,1125,1018,415,80,5831,..,337,928,412,335,175,86,21,3,2300,..,65,280,310,289,167,103,43,34,1297,3974,..,..,..,..,..,..,..,..,3974,..,656,..,..,..,..,..,..,..,656,..,838,365,145,124,44,13,0,0,1532,..,126,69,26,47,93,96,54,15,529,..,75,60,23,25,24,16,3,0,238,..,71,85,35,60,89,54,13,0,410,..,68,211,155,244,370,404,235,111,1799,90,78,72,46,48,42,21,17,7,415,0,0,0,0,3,7,3,0,0,9,4061,2364,3061,2242,2243,2136,1809,806,248,18974
UCL112012,..,54,49,18,17,14,3,0,0,161,..,105,119,50,70,95,73,28,0,539,..,44,118,105,254,490,546,423,234,2226,26,69,52,31,35,37,29,13,11,305,0,0,5,0,0,7,0,0,0,14,2138,1463,1632,1622,1708,1824,1564,944,376,13284,..,37,822,1276,1233,1471,1401,796,191,7227,..,303,863,550,460,319,150,41,4,2693,..,48,239,454,512,297,135,79,65,1825,4360,..,..,..,..,..,..,..,..,4360,..,993,..,..,..,..,..,..,..,993,..,936,379,196,146,87,17,0,0,1763,..,144,82,41,62,109,108,56,23,628,..,123,115,55,43,38,18,3,0,393,..,231,317,125,163,222,143,49,3,1251,..,105,267,283,543,887,908,591,297,3876,82,132,103,61,78,71,47,18,9,611,0,0,6,4,0,5,0,0,0,21,4445,3046,3192,3044,3235,3510,2935,1634,594,25636
UCL112013,..,7,0,0,0,0,0,0,0,9,..,0,0,0,0,4,6,0,0,11,..,5,11,7,6,18,25,11,4,84,0,3,4,4,4,4,0,3,0,20,0,0,0,0,0,0,0,0,0,0,235,117,156,129,140,146,107,47,12,1087,..,3,120,160,174,183,156,78,14,882,..,22,97,39,34,33,7,0,0,230,..,5,9,19,18,14,3,3,0,79,476,..,..,..,..,..,..,..,..,476,..,97,..,..,..,..,..,..,..,97,..,78,24,8,8,0,0,0,0,119,..,16,3,3,4,4,6,4,4,41,..,10,0,0,0,0,0,0,0,17,..,0,4,0,3,10,0,0,0,20,..,11,14,23,22,36,37,19,10,173,4,8,5,5,4,8,0,3,0,32,0,0,0,0,0,0,0,0,0,4,478,251,279,257,269,285,216,104,29,2171
UCL112014,..,47,15,8,11,10,9,5,0,107,..,30,37,13,25,55,42,30,4,237,..,27,51,34,94,227,309,362,231,1329,35,40,36,17,20,33,10,14,6,205,0,0,0,0,0,3,0,0,0,9,1853,1121,1286,1117,1176,1400,1323,1032,387,10703,..,53,907,1248,1254,1483,1572,1140,248,7908,..,275,597,326,271,222,118,52,11,1869,..,45,192,240,285,159,78,57,45,1095,3684,..,..,..,..,..,..,..,..,3684,..,804,..,..,..,..,..,..,..,804,..,732,328,138,104,59,16,0,0,1380,..,101,56,26,47,64,77,66,34,480,..,91,64,42,31,23,24,5,4,283,..,71,92,38,63,115,103,59,9,551,..,45,133,106,219,423,506,488,311,2230,68,75,74,46,31,53,30,17,4,419,0,3,0,0,0,6,0,0,0,8,3757,2301,2459,2213,2303,2612,2519,1882,668,20707
UCL112015,..,63,41,16,10,8,8,0,0,142,..,86,89,47,58,70,53,32,6,438,..,55,120,104,217,395,503,406,207,2010,60,65,45,29,36,39,25,18,4,307,0,0,0,0,0,4,0,0,0,7,2944,1699,2095,1819,1765,1847,1801,1070,369,15415,..,57,1274,1720,1550,1787,1883,1123,242,9639,..,507,1140,552,444,309,170,57,12,3182,..,78,350,453,460,248,127,81,51,1854,5831,..,..,..,..,..,..,..,..,5831,..,1063,..,..,..,..,..,..,..,1063,..,975,456,196,148,67,19,0,0,1867,..,206,113,44,64,124,154,60,40,806,..,114,114,53,36,23,15,3,0,361,..,167,223,104,106,171,118,62,11,951,..,104,322,263,472,744,831,623,305,3666,110,142,120,92,75,69,40,24,8,685,3,0,0,3,5,4,7,0,0,22,5942,3417,4117,3482,3347,3548,3356,2045,669,29930
UCL112016,..,48,49,13,12,4,5,0,0,125,..,136,185,37,50,48,41,20,0,515,..,110,263,209,270,483,595,522,245,2690,68,114,53,35,38,44,25,22,10,410,5,4,3,0,3,0,0,5,0,20,3891,2139,2786,2517,2249,2101,1880,1142,417,19124,..,104,1892,2646,2369,2119,1995,1070,246,12438,..,557,1333,675,487,306,134,31,7,3541,..,99,347,501,467,246,109,76,76,1921,8031,..,..,..,..,..,..,..,..,8031,..,1402,..,..,..,..,..,..,..,1402,..,1188,397,165,136,83,22,5,0,1993,..,180,127,60,77,113,119,56,26,756,..,117,106,40,36,19,7,3,0,334,..,275,389,103,119,120,96,38,3,1142,..,177,523,448,546,841,902,722,337,4498,127,207,149,99,89,75,46,30,17,834,4,6,6,5,3,4,3,3,0,37,8166,4305,5282,4743,4323,3926,3437,2036,708,36915
UCL112017,..,74,58,13,13,10,10,0,0,185,..,244,153,42,56,98,86,34,13,718,..,106,202,146,316,676,913,985,580,3923,86,127,81,46,53,61,74,30,15,570,3,0,0,5,4,0,5,3,0,21,3492,2333,2197,2510,2964,3222,3375,2445,957,23501,..,42,1163,2625,2980,3207,3801,2560,595,16972,..,463,1056,728,666,538,385,148,37,4016,..,63,284,500,669,351,181,125,94,2268,7045,..,..,..,..,..,..,..,..,7045,..,1829,..,..,..,..,..,..,..,1829,..,1165,525,234,193,126,34,5,0,2283,..,174,99,37,75,138,145,119,67,853,..,152,126,50,53,34,19,8,0,449,..,393,392,115,149,214,163,89,22,1529,..,171,382,351,603,1150,1427,1354,790,6237,166,257,172,135,110,130,132,50,27,1169,5,3,3,10,7,3,5,3,0,42,7220,4713,4209,4785,5492,5889,6292,4457,1633,44694
UCL112018,..,57,86,11,15,13,4,0,0,187,..,141,140,37,52,60,37,8,6,486,..,114,215,157,261,432,539,550,307,2576,44,110,65,27,32,42,30,18,9,379,0,0,0,0,0,0,0,0,0,10,3112,1962,2446,1913,1869,1966,1708,1226,505,16713,..,67,1373,1777,1638,1901,1744,1154,269,9916,..,599,1106,563,432,305,132,47,10,3203,..,125,452,538,450,224,116,105,69,2085,6337,..,..,..,..,..,..,..,..,6337,..,1126,..,..,..,..,..,..,..,1126,..,1005,401,167,142,89,23,0,0,1821,..,195,141,60,83,130,113,60,32,809,..,152,224,66,40,22,25,0,0,537,..,303,417,109,118,132,92,27,9,1199,..,222,497,375,518,798,872,757,390,4431,121,201,148,77,88,65,63,26,15,794,3,4,13,3,0,6,0,0,0,36,6465,3989,4773,3736,3512,3670,3176,2173,797,32288
UCL112019,..,75,38,18,6,3,4,3,0,148,..,287,219,54,50,68,51,15,0,742,..,188,366,235,321,627,683,619,373,3412,73,136,86,29,38,65,42,23,9,502,3,0,3,3,0,0,0,3,0,16,4591,3182,3364,2940,2789,2843,2352,1425,591,24074,..,122,1990,3177,2981,3046,2643,1400,327,15686,..,789,1621,659,513,386,181,52,4,4196,..,145,471,612,640,321,169,97,75,2526,9237,..,..,..,..,..,..,..,..,9237,..,2039,..,..,..,..,..,..,..,2039,..,1625,644,238,152,100,16,0,0,2774,..,242,158,57,66,137,136,77,39,917,..,159,146,47,28,20,11,5,0,408,..,496,563,188,128,134,99,31,7,1642,..,313,771,540,728,1090,1075,866,486,5864,142,249,198,82,94,115,73,35,15,997,7,5,20,17,3,3,0,3,3,64,9384,6181,6566,5619,5329,5353,4409,2562,948,46350
UCL113001,..,30,27,6,6,10,4,3,0,87,..,41,78,26,42,72,51,23,3,337,..,24,53,66,111,300,461,437,275,1726,23,43,30,14,14,25,26,5,7,193,0,0,0,0,0,0,0,0,0,0,1117,716,810,906,1039,1246,1548,1048,451,8886,..,14,400,721,805,1052,1612,1044,275,5927,..,124,448,375,287,224,176,52,10,1699,..,14,91,218,289,145,89,67,60,985,2267,..,..,..,..,..,..,..,..,2267,..,503,..,..,..,..,..,..,..,503,..,481,176,105,104,82,15,0,0,959,..,66,40,22,40,51,69,37,28,351,..,63,66,32,24,17,12,0,0,217,..,81,158,74,99,133,110,50,9,708,..,44,99,172,263,564,735,626,380,2886,49,75,64,44,41,43,49,13,9,380,4,0,0,6,0,0,0,0,0,10,2318,1470,1544,1760,1947,2319,2868,1899,763,16890
UCL113002,..,23,7,0,5,0,0,0,0,41,..,12,25,11,15,36,18,11,3,134,..,12,41,37,92,195,267,254,114,1008,25,16,12,13,13,20,11,10,4,131,0,0,0,0,0,0,3,0,0,6,816,457,518,519,659,906,983,629,200,5679,..,21,246,427,515,811,1165,662,128,3973,..,91,260,176,201,208,111,39,4,1098,..,28,107,134,172,91,47,43,21,645,1574,..,..,..,..,..,..,..,..,1574,..,298,..,..,..,..,..,..,..,298,..,304,144,76,64,43,12,0,0,634,..,64,18,22,27,48,48,33,23,276,..,47,29,12,17,3,3,4,0,109,..,26,47,33,39,66,48,14,6,286,..,34,87,94,218,349,476,374,152,1789,61,46,34,23,37,35,22,16,5,277,0,0,0,0,0,0,0,0,0,8,1632,955,982,992,1289,1660,1936,1189,344,10976
UCL113003,..,29,5,0,4,0,0,0,0,42,..,30,36,12,21,35,20,12,0,166,..,53,107,73,139,278,310,279,168,1406,33,41,23,23,14,46,25,8,6,214,0,0,0,0,0,0,0,0,0,0,1347,779,1009,863,901,1218,1020,632,259,8028,..,8,405,652,772,1128,1075,569,136,4742,..,221,605,301,234,223,93,29,0,1711,..,38,228,255,223,134,93,54,36,1059,2611,..,..,..,..,..,..,..,..,2611,..,429,..,..,..,..,..,..,..,429,..,552,238,118,98,69,9,0,0,1083,..,109,46,30,38,70,52,27,18,397,..,45,19,12,11,6,5,5,0,112,..,49,75,29,44,59,44,24,6,336,..,114,258,197,335,578,591,409,220,2699,74,71,55,59,33,72,45,13,6,432,0,0,0,0,0,0,0,0,0,3,2685,1645,1928,1653,1794,2331,2010,1121,431,15602
UCL113004,..,27,97,22,3,8,3,0,0,168,..,119,361,105,42,42,36,9,0,713,..,9,65,63,80,114,166,82,31,602,10,23,43,12,14,19,22,7,3,145,0,6,7,0,0,0,0,0,0,15,649,429,967,738,594,586,519,193,67,4739,..,4,160,489,489,508,463,183,28,2327,..,54,461,337,224,168,102,16,3,1354,..,4,19,84,122,75,34,18,14,367,1267,..,..,..,..,..,..,..,..,1267,..,243,..,..,..,..,..,..,..,243,..,160,83,42,28,16,5,0,0,329,..,26,17,7,9,18,35,20,10,137,..,48,169,51,15,22,11,0,0,318,..,165,679,220,98,82,63,11,0,1323,..,19,98,140,167,240,271,140,46,1117,13,41,71,31,28,34,31,3,3,260,0,8,12,3,0,0,0,0,0,27,1282,770,1766,1412,1177,1164,1028,389,96,9081
UCL113005,..,38,20,5,13,4,0,0,3,74,..,42,34,21,38,50,25,7,3,223,..,40,73,59,134,215,307,339,182,1349,34,53,32,18,17,31,19,11,6,217,0,0,0,0,0,0,0,0,0,4,1432,866,954,889,943,1035,961,724,310,8123,..,37,457,721,762,959,945,624,152,4663,..,292,469,239,197,161,90,15,7,1466,..,53,233,301,253,135,60,53,50,1141,2954,..,..,..,..,..,..,..,..,2954,..,500,..,..,..,..,..,..,..,500,..,531,202,102,79,58,11,0,0,976,..,96,57,20,44,70,83,49,26,444,..,77,40,24,43,11,5,0,3,200,..,80,81,43,77,96,72,21,10,474,..,74,156,164,276,421,524,478,241,2333,70,92,71,60,42,63,35,18,6,462,0,0,0,0,0,0,0,0,0,9,3030,1830,1762,1671,1777,1971,1823,1264,501,15622
UCL113006,..,17,4,10,4,8,6,3,0,51,..,18,13,6,22,27,20,4,0,119,..,12,27,30,52,144,165,145,64,648,31,23,25,15,13,19,17,10,3,159,0,0,0,0,0,0,0,0,0,3,927,565,533,504,556,642,597,366,103,4802,..,7,215,321,323,488,558,330,41,2284,..,141,254,153,162,99,78,23,0,918,..,37,171,200,195,119,44,44,15,821,1776,..,..,..,..,..,..,..,..,1776,..,305,..,..,..,..,..,..,..,305,..,399,167,73,64,36,0,0,0,743,..,92,39,17,46,79,75,29,13,386,..,44,25,23,20,20,7,0,0,139,..,35,29,17,47,54,43,8,0,248,..,29,70,84,132,284,282,233,91,1201,66,55,50,30,35,34,33,12,3,324,0,0,0,0,0,5,0,0,0,8,1842,1148,1025,918,1016,1221,1127,685,173,9148
UCL113007,..,17,13,0,4,0,0,0,0,45,..,21,22,0,3,17,22,8,3,100,..,3,38,29,44,120,240,209,130,827,29,44,22,18,10,19,20,3,0,159,0,0,0,0,0,0,0,0,0,3,1126,656,647,828,833,1068,1103,601,248,7111,..,0,385,1046,1071,1417,1478,746,172,6324,..,71,389,224,176,148,107,35,4,1148,..,7,43,107,152,82,33,30,30,483,2308,..,..,..,..,..,..,..,..,2308,..,654,..,..,..,..,..,..,..,654,..,420,206,66,53,39,7,0,0,786,..,41,19,15,19,23,40,32,27,211,..,28,21,12,15,7,4,3,0,85,..,36,55,14,15,28,34,16,5,200,..,15,70,67,110,237,375,284,170,1330,47,61,50,33,27,31,25,10,6,297,0,0,0,0,0,0,3,0,0,5,2353,1338,1236,1573,1629,2013,2113,1156,414,13831
UCL113008,..,8,12,3,10,10,0,0,0,34,..,19,29,12,16,22,25,12,6,136,..,20,48,40,100,199,251,257,116,1026,11,26,15,13,16,14,5,6,0,113,0,0,0,0,0,0,0,0,0,0,820,512,590,530,642,767,733,535,186,5314,..,19,371,427,546,702,713,416,86,3285,..,119,254,168,138,105,54,21,4,870,..,28,96,135,158,105,67,47,33,667,1683,..,..,..,..,..,..,..,..,1683,..,322,..,..,..,..,..,..,..,322,..,361,162,82,64,45,12,0,0,724,..,45,15,14,19,33,42,27,10,216,..,23,19,17,13,17,3,0,0,97,..,44,69,29,40,51,41,24,5,308,..,57,132,124,240,387,443,382,157,1913,24,48,37,27,32,23,16,14,4,228,0,0,0,0,0,0,0,0,0,0,1709,1065,1167,1021,1247,1465,1394,942,302,10312
