UCL_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
UCL315067,9,0,0,0,0,9,5,0,0,0,0,4,4,0,0,0,0,8,9,0,0,0,0,9,14,0,0,0,0,18,39,0,0,0,0,39,57,0,0,0,0,58,27,0,3,0,0,31,9,0,0,0,0,10,5,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,22,204,8,4,0,0,210
UCL315068,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,20,0,0,0,0,20,44,0,0,0,0,42,31,0,0,0,0,31,18,0,0,0,0,18,5,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,9,157,0,0,0,0,157
UCL315069,13,0,0,0,0,13,29,0,0,0,0,29,24,0,0,0,0,24,55,0,0,0,0,54,32,0,0,0,0,32,38,0,0,0,0,38,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,220,0,0,0,0,224
UCL315070,9,0,0,0,0,9,10,0,0,0,0,10,17,0,0,0,0,17,17,0,0,0,0,17,26,0,0,0,0,26,34,0,0,0,0,34,22,0,0,0,0,22,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,155,0,0,3,0,158
UCL315071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,10,16,0,0,3,0,20,25,0,0,0,0,24,35,0,0,0,0,35,18,0,0,0,0,18,7,0,0,0,0,7,8,0,0,0,0,10,7,0,0,0,0,8,128,0,0,9,0,139
UCL315072,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,17,0,0,0,0,17,7,0,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,58,0,0,0,0,61
UCL315073,15,0,0,0,0,15,16,0,0,0,0,16,17,0,0,0,0,17,40,0,0,0,0,40,25,0,0,0,0,25,36,0,0,0,0,36,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,182,0,0,0,0,182
UCL315074,26,0,0,0,0,26,18,0,0,0,0,15,13,0,0,0,0,13,41,0,0,0,0,41,52,0,0,0,0,56,86,0,0,0,0,86,38,0,0,0,0,38,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,316,0,0,0,0,322
UCL315075,6,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,11,26,0,0,0,0,34,19,0,0,0,0,23,20,3,0,0,0,21,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,108,5,4,0,0,120
UCL315076,18,0,0,0,0,18,10,0,0,0,0,10,13,0,0,0,0,16,41,0,0,0,0,42,51,0,0,0,0,51,144,0,0,0,0,141,89,0,0,0,0,87,45,0,0,0,0,45,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,27,446,0,0,0,0,453
UCL315077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315078,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20,28,0,0,0,0,28,110,0,0,0,0,112,62,0,0,0,0,62,39,0,0,0,0,39,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,18,317,4,0,0,0,318
UCL315079,11,0,0,0,0,11,13,0,0,0,0,13,10,0,0,0,0,14,10,0,0,0,0,15,15,0,0,0,0,15,39,0,0,0,0,40,63,0,0,0,0,63,71,0,0,0,0,71,18,0,0,0,0,18,11,0,0,0,0,11,4,0,0,0,0,4,13,0,0,0,0,13,269,5,0,0,0,277
UCL315080,12,12,4,8,0,35,0,0,3,0,0,9,7,7,0,0,0,15,4,10,14,0,0,26,17,15,5,0,0,39,28,28,20,0,0,77,64,21,16,0,0,101,91,10,0,0,0,104,32,3,0,0,0,42,17,5,0,0,0,18,12,0,3,0,0,14,35,15,3,0,0,48,313,125,66,10,3,519
UCL315081,20,0,0,0,0,19,10,0,0,0,0,10,12,0,0,0,0,10,17,0,0,0,0,14,27,0,3,0,0,32,111,0,0,0,0,112,68,0,5,0,0,71,49,0,0,0,0,49,14,0,0,0,0,14,13,0,0,0,0,13,3,0,0,0,0,3,24,0,4,0,0,30,362,4,12,0,0,381
UCL315082,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,7,0,3,0,0,9,11,3,0,0,0,11,22,0,0,0,0,25,22,7,0,0,0,26,8,0,0,0,0,8,4,0,0,0,0,8,7,0,0,0,0,8,6,0,0,0,0,6,91,14,3,0,0,116
UCL315083,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,31,0,0,0,0,31,41,0,0,0,0,41,47,0,0,0,0,47,15,0,0,0,0,15,10,0,0,0,0,10,9,0,0,0,0,9,14,0,0,0,0,14,190,0,0,0,0,188
UCL315084,7,0,0,0,0,7,13,0,0,0,0,13,12,0,0,0,0,14,16,0,0,0,0,16,20,0,0,0,0,14,67,0,0,0,0,67,50,0,0,0,0,53,52,0,0,0,0,58,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,17,271,0,0,4,5,279
UCL315085,11,0,0,0,0,11,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,26,0,0,0,0,26,108,0,0,0,0,108,74,0,0,0,0,74,43,0,0,0,0,43,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,314,0,0,0,0,314
UCL315086,42,0,0,0,0,42,43,0,0,0,0,40,28,0,0,0,0,28,45,0,0,0,0,45,58,0,0,0,0,58,93,0,0,0,0,95,31,0,0,0,0,31,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,26,0,0,0,0,26,391,0,0,0,0,393
UCL315087,24,0,0,0,0,24,9,0,0,0,0,9,7,0,0,0,0,7,7,0,0,0,0,7,12,0,0,0,0,12,31,0,0,0,0,31,43,0,0,0,0,37,71,0,0,0,0,72,63,0,0,0,0,63,90,0,0,0,0,90,60,0,0,0,0,60,25,0,0,0,0,25,430,0,0,0,3,436
UCL315088,12,0,0,0,0,7,4,0,0,0,0,4,8,0,0,0,0,8,13,0,0,0,0,13,27,0,0,0,0,25,91,0,0,0,0,93,74,0,0,0,0,74,71,0,0,0,0,71,17,0,0,0,0,17,19,0,0,0,0,19,4,0,0,0,0,4,20,0,0,0,0,20,362,8,0,0,0,366
UCL315089,12,0,0,0,0,7,13,0,0,0,0,13,7,0,0,0,0,7,20,0,0,0,0,20,29,0,0,0,0,29,53,0,0,0,0,52,46,0,0,0,0,46,28,0,0,0,0,28,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,10,0,0,0,0,10,228,0,0,3,0,232
UCL315090,24,0,0,0,0,29,17,0,0,0,0,17,18,0,0,0,0,18,33,3,0,0,0,36,57,0,0,0,0,57,128,3,0,0,0,128,79,0,0,0,0,79,49,0,0,0,0,49,14,0,0,0,0,14,7,0,0,0,0,7,4,0,0,0,0,4,15,0,0,0,0,15,444,6,0,0,0,452
UCL315091,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,19,0,0,0,0,31
UCL315092,10,0,0,0,0,10,7,0,0,0,0,4,3,0,0,0,0,3,8,3,0,0,0,7,8,0,3,0,0,14,22,0,0,0,0,22,26,0,0,0,0,22,23,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,8,110,4,4,0,0,126
UCL315093,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,11,17,0,0,0,0,17,24,0,0,0,0,24,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,95,0,0,0,0,97
UCL315094,18,0,0,0,0,21,5,0,0,0,0,5,3,0,0,0,0,4,13,0,0,0,0,13,20,0,0,0,0,20,49,0,0,0,0,49,43,0,0,0,0,43,35,0,0,0,0,35,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,20,0,0,0,0,20,228,0,3,0,0,228
UCL315095,4,0,0,0,0,4,13,0,0,0,0,10,5,0,0,0,0,5,12,0,0,0,0,16,27,0,0,0,0,27,53,0,0,0,0,53,27,0,0,0,0,27,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,165,0,0,0,0,165
UCL315096,21,0,0,0,0,24,3,0,0,0,0,4,5,0,0,0,0,5,11,0,0,0,0,11,18,0,0,0,0,18,74,0,0,0,0,77,125,0,0,0,0,125,141,0,0,0,0,138,48,0,0,0,0,48,33,0,0,0,0,33,3,0,0,0,0,5,35,0,0,0,0,36,522,7,0,6,0,532
UCL315097,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,10,11,0,0,0,0,11,46,0,0,0,0,46,78,0,0,0,0,78,57,0,0,0,0,57,24,0,0,0,0,24,13,0,0,0,0,13,4,0,0,0,0,4,11,0,0,0,0,11,268,0,0,0,0,268
UCL315098,6,0,0,0,0,8,5,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,7,7,6,0,0,0,15,19,9,0,0,0,25,30,3,0,0,0,41,73,10,0,0,0,87,44,11,0,0,0,51,21,3,0,0,0,27,14,0,0,0,0,19,17,0,0,0,0,20,252,43,0,3,0,298
UCL315099,16,0,0,0,0,16,6,0,0,0,0,5,3,0,0,0,0,3,12,0,0,0,0,12,26,0,0,0,0,26,87,0,0,0,0,87,173,10,0,0,0,177,270,0,0,0,0,270,56,0,0,0,0,56,24,0,0,0,0,24,13,0,0,0,0,13,29,0,0,0,0,29,710,14,0,0,0,722
UCL315100,13,0,0,0,0,13,6,0,0,0,0,6,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,11,31,0,0,0,0,31,47,0,0,0,0,47,40,0,0,0,0,40,12,0,0,0,0,12,14,0,0,0,0,14,7,0,0,0,0,7,7,0,0,0,0,7,193,0,0,0,0,196
UCL315101,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,14,0,0,0,0,14,17,0,0,0,0,17,76,0,0,0,0,79,85,0,0,0,0,85,95,3,0,0,0,96,16,0,0,0,0,20,19,0,0,0,0,19,4,0,0,0,0,7,16,0,0,0,0,16,348,3,0,0,0,356
UCL315102,10,0,0,0,0,10,15,0,0,0,0,15,15,0,0,0,0,17,26,0,0,0,0,26,32,0,0,0,0,30,43,0,0,0,0,43,25,0,0,0,0,24,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,191,0,0,0,0,196
UCL315103,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,22,0,0,0,0,21,16,0,0,0,0,18,26,0,0,0,0,26,5,0,0,0,0,5,4,0,0,0,0,4,9,0,0,0,0,9,12,0,0,0,0,8,101,3,5,0,0,114
UCL315104,18,0,0,0,0,18,5,0,0,0,0,5,8,0,0,0,0,8,13,0,0,0,0,13,19,0,0,0,0,19,57,0,0,0,0,57,93,0,0,0,0,93,73,0,0,0,0,73,27,0,0,0,0,27,16,0,0,0,0,16,7,0,0,0,0,7,20,0,0,0,0,26,356,0,0,0,0,358
UCL315105,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,5,0,0,0,0,5,15,0,0,3,0,17,9,0,0,0,0,11,9,0,0,0,0,12,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,75,3,0,3,0,82
UCL315106,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,14,0,0,0,0,14,93,0,0,0,0,93,93,0,0,0,0,93,56,0,0,0,0,56,18,0,0,0,0,18,12,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,18,323,0,0,0,0,323
UCL315107,6,5,0,0,0,3,7,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,9,9,0,0,0,0,13,59,4,3,0,0,69,97,3,0,0,0,101,154,6,0,0,0,155,30,0,0,0,0,30,13,0,0,0,0,18,6,0,0,0,0,6,19,0,0,0,0,21,418,17,11,0,0,446
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315109,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,9,23,0,0,0,0,25,14,0,0,0,0,14,19,0,0,0,5,22,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,105,0,0,0,3,105
UCL321001,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,23,0,0,0,0,23,13,0,0,0,0,13,36,0,0,0,0,36,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,101,0,0,0,0,101
UCL321002,3,0,0,0,0,3,7,0,0,0,0,6,5,0,0,0,0,5,14,0,0,0,0,14,12,0,0,0,0,12,29,0,0,0,0,29,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,88,0,0,0,0,86
UCL321003,5,0,0,0,0,5,11,0,0,0,0,11,4,0,0,0,0,4,14,0,0,0,0,14,14,0,0,0,0,14,15,0,0,0,0,15,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67
UCL321004,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,21,0,0,0,0,21,20,0,0,0,0,20,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,74,0,0,0,0,77
UCL321005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,21,0,0,0,0,19,22,0,0,0,0,23,25,0,0,0,0,25,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,90,0,0,0,0,93
UCL321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321007,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,38,0,0,0,0,38,55,0,0,0,0,55,94,0,0,0,0,93,26,0,0,0,0,26,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,0,0,19,256,0,0,0,0,260
UCL321008,9,0,0,0,0,9,10,0,0,0,0,8,3,0,0,0,0,3,12,0,0,0,0,12,9,0,0,0,0,9,38,0,0,0,0,38,18,0,0,0,0,18,16,0,0,0,0,16,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,8,130,0,0,0,0,137
UCL321009,5,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,11,0,0,0,0,11,11,0,0,0,0,11,31,0,0,0,0,31,16,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,99,0,0,0,3,95
UCL321010,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,26,0,0,0,0,25,23,0,0,0,0,23,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,85,0,0,0,0,92
UCL321011,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,11,0,0,0,0,16,22,3,0,0,0,26,36,9,0,0,0,37,20,0,0,0,0,20,16,0,0,0,0,14,5,0,0,0,0,4,9,0,0,0,0,8,125,13,0,0,0,135
UCL321012,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,52,0,0,0,0,54
UCL321013,5,0,0,0,0,5,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,20,0,0,0,0,20,41,0,0,0,0,41,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,121,0,0,0,0,127
UCL321014,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,19,0,0,0,0,19,33,0,0,0,0,33,26,0,0,0,0,26,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,116,0,0,0,0,116
UCL321015,10,0,0,0,0,10,13,0,0,0,0,13,8,0,0,0,0,8,16,0,0,0,0,16,15,0,0,0,0,15,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,90,0,0,0,0,89
UCL321016,3,0,0,0,0,3,5,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,42
UCL321017,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,14,0,0,0,0,14,41,0,0,0,0,46,21,0,0,0,0,21,9,0,0,0,0,9,8,0,0,0,0,8,6,0,0,0,0,6,144,0,0,0,0,148
UCL321018,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,20,0,0,0,0,20,27,0,0,0,0,30,32,0,0,0,0,34,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,126,3,0,0,0,132
UCL321019,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,28,0,0,0,0,28,59,0,0,0,0,59,58,0,0,0,0,58,22,0,0,0,0,22,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,17,221,0,0,0,0,220
UCL321020,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,17,0,0,0,0,20,34,0,0,0,0,34,22,0,0,0,0,23,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,7,127,0,0,0,0,130
UCL321021,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,22,0,0,0,0,28,33,0,0,0,0,33,27,0,0,0,0,27,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,112,0,0,0,0,110
UCL321022,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,14,42,0,0,0,0,42,22,0,0,0,0,22,15,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,8,121,0,0,0,0,121
UCL321023,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,27,0,0,0,0,27,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,82,0,0,0,0,82
UCL321024,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,13,0,0,0,0,13,30,0,0,0,0,30,25,0,0,0,0,25,13,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,118,0,0,0,0,122
UCL321025,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,10,0,0,0,0,10,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59
UCL321026,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,24,0,0,0,0,24,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,81,0,0,0,0,81
UCL321027,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,6,20,0,0,0,0,19,34,0,0,0,0,39,37,0,0,0,0,34,6,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,120,0,0,0,0,131
UCL321028,4,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,5,9,0,0,0,0,15,8,0,0,0,0,8,19,0,0,0,0,19,15,0,0,0,0,15,13,0,0,0,0,15,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,92,0,0,3,0,95
UCL321029,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,6,14,0,0,0,0,14,9,0,0,0,0,9,24,0,0,0,0,24,18,0,0,0,0,18,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,96,0,0,0,0,103
UCL321030,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0,0,7,27,0,0,0,0,27,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,83,0,0,0,0,83
UCL321031,8,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,13,0,0,0,0,13,50,0,0,0,0,50,30,0,0,0,0,30,27,0,0,0,0,27,8,0,0,0,0,8,11,0,0,0,0,11,4,0,0,0,0,4,9,0,0,0,0,9,170,0,0,0,0,173
UCL321032,16,0,0,0,0,16,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,14,0,0,0,0,9,33,0,0,0,0,33,33,0,0,0,0,33,69,0,0,0,0,69,37,0,0,0,0,37,39,0,0,4,0,44,8,0,0,0,0,8,27,0,0,0,0,26,293,0,0,4,0,300
UCL321033,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,39,0,0,0,0,37,62,0,0,0,0,62,21,0,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,15,175,4,0,0,0,182
UCL321034,4,0,0,0,0,4,13,0,0,0,0,13,7,0,0,0,0,7,8,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,50,0,0,0,0,53
UCL321035,14,0,0,3,0,18,11,0,0,0,0,11,15,0,0,0,0,18,21,0,0,0,0,21,35,0,0,5,0,42,86,0,0,0,0,91,68,0,0,4,0,72,40,0,0,0,0,40,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,3,0,17,318,0,0,17,0,334
UCL321036,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,25,0,0,0,0,25,23,0,0,0,0,29,69,0,0,0,0,72,28,0,0,0,0,28,15,0,0,0,0,15,7,0,0,0,0,7,17,0,0,0,0,14,212,0,0,0,3,219
