UCL_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
UCL415022,6,62,73,607,9,766,0,0,4,21,0,25,10,0,0,3,0,13,0,0,0,0,0,0,12,4,8,5,0,29,238,104,69,473,22,902,3,0,5,0,0,9,3,0,0,0,0,9,36,21,8,184,3,250,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,28,17,9,92,0,139,9,12,0,9,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,5,8,0,4,0,0,10,3,0,3,0,0,5,4,0,3,8,0,16,0,0,0,3,0,9,0,0,0,0,0,0,56,19,9,102,3,188,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,3,6,0,16,35,15,5,14,0,77,0,0,0,16,55,73,370,146,107,1123,81,1830
UCL415023,6,16,10,394,15,441,0,5,0,62,0,65,0,0,0,0,0,0,3,5,0,0,0,4,5,4,0,0,0,16,40,18,11,338,13,421,4,0,0,0,0,4,0,0,0,0,0,0,10,7,3,84,0,105,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,47,5,59,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,67,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,18,9,4,12,0,44,0,0,0,3,132,142,90,35,29,755,161,1071
UCL415024,10,62,44,892,11,1019,0,0,0,86,4,94,0,0,0,0,0,0,3,0,0,0,0,7,27,0,5,12,0,50,194,74,50,789,13,1121,11,0,0,0,0,11,7,0,0,3,0,7,36,14,12,313,8,379,4,0,0,6,0,13,0,0,0,0,0,3,0,0,0,0,0,5,29,3,12,143,4,182,9,5,0,17,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,4,0,4,0,0,9,12,5,0,7,0,16,0,0,0,0,0,5,0,0,0,0,0,0,49,16,12,171,7,248,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,7,0,13,34,3,3,17,0,63,3,0,0,13,161,184,364,119,83,1797,196,2562
UCL415025,12,74,34,378,4,505,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,23,198,56,46,308,4,613,0,0,0,0,0,0,3,0,0,3,0,6,12,6,4,65,0,89,0,0,0,0,0,4,4,4,0,3,0,13,0,0,0,0,0,0,26,6,4,47,0,91,10,4,3,15,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,9,0,0,9,0,0,0,0,0,0,4,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,39,9,9,68,0,128,0,0,0,0,0,0,4,0,0,0,0,4,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,10,18,3,8,10,0,39,0,0,0,3,37,43,256,99,68,668,45,1137
UCL415026,30,124,100,797,6,1061,0,5,3,9,0,14,6,0,0,7,0,16,0,0,0,0,0,0,49,10,4,3,0,71,689,163,106,854,8,1827,5,3,0,0,0,11,9,0,0,9,0,12,58,12,14,161,0,252,8,4,4,6,0,22,3,3,0,5,0,7,5,0,0,4,0,5,87,13,11,172,0,288,52,19,6,30,0,110,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,9,11,3,3,4,0,24,16,0,0,4,0,28,5,0,0,0,0,5,0,0,0,0,0,0,150,37,17,206,8,422,3,0,0,0,0,3,12,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,6,0,34,99,16,14,38,0,167,9,0,0,16,100,130,1100,245,168,1641,119,3275
UCL415027,3,50,33,404,3,500,0,0,0,11,0,10,4,0,0,0,0,4,0,0,0,0,0,0,11,4,3,10,0,29,117,41,39,330,0,534,0,0,4,0,0,4,0,0,0,0,0,4,8,11,5,67,0,91,0,0,0,8,0,11,0,0,0,0,0,3,0,3,0,0,0,3,12,3,4,72,0,83,0,6,0,10,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,6,4,4,3,0,14,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,11,10,74,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,14,16,4,8,14,0,41,0,4,0,8,63,70,173,90,66,714,70,1115
UCL415028,5,52,27,319,0,405,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,6,14,0,0,11,0,22,123,46,31,313,0,521,12,0,6,0,0,18,0,6,0,5,0,10,16,6,0,69,0,94,4,0,0,9,0,14,3,0,0,3,0,3,0,0,0,0,0,3,15,4,7,83,0,107,6,10,0,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,3,4,4,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,16,9,5,88,0,122,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,14,25,6,3,9,0,49,0,0,0,5,41,50,212,83,51,657,46,1051
UCL415029,35,136,119,1789,43,2126,0,5,0,124,0,124,26,0,0,10,0,31,0,0,0,0,0,4,55,16,9,42,0,118,269,135,115,1436,38,1988,34,0,13,0,0,42,10,0,0,9,0,21,46,18,11,224,9,296,5,0,0,12,0,14,4,0,0,5,0,7,14,0,0,0,0,15,35,23,20,301,8,385,88,15,10,78,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,3,0,0,0,0,8,4,0,5,0,0,9,10,4,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,68,32,34,324,9,471,0,0,0,0,0,3,9,3,0,3,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,25,83,10,14,41,0,155,3,0,3,59,204,266,655,237,207,3284,287,4664
UCL415030,35,120,90,1536,33,1816,0,3,11,144,3,158,19,0,3,5,0,28,6,0,0,4,0,7,35,4,6,13,0,65,402,126,106,1486,27,2147,13,0,3,0,0,12,0,0,0,4,0,9,48,13,12,345,3,418,13,3,0,17,0,27,0,0,0,0,0,3,12,0,0,0,0,8,51,12,9,274,7,352,55,16,6,42,0,116,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,7,0,0,3,0,18,3,0,0,0,0,10,8,3,5,0,0,11,17,0,0,8,0,29,0,0,0,0,0,3,0,0,0,0,0,0,84,26,19,303,9,439,4,0,0,0,0,4,5,3,0,0,0,4,8,0,0,8,0,17,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,11,0,21,73,14,18,58,0,158,8,4,0,23,281,313,755,210,168,3111,340,4589
UCL415031,5,54,39,402,7,503,0,0,3,15,0,18,3,0,0,0,0,3,4,0,0,0,0,8,17,5,3,4,0,27,149,60,40,310,5,577,7,0,0,0,0,8,5,0,0,4,0,13,12,11,5,64,0,92,3,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,15,13,5,53,4,80,6,3,3,10,0,22,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,3,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,31,12,10,62,0,116,0,0,0,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,7,30,4,9,17,0,61,0,5,0,23,39,72,250,100,71,721,53,1189
UCL415032,6,75,62,616,12,783,0,3,5,42,0,45,3,0,7,0,0,9,0,0,0,0,0,0,32,4,0,4,0,41,297,88,70,693,25,1172,8,0,0,0,0,10,6,3,0,6,0,13,34,11,16,123,7,196,4,0,0,4,0,11,0,0,0,0,0,0,9,3,0,5,0,9,41,11,11,167,0,236,27,5,0,12,0,42,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,6,3,0,0,0,11,3,0,0,5,0,15,4,0,0,0,0,4,0,0,0,0,0,0,51,10,22,172,5,259,0,0,0,0,0,0,5,0,0,0,0,5,4,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,30,53,12,17,21,0,103,0,0,0,9,73,85,505,145,122,1338,117,2226
UCL415033,0,21,16,349,11,391,0,0,0,21,6,24,0,0,0,0,0,4,0,0,0,4,0,11,6,0,0,0,0,5,33,20,18,300,4,372,4,0,0,0,0,3,3,0,0,0,0,3,11,0,0,106,5,127,8,0,0,24,0,36,0,0,0,0,0,3,0,0,0,0,0,0,5,6,3,42,0,53,3,0,3,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,66,4,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,0,0,0,3,0,3,69,0,4,13,3,89,0,0,0,7,74,82,158,32,29,677,101,995
UCL415034,5,28,33,524,4,603,0,0,0,18,0,19,13,0,0,0,0,15,0,0,0,0,0,0,13,0,6,10,0,21,57,29,27,411,7,537,10,0,0,0,0,10,0,0,0,5,0,9,9,0,0,73,3,85,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,13,7,5,3,109,5,135,9,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,0,0,3,7,0,0,4,0,5,5,0,0,0,0,5,0,0,0,0,0,0,25,13,11,139,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,32,10,5,18,5,62,4,0,0,20,65,87,162,53,61,982,85,1344
UCL415035,12,34,33,520,14,609,0,0,0,97,0,105,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,0,0,15,108,39,27,396,22,585,4,0,0,0,0,3,0,0,0,0,0,0,23,6,9,69,3,108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,4,8,88,0,113,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,3,7,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,12,3,79,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,5,19,4,0,25,0,51,0,0,0,8,196,204,203,57,53,940,224,1482
UCL415036,6,32,24,429,11,499,0,0,0,13,0,13,8,0,0,0,0,8,0,0,0,0,0,4,8,7,0,0,0,13,68,25,25,450,10,585,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,88,0,111,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,65,4,80,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,9,6,0,0,0,0,6,0,0,0,0,0,0,14,10,8,56,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,8,5,8,0,42,0,0,0,6,51,61,127,53,38,835,75,1128
UCL415037,69,110,70,1421,33,1705,6,8,0,197,0,212,49,0,0,11,0,62,16,0,4,19,0,42,25,8,0,14,0,51,221,116,70,1293,39,1740,24,0,0,0,0,25,0,0,0,10,0,17,32,20,16,450,7,520,120,15,9,45,0,187,3,0,0,0,0,5,140,0,0,0,0,143,28,21,13,245,0,305,49,15,6,62,0,136,3,0,4,0,0,4,0,0,0,7,0,5,6,0,0,4,0,7,0,4,0,7,0,10,3,0,0,0,0,11,3,3,0,5,0,12,15,3,0,9,0,34,3,0,0,3,0,0,0,0,0,0,0,0,36,23,10,241,0,312,4,0,0,0,0,4,5,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,32,0,0,0,3,42,6,0,0,11,0,14,441,31,27,60,10,572,19,0,5,26,233,283,1214,232,156,2949,317,4867
UCL415038,3,23,21,442,4,493,0,0,0,7,0,7,3,0,0,0,0,5,0,0,0,4,0,3,6,0,0,6,0,10,77,30,29,438,0,587,0,0,0,0,0,0,0,0,0,6,0,4,5,10,8,95,0,114,4,0,0,4,0,12,0,6,0,0,0,8,0,0,0,0,0,5,14,7,0,94,0,109,14,6,0,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,13,13,145,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,38,6,7,10,0,66,0,0,0,9,44,54,166,58,51,922,42,1250
UCL415039,22,114,107,1340,14,1588,3,9,3,157,9,170,10,0,3,6,0,23,0,5,0,8,0,12,18,10,3,34,0,64,216,106,108,969,16,1413,105,3,12,7,0,121,4,0,0,0,0,5,15,13,10,191,0,234,4,3,0,9,0,14,0,0,0,3,0,4,18,0,0,0,0,19,30,15,19,224,4,292,16,13,0,49,3,81,0,0,0,0,0,0,3,0,5,6,0,15,0,0,0,0,0,0,0,0,0,10,0,10,46,6,0,0,0,54,19,11,6,0,0,32,11,0,0,3,0,20,3,0,0,0,0,10,6,0,0,0,0,6,71,21,25,203,3,324,4,0,0,4,0,11,20,3,0,0,0,19,7,0,0,0,0,11,7,0,0,0,0,4,0,0,0,0,0,0,8,3,4,14,0,33,163,24,27,57,3,277,8,0,0,50,343,399,654,209,189,2359,378,3788
UCL415040,5,40,24,500,3,572,0,6,0,47,5,51,0,0,0,3,0,3,0,0,0,3,0,4,13,0,0,9,0,21,63,29,30,438,7,572,4,3,5,6,0,17,0,0,0,5,0,5,9,3,8,126,0,151,5,0,0,3,0,8,3,0,0,0,0,10,0,0,0,0,0,0,4,4,3,104,0,119,8,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,5,6,85,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,22,6,0,17,0,44,5,0,0,21,161,178,139,67,42,986,177,1420
UCL415041,19,129,110,1434,24,1725,0,4,0,21,0,24,17,0,4,0,0,23,3,0,0,0,0,4,24,11,10,32,0,74,340,117,108,1153,11,1727,11,0,11,0,0,26,6,0,0,17,0,27,90,47,40,1047,19,1247,7,0,0,7,0,13,7,0,0,0,0,9,12,0,0,0,0,13,55,19,13,247,0,341,20,7,3,45,0,77,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,11,0,3,0,0,15,10,6,3,7,0,21,4,0,0,0,0,5,0,0,0,0,0,0,83,26,32,267,4,405,5,3,3,0,0,9,6,0,0,0,0,10,7,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,6,14,3,4,18,0,39,85,13,24,65,5,191,4,5,0,35,119,157,668,229,215,3122,168,4392
UCL415042,6,35,21,609,8,686,0,0,0,20,0,20,3,0,0,5,0,4,0,0,0,0,0,0,5,3,0,0,0,12,88,46,26,550,20,730,0,0,0,0,0,0,0,0,0,4,0,3,15,4,4,113,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,100,0,120,10,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,11,4,0,0,0,0,3,0,0,0,0,0,0,19,12,8,129,3,176,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,18,0,0,26,0,50,4,0,0,14,81,101,155,73,46,1177,110,1559
UCL415043,21,111,99,1110,14,1356,0,7,0,91,0,98,3,0,0,0,0,6,3,6,0,7,0,16,26,8,3,28,0,69,207,86,104,764,22,1171,15,0,8,11,0,31,0,0,0,3,0,7,14,9,10,140,0,169,28,4,5,19,0,50,0,0,0,0,0,9,14,0,0,0,0,14,15,11,4,148,5,185,75,24,10,130,0,243,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,7,3,3,10,0,31,10,0,4,0,0,15,8,3,0,0,0,7,5,5,0,8,0,24,0,0,0,0,0,6,0,0,0,0,0,0,44,28,14,125,3,214,0,0,0,0,0,0,9,0,3,0,0,7,0,0,0,5,0,3,0,0,0,0,0,0,14,3,0,0,0,19,5,0,0,4,0,6,80,10,9,27,0,126,6,3,0,13,129,150,523,194,167,1856,168,2907
UCL415044,30,60,53,476,0,628,0,4,0,30,0,38,25,0,0,0,0,24,7,0,0,6,0,16,11,4,3,17,0,30,125,64,54,339,6,591,22,3,9,0,0,32,0,0,0,0,0,4,14,4,0,79,0,98,31,11,0,40,0,88,4,0,0,0,0,5,15,0,0,0,0,15,22,4,7,48,0,80,43,11,14,92,0,167,5,0,0,0,0,5,0,0,0,6,0,4,12,0,0,0,0,9,0,0,0,6,0,12,3,0,0,0,0,3,3,0,0,0,0,3,11,5,0,4,0,19,9,0,0,0,0,8,0,0,0,4,0,0,21,10,8,66,0,104,0,0,0,7,0,6,10,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,105,5,0,5,0,113,10,0,0,0,0,7,109,10,6,43,0,170,6,0,0,4,64,67,522,112,94,871,67,1677
UCL415045,10,35,32,606,11,689,0,0,5,34,0,38,15,0,3,0,0,20,5,0,0,0,0,0,10,0,0,0,0,15,89,28,24,510,7,660,8,0,3,0,0,10,0,0,0,5,0,7,17,4,4,216,5,245,0,0,0,0,0,0,3,0,0,0,0,7,26,0,0,3,0,29,6,4,4,73,0,94,7,0,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,3,0,0,0,0,6,5,0,0,0,0,5,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,86,0,108,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,7,107,6,3,12,0,129,0,0,0,19,125,146,306,56,49,1155,146,1715
UCL415046,36,115,89,1587,35,1860,0,3,4,92,4,106,13,0,0,5,0,18,4,0,0,0,0,5,45,9,3,23,0,79,290,142,81,1389,23,1926,20,3,5,9,0,32,4,0,0,16,0,20,34,23,13,224,6,300,30,0,4,15,0,51,0,0,0,3,0,5,10,0,0,0,0,8,27,19,11,236,5,288,38,10,5,41,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,21,5,0,0,0,0,6,8,5,6,0,0,11,14,4,0,13,0,33,6,0,0,0,0,9,0,0,0,0,0,0,76,11,21,241,6,355,3,0,0,4,0,6,15,6,0,0,0,17,4,7,0,6,0,23,3,0,0,0,0,3,0,0,0,0,0,0,8,3,0,13,0,27,52,14,11,62,5,138,3,0,0,28,242,273,599,221,149,2962,313,4247
UCL415047,23,94,78,773,6,983,0,4,0,29,0,36,0,0,0,0,0,3,0,0,0,0,0,3,16,13,3,20,0,52,309,110,100,569,13,1098,5,0,0,0,0,3,0,0,0,0,0,8,32,14,18,209,0,274,7,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,27,21,11,103,0,167,8,9,3,32,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,10,3,0,0,0,0,3,3,4,4,0,0,13,8,0,6,4,0,19,0,4,0,0,0,0,0,0,0,0,0,0,51,17,23,126,0,213,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,9,39,8,6,34,0,88,0,0,0,9,45,50,449,169,150,1355,65,2190
UCL415048,21,120,93,626,10,873,0,0,3,20,0,21,0,0,4,0,0,6,4,0,0,4,0,10,29,9,5,11,0,57,364,110,96,608,6,1196,0,0,0,0,0,7,14,5,0,8,0,25,49,5,15,129,3,201,0,0,0,6,0,9,0,0,0,0,0,8,3,0,0,0,0,3,50,14,13,126,0,202,17,9,6,12,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,0,12,3,0,0,0,0,3,9,4,4,0,0,12,5,4,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,71,23,33,156,0,296,0,0,0,0,0,0,5,0,0,4,0,9,0,0,0,7,0,7,3,0,0,3,0,3,0,0,0,0,0,0,23,3,7,7,0,46,47,12,8,22,0,99,3,0,0,10,50,57,573,190,161,1210,65,2205
