UCL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
UCL122011,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,42,0,5,0,0,0,0,0,0,0,53
UCL122012,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12
UCL122013,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,32
UCL122014,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,31
UCL122015,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,3,59
UCL122016,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,28
UCL122017,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25
UCL122018,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26
UCL122019,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19
UCL122020,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,6,43
UCL122021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,21
UCL122022,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,5,0,3,0,3,0,0,0,4,59
UCL122023,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,47,4,3,0,0,0,0,0,0,0,64
UCL122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,17
UCL122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16
UCL122026,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,9,6,4,4,0,0,0,0,0,27
UCL122027,4,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,3,0,0,20
UCL122028,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
UCL122029,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,0,0,0,0,0,0,43
UCL122030,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,5,4,0,0,0,0,0,0,0,38
UCL122031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
UCL122032,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,42,5,3,0,0,0,3,0,0,0,55
UCL122033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
UCL122034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7
UCL122035,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,4,48
UCL122036,0,0,0,0,7,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7,0,3,0,21
UCL122037,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,10,6,0,5,0,0,0,0,0,31
UCL122038,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,3,0,3,0,0,0,0,0,0,36
UCL122039,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,21
UCL122040,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19
UCL122041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,5,0,0,0,0,0,5,28
UCL122042,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,37
UCL122043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,19
UCL122046,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,58,5,0,0,0,0,0,0,0,0,68
UCL122047,4,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,82,8,7,0,0,0,6,0,0,4,112
UCL122048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,24
UCL122049,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25
UCL122050,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14
UCL122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11
UCL122052,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,43
UCL122053,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,31
UCL122054,13,0,0,7,0,0,0,15,57,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,0,7,5,0,0,16,69
UCL122055,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,57,5,3,0,0,0,0,0,0,0,71
UCL122056,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,14
UCL122057,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,18
UCL122058,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,64,3,3,0,3,0,0,0,0,4,81
UCL122059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25
UCL122060,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,21
UCL122061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL122062,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,18
UCL122063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10
UCL122064,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,13
UCL122065,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,4,3,0,0,0,0,3,44
UCL122066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,21
UCL122067,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,5,0,0,0,0,0,0,0,4,58
UCL122068,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,14
UCL122069,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,63,14,6,0,5,3,4,0,0,0,85
UCL122070,0,0,0,4,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,62,4,3,0,0,4,0,0,0,3,80
UCL122071,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,3,5,0,0,0,0,0,0,0,23
UCL122072,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,3,0,0,0,0,35
UCL122073,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,34
UCL122074,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,34
UCL122075,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,34
UCL122076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10
UCL122077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17
UCL122078,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,31,6,4,3,0,0,3,0,0,0,49
UCL122079,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,5,0,0,0,0,0,61
UCL122080,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,47,9,0,0,0,0,0,0,0,0,55
UCL122081,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17
UCL122082,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,16
UCL122083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13
UCL122084,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,12
UCL122085,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,17
UCL122086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19
UCL122087,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13
UCL122088,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,21
UCL122089,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,24
UCL122090,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,65,9,10,0,0,0,5,0,0,0,83
UCL122091,0,5,3,0,10,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,10,0,4,5,3,0,10,7,4,0,37
UCL122092,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20
UCL122093,0,0,0,0,11,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,11,3,0,3,34
UCL122094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,31
UCL122095,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14
UCL122096,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33
UCL122097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
UCL122098,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,49,0,8,0,0,0,0,0,0,7,64
UCL122099,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15
UCL122100,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,79,10,0,0,0,0,0,0,0,4,99
UCL122101,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,30
UCL122102,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,3,0,0,0,26
UCL122103,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,17
UCL122104,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,77,5,0,0,0,0,0,0,0,0,85
UCL122105,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,44,13,4,0,0,0,0,0,0,3,64
UCL122106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
UCL122107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,3,16
UCL122108,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,35
UCL122109,6,0,0,6,33,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,81,15,16,0,7,14,29,0,0,3,167
UCL122110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,18
UCL122111,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,41,5,5,0,0,0,0,4,0,0,59
UCL122112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,35
UCL122113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,28
UCL122114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,30
UCL122115,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,3,44
UCL122116,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,3,4,0,0,0,7,0,0,7,58
UCL122117,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,19
UCL122118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12
UCL122119,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,3,51
UCL122120,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,5,31
UCL122121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13
UCL122122,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,5,0,0,0,0,50
UCL122123,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20
UCL122124,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,3,5,5,0,0,0,0,0,0,36
UCL122125,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,31,3,3,0,0,0,3,0,0,0,40
UCL122126,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,11,4,0,0,0,4,0,0,0,56
UCL122127,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15
UCL122128,3,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,5,0,0,17
UCL122129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,20
UCL122130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
UCL122131,3,0,7,0,15,6,0,7,50,0,0,0,0,0,0,0,0,0,0,0,85,20,16,3,6,0,21,7,0,11,171
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,16
UCL122133,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20
UCL122134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,8,0,0,0,0,0,0,6,56
UCL122135,9,7,8,14,9,0,6,19,65,0,0,0,0,0,0,0,0,0,0,0,7,0,11,7,7,14,9,0,6,19,73
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122137,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,14
UCL122138,5,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,3,0,0,0,0,0,22
UCL122139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15
UCL122140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
UCL122141,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,3,5,0,0,0,0,0,0,3,44
UCL122142,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,35
UCL122143,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,4,0,0,0,0,0,27
UCL122144,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,23,3,0,4,0,0,0,0,0,0,28
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12
UCL122146,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,20
UCL122147,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,22
UCL122148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21
UCL122149,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,16
UCL122150,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,6,4,0,0,0,0,0,0,0,38
UCL122151,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,32
UCL122152,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,31
UCL122153,3,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,44,6,4,0,0,0,3,0,0,0,58
UCL122154,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,30,8,12,0,0,0,0,0,0,0,51
UCL122155,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,6,8,0,0,0,0,0,0,0,33
UCL122156,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,7,0,0,0,31
UCL122157,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,8,0,0,0,0,0,44
UCL122158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,4,18
UCL131001,1709,409,407,496,700,290,102,534,16740,55,6,11,0,0,4,0,7,4,673,749,43444,5174,3751,757,741,813,1131,561,211,2867,59455
UCL179997,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL201001,205050,54251,57754,63450,72919,26130,6988,21172,1198700,710,177,284,64,96,84,125,36,27,3643,5253,777300,279496,259134,65333,69497,75494,86045,31472,9357,35028,1688155
UCL203001,1246,347,339,423,514,211,38,112,5786,12,0,3,0,0,0,0,0,0,29,46,5759,1926,1827,439,428,551,626,273,56,340,12233
UCL203002,1399,423,399,498,399,155,33,91,5694,3,0,5,0,0,0,0,0,0,41,48,4033,1975,1721,513,480,575,465,193,57,279,10291
UCL203003,3864,1063,1195,1333,1676,620,119,383,19628,35,3,5,0,0,8,4,5,0,99,155,16358,4753,5332,1318,1438,1616,2043,784,160,892,34703
UCL211001,455,139,157,231,207,54,24,37,2236,3,3,0,0,0,0,0,0,0,10,16,2132,650,634,156,182,268,234,79,33,109,4483
UCL211002,4293,988,838,799,921,261,120,296,18091,12,15,3,0,5,0,0,0,0,21,56,8338,6190,5136,1160,1000,912,1020,308,144,499,24711
UCL212001,343,101,67,77,102,31,8,22,1544,0,0,0,0,0,0,0,0,0,3,10,1831,572,506,116,91,94,106,45,15,73,3455
UCL212002,125,29,36,55,73,20,0,15,521,3,0,0,0,0,0,0,0,0,0,3,577,147,184,46,42,69,82,28,4,47,1227
UCL212003,754,308,353,430,501,173,36,165,4386,8,4,0,0,0,0,0,0,0,15,23,2190,712,928,341,387,461,546,188,42,249,6054
UCL212004,63,10,6,14,15,6,4,16,374,0,0,0,0,0,0,4,0,0,0,0,1581,287,222,51,28,37,37,20,10,126,2391
UCL212005,1645,466,483,585,692,228,85,178,7693,5,0,3,0,0,0,0,0,0,14,29,3216,1859,1891,516,528,639,742,261,100,289,10038
UCL212006,478,103,81,60,85,32,5,35,2366,5,0,3,0,0,0,0,0,0,8,21,3897,909,877,160,132,104,132,63,17,126,6417
UCL212007,139,26,20,17,34,12,0,6,615,0,0,0,0,0,0,0,0,0,4,4,1567,488,466,74,76,55,87,44,15,39,2906
UCL212008,241,75,72,99,144,36,15,49,1536,4,0,0,0,0,0,0,0,0,8,11,2053,457,383,108,87,129,173,42,27,138,3597
UCL212009,273,87,115,182,261,55,16,30,1516,0,0,0,0,0,0,0,0,0,18,25,1424,441,430,119,140,216,316,81,28,108,3296
UCL213001,163,39,41,46,47,23,13,22,604,0,0,0,0,0,0,0,0,0,5,9,917,148,216,42,52,55,67,33,15,58,1599
UCL213002,40,5,9,12,5,6,0,3,237,0,0,0,0,0,0,0,0,0,227,228,840,133,90,14,18,19,13,14,3,267,1411
UCL213003,108,40,77,116,111,25,28,8,746,0,0,0,0,0,0,0,0,0,0,8,490,154,139,45,82,125,119,29,28,32,1254
UCL213004,92,25,21,16,31,15,0,11,536,5,0,0,0,0,0,0,0,0,0,6,1337,210,171,31,33,23,42,18,0,55,1923
UCL213005,83,25,19,18,29,17,0,7,518,4,0,0,0,0,0,0,0,0,0,7,1692,270,233,60,45,39,36,13,10,46,2453
UCL213006,51,11,5,10,6,8,0,8,342,3,0,0,0,0,0,0,0,0,20,22,897,215,121,35,18,20,14,13,5,51,1378
UCL213007,165,35,54,59,39,30,0,7,688,0,0,0,0,0,0,0,0,0,0,0,496,244,218,47,57,79,57,42,0,34,1257
UCL213008,256,84,50,57,56,20,8,19,1202,7,0,0,0,0,0,0,0,0,0,3,1388,464,395,110,71,67,59,20,8,45,2625
UCL213009,97,16,11,20,24,17,0,5,517,9,0,0,0,0,0,0,0,0,26,35,1036,198,161,29,22,24,34,20,5,48,1577
UCL213010,63,18,17,22,26,30,16,30,703,11,0,0,0,0,0,0,0,0,0,11,1612,143,112,20,16,23,28,36,16,82,2097
UCL213011,215,21,29,42,60,31,3,58,1153,5,0,0,0,0,0,0,0,0,8,11,1413,229,260,38,35,49,76,35,3,124,2267
UCL213012,61,20,32,24,12,4,3,3,311,0,0,0,0,0,0,0,0,0,0,4,680,89,94,26,39,32,19,12,3,28,1032
UCL213013,160,23,30,44,55,27,7,12,727,4,0,0,0,0,0,0,0,0,11,15,1003,260,234,33,48,77,65,48,7,49,1826
UCL213014,237,59,139,172,120,20,21,38,1108,4,0,0,0,0,0,0,0,0,5,8,379,191,284,64,142,175,129,26,21,55,1463
UCL213015,392,107,75,80,92,25,20,29,1808,3,0,0,0,0,0,0,0,0,6,13,1130,726,507,119,91,98,101,29,16,49,2873
UCL213016,128,59,59,63,66,31,14,19,867,4,0,0,0,0,0,0,0,0,6,15,1084,210,197,81,67,77,83,43,14,72,1936
UCL213017,149,32,72,70,115,38,6,16,1044,0,0,0,0,0,0,0,0,0,0,3,1552,386,249,59,85,95,135,51,9,62,2691
UCL213018,52,11,11,12,15,4,0,0,227,4,0,0,0,0,0,0,0,0,0,4,511,56,69,11,11,18,21,11,0,15,721
UCL214001,63,16,40,48,50,27,29,6,413,0,0,0,0,0,0,0,0,0,4,3,337,102,85,26,38,51,57,36,28,22,787
UCL214002,13,0,8,0,0,0,0,5,136,0,3,0,0,0,0,0,0,0,0,8,413,74,50,9,8,11,7,0,3,24,588
UCL214003,53,12,27,44,39,17,4,11,356,3,0,0,0,0,0,0,0,0,0,4,598,91,83,24,40,60,50,25,6,32,991
UCL214004,96,55,50,41,44,10,3,18,528,0,0,0,0,0,0,0,0,0,0,0,406,98,115,66,59,49,44,16,3,32,885
UCL214005,5,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,0,0,5,0,0,3,62
UCL214006,53,13,11,25,19,14,3,16,382,5,0,0,0,0,0,0,0,0,3,6,913,111,94,23,22,30,33,19,3,49,1305
UCL214007,238,33,40,30,62,20,0,13,813,0,0,0,0,0,0,0,0,0,0,0,370,303,289,45,47,35,66,21,0,24,1203
UCL214008,57,7,24,32,23,14,3,4,271,0,0,0,0,0,0,0,0,0,0,0,389,119,104,9,32,36,29,9,3,32,769
UCL214009,42,9,3,9,3,3,4,7,258,5,0,0,0,0,0,0,0,0,0,5,939,129,101,18,10,11,8,8,4,38,1277
UCL214010,23,9,4,4,12,0,6,5,150,0,0,0,0,0,0,0,0,0,0,0,626,66,58,14,4,5,12,3,6,40,826
UCL214011,81,31,13,17,18,9,5,11,417,0,0,0,0,0,0,0,0,0,0,4,725,157,131,32,16,28,29,9,6,26,1161
UCL214012,31,5,16,14,14,12,5,9,206,0,0,0,0,0,0,0,0,0,6,10,289,46,50,4,18,20,15,12,5,26,473
UCL214013,27,16,8,22,47,10,0,7,228,0,0,0,0,0,0,0,0,0,5,4,458,91,68,17,13,24,51,13,0,33,775
