UCL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
UCL112002,14,31,39,38,33,26,12,0,0,199,657,950,1861,1658,1699,1268,304,22,4,8426,13,20,40,54,63,51,21,8,0,266,0,30,91,68,51,29,3,0,0,291,64,119,254,276,306,246,42,7,0,1322,0,3,26,61,55,44,3,0,0,203,95,211,402,294,224,169,62,4,0,1459,20,26,48,54,55,49,12,0,0,265,293,274,415,273,223,181,58,3,0,1728,418,204,217,148,126,78,42,0,3,1244,16,27,110,107,148,137,50,8,0,593,14,28,60,53,37,23,5,4,0,218,3,27,53,67,60,47,14,0,0,272,9,12,36,26,48,26,15,5,0,172,17,51,173,140,94,82,52,7,0,615,19,41,104,90,115,84,23,4,0,482,12,81,338,370,405,255,47,6,0,1508,53,160,394,420,486,355,72,5,0,1940,102,414,713,540,558,484,114,9,0,2923,44,24,40,37,31,37,9,0,0,221
UCL112003,13,11,32,32,37,34,9,9,0,176,281,403,994,1375,1706,1395,499,47,3,6704,3,3,22,13,14,17,9,0,0,85,0,0,7,5,4,15,0,0,0,41,24,47,79,100,127,104,31,3,0,513,0,3,18,49,26,32,3,0,0,134,50,107,182,213,195,147,46,10,0,957,14,17,34,47,61,65,19,4,0,256,149,131,211,163,209,149,78,4,0,1096,168,150,207,166,155,116,40,0,4,1003,7,19,50,94,119,140,37,4,0,471,7,14,30,58,49,49,18,8,0,219,0,8,41,71,94,70,28,7,0,311,4,0,38,31,38,26,23,4,0,171,10,38,120,244,293,230,116,15,0,1067,15,27,62,70,92,97,26,0,0,394,12,31,152,252,338,253,73,7,0,1120,24,59,212,403,551,500,156,14,0,1918,23,92,317,486,604,572,212,14,0,2323,12,10,49,72,93,52,41,6,0,350
UCL112004,8,4,13,21,41,34,18,4,0,159,286,349,754,944,1202,1021,434,77,4,5075,6,10,23,26,28,28,21,10,0,152,0,0,10,15,22,13,5,0,0,65,27,40,97,120,125,134,56,8,0,613,0,0,7,16,16,13,3,0,0,57,59,101,189,187,199,147,57,13,0,949,8,5,41,63,71,70,17,6,0,285,133,114,140,130,183,163,91,26,6,981,231,133,181,113,102,91,33,6,3,895,6,9,42,59,80,88,42,7,0,320,7,4,26,34,40,21,8,8,0,142,0,11,33,91,101,53,49,8,4,347,8,8,25,54,66,40,23,6,0,240,14,25,118,194,236,182,145,28,5,946,13,25,46,82,109,59,34,10,0,365,0,16,55,87,128,88,29,4,0,409,23,47,107,186,326,277,97,10,0,1074,20,90,306,311,329,368,144,23,0,1585,13,13,25,33,31,32,14,6,0,166
UCL112005,9,13,21,26,26,16,8,0,0,120,326,426,952,904,877,579,147,10,0,4210,0,3,16,15,17,17,5,0,0,75,10,34,157,193,158,114,0,0,0,672,38,68,137,127,135,94,30,0,0,632,7,8,17,18,31,16,3,0,0,101,47,99,168,108,110,94,16,0,0,639,6,17,46,41,44,24,5,0,0,184,121,115,192,162,176,104,29,3,0,896,229,138,235,140,98,88,10,0,0,938,11,24,45,67,84,75,34,5,0,343,0,4,12,7,3,0,0,0,0,38,0,11,30,36,38,14,5,0,0,134,5,10,38,22,23,19,0,0,0,123,5,24,76,37,50,31,12,3,0,238,12,37,99,97,111,60,8,0,0,425,5,18,111,109,114,95,18,0,0,472,13,48,117,141,112,63,24,0,0,519,32,114,256,282,271,240,64,6,0,1266,9,17,25,24,10,15,3,0,0,100
UCL112006,23,26,86,58,45,27,11,7,0,276,588,893,2557,1908,1623,1404,365,44,3,9376,17,22,77,59,54,61,53,17,4,365,4,25,91,66,46,38,0,0,0,266,66,88,321,227,158,125,39,3,0,1030,0,4,39,61,59,46,12,0,0,223,114,220,488,300,250,216,54,10,0,1646,21,38,112,82,113,96,21,9,0,477,306,207,514,308,271,231,64,6,3,1915,341,159,335,197,158,134,48,10,0,1371,8,26,127,122,140,163,62,11,0,671,17,17,27,34,17,21,6,0,0,143,8,29,90,64,67,56,6,4,0,323,7,5,56,44,38,43,20,0,0,211,17,74,214,163,115,97,42,7,0,734,13,43,119,117,93,95,28,0,0,498,10,98,393,331,329,243,50,4,0,1457,35,112,388,449,361,305,107,7,0,1765,66,316,1266,860,632,592,150,11,0,3893,29,27,67,53,43,40,6,0,0,275
UCL112007,9,6,9,5,6,5,7,0,0,38,108,87,251,303,343,261,62,15,0,1417,0,0,17,20,17,17,5,9,0,90,0,0,0,0,3,3,0,0,0,8,14,16,45,45,64,34,5,0,0,233,0,0,8,3,5,12,0,0,0,31,19,32,93,83,67,50,16,0,0,362,0,4,3,18,16,21,5,0,0,65,40,22,27,46,48,51,14,0,0,251,76,32,44,58,42,49,19,9,0,326,3,0,3,11,25,22,23,0,0,84,6,0,0,3,0,0,4,0,0,18,0,7,4,10,16,12,3,0,0,58,0,0,0,4,19,8,0,0,0,30,0,5,24,24,26,13,3,0,0,91,3,3,8,10,16,24,12,0,0,80,0,8,24,52,45,31,14,0,0,180,7,8,56,64,67,33,4,0,0,239,10,27,92,73,106,104,16,0,0,427,9,3,5,13,11,10,9,0,0,65
UCL112008,18,7,21,25,21,16,11,11,0,134,258,258,567,666,787,811,254,25,0,3638,0,11,19,15,27,30,12,8,0,121,0,0,11,12,13,11,0,0,0,44,9,11,34,34,39,48,19,5,0,192,4,4,11,16,20,31,8,0,0,88,42,62,112,142,155,133,36,3,0,690,8,3,12,17,18,13,8,0,0,67,147,95,116,148,171,156,42,3,0,882,193,112,130,116,109,137,28,6,0,829,3,0,14,15,42,47,26,4,0,156,8,0,5,5,7,12,7,0,0,44,0,5,20,24,12,36,9,0,0,111,7,13,21,28,38,32,7,5,0,152,4,12,28,39,61,62,48,4,0,262,5,11,24,40,55,66,26,0,0,230,0,12,33,79,90,100,21,0,0,345,4,36,98,124,130,140,48,5,0,589,31,74,267,297,314,355,104,9,0,1455,3,5,13,14,20,22,7,0,0,84
UCL112009,5,17,38,20,27,26,3,0,0,140,330,477,1220,1040,1049,887,222,17,0,5235,4,8,45,41,29,27,23,5,0,182,0,11,44,37,19,11,5,0,0,123,41,81,187,134,121,91,14,0,0,671,0,8,26,28,37,33,8,0,0,144,69,164,306,199,154,146,31,0,0,1075,13,21,41,30,34,37,8,5,0,187,151,134,242,211,167,179,39,4,0,1127,220,117,182,108,83,87,20,0,0,812,3,20,83,107,110,123,42,4,0,489,0,15,16,16,4,12,0,0,0,76,0,8,31,22,29,27,3,0,0,126,8,14,22,26,24,15,9,0,0,123,10,37,104,70,72,57,30,8,0,384,11,41,52,71,82,80,22,6,0,370,5,53,228,287,336,255,27,0,0,1189,21,65,175,165,164,169,49,9,0,820,30,116,476,400,381,363,108,5,0,1873,6,16,24,20,24,14,4,0,0,109
UCL112010,15,31,64,45,39,27,11,9,0,236,344,422,1216,1036,982,781,223,31,0,5042,17,65,233,206,212,200,86,26,3,1041,0,0,4,4,3,0,0,0,0,15,67,173,576,511,392,280,54,4,0,2053,5,0,20,41,39,32,6,0,0,146,54,95,201,141,111,101,35,4,0,749,12,22,65,54,69,45,23,0,0,290,241,121,181,179,170,152,53,3,0,1086,120,76,124,61,70,75,24,0,0,558,0,14,60,37,60,73,26,9,0,278,10,7,15,9,12,4,0,0,0,54,3,4,29,22,30,12,3,0,0,123,4,9,10,7,24,16,11,0,0,89,7,33,111,70,61,63,17,7,0,376,3,15,77,54,61,58,13,3,0,282,7,17,98,103,110,81,16,0,0,429,17,38,157,154,163,126,37,3,0,686,23,94,308,316,250,229,82,10,0,1312,9,10,26,23,4,3,0,0,0,76
UCL112011,11,15,34,22,20,14,5,5,0,128,283,461,1196,877,804,537,89,8,0,4259,4,10,19,23,23,12,4,0,0,88,10,27,163,155,134,55,4,0,0,554,29,59,220,131,159,103,8,0,0,716,3,13,39,25,21,21,5,0,0,121,56,110,251,172,137,105,19,0,0,848,0,17,53,61,53,22,3,0,0,213,108,144,247,163,145,90,16,0,0,923,212,115,122,80,64,47,14,0,0,660,5,18,71,90,92,85,14,0,0,376,0,6,14,7,5,5,0,0,0,38,0,12,52,36,39,12,0,0,0,152,5,13,32,26,21,12,3,0,0,111,4,23,105,63,51,30,4,0,0,287,7,29,125,93,94,67,10,0,0,423,8,28,96,97,101,62,12,0,0,401,8,49,108,124,92,75,19,4,0,478,36,137,417,286,266,218,46,0,0,1412,4,6,14,12,11,4,3,0,0,57
UCL112012,12,23,27,41,39,24,12,9,0,181,434,535,1255,1247,1304,1151,285,27,3,6244,26,39,74,62,53,48,11,4,0,315,0,0,3,8,5,9,0,0,0,30,36,81,171,147,111,137,24,3,4,712,5,6,24,29,30,30,0,0,0,120,42,89,226,184,145,120,29,5,0,835,8,24,49,38,44,40,17,0,0,217,262,198,300,253,256,189,62,5,0,1532,291,123,169,116,101,83,28,0,0,910,8,13,64,60,65,95,24,0,0,334,8,7,15,20,17,17,3,0,0,85,0,15,48,38,41,38,8,0,0,204,9,9,26,21,25,26,11,0,0,123,11,45,121,114,100,94,40,3,0,533,20,38,93,76,97,88,23,3,0,436,6,36,95,130,162,146,28,0,0,606,17,78,231,350,309,262,64,4,0,1312,40,180,589,595,665,649,162,9,0,2891,15,15,20,21,29,18,9,0,0,132
UCL112013,3,0,4,0,7,4,0,0,0,20,33,50,128,111,123,98,22,4,0,571,3,3,17,13,17,10,9,4,0,75,0,0,4,0,0,0,0,0,0,8,3,4,15,13,11,12,5,0,0,62,0,0,4,3,5,9,0,0,0,23,10,6,27,23,22,15,8,3,0,108,0,3,3,14,11,10,0,0,0,41,25,13,23,17,15,16,3,0,0,117,9,13,3,5,6,3,7,0,0,47,4,3,5,18,17,9,0,0,0,60,0,0,3,0,7,0,0,0,0,13,0,3,0,3,4,0,0,0,0,18,0,3,0,0,3,0,0,0,0,12,0,4,13,13,4,5,0,0,0,44,0,0,4,5,11,9,3,0,0,40,0,0,24,19,21,16,0,0,0,81,3,9,33,25,33,25,3,0,0,134,4,14,44,36,36,25,5,0,0,164,0,0,0,4,0,4,0,0,0,15
UCL112014,7,15,37,22,29,23,5,5,0,147,274,376,990,849,938,781,187,24,0,4418,11,5,19,11,17,13,6,0,0,77,0,12,38,60,42,21,5,0,0,175,11,53,105,129,137,113,31,0,0,576,3,11,24,25,37,26,0,0,0,126,74,138,279,225,184,174,41,0,0,1138,0,17,32,44,52,44,3,0,0,191,129,110,176,141,115,105,41,0,0,815,174,72,103,63,49,31,6,0,0,510,0,25,72,68,109,93,29,3,0,402,0,0,17,18,25,13,4,0,0,90,0,13,54,43,45,46,3,0,0,210,3,7,21,28,20,25,10,3,0,124,9,34,107,92,82,78,26,6,0,424,9,26,58,60,58,55,16,0,0,274,3,20,100,87,94,72,8,0,0,381,17,59,139,172,205,157,52,9,0,809,32,152,401,328,378,370,96,8,0,1770,16,7,24,18,9,18,3,0,0,97
UCL112015,18,21,46,40,48,18,4,9,3,213,458,642,1574,1359,1234,934,212,23,4,6440,6,14,36,22,23,10,7,0,0,121,0,3,11,19,8,13,0,0,0,55,22,55,184,148,149,149,23,8,0,740,0,7,30,28,21,28,3,0,0,115,62,160,338,251,201,133,34,0,0,1184,6,9,36,47,56,36,5,5,0,201,236,229,357,260,223,187,43,6,0,1537,372,205,258,185,131,75,18,4,0,1247,4,18,93,76,111,112,43,4,0,464,5,8,15,27,9,9,4,0,0,71,0,6,37,36,31,26,0,0,0,145,0,10,56,29,19,20,3,0,0,146,9,42,129,105,86,69,25,0,0,466,9,37,100,110,108,95,25,0,0,486,20,97,394,352,305,217,31,0,0,1418,20,73,224,182,205,162,28,3,0,898,23,190,672,571,538,475,111,6,0,2585,16,19,28,23,24,19,7,0,0,127
UCL112016,21,22,52,27,32,27,13,3,0,204,637,849,2296,2094,1865,1381,356,29,0,9518,8,22,67,60,61,46,36,19,0,319,11,101,390,339,232,114,15,0,0,1197,35,64,215,198,160,124,27,10,0,830,6,6,31,36,35,33,7,0,0,148,116,198,394,311,245,202,57,5,0,1532,10,35,94,70,59,58,10,0,0,346,363,230,398,290,262,216,55,8,0,1824,393,208,312,205,125,116,34,4,0,1395,19,38,105,132,120,133,61,12,0,612,5,11,33,32,26,15,10,0,0,120,0,22,62,60,70,49,21,3,0,292,0,14,54,45,46,29,22,4,0,218,16,40,212,171,152,124,55,4,0,766,14,44,106,122,120,111,34,0,0,552,16,74,298,376,428,267,50,3,0,1510,42,119,378,437,443,298,93,9,0,1819,60,316,1094,941,795,633,167,9,0,4016,32,16,25,17,24,13,10,0,0,136
UCL112017,15,26,42,48,58,34,23,13,5,263,822,936,1795,2064,2419,1999,486,54,8,10572,5,10,15,15,29,18,26,6,3,125,0,4,6,16,24,11,0,0,0,62,37,57,117,132,118,115,33,3,0,614,3,8,90,182,223,160,14,4,0,685,99,196,351,369,403,308,87,6,0,1814,9,21,42,55,84,66,14,0,0,305,453,285,349,350,356,333,98,29,0,2261,592,318,329,285,215,194,74,4,0,2011,8,26,71,87,149,163,64,9,0,577,16,18,31,36,37,36,9,3,0,179,3,18,48,103,112,73,21,5,0,388,3,16,47,59,69,69,28,5,0,291,13,39,147,209,215,183,76,14,0,898,23,45,99,138,178,171,44,3,0,703,9,52,176,278,341,229,45,0,0,1128,46,110,374,500,591,413,90,5,0,2127,108,348,897,913,1074,993,244,13,0,4582,57,30,33,39,54,36,18,3,0,265
UCL112018,15,19,46,29,32,21,15,5,3,198,556,690,1843,1492,1449,1250,328,41,7,7654,12,31,73,41,47,43,25,13,0,290,0,12,33,37,26,11,4,0,0,113,61,169,564,435,266,181,39,0,0,1723,0,11,18,21,30,39,9,0,0,132,87,140,302,219,182,174,36,6,0,1155,12,19,62,71,74,60,12,0,0,319,302,208,369,269,264,220,65,5,0,1697,373,153,263,163,113,106,35,9,0,1215,20,41,136,135,156,172,57,10,0,723,4,14,46,25,21,21,9,0,0,134,6,19,51,40,51,45,16,0,0,232,5,12,46,33,32,27,16,7,0,169,10,45,137,94,115,80,41,12,0,541,14,36,114,117,126,105,22,0,0,534,9,33,159,200,213,173,35,3,0,836,36,95,284,284,312,256,72,11,0,1345,52,234,817,590,561,560,153,12,0,2968,20,18,29,26,21,21,10,4,0,149
UCL112019,21,44,76,55,42,39,9,7,0,306,888,1259,2620,2365,2250,1880,485,37,0,11786,24,36,103,71,80,82,58,23,0,475,4,3,15,18,10,6,9,0,0,66,89,128,351,407,244,189,58,4,0,1472,0,18,79,75,80,67,8,0,0,322,180,285,545,389,281,258,83,3,0,2024,32,50,109,105,129,113,24,0,0,559,479,406,486,369,330,291,107,16,0,2495,527,342,370,211,147,135,44,4,0,1776,22,46,134,151,212,215,81,9,0,869,12,20,60,42,32,25,9,0,0,194,7,28,86,99,102,67,10,6,0,401,3,23,62,49,42,31,26,0,0,235,24,88,260,221,178,139,45,8,0,962,26,66,164,178,172,160,39,3,0,807,32,105,401,399,447,347,70,3,0,1802,45,149,482,533,686,501,137,10,0,2542,108,391,1200,978,920,803,193,13,0,4617,39,20,38,38,23,25,7,0,0,192
UCL113001,8,3,24,17,17,18,8,0,0,99,224,269,625,738,821,781,249,23,0,3733,9,7,20,28,28,35,23,5,0,152,0,0,3,10,5,8,0,0,0,23,11,21,58,59,53,58,24,0,0,284,0,0,8,12,12,9,0,0,0,49,47,67,167,160,140,125,49,5,0,763,4,8,7,23,27,23,4,0,0,103,135,92,144,123,134,127,55,4,0,813,150,93,108,127,113,90,45,4,0,719,3,8,24,38,49,64,34,8,0,221,4,8,9,6,16,11,0,0,0,51,0,8,14,31,27,22,11,4,0,120,0,3,16,23,24,22,9,9,0,113,4,19,60,93,79,73,33,4,0,371,9,14,41,66,76,66,20,0,0,279,5,15,57,83,113,97,24,4,0,392,12,22,103,154,191,154,52,9,0,693,19,88,267,310,335,403,108,0,0,1525,5,8,18,18,14,14,9,5,4,105
UCL113002,14,7,18,14,14,20,3,0,0,87,133,146,390,413,492,506,145,10,0,2236,3,3,9,11,14,11,17,0,0,62,0,0,3,0,3,0,5,0,0,12,10,7,27,20,41,24,8,0,0,135,0,3,3,10,9,11,0,0,0,47,21,41,141,127,119,73,27,0,0,543,0,3,9,15,16,22,0,0,0,61,97,57,96,98,113,118,35,5,0,616,94,50,76,92,82,92,23,5,0,507,0,12,13,21,44,32,18,0,0,139,6,4,8,4,7,9,0,0,0,42,0,0,18,8,11,16,6,0,0,55,0,3,17,12,16,23,14,0,0,84,4,4,23,28,40,31,32,0,0,167,8,14,30,41,59,49,12,0,0,207,3,19,50,69,77,91,23,0,0,330,0,9,46,51,57,68,31,4,0,267,6,39,139,129,158,203,52,8,0,736,3,6,9,15,9,8,4,3,0,56
UCL113003,6,13,21,25,17,17,6,0,0,97,238,284,802,644,685,742,164,17,0,3586,3,0,9,6,3,15,5,0,0,52,14,55,188,177,170,133,18,0,0,755,17,27,30,22,24,27,5,0,0,148,0,0,26,31,34,30,8,0,0,126,26,54,107,81,73,85,26,0,0,451,10,12,26,26,34,31,9,0,0,150,159,80,137,120,115,128,43,4,0,788,136,76,106,90,68,91,26,0,0,594,5,19,43,49,63,74,26,0,0,282,0,3,13,5,13,6,3,3,0,54,0,11,17,14,11,10,4,0,0,68,0,8,9,18,17,8,4,0,0,62,8,7,29,25,19,21,17,3,0,129,0,14,53,45,44,59,12,0,0,223,0,19,106,76,122,132,17,0,0,473,4,30,173,109,144,123,23,0,0,615,34,113,400,306,293,361,84,3,0,1603,12,10,14,6,18,9,9,0,0,80
UCL113004,5,16,83,46,29,10,10,3,0,203,110,223,839,615,477,378,133,8,0,2787,0,6,32,11,18,8,9,0,0,82,0,0,0,4,0,4,0,0,0,9,5,11,65,29,43,31,9,6,0,188,0,0,3,5,9,4,0,0,0,16,10,28,150,88,84,57,20,0,0,442,5,4,18,26,16,15,6,0,0,85,65,51,116,93,52,54,29,4,0,462,85,132,453,203,97,84,27,0,0,1083,0,3,21,24,13,38,12,0,0,111,4,3,25,33,21,15,9,0,0,104,0,3,17,34,28,20,6,0,0,109,3,6,22,20,32,23,16,0,0,125,3,11,124,155,121,65,35,0,0,517,3,14,77,53,41,39,12,0,0,238,5,6,20,32,28,20,11,0,0,120,3,16,71,97,98,86,35,5,0,407,0,23,143,128,155,138,46,4,0,637,7,10,24,33,34,20,6,0,0,129
UCL113005,11,8,23,22,12,16,6,0,0,108,201,319,648,657,668,576,127,14,0,3211,7,5,26,31,21,29,13,6,6,138,0,0,11,5,5,4,0,0,0,26,17,46,54,48,64,59,10,3,0,304,0,0,8,22,23,19,4,0,0,76,28,65,131,87,85,61,22,4,0,480,0,8,15,23,15,12,4,0,0,85,125,102,139,132,115,96,30,5,0,743,168,87,91,70,64,79,14,0,0,566,10,19,34,46,51,74,25,0,0,259,3,3,15,8,10,4,0,0,0,37,0,9,24,18,23,13,3,0,0,98,0,7,13,16,12,18,4,3,0,73,4,13,45,53,32,32,13,0,0,196,4,24,41,48,40,53,16,0,0,225,9,44,149,168,212,115,19,0,0,719,7,40,109,139,122,115,17,0,0,548,14,103,277,253,275,271,38,0,0,1236,3,5,18,18,21,11,5,4,0,86
UCL113006,4,4,3,9,11,12,4,0,0,42,129,150,324,334,353,310,85,7,0,1685,0,3,16,5,11,11,3,8,0,60,0,0,0,0,0,0,0,0,0,7,10,31,56,32,28,34,8,0,0,206,0,5,6,3,6,3,0,0,0,24,17,26,57,32,27,44,5,0,0,201,3,6,6,4,10,6,5,0,5,45,77,45,90,75,83,47,23,0,0,435,105,45,44,38,29,25,3,3,0,295,0,11,23,24,17,37,19,4,0,133,4,0,0,0,0,3,0,0,0,14,3,4,8,3,7,6,0,0,0,37,0,3,0,3,3,5,3,0,0,22,0,5,12,16,19,18,0,0,0,77,0,4,40,42,24,31,9,0,0,149,0,8,43,52,48,45,11,0,0,216,3,22,54,44,68,59,15,0,0,274,18,55,141,155,181,157,48,4,0,763,0,4,6,7,0,7,0,0,0,20
UCL113007,3,8,16,13,12,17,5,0,0,78,203,219,554,703,718,612,132,10,0,3147,5,5,9,8,11,10,8,0,0,49,0,0,24,40,24,20,0,0,0,110,13,19,46,70,67,83,18,0,0,322,0,0,9,12,16,24,4,0,0,64,61,83,139,153,168,139,25,6,0,775,3,3,24,15,22,30,7,0,0,102,81,46,80,69,70,77,26,0,0,452,162,89,63,60,62,37,6,8,0,488,3,3,22,47,58,51,21,0,0,202,4,10,29,24,16,19,6,0,0,103,3,3,28,37,40,29,18,0,0,167,4,10,11,23,29,21,7,0,0,104,8,15,77,105,111,84,27,0,0,422,4,11,18,27,47,37,5,0,0,147,6,25,100,169,163,112,19,0,0,597,13,34,146,212,186,194,48,3,0,835,17,42,201,241,222,226,59,9,0,1001,11,9,13,18,13,12,3,3,0,78
UCL113008,3,5,16,12,10,21,0,0,0,66,117,183,443,366,440,415,95,9,0,2064,0,3,5,0,4,0,4,0,0,19,3,16,73,74,76,68,11,0,0,323,3,26,54,28,65,35,6,0,0,215,0,15,20,24,33,41,4,0,0,128,13,25,57,48,53,48,16,0,0,272,3,6,34,25,23,22,0,0,0,106,45,53,103,77,76,72,12,0,0,438,103,65,70,49,45,57,13,0,0,403,5,17,26,30,42,51,18,6,0,186,0,3,9,9,5,4,0,0,0,23,0,5,29,18,14,15,0,0,0,91,5,4,5,5,19,5,3,5,0,52,8,13,32,22,20,26,10,0,0,130,5,15,32,40,21,35,4,0,0,156,9,23,107,94,109,100,11,0,0,462,9,18,58,55,81,45,21,0,0,281,5,46,120,101,120,148,35,7,0,579,5,7,16,9,6,6,0,0,0,51
