UCL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
UCL121052,26,53,24,8,33,19,0,168,33,32,34,10,35,9,0,166,11,18,10,0,32,4,0,74,3,7,3,0,12,4,0,27,141,218,114,51,177,79,3,775
UCL121053,17,26,16,10,33,13,0,118,5,30,23,21,36,17,0,126,8,6,3,18,30,11,0,75,0,0,5,4,10,9,0,24,97,120,74,79,160,70,0,608
UCL121054,13,45,25,12,15,0,0,117,14,20,13,20,20,0,0,93,7,10,9,8,3,4,0,26,0,0,0,0,3,0,0,4,140,190,102,77,112,15,4,649
UCL121055,17,41,22,11,18,4,0,110,7,23,15,13,21,6,0,83,3,15,4,5,10,4,0,40,4,3,0,0,5,0,0,7,84,170,88,60,85,26,0,519
UCL121056,14,47,23,20,22,9,0,135,11,27,12,22,27,7,0,103,7,4,6,8,25,4,0,64,5,0,4,0,6,0,0,16,121,217,104,91,159,38,0,718
UCL121057,17,37,21,12,20,4,0,107,7,25,10,10,23,0,0,77,0,0,0,0,3,0,0,9,5,0,0,0,3,0,0,3,104,179,76,43,136,9,0,543
UCL121058,38,94,47,36,36,3,0,263,27,55,55,49,51,6,0,235,17,37,23,27,18,3,0,124,0,4,3,3,10,0,0,23,307,464,246,191,268,34,0,1509
UCL121059,20,27,19,11,17,11,0,106,17,29,19,9,23,0,0,94,0,15,8,0,12,0,0,36,7,5,0,0,4,0,0,15,108,151,84,46,100,32,0,519
UCL121060,30,54,29,9,17,3,0,139,10,35,33,29,27,0,0,133,8,13,7,12,19,0,0,66,0,0,0,0,0,0,0,3,161,231,126,91,137,30,0,784
UCL121061,5,12,6,7,12,0,0,48,5,12,9,14,12,0,0,50,0,0,0,0,4,3,0,17,0,0,0,0,5,0,0,8,77,128,52,58,86,16,0,419
UCL121062,20,50,20,21,25,3,0,137,11,28,15,12,15,0,0,88,3,8,4,4,6,5,0,31,0,0,0,0,0,0,0,7,157,248,100,89,116,17,4,729
UCL121063,21,43,22,10,23,3,0,131,15,67,50,34,50,9,0,224,12,16,9,16,33,7,0,97,0,6,0,3,18,0,0,28,84,185,107,72,142,29,0,621
UCL121064,18,50,15,14,18,0,0,116,9,37,20,14,22,7,0,108,4,12,10,4,26,7,0,57,4,4,6,0,12,3,0,29,82,179,82,58,120,40,0,566
UCL121065,22,46,25,21,19,9,0,144,16,41,49,41,38,7,0,185,6,23,19,23,51,11,0,129,8,3,3,3,10,6,0,26,113,199,131,117,167,53,0,779
UCL121066,10,24,11,11,11,0,0,64,6,12,5,6,16,5,0,46,0,3,0,6,11,0,0,30,4,4,0,0,4,0,0,13,67,107,48,52,99,28,0,403
UCL121067,15,45,23,14,35,8,0,144,22,28,20,22,37,8,0,138,10,16,15,10,38,5,0,88,6,0,4,3,37,3,0,58,109,181,87,83,196,53,0,704
UCL121068,55,110,81,35,83,22,0,389,43,117,90,68,102,14,0,432,20,37,31,27,38,7,0,165,9,9,3,5,20,0,0,41,308,511,321,195,440,97,4,1870
UCL121069,9,32,20,11,13,0,0,83,5,16,4,6,11,0,0,48,0,5,0,0,6,0,0,13,0,0,0,3,3,0,0,3,120,188,99,76,98,3,0,584
UCL121070,20,31,34,9,4,3,0,107,15,17,13,13,11,0,0,70,5,11,5,6,4,0,0,35,0,0,0,0,0,0,0,5,90,145,87,49,50,18,0,442
UCL121071,8,12,7,14,11,3,0,62,13,18,15,6,18,5,0,80,8,6,0,0,8,3,0,27,3,0,6,0,6,0,0,19,92,101,72,43,94,27,0,426
UCL121072,14,33,11,12,14,13,0,93,5,8,14,6,25,7,0,72,4,5,6,0,21,9,0,40,0,0,0,4,0,5,0,14,106,152,62,64,140,83,0,613
UCL121073,10,25,13,18,26,9,0,99,11,21,13,13,47,8,0,116,0,20,10,8,20,11,0,78,0,3,7,0,10,6,0,23,76,140,69,74,164,68,0,587
UCL121074,17,42,19,14,8,0,0,108,16,33,18,5,15,3,0,91,0,13,18,4,9,0,0,45,5,0,0,0,9,0,0,11,80,164,89,54,104,17,0,505
UCL121075,16,16,11,11,9,5,0,52,10,25,20,10,23,6,0,100,22,25,14,15,50,40,0,172,6,10,5,6,22,67,0,115,88,121,72,50,133,130,0,595
UCL121076,15,35,17,10,27,11,0,116,3,20,15,12,36,4,0,97,4,3,3,7,12,0,0,30,0,0,0,0,9,0,0,7,142,230,104,101,164,65,0,802
UCL121077,18,36,6,3,15,10,0,86,7,30,19,8,16,0,0,81,6,7,6,5,8,4,0,41,0,6,0,0,8,0,0,9,103,184,82,51,96,45,0,560
UCL121078,14,20,17,3,23,0,0,83,3,11,5,9,23,0,0,58,4,8,0,0,10,0,0,30,4,0,0,0,0,0,0,7,96,155,79,33,161,6,0,526
