UCL_CODE_2021,Couple_fam_with_no_child_F,Couple_fam_with_no_child_P,Co_f_ch_u_15_de_st_no_de_ch_F,Co_f_ch_u_15_de_st_no_de_ch_P,Co_f_c_u_15_d_st_no_no_d_c_F,Co_f_c_u_15_d_st_no_no_d_c_P,Co_f_c_u_15_no_d_st_no_d_c_F,Co_f_c_u_15_no_d_st_no_d_c_P,Co_f_c_u_15_n_d_st_n_n_d_c_F,Co_f_c_u_15_n_d_st_n_n_d_c_P,Cou_fam_with_child_u_15_Tot_F,Cou_fam_with_child_u_15_Tot_P,Co_f_no_c_u_15_d_st_no_d_c_F,Co_f_no_c_u_15_d_st_no_d_c_P,Co_f_n_c_u_15_d_st_n_n_d_c_F,Co_f_n_c_u_15_d_st_n_n_d_c_P,Co_f_n_c_u_15_n_d_st_n_d_c_F,Co_f_n_c_u_15_n_d_st_n_d_c_P,Cou_fam_no_ch_u_15_Tot_F,Cou_fam_no_ch_u_15_Tot_P,Couple_family_Tot_F,Couple_family_Tot_P,OnePF_CU15_DS_no_de_c_F,OnePF_CU15_DS_no_de_c_P,OnePF_CU15_DS_no_no_d_c_F,OnePF_CU15_DS_no_no_d_c_P,OnePF_CU15_no_DS_no_d_c_F,OnePF_CU15_no_DS_no_d_c_P,OnePF_CU15_no_DS_n_n_d_c_F,OnePF_CU15_no_DS_n_n_d_c_P,OnePF_CU15_Tot_F,OnePF_CU15_Tot_P,OneFP_no_CU15_DS_no_d_c_F,OnePF_no_CU15_DS_no_d_c_P,OnePF_no_CU15_DS_n_n_d_c_F,OnePF_no_CU15_DS_n_n_d_c_P,OnePF_no_CU15_no_DS_n_d_c_F,OnePF_no_CU15_no_DS_n_d_c_P,OnePF_no_CU15_Tot_F,OnePF_no_CU15_Tot_P,OnePF_Tot_F,OnePF_Tot_P,Other_family_F,Other_family_P,Tot_F,Tot_P
UCL315013,172,344,5,29,15,70,3,25,158,609,184,729,7,24,7,18,17,54,31,100,213,833,0,0,9,25,7,15,59,162,74,201,0,7,6,10,27,57,30,71,104,275,6,9,494,1458
UCL315014,188,364,0,0,4,24,4,10,32,120,39,150,0,14,5,10,18,55,25,81,64,231,0,3,6,10,3,13,20,66,28,88,0,4,0,3,20,45,26,55,47,142,6,10,305,745
UCL315015,220,436,11,62,22,106,16,60,144,575,194,808,19,67,21,78,73,232,110,373,298,1180,0,0,6,33,8,34,29,76,48,138,5,13,5,11,28,53,37,79,78,222,0,0,600,1835
UCL315016,275,560,16,83,44,219,22,103,281,1142,357,1544,21,98,29,96,85,281,138,478,496,2025,0,4,10,30,3,12,43,115,54,166,8,21,9,13,37,76,50,112,103,271,0,0,875,2858
UCL315017,281,542,9,45,23,98,5,25,100,394,140,563,6,20,15,43,28,91,47,151,188,710,0,5,12,56,8,14,58,149,76,218,0,0,4,10,43,93,49,107,124,324,12,18,593,1592
UCL315018,29,61,0,7,6,31,9,49,45,200,61,288,0,3,0,0,15,52,19,55,73,343,0,18,5,21,19,78,94,350,117,462,0,7,8,12,28,77,36,95,156,555,11,39,269,1000
UCL315019,135,267,3,15,7,36,5,15,32,150,52,220,3,6,5,19,24,59,29,84,77,303,0,0,4,24,4,10,30,94,41,126,0,4,0,7,30,71,38,87,74,209,4,12,294,789
UCL315020,204,396,0,0,19,70,7,22,158,632,183,735,6,11,9,22,19,56,33,94,209,825,0,0,4,14,4,9,53,140,54,165,0,4,3,3,21,45,25,51,82,214,8,14,503,1451
UCL315021,151,303,0,9,13,55,3,11,57,225,69,298,3,13,4,10,14,51,22,73,95,369,5,16,8,29,5,16,34,98,45,156,0,4,3,10,19,42,27,52,73,209,3,7,320,893
UCL315022,209,407,4,19,15,83,11,48,163,649,195,803,9,29,12,23,30,98,47,159,237,958,0,4,11,47,9,49,44,125,66,225,5,17,3,3,28,66,35,88,101,312,18,35,566,1714
UCL315023,142,280,0,5,9,48,7,19,82,305,91,381,0,10,3,12,18,53,21,71,116,447,0,0,0,0,0,7,26,76,26,78,0,0,4,6,21,44,25,54,50,129,3,10,316,861
UCL315024,182,354,3,8,10,52,8,56,88,343,115,458,5,15,8,21,21,59,29,102,146,560,0,0,10,23,10,45,41,110,59,177,0,0,4,9,25,44,24,55,84,229,4,14,413,1164
UCL315025,609,1226,0,12,22,112,12,48,67,253,99,423,5,34,3,12,52,154,65,196,168,621,0,7,8,20,6,17,38,112,51,149,0,9,5,10,56,118,61,138,113,290,4,19,898,2150
UCL315026,434,873,5,24,40,185,13,59,178,685,237,955,11,30,18,64,78,245,105,345,343,1298,6,14,12,39,10,37,61,153,85,245,5,14,21,46,78,166,105,229,187,475,14,33,975,2675
UCL315027,287,573,0,0,14,62,0,12,42,173,62,246,0,0,7,19,26,85,37,106,94,349,0,0,10,38,3,9,32,111,46,163,5,9,7,18,27,59,40,91,83,256,12,23,481,1200
UCL315028,151,308,0,9,11,65,3,29,110,426,132,525,12,50,6,31,26,85,50,164,175,689,0,8,5,10,5,19,18,51,30,88,0,0,6,10,17,34,19,52,48,134,5,11,386,1143
UCL315029,262,513,4,32,43,207,5,21,171,684,226,943,16,68,25,83,46,147,85,297,315,1240,0,5,0,4,0,3,22,65,24,77,0,0,5,9,18,36,22,41,48,118,11,15,625,1890
UCL315030,53,115,3,25,5,32,26,183,91,435,128,675,3,14,0,5,18,73,23,90,150,768,0,6,4,17,14,53,46,158,65,237,0,3,0,6,14,60,21,66,83,301,11,34,305,1215
UCL315031,213,413,0,10,23,114,11,40,184,702,219,872,5,6,12,41,25,75,42,122,256,994,0,5,7,23,4,12,59,145,71,180,5,8,0,0,26,47,27,61,93,244,4,13,570,1661
UCL315032,682,1338,7,51,30,156,25,111,245,944,311,1261,11,50,16,60,63,186,94,302,401,1563,0,12,18,65,9,30,108,306,139,415,8,23,18,35,80,175,103,233,243,643,16,35,1347,3576
UCL315033,225,451,0,0,13,48,0,3,29,101,41,157,3,8,12,38,20,62,35,108,73,263,0,0,7,16,0,0,28,70,27,91,0,0,0,0,21,48,23,54,53,146,5,12,365,872
UCL315034,110,223,0,12,10,53,0,0,84,342,100,405,4,13,4,15,25,74,31,101,130,509,0,4,3,8,4,3,29,81,36,100,3,10,7,20,21,41,29,70,63,168,8,10,310,911
UCL315035,300,600,8,28,49,228,23,113,257,1055,334,1425,10,45,29,91,53,155,89,291,424,1716,0,0,11,52,11,36,85,242,111,336,10,20,6,17,36,76,48,107,156,438,6,16,883,2767
UCL315036,189,369,7,27,10,49,3,24,62,228,78,326,5,22,11,32,22,61,35,114,113,442,0,6,10,34,0,10,40,98,51,146,0,4,5,4,29,54,31,62,80,208,3,10,387,1028
UCL315037,518,1043,3,26,47,212,17,72,272,1087,340,1395,24,97,34,121,98,318,152,526,487,1921,3,19,13,50,4,10,67,196,89,274,5,20,10,15,64,141,81,177,170,451,6,16,1187,3427
UCL315038,225,455,7,31,22,107,6,40,182,753,216,929,17,63,19,57,53,185,88,307,302,1235,0,0,0,9,0,0,19,48,23,60,0,5,6,21,12,26,19,50,42,109,6,6,574,1805
UCL315039,46,105,3,28,3,15,11,95,48,190,67,323,4,16,0,0,12,51,18,62,85,384,3,16,5,10,13,53,32,95,48,170,0,5,0,0,21,65,28,68,71,243,10,22,209,752
UCL315040,39,71,0,0,0,3,0,0,7,37,12,40,0,4,0,6,0,0,5,18,17,57,0,0,0,0,0,0,4,7,4,7,0,0,0,3,0,4,3,5,4,13,0,0,53,138
UCL315041,169,333,5,19,7,30,4,19,83,309,93,372,13,39,9,33,34,89,49,155,144,534,0,0,0,0,3,3,19,53,22,64,0,4,0,4,13,35,22,40,42,104,3,7,365,981
UCL315042,369,733,4,24,24,98,4,24,113,459,149,600,18,69,15,43,54,175,88,288,240,891,4,25,9,36,14,41,46,125,70,226,0,5,9,17,54,110,62,136,132,361,4,19,743,1997
UCL315043,165,347,0,10,0,17,0,12,28,121,38,154,4,10,0,16,15,42,20,68,55,216,4,6,4,10,0,0,31,86,36,106,0,3,5,9,23,41,22,59,67,163,14,28,299,752
UCL315044,540,1078,4,34,36,161,11,47,169,684,224,915,7,38,27,95,68,218,105,340,326,1260,0,3,13,61,11,43,74,226,106,334,10,39,10,21,80,170,107,228,213,565,18,38,1098,2933
UCL315045,392,786,5,24,27,139,8,40,205,782,251,988,17,61,28,95,90,290,138,455,388,1442,0,5,3,20,4,12,40,93,50,128,3,11,7,17,31,73,40,99,91,231,8,16,874,2461
UCL315046,212,425,5,52,26,133,10,52,136,524,182,759,8,33,10,40,36,111,54,182,240,936,0,7,5,18,0,12,38,92,46,124,3,8,9,20,30,64,45,93,89,220,4,10,542,1594
UCL315047,230,455,0,19,21,118,16,78,162,648,206,871,0,8,15,39,40,130,52,172,258,1039,0,5,7,13,7,19,38,91,48,132,0,3,8,14,26,52,33,71,79,205,4,9,563,1702
UCL315048,276,555,3,23,15,55,10,62,63,237,85,380,9,19,0,16,29,76,34,110,124,489,0,8,6,21,0,11,22,62,33,99,0,0,4,3,24,66,31,68,63,174,3,8,474,1224
UCL315049,297,581,3,21,29,142,6,32,111,440,156,629,9,39,15,56,32,103,61,192,208,826,5,15,7,25,5,26,42,120,58,183,0,4,9,15,38,95,52,112,110,298,7,25,625,1722
UCL315050,396,799,3,23,23,103,13,76,164,649,205,856,8,44,10,37,44,139,69,221,273,1076,6,29,22,78,21,74,122,373,168,547,13,34,23,46,89,204,121,285,293,831,30,60,994,2768
UCL315051,563,1125,10,41,45,205,25,106,296,1113,372,1462,35,131,32,106,133,421,194,653,568,2123,0,4,16,39,4,18,96,237,111,300,9,31,5,17,85,179,104,231,221,538,19,35,1368,3821
UCL315052,436,890,11,82,37,180,13,69,238,955,304,1286,29,119,27,101,102,326,155,538,456,1828,0,3,7,20,5,39,32,76,43,139,3,15,3,6,51,116,60,137,100,277,0,10,996,3000
UCL315053,274,529,4,17,16,63,9,34,148,583,172,696,12,42,10,37,44,137,71,211,245,906,0,4,11,25,0,10,58,161,70,204,0,13,10,24,29,53,40,90,110,289,16,29,643,1759
UCL315054,401,802,14,78,38,175,11,73,174,722,237,1047,19,84,16,60,83,259,121,400,358,1449,4,23,13,64,20,77,121,369,161,539,5,12,13,26,80,173,96,214,261,752,15,29,1035,3038
UCL315055,542,1102,0,6,11,45,6,18,63,240,83,314,0,7,12,34,45,141,62,176,139,496,0,14,11,30,0,6,36,91,53,137,3,6,12,26,75,168,88,199,142,338,17,38,844,1970
UCL315056,218,435,3,26,17,75,10,32,74,286,99,422,8,26,5,16,18,61,31,109,135,528,3,12,9,36,5,7,34,102,54,167,0,8,13,24,27,57,41,92,94,255,3,9,445,1224
UCL315057,502,987,5,31,17,66,3,23,109,406,132,535,12,58,17,42,40,119,66,221,198,752,4,10,15,46,4,9,56,141,77,214,11,21,21,39,56,113,76,170,156,380,9,14,866,2138
UCL315058,310,583,11,49,51,253,14,68,369,1423,449,1796,14,63,28,97,64,192,105,347,557,2147,0,6,10,36,0,12,56,163,71,212,5,18,3,7,23,51,30,73,103,290,8,22,977,3038
UCL315059,144,294,4,20,37,149,11,29,111,433,160,631,11,40,24,75,23,65,54,172,210,806,0,6,6,19,0,8,22,48,32,87,0,14,4,12,20,47,29,72,62,153,3,4,414,1255
UCL315060,209,419,11,82,46,241,6,31,248,991,321,1337,17,64,12,43,44,129,72,235,389,1572,0,7,8,21,0,4,31,84,42,116,0,0,5,11,19,34,22,49,62,161,3,7,664,2163
UCL315061,102,207,5,11,15,65,4,18,129,513,149,603,9,20,5,12,14,38,24,77,167,680,0,0,5,14,0,0,26,58,30,72,0,0,0,5,0,0,0,5,30,75,0,7,306,964
UCL315062,126,255,0,5,12,54,5,19,58,214,77,294,5,8,8,30,10,27,22,63,100,357,0,0,3,8,3,22,35,96,38,128,0,11,6,6,16,37,25,53,66,183,14,25,302,821
UCL315063,167,333,6,20,14,81,5,15,66,261,87,368,3,10,9,23,20,65,34,102,119,474,0,0,0,4,0,0,36,106,34,106,0,9,4,12,15,34,23,58,60,160,7,11,350,973
UCL315064,126,253,3,28,17,76,6,36,98,383,127,514,4,16,11,32,23,65,37,112,157,628,0,13,11,31,3,19,34,106,51,164,0,5,3,4,18,36,22,43,73,213,3,8,361,1101
UCL315065,133,248,0,4,6,32,4,25,34,129,51,194,0,0,5,14,10,28,14,41,64,232,0,0,0,3,0,0,27,74,30,72,0,3,3,11,14,31,24,48,49,122,3,14,249,610
UCL315066,352,712,4,16,55,244,11,46,227,874,301,1181,11,59,39,121,70,222,129,409,425,1591,0,3,5,11,6,13,41,109,50,136,11,24,10,15,50,114,66,148,117,287,5,15,897,2603
UCL315067,362,726,4,28,29,131,6,34,68,275,113,473,3,19,10,47,40,123,57,192,168,665,7,16,14,50,9,37,58,169,88,272,0,3,4,14,22,41,28,60,120,335,3,10,655,1732
UCL315068,167,327,0,5,10,46,8,43,87,367,108,460,9,29,8,28,27,88,46,148,150,608,0,8,8,31,8,23,53,142,68,195,0,7,9,15,29,71,46,91,105,290,12,28,437,1255
UCL315069,245,474,3,23,8,43,9,53,62,238,84,348,5,8,10,22,47,144,56,176,143,526,0,9,5,22,8,41,53,142,69,213,0,7,8,17,66,141,71,163,147,372,23,40,552,1421
UCL315070,160,320,0,0,19,95,5,31,109,459,139,590,5,17,8,31,18,43,27,94,171,677,0,10,5,24,0,5,43,128,52,164,0,0,0,6,13,34,15,37,68,200,6,9,409,1212
UCL315071,133,249,5,12,13,52,0,12,73,286,90,363,4,16,12,36,20,58,35,103,124,472,0,0,0,13,0,3,25,65,27,79,5,10,3,3,9,19,15,34,41,111,3,4,294,841
UCL315072,129,257,5,11,6,29,0,10,38,165,50,217,0,8,3,14,7,15,16,42,60,253,4,9,0,12,0,9,12,33,21,59,0,4,5,6,11,19,14,31,29,94,9,19,236,626
UCL315073,229,456,0,0,18,72,7,40,64,260,86,366,4,12,6,16,23,72,34,99,114,467,4,13,8,22,10,46,64,188,81,269,4,8,15,25,32,67,46,97,126,371,10,25,491,1323
UCL315074,420,832,3,30,23,128,15,79,109,421,150,662,5,33,20,69,49,155,75,255,229,917,0,4,16,58,10,45,62,189,91,293,0,3,12,21,97,203,102,230,197,523,10,25,857,2294
UCL315075,193,380,0,3,3,12,0,0,44,161,45,174,0,0,5,14,13,33,13,44,58,219,0,0,3,5,0,3,20,45,23,51,0,0,7,15,17,29,21,43,42,98,3,9,299,705
UCL315076,432,846,13,72,46,225,20,105,193,798,274,1201,17,73,20,65,84,278,125,417,400,1613,3,11,14,52,19,56,142,415,177,534,14,53,12,29,81,190,110,272,287,800,13,31,1130,3294
UCL315077,76,165,10,64,8,50,22,127,90,430,127,676,0,11,3,6,28,104,35,123,157,801,6,24,7,30,24,109,108,363,134,530,0,4,0,0,46,126,50,135,187,664,32,93,450,1714
UCL315078,314,640,8,48,35,180,12,48,151,641,213,918,9,30,14,46,42,128,68,214,279,1123,4,9,19,51,10,28,61,180,83,270,5,9,7,13,43,84,47,103,133,374,9,14,742,2164
UCL315079,235,470,0,3,24,100,6,14,98,371,126,493,6,25,15,51,32,99,59,177,180,672,0,5,7,13,7,19,26,54,32,94,0,3,5,20,38,79,49,105,86,194,8,8,502,1350
UCL315080,639,1262,0,3,36,145,10,35,175,630,221,809,3,24,18,41,55,176,77,247,294,1062,0,3,15,38,7,14,59,130,76,190,3,3,4,14,33,64,39,85,117,277,10,25,1057,2617
UCL315081,351,682,0,20,34,155,21,74,168,680,222,934,12,47,15,53,56,173,82,282,305,1211,0,12,27,78,8,38,84,232,123,356,4,18,15,31,62,129,82,175,208,531,16,29,872,2458
UCL315082,196,388,0,5,8,35,0,9,44,148,48,193,0,0,7,23,14,39,23,59,68,253,0,0,6,10,0,0,16,53,20,60,0,0,0,12,13,18,12,32,39,86,0,0,307,739
UCL315083,138,271,7,18,21,73,4,14,65,223,84,329,17,59,12,46,38,122,72,228,156,561,0,0,0,0,0,0,8,27,8,27,3,4,6,7,10,22,19,42,26,63,0,0,318,896
UCL315084,398,792,0,11,11,56,14,55,79,288,103,409,7,23,13,50,43,135,63,206,166,615,0,7,5,20,9,22,30,93,51,142,0,0,9,14,28,64,36,76,84,218,0,4,642,1624
UCL315085,306,609,4,27,25,112,21,76,147,568,189,780,10,35,18,53,52,164,71,249,266,1031,3,16,20,71,10,50,104,293,143,419,8,24,14,34,49,110,73,162,207,589,9,20,788,2254
UCL315086,572,1138,3,6,15,70,4,20,75,289,97,383,6,11,19,69,55,173,84,255,179,636,0,8,5,16,10,39,71,190,88,257,3,13,15,29,92,206,117,246,203,506,16,35,973,2320
UCL315087,297,595,6,33,58,282,8,21,187,781,258,1120,36,148,52,189,97,316,185,654,443,1773,0,0,3,12,0,3,21,64,25,77,5,11,8,23,20,47,34,78,58,157,3,15,807,2545
UCL315088,357,697,10,47,34,162,18,76,176,668,234,953,7,37,20,57,64,193,90,286,324,1239,3,15,9,35,13,42,76,207,99,299,10,26,8,17,59,132,74,172,172,468,16,42,868,2442
UCL315089,249,494,7,28,20,77,13,45,125,499,164,652,4,27,14,33,41,123,63,181,220,838,0,4,13,39,16,53,72,243,99,333,0,5,6,8,37,76,43,93,143,430,13,27,633,1788
UCL315090,634,1259,10,45,39,183,10,36,201,827,259,1085,13,49,27,83,71,230,107,360,370,1442,4,7,18,65,15,54,90,238,124,363,6,19,17,32,77,151,93,200,214,562,18,42,1235,3302
UCL315091,155,302,20,104,21,102,32,143,153,616,217,963,4,31,10,29,34,121,53,186,269,1148,11,63,7,33,13,72,78,249,112,418,10,17,7,14,45,113,61,146,177,562,23,53,624,2063
UCL315092,499,985,0,3,11,40,3,10,35,130,45,185,0,5,9,21,31,97,38,123,85,303,0,13,6,17,0,0,20,63,33,88,0,0,6,9,31,62,35,70,66,159,3,14,659,1458
UCL315093,138,272,5,16,3,14,0,0,35,144,39,178,0,3,6,4,18,55,25,62,67,242,0,12,0,5,0,11,10,35,18,60,0,5,5,10,27,56,34,74,51,136,3,8,255,658
UCL315094,411,814,0,0,22,98,5,36,103,410,131,540,0,6,12,36,44,139,56,174,186,716,0,9,15,44,3,15,49,121,63,191,4,4,6,17,34,66,41,88,103,275,6,13,707,1816
UCL315095,218,439,11,59,14,45,8,53,88,374,127,527,7,27,15,38,31,97,52,168,173,693,0,9,5,12,3,11,42,133,48,156,3,19,10,25,35,71,51,112,103,276,15,31,501,1436
UCL315096,390,764,9,43,27,127,9,58,278,1086,326,1318,16,61,31,93,81,245,127,397,448,1719,0,3,15,51,8,25,53,131,73,216,5,7,3,15,30,72,41,99,113,307,5,8,960,2794
UCL315097,191,379,4,35,24,123,13,48,119,509,165,716,11,49,8,33,52,169,74,256,243,973,0,3,4,26,3,13,40,125,50,166,0,8,0,5,26,56,29,70,84,235,7,3,518,1590
UCL315098,344,671,8,49,49,227,22,101,352,1373,433,1753,12,68,28,78,51,147,93,295,525,2049,0,8,9,36,4,18,53,143,65,202,3,5,6,20,23,48,34,73,101,275,7,14,977,3010
UCL315099,342,676,16,119,78,357,21,98,341,1330,454,1902,21,92,37,130,82,268,147,496,603,2395,0,10,15,46,14,53,58,166,87,271,3,16,4,16,33,64,40,94,128,370,8,21,1076,3452
UCL315100,148,302,3,20,19,76,4,21,88,339,112,462,5,26,10,32,30,100,49,162,162,630,0,0,0,3,3,17,21,51,27,71,6,20,0,4,13,28,21,54,45,120,0,3,358,1051
UCL315101,182,368,4,17,28,113,13,56,151,604,188,793,15,73,10,27,54,163,81,260,269,1052,0,5,0,7,0,4,28,71,34,98,0,3,5,12,14,37,25,54,60,153,3,10,515,1581
UCL315102,233,461,4,26,10,50,0,5,68,265,87,343,7,27,10,35,34,102,51,164,134,504,0,3,4,17,6,16,41,102,51,134,0,4,9,16,28,65,35,87,88,224,13,27,465,1215
UCL315103,186,364,0,4,5,23,3,12,56,214,69,259,0,11,12,32,19,47,31,92,97,355,0,0,4,17,3,5,25,65,36,93,0,5,4,11,9,20,15,32,52,130,9,10,340,854
UCL315104,309,619,6,22,7,46,19,80,125,474,152,616,9,32,16,46,49,152,75,232,224,854,3,11,3,16,5,21,45,135,63,185,6,8,6,10,41,92,53,115,113,294,9,15,655,1784
UCL315105,361,724,0,0,5,21,0,0,32,119,36,143,0,6,3,10,16,45,25,65,58,207,0,0,0,0,0,0,9,29,12,38,0,6,0,0,13,18,10,22,20,60,0,0,441,986
UCL315106,190,375,9,43,18,86,4,27,178,686,211,839,8,29,10,36,22,70,39,138,251,976,0,3,3,18,5,20,51,161,57,200,5,12,4,7,23,50,28,75,93,267,3,14,537,1631
UCL315107,292,586,0,14,16,94,10,52,208,790,244,945,4,28,13,40,44,149,66,216,306,1159,0,5,4,13,5,16,60,167,78,198,0,8,5,11,45,94,50,109,127,310,12,26,739,2082
UCL315108,32,75,4,47,5,54,15,96,56,275,82,473,0,0,0,3,30,104,31,103,111,574,9,31,6,14,17,90,66,232,91,369,5,8,4,4,35,107,40,113,131,486,14,31,291,1176
UCL315109,163,328,6,8,9,30,0,6,49,195,63,241,3,18,6,21,15,60,30,92,90,338,0,8,4,11,0,0,12,34,17,51,0,0,4,11,24,52,28,61,49,114,0,0,305,776
UCL321001,72,136,0,3,9,28,7,25,22,88,32,145,0,0,0,0,19,45,15,51,49,197,0,4,3,5,0,0,17,43,19,53,0,0,0,0,15,37,15,37,36,92,7,10,158,437
UCL321002,107,214,4,10,3,11,0,0,35,144,40,165,3,14,3,6,14,41,23,60,60,221,0,0,6,16,0,12,17,48,27,77,0,3,3,7,17,32,19,43,50,120,0,10,213,558
UCL321003,83,163,0,0,0,9,0,5,29,117,33,125,3,17,5,9,15,53,19,77,51,200,0,0,0,0,0,0,8,20,8,20,0,5,0,0,11,24,12,28,18,53,0,5,156,418
UCL321004,82,155,0,4,9,32,0,15,29,122,39,174,4,14,6,8,6,21,9,42,53,214,0,4,0,4,0,0,6,21,10,35,0,0,3,7,6,18,14,23,22,50,0,0,152,421
UCL321005,97,194,0,10,12,53,3,17,42,168,60,249,0,7,9,17,12,31,21,56,79,303,0,0,5,8,0,0,11,34,16,44,0,4,0,0,5,9,5,19,19,62,0,0,204,562
UCL321006,29,65,0,22,4,12,19,98,33,145,66,282,0,0,0,0,15,36,16,38,73,318,0,0,3,4,4,6,40,122,42,128,0,4,3,6,17,35,18,42,63,177,5,10,170,565
UCL321007,141,274,4,19,24,95,5,14,119,471,147,598,11,38,9,33,30,85,46,160,201,759,0,0,3,20,5,17,16,50,22,82,3,9,3,9,21,58,29,70,56,148,4,11,394,1186
UCL321008,187,360,0,3,3,25,6,18,23,83,26,126,4,15,3,13,13,41,18,62,46,189,0,3,3,5,0,0,21,65,24,78,0,5,0,0,7,14,5,17,31,94,6,4,276,650
UCL321009,141,272,0,3,13,75,0,8,62,249,82,332,0,0,9,28,8,29,18,59,99,395,0,0,5,13,6,17,18,48,28,82,0,5,8,11,18,36,24,52,53,129,8,16,302,811
UCL321010,92,182,0,19,10,28,5,15,64,268,78,335,3,6,0,7,18,64,19,79,100,411,0,0,9,20,0,17,16,63,28,98,0,0,4,9,14,26,10,32,43,135,4,9,235,739
UCL321011,96,190,0,8,10,56,3,7,60,251,79,320,5,21,13,29,16,37,26,93,107,407,0,0,6,15,0,0,8,19,11,30,0,3,4,5,0,5,7,18,19,50,0,0,223,649
UCL321012,94,178,0,9,5,26,0,0,11,46,16,74,0,7,3,12,5,21,13,45,33,116,0,5,0,7,3,17,13,33,20,56,0,0,0,4,6,15,8,18,28,76,8,10,159,385
UCL321013,119,239,3,19,10,57,3,9,40,149,61,228,9,29,7,15,21,69,34,117,98,347,0,0,0,5,0,3,0,9,3,15,3,3,0,0,6,17,11,18,13,38,5,0,233,624
UCL321014,52,100,0,8,4,30,0,0,47,190,56,227,3,9,0,3,11,33,15,43,72,270,0,0,3,10,0,3,6,23,11,34,0,0,3,8,10,21,12,29,24,65,0,7,152,443
UCL321015,157,311,0,4,3,20,0,14,45,179,59,222,4,7,5,14,19,54,22,72,79,293,0,6,0,0,5,10,19,57,25,72,0,0,0,5,14,34,16,39,38,112,4,4,281,713
UCL321016,101,196,0,3,3,10,0,12,13,44,20,74,0,0,4,9,7,25,10,34,28,112,0,0,0,3,4,8,11,42,21,56,0,0,0,0,15,39,15,39,32,90,0,7,164,408
UCL321017,157,318,3,25,13,52,0,3,59,245,78,329,6,13,19,65,22,61,44,136,125,464,0,0,0,14,0,0,8,31,15,43,0,0,0,8,10,20,12,25,34,70,0,0,311,859
UCL321018,83,156,0,8,14,74,5,17,52,203,73,304,0,4,0,6,10,37,12,43,89,346,0,4,0,3,0,0,12,32,12,43,0,0,0,0,10,26,10,26,25,65,3,10,200,575
UCL321019,115,236,0,0,14,70,4,24,91,342,107,436,5,13,9,28,22,61,35,99,140,535,0,0,0,3,4,14,18,54,28,75,3,7,4,4,8,19,13,32,41,110,0,3,298,879
UCL321020,118,236,0,9,11,48,0,22,49,181,63,255,6,27,8,15,25,79,38,115,97,378,0,9,3,12,6,16,9,31,23,62,0,0,3,10,15,37,21,41,39,109,6,3,256,721
UCL321021,93,185,0,0,8,45,0,10,43,158,55,209,0,6,3,21,21,61,26,89,87,303,0,0,5,12,0,5,8,28,15,40,0,0,0,3,9,27,10,25,28,66,4,4,209,565
UCL321022,67,139,9,30,15,70,0,7,43,207,70,315,3,16,10,35,15,55,29,102,97,413,0,0,0,6,0,0,4,7,6,17,0,0,0,6,6,6,6,15,13,32,0,0,177,579
UCL321023,93,182,0,5,7,38,0,5,44,169,56,222,4,17,0,11,19,69,27,91,83,307,0,0,0,0,4,17,12,27,11,46,0,0,0,4,11,17,9,22,24,69,5,7,206,571
UCL321024,63,138,0,12,3,14,0,0,44,175,51,201,4,11,7,9,16,50,24,71,66,274,0,0,0,3,0,0,8,27,12,37,0,0,0,6,8,22,10,23,23,59,0,0,159,469
UCL321025,132,259,0,0,5,23,0,3,18,71,20,99,0,3,0,4,16,41,14,49,39,149,0,0,6,13,0,0,8,20,12,35,0,0,0,0,0,6,3,10,17,45,0,6,187,462
UCL321026,74,149,0,0,5,30,3,3,30,114,37,152,0,5,0,4,11,43,16,54,57,205,0,4,0,0,0,0,10,23,12,26,6,5,3,4,3,6,6,17,17,46,0,11,151,414
UCL321027,77,164,0,0,4,26,0,0,55,215,62,240,4,20,5,27,21,66,37,117,98,357,0,6,9,17,5,9,11,20,15,50,0,0,3,11,19,45,27,58,43,109,4,3,223,631
UCL321028,85,160,0,9,11,44,0,5,73,280,80,338,0,0,3,14,12,33,17,45,93,382,0,0,0,5,4,14,13,49,21,73,0,0,4,14,7,12,11,21,39,99,3,9,218,644
UCL321029,165,322,0,0,4,15,0,0,14,56,17,64,4,17,3,9,15,48,18,64,36,132,0,0,5,10,0,0,15,45,27,55,0,0,6,11,12,27,21,33,40,94,5,8,244,553
UCL321030,58,122,5,15,4,30,0,10,23,79,33,124,0,11,0,0,18,46,18,58,50,186,0,6,0,0,0,7,7,26,14,39,0,0,3,7,17,43,19,43,35,87,7,6,146,404
UCL321031,101,192,0,4,13,47,6,10,63,231,74,301,5,13,6,18,28,87,38,123,108,420,6,14,3,22,0,6,27,64,37,104,0,0,6,9,32,62,33,67,64,172,0,0,276,786
UCL321032,231,473,4,28,28,118,9,47,123,497,166,691,17,60,19,57,69,205,100,327,264,1015,0,0,3,10,0,7,24,70,36,86,4,13,9,7,27,57,38,83,69,161,7,9,569,1662
UCL321033,129,258,4,18,6,29,6,16,79,299,91,372,6,8,6,9,14,35,20,47,114,419,0,3,3,13,3,11,22,48,25,74,0,3,5,7,27,53,29,58,57,138,5,3,305,817
UCL321034,106,220,3,15,16,70,0,17,53,209,71,317,0,0,0,0,11,34,11,34,82,351,0,0,4,6,4,16,47,151,51,176,0,0,3,4,23,46,24,49,80,224,10,24,281,812
