UCL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
UCL315040,32,1834,979,363,2234,1.1,2060,2
UCL315041,43,1599,887,350,2289,0.8,1994,2.5
UCL315042,50,1083,618,223,1532,0.8,1136,2.3
UCL315043,58,997,453,240,1027,0.8,804,2.1
UCL315044,50,1062,600,210,1390,0.7,1010,2.1
UCL315045,42,2163,902,470,2223,0.8,2117,2.7
UCL315046,38,1300,772,340,1602,0.8,1388,2.7
UCL315047,35,1517,770,310,1797,0.8,1636,2.8
UCL315048,52,1300,479,250,1166,0.8,936,2.2
UCL315049,47,1600,627,300,1716,0.9,1308,2.4
UCL315050,44,1083,498,300,1189,0.7,934,2.3
UCL315051,41,1787,704,395,1765,0.8,1584,2.7
UCL315052,40,2167,761,440,2205,0.8,2034,2.9
UCL315053,41,1213,933,200,2167,0.7,1547,2.2
UCL315054,39,1256,551,295,1316,0.7,1155,2.6
UCL315055,62,900,451,260,945,0.7,758,1.9
UCL315056,52,1300,592,250,1416,0.8,1122,2.3
UCL315057,59,1600,604,395,1397,0.7,1090,2.1
UCL315058,30,1904,972,410,2602,0.8,2409,3.1
UCL315059,40,1874,833,510,2207,0.8,1959,2.8
UCL315060,31,1649,952,400,2288,0.8,2170,3.1
UCL315061,38,1128,1966,52,3220,0.8,2807,2.7
UCL315062,42,878,738,191,1532,0.7,1178,2.1
UCL315063,42,1075,663,243,1487,0.8,1189,2.3
UCL315064,34,1625,750,350,2106,0.8,1908,2.8
UCL315065,54,780,491,170,1148,0.6,819,1.9
UCL315066,39,1950,765,420,2102,0.8,1912,2.8
UCL315067,53,1457,494,310,1153,0.7,972,2.4
UCL315068,44,1300,625,260,1442,0.8,1215,2.4
UCL315069,52,756,456,200,1057,0.8,780,2
UCL315070,37,1051,1074,225,2199,0.7,1877,2.4
UCL315071,50,1916,720,400,2164,0.8,1625,2.7
UCL315072,39,1000,735,240,1477,0.8,1212,2.3
UCL315073,47,790,540,220,1234,0.7,971,2.2
UCL315074,52,997,475,220,1153,0.7,859,2.1
UCL315075,58,1440,674,300,1382,0.7,1069,2
UCL315076,41,1209,632,265,1465,0.8,1205,2.5
UCL315077,27,2167,384,125,898,1.2,985,3.7
UCL315078,42,1300,648,280,1652,0.8,1271,2.5
UCL315079,48,1689,669,415,1645,0.8,1333,2.4
UCL315080,51,1560,875,365,1812,0.8,1494,2.1
UCL315081,45,1300,659,260,1602,0.8,1147,2.3
UCL315082,56,1733,640,300,1273,0.7,1079,2
UCL315083,44,1733,947,400,2535,0.7,2473,2.9
UCL315084,53,1400,532,350,1347,0.8,1243,2.4
UCL315085,39,1350,638,295,1468,0.8,1223,2.4
UCL315086,58,867,448,260,929,0.8,756,1.9
UCL315087,44,2413,938,710,3158,0.8,3088,3.2
UCL315088,40,1500,648,300,1772,0.8,1403,2.5
UCL315089,39,1262,770,218,1578,0.8,1347,2.4
UCL315090,49,1189,570,250,1335,0.7,962,2.1
UCL315091,30,1322,926,199,2056,1.2,2129,3.2
UCL315092,65,1300,463,275,934,0.7,756,1.8
UCL315093,59,1000,485,265,1102,0.7,885,2.1
UCL315094,54,1300,505,350,1175,0.7,1050,2.3
UCL315095,38,1083,718,250,1510,0.8,1232,2.4
UCL315096,34,1733,916,360,2445,0.8,2155,2.7
UCL315097,32,1625,849,370,2061,0.8,1792,2.9
UCL315098,32,2000,1514,500,3283,1,2769,2.9
UCL315099,32,1842,946,390,2363,0.8,2248,3.2
UCL315100,41,1625,714,240,2017,0.8,1394,2.6
UCL315101,37,1647,944,350,2289,0.8,2123,2.9
UCL315102,53,982,517,225,1259,0.7,933,2.1
UCL315103,55,1517,730,280,1479,0.8,1300,2.2
UCL315104,37,1625,629,323,1625,0.7,1345,2.5
UCL315105,65,1300,490,330,1061,0.7,988,2
UCL315106,30,1517,827,330,1887,0.8,1730,2.8
UCL315107,35,1798,779,367,1821,0.8,1590,2.6
UCL315108,25,1083,336,140,895,1.4,1262,4.7
UCL315109,55,1400,684,288,1562,0.7,1259,2.2
UCL321001,46,953,498,260,1220,0.8,974,2.3
UCL321002,54,1083,536,250,1280,0.7,921,2.1
UCL321003,50,867,487,298,1260,0.8,967,2.3
UCL321004,42,1517,581,280,1638,0.8,1357,2.5
UCL321005,41,1733,788,340,2407,0.8,2024,2.6
UCL321006,28,0,423,125,896,1,885,3.3
UCL321007,35,1820,912,395,2410,0.8,2133,2.8
UCL321008,59,1192,496,270,1138,0.8,945,2
UCL321009,48,1100,843,200,2112,0.7,1365,2.2
UCL321010,34,1300,769,280,1891,0.8,1418,2.6
UCL321011,42,1975,819,300,2490,0.8,2363,3
UCL321012,59,785,448,200,924,0.7,714,1.9
UCL321013,50,1950,678,540,1892,0.7,1681,2.6
UCL321014,34,1700,1009,350,2297,0.8,2144,2.8
UCL321015,55,790,601,157,1416,0.7,1030,2.1
UCL321016,61,867,466,230,935,0.7,746,2
UCL321017,46,2000,975,400,2508,0.7,2388,2.8
UCL321018,41,1700,797,320,1984,0.8,1794,2.8
UCL321019,37,1733,904,385,2224,0.9,2160,3
UCL321020,46,1517,626,340,1562,0.8,1473,2.7
UCL321021,46,1517,640,310,1661,0.8,1422,2.5
UCL321022,40,2167,815,510,2442,0.8,2356,3.3
UCL321023,47,1083,698,230,1769,0.8,1352,2.3
UCL321024,38,1300,606,380,1670,0.8,1653,2.9
UCL321025,59,1346,455,383,1095,0.6,946,2.3
UCL321026,42,1538,764,340,1812,0.8,1597,2.4
UCL321027,43,1668,759,393,1898,0.8,1544,2.6
UCL321028,35,1300,949,220,2225,0.8,1716,2.5
UCL321029,62,1289,549,295,1173,0.7,904,1.9
UCL321030,50,1196,482,250,1205,0.8,1138,2.5
UCL321031,42,1301,623,380,1432,0.9,1240,2.5
UCL321032,45,1960,657,480,1714,0.8,1643,2.9
UCL321033,43,1517,739,300,1717,0.8,1403,2.4
UCL321034,44,650,571,125,1286,0.9,1020,2.3
UCL321035,46,1231,478,300,1196,0.8,1081,2.6
UCL321036,36,2011,814,450,2104,0.8,2022,3
UCL321037,47,1560,638,294,1568,0.8,1154,2.3
UCL321038,57,1235,557,290,1360,0.8,1059,2.2
UCL321039,59,1808,650,338,1650,0.7,1426,2.3
UCL321040,45,1733,710,420,1800,0.8,1697,2.6
UCL321041,53,867,490,250,1223,0.8,917,2.1
UCL321042,40,1426,678,358,1839,0.8,1570,2.8
UCL321043,45,2167,782,520,2235,0.8,2333,3.1
UCL321044,56,910,426,280,944,0.9,782,2
UCL321045,37,2000,957,500,2420,0.8,2269,2.9
UCL321046,51,1531,789,350,2170,0.7,1980,2.7
UCL321047,41,1160,531,248,1289,0.8,1086,2.5
UCL321048,51,781,485,180,1162,0.8,796,2.1
UCL321049,36,1216,775,255,1669,0.9,1542,2.6
UCL321050,34,1181,710,315,1506,0.8,1320,2.6
UCL321051,52,1000,484,230,1237,0.7,980,2
UCL321052,27,975,381,120,840,1,821,3.1
UCL321053,29,2875,897,200,1534,1.2,1651,3
UCL321054,59,1166,614,328,1308,0.8,1081,2.1
UCL321055,50,790,749,168,1678,0.8,1281,2.2
UCL321056,48,867,557,200,1242,0.7,846,2
UCL321057,55,800,484,200,1148,0.8,854,2.1
UCL321058,41,1313,601,300,1461,0.8,1161,2.5
UCL321059,42,2167,810,440,2358,0.8,2329,3.1
UCL321060,56,1083,538,240,1296,0.7,900,2.1
UCL321061,62,1400,512,290,1170,0.8,946,2
UCL321062,29,0,348,115,858,1.3,1171,3.7
UCL321063,49,1950,706,478,1842,0.8,1774,2.8
UCL321064,62,1200,549,280,1220,0.8,1003,2
UCL321065,47,1311,576,330,1472,0.7,1396,2.7
UCL321066,63,880,440,240,882,0.8,678,1.7
UCL321067,28,0,412,125,949,1.2,1108,3.3
UCL321068,41,1726,805,400,1919,0.8,1519,2.5
UCL321069,59,1519,563,350,1323,0.8,991,2
UCL321070,39,1517,802,300,1961,0.7,1478,2.4
UCL321071,46,1842,805,380,2194,0.8,2018,2.7
UCL321072,35,1517,753,360,2047,0.8,1923,3
UCL321073,57,1387,698,350,1601,0.8,1299,2.1
UCL321074,44,960,550,170,1550,0.7,912,2.2
UCL321075,37,2167,884,590,2282,0.8,2344,3.3
UCL321076,27,0,329,120,924,1.3,875,3.7
UCL321077,38,1192,1181,265,2353,0.7,1883,2.2
UCL321078,51,1700,821,300,2014,0.9,1679,2.5
UCL321079,36,1083,722,170,1713,1.1,1603,3
UCL321080,36,1517,760,345,1959,0.8,1831,2.8
UCL321081,44,1810,599,350,1656,0.8,1604,2.9
UCL321082,47,1595,674,343,1736,0.8,1568,2.7
UCL321083,38,1500,715,360,1754,0.7,1578,2.7
UCL321084,52,1950,953,400,1714,0.7,1615,2.1
UCL321085,66,997,429,280,859,0.8,797,1.9
UCL321086,35,0,357,120,947,1.2,1125,3.4
UCL321087,47,2167,1132,413,2852,0.7,2446,2.6
UCL321088,54,964,497,235,1143,0.8,802,2.1
UCL321089,63,934,434,200,871,1,717,1.8
UCL321090,47,2167,770,605,2325,0.7,1660,2.6
UCL321091,62,910,446,150,922,1,726,1.7
UCL321092,60,1578,525,280,1362,0.8,1009,2
UCL321093,49,1300,513,345,1448,0.8,1345,2.7
UCL321094,49,1419,735,330,1863,0.7,1605,2.5
UCL321095,55,1517,722,340,1460,0.8,1334,2.2
UCL321096,45,1127,891,200,2299,0.7,1593,2.2
UCL321097,43,1733,694,300,1942,0.8,1899,3.1
UCL321098,43,2167,737,460,2180,0.8,2329,3.2
UCL321099,41,953,559,180,1237,0.7,934,2.1
UCL321100,45,813,640,168,1656,0.7,1141,2.3
UCL321101,53,867,473,200,1007,0.7,789,2
UCL321102,41,1717,788,400,2134,0.8,2241,3.1
UCL321103,47,1300,580,300,1520,0.8,1347,2.6
UCL321104,35,33,1824,16,3289,0.8,3100,2.9
UCL321105,47,1733,755,360,1831,0.8,1687,2.6
UCL321106,41,1473,655,285,1672,0.7,1162,2.3
UCL321107,57,1517,593,325,1427,0.8,1181,2.1
UCL321108,41,1083,666,255,1568,0.8,1312,2.4
UCL321109,55,867,852,160,2010,0.8,1331,2
UCL321110,53,1736,589,380,1532,0.7,1223,2.4
UCL321111,50,1300,576,315,1236,0.8,964,2.2
UCL321112,24,0,368,120,707,1.2,693,3.3
UCL321113,44,1300,679,280,1625,1,1262,2.4
UCL321114,55,790,448,225,942,0.7,809,2.1
UCL322001,44,1502,976,350,2299,0.8,2131,2.6
UCL322002,51,1083,781,120,1812,0.7,1321,2
UCL322003,65,1300,656,250,1446,1,1187,2.1
UCL322004,58,1755,522,368,1297,0.7,1042,2
UCL322005,51,433,645,93,1483,0.7,1224,2.1
UCL322006,64,1200,653,380,1524,0.7,1172,1.6
UCL322007,54,500,608,100,1208,0.7,909,2.1
UCL322008,40,1928,732,400,1854,0.7,1821,2.8
UCL322009,51,625,977,193,1674,0.8,1818,2
UCL322010,61,650,428,260,992,0.9,737,1.8
UCL322011,51,1759,683,430,1778,0.7,1593,2.4
UCL322012,61,1800,611,280,1455,0.7,1023,2
UCL322013,35,1845,803,355,2133,0.8,1888,2.8
UCL322014,51,758,526,200,1100,0.7,833,2
UCL322015,51,1300,584,295,1213,0.9,976,2.2
UCL322016,49,1164,1184,165,2312,0.7,2237,2
UCL322017,25,0,435,130,833,1,1140,3.9
UCL322018,63,1200,460,240,1006,0.8,940,2.1
UCL322019,62,1300,483,310,1083,0.7,912,1.9
UCL322020,47,780,765,132,1600,0.9,1384,2.3
UCL322021,66,1010,460,260,1145,0.7,954,1.8
UCL322022,50,501,972,151,2208,0.9,1216,2.3
UCL322023,58,1625,506,380,1166,0.7,1093,2.3
UCL322024,45,2097,720,433,1731,0.7,1447,2.4
UCL322025,47,2123,907,150,2083,1.1,1178,2.7
UCL322026,44,964,673,200,1375,0.7,1091,2.1
UCL322027,52,1083,485,170,1125,0.9,827,2
UCL322028,55,1008,669,255,1542,0.7,1196,2
UCL322029,31,0,596,120,1187,1.2,1258,3.3
UCL322030,54,889,473,290,1180,0.8,929,2.2
UCL322031,58,1200,570,245,1420,0.9,1158,2.1
UCL322032,58,1409,610,245,1187,0.9,1025,2.2
UCL322033,20,0,568,148,850,1,784,3.5
UCL322034,50,1300,518,200,1266,0.8,954,2.1
UCL322035,52,799,598,148,1160,0.7,1029,2
UCL322036,60,1517,584,315,1428,0.7,1052,2
UCL322037,51,597,669,120,1458,0.8,1171,2.3
UCL322038,47,780,457,140,921,0.8,788,2.2
UCL322039,47,1170,570,278,1375,0.8,1048,2.2
UCL322040,37,2191,1072,650,3181,0.8,3227,3.2
UCL322041,31,0,390,150,814,0.8,1014,3.5
UCL322042,37,1300,862,295,2028,0.9,1699,2.8
UCL322043,43,1668,1004,310,2625,0.8,2166,2.6
UCL322044,54,1213,571,175,1875,0.8,1208,2.1
UCL322045,53,1224,595,270,1468,0.8,1055,2.2
UCL322046,29,953,523,285,1208,0.7,1023,2.3
UCL322047,54,1300,979,91,2499,0.8,1437,1.2
UCL322048,52,927,833,168,1792,0.9,1418,2.2
UCL322049,53,815,633,180,1375,0.7,1078,2
UCL322050,39,1950,2052,35,2899,0.8,2460,2.3
UCL322051,46,1611,785,308,2021,0.7,1708,2.5
UCL322052,43,1000,565,250,1350,0.8,1231,2.5
UCL322053,52,1800,936,270,2250,0.7,1916,2.1
UCL322054,58,1777,555,255,1375,0.7,1112,2
UCL322055,58,982,512,160,1291,0.8,926,2
UCL322056,23,0,442,120,1024,1.1,933,3.4
UCL322057,39,1300,663,283,1726,0.8,1537,2.8
UCL322058,64,1613,584,320,1263,0.7,1158,2
UCL322059,29,0,340,150,819,0.9,914,3.3
UCL322060,54,1127,484,270,1238,0.8,1005,2.2
UCL322061,18,0,512,130,1297,1.3,1375,4.1
UCL322062,49,661,751,150,1474,0.7,1178,2.2
UCL322063,48,650,956,150,1981,0.8,1518,2.2
UCL322064,45,1300,840,245,2089,0.7,1766,2.4
UCL322065,43,1183,504,280,1264,0.9,974,2.3
UCL322066,63,875,475,260,1152,0.8,900,1.8
UCL322067,63,1500,653,250,1449,0.9,1170,1.8
UCL322068,51,1322,585,320,1328,0.8,974,2.2
UCL322069,60,1200,521,240,1125,0.7,894,1.9
UCL322070,56,928,512,200,1235,0.7,884,2
UCL322071,42,0,497,120,1625,1.2,1562,3
UCL322072,45,1300,472,303,1328,0.8,1156,2.7
UCL322073,64,1119,589,234,1268,0.8,1037,2
UCL322074,65,1144,427,223,820,0.8,747,1.7
UCL322075,24,0,366,144,933,1.1,1218,4.3
UCL322076,28,0,375,120,924,1.2,1062,3.6
UCL322077,30,1084,359,150,906,1.1,1262,3.9
UCL322078,47,1248,747,260,1312,0.9,1187,2.5
UCL322079,33,1441,758,358,2111,0.8,1800,2.9
UCL322080,61,1300,516,210,1305,0.8,1025,2.3
UCL322081,53,840,522,220,1162,0.8,991,2
UCL322082,51,1200,572,175,1278,0.7,949,2.1
UCL322083,41,1300,687,250,1625,0.8,1328,2.5
UCL322084,51,1192,490,180,971,0.9,900,2.4
UCL322085,45,1600,762,370,1887,0.8,1645,2.5
UCL322086,48,992,552,190,1375,0.8,1100,2.2
UCL322087,48,1929,887,288,2272,0.8,1781,2.3
UCL322088,51,834,482,190,1083,0.9,1057,2.3
UCL322089,44,1083,676,250,1699,0.8,1294,2.3
UCL322090,40,1371,764,320,2028,0.8,1937,3.1
UCL322091,53,1350,610,350,1512,0.8,1312,2.6
UCL322092,24,0,404,125,1024,1.3,942,3.7
UCL322093,56,1625,718,300,1392,0.7,1196,2
UCL322094,58,2000,805,460,1875,0.7,1718,2.3
UCL322095,61,1222,484,210,1170,0.9,780,2
UCL322096,37,1733,883,305,1942,0.8,1866,3.1
UCL322097,56,1469,687,255,1333,0.7,990,1.8
UCL322098,41,1680,851,350,2343,0.7,2279,3
UCL322099,52,598,441,180,885,0.8,762,2
UCL322100,47,867,956,140,2031,0.8,1271,2.2
UCL322101,47,864,843,135,1890,0.8,1510,2.4
UCL322102,26,0,432,115,812,1,1028,3.6
UCL322103,49,1767,850,300,2024,0.7,1444,2.3
UCL322104,49,1443,809,320,2019,0.7,1448,2.2
UCL322105,45,716,514,208,1145,0.7,1071,2.3
UCL322106,46,2726,779,120,1312,1.1,1461,2.7
UCL322107,63,1850,765,375,1374,0.8,1547,2
UCL322108,51,1083,551,273,1325,0.8,1091,2.3
UCL322109,43,1192,553,350,1571,0.8,1312,2.7
UCL322110,46,867,534,240,1390,0.8,1101,2.3
UCL322111,36,1192,691,250,1447,0.9,1312,2.7
UCL322112,45,1497,604,380,1239,0.8,1220,2.2
UCL322113,35,0,555,123,1097,0.9,1015,3
UCL322114,50,780,696,155,1542,0.8,1125,2
UCL322115,53,691,687,144,1341,0.8,1263,2.1
UCL322116,55,1390,601,260,1476,0.8,1386,2.5
UCL322117,66,964,527,188,1187,0.7,926,1.7
UCL322118,41,1024,725,225,1792,0.7,1513,2.3
UCL322119,47,721,949,150,2031,0.9,1391,2.3
UCL322120,46,953,709,195,1791,0.8,1175,2
UCL322121,58,999,463,250,1044,0.7,804,2.1
UCL322122,61,1975,640,352,1471,0.8,1114,1.9
UCL322123,50,1920,791,310,1625,0.8,1458,2.3
UCL322124,58,1083,656,280,1562,0.8,1166,2
UCL322125,45,1083,472,270,1072,0.8,939,2.5
UCL322126,59,1300,719,200,1937,0.8,1708,2.4
UCL322127,62,1300,514,255,1257,0.8,967,2
UCL322128,21,1950,538,125,890,1.3,1029,3.9
UCL322129,61,1257,504,310,1375,1,979,2.2
UCL322130,56,739,454,200,1023,0.7,792,2
UCL322131,51,953,608,155,1562,0.7,1083,2.1
UCL322132,37,500,840,175,1408,0.7,1278,2.3
UCL322133,26,0,385,125,1036,1,1109,3.9
UCL322134,67,758,438,150,900,0.9,850,1.8
UCL322135,30,0,331,70,833,1.2,830,3.2
UCL322136,46,1754,858,465,2600,0.8,2568,3
UCL322137,50,1094,615,225,1517,0.7,1325,2.4
UCL322138,49,650,457,150,1093,0.9,875,2.2
UCL322139,28,0,428,150,955,0.8,974,3.3
UCL331001,46,1700,712,275,1839,0.8,1527,2.7
UCL379997,40,400,1359,0,2750,1,2250,1.5
UCL401001,39,1551,753,320,1972,0.8,1524,2.4
UCL412001,41,1408,721,290,1843,0.7,1409,2.4
UCL412002,37,1625,817,350,2082,0.7,1684,2.5
UCL412003,40,1127,706,220,1681,0.7,1231,2.3
UCL412004,41,1083,656,180,1677,0.7,1206,2.2
UCL413001,44,2000,1002,415,2715,0.8,2296,2.7
UCL413002,42,1083,586,240,1358,0.7,1056,2.3
UCL413003,39,1083,689,200,1608,0.7,1248,2.3
UCL413004,41,1300,720,240,1667,0.7,1245,2.3
UCL413005,43,951,568,185,1441,0.7,1037,2.2
UCL413006,61,1244,543,290,1224,0.7,969,2
UCL414001,63,1165,526,280,1155,0.7,923,2
UCL414002,35,1498,848,345,2075,0.8,1755,2.6
UCL414003,39,1040,749,230,1646,0.8,1298,2.3
UCL414004,45,1338,685,300,1704,0.7,1295,2.3
UCL414005,47,1468,630,300,1516,0.7,1196,2.4
UCL415001,45,1375,732,250,1839,0.7,1335,2.3
UCL415002,35,1821,880,350,2357,0.8,2239,3.1
UCL415003,46,979,617,230,1443,0.7,1080,2.3
UCL415004,43,1625,795,340,2133,0.8,1697,2.5
UCL415005,50,910,536,200,1318,0.7,903,2
UCL415006,43,1040,619,216,1367,0.7,1055,2.1
UCL415007,39,867,823,220,1752,0.8,1384,2.4
UCL415008,41,1192,789,220,1805,0.8,1373,2.3
UCL415009,46,1295,746,250,1669,0.7,1333,2.2
UCL415010,54,630,585,165,1357,0.7,890,1.8
UCL415011,50,951,529,185,1391,0.7,964,2.2
UCL415012,33,1400,791,323,2001,0.8,1752,2.9
UCL415013,51,1904,758,350,2229,0.8,1614,2.4
UCL415014,49,961,713,215,1629,0.7,1187,2.1
UCL415015,45,1100,587,250,1462,0.7,1103,2.3
UCL415016,49,1083,618,245,1479,0.7,1142,2.2
UCL415017,51,1059,670,220,1475,0.7,1063,2
UCL415018,55,1083,634,200,1411,0.6,1075,2
UCL415019,44,1625,757,355,2088,0.8,1880,2.9
UCL415020,43,1430,739,305,1825,0.8,1466,2.5
UCL415021,47,1040,641,220,1481,0.7,1095,2.2
UCL415022,43,1416,774,300,1963,0.7,1682,2.6
UCL415023,54,867,529,210,1413,0.7,1034,2.2
UCL415024,57,1062,480,220,1122,0.7,785,2
UCL415025,37,1777,848,370,2315,0.9,2230,3.2
UCL415026,55,1517,646,325,1640,0.7,1236,2.2
UCL415027,34,1655,944,350,2230,0.8,1969,2.8
UCL415028,48,1300,741,285,1703,0.7,1343,2.2
UCL415029,48,870,552,175,1377,0.7,955,2.2
UCL415030,59,1257,534,250,1235,0.6,956,2.1
UCL415031,37,1500,748,350,1808,0.8,1681,2.8
UCL415032,61,1227,549,300,1261,0.7,987,2.1
UCL415033,40,1083,803,200,1608,0.7,1329,2.3
UCL415034,47,1000,779,200,1833,0.7,1351,2.2
UCL415035,55,542,457,160,968,0.6,715,1.8
UCL415036,63,1326,506,240,1297,0.6,967,1.9
UCL415037,45,975,605,200,1345,0.7,1033,2.2
UCL415038,55,1250,749,260,1672,0.6,1306,2.1
UCL415039,31,1517,1769,258,3467,0.8,3109,2.7
UCL415040,49,867,506,225,1148,0.7,875,2.1
UCL415041,49,1430,763,300,1943,0.7,1440,2.3
UCL415042,60,1200,614,220,1437,0.7,995,1.9
UCL415043,34,1700,827,300,2066,0.8,1929,2.8
UCL415044,31,1748,976,345,2293,0.8,2136,3
UCL415045,54,953,530,200,1120,0.7,873,2
UCL415046,56,1200,516,250,1152,0.7,921,2.1
UCL415047,39,1452,807,300,1974,0.8,1695,2.6
UCL415048,47,1547,750,330,1972,0.8,1638,2.5
UCL415049,48,1566,695,303,1865,0.7,1384,2.4
UCL421001,62,1083,494,230,1245,0.7,846,1.9
UCL421002,59,1278,682,218,1468,0.7,1125,2.1
UCL421003,40,1517,758,320,2005,0.8,1639,2.6
UCL421004,56,888,533,180,1221,0.7,823,2
UCL421005,51,969,667,170,1455,0.7,1064,2.1
UCL421006,41,1863,834,380,2241,0.8,2242,3
UCL421007,57,1300,745,280,1447,0.7,1304,2
UCL421008,53,1005,685,220,1444,0.7,1191,2.1
UCL421009,45,1083,793,180,1803,0.7,1413,2.3
UCL421010,36,1700,871,323,2241,0.8,1954,2.7
UCL421011,57,867,484,200,1198,0.7,887,1.9
UCL421012,51,650,465,170,1050,0.7,869,2.1
UCL421013,43,1447,811,320,2053,0.8,1895,2.7
UCL421014,47,1432,725,286,1906,0.8,1559,2.5
UCL421015,46,997,556,225,1383,0.8,927,2.3
UCL421016,50,1970,881,373,2609,0.7,2356,2.8
UCL421017,36,1408,866,310,2031,0.8,1786,2.8
UCL421018,43,693,772,180,1687,0.7,1263,2.2
UCL421019,51,852,746,150,1687,0.7,1268,2.1
UCL421020,49,867,692,166,1476,0.7,1259,2.2
UCL421021,49,867,552,200,1333,0.8,914,2.2
UCL421022,46,1500,820,340,2022,0.7,1543,2.3
UCL421023,38,1133,687,285,1786,0.9,1494,2.5
UCL421024,55,867,576,200,1290,0.7,971,2
UCL421025,55,953,487,250,1102,0.7,822,2
UCL421026,58,900,535,200,1275,0.7,907,2
UCL421027,47,1300,607,250,1446,0.8,1117,2.3
UCL421028,46,1700,929,323,2511,0.8,2454,3
UCL421029,55,650,602,170,1431,0.7,1024,2.1
UCL421030,45,551,755,162,1786,0.7,1187,1.9
UCL421031,55,1300,706,205,1645,0.7,1199,2.1
UCL421032,46,867,701,225,1433,0.8,1115,2.2
UCL421033,28,0,346,90,765,1.5,1416,4.4
UCL421034,55,867,576,200,1306,0.7,1008,2
UCL421035,57,867,517,225,1341,0.7,935,2
UCL421036,37,1603,819,355,2369,0.8,2144,3
UCL421037,53,1083,626,250,1533,0.8,1054,2.1
UCL421038,41,1859,830,369,2363,0.8,2043,2.6
UCL421039,36,1452,758,275,2005,0.8,1711,2.7
UCL421040,44,1799,699,405,1833,0.8,1671,3
UCL421041,48,943,894,160,1921,0.7,1424,2.2
UCL421042,60,1283,486,250,1212,0.7,941,2
UCL421043,57,867,508,200,1301,0.7,815,1.9
UCL422001,36,1083,687,228,1770,0.9,1416,2.8
UCL422002,28,0,294,83,664,1.5,1286,4
UCL422003,62,789,554,200,1166,0.7,900,1.8
UCL422004,58,867,457,150,1213,0.7,701,1.7
UCL422005,57,889,579,200,1262,0.7,921,2.1
UCL422006,56,1192,730,225,1681,0.6,1109,1.9
UCL422007,57,692,537,170,1292,0.7,870,1.8
UCL422008,40,973,653,230,1649,0.7,1260,2.4
UCL422009,63,975,507,185,1292,0.6,1031,1.9
UCL422010,51,1733,917,350,2250,0.7,2012,2.5
UCL422011,61,780,443,165,937,0.7,748,1.9
UCL422012,39,1200,652,288,1676,0.8,1260,2.4
UCL422013,41,1700,895,390,2333,0.8,2104,2.8
UCL422014,50,1537,830,250,2305,0.8,1875,2.4
UCL422015,61,975,461,200,1044,0.7,812,1.8
UCL422016,56,834,559,200,1303,0.8,991,2.2
UCL422017,59,975,561,200,1312,0.6,871,1.9
UCL422018,56,533,442,160,1053,0.6,762,1.9
UCL422019,63,979,455,220,985,0.6,788,1.9
UCL422020,53,1083,682,200,1770,0.8,1156,2.2
UCL422021,59,603,674,160,1767,0.8,1226,2.1
UCL422022,27,0,270,77,729,1.4,1363,4.6
UCL422023,48,650,487,175,1142,0.7,850,2.2
UCL422024,28,0,347,90,732,1.4,1268,4
UCL422025,57,693,437,170,1062,0.6,720,2
UCL422026,35,1733,954,310,2333,0.8,2015,2.8
UCL422027,55,1509,988,85,1624,0.6,1656,1.7
UCL422028,55,547,582,150,1375,0.7,985,2.1
UCL422029,28,0,357,78,766,1.5,1297,3.8
UCL422030,54,780,489,182,1125,0.7,706,1.9
UCL422031,52,542,458,145,1091,0.7,946,2.1
UCL422032,43,1376,687,330,1886,0.8,1760,2.8
UCL422033,53,1517,807,295,2041,0.8,1660,2.4
UCL422034,50,1083,826,215,1875,0.7,1611,2.3
UCL422035,36,1322,632,315,1674,0.8,1428,2.8
UCL422036,46,531,480,160,1218,0.7,861,2.2
UCL422037,41,997,571,250,1468,0.7,1125,2.5
UCL422038,49,874,486,220,1292,0.7,866,2.1
UCL422039,57,850,524,210,1263,0.7,969,1.9
UCL422040,53,1300,777,220,1375,0.7,1100,1.9
UCL422041,61,1387,537,213,1300,0.6,1088,2.1
UCL422042,61,867,470,200,1083,0.7,894,1.9
UCL422043,59,1167,597,195,1625,0.6,824,1.7
UCL422044,60,1148,538,210,1055,0.6,883,1.9
UCL422045,65,1029,606,250,1142,0.6,995,1.8
UCL422046,55,782,492,214,1022,0.7,844,2
UCL422047,59,1000,625,330,1478,0.7,1125,2
UCL422048,55,581,492,150,1134,0.6,749,1.9
UCL422049,46,1473,835,245,1965,0.7,1721,2.3
UCL422050,49,780,526,150,1343,0.7,888,2.1
UCL422051,45,1083,667,290,1525,0.7,1025,2.1
UCL422052,63,953,540,245,1201,0.6,900,1.8
UCL422053,61,650,533,200,1016,0.7,806,1.6
UCL422054,53,900,546,150,1421,0.7,979,2.1
UCL422055,52,767,534,170,1224,0.7,904,2
UCL422056,36,883,839,150,1583,0.7,1220,2.1
UCL422057,42,1083,717,268,1899,0.8,1625,2.7
UCL422058,52,667,519,200,1028,0.8,880,2.1
UCL422059,47,1000,640,200,1515,0.7,1213,2.4
UCL422060,61,688,510,170,1125,0.7,765,1.8
UCL422061,49,0,1336,120,2062,0.6,1816,1.7
UCL422062,35,1354,774,285,1924,0.8,1850,3
UCL422063,27,840,405,90,956,1.5,1160,3.8
