UCL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
UCL214015,2290,5278,58,78,17,31,74,105,30,35,0,0,0,0,0,0,3,4,32,43,8,10,11,14,0,0,0,3,24,34,0,0,2421,5456,211,..,2634,5456
UCL214016,3143,6766,350,490,18,25,374,515,68,85,0,0,0,0,0,0,0,0,67,89,49,64,0,0,0,0,26,51,76,118,21,29,3681,7514,355,..,4032,7514
UCL214017,2217,4793,176,272,38,78,218,351,41,55,0,0,0,0,0,0,0,4,46,57,0,0,12,30,0,0,5,11,18,39,4,4,2500,5252,1589,..,4089,5252
UCL214018,3933,8187,194,283,110,226,306,509,20,28,3,8,0,0,0,0,0,0,20,42,27,44,0,3,3,3,0,0,33,49,12,22,4302,8812,3004,..,7306,8812
UCL214019,2357,5393,255,334,4,5,258,341,0,3,0,0,0,0,0,0,0,4,3,12,15,17,30,27,3,3,9,23,55,73,10,23,2691,5833,222,..,2913,5833
UCL214020,2231,4959,98,135,0,3,98,133,149,205,0,0,0,0,0,0,0,0,150,207,14,25,0,0,0,0,8,15,23,41,9,14,2514,5357,294,..,2806,5357
UCL214021,1716,4642,213,390,39,88,250,477,26,56,0,0,0,0,0,0,3,12,32,68,0,0,0,0,0,0,0,0,0,0,3,6,2011,5195,108,..,2113,5195
UCL214022,3487,7655,243,312,0,0,243,312,19,23,0,0,0,0,0,0,4,4,25,29,0,0,112,159,0,0,0,6,110,164,12,20,3873,8173,409,..,4290,8173
UCL215001,704,1512,4,6,0,8,9,13,8,7,0,0,0,0,0,0,0,0,8,7,6,9,0,0,0,0,4,6,9,13,0,0,724,1541,1032,..,1759,1541
UCL215002,1011,2189,95,116,0,0,95,116,0,0,0,0,0,0,0,0,0,8,0,8,11,16,44,59,0,0,6,10,63,84,4,4,1168,2404,122,..,1294,2404
UCL215003,1316,2976,45,75,50,110,99,188,6,14,0,0,0,0,0,0,0,0,6,14,16,39,3,8,0,0,0,0,25,58,5,11,1448,3241,1559,..,3004,3241
UCL215004,579,1208,70,111,33,67,101,179,33,51,6,5,0,0,0,0,0,0,37,57,5,15,12,21,0,0,4,5,25,44,9,18,747,1504,827,..,1574,1504
UCL215005,478,1033,11,22,3,11,21,28,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,6,0,0,0,3,10,12,3,12,508,1087,46,..,554,1087
UCL215006,1005,2404,67,101,3,0,71,105,0,0,0,0,0,0,0,0,3,0,3,0,9,9,0,0,0,0,5,14,15,22,0,0,1096,2537,103,..,1198,2537
UCL215007,968,2415,21,41,9,20,37,59,0,0,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,4,1012,2491,420,..,1435,2491
UCL215008,649,1907,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,1919,26,..,678,1919
UCL215009,405,896,3,9,0,0,3,9,5,4,0,0,0,0,0,0,0,0,5,4,12,16,0,0,0,0,0,0,10,11,0,0,416,922,55,..,472,922
UCL215010,687,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,694,2165,40,..,732,2165
UCL215011,525,1061,14,16,0,0,14,16,3,3,0,0,0,0,0,0,0,0,3,3,3,5,4,3,0,0,0,4,8,5,0,3,556,1087,75,..,628,1087
UCL215012,1342,2923,71,108,0,0,71,108,15,18,0,0,0,0,0,0,0,3,16,19,7,17,0,0,0,0,14,23,23,44,12,30,1467,3117,155,..,1620,3117
UCL215013,1289,4104,0,0,8,22,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,4130,48,..,1347,4130
UCL215014,446,1204,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,444,1208,18,..,464,1208
UCL215015,937,2114,128,202,16,34,145,234,35,54,0,4,0,0,0,0,6,5,31,67,13,20,3,6,0,0,7,7,19,32,3,9,1137,2459,481,..,1616,2459
UCL215016,1567,3889,75,105,3,9,81,111,0,6,0,0,0,0,0,0,4,14,4,13,0,0,0,0,0,0,3,3,6,3,3,3,1655,4023,98,..,1759,4023
UCL215017,909,2597,17,32,0,5,20,41,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,7,931,2652,53,..,983,2652
UCL215018,1212,2625,91,115,10,14,102,126,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,1316,2762,199,..,1518,2762
UCL215019,840,1988,12,13,101,264,115,276,3,9,0,0,0,0,3,3,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,955,2282,898,..,1851,2282
UCL215020,590,1162,0,0,0,0,0,0,37,53,0,0,0,0,0,0,0,0,37,53,4,0,0,0,0,0,3,9,8,13,3,10,645,1237,119,..,757,1237
UCL215021,498,1101,12,23,0,0,12,23,11,13,0,0,0,0,0,0,0,0,11,13,15,19,8,6,0,0,11,19,23,42,7,21,557,1201,37,..,600,1201
UCL215022,1872,4403,0,0,23,59,23,59,52,84,0,0,0,0,0,0,0,0,52,84,0,0,0,0,0,0,0,9,0,9,0,0,1951,4553,155,..,2100,4553
UCL215023,576,1311,57,83,0,0,57,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,3,11,0,6,643,1408,78,..,719,1408
UCL215024,808,1666,49,71,0,0,49,71,6,4,0,0,0,0,0,0,0,0,6,4,13,20,0,0,0,0,0,0,13,20,4,7,877,1773,102,..,978,1773
UCL215025,464,1027,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,467,1031,155,..,623,1031
UCL215026,527,1077,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,530,1091,409,..,936,1091
UCL215027,528,1074,13,19,0,0,13,19,8,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,5,552,1098,75,..,625,1098
UCL215028,1118,2478,13,20,7,7,20,28,107,128,0,0,0,0,0,0,0,0,109,130,11,24,0,6,0,0,13,24,24,50,0,0,1270,2682,100,..,1373,2682
UCL215029,1672,3329,111,163,35,63,148,226,0,5,0,0,0,0,0,0,0,7,3,13,9,7,0,0,0,0,5,16,15,27,7,23,1852,3617,781,..,2631,3617
UCL215030,599,1213,0,0,0,6,0,6,18,25,0,0,0,0,0,0,0,0,18,25,0,5,0,5,0,0,4,6,6,14,4,9,628,1261,108,..,739,1261
UCL215031,569,1214,8,14,0,0,8,14,27,33,0,0,0,0,0,0,0,0,27,33,3,15,0,0,0,0,7,4,5,21,0,0,604,1283,91,..,695,1283
UCL215032,1326,2802,90,125,0,0,90,125,16,19,0,0,0,0,0,0,0,0,16,19,8,15,0,0,0,0,0,0,8,15,0,0,1435,2954,150,..,1589,2954
UCL215033,905,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,2823,37,..,935,2823
UCL215034,537,1053,30,43,0,0,30,43,58,72,0,0,0,0,0,0,0,0,58,72,7,9,10,9,0,0,0,0,15,20,0,3,652,1198,59,..,708,1198
UCL215035,550,1557,8,13,0,0,8,13,33,47,0,0,0,0,0,0,4,6,40,57,0,0,0,0,0,0,0,0,0,0,0,0,591,1618,33,..,626,1618
UCL215036,414,1171,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,3,15,20,0,0,0,0,0,0,0,0,0,0,3,3,437,1193,16,..,448,1193
UCL215037,606,1291,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,9,37,38,21,22,0,0,0,0,56,61,0,0,667,1364,119,..,786,1364
UCL215038,842,1658,30,41,0,5,29,42,6,15,0,0,0,0,0,0,0,0,6,15,23,31,0,0,0,3,0,6,31,41,0,3,908,1760,140,..,1047,1760
UCL215039,611,1379,0,11,0,0,0,11,47,64,0,0,0,0,0,0,0,0,47,64,0,3,0,0,0,0,0,9,0,5,0,0,667,1457,58,..,719,1457
UCL215040,573,1194,28,40,0,0,28,40,4,12,0,0,0,0,0,0,0,0,4,12,0,4,11,13,0,0,0,0,12,15,0,4,609,1259,52,..,667,1259
UCL215041,1466,3292,146,184,0,4,145,190,0,4,0,0,0,0,0,0,0,0,0,4,34,36,4,3,0,0,5,16,44,58,5,7,1666,3547,181,..,1851,3547
UCL215042,468,1219,9,12,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,478,1234,44,..,525,1234
UCL215043,1043,2987,4,10,5,8,10,26,134,214,0,0,0,0,0,0,0,0,138,214,0,0,0,0,0,0,4,6,4,6,0,0,1187,3229,69,..,1259,3229
UCL215044,636,1610,41,63,0,3,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,684,1676,48,..,731,1676
UCL215045,1476,3466,153,213,7,6,162,223,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,7,0,0,3,7,15,25,0,4,1656,3715,162,..,1819,3715
UCL215046,669,1662,8,9,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,683,1680,36,..,719,1680
UCL215047,747,2047,11,17,0,0,11,17,34,62,0,0,0,0,0,0,0,0,34,62,0,0,0,0,0,0,0,0,0,0,0,0,793,2128,50,..,846,2128
UCL215048,643,1717,52,98,3,4,55,96,34,54,0,0,0,0,0,0,0,0,34,54,4,7,0,0,0,0,0,0,4,7,3,14,741,1892,49,..,789,1892
UCL215049,537,1197,7,15,45,83,48,101,16,18,13,22,7,14,0,0,0,0,32,50,0,8,6,14,0,0,4,13,11,28,5,3,631,1377,1089,..,1724,1377
UCL215050,1043,2852,10,17,0,7,11,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,19,0,0,0,0,22,26,0,4,1072,2899,122,..,1197,2899
UCL215051,1792,4147,0,0,0,0,0,0,138,177,0,0,0,0,0,6,0,3,141,187,5,0,0,0,3,3,11,19,17,28,0,11,1951,4366,187,..,2135,4366
UCL215052,698,1339,12,14,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1359,151,..,870,1359
UCL215053,1528,3509,130,204,4,4,133,210,8,20,0,0,0,0,0,0,0,0,8,20,9,13,26,29,0,6,0,0,38,48,0,6,1710,3792,193,..,1908,3792
UCL215054,756,1751,67,92,4,0,63,94,30,42,0,0,0,0,0,0,0,0,31,43,29,42,0,0,0,3,3,3,35,46,3,0,884,1937,90,..,974,1937
UCL215055,733,1581,4,9,5,10,16,22,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,4,5,4,6,754,1617,305,..,1061,1617
UCL215056,687,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,1542,58,..,747,1542
UCL215057,661,1612,42,51,0,0,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,707,1663,50,..,759,1663
UCL215058,516,1072,9,11,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,0,10,16,0,0,530,1102,70,..,603,1102
UCL215059,987,2110,8,17,0,6,10,20,6,13,0,0,0,0,0,0,0,8,12,20,8,19,6,6,0,0,7,16,19,36,5,14,1038,2198,336,..,1373,2198
UCL215060,1117,2501,108,161,0,0,108,161,6,4,0,0,0,0,0,0,0,0,6,4,12,18,0,0,0,0,5,5,10,25,3,17,1248,2714,164,..,1411,2714
UCL215061,799,1745,77,117,4,9,80,120,0,0,0,0,0,0,0,0,0,0,0,0,8,10,30,41,0,0,8,21,48,78,3,4,924,1948,146,..,1069,1948
UCL215062,611,1379,38,54,0,0,38,54,0,0,0,0,0,0,0,0,0,0,0,0,9,13,26,34,3,5,0,6,39,58,0,3,691,1492,66,..,755,1492
UCL215063,394,1018,11,16,0,0,11,16,12,25,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0,0,0,422,1056,34,..,449,1056
UCL215064,757,1751,56,76,3,5,60,76,8,10,0,0,0,0,0,0,0,0,8,10,3,13,0,0,0,0,0,0,9,13,4,5,838,1848,108,..,944,1848
UCL215065,1457,3272,203,274,0,0,203,274,11,15,0,0,0,0,0,0,0,0,6,18,13,19,0,0,0,0,7,7,18,27,5,5,1689,3590,179,..,1867,3590
UCL215066,903,1844,40,55,0,0,40,55,26,33,0,0,0,0,0,0,0,0,26,33,5,8,0,0,0,0,3,3,11,9,0,0,980,1945,137,..,1119,1945
UCL215067,447,906,22,25,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,6,6,9,0,5,472,939,83,..,556,939
UCL215068,1446,2926,160,238,34,63,190,299,16,29,5,0,0,0,0,0,0,0,21,26,5,4,34,41,0,0,0,5,33,44,4,4,1693,3307,476,..,2172,3307
UCL215069,1315,3045,107,177,30,49,136,225,6,12,0,0,0,0,0,0,0,0,6,12,22,21,9,6,0,0,0,0,30,34,4,6,1488,3319,712,..,2202,3319
UCL215070,1099,2641,132,220,3,7,138,226,0,0,0,0,0,0,0,0,0,0,0,0,10,27,22,49,0,0,0,0,38,73,0,4,1275,2948,93,..,1368,2948
UCL215071,1187,3341,75,131,9,14,83,151,3,3,0,0,0,0,0,0,4,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1279,3500,71,..,1348,3500
UCL215072,677,2084,18,29,5,18,22,47,50,95,0,0,0,0,0,0,0,0,50,95,42,104,6,21,15,15,7,18,73,158,21,49,845,2424,62,..,908,2424
UCL215073,1135,2477,69,98,0,0,69,98,0,0,0,0,0,0,0,0,0,0,0,0,19,19,51,78,0,0,0,0,66,98,4,3,1271,2687,115,..,1393,2687
UCL215074,1721,4727,48,79,0,0,48,79,10,20,0,0,0,0,0,0,3,9,13,27,0,0,0,0,0,0,0,0,0,0,5,9,1780,4844,94,..,1870,4844
UCL215075,516,1177,16,39,0,0,16,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,9,9,8,0,0,543,1230,42,..,584,1230
UCL215076,901,2061,71,86,0,0,70,91,0,3,0,0,0,0,0,0,0,0,4,3,5,15,0,0,0,0,8,26,13,39,0,8,994,2201,120,..,1116,2201
UCL215077,586,1335,3,9,36,81,46,86,77,128,0,0,3,12,0,0,0,0,79,143,0,3,0,0,0,0,0,0,3,7,5,8,717,1575,291,..,1009,1575
UCL215078,663,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,1887,23,..,683,1887
UCL215079,953,1924,50,67,0,0,50,67,3,4,0,0,0,0,0,0,0,0,3,4,4,7,0,0,0,0,7,17,16,27,0,0,1015,2021,151,..,1170,2021
UCL215080,864,2094,0,0,0,0,0,0,36,44,0,0,0,0,0,0,0,0,36,44,25,19,0,0,0,0,7,15,27,37,5,3,923,2175,72,..,992,2175
UCL215081,1604,3831,126,188,0,0,126,188,0,3,0,0,4,3,0,0,0,0,6,10,0,0,29,37,0,0,18,26,47,69,3,0,1784,4098,167,..,1946,4098
UCL215082,720,2192,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,2197,11,..,731,2197
UCL215083,794,1782,68,102,0,0,68,102,3,10,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,0,6,14,9,14,0,5,880,1911,108,..,988,1911
UCL215084,453,1109,50,73,0,0,50,73,0,0,0,0,0,0,0,0,0,0,0,0,7,15,20,31,0,3,6,10,27,53,0,0,542,1244,37,..,579,1244
UCL215085,414,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1155,33,..,445,1155
UCL215086,1405,3516,104,142,3,5,111,147,5,12,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1515,3675,114,..,1628,3675
UCL215087,579,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,6,7,8,591,1680,27,..,615,1680
UCL215088,821,1764,5,9,0,3,3,13,19,23,0,0,0,0,0,0,0,0,19,23,5,10,32,34,3,0,0,0,40,49,0,0,883,1851,225,..,1108,1851
UCL215089,965,2001,41,50,0,0,41,50,7,12,0,0,0,0,0,0,0,0,7,12,4,7,0,0,0,0,5,14,14,25,0,0,1034,2084,170,..,1199,2084
UCL215090,798,1898,45,58,0,0,45,58,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,5,0,0,0,0,9,11,0,0,854,1968,66,..,919,1968
UCL215091,484,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,491,1487,17,..,499,1487
UCL215092,1596,4092,207,343,15,36,223,378,6,15,0,0,0,0,0,0,0,0,6,15,0,4,0,0,0,0,0,0,0,5,0,14,1834,4492,157,..,1986,4492
UCL215093,1566,4140,4,10,0,0,4,10,0,0,0,0,0,0,0,0,6,12,6,12,0,0,0,0,0,0,0,0,0,0,3,5,1575,4166,53,..,1632,4166
UCL215094,387,997,4,16,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1007,22,..,415,1007
UCL215095,478,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,1085,58,..,537,1085
UCL215096,819,2226,57,88,23,42,81,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,901,2356,51,..,960,2356
UCL215097,1084,2854,122,197,4,18,130,213,41,67,0,0,0,0,0,0,0,0,41,67,0,0,0,0,0,0,0,7,0,7,0,0,1251,3139,61,..,1314,3139
UCL215098,565,1335,11,18,0,0,11,18,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,3,0,4,582,1360,32,..,617,1360
UCL215099,664,1450,72,108,0,7,79,112,42,52,0,0,0,0,0,0,0,0,42,52,10,10,18,31,0,0,0,7,27,50,0,4,818,1665,130,..,948,1665
UCL215100,569,1161,7,6,0,0,7,7,5,5,0,0,0,0,0,0,0,0,5,5,4,5,20,31,0,0,0,0,21,32,3,6,602,1215,74,..,678,1215
UCL221001,238,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61,23,61,0,0,266,688,23,..,286,688
UCL221002,363,828,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,830,49,..,415,830
UCL221003,215,545,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,0,0,222,552,20,..,241,552
UCL221004,337,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,343,1114,13,..,356,1114
UCL221005,281,628,0,5,0,0,0,5,23,29,0,0,0,0,0,0,0,0,23,29,4,4,3,3,0,0,0,0,9,7,0,0,305,668,58,..,364,668
UCL221006,268,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,620,53,..,318,620
UCL221007,242,510,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,513,37,..,273,513
UCL221008,343,711,11,13,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,355,736,70,..,429,736
UCL221009,250,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,611,38,..,284,611
UCL221010,235,534,9,8,0,0,9,8,3,5,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,5,3,9,0,0,250,553,45,..,298,553
UCL221011,206,600,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,601,9,..,218,601
UCL221012,173,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,503,15,..,185,503
UCL221013,240,615,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,620,18,..,259,620
UCL221014,428,929,0,0,12,21,9,17,3,8,0,0,0,0,0,0,0,0,3,8,0,9,4,9,0,0,0,0,8,10,0,0,455,963,629,..,1081,963
UCL221015,196,485,0,0,5,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,493,126,..,329,493
UCL221016,282,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,940,11,..,292,940
UCL221017,352,859,24,20,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,5,20,0,0,381,899,29,..,407,899
UCL221018,465,912,16,17,5,8,19,22,4,6,0,0,0,0,0,0,0,0,4,6,15,19,0,0,0,0,3,6,17,28,0,0,505,970,101,..,608,970
UCL221019,407,838,3,10,0,3,9,12,3,5,0,0,0,0,0,0,0,0,3,5,19,22,5,3,0,0,6,11,27,38,0,4,442,900,109,..,558,900
UCL221020,407,766,17,25,0,0,21,27,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,8,0,0,440,805,58,..,495,805
UCL221021,320,702,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,320,701,35,..,352,701
UCL221022,234,498,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,5,3,9,0,0,247,519,56,..,300,519
UCL221023,303,575,23,30,0,0,23,30,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,15,19,25,36,0,0,352,646,68,..,421,646
UCL221024,406,864,11,17,4,15,12,30,7,4,0,0,0,0,0,0,0,0,7,4,9,14,0,5,0,0,0,7,14,22,0,0,436,919,131,..,569,919
UCL221025,321,635,9,15,0,0,9,15,23,23,0,0,0,0,0,0,0,0,23,23,0,0,0,4,0,0,0,0,0,4,0,0,360,680,74,..,436,680
UCL221026,332,635,5,15,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,19,24,3,5,0,0,0,0,25,24,0,3,369,679,194,..,568,679
UCL221027,328,681,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,14,13,9,10,0,4,3,5,3,10,24,25,0,0,358,723,45,..,405,723
UCL221028,378,810,0,0,0,0,0,0,14,27,0,4,0,0,0,0,0,0,18,36,0,0,0,0,0,0,4,0,4,0,0,0,397,844,378,..,775,844
UCL221029,240,675,3,6,0,0,3,6,7,11,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,251,688,9,..,260,688
UCL221030,254,438,44,87,0,0,44,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,3,308,530,459,..,766,530
UCL221031,217,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,594,24,..,238,594
UCL221032,233,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,235,563,21,..,251,563
UCL221033,246,481,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7,6,0,3,0,0,0,3,3,9,4,7,0,0,260,500,58,..,315,500
UCL221034,257,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,259,910,11,..,272,910
UCL221035,310,671,10,16,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,20,16,9,10,0,0,0,6,25,32,0,0,349,716,57,..,405,716
UCL221036,279,762,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,281,765,13,..,295,765
UCL221037,318,631,6,15,0,0,6,15,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,3,0,4,333,654,47,..,380,654
UCL221038,312,889,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,310,896,26,..,339,896
UCL221039,311,727,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,10,12,8,20,0,0,0,0,0,0,8,20,3,3,329,755,80,..,406,755
UCL221040,279,625,4,0,3,4,8,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,288,639,176,..,464,639
UCL221041,231,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,626,8,..,237,626
UCL221042,209,516,0,4,5,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,530,19,..,233,530
UCL221043,578,995,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,4,8,0,5,0,3,0,0,7,10,0,0,585,1007,1206,..,1798,1007
UCL221044,503,991,16,22,5,5,19,24,0,0,0,0,0,0,0,0,0,0,0,0,36,54,0,4,3,4,0,0,45,64,9,6,567,1089,215,..,781,1089
UCL221045,304,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,722,32,..,335,722
UCL221046,490,1473,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,27,0,0,0,0,23,35,0,0,507,1508,19,..,529,1508
UCL221047,208,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,632,11,..,215,632
