UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL122105,4,8,7,21,10,33,0,3,3,4,0,4,22,14,35,13,3,17,0,0,0,0,0,0,17,3,19,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,8,0,3,8,0,3,5,0,0,0,3,5,6,0,0,0,9,11,17,16,15,21,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,3,52,39,93
UCL122106,3,0,0,11,10,20,0,0,0,0,0,0,11,7,19,0,5,5,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,41,48,85,0,0,0,56,74,125
UCL122107,4,4,7,8,10,19,0,0,0,0,0,0,13,10,19,3,4,10,0,3,5,0,0,0,11,7,15,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,40,29,68
UCL122108,0,0,3,0,4,4,0,0,0,0,6,0,0,9,10,6,0,6,0,0,4,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,8,6,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,21,15,37,0,0,0,26,34,65
UCL122109,0,8,6,16,19,37,5,8,9,11,10,23,29,35,68,9,3,9,9,3,13,9,12,23,20,19,46,0,0,0,0,0,0,3,0,4,7,0,7,0,0,0,7,8,19,7,9,11,0,0,0,0,0,4,5,4,12,0,0,0,11,14,30,18,21,42,0,0,0,0,3,3,0,0,0,0,3,3,64,31,93,4,15,22,144,139,285
UCL122110,4,6,3,17,22,43,5,0,3,0,0,0,22,26,43,4,5,12,4,8,8,3,0,4,9,8,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,5,5,0,0,0,0,6,6,0,0,0,0,8,10,4,14,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,41,51,89
UCL122111,4,9,11,12,6,21,0,3,4,10,5,14,21,19,36,7,6,12,6,0,7,7,5,9,16,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,11,0,0,0,0,4,4,0,0,4,0,0,0,7,9,11,9,10,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,60,42,105
UCL122112,0,0,0,3,3,5,0,0,0,0,0,0,0,3,6,0,0,3,0,3,3,0,0,0,3,9,10,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,0,0,0,17,24,36
UCL122113,0,0,6,8,0,5,5,0,5,4,0,3,6,5,14,5,0,8,0,0,3,0,0,0,8,3,8,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,13,13,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,33,27,57
UCL122114,3,0,4,7,10,12,0,0,0,0,0,0,7,12,17,4,6,10,0,0,0,0,0,3,7,8,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,0,0,0,30,31,63
UCL122115,0,3,6,0,0,4,9,9,10,3,0,4,10,11,20,4,0,4,4,0,3,0,3,7,5,6,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,0,0,0,0,5,5,0,0,0,0,5,3,15,9,23,0,0,0,33,37,71
UCL122116,3,0,3,9,4,11,0,0,0,7,0,7,17,4,20,0,5,5,9,0,10,3,3,10,6,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,7,0,0,0,5,7,10,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,14,16,27,0,0,0,41,35,79
UCL122117,3,3,14,25,17,39,0,0,0,4,0,3,30,21,52,5,16,21,6,8,4,4,0,4,12,18,28,0,0,0,0,0,0,5,0,4,10,4,10,0,0,0,12,3,15,0,0,0,0,3,0,0,0,0,0,6,6,0,0,0,0,12,12,15,16,30,0,0,0,0,5,5,0,0,0,0,5,5,9,5,15,0,0,0,67,64,133
UCL122118,10,0,11,13,5,24,0,0,0,6,0,3,18,12,28,7,7,9,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,4,8,0,0,6,0,0,0,0,0,3,0,3,3,0,0,0,4,3,11,7,8,15,4,0,4,0,0,0,0,0,0,4,0,4,10,7,19,0,0,0,47,43,89
UCL122119,0,5,5,6,3,11,5,6,10,0,0,0,10,7,21,0,0,3,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,5,6,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,6,6,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,12,16,32,0,0,0,34,46,79
UCL122120,6,3,11,29,26,52,5,0,3,0,0,0,32,29,62,9,8,11,8,5,10,0,3,3,10,11,27,0,0,7,0,0,0,4,0,6,6,0,8,0,0,0,12,6,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,9,9,11,24,0,0,0,0,0,0,0,0,0,0,0,3,6,17,20,0,0,0,73,69,142
UCL122121,4,0,8,18,15,31,0,0,5,0,0,0,22,12,38,9,4,8,11,0,11,0,0,0,17,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,14,14,30,0,0,0,60,46,105
UCL122122,12,12,27,21,19,41,3,10,13,0,0,0,23,31,55,14,6,25,4,4,8,0,0,0,19,9,33,0,3,5,0,0,0,3,0,5,0,0,4,0,0,0,7,8,17,4,6,10,0,0,6,6,0,7,0,3,11,0,0,0,7,16,29,19,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,78,88,165
UCL122123,4,0,4,4,11,14,0,0,0,0,0,0,4,11,14,4,6,11,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,22,22,41
UCL122124,0,5,6,15,10,32,0,0,5,0,4,4,23,19,40,0,0,4,0,6,13,3,0,5,10,9,22,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,3,3,11,0,4,4,0,0,0,0,0,3,3,0,7,0,0,0,0,5,14,13,13,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,48,44,97
UCL122125,0,0,0,5,9,17,0,0,0,0,0,0,6,8,16,0,6,5,0,0,0,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,18,34,3,0,3,31,36,69
UCL122126,8,6,11,16,11,25,3,4,9,5,0,5,21,18,39,3,9,14,3,0,4,9,3,15,18,9,26,0,0,0,0,0,0,9,0,9,0,5,5,0,0,0,9,7,15,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,10,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,55,41,98
UCL122127,4,7,4,16,3,18,0,0,0,0,0,0,13,7,24,8,3,10,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,9,9,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,19,12,33,0,0,0,46,39,83
UCL122128,3,0,5,7,5,14,0,0,3,0,0,0,9,8,21,3,6,13,0,0,0,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,12,16,19,0,0,0,31,38,66
UCL122129,3,4,5,6,8,7,0,0,3,4,4,6,8,10,20,5,11,11,0,3,3,0,0,3,7,13,15,0,0,0,0,3,3,3,0,3,0,0,6,0,0,0,5,9,7,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,4,10,3,14,18,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,32,43,73
UCL122130,5,0,7,0,10,11,0,0,0,0,0,0,4,8,12,0,0,0,0,5,6,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,0,0,0,24,29,52
UCL122131,12,11,27,22,23,51,13,12,27,22,21,47,61,63,119,10,5,18,11,8,25,30,23,58,54,45,92,0,0,0,0,0,0,3,0,3,0,10,8,0,0,0,3,9,17,14,14,27,3,5,5,3,4,7,4,8,10,0,0,0,25,34,61,29,45,76,0,0,0,7,4,12,0,0,0,7,4,12,366,301,667,18,8,26,541,470,1013
UCL122132,3,8,12,8,10,18,0,8,7,0,0,0,13,16,28,16,14,25,0,0,0,0,0,0,12,14,24,0,0,0,0,0,0,0,3,3,6,0,8,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0,0,3,0,0,0,0,0,0,0,5,4,20,13,39,0,0,0,49,60,111
UCL122133,6,0,5,8,3,8,0,0,0,0,0,0,8,5,14,4,4,6,0,0,0,0,0,0,4,4,6,3,0,5,4,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,10,0,0,0,0,0,0,0,0,0,0,6,6,40,23,60,0,0,0,58,38,95
UCL122134,5,0,12,17,6,25,0,0,0,4,3,5,20,14,34,9,6,12,3,0,3,0,5,5,12,15,25,0,3,3,0,0,0,0,3,6,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,8,12,12,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24,0,0,0,62,53,111
UCL122135,3,0,6,12,3,11,0,0,0,0,0,0,12,3,11,0,5,5,0,0,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,10,0,0,0,0,0,0,0,0,0,0,0,4,28,11,29,0,0,0,43,26,66
UCL122136,0,0,0,13,11,25,0,0,0,0,0,0,13,11,25,0,7,9,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,4,0,4,3,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,47
UCL122137,0,0,0,10,8,16,0,0,0,0,0,0,10,8,16,6,4,5,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,38,0,0,0,31,38,67
UCL122138,4,0,4,7,6,18,4,0,4,0,0,0,9,8,21,10,7,16,0,0,0,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,23,40,0,0,0,46,39,88
UCL122139,0,4,3,12,3,13,0,0,0,0,0,0,12,4,13,7,4,10,0,3,3,0,0,0,7,10,12,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,28,28,51
UCL122140,3,6,5,3,12,19,0,0,0,0,0,0,3,15,17,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,18,26,42,0,0,0,33,48,84
UCL122141,5,5,9,11,15,28,5,5,6,0,0,0,14,17,31,3,4,8,6,3,3,0,0,6,6,12,18,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,5,10,11,0,0,0,0,4,4,3,0,3,0,4,4,0,0,0,3,10,11,9,15,16,0,0,0,0,4,4,0,0,0,0,4,4,10,11,28,0,0,0,45,64,115
UCL122142,0,0,0,8,0,12,0,0,0,7,0,5,16,10,21,0,4,5,0,0,0,0,3,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,4,10,3,20,0,0,0,34,17,55
UCL122143,3,0,3,0,8,16,0,0,0,0,0,4,3,10,15,4,7,5,0,0,0,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,3,3,0,0,0,0,3,3,17,18,38,0,0,0,36,38,75
UCL122144,7,0,8,21,9,30,0,0,0,0,0,0,21,10,32,3,14,23,4,0,4,0,0,0,9,14,22,0,0,3,0,3,3,0,0,0,0,4,4,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,9,9,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,14,9,27,0,0,0,43,55,103
UCL122145,0,0,3,5,5,5,0,0,0,0,0,0,5,5,5,5,7,8,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,8,24,0,0,0,25,21,46
UCL122146,4,0,6,4,0,8,0,0,0,0,0,0,6,9,13,5,4,6,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,11,0,0,0,0,0,3,0,0,0,3,0,4,10,0,12,0,0,0,31,20,55
UCL122147,0,0,0,5,5,12,0,0,0,0,0,0,5,5,12,3,0,7,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,0,0,0,22,21,48
UCL122148,0,0,0,9,5,10,0,0,0,0,0,0,4,5,9,0,3,7,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,6,0,5,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,23,15,38,0,0,0,33,29,58
UCL122149,3,6,9,15,17,29,0,0,0,0,0,0,15,17,29,0,0,4,0,0,3,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,19,37,0,0,0,42,43,94
UCL122150,8,9,14,21,18,40,0,0,0,3,0,3,25,18,43,7,7,14,4,3,9,0,0,0,14,12,29,3,0,3,0,0,4,0,3,4,0,0,0,0,0,0,4,5,12,0,0,0,0,3,0,0,0,0,3,3,9,0,0,0,5,8,13,4,19,22,0,0,0,0,5,5,0,0,0,0,4,4,11,12,20,0,0,0,61,69,131
UCL122151,0,0,3,5,3,12,0,0,0,0,0,0,7,9,11,4,12,20,0,0,0,0,0,0,8,12,17,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,22,21,48,0,0,0,39,55,92
UCL122152,0,0,3,12,7,20,0,0,0,0,0,0,12,7,20,7,7,15,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,25,17,35,0,0,0,50,34,79
UCL122153,3,0,4,9,16,21,0,0,0,0,0,0,10,17,31,5,8,17,0,4,4,0,4,0,7,14,22,0,0,0,0,0,0,4,0,8,0,3,10,0,0,0,4,6,14,5,0,8,0,4,4,0,0,0,3,4,3,0,0,0,3,10,10,8,13,27,0,0,0,0,5,7,0,0,0,5,5,5,8,15,18,0,0,0,46,62,105
UCL122154,7,3,9,17,13,27,0,3,0,0,0,0,16,15,32,12,12,27,4,4,3,0,0,0,16,10,26,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,4,0,4,3,0,3,3,0,0,0,0,3,3,0,0,0,0,8,12,7,12,19,0,0,0,0,0,4,0,0,0,0,4,0,4,8,15,0,0,0,44,52,98
UCL122155,5,4,9,16,14,25,0,3,4,0,0,0,18,16,37,9,12,23,0,0,0,0,0,0,9,10,20,0,0,0,0,0,0,4,0,3,0,4,3,0,0,0,3,4,10,0,0,0,5,0,5,0,0,3,0,3,8,0,0,0,4,6,6,9,15,24,0,0,0,0,0,4,0,0,0,0,0,3,28,21,43,0,0,0,63,69,137
UCL122156,4,4,10,20,20,40,0,0,0,0,0,0,27,15,42,9,8,19,5,0,8,0,0,0,11,10,22,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,53,56,114
UCL122157,0,0,0,7,8,8,8,4,9,0,5,0,12,11,28,3,8,15,14,12,26,5,3,9,25,21,48,0,0,0,0,0,0,5,0,5,0,3,6,0,0,0,10,5,16,3,18,21,0,0,0,0,0,0,0,0,0,0,0,0,3,18,25,16,27,42,3,0,3,0,0,6,0,0,0,6,0,6,6,3,16,0,0,0,78,66,142
UCL122158,5,0,5,3,7,13,0,0,0,0,0,0,3,7,13,9,5,12,0,0,0,0,0,0,10,5,14,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,33
UCL131001,5392,5051,10446,15036,13590,28622,5543,5221,10763,3531,3260,6793,24132,22087,46213,10062,9676,19740,5261,5152,10409,4550,4667,9221,19888,19510,39406,601,751,1352,300,666,962,3094,1564,4660,1697,3370,5070,50,38,91,5746,6392,12133,2257,3679,5938,535,1180,1714,511,883,1391,1148,3312,4458,28,24,51,4473,9083,13554,10232,15485,25720,413,430,844,560,1120,1682,23,23,46,996,1575,2573,26038,21864,47906,490,411,907,87183,85979,173164
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
UCL201001,52019,47482,99501,130273,121340,251608,35286,34280,69567,21520,22422,43935,187358,178293,365654,84981,78185,163159,31622,32414,64041,31453,32414,63870,148275,143209,291488,11616,10055,21671,11739,15526,27262,13519,6100,19624,18697,26415,45116,220,163,388,55795,58265,114054,65817,78557,144374,25395,30924,56319,7725,9187,16905,20583,33335,53919,279,315,595,119803,152318,272121,175896,210857,386750,11036,10547,21586,13772,20098,33873,268,269,536,25086,30914,55997,107302,102602,209905,5196,5651,10845,701125,719009,1420136
UCL203001,1216,1128,2342,2685,2466,5152,1234,1230,2463,509,530,1044,4435,4234,8670,1633,1703,3336,1132,1048,2178,718,803,1517,3485,3552,7042,176,180,358,151,229,381,367,213,578,433,588,1023,0,6,8,1135,1208,2344,816,1289,2101,367,618,981,113,173,284,465,885,1351,3,7,13,1764,2974,4735,2897,4191,7090,133,131,262,210,360,574,9,5,17,356,498,852,2705,2780,5489,58,44,98,15152,16424,31575
UCL203002,1116,1083,2199,2742,2537,5282,1228,1146,2373,342,338,681,4315,4026,8346,1995,1908,3907,819,851,1668,408,434,847,3233,3194,6429,202,276,475,175,311,479,380,220,605,395,566,960,8,9,15,1154,1380,2529,602,1097,1698,224,391,619,91,128,214,291,687,977,5,0,11,1218,2306,3523,2376,3689,6062,147,148,299,198,322,523,3,6,7,353,472,822,2634,2746,5378,46,36,88,14072,15250,29322
UCL203003,2136,1913,4050,4549,4292,8843,1674,1678,3357,823,789,1612,7052,6765,13819,2787,2492,5272,1312,1630,2943,1450,1255,2703,5544,5384,10927,341,409,749,333,535,871,667,391,1060,768,970,1741,14,3,20,2124,2310,4436,2061,2760,4822,981,1098,2083,269,424,694,732,1416,2148,12,10,18,4059,5705,9763,6193,8020,14206,294,311,598,407,634,1040,10,6,11,710,944,1653,4387,4406,8790,89,108,200,26108,27541,53650
UCL211001,437,466,898,1016,1028,2046,484,420,899,199,206,403,1703,1650,3352,703,706,1414,390,381,774,188,175,363,1288,1267,2556,166,119,285,105,149,254,238,138,373,185,309,489,7,4,6,693,714,1409,69,195,265,53,137,193,23,54,84,135,256,396,0,0,0,288,642,932,981,1365,2343,93,40,133,80,113,195,0,4,4,170,155,328,951,944,1896,16,20,32,5538,5875,11412
UCL211002,1084,1122,2207,2790,2562,5356,769,853,1620,505,564,1063,4070,3984,8054,1672,1713,3387,437,514,956,344,364,706,2452,2591,5047,165,123,293,160,247,403,223,129,352,261,498,760,3,3,5,815,998,1816,402,615,1017,174,358,534,75,84,161,159,353,511,3,0,7,818,1416,2233,1644,2407,4056,209,244,451,213,408,625,0,9,8,430,663,1088,2561,2590,5145,50,95,145,12288,13448,25739
UCL212001,267,285,550,824,707,1522,132,125,254,141,122,266,1097,953,2055,374,360,739,143,131,268,166,211,379,681,709,1391,29,40,75,38,51,87,90,39,132,86,125,206,0,0,0,240,256,496,107,200,307,28,106,141,10,36,49,54,144,203,0,0,0,206,487,691,450,748,1190,49,42,90,41,77,120,0,5,5,90,122,211,407,414,818,7,10,14,2998,3238,6240
UCL212002,121,125,250,327,306,636,156,134,294,52,41,87,535,481,1014,192,182,377,157,198,356,48,59,105,400,438,840,18,16,35,18,38,51,54,49,105,48,91,141,0,0,0,134,195,329,32,59,89,12,34,49,7,13,16,24,65,95,0,0,0,75,172,243,207,369,575,15,17,24,21,41,57,0,3,3,35,51,87,490,507,999,15,6,18,1798,1973,3779
UCL212003,396,366,760,979,949,1927,242,292,536,157,145,303,1379,1386,2766,762,721,1482,181,232,413,90,94,187,1040,1047,2086,78,87,168,53,100,160,133,87,215,144,253,397,3,4,5,409,538,950,82,163,244,36,101,143,21,35,57,77,177,252,0,3,3,224,482,702,634,1016,1650,61,58,114,82,135,222,6,4,13,154,202,348,1414,1407,2818,32,49,80,5049,5466,10509
UCL212004,259,255,511,802,743,1552,269,263,534,56,48,102,1124,1060,2182,268,255,527,311,359,665,212,167,380,783,777,1567,20,24,35,17,32,49,89,34,115,74,101,173,3,0,6,196,183,380,133,180,314,38,77,114,18,27,47,79,167,246,0,4,4,266,454,722,465,641,1103,11,13,28,23,49,72,0,5,5,37,64,96,423,498,923,9,12,19,3102,3305,6409
