UCL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,67,166,17,9,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,118,79,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,11,18,3,12,16,0,3,3,139,107,247
UCL221043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,57,129,4,5,6,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,84,73,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,38,18,25,39,0,0,3,120,112,233
UCL221044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,105,219,5,7,18,11,0,11,0,0,0,8,8,15,6,4,9,13,17,37,159,146,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,45,76,33,32,65,0,7,7,226,228,458
UCL221045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,88,206,0,7,11,0,0,0,0,0,0,4,0,4,0,0,3,6,0,8,126,98,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,52,95,15,24,39,0,0,0,187,173,362
UCL221046,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,324,227,554,13,7,25,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,346,243,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,53,81,29,71,101,6,8,11,408,378,787
UCL221047,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,131,94,227,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,146,104,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,52,15,31,47,0,0,0,187,169,354
UCL221048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,66,144,8,3,7,3,0,3,0,0,0,0,0,0,0,0,0,7,9,14,94,74,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,37,12,14,25,0,0,0,122,115,238
UCL221049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,100,229,0,9,10,5,0,5,0,0,0,0,0,0,0,0,0,0,9,4,133,118,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,82,23,25,52,0,0,0,191,197,385
UCL221050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,99,206,4,0,10,5,0,5,0,0,0,0,0,0,5,0,6,3,8,4,127,109,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,31,10,15,32,0,0,0,153,139,295
UCL221051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,91,212,11,11,15,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,140,107,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,10,16,5,15,20,0,5,5,159,136,294
UCL221052,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,77,159,3,3,9,11,0,11,0,0,0,0,0,0,0,0,0,0,0,3,106,79,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,33,49,10,19,25,0,3,5,132,136,268
UCL221053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,74,163,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,80,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,27,11,9,24,4,0,0,120,111,233
UCL221054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,61,157,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,8,7,12,110,68,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,33,67,12,18,33,0,0,0,157,128,285
UCL221055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,103,228,6,6,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,132,118,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,51,17,17,34,0,0,0,167,173,344
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,47,116,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77,53,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,8,14,0,0,6,86,67,154
UCL221057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,113,244,3,8,9,10,0,11,0,0,0,0,0,0,0,0,0,3,4,10,157,129,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,43,12,28,35,0,0,0,182,181,364
UCL221058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,78,164,9,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,105,82,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31,4,20,21,0,0,0,123,111,239
UCL221059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,127,245,9,10,19,7,0,7,0,0,0,0,0,3,0,0,0,6,6,15,140,142,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,55,29,35,60,0,0,0,190,217,403
UCL221060,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,17,21,40,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,31,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,47,29,20,47,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33,11,23,25,0,0,0,82,86,167
UCL221061,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,76,75,153,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,5,10,87,81,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,68,27,16,42,0,0,0,143,139,277
UCL221062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,83,185,16,11,25,0,0,3,0,0,0,0,0,0,0,0,0,4,17,23,127,112,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,27,9,20,34,0,0,0,149,147,297
UCL221063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,60,148,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,15,18,97,82,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,15,20,0,0,0,115,102,213
UCL221064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,106,234,9,3,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,144,111,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,19,29,49,18,26,44,0,0,0,191,169,359
UCL221065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,33,94,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,34,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,95,11,10,18,0,0,0,125,98,221
UCL221066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,83,216,4,7,17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,147,97,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,42,13,17,30,0,0,0,180,138,321
UCL221067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,82,195,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,124,92,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,8,15,22,4,0,3,149,116,265
UCL221068,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,64,55,124,6,0,5,4,0,4,0,0,0,5,0,4,0,0,0,0,0,0,78,59,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,23,31,10,24,31,4,6,14,106,116,219
UCL221069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,87,239,9,4,15,6,0,5,0,0,0,0,0,3,3,0,3,0,6,5,174,104,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,64,113,33,48,79,5,3,3,260,220,480
UCL221070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,104,244,17,7,22,6,0,6,0,0,0,3,0,3,0,0,0,14,13,24,186,119,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,22,40,12,25,42,5,3,4,219,178,394
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,98,227,10,10,15,5,0,5,0,0,0,0,0,0,0,0,0,14,15,24,158,125,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,22,15,24,40,0,0,4,184,165,347
UCL221072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,69,168,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,81,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,11,21,25,0,0,0,110,112,226
UCL221073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,74,179,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,84,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,30,14,29,51,4,0,4,145,129,275
UCL221074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,129,3,3,9,4,0,3,0,0,0,0,0,0,3,0,3,8,6,18,87,85,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,71,132,16,26,41,0,0,0,157,177,338
UCL221075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,172,0,5,8,3,0,3,0,0,0,0,6,0,0,0,0,3,3,8,93,101,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,49,110,20,34,49,4,4,8,178,190,366
UCL221076,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,78,71,150,0,0,7,0,0,0,0,0,0,0,0,0,4,4,0,3,0,3,89,81,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,59,116,28,32,61,4,0,0,181,174,352
UCL221077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,77,142,4,4,11,0,0,0,0,0,0,0,0,3,3,0,0,9,5,11,86,92,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,27,12,14,31,0,4,3,106,130,237
UCL221078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,87,198,3,3,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,119,91,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,32,16,17,33,0,0,0,138,138,282
UCL221079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,59,117,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,13,4,19,81,68,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,26,7,15,17,3,0,4,95,100,195
UCL221080,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,93,45,140,3,3,7,3,0,3,0,0,0,0,0,0,0,0,3,3,3,4,107,55,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,51,14,29,40,0,0,0,145,118,255
UCL221081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,51,122,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,14,21,37,96,75,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,10,9,22,3,0,3,109,95,201
UCL221082,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,161,132,292,10,12,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,180,150,329,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,42,66,105,24,34,58,0,3,3,249,258,507
UCL221083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,138,259,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,27,13,37,154,159,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,59,100,24,31,57,0,0,0,226,250,473
UCL221084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,129,275,5,0,12,4,0,4,0,0,0,0,0,0,0,0,0,0,4,8,164,141,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,18,31,18,33,50,0,3,0,202,195,395
UCL222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,53,108,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,20,7,8,16,0,0,0,81,79,157
UCL222002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,29,95,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,35,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,69,13,25,35,0,0,3,111,96,215
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,52,125,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,51,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,9,10,21,0,0,0,93,77,167
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,14,32,19,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,0,0,0,28,31,63
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,69,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,13,17,0,0,0,59,51,103
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,55,122,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,74,59,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,8,11,19,0,0,0,85,82,166
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,0,3,6,0,0,0,46,44,83
UCL222008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,39,92,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,66,41,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,50,9,17,29,0,0,0,93,88,187
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,31,85,4,6,6,0,0,0,0,0,0,6,0,3,0,0,0,9,3,8,66,36,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,6,13,19,0,0,0,76,65,137
UCL222010,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,68,50,120,4,3,3,4,0,4,0,0,0,0,0,0,4,0,4,0,5,5,80,55,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,31,6,15,20,0,0,0,92,98,186
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,55,128,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,79,68,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,21,10,12,26,0,0,4,103,94,196
