UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL414002,13,30,49,136,170,301,0,0,0,61,55,115,0,0,0,181,227,402,0,0,3,8,14,18,20,26,44,3,8,12,66,93,155,3,4,9,7,5,20,40,55,100,8,14,18,3,0,4,0,3,4,88,126,214,69,91,158,9,17,26,704,899,1602,4,0,4,5,3,6,0,4,4,0,0,0,0,0,0,7,19,29,7,19,29,1478,1465,2939,12,10,23,5,10,15,1493,1486,2980,156,162,322,0,0,0,2387,2606,4990
UCL414003,82,74,153,186,230,418,0,0,0,23,8,33,0,0,0,307,330,640,18,23,43,3,7,3,6,7,14,4,0,4,48,68,113,0,0,0,13,10,21,49,47,98,71,89,160,0,0,0,6,8,15,171,238,411,54,42,94,0,0,6,959,1112,2075,12,7,19,195,105,306,0,0,0,0,0,0,6,3,9,5,0,6,13,3,15,1161,1018,2178,5,9,12,0,4,10,1170,1025,2193,249,196,445,10,12,20,2691,2536,5232
UCL414004,3,8,7,179,236,414,0,0,0,21,26,48,0,0,0,199,285,486,3,4,12,5,6,14,7,11,16,5,0,3,594,711,1301,0,0,0,6,9,12,39,42,83,21,14,34,0,3,4,0,0,3,177,239,420,67,80,151,7,6,15,1330,1681,3011,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,1415,1377,2799,5,10,20,3,13,16,1430,1401,2831,118,141,258,0,3,3,2892,3238,6123
UCL414005,10,22,29,198,280,482,0,0,0,41,47,85,0,0,0,202,281,484,16,28,43,8,4,16,16,31,43,9,16,27,92,122,216,0,0,0,20,16,33,51,63,116,24,25,48,9,6,15,9,7,15,231,350,576,110,151,257,15,14,24,1047,1440,2489,6,3,8,8,3,12,3,0,3,0,0,0,0,0,5,7,21,28,4,23,35,1696,1653,3353,17,5,23,6,10,19,1717,1675,3396,172,203,373,0,0,0,2967,3371,6338
UCL415001,3,3,7,84,86,173,0,0,0,6,11,10,0,0,0,75,89,166,0,0,0,0,8,6,6,0,6,0,0,0,165,173,337,3,0,3,0,0,0,5,6,11,5,6,8,0,0,0,3,4,4,74,88,166,19,20,42,0,0,0,446,497,947,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,516,1030,3,0,3,3,5,12,527,522,1049,73,60,131,6,0,6,1062,1082,2145
UCL415002,9,16,21,141,186,325,0,0,0,19,17,31,0,0,0,410,415,826,4,12,13,38,33,75,0,0,0,0,0,0,27,43,74,0,0,0,0,6,5,11,10,21,13,13,22,0,0,3,0,0,0,63,79,143,24,30,57,6,8,11,769,854,1623,4,3,5,8,5,15,0,0,0,0,0,0,8,9,13,3,0,3,10,4,18,1118,1068,2183,6,0,11,0,3,4,1120,1072,2198,76,68,146,0,0,0,2001,2022,4024
UCL415003,4,8,13,76,100,176,0,0,0,9,7,20,0,0,0,88,88,173,25,26,51,5,0,5,0,5,3,4,0,4,34,41,74,0,0,0,3,8,7,15,20,39,8,4,8,0,0,6,0,0,0,109,164,272,54,64,115,0,0,0,426,525,952,5,0,9,4,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,434,396,828,3,0,0,0,3,3,436,395,833,57,59,112,0,0,0,926,999,1922
UCL415004,7,3,6,62,84,147,0,0,0,16,27,40,0,0,0,44,68,116,0,0,0,0,0,7,4,6,7,0,0,0,34,41,72,0,0,0,6,0,6,6,9,12,5,8,12,0,0,0,0,0,0,64,97,162,15,22,34,7,3,19,262,367,629,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,436,413,847,0,0,0,0,0,0,433,415,851,40,67,113,5,0,3,747,855,1603
UCL415005,5,3,10,73,89,160,0,0,0,8,3,11,0,0,0,92,120,205,0,5,5,45,55,97,0,6,8,0,0,0,36,44,86,0,0,0,5,10,12,4,13,15,10,4,14,0,0,3,0,3,8,62,81,141,19,23,46,0,0,0,354,456,812,12,0,11,0,0,0,0,0,0,0,0,0,11,11,17,5,8,6,13,11,20,475,446,920,0,5,9,0,0,3,478,457,933,77,60,133,9,0,9,947,997,1941
UCL415006,3,10,14,117,159,281,0,0,0,14,13,26,0,0,0,268,281,548,9,20,32,70,80,151,0,3,5,7,7,15,88,141,224,0,0,0,16,8,32,32,30,66,11,19,28,0,0,7,4,7,7,99,142,236,37,47,79,4,3,9,773,962,1730,19,17,35,16,3,20,0,0,0,3,0,6,36,40,75,8,12,20,48,52,100,991,934,1927,7,3,5,0,9,9,1000,946,1951,191,179,375,84,7,91,2135,2174,4308
UCL415007,14,12,23,59,75,133,0,0,0,4,3,6,0,0,0,152,141,290,23,27,41,0,0,0,0,6,7,6,6,6,51,74,126,4,0,4,12,8,15,39,58,94,11,12,20,5,4,3,0,0,0,109,167,276,70,60,139,4,5,5,546,631,1171,18,13,32,136,64,200,0,0,0,0,0,0,5,0,8,3,0,6,11,8,14,643,549,1188,0,4,4,0,0,0,644,549,1194,93,85,178,5,3,8,1466,1358,2825
UCL415008,0,3,6,98,121,225,0,0,0,9,7,15,0,0,0,114,132,241,0,0,0,35,24,58,4,0,6,0,6,6,117,164,283,0,0,0,0,0,7,16,16,31,0,6,10,0,0,0,4,5,11,63,77,140,22,23,45,0,0,6,496,580,1080,9,8,17,0,0,5,0,0,4,0,9,10,10,7,15,3,3,6,18,20,34,564,476,1045,4,4,10,5,0,5,572,484,1050,153,132,289,0,3,0,1256,1235,2486
UCL415009,3,4,12,125,169,297,0,0,0,13,17,30,0,0,0,253,317,571,0,0,3,9,12,14,14,13,26,0,0,0,73,85,163,0,0,0,0,0,4,23,33,61,11,14,29,0,0,0,0,3,3,157,228,385,40,42,80,0,0,0,721,937,1654,13,16,28,6,0,6,0,0,0,0,0,0,8,13,24,3,8,10,17,23,37,742,711,1458,7,5,9,3,6,4,747,716,1467,141,129,268,0,0,0,1643,1835,3475
UCL415010,40,40,83,66,59,132,0,0,0,12,9,25,12,8,19,133,140,272,0,0,3,63,24,92,3,0,3,0,0,3,22,21,46,0,0,0,5,4,14,8,14,18,4,6,17,0,4,0,3,0,4,32,23,54,26,17,41,0,0,0,413,345,761,0,6,7,9,10,16,0,0,0,9,5,10,5,4,7,3,3,5,14,10,19,380,244,624,0,0,0,4,5,7,384,250,632,285,202,483,4,3,8,1141,857,2001
UCL415011,3,5,4,48,55,108,0,0,0,3,3,9,0,0,0,100,118,220,0,0,3,0,0,0,0,0,0,0,0,0,20,31,52,0,0,0,8,3,11,0,0,4,4,6,6,0,3,8,0,0,0,64,82,147,19,21,39,0,0,0,277,331,605,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,8,303,290,590,3,0,0,0,0,0,299,292,597,52,46,100,0,0,0,638,683,1323
UCL415012,3,7,12,90,103,190,0,0,0,3,8,10,0,0,0,132,161,285,0,0,0,4,3,3,0,0,0,0,0,0,70,102,173,0,0,0,3,4,12,10,13,20,0,3,5,0,0,0,0,0,3,37,47,86,23,28,51,0,0,0,378,476,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,754,674,1432,6,7,12,0,4,4,760,691,1453,82,59,142,0,0,0,1223,1241,2465
UCL415013,4,11,19,74,115,184,0,0,0,26,21,56,0,0,0,146,157,308,0,4,3,8,0,8,0,0,9,0,7,8,113,146,260,0,0,0,4,0,11,13,17,34,5,13,17,0,3,6,0,6,12,57,76,141,46,37,84,8,3,13,514,628,1137,3,3,10,0,0,0,0,0,0,0,0,0,3,0,3,3,3,11,5,6,13,501,520,1024,10,7,23,8,5,6,521,529,1048,55,51,107,0,4,4,1107,1239,2342
UCL415014,7,0,6,56,64,119,0,0,0,3,7,8,0,0,0,141,182,322,0,0,0,4,0,5,0,0,0,0,0,0,25,20,46,0,0,0,3,0,5,0,8,7,6,6,10,0,0,0,0,0,0,78,115,195,12,17,24,0,0,0,331,425,752,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,6,3,7,6,3,7,301,257,563,0,0,3,0,0,0,308,263,564,33,31,57,0,0,0,680,719,1402
UCL415015,5,9,11,106,161,269,0,0,0,15,35,51,0,0,0,180,225,407,29,35,62,9,6,19,16,23,37,6,3,10,30,41,66,0,0,3,4,7,13,19,23,43,10,11,26,6,9,22,6,4,9,249,350,603,29,49,80,0,0,3,717,991,1715,6,7,14,0,0,3,0,0,0,0,0,0,4,0,9,4,14,19,5,13,23,1251,1191,2443,9,5,12,4,3,7,1259,1201,2460,176,175,348,0,0,0,2167,2402,4573
UCL415016,3,14,19,103,123,226,0,0,0,12,10,16,0,0,0,134,161,297,0,4,3,3,7,6,4,8,10,0,0,0,89,108,194,0,0,0,5,0,3,19,17,36,9,5,13,0,9,8,0,0,0,76,89,165,17,24,42,0,0,0,470,555,1029,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,8,7,704,658,1365,3,6,8,5,0,3,710,664,1369,77,67,145,0,0,0,1272,1321,2586
UCL415017,7,11,13,84,67,148,0,0,0,9,5,11,0,0,0,75,88,166,0,0,0,0,0,5,0,0,0,5,6,11,16,24,41,0,0,0,0,4,4,4,7,20,12,10,18,0,0,0,5,3,7,54,91,146,27,38,65,5,4,9,290,348,640,10,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,8,8,0,8,11,536,496,1030,6,5,15,5,4,5,547,503,1045,148,127,275,0,0,0,999,999,1992
UCL415018,0,0,4,89,103,186,0,0,0,3,3,6,0,0,0,68,80,145,0,0,0,0,5,6,5,6,5,0,0,0,19,41,54,0,0,0,0,0,9,9,13,21,15,11,26,0,0,0,0,0,0,78,115,194,17,16,38,0,0,0,297,392,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,398,344,738,3,5,7,0,0,0,399,344,744,73,44,120,0,0,0,775,791,1566
UCL415019,0,4,5,103,141,244,0,0,0,6,7,17,0,0,0,124,137,259,0,0,3,22,6,27,0,6,3,0,0,0,13,23,39,0,0,0,7,3,11,14,18,28,7,0,7,0,4,6,0,0,0,39,46,83,25,23,49,6,3,9,366,418,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,629,599,1225,0,3,0,3,0,4,629,603,1237,61,49,106,0,0,0,1069,1071,2144
UCL415020,10,10,24,39,79,121,0,0,0,35,30,71,0,0,0,77,95,171,5,0,3,0,0,0,11,14,27,4,4,5,107,135,243,0,0,0,7,0,3,8,9,12,8,10,19,3,9,6,0,0,0,57,87,144,73,71,145,4,3,6,422,545,964,5,0,4,0,3,5,0,0,0,0,0,0,0,0,3,6,3,9,8,7,16,486,457,942,3,6,11,0,5,5,492,464,953,66,75,143,5,0,5,1009,1101,2116
UCL415021,14,8,21,109,146,259,0,0,0,9,5,13,0,0,0,157,218,377,14,20,33,38,29,66,12,12,23,0,0,0,286,352,632,0,0,0,0,6,8,24,28,55,6,8,12,4,4,3,15,10,25,105,155,263,63,62,128,0,0,0,829,1061,1893,3,6,8,0,0,0,0,0,0,0,0,0,12,9,24,5,7,12,13,23,36,896,810,1706,6,6,11,0,3,3,910,817,1727,154,147,297,48,31,73,1966,2089,4054
UCL415022,8,3,5,79,84,169,0,0,0,3,14,20,0,0,0,86,80,164,0,3,3,10,3,17,4,5,12,0,0,0,82,87,170,0,0,0,4,0,4,0,0,0,4,3,4,5,0,7,0,0,0,44,49,101,18,19,35,8,10,21,354,369,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,492,496,987,0,4,4,0,0,0,491,496,989,60,50,109,0,0,0,908,916,1830
UCL415023,0,0,0,32,50,87,0,0,0,4,4,7,0,0,0,43,48,95,4,0,4,0,0,3,0,0,0,0,0,0,30,32,64,0,0,0,5,8,11,10,15,25,6,0,5,8,7,13,0,0,0,80,98,182,13,12,30,0,0,0,241,277,519,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,206,177,383,3,0,6,0,0,0,208,180,389,70,88,164,0,0,0,519,551,1070
UCL415024,3,9,16,116,140,256,0,0,0,23,16,42,0,0,0,103,111,210,3,0,5,3,0,7,0,4,4,0,0,0,110,133,238,0,0,0,4,5,8,12,15,29,9,13,23,0,4,3,0,4,7,89,107,194,24,22,48,0,0,3,505,573,1080,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,5,0,5,5,612,623,1232,0,0,0,0,0,0,613,620,1235,100,113,219,0,0,0,1234,1329,2562
UCL415025,0,7,10,56,52,106,0,0,0,4,4,9,0,0,0,64,58,120,0,0,0,0,0,3,0,0,0,0,0,0,8,12,19,0,0,0,5,4,3,4,3,7,3,0,3,0,0,0,0,0,5,23,27,48,15,21,41,0,0,0,177,190,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,331,682,4,5,7,0,0,0,363,337,698,35,34,71,0,0,0,578,556,1142
UCL415026,7,4,13,151,222,372,0,0,0,11,16,22,0,0,0,161,194,362,4,8,11,0,5,11,6,12,21,0,0,0,36,57,92,0,0,0,5,12,16,12,10,17,16,22,35,5,0,8,0,3,3,93,141,236,49,56,110,0,0,3,554,759,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,880,864,1744,0,4,6,4,5,7,887,872,1754,94,93,187,0,3,6,1540,1734,3277
UCL415027,0,8,10,19,23,45,0,0,0,3,3,10,0,0,0,30,34,64,0,0,0,5,4,6,3,0,3,0,0,0,11,8,20,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,29,43,72,22,13,36,0,0,3,118,143,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,377,362,738,3,0,3,0,0,0,380,362,742,51,46,98,0,0,0,556,559,1115
UCL415028,5,3,3,34,39,79,0,0,0,7,7,16,0,0,0,46,52,96,0,0,0,0,5,4,9,8,13,0,0,0,8,8,17,0,0,0,3,0,5,5,4,9,0,5,3,0,0,0,0,0,0,30,35,64,3,21,24,3,4,11,155,179,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,325,304,628,5,4,4,0,4,5,326,308,638,27,35,64,0,0,0,518,536,1052
UCL415029,12,12,28,159,170,325,0,0,0,17,16,33,0,0,0,289,385,672,0,0,0,0,4,3,15,25,44,4,0,3,36,49,85,0,0,0,4,5,3,12,13,23,47,72,125,8,12,16,15,13,27,92,138,232,22,40,62,0,0,3,725,938,1664,5,0,3,9,6,10,0,0,0,0,0,0,10,5,12,4,8,16,10,14,30,1338,1192,2525,3,7,9,4,0,4,1345,1201,2544,198,191,386,0,4,3,2306,2361,4666
UCL415030,4,7,5,176,232,405,0,0,0,27,45,76,0,0,0,255,263,520,5,3,7,15,12,31,7,6,14,0,0,0,65,84,155,0,0,0,8,12,16,19,23,40,22,21,41,5,4,8,6,7,12,259,326,590,49,55,107,3,0,4,915,1101,2015,5,3,8,6,0,7,0,0,0,0,0,0,0,0,0,6,4,9,9,4,13,1118,988,2106,5,12,14,0,7,7,1115,1008,2130,215,189,405,6,3,7,2269,2324,4592
UCL415031,0,3,5,45,59,97,0,0,0,3,12,18,0,0,0,28,51,81,0,0,0,5,8,7,0,5,4,0,0,0,7,15,23,0,0,0,0,0,0,13,10,18,5,0,3,0,0,0,0,0,0,21,26,46,20,22,45,4,0,4,147,204,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,347,372,720,0,0,3,5,4,14,355,380,736,51,39,91,0,0,0,559,632,1189
UCL415032,7,15,23,137,163,305,0,0,0,8,5,15,0,0,0,101,119,222,4,3,5,4,5,3,6,4,5,0,0,0,26,29,56,0,0,0,0,3,4,18,25,44,17,7,25,0,0,0,0,0,0,79,101,177,18,35,51,0,3,3,427,498,920,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,6,547,549,1097,9,8,19,4,7,15,569,562,1127,73,78,150,0,0,4,1075,1156,2232
UCL415033,3,6,6,22,38,59,0,0,0,0,0,0,0,0,0,57,55,114,0,0,0,13,10,28,8,5,12,11,0,11,36,38,68,0,0,0,24,0,26,3,3,8,5,0,4,4,3,13,3,0,3,26,32,62,16,3,21,0,0,0,227,192,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,217,465,0,7,4,0,0,0,246,221,468,48,46,95,137,0,139,665,465,1131
UCL415034,9,4,16,56,78,130,0,0,0,0,8,4,0,0,0,113,128,238,0,0,0,0,0,0,0,0,0,0,0,0,15,11,28,0,0,0,3,0,3,0,0,0,31,30,68,0,0,0,0,0,0,14,25,39,4,0,6,3,0,4,240,290,525,10,3,11,0,3,3,0,0,0,0,0,0,6,3,8,0,0,4,10,7,13,353,312,666,0,0,3,0,0,6,357,312,670,51,56,103,0,0,0,670,667,1344
UCL415035,0,3,4,81,69,147,0,0,0,8,18,22,0,0,0,72,107,176,0,0,0,0,0,0,9,16,20,0,0,0,9,9,19,0,0,0,3,0,4,5,7,13,9,3,12,5,7,13,0,0,0,52,53,107,10,5,14,0,0,3,255,296,554,3,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,8,3,357,298,657,3,0,3,0,6,6,359,304,660,113,131,246,0,0,0,738,739,1483
UCL415036,0,4,6,50,73,117,0,0,0,11,5,16,0,0,0,60,81,136,0,0,4,0,0,3,0,0,0,0,0,0,9,14,27,0,0,0,3,4,3,0,0,0,6,13,11,0,0,0,0,0,0,101,151,246,9,11,16,3,3,6,252,361,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,202,435,0,0,0,0,0,0,240,202,440,34,45,77,0,0,0,525,602,1128
UCL415037,26,39,69,159,239,395,0,0,0,13,17,29,0,0,0,250,319,566,0,0,0,100,93,193,4,3,7,0,6,4,132,167,300,0,0,0,15,13,25,14,12,26,17,18,38,6,4,13,3,7,11,95,179,267,32,36,65,4,3,8,828,1126,1956,25,32,59,77,48,127,0,0,0,0,0,6,142,125,263,4,6,11,141,130,276,1001,998,1999,0,0,9,0,4,0,1004,1001,2009,188,190,379,139,7,146,2444,2575,5011
UCL415038,9,9,22,95,112,206,0,0,0,3,5,5,0,0,0,60,84,152,0,0,0,4,0,4,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,0,6,5,8,9,21,0,0,4,0,0,0,33,52,80,8,7,17,0,3,6,220,293,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,316,304,618,3,0,3,0,0,0,317,305,625,43,38,82,0,0,3,602,651,1249
UCL415039,12,26,44,94,93,185,0,0,0,21,20,41,0,0,0,292,275,568,0,4,7,13,12,26,0,0,3,3,0,9,34,37,73,0,0,0,9,5,8,9,8,20,9,5,16,5,0,5,0,0,0,65,66,136,38,30,67,0,0,4,587,575,1163,20,9,25,12,12,28,0,0,0,0,0,0,0,0,0,3,10,15,3,10,17,1151,917,2068,4,8,10,0,0,9,1156,920,2078,238,205,441,0,3,5,2033,1753,3793
UCL415040,0,3,9,56,61,112,0,0,0,6,5,11,0,0,0,71,92,157,6,3,11,6,0,9,0,7,9,0,4,5,18,34,53,0,0,0,0,7,0,5,4,13,4,0,8,3,4,9,3,3,9,53,60,115,9,15,33,0,0,0,241,296,539,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,6,7,11,11,15,353,309,663,0,0,0,0,6,5,354,311,663,107,83,189,0,0,0,712,706,1420
UCL415041,6,11,16,158,169,330,0,0,0,16,24,39,0,0,0,160,195,364,0,0,0,7,6,19,0,5,7,0,0,0,520,636,1163,0,0,0,5,10,4,21,24,44,22,18,35,0,5,9,0,0,0,103,132,236,40,58,103,3,8,10,1064,1289,2358,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,10,915,844,1759,7,5,9,3,11,12,921,858,1783,109,96,207,0,0,0,2117,2280,4395
UCL415042,0,7,3,84,94,176,0,0,0,5,6,13,0,0,0,76,79,148,5,15,24,0,0,4,0,0,0,0,0,0,19,37,51,0,0,0,0,0,3,3,12,17,9,8,13,0,5,0,0,0,3,95,130,224,24,34,58,0,0,0,315,416,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,358,336,696,0,4,6,0,3,3,362,343,707,57,58,114,0,0,0,737,820,1559
UCL415043,5,13,20,90,87,176,0,0,0,15,19,34,0,0,0,229,221,450,0,0,0,40,27,69,0,9,7,4,3,10,17,19,39,0,0,0,0,4,4,9,14,19,10,3,15,0,5,5,11,6,20,55,76,133,35,33,71,0,0,0,515,530,1041,6,0,7,0,5,5,0,0,5,0,0,0,0,6,6,0,0,0,0,5,6,864,773,1638,9,4,8,0,0,0,876,777,1651,101,75,170,3,0,0,1507,1403,2910
UCL415044,39,45,86,43,43,86,0,0,0,8,15,25,0,0,0,147,163,311,0,0,0,41,48,82,0,0,0,0,4,5,7,16,22,0,0,0,0,0,4,7,0,5,0,7,7,0,0,3,6,3,8,26,29,58,14,11,19,0,0,0,299,356,652,0,7,11,6,13,17,0,0,0,0,0,0,19,21,34,0,0,0,20,21,35,395,378,776,0,0,4,0,3,6,400,379,782,45,47,93,0,0,0,815,864,1673
UCL415045,5,13,14,90,95,181,0,0,0,7,6,17,0,0,0,75,87,159,0,0,0,5,3,0,0,0,0,0,0,0,71,97,161,0,0,0,0,0,0,0,6,6,10,0,19,0,0,0,6,0,4,60,79,138,20,25,43,6,10,15,349,405,748,7,4,3,4,12,14,0,0,0,0,0,0,23,24,46,0,3,7,24,26,50,364,335,695,0,3,11,4,0,3,369,336,702,85,84,166,32,8,36,866,886,1751
UCL415046,3,10,15,174,233,407,0,0,0,18,25,43,0,0,0,231,243,478,3,9,12,34,26,54,10,9,18,0,3,3,42,48,80,0,0,0,5,8,16,23,33,54,8,18,21,0,11,8,3,5,10,229,308,536,31,33,64,0,0,5,820,996,1818,0,4,6,3,3,4,0,0,0,0,0,0,5,0,4,6,5,7,3,7,10,1089,933,2021,7,0,9,0,3,7,1097,941,2033,190,166,358,0,0,0,2125,2129,4249
UCL415047,0,9,9,73,122,197,0,0,0,11,4,13,0,0,0,79,92,161,5,12,18,3,4,10,3,5,10,0,0,0,48,62,111,0,0,0,3,4,0,6,8,17,3,7,13,3,5,6,0,0,3,59,64,126,27,29,56,6,0,7,328,417,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,3,8,14,680,596,1273,9,5,11,0,4,3,689,604,1295,70,66,134,0,0,0,1090,1105,2197
UCL415048,8,5,14,72,111,183,0,0,0,19,13,31,0,0,0,74,90,168,4,0,5,7,0,3,3,0,9,0,0,0,11,19,28,0,0,0,3,0,5,19,24,41,8,8,17,0,0,0,0,0,0,62,73,140,31,34,64,3,0,4,316,385,702,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,11,17,7,11,17,685,649,1338,10,6,11,0,4,4,696,656,1355,65,56,118,0,4,4,1089,1115,2209
UCL415049,5,7,13,75,85,156,0,0,0,20,26,43,0,0,0,69,81,151,0,9,9,9,3,9,7,5,11,0,0,0,65,76,142,0,0,0,5,0,0,0,6,11,12,8,17,5,0,6,3,0,6,52,82,135,19,22,45,0,0,0,325,416,742,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,6,6,7,475,463,935,4,0,3,4,3,5,479,468,940,55,63,115,0,0,0,870,962,1829
UCL421001,0,0,3,51,72,124,0,0,0,3,8,10,0,0,0,59,61,117,0,0,3,0,0,3,0,0,0,0,0,0,26,21,40,0,0,0,0,7,6,8,18,24,11,8,16,0,0,0,0,0,0,106,121,231,8,7,16,0,0,0,282,310,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,232,489,0,0,0,0,0,0,262,231,494,54,58,108,0,0,0,602,604,1200
UCL421002,0,4,6,29,29,60,0,0,0,0,0,0,0,0,0,38,42,84,0,0,0,0,0,4,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,14,9,23,0,0,0,0,0,0,13,17,30,4,3,11,0,0,0,105,114,225,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,105,209,0,0,0,0,0,0,101,105,209,29,36,62,0,0,0,235,264,501
UCL421003,0,0,0,27,29,56,0,0,0,11,7,20,0,0,0,42,44,76,0,0,0,0,0,0,0,0,0,0,0,0,34,35,62,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,5,14,25,42,8,17,23,0,0,0,140,161,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,3,11,11,267,254,523,0,0,0,0,7,4,270,260,531,23,44,61,0,0,0,438,475,912
