UCL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL213001,14,12,37,19,36,74,145,240,103,678,0,3,4,4,3,7,7,8,3,46,49,59,108,128,124,144,147,159,148,1070,336,750,1627,1381,1512,1718,1799,1304,543,10968
UCL213002,3,0,12,20,20,38,74,94,56,307,0,3,0,6,3,5,4,0,3,20,28,20,80,82,101,71,118,153,191,848,171,321,1008,1280,1402,1468,1589,998,470,8716
UCL213003,4,7,27,37,31,69,146,238,185,758,0,0,29,13,25,24,17,6,7,120,18,28,97,71,65,71,125,100,50,618,269,665,1619,1362,1411,1470,1416,974,483,9662
UCL213004,13,5,24,26,29,54,142,193,134,625,0,3,8,6,8,16,9,9,3,55,28,29,94,82,73,78,85,90,20,586,317,736,2037,1644,1596,1671,1657,1018,362,11037
UCL213005,11,5,8,23,22,49,120,159,98,494,0,0,3,7,5,8,5,6,3,30,12,15,44,46,35,54,74,93,50,430,332,713,1691,1862,1852,2141,2237,1259,421,12498
UCL213006,3,4,0,6,12,9,47,78,54,212,0,4,0,0,0,0,0,3,0,12,23,19,19,45,25,23,20,47,73,285,255,478,903,1678,1579,1189,851,561,219,7706
UCL213007,15,10,44,38,43,66,141,245,219,818,0,0,8,8,10,13,11,10,0,59,58,71,132,86,98,94,118,122,91,872,360,943,2211,1844,1811,2003,1711,1185,590,12670
UCL213008,3,6,14,27,28,45,117,116,79,437,0,0,6,11,14,5,4,6,5,46,22,21,63,60,49,35,47,52,30,380,372,841,2356,2226,2055,1534,1363,673,251,11672
UCL213009,5,4,9,9,14,39,101,125,63,369,0,0,0,0,0,7,0,0,0,16,15,9,40,34,40,27,47,47,20,285,285,652,1551,1546,1533,1447,1233,816,295,9357
UCL213010,15,12,53,52,68,120,249,280,180,1016,0,4,12,6,16,16,21,17,9,115,53,74,157,149,154,174,194,143,93,1193,383,860,2009,1605,1807,2119,2066,1201,542,12600
UCL213011,10,12,57,53,65,127,235,235,131,919,0,0,16,24,23,21,21,24,20,145,89,113,238,243,212,199,189,172,164,1610,401,861,1765,1497,1723,1885,1657,1015,466,11263
UCL213012,7,4,19,28,36,73,137,133,88,526,0,0,6,4,7,6,4,6,0,38,34,39,68,88,82,89,98,98,43,642,268,503,1022,1132,1355,1596,1416,739,327,8365
UCL213013,11,11,17,26,31,67,126,187,106,583,0,9,6,11,14,17,3,8,8,66,41,49,112,116,100,71,100,106,112,813,316,745,1809,1632,1695,1679,1589,1021,463,10936
UCL213014,5,6,27,31,28,51,97,153,148,551,0,6,17,18,34,26,24,8,10,142,41,46,122,87,85,94,84,87,74,730,242,667,1628,1322,1132,1298,1067,794,419,8562
UCL213015,0,4,25,38,42,81,99,72,28,392,0,0,14,14,14,13,20,4,7,83,51,41,110,89,69,61,38,34,4,502,358,865,2470,2262,1765,1464,877,334,75,10460
UCL213016,14,9,26,37,59,84,187,299,196,910,0,0,5,12,13,13,15,16,9,93,62,55,135,117,138,134,184,232,172,1230,475,986,2297,2207,2371,2413,2282,1663,816,15515
UCL213017,8,11,22,26,45,73,117,229,174,692,0,0,16,7,13,12,9,10,3,75,32,44,161,106,100,74,92,114,60,787,388,1030,2615,2225,2228,2173,2056,1356,558,14621
UCL213018,5,3,6,9,15,45,109,151,128,483,0,0,0,4,3,6,0,10,0,21,21,23,46,46,38,53,91,129,70,506,163,326,756,777,946,1127,1386,955,388,6821
UCL214001,10,5,7,14,19,35,105,107,89,396,0,3,7,4,12,17,13,10,3,63,21,44,72,55,52,57,52,59,24,433,181,424,944,696,785,944,895,558,272,5694
UCL214002,0,0,3,3,6,13,29,44,15,127,0,0,0,0,7,0,4,8,0,21,8,6,22,39,14,7,19,43,52,218,134,261,796,921,798,489,475,255,117,4252
UCL214003,0,3,17,9,26,52,133,174,150,566,0,0,5,3,4,8,6,8,5,37,41,41,98,103,93,116,98,130,84,816,210,451,1030,920,1056,1416,1434,1021,497,8030
UCL214004,3,3,18,23,25,32,90,132,72,405,0,6,12,6,4,4,7,10,6,50,20,18,63,49,40,27,64,59,43,387,124,235,651,579,607,621,722,542,229,4305
UCL214005,0,0,0,0,0,5,15,12,10,48,0,0,0,0,0,0,0,0,0,3,0,0,4,11,6,0,7,11,4,51,19,37,87,106,144,134,162,75,25,789
UCL214006,0,5,7,11,14,32,73,81,58,264,0,0,0,3,4,3,5,3,3,19,8,7,37,45,55,75,109,82,68,478,88,184,546,644,761,1047,1291,703,293,5559
UCL214007,3,0,10,4,13,20,28,10,5,93,0,0,7,0,4,3,6,6,0,28,12,10,54,38,22,26,11,9,4,176,83,281,1267,858,485,459,275,90,16,3809
UCL214008,10,3,17,19,27,50,91,183,130,522,0,3,6,0,3,5,0,3,0,28,30,30,58,45,63,70,77,99,90,557,232,506,1110,957,1055,1247,1204,844,406,7554
UCL214009,3,0,4,13,19,30,66,101,46,292,0,0,6,0,3,0,7,5,4,25,26,23,54,50,50,78,57,89,61,485,199,375,955,992,1081,1248,1027,697,295,6880
UCL214010,8,3,5,6,3,17,29,71,46,188,0,0,0,3,0,0,3,10,18,41,9,8,16,17,33,27,59,56,39,260,82,178,435,615,608,886,1137,680,228,4854
UCL214011,7,11,9,11,14,37,97,127,67,382,0,0,0,0,4,0,0,4,3,26,38,19,56,74,51,73,64,60,29,454,215,481,1098,1029,1142,975,912,621,244,6716
UCL214012,3,3,18,10,14,24,88,128,102,398,0,0,0,0,0,4,4,3,3,15,14,10,42,36,36,45,62,81,67,398,121,309,630,604,676,761,765,575,309,4735
UCL214013,0,3,8,5,9,23,33,70,67,225,0,0,5,5,3,0,3,5,0,19,8,11,31,21,39,23,28,41,28,222,100,216,507,634,739,599,616,452,263,4114
UCL214014,0,10,12,17,13,34,95,98,76,353,0,0,0,5,0,7,0,8,0,15,29,25,87,84,85,105,125,100,44,687,152,212,558,609,689,965,1282,725,266,5461
UCL214015,4,0,8,5,4,28,60,91,67,257,0,0,0,0,0,7,3,3,3,28,17,9,38,30,24,30,46,47,22,271,122,227,561,659,575,682,762,495,213,4306
UCL214016,9,4,23,28,34,66,138,192,132,614,0,0,3,3,10,7,6,5,3,37,23,23,51,41,63,66,101,124,40,534,163,349,779,631,888,1031,1220,948,380,6384
UCL214017,0,0,0,0,0,3,17,31,34,86,0,0,0,0,0,0,0,0,0,9,3,3,15,29,19,41,80,65,20,281,63,175,308,424,540,862,1174,739,295,4575
UCL214018,4,4,8,11,15,51,122,130,60,405,0,0,0,0,5,0,7,17,6,44,12,10,21,47,70,101,150,152,96,664,110,270,584,728,1039,1619,2085,1033,287,7754
UCL214019,8,7,14,19,20,55,103,100,62,386,0,0,3,6,0,3,4,3,0,26,24,35,94,70,75,87,73,63,48,569,145,434,757,628,727,864,773,427,201,4938
UCL214020,4,6,14,11,20,36,72,98,42,298,0,0,7,3,9,9,3,0,0,30,19,13,57,47,49,58,84,95,80,501,113,324,699,543,617,789,771,494,214,4567
UCL214021,0,0,7,9,12,18,46,85,93,274,0,0,0,4,0,0,4,0,0,14,22,6,23,22,23,26,30,41,33,232,154,337,610,641,762,552,530,327,209,4116
UCL214022,0,4,15,22,25,49,121,164,121,518,0,3,4,9,11,10,5,12,6,55,25,14,63,66,47,69,108,112,62,566,199,383,829,813,949,1158,1313,871,374,6888
UCL215001,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,6,7,11,13,13,14,26,9,5,92,27,61,101,120,217,374,306,115,27,1341
UCL215002,0,0,3,3,6,7,30,51,19,125,0,0,4,0,0,4,5,0,0,22,8,10,23,8,22,37,18,26,13,159,43,98,210,242,292,374,421,261,98,2038
UCL215003,0,0,0,0,0,4,13,10,18,44,0,0,5,0,0,0,0,3,3,7,4,5,13,17,25,20,30,8,8,136,48,119,272,342,395,560,590,293,103,2732
UCL215004,0,0,3,0,4,4,13,17,15,53,0,0,0,0,0,0,0,0,0,0,4,3,26,15,21,32,27,13,6,153,17,48,191,150,217,277,246,121,44,1316
UCL215005,0,0,0,7,5,5,19,35,25,102,0,0,0,0,0,0,0,0,0,0,8,0,8,10,9,5,27,14,3,89,16,36,105,97,131,142,203,114,54,896
UCL215006,3,0,3,8,4,16,21,44,16,109,0,0,0,0,0,0,0,0,0,0,4,0,15,9,13,20,28,18,16,112,48,97,331,367,281,357,290,181,75,2021
UCL215007,0,0,0,0,0,3,3,11,9,34,0,0,0,0,0,0,0,0,0,0,0,4,12,19,26,18,15,15,6,107,45,82,153,321,335,334,341,234,77,1922
UCL215008,0,0,0,0,0,0,4,7,3,23,0,0,0,0,0,0,0,0,0,0,3,6,6,4,5,0,0,0,0,22,46,77,230,274,283,221,147,43,11,1321
UCL215009,0,0,0,0,3,7,19,25,3,61,0,0,0,0,0,0,0,0,0,0,0,8,9,13,9,14,20,13,7,93,12,43,66,94,106,162,186,99,14,784
UCL215010,0,0,0,0,0,3,13,9,0,26,0,0,0,0,0,0,4,0,3,11,3,0,5,15,16,15,17,6,4,81,67,111,143,307,340,301,210,94,33,1608
UCL215011,0,0,0,4,3,5,23,26,12,70,0,0,0,0,0,0,0,0,0,0,3,7,8,7,9,12,15,23,18,102,18,58,87,99,145,165,205,131,52,955
UCL215012,0,0,5,9,4,11,20,37,20,106,4,0,0,0,0,5,3,3,0,15,10,4,8,19,18,20,21,20,19,132,52,79,224,382,448,467,533,294,108,2594
UCL215013,0,3,0,6,6,16,17,3,0,55,3,0,0,0,3,3,4,0,0,23,11,8,29,29,20,18,3,0,0,112,89,204,848,767,461,285,136,23,4,2819
UCL215014,0,0,4,0,0,4,10,4,3,30,0,0,0,0,0,0,0,0,0,0,4,4,3,4,11,6,10,5,0,46,27,73,181,135,177,155,99,49,12,909
UCL215015,0,0,0,5,0,6,16,30,19,74,0,0,0,0,0,0,0,0,0,8,21,37,45,32,31,30,26,46,30,297,47,130,258,327,334,373,363,245,78,2164
UCL215016,0,0,8,8,11,15,44,55,15,158,0,0,0,0,4,3,4,0,0,17,15,12,28,31,32,25,15,14,12,185,91,209,589,515,526,509,395,206,73,3103
UCL215017,0,0,3,9,8,11,27,32,18,111,0,0,0,0,0,0,0,0,0,3,5,10,25,17,26,22,10,18,7,151,62,144,323,338,306,318,221,173,76,1965
UCL215018,0,0,3,4,9,19,44,76,63,219,0,0,0,0,0,4,0,0,0,11,13,4,23,15,22,18,30,26,13,170,66,118,288,268,323,413,440,322,120,2354
UCL215019,3,3,3,4,0,3,9,14,5,44,0,0,0,0,0,0,0,0,0,0,14,13,42,41,32,38,33,16,0,233,58,100,240,306,340,329,270,95,18,1766
UCL215020,0,0,3,3,5,7,23,44,42,122,0,0,0,0,0,4,0,0,0,3,0,6,8,4,5,17,26,32,13,108,18,60,105,88,119,232,240,187,96,1154
UCL215021,0,0,0,0,0,3,17,12,6,36,0,0,0,0,0,0,0,3,0,3,6,4,7,15,20,17,14,5,3,84,36,47,100,108,193,198,194,100,17,996
UCL215022,4,4,15,8,19,26,46,54,13,191,0,0,5,4,3,3,5,0,0,16,50,66,54,57,39,25,29,25,10,358,138,370,625,533,501,582,531,279,42,3599
UCL215023,0,6,0,0,0,3,18,35,29,91,0,0,0,0,0,0,0,0,0,5,5,4,6,7,10,10,7,17,18,81,31,59,147,114,194,210,186,158,77,1174
UCL215024,3,0,0,3,7,16,34,49,46,157,0,0,0,0,0,0,0,0,0,3,4,4,7,20,10,24,33,28,18,155,23,53,140,163,203,233,356,239,123,1533
UCL215025,0,0,4,0,5,10,12,4,0,40,0,0,0,0,0,0,0,0,0,0,5,3,4,4,5,11,20,17,7,75,16,37,80,100,106,207,219,76,19,851
UCL215026,0,0,3,4,8,6,15,16,0,51,0,0,0,0,0,0,0,4,0,8,11,0,14,9,13,12,13,19,3,89,25,33,108,106,137,191,190,105,17,916
UCL215027,0,0,0,3,0,11,10,18,10,57,0,0,0,0,0,0,0,4,0,3,4,8,10,18,19,11,17,20,17,125,23,35,104,117,128,175,157,124,73,939
UCL215028,4,0,6,4,10,17,30,49,32,152,0,0,0,0,0,3,5,0,0,6,9,11,18,37,37,42,40,39,26,252,59,92,241,288,348,427,423,280,136,2288
UCL215029,0,0,4,3,11,8,22,29,25,106,0,0,0,0,0,0,0,6,0,8,7,6,23,31,25,48,54,47,33,280,50,82,332,386,557,703,640,320,144,3213
UCL215030,5,0,0,0,7,9,12,20,23,87,0,0,0,0,3,0,0,0,0,4,5,0,3,12,7,13,26,16,16,101,31,47,122,107,157,213,203,138,73,1093
UCL215031,0,0,0,4,4,10,12,32,19,82,0,0,0,0,0,0,0,0,0,0,4,0,11,19,18,18,18,9,17,115,29,45,120,121,160,208,203,140,91,1110
UCL215032,4,0,0,4,6,15,51,60,48,184,0,0,0,0,0,0,0,0,0,4,14,14,20,27,22,36,37,48,23,240,66,113,291,310,301,416,517,333,192,2532
UCL215033,0,0,0,5,3,3,18,10,0,40,0,0,0,0,0,0,0,0,0,0,0,4,11,3,4,9,5,3,0,35,44,84,318,559,416,225,175,33,3,1866
UCL215034,0,0,0,0,5,3,22,32,24,80,0,0,0,0,0,0,0,0,0,0,5,7,3,6,11,13,25,19,15,106,25,50,80,100,117,174,242,209,112,1107
UCL215035,0,0,0,0,0,6,17,15,4,41,0,0,0,0,0,0,0,0,0,0,11,4,11,10,3,16,20,11,0,91,44,77,204,208,191,167,175,99,21,1192
UCL215036,0,0,0,0,3,4,5,10,4,37,0,0,0,4,0,0,0,0,0,3,3,4,6,15,18,13,8,3,0,73,33,68,118,136,177,161,123,65,12,895
UCL215037,0,0,3,4,7,14,23,16,0,61,0,0,0,0,0,0,0,0,0,3,4,3,5,16,11,25,19,20,3,105,19,56,157,150,174,227,227,107,18,1139
UCL215038,4,0,5,0,3,12,43,56,43,170,0,0,0,0,0,4,0,4,0,7,8,6,26,27,29,29,28,32,13,198,32,62,138,162,197,298,343,237,105,1580
UCL215039,0,0,7,0,0,9,26,29,11,94,0,0,0,0,0,4,0,4,0,3,10,5,19,14,18,24,34,28,26,187,39,57,168,150,147,192,245,146,61,1206
UCL215040,0,0,0,5,0,10,22,18,25,83,0,0,0,0,0,0,0,0,0,3,7,11,15,15,19,27,37,12,19,155,41,60,121,130,148,197,227,91,58,1064
UCL215041,8,3,9,11,16,18,54,79,56,249,0,0,0,0,3,3,3,3,0,16,11,9,23,35,40,38,52,37,35,278,74,158,335,354,423,515,517,387,201,2971
UCL215042,0,0,0,3,0,5,4,8,0,27,0,0,0,0,0,3,4,0,0,10,9,0,3,7,25,11,14,0,0,68,35,62,129,155,212,191,125,47,6,963
UCL215043,0,5,13,10,6,12,30,30,30,139,0,0,3,0,4,0,0,5,0,22,0,3,9,16,7,8,18,17,21,105,88,173,569,439,353,299,221,132,95,2372
UCL215044,0,0,6,3,0,5,19,25,9,65,0,0,0,0,0,0,3,0,0,3,9,8,10,3,17,14,10,4,7,82,36,77,204,187,207,222,190,99,33,1260
UCL215045,4,0,5,12,13,19,48,64,73,238,0,0,0,0,0,4,3,4,0,10,10,9,22,17,24,43,34,40,21,220,93,180,444,358,439,509,522,303,176,3024
UCL215046,0,0,3,0,0,4,19,14,6,49,0,0,0,0,0,0,0,5,0,5,6,8,5,17,7,16,15,15,5,80,32,86,225,215,191,226,205,82,19,1284
UCL215047,0,0,7,3,5,14,21,25,13,93,0,0,0,0,0,0,0,0,0,10,6,7,15,20,14,7,17,7,7,94,48,121,417,256,240,200,163,91,29,1561
UCL215048,5,0,6,3,5,11,13,21,7,66,0,0,3,0,0,0,0,0,0,9,7,3,23,16,17,20,9,9,6,110,37,93,352,251,175,211,150,80,21,1366
UCL215049,0,0,0,0,0,3,0,7,3,21,0,0,0,0,0,0,0,0,0,3,3,4,10,5,10,22,33,11,9,114,20,63,201,130,137,256,308,116,55,1290
UCL215050,0,0,0,0,3,5,3,12,8,28,0,0,0,0,0,0,0,0,0,0,7,3,10,18,28,16,37,6,4,134,52,86,161,380,459,411,414,171,28,2156
UCL215051,4,0,9,9,21,30,41,70,37,225,0,0,0,0,0,0,0,0,0,8,11,13,34,23,21,31,42,42,19,239,98,224,520,506,420,566,579,369,143,3427
UCL215052,0,0,0,0,5,0,15,22,12,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,23,11,6,63,19,35,83,97,170,278,331,161,59,1232
UCL215053,4,0,6,5,3,9,30,47,31,138,0,0,11,0,0,5,0,0,0,21,11,10,29,44,27,34,34,43,15,249,63,134,444,483,428,545,498,340,140,3085
UCL215054,0,4,3,0,10,20,34,34,35,148,0,0,0,0,0,3,3,0,0,14,5,10,19,18,29,36,29,25,13,184,38,94,247,185,230,299,243,164,105,1613
UCL215055,0,0,0,0,0,0,9,17,0,37,0,0,0,0,0,0,0,0,0,0,5,3,7,6,17,16,24,9,3,92,29,27,95,136,181,339,408,165,21,1404
UCL215056,0,0,3,5,4,9,17,14,12,65,0,0,0,0,0,0,0,0,0,5,7,7,21,28,23,20,15,9,0,141,35,63,226,205,196,221,160,60,26,1195
UCL215057,0,0,0,3,0,8,13,30,14,73,0,0,0,0,0,0,0,0,0,5,0,0,8,11,12,17,9,11,4,78,28,47,149,201,225,244,212,134,67,1295
UCL215058,0,0,4,4,4,12,12,20,11,70,0,0,0,0,0,0,0,0,0,3,0,0,10,4,6,13,24,12,3,82,14,45,108,89,127,177,181,117,57,917
UCL215059,0,0,4,0,0,0,15,24,16,58,0,0,0,0,0,5,8,0,0,4,5,4,11,19,18,19,25,14,9,120,29,67,223,266,277,329,396,177,63,1830
UCL215060,0,0,0,3,5,20,36,67,49,180,0,0,0,0,0,0,0,4,8,13,0,9,16,14,9,18,23,38,24,154,39,134,286,301,320,402,355,275,154,2276
UCL215061,0,0,5,4,3,15,41,32,19,121,0,0,0,0,0,0,0,0,5,7,0,4,4,21,18,27,35,32,36,177,35,82,210,228,202,298,329,193,93,1662
UCL215062,0,0,3,0,3,13,17,30,18,89,0,0,0,0,0,0,0,0,0,0,5,10,10,10,8,15,21,18,7,100,32,91,141,151,155,223,224,142,75,1231
UCL215063,5,0,0,0,3,0,3,11,13,32,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,9,16,8,52,25,54,123,107,98,129,162,88,41,829
UCL215064,0,6,12,12,3,16,23,50,57,183,0,0,12,18,21,9,3,0,5,60,4,5,15,12,12,18,19,32,29,141,32,95,282,180,216,250,204,211,120,1590
UCL215065,3,0,4,9,16,23,43,69,58,220,0,0,5,4,9,13,0,0,0,24,23,21,73,59,76,76,84,60,22,491,79,178,426,369,462,547,559,393,189,3205
UCL215066,0,0,4,4,16,21,26,45,26,141,0,0,0,4,0,3,0,0,0,5,3,13,33,21,38,32,38,30,24,241,37,60,181,167,232,331,336,222,81,1655
UCL215067,0,0,4,0,0,4,12,17,28,72,0,0,0,0,0,0,0,0,0,0,3,0,11,6,6,17,17,21,23,103,13,44,136,89,110,140,166,97,75,870
UCL215068,0,4,0,5,3,12,41,48,28,136,0,0,0,0,0,0,6,0,0,8,0,0,5,3,7,25,29,37,12,129,54,91,187,201,336,567,864,547,188,3044
UCL215069,3,4,6,0,4,3,19,54,38,124,0,0,0,0,0,0,0,0,0,6,5,3,16,13,21,30,52,35,36,215,54,75,249,395,361,481,630,346,152,2748
UCL215070,8,0,18,11,10,22,43,52,38,207,0,0,0,3,3,4,3,9,5,18,17,10,44,29,37,44,60,43,14,302,90,170,388,336,347,378,346,206,121,2377
UCL215071,0,0,4,0,6,3,14,19,4,58,0,0,0,0,0,0,0,0,0,0,13,8,11,11,20,14,5,11,0,93,79,186,325,427,543,520,330,168,30,2604
UCL215072,3,10,27,24,20,30,34,27,19,193,0,3,19,18,13,14,9,12,3,82,21,26,84,64,27,36,43,32,20,350,53,128,424,409,246,279,256,117,62,1976
UCL215073,0,0,0,5,5,17,40,65,41,191,0,0,0,4,0,8,0,6,5,17,7,5,16,15,24,26,29,43,54,219,61,125,216,228,336,433,400,322,161,2284
UCL215074,0,0,5,5,10,11,40,32,14,111,0,0,0,0,0,0,4,0,0,8,6,3,28,15,14,19,20,19,5,136,101,231,740,623,667,548,445,212,44,3602
UCL215075,0,0,0,6,8,14,10,12,3,57,0,0,0,0,0,0,0,0,0,5,5,7,17,16,7,22,24,9,6,106,25,73,165,140,133,183,156,86,15,979
UCL215076,0,0,0,4,0,11,19,26,18,80,0,0,0,0,0,0,0,0,0,6,3,3,14,4,13,15,12,22,9,98,42,85,238,229,265,317,350,191,79,1795
UCL215077,0,0,0,6,6,3,13,10,14,54,0,0,0,0,0,0,0,0,0,5,7,6,20,18,37,26,24,23,16,181,29,55,141,206,212,293,283,138,54,1408
UCL215078,0,0,0,0,3,4,6,4,9,27,0,0,0,0,0,0,0,0,0,4,10,3,6,8,12,8,3,6,0,58,46,108,273,259,244,238,138,70,13,1384
UCL215079,0,0,0,6,13,19,33,49,30,160,0,6,0,0,5,5,0,0,0,13,4,3,16,17,21,23,33,40,41,199,43,96,217,169,265,305,314,252,110,1766
UCL215080,0,0,5,7,5,7,19,21,14,77,0,0,0,0,0,0,0,0,0,6,0,14,11,14,7,3,16,13,0,82,35,125,316,252,226,248,295,127,31,1661
UCL215081,0,0,18,9,15,29,43,80,40,240,0,0,6,0,4,3,7,10,0,27,21,5,34,34,34,33,37,65,35,304,87,180,548,420,508,561,499,366,126,3301
UCL215082,0,0,7,6,5,8,12,9,6,49,0,0,0,0,0,0,0,0,0,0,6,8,12,15,17,7,9,6,5,72,60,95,244,335,310,268,187,47,16,1562
UCL215083,0,0,3,5,7,17,27,53,42,161,0,0,4,4,4,0,0,3,0,10,5,4,4,14,8,12,29,28,22,137,40,92,211,192,228,319,259,190,99,1624
UCL215084,0,0,5,0,5,5,23,13,13,67,0,0,0,0,0,0,0,0,0,0,5,6,10,7,13,11,15,16,19,101,33,69,170,108,156,144,165,96,61,1000
UCL215085,0,0,3,0,0,3,11,12,0,32,0,0,0,0,0,0,0,0,0,0,0,4,8,11,6,14,15,8,3,63,32,42,122,184,137,136,121,41,14,841
UCL215086,0,0,4,9,8,17,30,39,27,135,0,0,3,5,0,0,0,0,0,7,7,3,15,19,14,17,17,35,43,168,81,183,443,474,449,380,424,254,118,2814
UCL215087,0,0,0,0,5,11,18,7,0,45,0,0,0,0,0,0,0,0,0,0,6,6,28,16,12,25,21,5,0,109,38,80,199,213,240,250,179,57,10,1269
UCL215088,0,0,3,0,4,4,12,20,24,69,0,0,0,0,0,0,0,0,0,3,22,15,15,20,51,35,28,16,15,222,43,74,135,182,340,332,266,132,67,1566
UCL215089,3,4,4,5,13,11,36,41,18,134,0,0,0,0,3,3,5,4,0,20,12,8,29,16,20,16,32,56,38,219,38,118,244,188,243,322,331,217,106,1795
UCL215090,0,0,5,7,3,11,11,23,11,66,0,0,0,0,0,0,0,0,0,5,10,5,18,16,20,20,29,33,31,183,47,80,316,257,202,268,255,123,58,1619
UCL215091,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,10,6,0,0,24,35,129,109,142,216,292,176,49,13,1170
UCL215092,0,0,6,0,7,8,22,48,26,125,0,0,0,0,6,4,7,0,0,21,9,4,8,24,19,21,23,22,14,137,70,142,355,599,696,545,570,347,136,3466
UCL215093,0,0,5,10,14,24,20,29,20,126,0,0,0,5,0,0,0,4,0,9,3,5,9,14,16,17,15,11,4,100,113,232,691,528,492,479,387,145,45,3094
UCL215094,0,0,0,3,6,3,11,17,0,35,0,0,0,0,0,0,0,0,0,0,5,10,9,9,3,17,8,4,4,63,35,57,77,120,165,160,105,39,3,759
UCL215095,0,0,3,0,3,11,12,7,7,55,0,0,0,0,0,0,0,0,0,4,0,3,13,7,15,13,18,13,0,74,22,72,151,115,141,170,123,43,15,851
UCL215096,0,0,0,4,0,4,19,16,9,58,0,0,0,0,0,0,0,0,0,9,6,4,10,11,14,13,11,14,4,91,55,118,303,291,327,272,271,151,34,1814
UCL215097,0,0,6,5,4,20,20,52,42,153,0,0,0,0,0,0,0,4,0,12,17,12,19,30,38,26,30,33,10,200,86,188,366,373,431,365,357,223,104,2504
UCL215098,0,0,0,5,4,5,13,22,12,55,0,0,0,0,0,0,0,0,0,4,4,4,5,10,8,7,15,8,0,63,18,72,207,159,119,189,187,91,33,1082
UCL215099,0,0,0,0,10,10,22,44,38,130,0,0,0,0,6,7,5,5,0,18,9,9,12,18,16,11,17,20,20,135,40,84,141,159,176,240,275,205,107,1420
UCL215100,0,0,0,0,0,3,11,24,13,55,0,0,0,0,0,3,0,0,0,3,7,0,9,7,14,22,10,20,7,98,27,33,100,105,132,203,196,167,55,1030
UCL221001,0,0,0,0,3,0,10,5,6,24,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,6,0,0,32,21,38,81,86,110,81,70,23,5,520
UCL221002,5,0,0,4,0,4,7,10,8,31,4,0,4,0,0,0,0,0,0,10,3,0,0,4,3,3,3,7,0,25,16,39,72,94,113,136,133,62,17,675
UCL221003,0,0,0,0,0,0,3,9,0,15,0,0,0,0,0,0,0,0,0,0,4,3,9,10,4,6,3,0,0,44,15,21,91,68,66,84,44,28,3,423
UCL221004,0,0,0,0,5,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,8,0,0,4,28,34,66,63,162,191,140,81,34,7,780
UCL221005,0,0,0,0,0,6,16,14,6,43,0,0,0,0,0,0,0,0,0,3,7,0,9,0,10,13,13,12,8,60,11,26,83,65,89,83,104,60,29,540
UCL221006,0,0,0,0,4,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,3,0,22,13,14,74,88,73,78,97,35,6,459
UCL221007,0,0,0,0,5,3,0,4,3,19,0,0,0,0,0,0,0,0,0,0,3,0,9,8,3,7,4,0,6,35,15,19,66,65,53,103,56,30,4,403
UCL221008,0,0,0,0,3,3,6,14,19,44,0,0,0,0,0,0,0,0,0,0,9,10,12,9,10,20,32,28,42,169,12,22,48,72,76,113,133,99,89,673
UCL221009,0,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,8,9,9,7,0,6,0,0,39,16,36,78,81,55,84,78,21,4,457
UCL221010,0,0,0,0,3,6,6,3,0,22,0,0,0,0,0,0,0,0,0,0,4,0,3,6,4,5,9,0,0,28,12,21,71,71,72,99,59,24,3,431
UCL221011,0,0,0,0,0,0,4,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,8,20,20,44,81,107,92,54,23,3,432
