LGA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
LGA58260,83,0,0,9,3,96,34,0,0,0,0,34,4,0,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,13,3,0,0,0,20,16,0,0,0,0,20,0,0,0,0,0,0,51,7,0,0,0,60,29,0,0,0,0,33,30,0,0,4,0,35,218,14,0,10,7,253
LGA58330,750,0,0,13,3,770,693,3,0,0,4,697,76,0,0,0,0,76,8,0,0,0,0,12,0,0,0,0,0,0,95,0,0,0,0,101,10,0,0,4,0,17,3,0,0,0,0,3,200,4,0,4,0,211,33,0,0,0,0,38,226,5,0,21,0,260,1897,12,0,45,13,1970
LGA58400,77,0,0,0,0,81,20,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,3,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,20,3,0,0,0,28,12,0,0,0,0,12,15,0,0,0,0,15,141,3,0,0,9,150
LGA58470,5,0,0,43,3,52,4,0,0,3,4,6,0,0,0,0,0,0,14,4,0,0,0,16,7,0,0,0,0,7,0,0,0,4,0,4,4,0,0,10,0,15,0,0,0,0,0,0,20,4,0,12,0,37,10,0,0,7,9,24,3,0,0,14,6,14,39,3,0,73,16,136
LGA58510,2320,599,412,0,3,3334,3146,874,556,4,3,4577,1593,1224,1519,3,4,4344,217,274,103,0,0,595,34,126,87,0,0,245,775,433,324,0,0,1531,57,51,46,0,4,155,26,20,23,0,0,64,2698,2133,2098,4,12,6936,179,110,194,0,0,493,337,225,287,16,8,872,8677,3938,3545,21,27,16209
LGA58540,126,0,0,6,0,136,58,0,0,0,0,51,6,0,0,0,0,6,4,0,0,0,0,3,4,0,0,0,0,4,26,0,0,0,0,29,27,0,0,0,4,38,0,0,0,0,0,0,73,4,0,0,7,79,33,0,0,0,0,33,35,0,0,11,0,46,321,4,0,15,7,349
LGA58570,2667,653,356,10,0,3691,2883,994,1020,11,5,4911,1003,977,2364,15,3,4369,36,198,129,0,0,362,6,48,53,0,6,116,644,378,568,15,0,1602,39,45,49,0,0,131,11,12,7,0,0,22,1740,1661,3168,30,14,6609,120,89,39,0,0,246,211,140,363,53,3,771,7610,3536,4935,108,28,16224
LGA58610,307,4,0,3,4,317,186,0,0,0,0,187,34,5,0,0,0,40,17,8,0,0,0,24,3,17,0,0,0,23,48,0,0,0,0,52,12,0,0,0,0,17,0,0,0,0,0,0,120,32,0,0,0,151,24,0,0,0,0,24,65,6,4,0,0,77,707,38,4,5,4,760
LGA58680,91,0,0,0,0,91,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,8,0,0,0,0,12,0,0,0,0,0,0,19,0,0,0,0,23,17,0,0,0,0,17,42,0,0,0,0,44,222,0,0,4,0,228
LGA58760,13873,1021,53,112,5,15065,37225,1238,77,8,17,38561,8288,940,125,0,0,9356,705,651,8,0,0,1357,133,150,0,0,0,285,3714,349,26,16,0,4107,445,65,3,38,7,555,59,15,0,0,0,77,13342,2177,170,55,9,15747,795,551,11,10,0,1364,2311,327,22,51,15,2731,67535,5310,323,244,53,73463
LGA58820,631,21,0,13,4,662,580,7,0,0,3,588,78,14,0,0,0,90,15,8,0,0,0,24,0,11,0,0,0,10,94,16,0,5,0,110,24,9,0,9,5,48,3,0,0,0,0,7,217,49,0,18,0,284,34,16,0,0,0,49,74,17,0,7,5,101,1536,105,0,35,15,1692
LGA58890,157,0,0,0,0,161,54,0,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,9,24,0,0,0,0,33,12,0,0,0,0,12,0,0,0,0,0,0,45,7,0,0,0,52,33,0,0,0,0,28,41,0,0,0,0,41,323,11,0,5,5,336
LGA59030,52,0,0,0,0,53,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,0,23,17,0,0,0,0,17,10,0,0,0,0,10,113,0,0,0,0,115
LGA59100,123,0,0,0,0,120,47,0,0,0,0,47,0,0,0,0,0,0,5,5,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,19,13,0,0,0,0,13,0,0,0,0,0,0,40,5,0,0,0,42,15,0,0,0,0,14,46,0,0,0,0,46,269,5,0,0,0,279
LGA59170,163,0,0,0,3,164,82,0,0,0,0,80,7,0,0,0,0,11,0,4,0,0,0,6,4,0,0,0,0,3,40,0,0,0,0,38,16,0,0,0,0,22,3,0,0,0,0,4,71,9,0,0,4,81,40,0,0,0,0,42,40,4,0,0,0,51,388,14,4,3,5,412
LGA59250,13,0,0,5,5,25,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,14,5,0,0,0,3,8,11,0,0,3,0,18,0,0,0,0,0,0,42,4,0,8,4,56,28,3,0,0,6,36,26,4,0,0,7,36,112,13,0,10,18,156
LGA59310,218,5,0,10,3,238,107,0,0,3,0,109,5,0,0,0,0,11,17,7,0,0,0,30,7,5,0,0,0,17,61,6,0,0,0,67,35,3,0,0,0,33,0,0,0,0,0,0,127,23,0,4,0,152,32,0,0,0,0,29,41,6,0,0,0,47,527,25,0,15,3,577
LGA59320,83,0,0,0,0,83,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,19,0,0,0,0,19,14,0,0,0,0,15,180,0,0,0,0,174
LGA59330,111,0,0,0,0,111,38,0,0,0,0,36,0,0,0,0,0,4,3,6,0,0,0,5,9,0,0,0,0,6,21,0,0,0,0,21,10,0,0,0,0,10,0,0,0,0,0,0,41,6,0,0,0,50,16,0,0,0,0,16,23,0,0,0,0,23,232,6,0,0,0,240
LGA59340,222,10,9,518,29,781,255,25,7,39,15,335,115,49,42,4,5,206,263,65,33,0,0,361,197,19,11,4,0,228,163,27,7,42,15,256,185,37,20,255,31,526,13,0,0,0,0,15,921,191,102,317,51,1586,98,18,5,69,21,207,306,70,36,416,65,891,1798,311,153,1354,190,3806
LGA59350,10,0,0,11,4,27,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,5,3,0,0,5,4,5,16,0,0,0,3,22,0,0,0,0,0,0,23,0,0,6,10,39,4,0,0,0,6,12,21,0,0,0,8,30,61,0,0,23,28,116
LGA59360,156,5,0,8,0,181,67,0,0,0,0,70,10,0,0,0,0,12,10,7,0,0,0,22,4,4,0,0,0,9,53,0,0,0,0,55,34,4,0,3,7,44,0,0,0,0,0,0,111,19,0,3,7,140,44,0,0,3,4,51,42,6,0,0,0,49,422,32,3,22,14,485
LGA59370,671,16,3,5,3,706,423,4,0,0,4,433,73,4,4,0,0,89,25,18,0,0,0,45,0,0,0,0,0,6,87,0,0,0,0,89,15,0,0,0,0,18,4,0,0,0,0,6,207,27,3,0,4,243,48,0,0,6,6,60,131,3,0,3,0,144,1485,46,9,23,27,1587
LGA59799,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,8,13
LGA60210,1568,27,24,65,9,1685,645,14,12,8,4,682,231,16,25,0,0,279,26,16,22,0,0,62,0,5,0,0,0,8,198,8,17,7,0,226,31,3,0,18,6,56,5,0,0,0,0,5,497,50,57,22,10,632,81,0,0,4,0,89,185,8,3,21,0,224,2973,95,95,125,24,3313
LGA60410,1610,16,106,6,3,1739,2594,22,149,5,0,2765,656,10,162,0,0,827,654,45,92,0,0,797,172,16,28,0,0,218,264,9,93,0,0,366,32,0,3,0,0,41,14,0,3,0,0,15,1796,78,387,0,0,2270,49,0,6,0,0,61,311,11,54,0,0,376,6359,133,701,6,4,7206
LGA60610,2634,56,25,5,5,2719,2587,27,6,4,0,2629,965,228,49,4,0,1244,317,170,9,0,0,500,63,36,5,0,0,106,529,81,20,0,0,635,89,13,24,4,3,123,12,4,0,0,0,21,1973,535,113,11,5,2625,82,9,0,0,0,99,318,65,15,25,0,420,7593,689,161,46,13,8491
LGA60810,3804,140,10,76,9,4029,2967,55,0,9,0,3032,451,154,0,9,4,618,226,155,0,0,0,382,35,45,3,0,0,91,619,103,12,13,0,743,66,14,0,20,0,92,13,12,0,0,0,27,1407,484,16,35,5,1952,109,28,0,7,0,149,365,83,10,48,5,519,8650,781,33,185,18,9671
LGA61010,495,0,0,16,7,516,268,0,0,8,3,270,21,0,0,0,0,22,0,0,0,0,0,3,3,0,0,0,0,4,87,0,0,0,0,87,45,0,13,3,5,68,0,0,0,0,0,0,172,0,11,3,9,195,70,0,0,0,0,73,100,0,0,7,0,109,1105,0,16,33,14,1166
LGA61210,1124,13,11,7,0,1155,980,4,0,3,0,992,243,26,3,4,0,274,53,15,0,0,0,68,6,15,3,0,0,23,204,11,0,3,4,219,78,13,4,0,0,95,3,0,0,0,0,6,589,74,10,12,4,690,165,11,0,7,0,190,280,27,10,7,0,321,3140,131,33,34,7,3342
LGA61410,8485,192,54,67,11,8810,8644,138,36,8,11,8835,2091,245,81,3,0,2422,729,269,47,0,0,1041,157,69,9,0,0,241,1312,123,43,5,12,1499,144,12,0,42,0,197,37,15,0,0,0,57,4468,741,177,50,15,5452,337,102,11,5,4,453,664,90,20,22,8,809,22610,1256,301,150,49,24363
LGA61510,1412,22,12,20,0,1477,1639,15,9,3,0,1660,301,18,11,0,0,338,126,35,15,0,0,176,19,3,7,0,0,31,268,19,9,8,4,299,39,3,0,5,0,47,6,4,0,0,0,11,759,80,44,13,4,901,62,3,0,4,0,78,205,29,6,24,7,266,4083,151,71,69,7,4375
LGA61610,3543,212,5,46,3,3815,3225,64,0,5,0,3293,937,304,3,3,0,1247,574,313,10,0,5,901,109,64,0,0,0,182,766,153,0,3,0,933,88,38,4,46,4,182,17,12,0,0,0,32,2490,896,22,58,8,3476,80,39,0,3,0,126,336,116,4,58,0,512,9683,1320,30,172,17,11220
LGA61810,1219,11,7,13,3,1253,809,3,0,0,0,820,144,9,3,0,0,153,41,10,0,0,0,55,16,24,0,0,0,38,215,3,7,0,4,236,67,9,0,0,0,77,6,3,0,0,0,6,489,58,19,3,3,572,109,6,0,4,0,121,200,13,6,3,0,222,2837,84,33,28,4,2985
LGA62010,210,6,0,0,3,210,59,0,0,0,0,58,0,0,0,0,0,0,27,0,0,0,0,28,22,3,0,0,0,21,40,0,0,0,0,40,10,0,0,0,0,13,0,0,0,0,0,0,110,8,0,0,0,118,37,0,0,0,0,31,36,0,0,6,0,42,438,13,0,7,4,463
LGA62210,1192,24,7,6,6,1235,778,10,0,6,0,796,272,66,18,0,0,352,91,80,0,0,0,171,3,15,0,0,0,17,189,18,0,0,0,207,21,10,0,0,0,37,13,9,0,0,0,19,586,197,18,0,0,808,46,6,0,0,0,56,146,25,0,20,0,197,2751,264,26,35,4,3085
LGA62410,1148,10,0,21,6,1187,477,9,0,5,6,487,127,9,3,0,0,142,22,4,0,0,0,29,11,0,0,0,0,10,193,3,0,4,3,208,64,5,0,14,8,90,8,6,0,0,0,9,427,19,5,23,14,488,64,0,0,8,9,79,113,8,0,0,0,125,2227,42,9,50,34,2363
LGA62610,5221,120,377,42,3,5761,5985,132,260,15,0,6391,2244,246,760,12,4,3280,765,259,426,0,3,1456,163,84,74,0,17,339,1303,124,354,15,0,1799,169,40,84,0,0,292,25,10,12,0,0,52,4670,775,1712,35,30,7216,172,23,98,6,3,298,637,108,217,26,10,992,16686,1155,2664,120,47,20667
LGA62810,6521,452,541,34,7,7556,5001,399,366,9,6,5784,1682,822,1725,35,17,4278,176,138,320,0,20,651,41,70,160,0,6,273,1164,391,717,29,25,2330,105,44,89,8,6,254,13,5,21,0,0,40,3189,1472,3034,68,69,7833,164,128,147,4,0,445,347,121,245,81,13,812,15221,2575,4334,204,102,22434
LGA63010,3024,12,9,51,6,3102,2576,13,0,11,7,2608,391,30,4,10,0,435,61,17,4,0,0,76,11,9,0,0,0,24,451,20,10,8,4,485,68,4,0,12,0,81,9,0,0,0,0,12,984,79,18,28,4,1112,145,0,0,6,3,155,394,9,0,37,5,454,7127,125,29,133,23,7427
LGA63210,1147,27,0,7,3,1184,890,6,0,4,0,905,75,5,0,0,0,80,16,11,0,0,0,28,8,29,0,0,0,36,140,6,0,0,0,146,19,0,0,4,0,27,10,0,0,0,0,7,267,46,0,10,6,320,44,0,0,0,0,51,162,5,0,3,0,177,2514,82,4,22,14,2639
LGA63410,281,7,0,0,0,281,151,0,0,0,4,154,19,0,0,0,0,21,3,7,0,0,0,11,4,10,0,0,0,10,83,0,6,0,0,90,32,4,0,0,0,32,6,0,0,0,0,6,144,22,7,0,0,167,37,0,0,0,0,43,71,0,0,0,0,72,689,23,6,3,4,729
LGA63610,5857,170,44,58,13,6136,5361,125,43,9,8,5544,1320,155,70,6,0,1551,233,89,10,0,0,330,36,75,6,0,0,120,887,69,39,12,3,1018,64,14,4,17,3,104,16,6,3,0,0,25,2556,406,136,35,10,3149,256,37,8,5,3,309,380,39,17,28,0,461,14410,774,247,137,23,15594
LGA63810,2060,54,12,30,6,2160,1531,19,4,10,4,1565,363,46,7,0,0,418,79,43,5,0,0,127,54,20,0,0,0,74,344,49,13,4,0,405,47,8,0,12,0,72,7,3,0,0,0,14,895,171,17,17,4,1105,78,5,0,5,3,87,194,21,0,7,0,224,4760,264,33,66,10,5132
LGA64010,7941,524,352,23,14,8851,7992,383,217,6,6,8604,3182,751,974,51,11,4964,558,347,279,0,6,1192,325,232,132,0,3,693,1639,322,322,20,17,2319,146,50,47,11,3,263,43,15,10,0,0,78,5886,1722,1767,82,47,9506,315,143,35,3,3,504,896,341,182,67,7,1496,23037,3120,2555,177,75,28965
LGA64210,3304,139,97,26,5,3571,2669,77,39,0,0,2788,532,86,104,3,0,729,111,21,26,0,0,158,39,26,10,0,0,73,490,40,72,4,3,605,107,4,3,24,0,144,9,3,4,0,0,14,1289,179,216,35,3,1726,138,0,4,4,0,152,313,34,21,7,0,387,7723,422,378,78,18,8620
LGA64610,2130,24,81,26,4,2264,1805,20,36,5,6,1863,289,50,76,5,0,424,89,5,48,0,0,137,5,5,34,0,0,49,360,7,37,3,0,414,103,3,5,7,0,121,3,0,0,0,0,9,853,77,203,15,5,1152,158,8,14,5,0,185,240,12,27,9,0,289,5187,144,360,51,9,5754
LGA64810,2300,27,0,10,9,2346,2809,13,4,7,3,2834,557,23,0,0,5,592,84,3,0,0,0,83,6,5,0,0,0,13,454,11,0,3,0,474,43,0,0,0,0,45,13,0,0,0,0,10,1158,52,4,8,5,1223,89,0,0,4,0,92,375,10,0,5,0,401,6738,108,10,27,18,6900
LGA65010,955,0,6,0,0,967,1074,0,0,0,3,1076,68,0,4,0,0,76,7,3,5,0,0,14,5,8,6,0,0,16,176,0,0,6,0,178,36,0,0,0,0,43,0,0,0,0,0,3,297,16,17,4,0,332,74,0,0,5,0,78,180,5,0,6,0,186,2585,16,22,8,4,2642
LGA65210,660,0,0,12,3,680,284,0,0,6,0,283,49,0,0,0,0,49,0,3,0,0,0,6,8,4,0,0,0,14,89,0,3,5,0,104,14,4,0,4,4,23,4,0,0,0,0,4,161,10,4,7,4,194,30,0,0,0,0,32,94,3,0,15,0,112,1221,20,8,48,13,1302
LGA65410,2393,50,0,26,3,2471,1827,15,0,0,3,1853,409,79,10,6,0,507,223,92,0,0,0,307,58,48,0,0,0,109,360,42,0,0,0,404,49,11,0,24,7,89,7,7,0,0,0,13,1103,278,14,28,3,1432,82,4,0,4,0,95,288,39,4,5,0,334,5691,384,25,62,20,6186
LGA65610,830,9,0,10,16,870,436,3,0,0,4,442,205,31,5,0,3,242,20,3,0,0,0,27,0,0,5,0,0,3,152,9,0,5,0,166,100,4,15,5,3,126,4,0,0,0,0,4,479,52,19,8,7,566,84,0,6,0,5,94,194,13,3,24,0,238,2032,77,29,46,34,2217
LGA65810,4091,21,20,30,6,4171,3546,20,11,0,0,3590,894,46,79,3,0,1022,99,6,16,0,0,122,23,0,15,0,0,39,520,15,23,5,0,568,49,9,0,7,0,65,12,0,0,0,0,13,1601,68,136,15,3,1828,109,0,13,4,0,132,394,3,20,38,5,458,9747,125,202,90,22,10174
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,1131,183,26,388,91,1819,2594,575,47,34,13,3261,699,885,213,3,23,1821,439,328,23,4,5,798,64,47,3,0,25,140,514,268,40,21,28,868,130,130,27,147,60,497,13,5,0,0,0,21,1859,1658,304,181,137,4147,119,101,20,32,23,301,337,184,37,307,51,914,6048,2701,434,941,316,10445
LGA70420,144,0,0,271,53,461,116,0,0,18,3,142,30,33,8,7,0,74,500,29,10,0,0,540,73,5,9,0,0,89,64,13,7,16,0,99,165,20,10,47,19,259,3,0,0,0,0,11,841,100,46,64,22,1072,300,23,12,27,15,379,151,11,7,63,24,250,1546,135,66,444,117,2304
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10,0,0,44,0,0,0,0,0,0,4,0,0,0,0,4,32,0,10,0,0,46
LGA70620,19,3,0,54,10,88,6,0,0,0,0,14,0,0,0,0,0,0,311,5,3,0,3,322,139,4,8,0,0,150,7,0,0,5,0,13,48,10,3,10,8,81,5,0,0,0,0,3,510,15,8,15,15,569,141,9,5,12,15,180,69,3,0,27,4,103,745,27,13,116,48,950
LGA70700,140,0,0,174,14,329,113,0,0,17,9,139,10,0,0,0,0,11,22,12,0,0,0,36,14,3,0,0,0,14,29,0,0,12,0,42,19,0,0,35,10,65,0,0,0,0,0,0,90,19,5,50,13,176,26,0,4,21,5,58,120,7,0,52,6,181,491,30,9,306,38,875
LGA71000,3821,494,932,442,21,5711,6022,758,1679,16,5,8483,1855,1210,5179,5,21,8273,803,538,400,0,4,1742,124,23,73,0,7,224,1068,474,1178,19,43,2784,763,78,370,143,44,1400,34,13,41,3,0,91,4646,2344,7234,177,114,14519,228,66,140,22,22,472,917,325,816,416,65,2535,15630,3986,10800,1074,219,31716
LGA71150,0,0,14,0,0,13,0,0,22,0,0,22,0,0,127,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,8,0,0,8,0,0,0,0,0,0,0,0,161,0,0,156,0,0,5,0,0,4,0,0,4,0,4,6,0,0,205,0,0,207
LGA71300,44,4,0,21,7,70,7,0,0,0,0,7,3,0,0,0,0,3,641,43,3,0,4,695,288,37,0,0,4,340,8,0,0,3,0,13,86,8,0,4,16,119,18,4,0,0,0,23,1049,88,3,17,29,1191,221,13,0,6,11,248,98,6,0,17,7,126,1413,113,7,57,52,1641
LGA72200,393,13,0,249,126,780,656,18,0,17,16,718,360,165,13,0,3,540,150,120,14,4,3,288,76,18,0,0,0,98,176,27,0,20,14,241,326,45,3,94,77,542,9,4,0,0,0,6,1100,374,34,116,94,1720,81,12,0,16,19,122,310,105,26,105,48,590,2543,528,63,496,302,3936
LGA72300,1645,16,11,550,33,2254,3082,25,0,48,5,3159,304,36,87,5,4,434,18,9,4,4,3,33,20,0,3,0,0,21,473,23,7,31,11,545,63,5,0,186,30,291,20,0,0,4,0,20,892,68,101,230,54,1351,169,6,6,25,12,212,605,31,17,317,40,1008,6389,140,136,1178,136,7985
LGA72330,56,0,0,254,21,328,9,0,0,15,0,19,0,0,0,4,0,4,499,18,0,0,0,532,124,8,0,6,0,143,4,3,0,22,11,38,72,11,4,55,17,159,18,0,0,0,0,22,714,43,9,91,33,889,226,13,12,55,19,323,84,8,0,74,19,185,1082,68,25,483,90,1752
LGA72800,1019,61,106,5,0,1189,4736,239,319,0,0,5292,2110,452,822,3,7,3396,340,220,306,0,0,873,19,14,14,0,0,47,612,114,146,5,0,883,340,24,17,0,3,386,12,3,13,0,0,30,3442,833,1323,9,15,5613,110,14,10,0,3,136,728,158,259,24,17,1184,10032,1301,2009,39,38,13416
LGA73600,73,0,0,657,67,797,21,0,0,50,3,69,0,0,0,3,0,7,413,126,22,0,0,563,123,25,0,5,0,161,7,3,0,27,6,45,69,3,3,111,54,240,4,3,0,3,0,8,612,163,28,150,60,1014,141,22,3,64,32,265,97,6,0,223,58,390,950,193,35,1140,226,2538
LGA74050,23,3,0,0,0,31,0,0,0,0,0,7,0,0,0,0,0,0,305,19,39,0,0,362,76,0,7,0,3,90,0,0,0,0,0,0,21,3,8,0,0,39,10,0,0,0,0,7,413,25,51,3,6,497,52,5,8,11,14,82,33,0,15,3,4,56,525,33,69,23,20,672
LGA74550,78,0,0,135,52,267,26,3,0,12,3,42,0,0,0,0,0,0,154,56,3,0,0,209,78,18,0,0,0,98,17,0,0,8,6,30,40,8,0,32,25,106,5,0,0,0,0,4,287,81,3,43,33,439,68,5,0,18,12,108,70,3,0,44,28,145,529,91,4,245,136,1003
LGA74560,71,0,0,8,0,79,72,0,0,0,0,72,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,33,0,0,0,0,0,0,17,0,0,0,0,17,188,0,0,10,0,197
LGA74660,20,0,0,201,17,238,8,0,0,18,0,27,3,0,0,3,3,14,277,24,3,3,5,313,329,19,4,0,0,355,6,0,0,23,0,34,148,50,16,83,25,319,5,3,0,0,0,8,771,99,24,117,30,1044,204,27,10,29,15,285,61,19,3,85,29,199,1059,141,41,452,99,1797
LGA74680,29,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,95,13,0,0,0,109,198,33,0,3,0,234,0,0,0,0,0,0,25,15,0,0,0,45,7,5,0,0,0,15,327,66,0,3,0,402,38,17,0,9,3,63,30,5,0,0,5,40,427,83,0,13,9,541
LGA79399,276,8,0,281,39,601,258,3,0,22,9,290,70,12,7,3,0,93,28,18,8,4,0,57,20,15,12,4,5,53,56,8,7,27,10,105,537,221,106,104,60,1023,0,4,0,0,0,5,706,269,132,139,75,1332,319,52,42,27,20,459,312,81,93,155,28,664,1875,407,267,633,175,3352
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,7
LGA89399,35057,5883,4088,102,35,45167,48997,9892,9102,7,31,68028,9473,6297,13215,4,49,29035,4441,2736,1447,18,10,8655,394,324,299,0,8,1027,4868,2385,3480,9,42,10793,1697,480,591,40,40,2848,112,54,52,0,0,213,20986,12275,19090,71,153,52579,1070,843,843,4,25,2790,2982,1253,1972,181,25,6414,109097,30145,35098,367,275,174972
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,376,0,3,0,4,384,217,5,0,0,3,222,105,4,4,0,0,109,6,0,0,0,0,7,28,0,0,0,0,27,132,4,5,0,3,147,34,0,0,0,4,39,0,0,0,0,0,0,310,9,11,0,6,333,42,0,0,4,0,46,142,4,8,0,7,158,1077,14,19,5,21,1143
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
