LGA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
LGA17080,5,3,0,13,10,0,28,4,3,0,4,0,0,16,24,54,17,37,20,0,147,85,42,13,80,19,0,240,76,16,0,72,14,0,174,192,39,0,55,3,0,291,167,3,0,59,16,0,243,121,0,0,23,11,0,147,11,0,0,3,0,0,18,0,0,0,0,5,0,3,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,13,22,13,3,35,48,11,124,710,181,32,386,139,15,1464
LGA17100,0,9,0,5,0,0,13,0,36,0,0,3,0,44,32,181,3,18,51,0,289,32,55,29,49,21,0,188,31,36,15,28,15,0,122,52,31,21,43,20,0,170,282,11,6,51,9,0,360,1680,27,11,116,25,4,1860,2138,19,5,165,26,6,2359,847,4,3,70,20,0,942,295,0,3,35,4,0,337,140,0,0,24,6,0,162,58,0,0,8,0,0,68,101,0,0,15,3,0,117,122,24,7,73,43,22,288,5807,436,103,709,241,36,7331
LGA17150,15,51,3,12,0,0,86,0,94,7,3,3,0,106,4,684,56,36,6,0,789,19,212,115,52,11,6,402,19,84,49,68,8,3,238,74,97,54,106,99,3,441,431,86,74,210,56,0,846,2781,53,63,449,57,3,3421,3724,30,14,495,25,0,4299,2733,23,9,348,18,10,3137,1643,13,4,203,8,4,1873,974,3,5,139,4,0,1138,534,0,0,60,0,0,597,658,0,0,102,4,0,765,172,90,28,168,50,33,555,13794,1529,481,2452,364,70,18691
LGA17200,41,223,27,11,4,0,307,10,588,42,8,4,4,659,58,2646,170,85,21,14,2990,143,730,304,147,35,3,1373,151,298,111,177,35,5,778,551,295,136,325,89,7,1402,2018,195,157,581,104,4,3067,5716,199,242,848,121,15,7145,9829,83,96,1115,137,11,11270,10276,32,47,926,116,10,11406,7995,34,14,763,96,14,8915,4479,16,8,488,48,4,5050,2328,7,5,298,28,0,2664,4077,3,0,657,35,0,4781,724,344,53,444,124,128,1812,48407,5689,1423,6884,999,216,63620
LGA17310,10,16,7,10,3,0,51,16,15,8,18,8,0,64,38,65,27,83,18,3,237,254,152,64,116,36,12,633,299,60,28,160,19,10,575,760,142,49,205,18,15,1194,1584,106,31,385,19,8,2128,1466,24,13,243,40,6,1793,276,3,0,41,8,0,331,60,0,0,12,0,0,72,21,0,0,4,5,0,31,3,0,0,4,0,0,12,0,0,0,0,3,0,7,6,0,0,8,0,0,20,82,50,15,75,59,28,319,4871,640,249,1367,254,82,7457
LGA17350,0,3,0,6,6,0,10,0,8,14,4,3,0,25,13,17,3,26,4,0,62,29,12,7,22,7,0,91,21,7,0,31,0,0,71,84,0,0,33,3,0,121,83,0,0,18,0,0,111,21,0,0,9,0,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,14,9,0,31,272,47,23,169,42,6,556
LGA17400,0,0,0,7,0,0,6,0,0,0,3,0,0,3,10,8,11,17,7,0,44,27,13,8,31,3,0,89,26,3,4,18,0,0,61,72,8,8,43,7,0,144,66,0,0,23,4,0,96,37,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,8,19,14,3,55,253,42,41,163,36,9,551
LGA17420,8,3,0,11,4,0,26,0,5,0,3,5,0,9,9,39,3,26,7,3,88,12,25,22,33,10,0,100,19,14,17,37,6,0,89,43,24,6,67,40,7,184,116,11,16,103,42,0,290,872,16,20,240,41,6,1201,2312,4,5,275,18,4,2622,3196,4,0,243,12,0,3460,1951,0,0,164,7,0,2126,800,0,0,71,3,0,880,383,0,0,39,4,0,427,352,6,0,53,6,0,413,161,15,9,129,34,22,367,10242,155,108,1497,239,39,12282
LGA17550,4,23,3,13,5,0,48,4,34,4,10,4,0,48,10,356,28,61,28,4,491,22,117,54,113,85,0,398,37,58,21,149,35,5,299,137,82,29,215,90,3,559,535,46,41,380,76,6,1084,1483,40,33,624,161,8,2340,1223,13,12,424,87,3,1761,788,7,0,177,25,7,999,403,0,3,84,12,3,508,182,0,0,36,4,0,226,97,0,0,13,9,0,115,112,0,0,39,12,0,171,98,48,24,130,71,23,387,5129,824,251,2470,698,67,9433
LGA17620,4,0,0,3,5,0,18,0,0,4,0,0,0,9,24,17,16,24,16,0,89,53,37,15,47,17,0,167,54,13,5,44,8,0,122,149,21,4,49,12,4,239,231,15,3,78,17,0,336,133,13,6,41,9,0,195,36,0,0,22,7,0,61,4,0,0,0,0,0,8,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,14,5,7,26,70,0,113,692,121,48,340,165,10,1372
LGA17640,0,0,0,3,3,0,6,0,0,0,7,0,0,7,4,4,4,14,4,0,35,4,6,4,26,3,0,40,3,0,0,20,3,0,27,22,5,4,31,4,0,71,51,0,0,31,3,0,91,48,0,0,30,0,0,74,8,0,0,3,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,18,0,43,148,14,11,198,48,0,425
LGA17650,0,0,0,3,6,0,9,0,0,0,0,0,0,0,10,0,3,20,0,0,37,32,6,3,13,7,0,67,24,4,0,18,5,0,50,36,3,0,24,9,0,65,66,0,0,19,0,0,79,32,0,0,12,0,0,47,16,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,12,0,23,219,20,8,121,37,0,405
LGA17750,6,25,5,9,10,0,56,7,63,10,7,3,0,89,43,301,24,56,23,9,458,394,178,61,119,28,5,778,404,78,34,131,18,0,668,690,133,20,206,189,0,1236,1639,49,16,343,80,0,2130,1481,10,9,234,36,5,1774,494,5,4,63,11,0,574,77,0,0,16,12,0,107,14,0,3,4,0,0,23,4,0,0,0,0,0,7,5,0,0,0,0,0,0,10,0,0,10,8,0,21,90,55,8,88,63,20,324,5361,902,193,1289,474,43,8267
LGA17850,0,0,0,0,8,0,3,0,0,0,0,0,0,3,8,10,0,15,4,0,40,17,4,0,20,0,0,43,14,3,0,18,4,0,34,27,0,3,13,0,0,45,14,0,0,11,0,0,26,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,13,15,0,31,89,16,14,88,39,0,243
LGA17900,0,22,0,11,58,0,98,0,3,9,3,13,0,22,12,4,5,15,13,0,48,16,15,43,26,13,0,113,8,14,14,19,19,0,74,15,15,27,20,9,0,87,12,0,7,8,6,0,27,5,0,0,5,3,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,5,27,40,7,85,64,87,103,138,176,4,576
LGA17950,0,0,3,0,4,0,3,4,0,0,3,0,0,7,3,5,11,10,5,0,32,8,8,3,16,4,0,39,24,8,6,8,3,0,48,10,3,0,10,5,0,32,19,0,0,5,0,0,29,0,0,0,3,7,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,17,74,30,22,57,45,0,231
LGA18020,0,4,0,6,13,0,25,0,4,0,11,5,0,28,12,14,15,48,23,0,111,47,25,6,70,17,4,161,47,7,5,54,9,0,118,77,9,0,43,9,0,130,35,0,0,23,4,0,64,0,0,0,7,7,0,10,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,29,52,0,93,214,64,24,305,135,5,752
LGA18050,4,12,5,10,0,0,31,0,27,3,3,0,0,33,9,185,13,13,0,0,217,16,41,23,14,4,0,103,16,20,19,24,4,0,83,34,10,8,44,3,0,112,236,7,15,86,7,0,350,799,8,15,149,17,5,996,1314,7,9,265,30,4,1631,1945,0,0,296,21,4,2265,1983,0,0,275,15,0,2276,1373,0,0,227,6,5,1618,944,0,0,131,10,0,1088,1993,0,0,374,15,0,2387,191,26,9,124,21,38,411,10867,341,125,2029,166,63,13597
LGA18100,4,3,17,3,0,0,26,0,0,5,0,0,0,4,0,7,10,19,5,0,43,33,4,0,18,6,0,60,24,5,0,30,6,0,54,37,0,0,11,9,0,57,7,0,0,0,0,0,12,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,0,13,105,21,26,100,24,6,276
LGA18200,3,0,0,3,15,0,28,0,0,0,0,0,0,8,20,3,3,17,17,0,64,39,11,20,40,6,0,119,35,6,7,42,4,0,98,42,6,3,18,5,0,73,38,6,0,10,0,0,55,29,0,0,0,4,0,32,3,0,0,7,0,0,9,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,11,22,0,36,211,36,44,149,84,6,534
LGA18250,10,11,4,13,0,0,38,0,4,3,0,0,0,8,11,59,31,13,3,0,126,10,65,61,36,6,0,183,16,23,28,29,3,0,99,65,20,27,59,3,0,179,178,17,12,80,10,0,302,919,17,30,120,16,4,1110,2150,21,20,175,22,0,2383,1908,7,3,183,19,3,2118,1019,0,0,128,6,4,1156,719,0,0,99,15,4,833,464,0,0,65,0,0,536,1128,0,0,151,11,4,1294,151,20,5,121,28,22,345,8749,269,232,1280,149,40,10714
LGA18350,0,4,0,5,0,0,9,3,5,8,0,0,0,17,10,9,12,30,14,0,72,24,63,92,35,15,0,234,25,18,34,42,14,3,138,61,37,37,69,13,0,222,210,28,28,116,10,4,404,631,38,36,160,15,0,872,659,5,12,114,11,0,814,449,0,0,62,8,0,521,195,0,0,30,8,0,230,73,0,0,17,6,0,101,36,0,0,14,3,0,53,69,0,0,18,0,0,88,54,16,17,69,33,5,195,2505,226,268,787,154,21,3963
LGA18400,5,0,0,3,5,0,15,0,0,0,4,0,0,7,0,3,13,20,14,0,50,8,37,43,29,16,0,136,21,13,6,31,15,0,86,59,11,17,31,6,0,130,229,4,5,85,10,0,329,663,10,8,136,21,3,835,547,0,0,77,4,0,639,265,0,3,30,10,0,302,90,0,0,14,0,0,103,40,0,0,7,0,0,51,10,0,0,4,0,0,15,18,0,0,9,0,0,26,42,8,0,55,28,10,139,1993,86,100,525,128,19,2850
LGA18450,20,169,18,22,3,0,229,0,292,11,13,6,0,320,46,2069,91,99,55,14,2373,135,800,142,181,44,16,1312,208,368,58,212,29,3,874,629,391,80,312,38,6,1463,2110,238,58,539,57,14,3015,4524,372,45,850,72,14,5882,3939,119,15,618,46,9,4752,2199,27,3,280,25,4,2548,776,3,4,121,9,4,917,309,6,0,49,4,0,368,144,3,0,16,5,0,164,120,0,0,37,6,0,158,198,289,29,188,68,53,824,15359,5160,553,3544,454,135,25200
LGA18500,8,3,0,3,4,0,16,0,0,0,0,0,0,4,5,40,9,19,3,0,66,17,11,11,19,3,0,54,9,0,4,18,0,0,37,55,0,4,36,4,0,100,213,0,7,76,13,0,304,535,0,4,92,7,0,647,843,0,5,120,6,0,972,1032,0,0,175,8,0,1219,902,0,5,141,6,0,1056,644,0,0,153,5,0,799,426,0,0,105,0,0,540,1771,0,0,371,16,0,2151,110,5,0,88,22,14,227,6570,60,35,1412,95,21,8202
LGA18710,0,0,0,7,6,0,9,0,0,4,0,0,0,6,0,5,28,13,6,0,43,4,15,11,19,7,0,58,11,4,4,17,0,0,45,20,11,3,23,6,0,60,85,15,13,67,6,0,191,157,3,6,76,9,0,246,78,0,0,45,3,0,127,36,0,0,20,4,0,56,23,0,0,8,0,0,37,7,0,0,3,0,0,9,3,0,0,3,0,0,6,4,0,0,5,0,0,8,12,0,0,32,21,8,77,444,61,65,335,58,11,972
LGA19399,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,3,7,0,11,0,0,0,5,3,0,7,0,0,0,3,6,0,11,0,0,0,5,4,0,7,0,0,0,8,5,0,17,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,11,0,24,0,14,0,45,44,0,105
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,7,4,0,19,0,0,4,6,0,0,10,6,25,9,37,5,0,77,26,21,4,56,6,3,120,39,6,3,38,10,0,102,91,4,0,64,7,0,165,161,0,0,58,15,0,236,140,0,0,41,0,0,178,54,0,0,7,3,0,67,12,0,0,0,0,0,15,0,0,0,3,0,0,3,0,0,0,3,0,0,5,0,0,0,3,0,0,3,8,0,0,20,3,0,29,6,3,0,34,16,4,59,557,65,14,372,74,13,1088
LGA20260,0,0,0,11,8,0,16,0,8,0,11,5,0,23,7,48,0,42,14,3,111,61,17,0,48,7,0,138,42,9,3,51,3,0,108,174,11,0,39,5,0,227,153,3,0,25,6,0,186,77,4,0,11,8,0,101,13,0,0,0,5,0,26,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8,9,8,0,18,18,0,55,549,102,8,263,70,11,1006
LGA20570,12,65,6,23,16,0,121,11,80,5,18,3,0,123,102,565,70,137,26,6,906,490,226,98,241,22,10,1088,430,142,49,227,22,3,873,1750,166,64,451,27,17,2464,3628,42,34,549,27,7,4290,2918,17,8,267,23,0,3231,482,9,0,61,6,0,555,61,0,0,19,0,0,88,25,0,0,15,4,0,40,20,0,0,6,3,0,29,3,6,0,0,3,0,6,8,0,0,12,8,0,28,160,97,19,116,60,35,478,10087,1413,349,2137,246,74,14309
LGA20660,12,69,3,21,6,0,110,3,66,5,15,0,0,88,33,520,62,65,19,5,701,31,178,90,89,14,5,404,29,106,23,80,5,0,246,96,113,60,145,74,4,492,1115,83,23,326,82,5,1623,3679,112,22,464,38,7,4323,2099,37,4,216,23,0,2381,826,5,0,95,0,4,932,253,6,0,39,0,0,298,109,0,0,22,0,0,129,44,0,0,8,0,0,52,85,0,3,15,3,0,111,141,144,28,108,37,23,483,8554,1438,330,1709,293,51,12382
LGA20740,9,8,0,13,0,0,31,0,11,0,7,0,0,21,10,103,11,43,11,0,186,37,32,28,76,17,0,189,64,22,16,101,3,0,200,300,12,4,155,22,6,490,771,10,15,237,12,3,1058,711,3,0,143,6,4,863,191,0,0,48,3,0,243,25,0,0,11,0,0,35,7,0,0,4,0,0,13,4,0,0,0,0,0,4,6,0,0,3,3,0,9,11,0,0,16,7,0,25,33,21,5,64,28,7,160,2176,234,84,915,109,21,3536
LGA20830,4,18,5,14,8,0,39,0,13,0,8,0,0,27,18,125,12,52,27,9,243,55,56,8,94,22,4,239,75,22,0,111,17,0,232,245,20,7,151,16,7,448,844,20,3,227,8,3,1109,1124,5,0,149,8,3,1287,158,0,0,27,5,0,191,29,0,0,6,0,0,32,10,0,0,5,0,0,15,0,0,0,4,0,0,3,0,0,0,0,0,0,0,6,0,0,6,0,0,14,55,27,3,69,23,8,178,2627,293,36,923,141,28,4050
LGA20910,5,46,3,17,0,0,68,5,37,0,5,0,0,53,9,309,8,31,6,0,367,14,109,38,48,10,0,217,6,47,15,46,7,0,114,58,42,28,64,4,0,197,324,26,5,124,4,0,481,1152,29,4,206,13,3,1412,1251,10,5,215,8,0,1490,925,4,0,113,4,0,1054,643,0,0,83,4,0,732,489,0,0,70,0,0,558,386,0,0,45,0,0,431,929,0,0,118,6,0,1052,145,40,8,108,21,18,343,6344,691,122,1284,96,26,8570
LGA21010,0,0,0,5,3,0,10,0,10,4,5,0,0,17,8,84,6,26,0,0,120,83,45,9,34,10,0,185,80,13,3,42,0,0,142,174,23,0,35,0,3,244,241,10,0,54,6,0,313,142,0,0,20,4,0,167,32,0,0,3,0,0,41,4,0,0,6,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,21,3,25,21,7,91,795,221,25,260,46,11,1356
LGA21110,13,22,3,16,7,0,67,3,23,15,15,0,0,60,38,189,42,64,8,3,352,96,38,36,99,8,3,283,138,40,40,94,11,0,319,272,20,27,142,15,0,470,1537,12,9,310,23,3,1892,4319,17,5,534,35,0,4915,3019,3,5,438,14,5,3486,1645,0,0,216,11,0,1871,1115,0,0,130,6,0,1258,834,0,0,91,3,0,930,539,0,0,58,5,0,598,1031,0,0,135,12,5,1178,238,48,9,184,44,31,550,14826,412,198,2524,199,59,18224
LGA21180,15,69,11,21,3,0,116,18,59,10,20,3,0,106,51,342,31,139,38,8,610,90,228,106,230,42,10,702,160,102,33,156,40,7,504,629,140,64,361,77,10,1286,3249,123,50,1254,295,37,5005,5238,67,20,861,209,24,6417,890,9,4,153,41,0,1098,128,5,0,46,3,0,183,37,4,0,18,0,0,65,48,0,0,4,0,0,55,19,0,0,0,0,0,22,84,0,0,29,11,0,133,291,101,25,328,117,68,938,10945,1250,356,3630,886,161,17227
LGA21270,0,20,4,15,7,0,42,0,5,0,9,4,0,17,15,12,0,42,15,0,89,21,8,8,48,4,0,94,28,0,0,31,6,0,56,21,0,0,14,6,0,40,3,0,0,10,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,13,0,43,87,44,10,194,62,3,396
LGA21370,4,15,0,18,9,0,51,3,36,13,3,13,0,63,33,207,22,72,42,0,387,181,89,21,151,38,3,488,157,43,6,160,26,5,385,336,43,3,154,29,0,570,428,19,10,141,20,0,619,354,9,4,79,6,5,451,100,0,0,18,5,0,125,8,0,0,4,3,0,10,4,0,0,5,0,0,6,0,0,0,0,8,0,8,0,0,0,0,0,0,3,4,0,0,9,0,0,9,34,35,10,78,42,11,204,1647,497,85,888,245,27,3388
LGA21450,12,13,4,13,7,0,44,3,13,5,7,8,0,35,16,92,7,54,16,4,189,32,37,7,92,12,0,183,27,19,8,74,21,0,149,143,19,13,156,50,3,379,1891,27,9,332,31,8,2291,4251,11,0,389,31,4,4691,515,0,3,77,5,0,601,92,0,0,20,0,0,113,39,0,0,0,0,0,44,24,0,0,3,0,0,31,10,0,0,0,0,0,12,39,0,0,9,0,0,49,172,28,3,96,34,16,350,7263,260,63,1318,217,43,9158
LGA21610,16,57,0,17,8,0,105,13,49,8,23,13,0,102,58,446,30,119,27,5,685,59,229,44,157,25,7,517,58,102,25,132,35,3,352,224,110,23,302,78,7,757,3512,161,27,1038,143,19,4909,12215,98,28,1287,272,26,13929,2645,15,5,282,52,6,3000,422,4,4,67,6,0,505,124,0,0,22,10,0,153,60,3,0,21,4,0,92,24,0,0,7,4,0,39,139,0,0,34,10,0,193,474,116,27,314,104,79,1104,20049,1391,228,3826,796,156,26436
LGA21670,0,9,6,7,0,0,17,0,12,10,3,0,0,31,21,70,12,34,6,0,143,50,33,13,59,0,6,161,82,10,4,68,4,0,170,233,14,4,100,5,3,352,170,3,0,37,7,0,218,25,0,0,17,0,0,41,0,0,0,3,7,0,7,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,13,4,30,9,6,73,590,167,54,371,36,14,1229
LGA21750,4,8,6,6,13,0,33,0,3,0,9,7,0,18,14,86,16,52,28,4,198,38,38,9,53,23,0,167,67,22,6,76,20,0,185,198,34,12,95,21,5,370,337,3,8,99,11,0,456,252,5,3,52,5,0,318,33,4,0,10,0,0,53,8,0,0,5,0,0,8,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,22,25,25,5,44,38,6,138,973,228,59,532,165,17,1976
LGA21830,0,4,0,8,14,0,29,4,13,0,8,4,0,26,12,58,4,58,33,5,166,37,18,0,70,11,3,148,50,0,0,80,15,0,153,151,4,0,81,16,0,260,134,0,0,47,6,0,190,34,4,0,20,0,0,57,6,0,0,4,0,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,6,8,0,49,46,0,114,445,104,7,438,148,12,1163
LGA21890,20,113,10,20,0,4,169,0,127,25,17,4,0,177,37,916,58,93,24,9,1138,130,274,86,168,27,6,691,184,138,47,131,26,0,527,736,134,43,220,44,9,1175,3472,112,39,557,64,11,4252,5994,122,25,739,70,4,6952,2977,22,17,381,21,10,3421,1618,9,6,194,13,3,1839,769,4,4,99,0,0,877,357,4,0,46,0,0,407,173,3,0,18,0,0,192,242,0,0,48,3,0,301,277,179,19,202,46,54,769,16980,2164,370,2934,341,101,22898
LGA22110,0,18,6,25,18,3,62,0,25,3,17,6,0,58,26,165,28,76,42,4,345,104,87,43,143,28,6,409,109,35,25,144,30,6,340,452,54,40,209,19,5,771,677,16,22,241,24,0,982,518,3,0,102,11,4,639,70,5,6,14,7,0,88,6,4,3,5,0,0,16,0,0,0,0,3,0,7,0,0,0,3,0,0,7,0,0,0,0,0,0,6,4,0,0,9,7,0,14,39,39,17,75,37,16,219,2011,452,187,1065,228,46,3980
LGA22170,17,52,9,10,5,0,92,9,58,13,7,0,0,82,37,443,46,82,18,4,627,80,188,63,150,18,9,510,117,95,35,149,46,0,439,627,71,41,276,148,6,1161,2668,115,40,563,106,11,3502,4776,54,17,553,64,16,5482,1589,10,4,175,15,3,1793,357,0,3,29,0,0,394,127,6,0,20,0,0,150,64,0,0,10,0,0,69,23,0,0,0,0,0,26,69,0,0,14,4,0,89,244,78,16,159,31,34,559,10792,1168,276,2205,460,86,14987
LGA22250,0,0,0,10,8,0,18,0,19,0,5,6,0,30,26,28,0,39,11,0,111,103,15,4,76,16,0,213,67,10,0,55,7,0,152,95,5,0,34,4,4,136,39,0,0,15,0,0,57,8,0,0,3,4,0,19,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,13,7,0,17,19,3,60,350,83,6,273,80,10,810
LGA22310,22,28,5,29,8,0,88,15,19,17,9,0,0,57,36,180,58,88,10,4,374,103,57,72,142,12,3,392,119,33,34,123,8,0,313,862,33,32,190,11,5,1129,2226,25,10,390,29,0,2685,4296,21,4,540,33,6,4905,3429,3,4,435,22,6,3901,1793,0,3,237,3,3,2046,1104,0,0,142,10,3,1258,727,4,3,132,6,0,871,479,0,0,55,4,0,536,513,4,0,91,6,0,615,248,37,19,203,25,37,577,15973,438,271,2795,192,85,19738
LGA22410,0,13,0,10,10,0,33,0,12,3,6,0,0,23,25,96,11,59,14,0,209,99,50,10,118,19,7,296,96,32,0,73,14,0,217,155,12,3,83,14,0,268,181,6,0,64,8,0,270,136,4,0,33,5,0,180,19,0,0,6,6,0,29,4,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,20,17,0,26,34,4,93,739,242,27,479,123,18,1638
LGA22490,0,0,0,4,3,0,9,0,0,0,3,0,0,9,4,0,0,14,4,0,25,5,0,0,24,3,0,34,6,0,3,26,6,0,39,16,0,0,26,4,0,42,76,0,0,44,8,0,127,121,0,0,42,4,0,168,66,0,0,10,0,0,71,10,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,27,0,59,316,0,7,216,56,0,602
LGA22620,10,70,12,14,10,0,113,3,79,12,16,7,0,114,52,519,43,153,21,9,799,288,233,93,292,29,10,942,331,110,45,314,19,7,834,1406,177,75,497,48,11,2204,2972,79,58,670,40,7,3827,2307,10,11,324,26,0,2681,451,4,0,73,6,0,541,65,3,0,21,9,0,95,18,5,0,11,0,0,31,7,0,0,4,5,0,11,0,0,0,3,0,0,3,7,0,0,12,0,0,27,111,86,20,147,46,20,433,8026,1371,376,2546,268,66,12661
LGA22670,28,61,11,15,4,0,125,14,109,10,17,11,0,164,92,604,36,124,41,9,902,128,249,71,194,105,6,745,162,134,24,106,47,3,488,1116,150,47,277,89,13,1693,3730,111,33,782,243,17,4922,4971,122,29,756,280,17,6172,1179,15,6,185,58,8,1443,308,7,4,45,24,3,382,73,0,0,22,3,0,103,45,0,3,11,4,0,64,18,0,0,3,0,0,25,133,0,0,24,10,0,160,294,140,14,252,98,56,862,12273,1704,288,2835,1015,138,18254
