LGA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA31900,30,24,23,15,4,3,133,9,22,23,30,24,26,4,4,128,80,261,224,199,143,114,37,12,1058,26,113,133,167,174,128,52,13,803,256,549,516,578,559,420,170,27,3071,64,29,26,24,22,17,4,0,187,18,32,22,52,48,36,12,5,218,333,609,559,656,632,468,188,31,3478,8,9,3,11,13,10,10,0,71,248,247,187,206,196,207,170,81,1540,697,1296,1161,1291,1204,970,458,139,7213
LGA31950,0,10,12,11,3,0,34,0,0,4,4,10,9,0,0,21,8,12,15,10,17,22,9,0,84,0,3,3,13,36,16,0,0,77,18,35,25,38,54,30,8,0,202,4,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,10,24,39,26,36,57,40,12,0,223,0,0,0,0,0,0,0,0,0,23,28,30,43,94,85,24,0,327,49,82,83,110,224,173,45,0,766
LGA32080,1249,1116,928,538,162,23,4999,45,569,621,748,558,366,79,6,2996,837,4588,4554,3706,2531,1668,605,111,18603,465,2044,2894,3232,2641,1619,590,109,13581,2666,5389,5377,5455,4738,2950,1115,242,27939,732,367,341,274,247,143,39,10,2152,199,276,360,459,467,395,163,36,2360,3601,6031,6087,6190,5451,3488,1319,293,32450,50,85,127,150,143,164,89,16,823,2368,3199,2532,2507,2367,2255,1411,590,17237,7423,17445,18054,17651,14619,10094,4262,1148,90696
LGA32250,4,6,16,14,0,0,49,0,13,7,0,13,16,5,0,56,10,42,49,27,40,54,5,0,228,5,18,26,39,54,63,20,0,221,63,104,70,87,118,130,42,3,623,7,8,3,8,6,11,0,0,43,0,0,9,5,12,19,5,0,49,74,108,85,107,136,166,42,3,719,0,0,0,0,0,0,0,0,4,55,36,36,32,53,79,54,6,350,146,224,202,222,304,392,124,9,1627
LGA32260,86,68,98,87,15,0,449,9,33,49,70,92,88,18,0,353,96,409,402,346,386,313,111,13,2083,58,271,249,351,488,388,142,23,1970,376,796,791,933,1196,920,325,66,5413,122,57,43,50,59,40,9,4,382,23,37,58,66,84,105,21,11,407,521,895,896,1049,1334,1063,361,81,6198,9,16,11,21,29,38,22,9,153,380,485,412,461,550,578,337,128,3326,1073,2191,2113,2363,2974,2555,1018,256,14541
LGA32270,105,72,76,30,7,3,390,10,68,75,62,77,38,6,0,340,173,623,538,341,240,132,27,4,2079,44,271,358,388,337,164,45,4,1610,494,1361,1399,1143,801,400,91,10,5700,164,103,65,51,38,18,5,0,445,35,42,69,92,78,41,15,0,373,691,1505,1533,1291,919,459,108,11,6512,5,16,19,11,11,18,8,0,89,511,839,943,936,820,438,173,63,4718,1452,3417,3574,3096,2475,1285,364,84,15750
LGA32310,32,34,35,24,10,0,177,0,23,25,33,37,21,9,0,158,42,173,144,147,131,93,29,0,766,18,58,107,132,123,103,45,12,600,176,340,367,345,366,288,85,9,1982,68,31,17,22,19,10,5,0,165,12,8,22,22,19,34,11,0,131,260,375,409,383,405,330,99,15,2276,4,6,5,3,8,9,5,5,41,247,220,295,328,318,285,164,45,1911,572,892,1018,1063,1058,878,367,79,5930
LGA32330,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,3,0,5,0,0,8,0,4,11,9,13,0,0,0,33,17,29,18,25,18,0,0,0,105,6,10,4,0,0,0,0,0,22,8,6,6,5,4,4,0,0,30,25,44,25,34,23,3,0,0,154,0,0,0,0,0,0,0,0,0,13,4,4,10,9,4,0,0,33,32,55,40,51,41,6,0,0,235
LGA32450,24,11,15,7,0,0,74,4,5,10,14,5,10,0,0,54,39,136,85,53,49,39,6,0,402,20,40,42,57,74,46,6,0,289,96,237,243,217,167,136,15,0,1110,19,10,11,4,12,4,0,0,55,0,13,8,3,18,7,3,0,63,123,255,256,226,193,144,22,0,1228,0,0,0,0,0,0,0,0,4,139,177,191,201,177,196,41,3,1123,319,623,607,568,507,453,80,9,3165
LGA32500,37,24,42,38,8,0,164,0,9,21,16,37,34,0,0,112,26,147,111,81,150,130,17,0,660,18,54,54,123,153,104,20,0,515,67,212,206,223,288,234,50,0,1280,30,16,11,12,11,13,4,0,92,14,15,9,10,36,31,6,0,122,109,243,230,245,335,272,51,0,1488,0,0,0,0,0,0,0,0,4,135,265,168,243,283,252,67,10,1413,293,741,610,730,1004,815,170,15,4368
LGA32600,0,0,5,4,0,0,4,0,3,0,0,6,5,0,0,8,0,0,0,8,11,3,0,0,29,0,3,7,9,12,5,4,0,36,7,15,15,7,11,20,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,7,22,12,10,7,18,5,0,82,0,0,0,0,0,0,0,0,0,11,12,3,5,12,6,0,0,48,13,43,25,32,45,45,10,0,210
LGA32750,6,0,0,0,0,0,17,0,6,0,0,4,0,0,0,7,0,16,9,7,5,7,0,0,38,6,5,0,14,12,8,0,0,39,9,18,10,5,9,9,0,0,67,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,6,16,16,9,5,19,9,0,0,79,0,0,0,0,0,0,0,0,0,11,9,14,12,6,10,0,0,61,33,48,35,38,49,31,5,0,246
LGA32770,3,3,3,0,0,0,12,0,0,0,6,6,0,0,0,8,3,29,5,4,4,0,0,0,50,0,0,3,7,10,0,0,0,20,19,31,22,23,6,5,0,0,114,0,5,0,9,3,0,0,0,17,0,0,3,0,0,0,0,0,6,21,36,23,31,16,5,0,0,135,0,0,0,0,0,0,0,0,0,17,26,20,15,22,5,0,0,107,41,90,59,56,59,17,6,0,331
LGA32810,73,65,102,94,33,3,442,0,30,40,41,74,55,14,0,256,60,434,278,275,312,313,99,7,1778,26,182,190,206,304,236,87,14,1242,135,387,429,532,554,397,140,28,2598,44,30,37,20,23,23,3,0,179,9,23,43,43,60,77,23,0,275,185,437,507,595,640,498,160,28,3053,0,7,3,9,24,16,10,0,77,194,360,254,298,438,494,225,47,2304,473,1531,1347,1487,1890,1705,620,108,9158
LGA33100,3,7,13,11,0,0,43,0,0,0,4,16,10,0,0,27,0,15,22,15,38,45,8,0,142,0,13,9,17,40,39,8,0,114,22,25,27,42,78,91,8,0,298,0,5,0,0,4,3,0,0,9,0,4,0,0,9,11,0,0,29,19,34,28,45,85,104,11,0,331,0,0,0,0,3,3,0,0,8,7,10,23,22,47,61,25,0,199,41,72,83,112,239,265,54,3,873
LGA33200,5,0,0,8,0,0,29,0,0,0,3,8,0,4,0,17,12,33,24,15,32,26,7,0,138,4,16,9,21,23,18,0,0,89,19,61,39,37,63,51,11,0,281,10,0,0,0,4,5,0,0,19,0,4,4,8,3,10,4,0,24,35,63,39,48,73,62,12,0,325,0,0,0,0,0,4,0,0,6,34,48,19,60,62,65,12,13,305,83,169,95,144,190,178,35,13,908
LGA33220,321,335,385,328,119,15,1733,24,138,205,291,297,308,84,11,1363,303,1216,1543,1448,1406,1252,442,85,7704,169,665,1095,1494,1985,1697,598,124,7821,1571,2851,3129,3664,4367,4077,1708,295,21665,484,256,224,208,212,191,63,0,1634,116,149,211,289,392,441,204,49,1861,2167,3259,3556,4161,4973,4716,1977,346,25165,23,31,47,68,85,133,95,29,506,848,727,832,1010,1389,1854,1664,691,9011,3547,6269,7591,8803,10518,10292,4983,1301,53308
LGA33360,265,228,152,89,17,0,941,21,122,143,205,170,79,24,0,764,238,1080,1202,930,668,445,143,19,4716,94,479,722,932,800,451,108,25,3607,1062,2758,2834,2739,2364,1237,404,73,13475,416,206,164,91,110,60,11,0,1055,64,122,134,164,159,124,48,6,829,1536,3083,3139,3001,2628,1428,466,79,15359,15,31,37,65,54,53,20,9,283,517,734,770,808,846,728,373,144,4921,2433,5704,6276,6166,5316,3271,1149,280,30598
LGA33430,6480,4585,3308,2105,758,106,23814,296,2080,2337,2317,1654,1238,359,59,10342,6006,20962,19070,13980,8951,6608,2639,559,78771,5394,10209,11863,12329,9471,6175,2576,577,58595,10275,17762,18073,18307,15519,10522,5163,1188,96802,1933,1027,833,781,747,604,206,24,6158,925,1203,1767,2052,2006,1820,942,216,10926,13128,19992,20673,21137,18272,12943,6311,1421,113878,260,464,565,532,585,647,447,158,3655,5170,7524,6335,5824,5369,5648,5202,3378,44461,30629,67332,67326,60718,47618,35374,18286,6257,333526
LGA33610,35,21,21,6,6,0,122,5,27,21,19,19,10,3,0,104,50,214,222,151,104,65,23,4,826,22,84,118,136,121,73,26,6,588,152,337,319,269,259,143,66,10,1548,25,19,18,12,13,7,0,0,95,7,12,15,35,27,19,11,0,125,185,362,348,314,296,172,78,11,1771,0,3,7,4,3,9,3,0,38,120,140,124,135,172,139,118,40,985,374,868,870,782,736,485,254,66,4426
LGA33620,109,149,145,115,38,4,645,9,66,103,123,151,122,41,3,614,101,532,689,673,660,575,182,35,3445,81,385,566,709,895,650,250,38,3575,814,1594,1702,1872,2106,1560,560,115,10318,254,145,100,129,117,81,31,0,865,66,70,110,165,213,201,74,10,911,1138,1814,1918,2166,2435,1842,661,123,12094,17,13,16,27,47,55,25,13,219,457,488,520,635,704,740,583,184,4309,1808,3385,3927,4484,5043,4094,1782,401,24907
LGA33800,22,19,35,19,10,0,128,5,10,15,13,16,32,8,0,92,26,147,127,123,113,127,31,7,689,17,58,66,112,133,133,45,13,567,160,351,312,405,518,389,163,31,2316,43,23,16,23,18,12,8,0,137,10,11,11,29,28,37,10,0,141,223,383,338,457,558,433,173,30,2592,0,3,7,5,12,13,11,3,53,120,95,95,141,163,194,176,106,1090,391,711,667,871,1026,952,448,153,5216
LGA33830,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,4,0,6,3,6,3,6,0,0,34,0,0,0,9,10,4,5,0,35,22,52,37,35,19,12,9,0,183,4,4,4,0,0,0,0,0,14,0,3,3,6,5,0,0,0,18,23,60,37,39,24,12,9,0,210,0,0,0,0,0,0,0,0,0,17,27,16,11,9,0,0,0,82,49,93,64,71,57,32,9,0,373
LGA33960,1901,1075,623,302,80,9,5172,88,719,825,660,435,269,65,7,3069,1233,5429,5475,3296,1858,1043,362,79,18783,1143,3675,4169,3470,2492,1276,412,81,16717,4881,9543,8085,6522,5024,2760,1106,245,38165,1409,773,512,355,228,132,27,4,3434,416,489,658,652,524,327,157,26,3246,6713,10808,9259,7525,5769,3214,1289,273,44844,82,129,170,126,117,144,64,17,848,2244,2541,2192,1726,1417,1198,974,543,12838,11544,24429,24001,17883,12719,7447,3250,1013,102280
