LGA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
LGA25900,472,411,883,132,160,291,11,8,13,1224,1411,2637,97,115,207,9841,6611,16448,430,639,1061,65,0,69,270,36,306,911,458,1369,161,136,291,1362,1513,2873,14974,11491,26464,48,44,92,0,0,0,178,182,362,15,14,29,7,4,10,31,23,58,282,272,557,0,0,0,47,64,107,8,3,5,0,5,10,8,9,21,64,75,139,200,201,401,549,550,1098,111,109,225,6,6,15,37,21,54,156,140,292,11937,14295,26232,2329,3720,6057,105,95,198,30049,30287,60333
LGA25990,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,967,828,1797,56,52,108,42,0,42,3,0,3,3,0,3,12,12,21,77,43,124,1165,940,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19,12,11,19,0,0,0,0,0,0,0,0,0,3,0,3,260,254,514,128,195,325,22,14,43,1582,1417,3006
LGA26080,0,4,3,0,6,6,0,0,0,0,0,3,0,0,0,286,248,527,16,14,30,3,0,3,0,0,0,13,9,19,4,0,9,22,19,46,344,302,643,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,248,252,494,87,127,211,0,4,3,679,685,1362
LGA26170,9,4,8,10,10,16,0,0,0,0,0,0,0,0,0,4284,3558,7846,200,254,449,118,4,123,44,6,54,33,11,40,50,29,80,343,273,613,5090,4145,9233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,5,4,5,48,17,67,51,23,77,0,0,0,0,0,0,0,0,0,4,0,4,1244,1409,2651,565,995,1557,78,78,159,7020,6657,13675
LGA26260,0,0,0,7,3,3,0,0,0,0,0,0,6,3,14,2551,2233,4786,156,164,323,62,4,66,7,4,17,28,3,39,41,9,47,249,226,472,3111,2660,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,34,14,46,37,17,51,0,0,0,0,0,0,3,0,3,3,0,5,606,567,1177,230,473,707,32,30,61,4016,3753,7766
LGA26350,1287,1135,2428,60,92,151,6,0,5,526,733,1264,72,85,162,9989,7413,17406,324,658,989,46,3,44,163,24,186,589,226,819,135,94,236,1168,1535,2706,14372,12006,26385,117,115,229,0,0,0,202,256,456,52,46,99,13,21,31,49,30,80,443,453,898,0,0,0,20,17,32,0,7,6,5,8,14,4,3,5,33,34,63,113,126,236,581,617,1199,109,101,211,3,6,11,10,8,16,119,114,240,12823,13654,26469,2295,3706,6004,113,96,213,30309,30201,60508
LGA26430,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1534,1324,2850,100,91,191,56,4,61,13,0,16,11,19,28,23,10,31,149,120,268,1881,1562,3449,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,20,10,26,21,9,35,0,0,0,0,0,0,0,4,5,0,4,5,435,493,928,183,322,504,21,26,51,2550,2418,4966
LGA26490,16,15,33,18,18,37,3,0,5,8,5,7,4,0,4,5350,4247,9599,253,271,528,86,3,92,25,4,25,76,25,99,51,27,78,233,230,462,6117,4846,10963,0,0,0,0,0,0,0,5,7,13,7,26,3,0,0,3,0,3,20,13,42,0,0,0,0,0,0,4,0,5,0,6,7,0,0,0,0,9,12,60,27,88,88,49,138,8,0,13,0,3,5,7,0,7,21,0,22,2499,3021,5515,851,1385,2241,39,45,85,9611,9358,18965
LGA26610,0,0,0,93,9,103,0,0,0,0,0,0,9,9,23,3755,2830,6580,382,416,802,39,3,42,14,3,25,52,20,72,36,18,55,286,235,518,4673,3545,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,10,3,8,41,33,71,49,36,80,0,0,0,0,0,0,7,0,6,7,0,3,337,464,798,230,483,715,63,39,95,5346,4563,9908
LGA26670,0,0,0,6,0,6,0,0,0,0,4,4,0,0,0,862,727,1588,53,40,93,27,0,27,25,0,28,6,3,13,12,13,26,108,102,204,1099,887,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,16,14,3,18,0,0,0,0,0,0,0,0,0,0,0,0,254,252,513,105,166,271,6,14,18,1480,1327,2805
LGA26700,0,0,0,3,21,26,3,5,3,0,0,3,13,13,29,4716,4198,8913,353,377,730,90,0,95,25,6,36,119,49,166,47,26,70,266,279,544,5643,4973,10612,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,47,36,79,57,41,97,0,0,0,0,0,0,7,0,7,12,0,12,733,963,1703,533,979,1508,56,58,112,7030,7016,14042
LGA26730,3,9,9,35,29,59,0,0,0,0,0,3,19,22,42,6134,5472,11602,451,551,1000,62,0,61,26,6,30,104,37,139,43,17,57,328,301,629,7210,6437,13641,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,5,13,57,28,89,68,36,107,0,0,0,0,0,0,0,0,3,6,4,4,661,975,1646,647,1216,1861,44,36,75,8635,8702,17334
LGA26810,4,4,5,27,15,47,4,3,5,0,0,0,6,12,19,6477,5708,12184,439,398,832,128,4,133,68,19,86,122,47,168,105,41,147,506,431,935,7882,6677,14556,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,0,4,5,0,3,0,0,0,8,0,8,73,35,111,78,44,123,3,0,4,0,0,4,9,0,13,10,0,20,1082,1329,2415,789,1292,2082,98,70,173,9944,9421,19365
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,427,1001,22,35,49,17,0,12,7,0,4,8,4,12,33,7,39,100,72,169,751,545,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,12,3,10,0,0,0,0,0,0,0,0,0,0,0,0,199,190,388,33,100,131,15,15,30,1009,846,1860
LGA26980,1140,990,2127,394,530,927,7,4,14,146,182,332,62,75,136,19200,14682,33879,913,1699,2613,209,3,212,146,18,161,236,62,300,169,122,287,680,935,1612,23293,19301,42589,298,298,603,0,0,0,84,88,174,180,93,272,24,38,65,38,20,65,627,546,1169,0,0,0,41,56,97,29,30,60,17,55,73,10,18,32,95,162,261,206,167,370,927,870,1804,190,234,421,19,24,41,4,8,12,217,261,478,14261,14192,28452,3629,5919,9549,161,119,277,42491,40662,83154
LGA27070,1120,1126,2239,245,409,650,10,3,11,34,44,77,156,94,248,37259,25101,62359,1729,2290,4017,719,19,736,145,14,153,122,23,151,323,168,492,237,405,638,42087,29688,71777,277,371,651,0,0,0,32,67,97,313,186,499,19,65,90,41,24,66,686,712,1403,0,0,0,11,33,48,18,22,41,22,62,92,12,10,24,65,132,198,321,185,513,1074,1035,2108,197,231,431,13,19,33,14,11,26,225,264,494,9017,11462,20476,4064,7401,11467,306,203,512,56775,50061,106839
LGA27170,0,0,0,33,31,63,14,0,12,3,0,6,21,18,40,7691,6744,14433,466,480,950,107,6,112,57,5,67,103,31,133,56,23,79,442,253,692,8990,7590,16580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,6,0,3,3,7,8,17,81,46,126,86,61,143,0,0,0,0,5,5,3,0,3,3,5,11,749,1126,1866,699,1296,1999,60,50,106,10584,10120,20706
LGA27260,1676,1939,3617,199,422,619,16,3,16,10,16,23,228,238,468,43037,26022,69061,2385,3378,5763,778,13,794,254,28,281,217,61,277,513,226,734,358,548,905,49666,32890,82561,391,608,999,0,0,0,67,115,182,542,297,837,62,172,235,67,37,102,1123,1232,2358,0,0,0,0,0,0,32,27,55,33,67,99,14,21,27,78,108,188,529,273,799,1729,1619,3347,410,689,1096,19,22,36,15,12,31,448,718,1168,16991,17424,34415,5371,8142,13516,415,252,666,74620,61043,135659
LGA27350,539,514,1053,98,130,227,3,6,12,1026,1153,2179,75,102,182,7088,5248,12331,203,442,647,51,0,50,185,39,227,1424,814,2238,125,105,232,1689,1942,3630,12499,10507,23005,56,47,111,0,0,0,138,178,312,21,18,37,7,18,20,67,26,91,287,282,571,0,0,0,39,40,77,12,6,12,5,3,3,5,6,11,55,52,112,177,173,351,520,511,1026,77,70,144,3,11,15,22,12,36,101,88,194,12589,13512,26101,2145,3369,5518,93,76,173,27950,28063,56009
LGA27450,315,238,556,136,119,254,15,9,25,0,0,0,32,25,55,25246,18751,43997,1359,1199,2558,709,14,721,144,21,160,108,15,123,151,80,229,516,469,989,28737,20934,49672,105,93,199,0,0,0,10,9,19,126,76,198,21,19,37,16,3,15,273,202,476,0,0,0,0,0,0,11,9,20,32,19,52,0,3,3,43,28,77,254,92,340,566,326,893,55,44,102,0,5,8,11,5,10,66,61,123,7754,10213,17967,3573,6773,10344,167,122,289,40863,38429,79290
LGA27630,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,887,733,1618,34,40,74,18,0,19,5,0,3,15,4,15,21,4,26,111,101,208,1104,882,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,16,3,22,0,0,0,0,0,0,4,0,4,4,0,4,184,179,360,80,150,233,14,17,33,1395,1235,2633
LGA29399,0,0,3,49,39,85,0,4,4,0,0,0,0,0,0,109,63,177,4,8,14,4,0,4,3,0,0,3,6,11,127,78,199,479,456,928,776,642,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,6,9,0,5,8,4,18,0,0,0,0,0,0,0,0,0,0,0,0,211,195,408,265,340,607,8,3,10,1271,1190,2461
LGA29799,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,22,7,30,0,0,0,14,0,14,0,0,0,0,0,0,92,7,98,13,6,17,139,18,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,22,170
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,20,4,8,9,0,0,0,0,0,0,3,3,8,5,0,4,52,49,97,85,65,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,3,0,3,97,68,159
LGA30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,607,1343,65,49,112,32,0,37,9,5,18,6,0,8,22,3,23,85,103,189,945,781,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,13,9,22,0,0,0,0,0,0,3,0,5,3,0,5,156,148,304,69,83,152,6,15,26,1190,1034,2227
LGA30370,0,0,0,56,20,77,0,0,0,0,0,0,0,0,6,2717,1867,4587,262,216,474,103,0,102,25,4,34,28,18,43,65,33,95,214,204,417,3474,2361,5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,40,14,53,50,18,61,0,0,0,4,0,4,10,6,12,11,6,15,507,490,996,366,345,712,45,32,73,4452,3247,7697
LGA30410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,351,718,39,29,70,18,5,26,9,0,9,10,10,21,13,10,23,100,98,192,559,508,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,16,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,165,141,308,62,77,138,10,9,22,810,739,1548
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,83,8,4,12,0,0,0,0,0,0,0,0,0,4,8,17,26,32,59,89,81,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,8,16,23,0,0,3,121,113,233
LGA30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,241,501,18,17,35,8,3,6,3,0,3,10,3,9,10,11,18,67,65,128,378,333,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,5,8,3,5,8,85,95,185,36,44,76,10,7,11,513,485,997
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,86,7,3,8,11,0,12,0,0,0,0,0,0,13,4,19,29,37,65,110,88,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,19,47,8,13,21,0,0,0,144,121,272
LGA31000,8223,8398,16619,11310,15344,26651,691,657,1347,22,16,32,1369,1460,2823,174064,143378,317445,8667,15629,24293,2332,57,2392,4400,645,5045,5816,1855,7672,2300,1131,3430,10248,10546,20792,229434,199113,428548,1401,1604,3007,11,7,14,13,8,22,1270,1243,2513,229,357,592,337,166,505,3259,3389,6649,120,168,288,4,4,5,618,765,1389,290,763,1053,315,324,639,1343,2030,3368,2260,1393,3652,6859,6807,13670,624,722,1347,211,255,467,97,49,144,935,1027,1958,68745,73002,141743,27090,44315,71410,1280,1026,2307,334348,325296,659643
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,26,125,18,3,24,8,0,8,0,0,0,0,0,4,11,5,20,37,35,78,175,73,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,21,35,16,14,29,4,3,3,215,111,322
LGA31820,0,0,4,154,88,240,5,3,11,3,0,3,29,38,68,13786,13514,27302,1114,1404,2524,333,16,348,220,16,240,138,47,183,131,60,193,470,444,916,16394,15634,32029,0,0,0,0,0,0,0,0,0,6,7,7,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,22,6,27,0,3,9,3,4,9,24,16,41,136,79,206,164,96,261,0,3,3,4,3,10,3,4,6,10,8,16,1068,1354,2421,1679,2283,3961,149,113,264,19457,19487,38943
LGA31900,0,0,0,90,31,119,0,0,0,0,0,0,0,6,10,2753,2421,5175,219,250,473,175,0,181,42,4,44,31,6,37,55,14,69,195,130,318,3559,2873,6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,14,44,32,15,50,0,0,0,0,0,0,3,0,5,3,0,5,256,337,599,251,368,617,42,26,75,4145,3624,7770
LGA31950,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,77,35,114,27,11,31,5,0,5,0,0,0,0,0,0,31,5,42,37,34,71,187,85,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,8,0,12,0,0,0,4,0,4,0,0,4,3,4,3,18,18,37,51,38,89,4,3,6,270,157,431
LGA32080,11,3,11,305,392,694,22,19,41,3,0,3,106,116,217,23802,22369,46173,1646,2282,3932,444,10,452,424,72,500,636,279,914,532,210,740,967,962,1928,28909,26708,55611,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,4,16,4,19,0,3,5,0,0,0,12,8,17,26,75,98,24,18,46,66,102,166,334,221,561,410,326,739,4,5,7,19,31,50,27,9,36,50,40,92,3958,5633,9589,5801,7680,13476,212,177,391,39340,40564,79905
LGA32250,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,285,208,495,42,27,77,15,0,15,6,0,3,4,4,10,37,19,55,135,108,240,525,376,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,64,58,125,121,116,240,14,10,24,730,568,1295
LGA32260,0,0,0,227,139,371,0,0,0,0,0,0,17,25,43,4159,3636,7797,485,462,952,106,8,114,48,16,62,65,11,75,83,37,119,311,235,544,5514,4565,10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,25,8,3,15,4,0,4,20,22,41,46,25,66,66,47,109,0,0,0,3,0,8,6,0,6,10,0,12,441,565,1005,630,740,1373,84,58,140,6741,5978,12714
LGA32270,0,0,0,643,123,770,0,0,0,6,0,3,18,15,34,5216,3979,9192,579,440,1017,130,10,136,50,8,63,55,26,76,109,43,151,385,372,759,7187,5014,12203,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,68,10,82,5,5,0,6,0,5,76,14,91,75,42,113,154,57,213,0,0,0,8,0,5,10,5,15,19,9,24,577,727,1303,875,762,1634,67,46,113,8879,6617,15497
LGA32310,0,0,0,125,17,146,0,0,0,0,0,0,0,10,10,1400,1529,2930,151,148,295,50,3,56,19,10,25,21,7,28,39,18,61,159,138,300,1963,1881,3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,46,5,0,9,4,4,4,52,8,55,28,4,32,73,11,87,0,0,0,3,0,3,0,0,3,8,0,8,242,266,510,288,300,589,39,24,65,2616,2483,5095
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63,107,10,11,19,0,0,0,0,0,0,0,0,0,0,0,0,23,20,42,77,98,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,80,101,184
LGA32450,0,0,0,187,23,212,0,0,0,0,0,0,3,0,4,651,370,1029,149,57,201,33,5,44,3,0,3,4,8,17,137,41,174,152,157,311,1329,665,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,37,0,42,45,10,52,31,10,44,82,21,101,0,0,0,47,11,51,0,0,0,42,9,54,80,82,166,125,99,226,25,23,47,1682,900,2586
LGA32500,0,0,0,71,24,94,6,0,6,0,0,0,0,0,0,562,464,1023,75,94,166,16,0,16,4,0,5,10,4,11,61,22,84,180,198,383,989,807,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,14,3,21,13,11,27,0,0,0,0,0,6,0,0,0,6,0,0,120,100,223,310,327,637,30,24,59,1470,1267,2739
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,67,5,5,6,8,0,8,0,0,0,4,0,5,4,4,4,17,19,39,76,51,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,10,14,27,3,0,3,103,73,182
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,56,7,6,6,7,0,7,0,0,0,0,0,0,0,3,3,40,42,80,90,68,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,13,12,20,23,17,36,0,0,3,125,98,220
LGA32770,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,32,23,62,29,30,60,0,0,0,0,0,0,0,0,0,0,0,5,53,61,118,118,121,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,0,8,13,130,130,260
LGA32810,0,0,0,23,25,48,0,0,0,0,0,0,5,4,5,1701,1636,3336,111,189,304,42,0,39,39,5,44,75,60,137,44,32,74,228,218,445,2269,2170,4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,4,0,4,7,0,7,34,17,49,43,17,60,0,0,0,3,3,3,6,0,10,11,3,10,388,456,847,593,668,1256,31,31,65,3334,3348,6682
LGA33100,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,112,49,159,9,9,17,12,0,12,3,0,3,3,4,8,14,11,27,41,64,101,198,136,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,48,107,70,79,143,6,4,7,330,268,603
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,193,430,12,16,29,10,0,11,4,6,5,0,3,3,12,5,17,39,36,76,309,263,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,4,10,0,0,0,0,0,0,0,0,3,0,0,3,77,65,142,52,45,95,3,3,6,443,378,819
LGA33220,4,6,13,61,46,107,11,4,16,0,0,0,24,35,64,12539,13094,25630,890,1164,2056,382,10,391,238,23,261,204,86,294,132,56,186,440,476,916,14929,14999,29932,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,9,6,12,3,0,3,0,0,0,10,3,12,9,8,13,0,0,0,16,13,36,162,109,271,190,124,309,0,0,0,3,3,4,9,3,10,19,7,22,1159,1617,2771,1964,2623,4581,132,151,288,18393,19515,37899
LGA33360,5,0,5,99,23,119,61,6,71,0,0,0,23,28,57,10528,9037,19566,665,740,1401,158,3,157,226,8,234,114,31,144,112,47,158,347,371,711,12335,10296,22632,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,5,8,12,187,13,204,0,0,0,25,9,28,0,5,12,0,4,4,216,33,248,365,116,477,589,151,735,0,0,4,175,22,193,10,0,13,183,24,208,593,1049,1638,1839,1735,3571,89,60,148,15624,13313,28945
LGA33430,895,774,1668,687,1127,1816,46,24,66,637,1016,1649,284,331,609,101277,89912,191185,4964,6863,11823,1898,38,1939,1509,203,1712,1397,597,1989,1014,495,1505,2760,3197,5954,117354,104566,221924,185,203,386,0,0,0,48,58,107,319,242,561,40,56,101,61,22,86,660,586,1246,0,0,4,176,297,473,56,47,101,44,112,156,37,44,82,313,508,817,1197,946,2152,2172,2042,4210,201,239,440,80,115,194,56,33,86,335,383,720,18602,24205,42808,12805,20650,33453,697,704,1404,151960,152555,304518
