LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA41140,12,55,509,1805,977,149,32,192,3732,0,49,70,39,10,0,0,7,179,0,0,0,0,0,0,0,0,6,0,49,64,39,10,0,5,7,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,0,0,0,47,78,5,11,0,6,0,0,0,6,20,20,129,577,1856,991,154,33,252,4012
LGA41190,6,21,80,348,182,17,3,60,723,0,3,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,6,17,0,3,0,0,0,0,0,0,9,5,34,86,363,185,22,3,61,762
LGA41330,17,77,175,238,76,24,6,145,752,0,4,8,5,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,3,17,0,8,14,9,4,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,4,0,0,10,52,30,53,11,14,8,0,0,45,160,4,8,0,3,3,0,0,0,24,51,152,204,265,96,24,7,208,1001
LGA41560,3,79,787,3062,1649,198,32,350,6154,3,66,186,95,9,0,0,32,391,0,0,3,24,7,0,0,5,45,3,66,187,119,20,0,0,35,435,0,0,16,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,24,22,44,30,8,5,0,0,22,122,3,17,4,6,0,0,0,5,33,28,199,1028,3193,1673,201,32,412,6767
LGA41750,9,17,64,185,92,10,8,39,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,4,3,0,5,0,16,63,3,7,3,0,3,0,0,0,22,21,48,69,193,91,15,10,50,500
LGA41830,7,19,112,340,128,23,0,66,685,0,0,14,5,4,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,14,5,4,0,0,3,31,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,26,27,3,3,0,3,0,8,70,4,9,0,3,0,0,0,10,24,34,65,133,357,127,23,3,84,829
LGA41960,0,6,57,234,109,10,4,27,447,0,13,25,30,7,6,0,8,87,0,0,0,0,0,0,0,0,0,0,13,25,26,7,6,0,8,93,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,10,0,0,4,0,0,5,23,3,4,0,0,0,0,0,0,9,10,34,82,269,123,16,3,49,587
LGA42030,5,58,574,4578,2535,349,64,264,8423,15,163,811,551,27,7,0,121,1692,0,0,22,49,7,0,0,7,76,15,163,837,597,28,7,0,125,1768,10,48,61,0,0,0,0,9,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,61,0,0,0,0,16,135,22,37,11,0,0,0,0,14,76,7,18,5,13,7,0,0,4,51,60,331,1480,5190,2571,355,68,418,10460
LGA42110,17,43,303,831,346,64,17,112,1741,0,24,27,14,7,0,0,4,74,0,0,0,0,0,0,0,0,0,0,24,27,16,6,0,0,4,77,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,3,0,0,0,0,3,4,0,7,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,16,72,336,849,355,64,17,119,1833
LGA42250,9,57,291,1314,835,143,26,186,2864,0,3,11,0,4,0,0,0,20,0,0,3,4,0,0,0,0,4,0,3,16,4,4,0,0,0,20,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,10,11,20,15,5,0,23,83,9,10,11,0,0,0,0,6,33,18,77,324,1342,855,144,26,221,3003
LGA42600,0,89,999,4588,2491,444,83,153,8848,3,266,2239,883,72,5,10,124,3606,0,97,347,626,132,16,0,50,1272,0,365,2589,1509,201,19,10,174,4876,4,326,695,52,8,0,0,63,1152,0,93,395,141,7,0,0,28,666,0,107,282,204,12,0,0,23,631,3,93,124,66,0,0,0,10,303,0,0,0,3,0,0,0,0,8,10,623,1502,473,22,4,0,119,2752,12,28,36,25,4,0,0,13,119,3,3,16,11,5,0,0,0,33,28,1106,5135,6604,2728,469,96,461,16631
LGA42750,21,113,342,981,396,65,13,156,2086,0,11,34,9,0,4,0,17,73,0,0,0,0,0,0,0,0,0,0,11,34,9,0,4,0,17,73,0,3,14,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,25,0,8,5,5,0,0,0,3,19,4,6,3,4,0,0,5,8,30,24,140,396,1007,400,70,14,175,2236
LGA43080,0,17,62,218,73,9,0,40,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,20,64,225,73,8,0,41,434
LGA43220,0,13,36,216,103,15,0,20,401,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,5,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,9,26,36,218,109,15,0,19,433
LGA43360,0,20,114,493,268,38,4,56,994,0,0,27,8,0,0,0,0,36,0,0,0,5,0,0,0,0,5,0,0,27,12,0,0,0,0,37,0,4,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,9,0,3,0,3,0,0,0,5,12,0,0,0,0,0,0,0,0,3,0,27,148,503,270,38,4,57,1055
LGA43650,12,55,393,2162,2230,360,75,218,5497,0,24,26,14,6,0,0,10,83,0,0,0,0,0,0,0,0,0,0,24,26,14,6,0,0,13,78,0,6,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,10,4,10,3,5,0,0,0,3,27,3,6,0,4,5,0,0,0,15,15,95,420,2183,2243,361,75,232,5630
LGA43710,18,77,286,974,611,77,21,114,2177,0,12,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,12,0,10,0,0,0,0,26,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,22,23,5,6,3,0,0,16,80,3,5,3,5,0,0,0,5,17,40,123,304,992,612,77,21,133,2296
LGA43790,11,91,502,2301,1034,168,28,305,4442,0,33,240,101,0,0,0,38,414,0,0,0,0,0,0,0,0,3,0,34,241,101,0,0,0,38,416,0,24,20,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,3,49,15,33,13,5,0,0,3,33,109,3,9,0,10,7,0,0,0,29,26,191,771,2427,1047,167,36,380,5040
LGA44000,0,0,4,3,0,0,0,7,19,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,12,7,13,0,0,0,5,36
LGA44060,12,157,2511,16230,6725,1027,193,600,27463,9,476,2500,3193,239,29,15,332,6785,3,35,482,1305,172,21,3,70,2090,13,515,2984,4491,414,48,18,403,8879,6,403,1732,335,5,0,0,125,2612,0,9,18,6,0,0,0,0,34,0,12,29,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,6,6,3,7,0,0,4,26,6,432,1788,347,4,3,3,128,2713,0,0,3,9,0,0,0,11,26,4,16,27,22,5,0,0,18,96,33,1117,7310,21105,7152,1076,219,1165,39173
LGA44210,34,164,689,1816,786,105,31,349,3970,0,22,21,20,0,0,0,8,62,0,0,0,0,5,3,0,0,8,0,22,21,21,3,3,0,8,74,0,4,10,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,11,27,19,51,34,39,3,8,0,28,193,5,17,12,12,9,3,0,0,47,62,256,765,1886,800,120,36,385,4313
LGA44340,15,132,1730,9558,6680,1447,263,305,20141,7,161,1062,1017,255,31,4,103,2643,0,22,55,96,59,21,0,4,260,7,182,1114,1114,317,49,4,105,2900,4,284,1747,177,13,0,3,76,2302,0,31,80,0,0,0,0,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,10,317,1828,177,13,0,3,82,2422,12,13,13,19,9,0,0,15,86,8,20,13,8,5,3,0,3,62,54,662,4702,10882,7022,1505,267,513,25615
LGA44550,22,153,998,6752,4835,728,110,524,14126,7,101,333,136,13,0,0,35,626,0,4,15,69,8,0,0,3,88,7,104,343,201,19,0,0,42,718,0,3,34,26,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,26,0,0,0,0,75,8,39,29,7,0,0,0,9,101,0,7,7,10,6,6,0,0,34,42,310,1417,7001,4861,731,110,576,15055
LGA44620,20,73,883,5040,2182,253,46,290,8781,3,89,650,657,37,6,4,208,1650,0,0,18,21,0,0,0,3,45,3,93,667,676,38,6,4,210,1692,8,139,605,157,7,0,5,62,976,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,139,619,157,7,0,5,67,996,0,5,0,5,4,0,0,20,31,4,7,6,8,3,0,0,34,63,31,312,2174,5891,2233,259,51,617,11568
LGA44830,17,38,199,555,281,44,10,83,1239,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,30,33,13,7,3,0,0,76,155,8,10,0,5,0,0,0,0,20,49,84,213,571,290,48,10,167,1429
LGA45040,10,109,863,4228,1920,229,54,412,7832,3,126,302,312,22,3,0,96,872,0,10,6,0,0,0,0,0,18,8,139,310,312,22,6,0,93,895,0,6,26,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,5,0,0,0,0,37,18,54,13,11,4,0,0,32,125,3,9,15,13,3,0,0,3,42,37,309,1230,4557,1955,239,59,547,8931
LGA45090,12,43,365,1743,811,106,21,208,3303,0,32,86,12,0,0,0,17,155,0,0,0,0,0,0,0,0,0,0,32,86,12,0,0,0,19,153,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,3,0,0,0,15,32,0,3,4,5,0,0,0,33,41,17,88,453,1764,818,106,19,272,3535
LGA45120,13,44,290,941,439,76,18,100,1926,0,27,15,10,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,27,15,10,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,5,0,0,0,26,0,4,0,3,0,0,0,0,11,21,75,316,953,443,76,18,104,2013
LGA45290,3,80,1109,4440,2107,408,81,184,8408,3,280,1590,807,74,11,0,102,2869,0,52,794,965,97,5,3,78,1990,5,331,2386,1770,175,19,4,175,4863,8,499,1649,273,12,3,3,137,2582,0,35,183,0,0,0,0,26,242,0,20,168,24,0,0,0,11,227,0,31,45,10,0,0,0,5,92,0,0,0,0,4,0,0,3,7,16,584,2044,308,14,3,3,187,3154,5,19,23,12,6,0,0,9,71,0,7,18,10,5,0,0,8,48,29,1019,5577,6540,2299,431,88,563,16546
LGA45340,50,376,3504,36903,16677,2555,415,1969,62445,19,467,3005,1143,68,5,7,389,5107,0,22,304,551,62,4,0,71,1019,19,495,3311,1701,130,12,7,453,6125,4,206,533,336,17,0,0,87,1179,0,7,42,0,0,0,0,11,54,0,6,41,5,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,11,6,4,4,0,0,13,51,0,224,619,347,24,3,0,108,1336,66,187,134,14,0,0,0,107,508,7,23,16,33,19,4,4,9,112,142,1304,7578,38999,16849,2573,422,2654,70520
LGA45400,0,7,45,166,86,21,10,18,355,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,8,28,0,0,0,0,0,0,0,0,3,5,13,52,168,89,21,9,32,390
LGA45540,5,27,129,427,92,20,0,113,809,0,3,5,16,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,22,0,3,0,0,0,0,0,4,10,7,39,135,451,90,20,0,123,865
LGA45680,33,141,1511,18014,8181,1216,226,1491,30818,31,289,1170,2766,210,30,15,589,5104,0,37,226,302,30,4,0,55,652,36,329,1396,3073,245,36,15,640,5752,10,113,73,21,0,0,0,45,262,0,7,39,0,0,0,0,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,127,114,21,0,0,0,59,326,5,50,18,4,0,0,0,27,98,3,3,0,30,18,0,0,9,64,90,646,3046,21133,8444,1249,241,2224,37070
LGA45890,51,324,4459,22845,7029,1046,204,1170,37133,31,533,3588,3088,402,50,16,543,8238,4,75,702,1824,219,32,4,137,3000,37,604,4289,4913,618,81,17,686,11244,17,548,2339,250,18,4,3,256,3429,3,25,159,30,5,0,0,15,233,3,181,202,26,0,0,0,21,430,0,0,0,0,0,0,0,0,0,0,12,7,18,4,0,3,21,67,19,761,2712,326,26,3,3,312,4157,24,49,41,29,10,4,3,18,179,18,30,26,57,23,0,0,35,184,145,1770,11523,28174,7705,1134,233,2219,52900
LGA46090,6,60,425,2570,950,120,16,259,4402,6,37,109,357,25,13,13,88,642,0,0,4,14,11,4,0,5,37,6,38,111,373,38,15,13,94,678,3,74,202,73,7,0,0,75,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,74,202,74,7,0,0,73,447,37,67,37,10,8,3,0,162,322,12,20,3,13,3,0,0,8,66,68,255,785,3045,999,139,29,594,5912
LGA46300,11,81,571,2818,1070,138,16,243,4948,0,39,176,312,17,0,0,75,620,0,0,8,72,21,0,0,5,111,0,41,182,380,33,0,0,80,730,0,66,232,30,0,0,0,32,370,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,12,0,69,236,38,4,0,0,40,386,0,17,7,4,0,0,0,78,103,0,6,3,3,6,0,0,5,27,18,214,1008,3246,1111,142,19,444,6199
LGA46450,11,83,735,3667,1398,161,26,270,6349,0,117,230,464,27,10,3,128,971,0,0,0,5,10,0,0,0,15,0,117,230,466,32,10,3,128,983,0,39,58,15,0,0,0,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,15,0,0,0,13,121,19,30,13,6,0,0,0,34,107,0,0,10,8,5,0,0,4,27,36,266,1040,4166,1435,173,34,442,7590
LGA46510,5,60,808,2990,1527,253,56,109,5799,0,177,587,332,29,3,0,40,1173,0,9,201,250,40,0,0,15,518,0,184,794,588,61,3,0,51,1690,0,129,771,59,3,0,0,54,1021,0,7,56,20,0,0,0,6,80,0,14,171,19,5,0,0,9,210,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,0,156,998,86,6,0,0,63,1320,0,0,3,8,0,4,0,0,18,0,0,0,8,3,0,0,0,15,9,403,2608,3679,1602,262,50,231,8842
LGA46670,4,42,391,1851,846,112,24,210,3486,0,51,184,129,32,5,0,24,442,0,0,0,0,0,0,0,0,8,0,51,184,137,32,5,0,30,441,0,24,49,3,0,0,0,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,3,0,0,0,8,85,12,45,16,17,4,0,0,31,137,3,8,10,5,3,0,0,13,42,24,183,646,2007,887,123,30,291,4197
LGA46860,4,18,54,324,213,35,3,34,680,0,0,3,4,3,0,0,4,16,0,0,0,8,4,0,0,0,8,0,0,3,11,3,0,0,4,22,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,5,5,0,0,0,0,0,15,3,9,5,0,0,0,0,0,20,8,32,71,334,219,35,3,41,741
LGA46970,6,48,156,540,423,54,4,134,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,4,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,4,0,0,0,8,46,0,0,0,4,0,0,0,3,14,0,4,0,0,0,0,0,4,7,3,64,186,550,428,54,4,150,1433
LGA47140,39,208,1840,29069,10474,1562,265,1575,45043,18,401,2476,1869,113,5,0,359,5246,3,6,347,852,44,0,0,55,1305,18,412,2822,2717,160,10,4,420,6554,14,380,852,156,3,0,0,175,1594,0,21,283,81,0,0,0,18,404,0,17,271,34,0,0,0,13,334,0,0,0,0,0,0,0,0,0,0,5,9,10,4,5,0,13,39,16,424,1416,279,5,5,0,220,2370,29,87,32,23,3,0,0,83,259,7,23,29,40,5,0,0,17,124,114,1159,6133,32125,10656,1578,272,2315,54350
LGA47290,8,33,111,450,163,22,0,68,847,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,0,14,4,0,0,0,0,6,26,0,0,0,0,0,0,0,0,6,3,50,111,449,160,22,5,77,884
LGA47490,4,45,133,398,168,19,4,64,834,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,12,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,12,22,38,17,6,0,0,0,20,107,0,3,0,0,0,0,0,0,14,24,90,163,411,170,21,8,83,974
LGA47630,8,49,201,1319,696,134,19,225,2645,0,12,55,13,3,0,0,11,90,0,0,0,0,0,0,0,0,0,0,12,55,13,3,0,0,11,90,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,16,8,0,0,0,0,16,47,4,0,0,4,0,0,0,0,10,14,86,258,1340,699,139,19,247,2798
LGA47700,21,120,1701,20603,10027,1558,250,724,35003,4,202,1689,657,37,0,5,122,2710,0,5,118,400,25,5,0,24,568,4,203,1808,1054,66,4,5,144,3280,0,98,589,236,4,0,0,53,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,18,4,101,595,234,5,0,0,64,1004,0,0,0,7,9,0,0,0,17,0,8,5,13,11,0,3,0,49,26,435,4107,21905,10113,1560,259,933,39342
LGA47800,7,47,261,1216,463,86,24,212,2310,0,7,21,21,4,0,0,13,69,0,0,0,0,0,0,0,0,0,0,7,20,21,4,0,0,13,66,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,5,10,3,4,0,0,0,4,27,0,0,4,0,0,0,0,0,9,13,66,295,1243,469,82,27,233,2421
