LGA_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
LGA10050,1254,2313,928,512,1400,331,6,6744,769,1568,982,596,1582,298,4,5803,396,697,456,387,1243,278,0,3465,170,193,102,72,693,146,0,1386,9166,12788,5624,3613,11225,2799,35,45253
LGA10180,605,1198,565,254,641,264,6,3536,362,830,497,321,572,207,7,2794,223,430,252,233,519,231,0,1889,78,131,66,44,255,137,0,705,4450,6654,2969,1845,5111,2723,46,23795
LGA10250,1184,2296,1089,558,1054,280,9,6467,850,1900,1291,856,1455,339,6,6699,455,871,625,518,1218,286,0,3974,185,256,139,105,868,279,0,1827,7656,11361,5501,3580,8249,2399,57,38810
LGA10300,56,94,49,30,85,51,0,358,33,49,35,38,97,58,0,309,12,17,17,11,34,23,0,111,6,5,6,4,24,10,0,53,286,386,197,166,517,311,35,1899
LGA10470,893,1706,858,504,977,304,6,5245,528,1186,814,579,1066,226,3,4401,279,498,360,276,897,182,3,2498,108,141,67,51,587,92,0,1046,6902,9832,4518,3034,8273,2910,39,35504
LGA10500,2736,4694,2370,1578,5106,971,127,17594,1747,3190,1842,1279,4607,769,81,13518,1146,1727,974,686,3357,740,38,8660,451,456,252,147,1754,659,3,3718,27268,35445,14682,10468,50378,10328,710,149278
LGA10550,981,2138,1196,703,907,392,4,6311,691,1720,1242,961,1200,366,6,6185,354,677,517,435,862,277,0,3123,123,147,103,72,451,208,0,1105,5314,8936,4968,3401,5784,2361,40,30802
LGA10600,376,749,439,272,320,125,0,2283,270,545,483,304,414,170,7,2192,104,234,197,145,310,115,0,1101,37,60,36,34,183,54,0,405,1903,3169,1958,1311,1988,918,18,11261
LGA10650,198,380,188,133,252,105,0,1257,166,338,228,205,395,151,0,1477,91,152,105,120,279,119,0,861,30,35,24,24,152,68,0,329,1215,1787,901,765,1708,765,6,7145
LGA10750,5249,9660,5079,4135,11700,2024,258,38106,3108,5460,3627,3118,10100,1527,265,27210,1489,2143,1259,1021,5552,1015,50,12529,454,427,204,133,2548,608,12,4386,50155,70077,34311,29564,101112,20998,845,307067
LGA10800,148,219,110,90,189,86,0,835,91,138,95,105,196,66,0,685,52,70,41,53,126,54,0,395,18,38,8,11,73,31,0,178,845,1157,559,517,1092,526,7,4699
LGA10850,170,343,175,122,200,76,0,1084,95,206,130,127,224,71,0,858,58,96,63,49,155,56,0,482,16,28,13,0,86,10,0,160,1108,1630,818,652,1254,438,0,5899
LGA10900,1699,4389,2251,1221,1322,286,4,11169,1176,3279,2336,1542,1818,312,13,10485,571,1324,924,735,1409,262,9,5232,217,254,154,121,816,180,0,1747,12341,21112,11049,7160,10409,2226,78,64367
LGA10950,77,78,37,30,70,42,0,339,34,51,33,27,69,32,0,246,27,29,22,23,58,38,0,197,8,8,6,6,25,14,0,72,418,500,243,194,508,233,5,2090
LGA11150,54,92,44,8,104,61,0,378,42,40,32,25,82,39,0,262,11,22,10,5,43,24,0,119,6,5,3,0,21,3,0,38,304,438,199,127,547,364,11,1996
LGA11200,28,43,18,18,86,36,0,226,20,20,20,13,53,28,4,159,7,9,7,7,22,9,0,58,0,6,0,0,11,3,0,16,152,206,99,84,412,208,4,1160
LGA11250,384,731,311,260,772,170,4,2633,238,486,315,272,797,165,3,2282,114,182,111,158,530,164,0,1268,56,60,31,30,286,119,0,583,2254,3574,1627,1317,4580,1411,15,14788
LGA11300,563,1124,654,451,1099,190,29,4119,358,700,533,331,946,159,21,3050,239,371,223,165,725,203,4,1944,146,138,71,39,522,245,0,1165,6201,7643,3442,2477,13108,2425,169,35471
LGA11350,878,1862,893,436,694,505,16,5288,603,1353,887,469,809,394,15,4528,215,391,268,201,459,158,13,1700,63,89,23,30,315,63,0,583,6269,9146,4112,2535,5395,3216,157,30832
LGA11400,336,610,338,214,340,140,0,1979,215,389,306,266,380,113,0,1672,105,193,125,137,305,98,0,959,30,45,24,8,176,48,0,343,2188,2952,1597,1185,2145,848,5,10913
LGA11450,1618,3186,1589,1107,2432,353,44,10317,877,1788,1181,916,2126,264,35,7180,418,654,476,368,1271,258,8,3455,151,138,50,55,647,179,3,1221,17417,24413,11320,9141,23092,3529,149,89069
LGA11500,2696,5096,2704,2178,5738,933,82,19427,1757,3257,2108,1671,5131,812,90,14825,808,1135,743,608,2633,732,21,6679,218,226,102,73,869,454,13,1948,22752,31793,15068,13906,44428,9316,308,137568
LGA11520,1761,3462,1649,939,2015,382,54,10256,1176,2286,1390,826,1987,445,31,8142,692,1137,701,453,1448,435,8,4880,257,334,159,94,1003,452,6,2301,15354,21531,9218,5753,19103,4057,200,75225
LGA11570,5358,9722,5418,4590,14082,2591,138,41902,3551,5978,3999,3148,10937,1932,103,29650,2110,3044,1808,1466,7247,1633,36,17352,999,985,499,300,4010,1434,10,8232,47028,59235,29064,26936,109823,23721,666,296477
LGA11600,74,104,44,34,102,57,0,415,48,58,27,36,57,33,0,265,12,17,14,8,49,22,0,132,6,10,3,5,32,3,0,57,470,564,236,204,653,320,18,2460
LGA11650,6928,14842,7274,4557,9060,1940,66,44662,4597,10240,7197,5067,11040,2181,56,40379,2847,5034,3432,2809,9110,2317,22,25582,1101,1331,672,524,4738,2127,14,10513,52797,77556,38383,28398,68984,17169,313,283603
LGA11700,38,57,27,21,91,67,0,302,24,46,28,17,104,58,0,283,8,18,23,11,44,17,0,120,0,0,0,3,8,7,0,24,219,311,131,112,505,392,0,1671
LGA11720,1106,2077,1222,905,1787,450,10,7548,651,1458,1032,957,2002,381,11,6490,297,522,392,356,1245,265,0,3078,101,149,61,45,676,131,0,1159,8559,12930,6414,5189,13352,4158,40,50631
LGA11730,1247,2577,1441,998,1645,598,4,8521,978,2093,1554,1275,2238,544,5,8682,470,917,728,632,1731,377,0,4851,195,231,131,126,880,209,0,1771,7448,11724,6504,5091,10945,4499,77,46286
LGA11750,98,163,76,52,143,94,0,632,49,77,44,62,134,69,0,426,19,22,29,24,88,42,0,218,6,11,5,4,37,6,0,76,595,780,344,313,914,641,3,3592
LGA11800,1832,3486,1699,888,2093,593,31,10626,1286,2816,1965,1277,2499,556,16,10403,626,1208,868,737,1855,561,4,5869,249,318,176,130,1040,420,0,2335,12256,18143,8882,5802,15791,4698,262,65841
LGA12000,86,162,107,80,127,36,0,596,84,122,103,67,148,39,0,557,27,58,43,35,127,31,0,332,13,14,3,10,79,17,0,130,634,898,508,369,818,231,0,3457
LGA12150,90,138,58,47,139,65,0,541,61,92,52,46,149,59,0,449,27,22,21,15,105,40,0,234,10,0,0,8,56,9,0,85,529,628,293,254,883,454,3,3039
LGA12160,258,484,250,183,387,133,0,1698,167,385,258,260,489,141,0,1708,127,180,148,110,395,106,0,1059,44,38,19,15,210,38,0,378,1577,2269,1210,986,2557,850,19,9464
LGA12350,271,533,260,184,380,125,4,1768,204,422,297,289,528,144,0,1888,113,191,142,118,421,111,0,1099,39,44,33,30,228,34,0,409,1795,2627,1371,1096,2768,951,7,10620
LGA12380,2921,5017,2809,2406,8247,1723,92,23222,1875,3236,2003,1761,6033,1151,102,16160,1101,1557,860,704,3741,786,33,8790,373,399,221,114,1768,562,14,3450,27185,35028,17173,16228,75278,17027,539,188462
LGA12390,1111,1976,900,554,1364,514,4,6426,681,1209,838,602,1422,423,6,5179,362,576,395,387,1098,322,0,3140,120,140,64,67,641,157,0,1183,7929,11232,4971,3693,10996,4455,63,43340
LGA12700,237,510,285,203,252,63,0,1549,127,312,263,235,264,56,0,1257,66,131,104,97,221,48,0,666,20,20,17,18,89,13,0,185,1310,2240,1305,996,1545,401,0,7798
LGA12730,224,405,188,105,233,115,3,1268,134,274,144,138,315,83,4,1090,78,101,88,94,240,65,0,665,27,43,22,9,151,33,0,287,1267,1837,826,640,1630,713,8,6914
LGA12750,1095,2289,1275,732,1163,496,12,7061,850,2108,1545,1156,1615,533,5,7805,383,824,649,584,1201,353,4,3994,141,194,122,100,775,166,0,1492,5863,9856,5455,3826,7594,2879,39,35511
LGA12850,3105,5109,3133,3186,11600,1697,57,27885,2246,3475,2212,2086,8982,1247,41,20294,1104,1541,824,733,4830,941,14,9989,379,400,170,117,2356,920,6,4356,24321,27971,13680,14021,77944,12373,284,170587
LGA12870,322,580,272,209,387,142,0,1907,219,455,324,291,606,146,0,2036,114,212,176,142,454,123,0,1221,47,59,37,32,232,62,0,464,1831,2672,1409,1092,2729,860,17,10611
LGA12900,207,353,161,104,288,102,0,1215,137,245,171,146,325,87,0,1114,78,125,106,87,272,75,0,739,36,35,27,19,142,25,0,272,1355,1877,956,745,1918,682,10,7542
LGA12930,2721,5265,3080,2109,4685,779,74,18713,1627,3487,2368,1611,4128,689,75,13974,1044,1800,1097,763,2858,681,24,8273,496,591,270,168,1923,827,3,4284,23115,30576,15229,11103,40469,7284,351,128122
LGA12950,100,173,94,74,145,74,0,664,81,112,83,74,163,74,5,592,24,70,43,43,129,52,0,357,15,12,17,9,66,20,0,133,576,818,443,374,849,469,3,3534
LGA13010,221,405,211,153,289,144,0,1418,158,302,243,191,331,122,0,1344,80,146,104,120,276,101,0,830,21,34,17,19,133,72,0,294,1212,1878,1017,795,1704,938,12,7544
LGA13310,711,1330,646,403,897,298,4,4288,445,880,622,470,1048,259,6,3735,241,397,296,234,760,181,0,2103,81,114,54,52,450,75,0,823,4924,6983,3306,2390,6739,2324,35,26693
LGA13340,290,499,250,165,282,154,0,1643,175,320,234,205,357,126,0,1413,79,113,102,110,246,82,0,738,26,28,9,15,126,20,0,232,1661,2288,1200,982,1817,819,4,8774
LGA13450,535,881,402,296,893,266,13,3280,302,457,316,257,790,228,5,2349,161,268,155,161,508,162,0,1420,79,85,55,23,295,152,0,688,4049,5007,2230,1711,6947,2089,130,22167
LGA13550,264,481,212,158,371,138,5,1620,150,278,175,189,348,119,4,1258,102,150,105,107,283,104,4,840,33,29,24,19,176,40,0,322,1813,2574,1210,1003,2561,995,29,10186
LGA13660,128,180,113,88,185,77,0,773,79,143,102,135,211,67,0,746,48,74,43,69,182,57,0,479,16,17,14,18,93,17,0,170,673,910,503,517,1058,412,3,4080
LGA13800,1218,2775,1581,1095,1575,383,3,8621,710,1567,1134,1039,1587,298,4,6339,400,735,515,463,1200,233,0,3549,131,153,95,73,634,144,0,1226,10103,15069,7642,6252,12352,2786,56,54271
LGA13850,87,135,64,46,114,57,0,509,43,77,36,39,105,42,0,345,29,41,33,26,85,35,0,249,3,12,0,8,49,13,0,88,408,587,252,236,629,309,0,2418
LGA13910,459,781,394,271,605,251,0,2762,327,521,393,370,715,192,0,2520,175,245,194,166,562,143,0,1483,63,58,36,31,291,52,0,527,2775,3807,1995,1669,3935,1379,14,15580
LGA14000,2842,6856,3586,2089,2799,400,80,18649,1638,4188,3012,1937,2829,460,128,14183,1092,2174,1493,1094,2432,557,46,8887,446,638,297,231,1920,755,4,4291,24572,36669,18882,12039,25649,4283,385,122470
LGA14100,273,640,299,152,248,51,6,1683,202,476,312,169,240,75,8,1473,121,239,145,85,286,111,0,987,62,85,46,24,273,235,0,719,2309,3333,1557,959,2149,699,27,11032
LGA14170,3447,7212,3047,1363,3617,855,61,19609,2059,4297,2280,1177,3517,670,62,14060,1087,1794,987,588,2792,559,8,7818,435,450,200,127,1909,407,0,3534,34786,52302,18884,9237,31058,7538,326,154144
LGA14220,375,638,371,253,550,185,0,2377,257,433,355,322,611,190,4,2173,145,229,162,196,525,150,0,1401,52,51,28,34,239,63,0,472,2346,3512,1786,1528,3840,1461,34,14506
LGA14300,119,207,116,102,203,113,0,852,100,138,91,94,201,73,0,697,43,68,48,36,132,55,0,378,10,23,7,9,68,16,0,127,837,1128,553,439,1252,1195,31,5439
LGA14350,666,1417,799,558,1100,352,10,4901,489,1144,855,704,1368,340,0,4887,268,446,315,334,905,279,4,2548,86,97,58,38,449,129,0,866,3951,6189,3369,2826,6752,3030,34,26154
LGA14400,586,1261,640,331,454,109,8,3383,384,1108,805,452,534,145,6,3428,224,493,327,258,485,124,0,1917,87,122,69,53,303,134,0,764,3786,6019,3105,1921,3379,899,21,19129
LGA14500,2331,5670,3166,1697,1871,336,96,15165,1556,3719,2491,1545,1995,270,77,11656,1080,2321,1543,1003,1867,311,32,8159,549,741,410,284,1775,385,4,4145,21308,30074,15995,9971,19186,2696,377,99615
LGA14550,263,558,287,181,346,150,0,1788,181,417,298,226,341,137,0,1600,62,120,94,99,213,75,0,663,26,28,9,10,92,63,0,229,1203,2095,1154,940,1671,820,69,7950
LGA14600,118,211,115,87,217,90,0,835,105,134,76,94,216,57,0,681,45,59,45,53,160,46,0,408,22,27,15,13,95,29,0,196,788,1085,516,524,1325,585,11,4830
LGA14650,4278,9005,4523,2713,5378,857,21,26777,2680,6343,4615,3289,6401,985,21,24348,1720,3180,2372,1896,5112,1092,14,15377,703,906,435,325,3050,811,4,6234,33399,49589,24352,16420,41327,7645,133,172865
LGA14700,673,1525,723,340,543,114,25,3948,509,970,582,341,554,106,25,3083,244,516,339,167,456,100,12,1840,98,127,61,46,269,142,0,746,7224,10619,4371,2453,5914,1243,121,31949
LGA14750,239,414,193,111,369,128,0,1457,129,228,135,128,328,93,4,1041,82,124,94,86,236,68,0,691,25,29,21,9,154,34,0,282,1631,2168,1000,775,2564,863,13,9014
LGA14850,1108,2299,1000,612,1173,475,14,6674,634,1497,1035,761,1172,443,0,5545,294,524,399,349,843,278,0,2680,127,150,77,65,522,206,4,1143,6971,10736,5090,3456,7590,3241,73,37158
LGA14870,422,944,510,407,686,213,0,3180,307,632,458,390,835,207,0,2839,181,278,228,209,617,135,0,1648,60,70,50,23,287,40,0,539,2827,4470,2304,1863,4456,1563,17,17497
LGA14900,3230,5597,3030,2694,9110,1531,78,25259,1941,3008,1868,1649,6400,1102,76,16036,1021,1238,721,627,3575,917,21,8110,274,263,126,96,1539,668,9,2973,29133,36535,17605,17003,68424,13372,316,182387
LGA14920,176,315,166,117,247,127,0,1139,126,201,155,167,286,145,0,1075,59,82,75,91,212,72,0,593,17,12,17,16,90,37,0,185,993,1436,820,692,1502,805,3,6246
LGA14950,84,159,84,58,94,45,0,532,61,101,58,70,106,37,0,426,22,39,37,31,96,14,0,246,10,9,8,8,71,13,0,112,452,684,359,303,588,220,0,2602
LGA15050,1582,3180,1597,962,2106,357,16,9795,906,1955,1482,1138,2231,299,10,8019,455,833,590,541,1611,297,4,4337,185,213,110,96,685,214,4,1499,13764,20152,9368,6714,17352,3075,72,70493
LGA15240,2270,4811,2665,1810,3038,936,15,15537,1820,4273,3277,2671,4332,1151,9,17525,1053,1998,1493,1443,3532,965,5,10479,386,485,280,238,1839,650,3,3886,12937,21467,12076,9506,20534,6535,74,83124
LGA15270,545,1086,550,411,649,279,3,3526,352,706,495,423,751,236,0,2955,183,322,216,237,647,194,0,1795,61,73,37,32,306,80,0,586,3665,5564,2802,2305,4767,1817,11,20934
LGA15300,260,421,180,130,417,396,0,1816,159,262,156,134,374,274,0,1365,75,122,58,71,256,156,0,741,22,28,11,13,78,50,0,199,1567,2162,954,837,2675,2434,29,10657
LGA15350,739,1446,598,294,404,87,18,3582,498,1065,560,294,467,79,9,2968,367,640,342,191,500,100,5,2147,135,187,82,40,412,56,0,912,5570,7695,3098,1842,4130,765,77,23174
LGA15520,323,559,283,207,363,132,4,1876,243,437,303,261,563,132,0,1944,111,218,157,165,383,135,0,1165,36,35,37,31,171,89,0,393,1879,2676,1373,1136,2458,909,7,10438
LGA15560,99,141,76,58,127,54,0,552,46,96,64,54,106,47,0,424,24,41,18,25,76,25,0,200,7,11,5,3,37,12,0,73,540,668,331,267,643,308,14,2769
LGA15650,326,616,291,204,425,139,0,2003,150,310,225,212,446,104,0,1440,76,138,75,79,296,74,0,746,21,31,18,11,134,38,0,261,2407,3366,1519,1264,3357,1212,21,13142
LGA15700,494,1114,579,414,663,285,4,3547,410,905,610,507,884,292,0,3616,209,383,267,311,649,175,0,1989,76,85,59,56,367,79,0,716,2813,4541,2423,2104,4074,1544,19,17526
LGA15750,289,507,256,169,454,237,0,1910,170,283,204,180,403,157,0,1395,91,134,91,102,286,100,0,801,32,31,19,16,171,46,0,309,1812,2616,1229,983,2659,1281,16,10595
LGA15800,116,237,121,76,201,56,0,814,71,136,109,77,219,67,0,678,37,64,52,54,177,42,0,429,18,15,13,11,115,17,0,200,730,1065,570,430,1280,453,14,4543
LGA15850,122,241,99,67,199,111,0,848,103,145,111,89,206,81,0,737,53,75,56,65,133,77,0,469,21,26,12,10,47,51,0,166,862,1233,557,463,1137,717,8,4975
LGA15900,3457,6499,2888,1416,3914,876,42,19091,1969,4042,2644,1587,3965,851,38,15095,1066,1759,1168,930,3257,874,11,9059,474,535,276,157,2170,864,0,4467,30683,41554,16738,9806,33050,8491,232,140561
LGA15950,1614,2790,1098,426,1022,301,20,7275,1132,2195,992,445,1204,285,44,6290,622,1080,585,277,929,238,21,3748,182,226,101,59,455,157,4,1183,14597,20873,6895,3230,10719,2654,216,59191
LGA15990,5917,12478,5712,2577,4361,962,74,32071,3407,7714,4624,2452,4657,834,57,23744,2253,4145,2683,1778,4563,866,27,16313,913,1143,574,400,3235,954,10,7236,48394,66999,29663,17257,41811,8238,483,212842
LGA16100,127,266,121,102,138,79,0,845,94,205,125,118,195,111,4,859,42,71,48,42,139,65,0,410,16,17,4,8,63,11,0,104,773,1198,560,498,971,659,9,4670
LGA16150,843,1586,667,372,1082,256,14,4827,535,1057,695,485,1159,234,6,4173,288,504,342,262,897,202,3,2502,114,141,71,58,503,148,0,1035,6777,9663,4284,2824,8805,2202,57,34608
LGA16200,341,538,268,187,431,159,0,1924,222,329,229,205,462,106,0,1552,100,172,128,99,401,64,0,969,49,54,32,28,223,50,0,430,2082,2837,1418,1118,3061,942,12,11476
LGA16260,3562,7031,3967,2723,6316,1205,188,24998,2104,4427,3171,2182,5415,902,172,18365,1301,2214,1405,985,3388,704,56,10042,525,577,313,219,2003,524,11,4177,36362,52351,24955,18200,64689,13431,763,210752
LGA16350,3505,6761,3457,2474,5867,1202,51,23316,2047,4003,2647,2196,5474,997,73,17439,1003,1481,928,797,3173,836,16,8224,286,322,151,138,1271,569,6,2742,31507,43879,19958,16505,47322,12218,279,171672
LGA16380,1982,4117,1940,1177,2344,557,17,12137,1604,3619,2556,1724,3120,641,12,13278,935,1815,1346,1106,2870,647,7,8729,404,429,225,220,1632,530,0,3439,13741,20913,10298,7087,17090,4239,98,73461
LGA16400,1666,3464,1797,1110,2090,449,7,10572,1206,2709,1931,1494,2769,544,3,10668,710,1348,925,780,2129,516,3,6424,223,257,123,108,849,285,5,1839,11064,16991,8567,6416,14993,3446,49,61524
LGA16490,1420,2916,1213,678,1257,453,19,7960,686,1477,926,648,1130,312,14,5192,313,573,368,319,720,159,0,2454,113,127,62,43,340,79,0,767,11144,16353,6520,3986,9818,2836,65,50723
LGA16550,2514,4846,2171,1073,2640,723,67,14032,1559,2964,1617,946,2856,672,65,10684,979,1525,914,588,2252,652,19,6927,451,492,200,114,1379,717,6,3353,25567,32915,12467,6994,26660,7744,504,112850
LGA16610,511,958,509,368,724,275,0,3342,342,816,551,478,948,272,0,3404,192,355,253,261,639,205,0,1906,94,97,52,32,343,134,0,755,3222,4836,2487,1952,4967,2005,14,19480
LGA16700,2115,4365,2395,1431,3055,602,101,14059,1307,2813,1827,1246,2869,439,112,10602,775,1300,838,529,1981,411,21,5849,395,447,217,180,1379,457,4,3075,21061,29728,13265,8806,29650,5426,417,108353
LGA16900,1397,2827,1513,1175,2327,348,16,9609,800,1843,1321,1101,2310,344,8,7734,457,822,544,534,1683,385,9,4427,162,217,100,66,760,394,0,1702,11289,16247,8032,6265,16279,3178,59,61351
LGA16950,2421,5336,2801,1744,2914,902,14,16133,1838,4512,3233,2370,4022,849,7,16836,932,1927,1412,1339,3401,727,12,9739,396,512,261,194,1725,403,0,3487,15653,25014,12965,9733,21261,6774,101,91500
LGA17000,447,953,535,365,573,179,3,3061,216,493,381,367,575,123,0,2155,113,178,149,133,377,87,0,1040,37,58,19,16,212,15,0,360,3517,5358,2666,2147,4668,1402,22,19781
LGA17040,724,1337,579,328,601,404,4,3979,409,743,437,356,625,269,0,2836,189,317,207,164,394,164,0,1429,57,72,27,32,250,50,4,486,5107,6458,2648,1781,4527,2500,155,23176
LGA17080,351,641,312,229,519,174,0,2226,218,410,315,285,510,119,3,1858,102,206,163,148,374,120,0,1116,43,47,26,23,212,45,0,403,2090,3005,1555,1279,3108,1163,13,12211
LGA17100,606,1149,666,494,1282,179,25,4407,350,694,441,372,966,115,25,2953,238,354,225,150,649,91,14,1726,90,123,61,26,461,46,3,814,6767,8599,3876,2946,14047,2356,134,38713
LGA17150,4738,10220,5138,2819,4563,725,47,28253,2891,6686,4461,2752,5045,693,50,22572,1666,3104,2100,1565,4470,832,14,13751,767,988,527,333,2729,1071,7,6423,39721,56040,26575,17049,39637,6910,243,186171
LGA17200,3655,5878,2003,892,4180,1683,249,18533,1978,3437,1617,736,3526,1165,131,12595,867,1347,614,339,2096,823,34,6116,285,259,112,55,929,512,7,2160,45080,57177,15115,7208,55544,19017,1812,200948
LGA17310,1232,2359,1165,705,1617,511,3,7601,756,1565,1119,894,1912,447,9,6695,456,816,548,524,1387,484,0,4213,187,209,87,83,754,295,0,1612,9166,13241,6421,4563,13040,4220,63,50714
LGA17350,143,263,146,102,181,45,0,871,116,192,147,133,234,51,0,865,45,84,53,78,212,37,0,511,30,30,9,11,128,21,0,231,897,1278,647,547,1269,290,3,4926
LGA17400,195,340,208,153,225,125,0,1239,149,317,239,241,323,138,0,1409,58,118,93,89,188,69,0,624,22,25,16,9,114,32,0,210,866,1470,868,744,1394,661,118,6122
LGA17420,3105,7089,3913,2587,3713,501,109,21016,1985,4688,3371,2477,3791,479,152,16952,1112,2012,1373,1108,2733,429,34,8801,320,403,220,133,1408,391,17,2887,30824,43064,22091,15795,34422,4718,460,151373
LGA17550,2431,4633,2235,1203,2744,856,12,14112,1727,3712,2367,1610,3598,811,29,13848,1016,1730,1180,933,3022,777,18,8677,409,443,223,205,1923,602,3,3803,15261,22419,11003,7290,19681,6311,110,82078
LGA17620,311,572,313,220,412,130,5,1955,194,378,248,278,434,124,4,1656,94,192,86,120,346,93,0,940,46,45,16,24,203,55,0,396,2127,3186,1429,1220,2889,867,22,11747
LGA17640,263,453,233,212,229,124,0,1515,166,291,201,197,244,129,0,1241,105,133,86,91,173,81,0,666,22,36,15,13,116,24,0,229,1360,1997,972,860,1328,632,3,7145
LGA17650,137,291,168,99,181,73,0,955,92,232,154,121,174,55,0,823,33,75,58,65,145,36,0,415,15,16,7,8,56,10,0,120,884,1367,760,550,956,367,5,4889
LGA17750,1315,2509,1094,594,1512,390,8,7420,791,1539,962,685,1618,348,0,5955,441,715,434,356,1244,310,3,3500,178,199,108,89,755,229,3,1566,11314,15223,6397,4290,14019,3606,116,54964
LGA17850,72,135,76,42,82,43,0,454,72,112,74,69,98,47,0,473,35,59,38,45,103,38,0,312,7,7,3,6,40,11,0,74,457,630,332,276,538,264,0,2493
LGA17900,128,194,87,73,227,227,0,953,93,168,80,69,230,179,0,826,45,59,36,23,126,110,0,399,11,11,7,5,31,23,0,82,656,932,406,311,1169,1221,16,4702
LGA17950,67,120,47,33,97,33,0,399,34,56,28,41,92,35,0,297,15,22,24,22,71,43,0,203,9,3,5,4,33,33,0,86,396,520,207,184,539,283,9,2133
LGA18020,210,387,182,163,310,198,0,1447,154,298,214,190,399,218,0,1474,89,126,113,96,261,175,0,869,42,34,15,16,163,80,0,342,1250,1770,930,799,1886,1210,9,7856
LGA18050,1244,2250,917,397,903,304,31,6051,791,1458,651,308,1064,249,35,4546,459,637,319,196,870,301,8,2798,212,212,72,46,479,310,8,1342,14358,17180,5749,3203,12282,3756,305,56836
LGA18100,86,165,88,74,117,42,0,580,71,121,89,100,148,38,0,573,34,58,44,44,127,29,0,345,18,19,6,11,70,15,0,140,518,763,392,375,710,218,0,2982
LGA18200,161,343,179,107,229,123,0,1154,113,206,155,121,244,111,0,946,48,80,70,80,165,52,0,490,13,15,7,7,80,17,0,138,1077,1455,838,607,1411,867,54,6308
LGA18250,1326,2976,1452,773,1369,323,63,8277,899,1981,1255,704,1417,324,62,6647,581,905,565,348,1045,289,16,3744,249,322,142,102,941,282,4,2047,12901,18226,8243,5132,14230,2971,345,62037
LGA18350,1202,2571,1387,787,1002,307,12,7270,898,2295,1632,1188,1386,337,11,7751,615,1249,942,713,1292,372,3,5183,178,300,170,106,698,307,0,1749,8293,12991,6991,4841,8632,2407,61,44220
LGA18400,937,2005,1119,862,1120,219,6,6266,563,1229,905,872,1145,232,9,4945,282,473,361,323,790,219,0,2438,99,111,61,37,280,185,0,773,8181,11690,5993,5055,8898,2122,52,41993
LGA18450,4062,8320,4373,2716,5503,947,30,25943,2368,5292,3712,2672,5755,930,34,20759,1532,2747,1819,1515,4668,1007,5,13294,673,761,415,306,2727,921,3,5798,34497,49067,23305,16473,43357,9132,192,176017
LGA18500,1321,2235,927,440,842,221,32,6014,1123,1850,775,368,1051,215,18,5409,636,997,475,292,1126,289,14,3823,226,306,112,45,612,378,6,1675,11230,13957,5007,2866,8647,2397,188,44288
LGA18710,386,856,374,232,295,131,6,2283,211,535,373,303,318,113,0,1857,113,205,135,127,261,80,0,919,35,36,21,22,180,38,0,337,2899,4442,2066,1342,2268,880,16,13915
LGA19399,34,58,28,32,46,13,5,215,28,47,23,18,50,21,0,192,7,4,9,3,20,7,0,58,5,5,0,0,11,4,0,18,212,276,143,106,198,96,8,1029
LGA19799,4,5,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,14,0,3,38
LGA20110,305,768,396,235,279,138,3,2135,224,528,384,292,388,118,0,1931,97,229,150,150,309,99,0,1034,38,55,29,32,179,45,0,380,2073,3520,1752,1205,1968,913,25,11454
LGA20260,264,478,232,171,381,209,0,1739,198,359,223,243,403,161,0,1597,81,159,125,130,306,99,0,901,43,47,28,20,192,42,0,366,1646,2421,1133,1002,2410,1417,9,10044
LGA20570,2273,4389,2039,1115,2687,570,15,13096,1403,2963,2035,1513,3014,618,19,11553,755,1244,915,823,2290,581,3,6614,311,379,201,144,1372,457,0,2863,18424,26243,11678,8212,21878,5356,92,91888
LGA20660,2561,5373,2316,1338,2665,472,21,14745,1646,3564,2305,1491,2966,506,34,12522,971,1764,1225,854,2430,420,17,7685,412,510,268,179,1770,328,15,3479,22132,31793,13889,8568,23005,4124,178,103693
