LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA35600,17,12,31,378,464,839,0,0,0,17,21,37,0,0,3,547,631,1175,0,0,4,4,4,3,0,7,14,0,10,10,10,23,33,5,0,4,3,3,12,12,19,28,75,76,151,0,4,8,9,7,13,59,52,115,22,22,51,0,0,8,1145,1353,2503,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,6,8,645,564,1206,3,6,10,0,3,3,643,570,1215,292,269,571,8,0,8,2110,2221,4336
LGA35670,0,0,0,27,34,60,0,0,0,0,0,0,0,0,0,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,42,11,8,22,0,0,0,0,0,4,82,85,167,0,7,6,0,0,0,160,160,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,168,349,0,0,0,0,0,0,179,168,349,89,103,192,0,0,0,429,428,858
LGA35740,226,395,627,3586,4427,8011,0,0,3,230,258,489,6,5,9,4086,4847,8930,14,11,29,119,153,275,107,142,249,17,22,34,207,280,485,6,3,8,105,96,189,277,338,609,585,670,1253,22,33,56,61,75,133,790,1076,1861,632,719,1348,21,27,56,10851,13179,24030,77,87,172,39,29,66,57,55,112,0,0,0,12,11,26,67,117,192,81,133,215,14216,13653,27868,99,75,180,86,160,237,14397,13883,28285,2482,2377,4862,139,142,283,28349,30295,58643
LGA35760,27,43,70,969,1027,2000,0,0,0,70,84,157,7,11,19,680,726,1404,0,3,9,8,5,15,19,24,46,7,10,12,53,67,124,0,0,0,33,32,67,41,48,90,161,203,370,3,3,5,16,11,35,281,319,593,152,159,311,39,45,82,2548,2787,5334,58,62,121,30,10,33,0,0,0,0,3,4,3,0,3,11,17,31,11,19,38,1873,1520,3398,11,12,19,7,4,14,1891,1539,3429,717,634,1356,254,24,282,5542,5118,10662
LGA35780,5,7,9,378,434,815,0,0,0,5,4,7,0,0,0,78,90,166,0,0,0,0,0,0,25,31,53,4,0,3,8,3,7,0,0,0,0,0,0,263,293,559,7,8,15,0,3,3,0,3,5,25,21,40,60,59,111,0,0,3,845,959,1803,5,0,3,4,3,4,0,0,0,3,0,10,0,0,0,0,4,4,6,3,12,360,307,666,0,0,0,8,9,19,368,309,680,355,329,684,3,0,4,1591,1610,3201
LGA35790,0,0,0,155,156,311,0,0,0,18,24,46,0,0,0,470,479,950,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,81,97,173,19,26,44,0,4,4,0,0,0,3,9,8,7,4,8,11,6,17,0,0,0,762,807,1569,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,144,175,319,6,3,8,0,0,0,153,179,333,56,99,154,0,9,4,982,1091,2077
LGA35800,0,0,0,184,195,381,0,0,0,7,14,20,0,0,0,262,281,536,3,0,0,0,4,0,6,12,16,5,5,10,7,5,10,0,0,0,0,0,0,0,5,5,19,16,30,3,6,8,0,0,0,26,46,69,19,24,43,0,0,0,544,603,1141,0,4,7,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,6,3,13,364,321,690,0,0,0,0,0,0,369,322,692,95,79,177,0,6,7,1016,1016,2036
LGA36070,0,3,4,204,223,424,0,0,0,7,0,7,0,0,0,24,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,247,239,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,43,123,0,0,0,0,0,0,81,43,128,81,39,122,0,0,0,409,322,730
LGA36150,0,0,0,95,91,180,0,0,0,0,7,8,0,0,0,123,106,230,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,4,8,6,17,3,5,12,0,0,0,17,22,40,16,8,24,0,0,4,272,249,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,135,275,0,3,3,0,0,0,146,133,278,36,31,67,0,0,0,453,413,866
LGA36250,510,884,1393,9540,11795,21337,4,3,5,1862,2053,3908,65,64,129,13662,15862,29524,85,106,189,582,623,1206,298,368,660,314,348,660,596,785,1384,18,11,24,316,339,656,837,1003,1842,1840,2127,3966,150,211,364,189,253,443,2877,3888,6771,2218,2675,4896,196,217,412,35646,42725,78375,491,486,972,291,297,589,58,53,111,3,3,7,256,261,521,178,328,502,441,591,1033,34779,31717,66497,249,207,455,134,219,358,35168,32142,67310,3976,3897,7878,77,99,176,76654,81167,157828
LGA36300,0,4,0,99,82,184,0,0,0,4,7,6,0,0,0,101,103,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,4,3,0,3,0,14,9,22,0,0,3,0,0,0,23,33,49,6,6,14,0,0,0,247,251,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,107,95,207,0,0,0,0,0,0,107,99,205,103,80,180,0,3,5,467,440,903
LGA36370,284,373,654,4671,5625,10300,0,0,0,755,908,1666,8,6,15,8321,9720,18039,21,28,47,55,57,118,144,220,364,81,86,164,224,259,483,8,4,10,101,140,245,496,623,1117,1085,1223,2304,149,223,371,81,99,177,1752,2382,4130,970,1113,2081,32,27,62,18949,22743,41695,487,380,868,258,171,430,9,9,13,4,9,9,94,86,179,112,175,289,210,270,478,15918,14516,30438,110,66,179,35,67,105,16067,14648,30718,3599,3126,6728,65,47,109,39925,41771,81697
LGA36510,103,165,264,2703,3235,5946,0,0,0,414,449,864,0,5,7,3260,3568,6822,120,156,278,43,59,101,148,191,334,54,49,103,394,412,801,4,6,9,62,60,118,231,258,490,455,484,937,75,94,168,88,101,190,1066,1232,2291,639,679,1316,32,43,76,9788,11067,20853,40,37,81,31,26,55,12,14,28,6,3,10,17,16,34,70,121,189,90,134,226,9033,8480,17510,56,50,105,43,61,106,9137,8591,17726,2117,1889,4007,35,30,63,21349,21956,43312
LGA36580,75,100,174,1736,1932,3669,0,0,0,232,248,485,0,0,0,1886,1937,3824,23,38,63,28,32,63,62,88,154,37,40,73,385,401,787,0,0,0,46,58,104,112,134,242,258,254,516,41,33,72,51,54,105,606,675,1277,286,360,648,104,120,222,5891,6406,12298,13,16,27,37,21,58,0,0,8,0,0,5,0,0,0,46,70,117,43,75,122,5321,4773,10096,29,20,49,6,30,37,5361,4826,10185,1172,991,2167,19,17,38,12616,12455,25071
LGA36630,85,99,187,1948,2218,4170,0,0,0,303,334,635,0,0,0,2203,2421,4623,56,72,125,22,15,37,122,169,292,50,61,109,596,619,1211,0,0,0,77,83,157,153,189,339,449,444,896,59,66,127,64,73,135,958,1122,2080,608,665,1266,37,56,97,7703,8605,16310,34,37,70,26,22,52,8,4,10,0,0,0,14,9,27,64,119,189,79,136,213,6566,5811,12382,24,21,54,29,41,73,6625,5876,12500,1886,1700,3585,23,12,38,16486,16492,32969
LGA36660,69,110,180,2816,3412,6223,0,0,0,274,293,567,97,84,187,3796,4069,7870,21,27,51,28,36,69,94,135,228,58,65,126,124,135,261,0,0,0,54,50,108,176,170,353,532,504,1037,38,41,81,97,108,206,930,1105,2036,527,546,1071,16,22,42,9687,10814,20506,57,52,106,27,28,52,11,3,17,3,0,3,20,16,41,49,92,140,71,107,185,5989,5506,11496,40,32,79,36,33,69,6072,5575,11643,1829,1713,3536,30,18,42,17839,18414,36259
LGA36720,1353,2044,3394,18412,23264,41679,0,0,5,3182,3633,6811,97,101,200,24817,29899,54716,218,289,511,496,534,1032,897,1140,2037,454,490,945,1431,1855,3288,49,45,98,535,634,1168,2296,2797,5089,3313,3929,7242,213,313,523,253,317,572,5360,7518,12877,5230,6387,11620,153,188,338,67421,83329,150746,1158,1111,2275,438,413,851,157,165,325,15,8,21,428,374,802,374,594,971,822,976,1795,79890,78065,157953,611,468,1075,330,661,992,80834,79183,160021,11928,12127,24055,433,372,805,164540,179728,344266
LGA36820,79,115,190,1525,1736,3263,0,0,0,229,271,498,8,0,6,2253,2636,4888,0,6,16,13,35,53,109,181,296,20,17,27,72,96,171,0,9,8,43,51,94,172,212,385,374,355,729,25,35,60,72,80,147,586,675,1262,425,469,889,6,10,19,5948,6861,12806,23,26,50,18,12,34,11,7,18,0,3,4,14,19,32,46,77,124,66,95,155,5680,5228,10902,48,41,83,36,49,87,5764,5312,11071,1706,1674,3379,246,137,379,13864,14234,28097
LGA36910,648,877,1527,11479,14131,25610,0,0,0,1092,1284,2381,158,137,294,16004,18495,34495,591,737,1326,167,183,349,383,532,909,162,165,323,2497,2895,5389,44,52,97,326,373,702,1177,1342,2520,2123,2422,4542,133,197,326,337,408,742,3196,4240,7429,3917,4670,8586,117,154,270,43899,52413,96310,1117,1031,2151,764,696,1463,32,32,65,10,15,20,326,280,606,1285,1452,2737,1619,1749,3365,28511,26413,54928,220,162,380,110,142,248,28840,26715,55554,6198,5883,12075,111,95,209,83233,89491,172720
LGA36950,8,11,17,511,551,1059,0,0,0,12,18,30,0,0,0,308,273,579,0,0,0,4,4,8,26,31,54,12,14,24,3,3,10,0,0,0,0,5,9,171,204,375,9,22,35,0,0,3,8,15,23,46,67,113,57,61,119,7,4,4,1175,1269,2445,8,5,10,10,7,20,0,0,0,0,0,0,3,6,5,13,12,24,19,14,34,502,407,905,0,0,0,0,0,0,498,411,910,176,128,299,4,0,6,1896,1844,3742
LGA36960,0,0,0,699,706,1413,0,0,0,0,5,0,0,0,0,160,172,326,0,0,0,0,0,0,3,12,11,6,12,16,3,0,3,0,0,0,20,14,35,408,452,860,5,3,7,0,0,0,24,18,47,18,13,26,145,153,289,0,0,0,1482,1561,3038,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,4,9,8,8,266,210,481,0,0,0,9,4,19,281,221,504,202,172,373,0,0,0,1972,1960,3933
LGA37010,630,930,1564,10087,12134,22227,3,0,4,1154,1329,2479,12,17,28,20422,23442,43870,49,61,115,528,579,1111,241,351,593,135,155,291,408,502,910,80,73,152,385,437,824,1159,1368,2525,2097,2267,4363,219,248,463,262,327,584,3044,4088,7131,2189,2620,4813,110,134,244,42591,50152,92738,738,649,1381,538,510,1045,54,45,106,19,32,48,196,190,391,327,446,772,541,667,1214,40735,37102,77838,314,250,559,97,159,259,41141,37512,78659,9723,7816,17537,261,148,407,96217,98434,194648
LGA37300,8,24,31,264,240,508,0,0,0,12,24,40,0,0,0,371,367,742,0,0,3,5,7,12,15,15,32,0,0,0,15,8,22,0,0,0,7,4,15,24,26,46,28,18,50,0,5,0,0,8,8,83,87,167,27,31,52,0,0,0,853,841,1696,14,11,28,3,8,7,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,1113,937,2048,8,3,12,0,0,0,1121,943,2061,456,250,707,0,0,0,2458,2078,4534
LGA37310,48,73,123,2703,2888,5590,0,0,0,336,313,652,5,0,3,3461,3283,6746,78,97,174,19,9,35,76,86,163,20,28,46,444,483,924,0,0,0,55,44,96,282,293,578,877,924,1804,35,41,78,49,56,104,734,788,1521,593,584,1181,17,15,33,9790,9933,19715,59,47,106,48,37,92,6,5,6,0,0,5,23,16,37,15,49,68,41,70,106,5900,4933,10833,37,28,61,23,31,55,5964,4991,10951,2816,1786,4606,70,67,138,18839,17008,35845
LGA37340,144,218,364,2545,2665,5213,0,0,0,206,213,421,0,0,0,3432,3776,7209,12,8,26,59,67,127,100,143,247,29,30,52,96,110,207,4,0,4,59,68,135,161,200,356,455,412,873,40,43,80,41,60,105,983,1154,2129,387,444,831,19,7,26,8622,9409,18034,59,56,115,70,50,119,15,23,36,3,0,11,29,33,58,39,51,89,70,86,156,9416,7935,17352,54,49,104,29,51,78,9494,8035,17533,3691,2713,6400,227,194,418,22399,20770,43176
LGA37400,6,0,6,126,152,277,0,0,0,9,12,16,0,0,0,165,169,338,0,0,0,0,3,6,0,0,0,0,0,5,16,6,23,0,0,0,0,0,3,0,0,0,28,25,52,0,0,0,0,0,0,41,61,106,25,17,37,0,0,0,408,461,859,0,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,254,245,501,4,0,0,0,0,3,258,250,504,185,183,366,0,3,3,856,892,1750
LGA37550,0,0,4,103,139,234,0,0,0,7,12,15,0,0,0,59,73,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,98,177,12,20,25,0,0,0,0,0,0,0,0,0,5,0,5,7,6,16,0,0,0,274,354,621,0,0,0,0,0,0,0,0,0,6,7,14,0,0,0,0,0,0,6,7,14,153,150,298,0,0,6,0,0,0,148,153,303,32,33,70,0,0,0,466,541,1009
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,85,127,212,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,105,137,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,18,0,0,0,0,0,0,14,5,18,11,7,16,0,0,0,130,152,279
LGA37600,0,0,0,945,1022,1968,0,0,0,0,0,0,0,0,0,27,24,54,0,0,0,0,0,0,23,23,40,0,0,0,11,5,15,0,0,0,0,0,0,7,17,20,0,0,0,0,0,0,9,6,6,0,0,0,8,8,19,0,0,0,1034,1100,2134,0,0,0,0,0,0,0,0,0,8,6,16,0,0,0,0,0,0,8,6,16,122,114,239,0,0,0,6,3,10,125,129,249,49,54,99,0,0,0,1214,1286,2490
LGA39799,0,0,0,15,0,14,0,0,0,3,0,3,0,0,0,33,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,57,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16,67,0,0,0,0,0,0,49,16,62,195,32,226,17,10,24,317,65,385
LGA40070,429,626,1055,767,814,1580,0,0,0,112,116,225,0,0,0,1545,1849,3397,4,3,4,264,265,524,26,18,38,14,6,18,147,175,317,12,16,25,54,52,115,70,80,150,89,91,180,6,11,10,14,12,22,258,402,664,237,291,528,11,17,29,3635,4205,7841,409,322,736,378,321,698,16,33,52,0,0,3,31,38,70,68,68,133,103,107,212,7148,6417,13565,93,52,141,36,36,73,7275,6504,13782,2548,2070,4615,248,194,448,15050,14384,29433
LGA40120,148,186,328,1543,1865,3406,0,0,0,463,522,984,0,0,0,1995,2276,4267,28,47,77,155,141,300,58,76,133,32,34,65,675,794,1470,3,5,9,48,39,84,124,139,261,103,111,217,23,20,41,41,39,78,929,1235,2161,560,598,1158,106,103,205,6883,8043,14925,44,38,85,42,43,82,27,21,51,0,0,0,9,14,24,63,99,168,75,116,187,11034,10444,21478,84,80,165,47,72,124,11167,10607,21771,1228,1155,2381,25,19,39,19626,20223,39854
LGA40150,47,61,103,376,433,801,0,0,0,34,46,81,0,0,0,635,630,1266,10,10,12,98,64,157,3,11,13,4,3,13,64,70,132,0,0,0,17,13,28,52,56,107,37,28,65,7,16,18,11,20,34,254,302,556,95,92,184,6,6,18,1703,1793,3492,10,0,12,4,11,15,0,4,4,0,0,0,7,6,16,5,22,29,15,24,40,2743,2415,5154,19,11,26,8,3,4,2765,2429,5189,448,328,780,9,3,12,5000,4653,9650
LGA40220,57,103,161,1220,1582,2803,0,0,0,168,201,369,0,0,0,1075,1317,2394,70,85,151,54,59,117,83,121,200,45,47,90,343,421,770,0,0,0,48,40,89,186,231,416,128,121,248,16,23,38,11,32,41,919,1205,2128,410,466,878,68,69,142,4863,6024,10881,14,11,27,14,9,21,8,5,16,0,0,0,13,6,20,42,93,135,49,102,151,7494,7178,14671,51,48,93,41,62,98,7580,7286,14866,1021,999,2023,19,10,21,13625,14542,28170
LGA40250,0,0,5,3,15,21,0,0,0,8,3,8,6,3,5,30,24,55,0,0,0,0,0,0,0,0,0,3,0,5,50,66,115,0,0,0,11,13,24,0,0,9,3,5,10,0,0,0,0,0,0,194,267,464,154,154,300,0,0,0,463,557,1019,0,5,5,3,0,3,0,0,0,81,80,165,0,0,0,4,0,4,89,83,169,320,374,697,4,7,4,5,5,9,335,381,715,242,270,507,0,4,4,1122,1302,2427
LGA40310,24,55,79,857,1032,1890,0,0,0,96,119,215,0,0,0,928,1091,2025,22,31,53,54,41,98,33,33,64,4,4,12,1998,2277,4276,3,0,3,17,24,42,102,122,226,87,72,160,15,15,29,8,9,19,629,792,1422,288,313,598,42,47,87,5184,6028,11208,11,9,24,6,7,14,3,3,10,0,0,0,3,0,3,19,50,69,25,49,71,6016,5632,11642,54,36,89,19,42,61,6089,5704,11794,779,731,1513,8,10,19,12124,12599,24729
LGA40430,6,8,9,92,128,225,0,0,0,17,9,21,0,0,0,124,158,285,3,3,3,5,0,7,0,0,0,0,0,0,17,28,53,0,0,0,3,4,6,0,7,5,11,10,21,4,0,4,7,9,18,258,296,558,22,27,53,3,3,6,587,686,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,4,8,593,474,1065,9,0,7,0,7,9,600,480,1079,125,112,239,0,0,0,1323,1295,2617
LGA40520,18,31,49,324,413,742,0,0,0,22,22,45,0,0,0,569,648,1220,15,34,53,269,258,526,3,15,18,7,10,16,225,313,535,0,0,0,22,20,46,55,59,114,31,30,71,5,5,14,18,19,31,312,388,705,109,124,232,5,3,6,2007,2353,4364,31,23,55,20,5,23,0,0,0,3,0,6,109,97,207,11,29,44,124,133,255,2636,2347,4984,7,13,19,12,10,18,2656,2374,5030,400,366,767,105,11,118,5362,5298,10661
LGA40700,652,839,1488,1896,2628,4524,0,0,0,302,337,636,0,0,4,3700,4465,8166,18,24,46,634,747,1382,41,57,96,23,22,39,256,328,583,52,40,89,74,75,150,157,157,317,211,233,440,3,11,21,12,12,26,899,1188,2091,348,501,849,38,40,81,8656,10870,19533,657,601,1257,472,451,929,54,48,106,0,0,0,119,133,257,123,134,264,246,272,515,9956,9832,19786,99,89,195,42,63,108,10096,9988,20085,891,838,1732,67,57,125,21798,23969,45763
LGA40910,625,831,1459,1046,1433,2478,0,0,0,346,430,784,0,0,0,7779,8583,16362,38,44,83,971,1031,2003,118,141,252,77,82,158,274,369,638,76,66,144,92,120,212,310,355,666,180,206,384,20,29,51,29,52,83,715,1117,1831,614,765,1375,24,20,46,12715,14850,27566,1110,998,2104,626,620,1247,22,31,54,3,0,3,548,531,1083,175,203,377,725,736,1458,9134,8635,17761,84,46,129,50,60,103,9261,8731,17994,1216,1208,2423,47,41,92,26347,28049,54397
LGA41010,0,5,12,149,180,329,0,0,0,8,9,16,0,0,0,162,179,337,13,14,31,42,37,81,4,0,6,0,6,6,206,272,476,0,0,0,0,4,5,19,26,41,3,7,13,0,0,0,4,5,11,95,100,204,32,35,69,5,3,10,757,876,1632,9,8,17,4,0,8,0,0,4,9,11,17,10,7,15,3,3,8,21,21,41,849,708,1554,8,5,12,4,4,9,857,715,1572,227,218,444,3,3,6,1881,1846,3731
LGA41060,1352,1821,3173,2974,3790,6765,0,0,0,632,751,1389,0,0,0,14170,16063,30237,56,80,138,4258,4603,8863,159,183,349,61,83,142,598,779,1374,184,178,358,178,229,412,539,629,1173,242,320,565,38,73,113,35,52,82,1659,2428,4090,1265,1529,2795,39,51,98,27096,31830,58927,1271,1016,2286,1684,1488,3174,21,35,55,6,0,7,923,812,1733,151,185,337,1080,1005,2083,22997,21562,44551,181,158,334,76,178,256,23249,21894,45142,2957,2833,5790,93,128,218,58805,62044,120845
LGA41140,19,23,41,380,468,848,0,0,0,31,39,74,0,0,0,666,693,1360,0,8,9,10,17,29,26,53,78,0,5,11,245,294,530,0,0,0,8,9,18,53,64,117,20,31,55,0,0,0,4,7,4,411,513,920,97,92,189,12,11,22,1966,2301,4267,19,16,32,12,6,19,0,5,5,0,0,0,14,17,31,9,21,32,18,38,64,2091,1916,4004,11,6,23,6,7,12,2111,1929,4041,389,363,750,0,0,4,4527,4680,9213
LGA41190,0,3,4,67,70,136,0,0,0,12,12,26,0,0,0,97,110,207,0,0,0,0,0,0,0,0,0,0,0,0,47,60,108,0,0,0,3,0,3,3,9,9,0,3,4,0,0,0,0,0,0,135,133,275,36,45,78,0,0,4,408,448,856,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,311,714,3,0,3,0,0,0,409,316,725,95,74,172,0,0,0,920,841,1759
LGA41330,40,42,83,70,73,139,0,0,0,12,9,25,12,8,19,151,147,295,0,0,3,71,27,100,4,0,3,0,0,3,29,26,51,0,0,0,5,4,14,8,18,22,6,6,19,0,4,0,3,3,12,37,22,62,28,18,41,0,0,0,448,372,818,0,6,7,9,10,16,0,0,0,9,5,10,5,4,7,3,3,9,14,10,21,415,267,679,0,0,0,4,5,7,417,276,693,295,212,508,4,3,8,1223,922,2145
LGA41560,21,25,42,503,682,1190,0,0,0,65,118,183,0,0,0,731,805,1529,45,55,95,56,49,102,30,39,67,3,8,13,161,186,348,0,0,3,23,29,51,74,86,163,43,51,92,16,29,44,9,17,25,840,1085,1924,135,166,298,9,3,13,2741,3396,6134,13,18,31,10,6,17,0,0,0,0,0,0,10,4,13,11,22,29,20,28,46,3844,3454,7298,15,16,33,5,14,21,3863,3487,7354,646,601,1237,5,3,8,7308,7566,14876
LGA41750,3,7,10,67,65,133,0,0,0,6,6,8,0,0,0,80,88,168,0,0,0,0,0,4,0,0,0,0,0,0,27,18,45,0,0,0,0,0,3,3,0,8,10,3,14,0,0,0,0,0,0,56,52,114,22,19,40,0,0,0,272,266,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,263,204,466,0,0,0,0,0,4,268,205,469,84,53,136,0,0,0,624,531,1154
LGA41830,4,5,7,73,87,156,0,0,0,9,13,26,0,3,3,111,139,248,0,4,3,3,0,9,6,7,3,3,3,10,13,19,35,0,0,0,0,6,5,11,13,15,5,8,14,4,0,6,7,6,11,114,131,241,15,10,23,0,0,0,372,436,804,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,411,392,806,3,3,4,0,4,6,417,402,818,99,103,199,4,4,6,900,952,1855
LGA41960,8,5,11,47,53,102,0,0,0,12,12,19,0,0,0,59,70,129,0,3,7,0,0,0,4,3,7,0,0,0,30,47,77,0,0,0,4,4,15,3,0,7,0,3,10,0,4,4,0,0,0,59,74,135,29,18,50,0,0,0,253,294,544,0,0,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,235,587,0,0,0,3,0,3,360,235,591,69,65,136,0,0,0,688,599,1292
LGA42030,66,109,172,1095,1454,2554,0,0,0,138,171,314,0,0,0,1360,1700,3060,33,41,77,93,91,183,62,72,139,12,15,25,374,488,860,5,4,9,45,54,101,175,188,368,63,88,147,32,50,83,17,26,38,513,773,1281,282,370,646,14,21,30,4315,5589,9905,30,22,53,23,20,51,4,5,7,0,0,3,3,0,3,53,79,132,59,80,138,6635,6217,12856,45,35,75,24,34,54,6707,6283,12993,725,715,1440,9,13,21,11937,12837,24778
LGA42110,5,12,21,171,197,372,0,0,0,15,16,33,0,0,0,218,222,441,0,0,0,8,5,10,0,6,3,4,4,9,278,253,532,0,0,0,5,4,11,10,7,17,6,13,23,7,3,10,0,8,11,197,206,401,37,46,85,7,0,9,962,1008,1968,7,5,8,4,0,4,0,0,0,0,0,0,0,0,0,6,7,9,6,7,9,821,751,1574,10,8,16,0,6,7,831,759,1592,238,210,453,5,0,3,2053,2009,4059
LGA42250,14,23,33,253,272,523,0,0,0,48,42,84,7,3,6,555,633,1185,3,0,4,10,14,26,6,5,10,8,0,7,82,124,207,0,0,0,5,3,12,23,28,50,159,141,299,18,8,29,6,9,17,204,231,432,84,75,161,3,4,8,1464,1593,3058,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,18,26,6,18,30,2107,1799,3909,11,5,17,9,4,10,2122,1811,3938,1007,377,1385,4,4,5,4626,3824,8449
LGA42600,128,193,318,1676,2219,3894,0,0,0,182,218,400,0,0,0,3224,3808,7034,43,66,104,346,362,708,39,37,78,23,27,54,269,388,660,6,7,17,65,65,128,75,115,184,140,157,296,18,17,36,5,9,16,831,1191,2024,336,438,774,25,29,53,7291,9159,16449,204,180,385,140,127,271,21,29,45,7,0,3,66,63,121,79,116,197,146,180,324,8751,8601,17350,79,51,133,27,65,91,8849,8719,17576,882,876,1757,32,32,67,17702,19502,37196
