LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA33200,943,901,1849,55,51,108,82,90,167,35,26,60,50,49,105,113,127,240,80,55,141,113,129,243,160,156,314,185,141,323,64,54,115,13,25,31,0,5,3,849,858,1701,103,47,145,70,78,149,6,0,3,3,0,11,81,79,166,709,698,1410,70,61,136,758,753,1513,21,21,44,759,743,1502,10,15,27,73,77,153,15,8,25,6,0,4,13,25,36,259,317,575,49,50,100,219,183,402,57,27,87,62,53,113,3,4,5
LGA33220,55211,57845,113054,2297,2184,4477,6383,6048,12434,3014,2786,5802,2412,2159,4570,4709,4849,9560,4988,5683,10669,6230,6972,13205,8150,9471,17620,10035,10236,20272,5652,5552,11205,1332,1909,3244,74,82,161,52877,56124,109005,2339,1718,4051,2639,2494,5133,135,112,252,158,140,299,2931,2749,5682,43727,44871,88597,7805,9238,17045,49368,51947,101319,1809,2566,4370,48914,51688,100604,582,644,1228,5904,5650,11552,1812,1900,3714,283,489,771,858,1953,2811,16273,19130,35408,4088,4272,8363,15203,15648,30851,3867,3771,7636,3314,2873,6190,186,159,345
LGA33360,33264,32027,65294,2084,2029,4111,4921,4715,9632,2011,1950,3963,1632,1566,3197,3918,4100,8019,4231,4251,8485,4611,4473,9085,4746,4314,9056,3507,2982,6489,1316,1272,2583,293,389,684,62,35,95,31745,31364,63112,1518,670,2180,1708,1748,3458,76,61,138,178,199,375,1954,2015,3969,26208,25472,51676,4298,4454,8753,28863,28042,56912,1728,1962,3691,28829,28013,56842,529,514,1039,4553,4331,8890,1303,1376,2678,197,306,500,520,1374,1892,10627,11848,22477,2666,2429,5091,7466,6670,14132,1731,1461,3193,1183,1016,2202,88,58,142
LGA33430,304702,324925,629625,17423,16284,33707,39427,37379,76803,18544,17935,36483,19230,20334,39563,41558,45088,86650,40558,44444,85001,40089,43672,83755,34788,38811,73595,30074,33628,63703,17766,19441,37211,5242,7917,13155,964,895,1860,295946,315357,611299,8760,9570,18327,6203,6362,12568,294,288,585,256,310,568,6752,6964,13717,200627,209083,409710,85606,96573,182179,245923,258114,504035,39226,46544,85766,245367,260743,506109,5419,5011,10430,36632,34940,71573,13557,14020,27574,6455,8290,14745,10236,17653,27890,138839,157144,295988,21277,20976,42252,50095,53589,103682,12038,11759,23796,6378,6953,13332,875,1020,1901
LGA33610,5267,5227,10499,338,360,695,735,728,1463,263,256,515,260,259,521,598,627,1223,588,662,1244,665,636,1298,759,684,1444,611,556,1168,342,341,685,105,128,240,3,3,11,5053,5077,10129,216,156,369,380,411,798,5,3,12,8,11,18,398,423,822,4426,4389,8816,324,362,684,4606,4631,9235,172,168,342,4635,4652,9281,79,93,169,653,652,1308,131,135,270,30,54,85,71,167,235,1638,1938,3581,288,282,573,1157,1007,2167,304,249,554,331,251,583,20,12,35
LGA33620,26430,27068,53502,1273,1205,2473,3305,3083,6392,1606,1473,3078,1116,1047,2164,2405,2527,4928,2540,2962,5501,3258,3572,6825,4077,4405,8485,4214,4037,8255,2139,2069,4214,503,687,1192,28,23,50,25924,26672,52593,512,397,907,1039,1033,2076,67,61,132,62,73,136,1175,1167,2337,21520,21875,43393,2932,3316,6250,24012,24506,48520,630,871,1500,23727,24367,48097,306,270,573,3014,2809,5819,961,1030,1990,142,251,392,324,943,1259,7698,9255,16955,1936,1982,3923,7049,6943,13993,1791,1504,3301,1494,1296,2794,81,67,146
LGA33800,5916,5673,11587,238,207,448,642,586,1223,309,268,573,248,214,465,491,468,963,479,487,969,679,701,1371,1007,941,1942,1057,965,2025,572,578,1151,200,259,459,8,5,14,5644,5496,11148,273,171,445,304,314,619,49,17,66,70,37,103,423,370,788,4855,4640,9494,527,582,1113,5150,4955,10099,301,326,625,5361,5152,10509,61,59,116,563,530,1097,187,176,363,24,33,64,55,135,188,1795,1876,3676,434,427,860,1508,1424,2933,370,273,641,435,396,829,21,25,46
LGA33830,526,464,987,46,56,100,108,75,183,31,36,62,33,38,76,78,91,170,68,50,116,72,47,125,52,37,90,25,23,53,5,4,11,3,3,6,0,0,0,477,459,943,44,0,43,433,387,821,4,0,4,12,9,16,442,393,838,491,428,918,14,11,30,188,173,364,303,270,573,504,443,948,9,10,18,92,64,151,8,9,20,0,0,0,0,4,3,120,133,252,40,58,96,93,73,167,37,21,57,44,24,74,5,0,4
LGA33960,112397,115807,228206,8946,8301,17242,18706,17618,36330,7649,7481,15129,7772,7697,15468,16854,18319,35176,16102,16640,32748,13309,14095,27402,10996,11591,22588,7474,8083,15554,3611,4353,7964,990,1621,2608,163,175,335,109947,114396,224340,2448,1413,3862,5639,5766,11405,268,243,508,304,313,614,6210,6325,12529,82537,83940,166473,23859,25842,49701,89814,92238,182055,15240,16962,32201,94344,97525,191865,2297,2122,4418,17253,16278,33542,4999,5382,10382,1471,2170,3643,2975,5834,8810,43262,48665,91925,7152,6991,14149,19779,19556,39340,4903,4528,9430,3614,3848,7462,561,686,1246
LGA33980,21172,11690,32862,840,736,1582,1655,1451,3098,608,510,1122,1161,888,2047,3893,2304,6194,4185,1857,6041,4106,1666,5773,3242,1331,4568,1127,657,1782,316,233,546,50,60,102,85,20,104,10150,9240,19385,11020,2450,13469,599,490,1094,93,61,157,61,56,116,755,614,1364,10947,7937,18878,1638,1243,2876,11957,8608,20563,653,583,1239,11805,8449,20256,198,157,355,1435,1321,2754,302,276,579,72,96,174,286,384,669,4966,4204,9168,1108,594,1701,3205,1795,5004,630,319,949,353,192,543,35,27,54
LGA34420,504,540,1040,43,44,85,101,87,184,37,43,87,44,47,88,89,99,186,44,58,102,84,79,162,33,48,85,26,28,53,0,9,12,0,0,0,0,0,0,497,524,1025,10,13,19,422,459,878,0,0,5,8,9,18,426,462,893,454,486,939,5,9,18,431,470,897,21,14,38,455,487,944,5,8,17,88,62,146,5,9,15,0,0,0,5,0,3,56,87,145,43,83,128,140,124,262,24,18,37,25,31,59,6,0,0
LGA34530,20177,19846,40024,1071,930,2007,2800,2459,5257,1317,1135,2454,948,821,1769,2068,1959,4029,2224,2349,4570,2338,2621,4958,2853,3110,5968,2827,2683,5504,1384,1353,2739,341,426,769,17,25,42,18880,19415,38295,1295,433,1726,1072,823,1898,69,29,105,98,46,149,1249,905,2153,16753,16214,32972,1983,2239,4225,17537,17937,35472,510,612,1122,17330,17725,35050,293,240,528,2601,2293,4894,818,829,1645,146,213,361,271,714,987,6438,7752,14190,1390,1370,2760,5120,4433,9551,1100,893,1991,855,758,1616,37,24,57
LGA34570,334,301,634,28,25,54,71,42,108,31,34,64,27,26,52,47,58,104,41,24,67,46,44,89,26,27,54,14,16,30,3,6,11,0,6,6,0,0,0,326,293,619,7,5,20,200,192,398,4,3,5,46,40,84,255,234,486,286,258,544,15,7,24,86,62,149,218,198,415,294,263,559,9,5,4,58,36,95,4,7,11,0,5,4,7,6,10,61,51,113,36,44,79,70,60,136,18,31,50,18,22,38,0,0,0
LGA34580,20045,20612,40662,1214,1081,2294,2945,2565,5513,1304,1386,2693,1150,1262,2416,2450,2691,5137,2249,2665,4911,2560,2711,5269,2648,2684,5334,2131,2083,4216,1131,1092,2224,261,396,661,36,42,82,19763,19907,39664,287,709,997,920,990,1910,38,31,69,43,56,100,1000,1079,2087,16017,16314,32331,2708,3080,5784,17462,17642,35102,1367,1533,2897,17395,17634,35032,318,261,578,2732,2368,5098,823,976,1797,232,446,674,405,832,1235,6061,7717,13775,1233,1244,2481,4843,4587,9435,1249,1089,2339,1163,1030,2189,153,103,252
LGA34590,168849,174027,342877,12682,12232,24913,26871,25659,52526,12034,11113,23151,11520,11205,22722,24056,25515,49572,22765,24017,46776,20522,21628,42150,17166,18375,35541,13137,14565,27702,6536,7201,13737,1560,2524,4079,214,234,443,167627,172374,340007,1215,1651,2872,6168,6618,12786,397,389,791,452,496,950,7022,7507,14527,111848,113734,225582,46274,49454,95731,127279,130410,257692,30160,32123,62283,134843,139442,274291,3116,2961,6075,24270,23339,47611,7867,7980,15857,2473,3239,5709,4018,7860,11871,63877,71108,134986,11293,10690,21985,29587,29756,59340,7944,7061,15009,5433,5692,11122,1728,1997,3726
LGA34710,2135,2169,4304,110,86,195,274,254,527,89,91,184,99,113,214,233,263,498,228,270,494,230,264,494,333,349,682,358,312,671,131,113,244,48,47,92,17,4,22,2026,2080,4110,108,87,199,100,95,194,10,7,14,9,14,23,119,109,232,1694,1726,3427,159,187,347,1805,1849,3659,64,74,132,1801,1820,3622,20,24,47,230,221,449,49,51,95,10,19,25,43,70,111,627,870,1498,118,145,265,462,413,877,131,60,195,145,81,228,7,5,15
LGA34770,59559,60801,120355,3859,3653,7508,8689,8322,17009,3814,3576,7392,3414,3395,6807,7188,7946,15131,7448,8122,15569,7659,7997,15654,7853,7890,15743,5966,5674,11645,2851,3035,5884,811,1201,2011,82,82,164,57773,59382,117155,1783,1414,3200,2394,2446,4839,685,651,1343,641,649,1291,3719,3752,7475,47770,48322,96091,6834,7785,14617,51344,52246,103586,3344,3911,7249,51792,52941,104728,962,896,1853,7942,7601,15540,2389,2450,4836,548,772,1324,1018,2411,3425,19135,23146,42278,4254,4030,8277,13568,12494,26063,2967,2609,5578,2498,2168,4664,149,139,288
LGA34800,1190,651,1836,35,28,63,47,39,86,12,39,46,61,40,102,237,117,351,269,92,358,213,61,275,170,115,284,115,92,211,36,20,53,0,8,8,4,0,4,462,472,931,725,176,901,26,22,47,3,0,5,5,0,10,34,28,60,621,450,1064,64,36,99,664,478,1143,16,7,25,655,467,1119,9,5,18,41,33,72,0,5,5,7,7,4,17,15,29,291,232,523,58,28,88,201,115,316,38,18,58,24,19,40,5,0,5
LGA34830,238,235,475,25,27,48,29,43,73,14,14,28,30,13,42,41,49,90,28,24,55,25,24,45,30,22,54,16,16,31,5,5,9,0,0,0,8,0,8,214,219,440,19,13,37,75,87,161,3,4,9,87,94,173,161,181,347,193,206,400,3,10,11,131,127,258,70,86,159,200,211,410,5,4,11,27,41,66,6,3,9,0,0,0,5,6,9,39,39,84,19,18,40,47,58,100,14,9,24,16,14,28,0,0,0
LGA34860,7182,6707,13891,451,401,849,928,928,1855,371,325,701,419,411,828,899,868,1764,920,866,1784,980,843,1817,983,894,1874,818,664,1481,346,365,711,77,152,230,10,7,19,6350,6349,12696,834,362,1192,609,589,1201,15,9,23,18,11,33,641,612,1255,5722,5436,11152,579,518,1100,6019,5704,11719,282,270,556,6040,5732,11771,108,85,193,810,816,1624,202,199,405,55,90,142,110,214,325,2158,2529,4686,393,380,772,1639,1279,2919,398,245,644,372,249,615,19,23,45
LGA34880,12625,11311,23929,615,534,1149,1427,1354,2777,698,563,1260,679,481,1159,1713,1300,3010,1484,1243,2725,1590,1560,3151,1679,1747,3430,1633,1456,3092,864,840,1705,237,241,479,151,45,198,11219,11145,22359,1408,161,1566,1598,1044,2636,189,59,248,247,124,372,2032,1226,3260,9193,7923,17115,1953,2106,4050,8941,8831,17774,1161,1253,2413,9458,9361,18815,105,95,194,1209,1145,2350,405,362,775,53,72,126,153,373,527,3703,4220,7921,825,701,1531,3239,2238,5482,661,472,1140,690,578,1264,84,68,158
LGA35010,229712,242168,471880,14604,13694,28295,34088,31947,66038,15338,14585,29925,13808,13212,27018,28151,30087,58241,29439,32561,62002,30101,32598,62698,25655,28729,54387,22620,25586,48212,12568,14015,26583,3324,5162,8485,514,394,911,226159,239257,465416,3558,2910,6467,8224,8541,16772,390,379,765,523,486,1016,9144,9408,18551,173245,179932,353178,46926,52270,99196,199782,209910,409691,18649,22024,40672,200126,211495,411627,4259,3966,8226,32116,30103,62213,10692,11063,21756,3190,4170,7360,5241,11001,16242,92466,105511,197979,15576,15397,30973,44760,46777,91533,10619,10058,20675,7317,7723,15043,790,739,1530
LGA35250,484,522,999,34,33,68,84,91,174,46,49,99,38,37,80,63,86,147,56,87,143,72,51,124,52,53,100,22,18,37,14,17,30,0,6,0,0,0,0,460,502,964,26,13,35,375,405,773,3,0,3,5,0,3,372,407,781,427,453,876,18,25,39,268,304,567,180,180,360,440,464,901,4,4,5,75,78,146,4,3,13,0,0,0,6,12,22,88,130,218,26,40,64,109,113,222,32,26,58,72,44,116,8,13,22
LGA35300,11176,10025,21198,858,707,1565,1481,1450,2925,690,578,1270,768,749,1521,1829,1774,3596,1507,1410,2920,1400,1233,2627,1389,1128,2519,871,674,1546,331,258,590,54,61,114,32,31,68,9746,9324,19067,1433,700,2129,1834,2001,3837,43,40,80,90,103,191,1963,2142,4107,7802,7216,15014,1588,1618,3209,8512,7847,16358,852,977,1826,8459,7944,16401,172,148,318,1326,1299,2629,348,307,659,68,124,190,234,436,669,3520,3861,7384,738,633,1370,1961,1573,3530,476,382,858,393,263,654,57,41,100
LGA35600,2110,2221,4336,105,120,221,238,238,480,98,83,180,84,117,202,269,285,556,181,234,419,248,289,534,394,392,785,337,270,608,110,128,240,47,67,117,8,0,8,2012,2125,4137,103,101,197,210,238,446,6,7,12,0,3,5,225,243,463,1664,1761,3428,180,209,390,1743,1851,3591,110,123,239,1754,1871,3626,17,15,37,203,210,411,53,42,99,4,26,37,29,69,98,584,802,1381,117,130,243,511,468,979,146,86,227,160,148,306,4,10,9
LGA35670,429,428,858,38,36,75,90,89,174,49,44,90,35,34,65,56,63,118,64,52,116,51,53,105,40,40,80,14,19,32,0,5,4,0,0,0,0,0,0,423,422,843,8,3,14,162,161,323,29,36,64,151,158,306,336,350,689,344,337,679,9,6,18,293,273,570,56,71,125,360,355,712,5,9,12,65,55,117,15,12,31,0,0,0,0,3,10,65,77,139,43,37,77,62,67,129,27,19,49,24,17,44,5,3,9
LGA35740,28349,30295,58643,1094,1022,2121,3325,3121,6439,1612,1504,3111,1061,961,2017,2164,2229,4396,2844,3344,6183,3836,4388,8226,4213,5086,9300,4710,4920,9632,2797,2743,5535,701,989,1685,139,142,283,27041,28926,55964,1311,1367,2679,486,415,903,17,12,35,15,11,30,521,442,960,20320,21378,41700,6244,7127,13374,25127,26613,51740,1461,1891,3354,24562,26169,50730,314,320,632,3049,2893,5945,1149,1171,2317,230,333,557,514,1074,1591,13144,14614,27757,2146,2299,4444,5091,5534,10619,1151,1079,2226,634,637,1265,48,48,98
LGA35760,5542,5118,10662,225,235,459,595,525,1122,258,258,518,262,258,521,638,533,1169,580,497,1082,675,683,1359,838,778,1619,841,769,1610,502,420,925,129,155,283,254,24,282,5169,4948,10114,375,177,547,297,318,619,15,15,22,26,37,58,338,370,702,4100,3975,8077,548,542,1089,4399,4298,8698,316,266,576,4407,4307,8711,39,39,75,522,454,974,134,158,294,12,62,68,70,119,183,1329,1702,3031,254,281,536,1413,1219,2632,349,262,609,486,343,829,33,20,47
LGA35780,1591,1610,3201,184,150,339,325,327,654,110,108,223,117,136,255,213,252,463,179,178,359,150,161,314,170,176,348,125,96,225,16,13,32,0,0,5,3,0,4,1562,1570,3130,32,41,72,46,55,103,351,392,748,686,728,1418,1089,1175,2263,1343,1378,2723,55,67,122,416,365,781,959,1061,2016,1391,1430,2819,28,45,72,282,275,553,45,56,101,0,9,8,9,36,46,446,540,991,160,197,355,201,186,389,49,25,74,38,35,75,5,3,10
LGA35790,982,1091,2077,106,103,209,197,229,426,77,77,150,84,95,181,138,181,312,99,127,228,133,124,249,101,106,208,40,46,89,9,11,15,0,0,0,0,9,4,940,1028,1970,45,62,109,701,773,1479,12,14,19,183,179,364,893,963,1861,930,993,1928,17,16,32,515,563,1076,414,444,857,936,1006,1941,19,5,25,180,202,379,25,11,34,0,3,5,10,10,19,158,227,392,89,128,217,197,183,376,83,71,152,93,66,156,7,0,7
LGA35800,1016,1016,2036,68,74,139,115,118,235,31,27,58,41,34,81,102,111,210,89,79,166,112,122,231,165,190,353,189,176,368,89,59,152,12,26,40,0,6,7,983,979,1964,33,38,76,275,319,590,0,0,0,8,10,23,279,334,612,863,876,1744,66,60,125,918,915,1833,32,31,62,928,929,1849,8,15,28,100,106,208,16,16,29,0,7,4,9,23,37,264,317,582,58,86,145,259,228,488,71,54,124,82,60,150,8,3,14
LGA36070,409,322,730,21,29,45,49,34,88,25,22,39,44,23,68,81,56,140,72,61,138,62,48,109,31,30,61,23,14,33,9,4,9,0,0,0,0,0,0,287,299,591,123,23,144,216,231,450,4,3,10,6,8,18,226,243,471,314,268,590,22,13,33,182,115,292,153,158,320,331,275,615,0,7,6,34,27,59,0,4,4,0,6,3,14,11,24,112,67,179,31,33,63,66,63,123,21,14,42,34,23,62,3,3,4
LGA36150,453,413,866,22,37,57,53,28,82,13,8,22,19,13,31,45,57,101,43,34,78,55,60,113,93,92,186,80,62,143,31,21,51,3,7,11,0,0,0,420,399,817,28,15,51,48,42,88,0,0,0,0,0,0,44,42,85,392,352,741,30,29,63,414,378,796,6,12,15,418,377,797,5,4,13,45,23,68,4,4,9,0,3,3,3,15,14,139,190,329,31,21,54,134,98,234,29,12,43,11,11,16,3,0,3
LGA36250,76654,81167,157828,4222,4000,8226,10473,9711,20186,5261,4836,10096,4329,3791,8119,7746,8308,16052,9217,10213,19433,10133,11399,21531,10109,11260,21367,8832,9799,18635,4854,5502,10351,1478,2348,3824,77,99,176,75899,79839,155735,758,1334,2094,2030,2169,4204,104,94,198,140,116,252,2275,2377,4652,56843,59440,116288,17350,19101,36448,68846,71837,140687,5267,6540,11802,68437,72262,140704,1355,1245,2599,9988,9308,19301,3830,3882,7713,1168,1447,2621,1549,3173,4728,33013,36980,69992,5369,4978,10347,15280,16613,31890,3276,3155,6426,2280,2452,4727,158,186,345
LGA36300,467,440,903,22,30,54,56,56,116,14,13,21,27,19,47,56,68,128,61,48,103,48,47,96,74,83,155,80,55,137,26,14,41,0,5,7,0,3,5,427,404,831,36,32,71,27,26,51,0,0,0,0,0,0,27,26,51,347,334,678,18,26,48,363,349,714,5,11,9,361,348,709,4,13,14,51,49,96,0,4,4,0,0,0,8,3,8,95,150,242,26,31,61,117,65,186,23,22,41,28,11,37,4,0,4
LGA36370,39925,41771,81697,2625,2434,5055,5856,5764,11625,2762,2599,5360,2543,2606,5146,5343,5689,11036,4897,5235,10136,4594,4968,9560,4722,5074,9800,3877,3865,7746,1999,2443,4442,703,1094,1791,65,47,109,38112,40145,78256,1815,1622,3439,3009,3244,6252,176,185,364,246,249,492,3426,3675,7108,32969,34837,67804,4083,4240,8321,34338,36379,70722,2627,2702,5336,35131,37244,72376,613,633,1247,5370,5284,10662,1702,1747,3448,464,677,1150,846,1735,2582,13418,15941,29358,2447,2490,4935,8277,8558,16831,2112,1778,3883,2083,1971,4052,202,167,371
LGA36510,21349,21956,43312,1040,1036,2077,2851,2658,5507,1324,1304,2630,891,853,1748,1935,2013,3949,2379,2619,5001,2947,3185,6128,3149,3358,6511,2898,2870,5770,1521,1504,3024,412,555,965,35,30,63,20486,21275,41760,869,682,1550,682,719,1403,28,30,55,51,50,104,767,796,1566,16728,17049,33776,3118,3418,6537,19033,19671,38705,701,873,1572,18788,19454,38241,249,239,488,2620,2440,5056,874,943,1818,170,234,404,316,710,1020,7536,9044,16578,1413,1370,2783,4746,4500,9245,1209,978,2189,1039,919,1953,58,42,103
LGA36580,12616,12455,25071,637,585,1219,1758,1671,3425,746,745,1484,549,468,1022,1205,1261,2462,1445,1456,2898,1633,1752,3385,1842,1899,3741,1794,1634,3427,861,783,1645,147,202,350,19,17,38,12462,12339,24799,155,115,271,502,585,1089,14,22,40,29,19,46,547,630,1179,9946,9891,19839,1684,1732,3415,11070,11055,22125,649,632,1282,11008,11015,22025,141,146,284,1586,1540,3129,465,523,988,70,122,197,148,408,558,3657,4360,8017,842,845,1683,3151,2919,6077,871,637,1509,725,587,1319,49,48,96
LGA36630,16486,16492,32969,844,756,1600,2118,1904,4025,972,881,1851,788,775,1560,1600,1625,3230,1511,1644,3151,1931,2069,4004,2369,2517,4884,2588,2565,5153,1423,1287,2714,348,468,813,23,12,38,16113,16163,32279,372,325,695,938,948,1884,12,22,31,46,64,111,999,1031,2034,13272,13214,26486,1546,1701,3249,14463,14526,28987,491,558,1048,14446,14526,28971,174,170,347,1862,1672,3533,534,544,1072,69,152,222,187,482,670,4254,5247,9505,1009,1054,2066,4274,4106,8382,1236,959,2193,1215,1015,2230,59,49,109
LGA36660,17839,18414,36259,896,793,1687,2356,2230,4585,1047,1010,2061,858,751,1611,1712,1779,3484,1657,1867,3522,2113,2385,4501,2586,2776,5364,2707,2710,5414,1486,1530,3023,409,587,996,30,18,42,17338,17898,35235,504,524,1028,893,976,1863,21,29,53,28,29,58,944,1036,1975,14536,14976,29513,1767,1960,3727,15704,16254,31964,740,835,1575,15839,16453,32290,188,169,361,2121,2015,4139,611,722,1333,108,170,277,246,613,864,5424,6413,11843,1116,1147,2263,4381,4495,8880,1110,1000,2113,1066,933,1993,92,71,166
LGA36720,164540,179728,344266,8836,8269,17105,21917,20800,42713,10134,9923,20055,8507,8974,17483,17997,19967,37963,19706,22493,42199,21265,24160,45424,20640,24255,44895,19771,22207,41976,11958,13267,25223,3814,5409,9225,433,372,805,159791,174301,334093,4748,5421,10172,3732,3877,7608,168,177,348,167,178,350,4068,4239,8310,123006,132843,255851,33013,37851,70866,146253,159014,305274,9601,11538,21140,142813,155990,298804,2674,2499,5172,20551,19525,40071,7100,7632,14734,2346,3361,5705,4120,8417,12536,70887,83294,154186,11901,12128,24028,31050,34433,65484,6822,6637,13461,4344,4534,8881,364,324,686
LGA36820,13864,14234,28097,587,541,1128,1794,1664,3460,794,748,1546,529,478,1010,1336,1336,2669,1258,1509,2767,1632,1837,3470,2110,2363,4470,2340,2240,4576,1164,1103,2263,313,409,723,246,137,379,13176,13563,26740,682,672,1357,814,866,1681,94,94,186,111,111,220,1016,1066,2089,10403,10712,21114,1760,1958,3712,11623,12031,23652,640,726,1364,11743,12185,23930,125,126,250,1548,1462,3009,464,500,962,57,92,148,158,445,605,4383,5148,9532,917,978,1891,3158,3189,6340,737,648,1384,696,570,1265,49,41,93
LGA36910,83233,89491,172720,5177,5038,10211,12090,11680,23773,5866,5679,11547,5273,5285,10554,10524,11241,21766,9628,10670,20302,9762,10967,20730,9637,10712,20348,8489,9409,17901,5136,6087,11221,1642,2722,4366,111,95,209,79902,86255,166162,3326,3228,6554,3925,4266,8189,111,156,272,121,156,278,4161,4581,8744,67035,72236,139273,11505,12566,24068,70943,76676,147625,7519,8084,15610,72954,78971,151923,1306,1272,2581,11334,10985,22321,4047,4251,8306,1322,1786,3109,2598,4487,7084,31360,37199,68558,4810,5022,9836,16822,17547,34370,3991,3699,7685,4022,3930,7950,490,763,1249
LGA36950,1896,1844,3742,137,133,270,363,304,665,138,134,278,137,129,265,285,296,575,236,264,499,225,230,458,215,217,429,120,97,220,31,31,64,3,7,12,4,0,6,1704,1716,3419,192,128,317,36,63,101,765,823,1590,346,341,693,1152,1232,2381,1594,1585,3184,149,144,298,897,822,1723,805,879,1687,1724,1696,3413,18,28,53,331,276,609,65,75,139,3,11,13,38,83,124,737,811,1545,130,133,260,262,221,483,64,52,116,56,56,116,8,4,11
LGA36960,1972,1960,3933,218,220,435,429,400,831,113,90,206,132,149,285,284,332,620,257,255,509,221,187,409,180,175,352,99,103,202,34,34,66,6,4,18,0,0,0,1920,1939,3867,49,16,65,15,27,42,1407,1438,2848,334,316,644,1756,1779,3532,1790,1804,3589,77,64,141,137,134,274,1703,1708,3414,1851,1863,3714,38,35,78,384,366,752,33,24,60,5,13,18,30,56,84,608,686,1296,147,168,311,252,212,463,88,51,143,106,114,227,21,15,32
LGA37010,96217,98434,194648,5963,5338,11298,13366,12597,25967,6440,6572,13012,7730,7098,14831,13908,13845,27745,11805,13040,24846,11731,12730,24462,11133,11793,22931,8889,9055,17945,4226,4601,8832,1019,1760,2784,261,148,407,90321,94547,184868,5898,3887,9787,5956,6101,12056,1015,1050,2065,1149,1178,2324,8119,8326,16446,75922,77485,153403,12983,14638,27625,80569,83243,163817,7119,8348,15464,82925,86033,168958,1638,1472,3111,12257,11623,23880,4173,4792,8970,1692,2614,4304,2659,4915,7579,38363,43547,81905,6633,6218,12849,17799,17817,35616,3998,3760,7758,2936,2926,5860,377,374,750
