POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA4610,325,200,174,156,187,175,145,75,33,1471,2905,1827,1848,1625,1781,1971,1867,1012,366,15207
POA4611,0,0,3,0,3,6,7,0,0,26,16,19,13,10,18,16,29,11,0,128
POA4612,0,0,0,6,0,10,18,3,0,44,41,16,8,28,32,29,54,23,5,240
POA4613,43,11,8,22,16,14,19,8,0,144,148,68,64,71,104,153,165,89,21,883
POA4614,33,8,12,10,26,24,19,24,3,157,195,97,83,102,138,181,257,152,31,1241
POA4615,179,82,72,86,122,150,142,87,13,937,1075,627,542,666,931,1206,1367,671,154,7246
POA4620,6,0,5,3,12,14,14,10,0,66,45,36,44,23,71,95,85,45,11,460
POA4621,51,23,24,22,38,26,30,27,5,241,275,145,119,161,239,287,335,215,46,1823
POA4625,55,47,37,38,44,45,47,26,10,357,409,320,287,254,363,406,391,248,69,2746
POA4626,44,31,62,41,44,47,28,20,6,315,312,195,335,230,271,312,252,146,50,2108
POA4627,19,17,7,15,13,20,15,17,4,123,163,86,69,93,107,141,121,67,13,871
POA4630,39,37,17,18,37,32,48,23,8,259,368,206,188,238,298,386,416,212,99,2416
POA4650,576,461,536,532,453,443,403,217,95,3710,5298,3631,3216,3488,4213,5378,5679,2866,928,34694
POA4655,967,586,467,553,640,721,830,676,243,5685,10444,6053,5662,6457,7800,10145,12266,7395,2131,68354
POA4659,74,32,40,28,50,83,79,45,17,456,603,320,297,329,583,1155,1482,654,142,5573
POA4660,133,84,72,76,134,171,204,89,12,974,1007,675,634,650,1020,1577,1930,871,163,8528
POA4662,21,15,10,10,13,17,15,12,0,102,167,89,72,76,89,128,126,48,11,810
POA4670,1462,839,836,705,853,867,833,563,256,7211,14435,9115,9089,8838,10155,11649,12082,7630,2495,85484
POA4671,138,84,62,67,102,127,121,51,7,764,895,595,464,572,837,1221,1157,510,99,6353
POA4673,18,7,3,9,15,15,13,7,0,89,81,63,39,63,119,147,149,55,7,724
POA4674,42,14,7,23,37,47,36,9,0,220,187,111,89,134,258,379,366,139,15,1685
POA4676,8,0,0,4,5,8,5,0,0,28,23,13,0,13,27,47,29,12,4,177
POA4677,130,56,93,110,128,170,149,39,5,874,742,301,415,577,709,1115,1075,315,37,5290
POA4678,0,4,0,12,7,13,11,3,0,57,120,51,53,67,111,175,139,71,11,807
POA4680,1144,581,733,751,750,651,417,208,82,5319,12374,6549,7321,7503,7762,7087,4641,1985,599,55822
POA4694,3,3,0,6,6,4,0,0,0,13,17,17,3,6,24,27,12,5,0,116
POA4695,36,11,14,15,19,27,32,0,8,164,238,100,100,135,147,182,168,44,14,1131
POA4697,3,9,0,10,8,3,3,0,0,33,21,11,12,17,31,22,23,12,0,151
POA4699,15,9,0,7,0,8,9,9,0,57,107,56,22,60,56,59,67,32,10,453
POA4700,280,249,257,219,263,285,187,123,67,1933,3110,2536,2403,2002,2348,2392,1745,1207,605,18344
POA4701,896,541,553,479,445,358,252,137,68,3726,8813,5491,5982,5497,4946,4935,3945,2354,951,42912
POA4702,673,505,678,651,555,494,339,165,26,4090,6281,3383,3856,3958,3692,4262,3437,1454,305,30619
POA4703,450,298,234,257,282,338,315,177,56,2408,4757,2805,2468,2843,3157,3688,3475,1776,534,25506
POA4704,0,0,0,3,0,3,0,0,0,10,21,10,14,19,17,27,20,14,0,138
POA4705,9,8,22,21,20,41,20,9,0,142,74,38,71,52,79,113,77,20,3,528
POA4706,0,0,0,0,0,0,6,0,0,6,15,0,10,8,9,11,14,6,3,78
POA4707,3,0,3,4,8,9,8,5,0,40,34,24,22,23,43,72,51,27,5,296
POA4709,19,12,8,17,14,10,0,0,0,77,202,109,132,168,150,112,13,0,0,889
POA4710,105,44,50,71,59,48,90,62,46,575,946,405,487,528,549,790,884,524,154,5277
POA4711,30,18,10,10,15,16,15,0,0,122,344,224,144,191,276,278,216,75,13,1762
POA4712,0,0,0,3,6,6,3,4,0,25,59,17,35,24,45,47,56,18,9,305
POA4713,65,9,13,8,5,4,0,0,0,106,357,161,168,98,110,70,36,8,0,1007
POA4714,99,50,49,50,64,60,66,36,7,468,407,266,211,252,366,536,531,233,72,2865
POA4715,222,138,157,122,139,135,90,67,34,1100,1521,869,998,998,973,917,568,346,140,7335
POA4716,9,0,5,6,6,16,10,3,0,51,169,74,76,103,109,116,104,63,8,833
POA4717,139,190,394,422,454,317,66,6,3,1993,1080,746,1176,1204,1148,804,222,45,10,6443
POA4718,97,98,142,236,230,166,67,18,0,1053,616,329,475,577,516,481,289,98,19,3394
POA4719,36,17,25,25,18,34,21,14,4,193,214,93,160,148,148,180,146,96,28,1199
POA4720,389,233,269,323,235,261,172,58,35,1976,3806,2010,2362,2384,1942,1710,942,321,88,15559
POA4721,97,95,171,187,222,169,72,34,6,1052,839,481,772,759,783,768,529,228,56,5204
POA4722,42,29,80,94,85,73,24,15,3,451,334,155,277,298,291,310,161,103,39,1959
POA4723,70,29,37,49,35,42,38,12,4,306,385,148,218,215,170,218,201,57,13,1633
POA4724,3,0,8,7,3,11,5,12,3,59,74,66,73,65,78,91,66,42,13,569
POA4725,49,24,21,26,15,49,32,29,4,249,290,150,186,169,212,311,321,166,47,1859
POA4726,0,5,0,0,0,9,4,4,0,30,67,36,43,40,55,87,95,42,7,470
POA4727,9,8,11,15,13,13,9,3,0,86,63,26,35,52,49,86,74,13,4,396
POA4728,9,0,3,4,6,9,9,0,0,32,53,12,34,28,29,38,73,18,4,293
POA4730,87,76,64,62,57,82,62,17,8,517,644,377,437,431,433,552,505,206,88,3659
POA4731,0,0,0,4,4,9,7,3,0,25,29,17,29,11,28,58,107,35,0,314
POA4732,6,0,0,3,10,11,12,5,0,42,28,11,11,18,30,51,76,27,0,251
POA4733,0,0,0,4,4,12,21,0,0,40,27,14,27,23,24,49,35,9,0,203
POA4735,27,26,29,23,42,55,99,28,0,331,168,88,129,123,206,315,375,112,20,1533
POA4736,4,0,5,6,6,9,15,9,0,43,21,15,14,19,19,36,45,15,0,180
POA4737,229,98,127,150,126,129,111,50,12,1026,1617,930,851,990,1109,1185,997,470,132,8291
POA4738,21,3,10,15,13,28,38,14,0,143,206,85,94,141,145,238,275,89,7,1274
POA4739,3,0,3,6,3,8,11,7,3,46,60,20,30,33,44,103,68,30,7,400
POA4740,1759,1152,1217,1165,1134,1046,697,448,190,8813,16940,10215,11155,11141,10946,10687,7809,4177,1608,84685
POA4741,170,248,469,460,489,423,142,59,16,2466,1226,893,1134,1259,1438,1591,981,423,73,9013
POA4742,68,87,204,205,242,152,37,11,0,1008,204,168,387,390,433,328,148,35,9,2097
POA4743,19,27,87,85,97,64,12,3,0,390,107,76,214,213,226,146,28,9,0,1020
POA4744,258,459,1059,983,922,685,165,51,8,4595,2292,1414,2681,2653,2273,1513,383,77,19,13298
POA4745,87,150,295,281,253,185,44,0,0,1296,617,428,741,724,693,499,158,29,4,3898
POA4746,39,149,353,301,321,245,54,0,0,1462,385,302,698,645,645,498,110,5,0,3285
POA4750,136,67,76,95,61,61,34,18,5,553,1368,683,729,833,750,766,467,184,28,5802
POA4751,102,66,67,58,87,55,30,24,9,489,997,545,618,508,598,612,400,176,51,4500
POA4753,89,53,43,53,51,37,19,4,0,349,1204,530,606,667,544,434,249,114,20,4373
POA4754,101,70,45,59,52,43,29,18,0,418,598,301,300,314,292,279,244,116,45,2482
POA4756,27,11,15,12,22,27,27,13,3,155,118,52,55,60,105,122,127,41,13,698
POA4757,12,3,3,15,15,14,8,0,0,71,69,40,20,38,57,78,59,17,3,383
POA4798,34,7,3,22,13,18,11,23,3,138,136,69,40,74,85,129,68,80,11,698
POA4799,16,14,12,12,22,19,11,4,0,110,137,72,61,89,128,197,217,84,9,997
POA4800,182,78,103,114,141,165,194,59,20,1064,1934,925,922,1175,1422,1562,1564,666,189,10349
POA4802,297,294,599,384,386,519,358,100,7,2945,2238,1846,3087,2245,2067,2473,1901,558,65,16472
POA4804,33,77,226,183,219,179,48,18,3,995,354,236,529,423,550,500,262,109,33,2994
POA4805,266,182,219,215,219,262,233,124,25,1736,2131,1180,1583,1404,1502,1981,1991,1001,263,13023
POA4806,63,53,43,33,57,53,36,51,10,407,612,403,342,343,502,586,646,372,153,3958
POA4807,238,179,172,152,144,123,102,76,37,1234,1795,1228,1279,1156,1369,1507,1385,846,311,10866
POA4808,32,10,15,12,18,19,22,8,0,129,208,96,110,124,139,174,161,69,19,1104
POA4809,23,9,13,5,17,28,3,14,6,107,178,103,85,105,136,180,157,73,10,1025
POA4810,309,386,457,406,399,409,272,124,49,2808,2998,2887,3606,2934,3275,3428,2513,1118,374,23136
POA4811,179,310,590,464,284,156,94,40,17,2135,2209,1958,2269,1948,1773,1529,1136,604,178,13606
POA4812,380,256,303,269,248,209,144,104,45,1961,3268,2546,2692,2333,2444,2416,1823,1125,515,19158
POA4814,834,1329,769,551,492,376,351,263,155,5115,8438,8748,6277,5556,5596,4863,3785,2244,808,46312
POA4815,638,355,347,288,276,195,116,63,14,2291,4751,3014,2696,2508,2654,2270,1844,1047,255,21036
POA4816,218,126,173,202,247,229,177,73,10,1459,1783,955,1115,1145,1422,1721,1597,559,76,10374
POA4817,542,335,316,306,286,211,131,54,20,2198,6349,4164,4015,3924,3965,3527,2707,1216,367,30228
POA4818,724,316,398,382,321,210,168,44,8,2560,8062,3817,5254,4713,3577,3039,2227,785,172,31651
POA4819,36,33,39,39,41,109,90,22,5,418,272,176,268,276,340,749,775,284,56,3199
POA4820,353,221,155,190,217,226,225,113,24,1726,2220,1391,1100,1179,1411,1584,1603,787,235,11516
POA4821,37,39,56,23,52,65,64,7,8,352,273,157,232,135,237,304,308,105,31,1779
POA4822,30,14,26,29,25,31,37,11,4,208,174,73,123,107,101,163,135,37,7,927
POA4823,24,62,177,177,145,102,57,7,0,750,173,222,380,375,305,301,218,54,8,2032
POA4824,116,96,156,166,143,159,168,28,0,1037,729,540,751,725,658,728,743,163,23,5061
POA4825,497,516,615,539,610,541,328,111,28,3776,4635,2928,3751,3069,2843,2641,1530,598,121,22113
POA4828,10,3,8,4,6,11,13,0,0,59,54,43,50,40,39,85,120,15,0,443
POA4829,19,15,17,14,20,28,22,6,0,146,101,74,84,67,74,139,109,33,0,694
POA4830,40,15,30,32,31,93,72,24,0,342,517,357,322,243,226,330,228,58,5,2280
POA4849,26,18,15,12,14,38,59,33,9,221,147,81,108,91,143,340,452,211,60,1637
POA4850,194,127,96,90,160,157,172,97,43,1145,1673,1028,939,959,1377,1938,2019,1146,460,11541
POA4852,93,39,70,55,76,84,92,34,3,545,673,298,423,474,640,973,1070,429,65,5042
POA4854,135,61,104,91,103,76,77,31,11,687,983,580,676,609,725,821,767,412,128,5709
POA4855,31,8,8,23,16,17,13,4,0,124,141,73,66,98,93,148,120,50,15,802
POA4856,23,14,11,20,7,14,13,3,0,103,126,76,68,83,99,120,101,48,8,718
POA4858,37,14,13,26,22,23,30,18,8,181,349,128,162,190,198,271,238,94,35,1668
POA4859,23,16,16,10,7,15,15,7,0,110,81,53,64,50,76,107,56,28,9,519
POA4860,295,127,177,140,165,159,120,86,31,1300,2161,1148,1437,1230,1361,1667,1420,812,378,11613
POA4861,35,21,21,22,17,30,18,6,7,182,266,140,151,176,179,281,240,114,44,1597
POA4865,218,107,106,106,122,112,81,44,33,917,1864,996,1001,1087,1127,1123,808,378,128,8520
POA4868,520,324,335,340,309,284,231,101,42,2480,4698,2738,2861,3030,3087,2774,2388,1096,284,22959
POA4869,621,315,339,294,268,151,95,77,66,2229,5106,2714,2977,2831,2604,1936,1347,650,171,20331
POA4870,1524,1474,2132,1531,1564,1410,1189,567,178,11575,13292,9155,11149,10746,11207,9820,7464,3784,1424,78042
POA4871,355,195,195,184,239,287,260,103,21,1836,2123,1306,1319,1278,1596,2175,2115,720,137,12770
POA4872,110,57,75,71,98,112,101,43,14,680,720,403,444,459,657,853,806,371,80,4788
POA4873,171,100,79,94,127,117,125,42,13,864,1293,640,636,820,1061,1297,1100,487,112,7447
POA4874,228,166,311,205,224,191,65,9,0,1403,1505,854,1274,965,994,816,308,64,9,6788
POA4875,241,72,72,73,65,67,38,7,5,641,2179,1024,1171,967,824,722,386,125,29,7427
POA4876,213,50,51,68,47,64,51,6,0,555,1014,485,486,397,349,406,255,29,5,3429
POA4877,103,96,266,149,157,299,327,131,24,1556,760,510,1227,875,937,1453,1525,624,105,8029
POA4878,239,174,164,180,187,159,116,60,16,1293,2570,1802,1853,1994,2175,2036,1688,726,215,15048
POA4879,316,208,205,233,307,322,269,152,24,2040,3900,2019,2366,2895,3296,3469,2966,1367,271,22552
POA4880,328,386,680,465,348,229,200,107,42,2789,2423,1623,2156,1690,1860,1811,1751,1091,358,14770
POA4881,174,52,69,104,77,113,87,33,0,712,890,409,382,620,703,880,697,306,66,4955
POA4882,72,62,71,43,54,35,37,30,4,412,593,320,399,392,381,447,488,243,58,3322
POA4883,207,125,119,119,118,107,145,74,65,1084,1602,951,1007,915,1120,1244,1384,806,344,9366
POA4884,30,10,11,11,20,31,35,13,6,171,317,137,126,202,280,374,407,174,55,2078
POA4885,81,31,30,39,40,58,73,41,26,433,717,320,257,402,550,683,674,335,105,4039
POA4886,20,12,12,22,30,36,23,7,3,163,174,72,72,120,127,203,166,67,19,1015
POA4887,69,58,20,24,43,47,34,25,4,323,383,242,131,184,234,419,364,169,49,2181
POA4888,64,43,35,24,58,75,60,30,6,400,427,258,220,223,401,543,534,242,48,2892
POA4890,37,29,25,25,22,17,27,15,0,189,389,226,232,203,203,229,194,80,3,1762
POA4891,5,9,8,9,10,30,39,25,0,129,96,41,81,88,142,333,484,187,15,1469
POA4892,344,118,210,119,141,140,85,29,3,1187,1292,968,1070,762,853,746,428,115,12,6260
POA4895,186,84,95,84,107,138,146,34,0,878,1011,513,609,595,719,1008,938,260,27,5671
POA5000,231,499,829,613,497,415,300,137,95,3626,1178,4863,5506,2945,2209,2087,1688,800,299,21579
POA5006,59,200,106,73,65,83,77,60,63,781,580,1525,1203,817,688,798,924,575,298,7413
POA5007,84,80,103,73,77,60,45,24,7,546,905,1055,1956,1131,920,881,626,333,263,8060
POA5008,141,118,152,138,115,97,64,33,12,879,2243,1713,2639,2014,1787,1715,1215,652,326,14302
POA5009,40,36,46,44,42,31,18,11,0,278,839,696,868,726,749,641,450,298,120,5391
POA5010,77,40,41,49,56,42,29,24,5,369,1011,785,942,798,846,694,534,305,190,6109
POA5011,116,107,147,116,109,118,65,66,31,882,2357,1681,2583,2091,1753,1609,1110,580,318,14093
POA5012,142,105,129,124,108,73,48,28,10,763,2126,1740,1976,1737,1439,1236,860,413,187,11712
POA5013,129,95,100,99,104,105,56,25,15,721,1681,1312,1557,1373,1430,1466,978,476,274,10536
POA5014,141,100,88,99,110,83,49,33,9,701,1878,1387,1913,1672,1599,1700,1262,675,358,12441
POA5015,60,49,54,70,57,53,35,14,4,395,833,658,867,882,855,948,653,227,94,6016
POA5016,97,69,59,69,62,71,44,26,15,512,1468,952,1163,1127,1203,1341,946,538,380,9134
POA5017,87,51,59,61,48,39,24,24,3,392,915,565,693,726,675,659,529,318,82,5157
POA5018,42,34,18,27,46,57,42,15,6,274,723,529,494,616,674,1010,934,370,114,5469
POA5019,115,91,77,99,126,139,82,32,15,779,1309,854,1020,1163,1372,1562,1200,576,304,9348
POA5020,26,13,16,10,14,19,20,9,10,135,516,282,288,395,374,438,528,238,77,3128
POA5021,40,35,24,30,24,46,43,37,22,299,763,578,665,635,732,937,1153,817,402,6691
POA5022,116,97,92,97,129,109,87,44,31,801,2451,1757,1563,1869,2372,2344,1967,1086,522,15932
POA5023,223,146,178,149,155,145,82,64,28,1151,2725,2001,3020,2307,2167,2072,1583,1199,639,17717
POA5024,119,93,69,86,135,114,75,59,33,788,2336,1667,1484,1764,2020,1885,1534,1235,594,14523
POA5025,89,75,62,64,77,55,44,32,12,523,1523,1076,1248,1213,1209,1116,872,742,240,9239
POA5031,80,71,102,88,65,62,36,14,13,538,1303,1308,2081,1399,1303,1199,742,434,256,10019
POA5032,93,77,95,96,87,93,57,44,29,663,2061,1506,2005,1925,1637,1637,1250,867,465,13340
POA5033,84,57,68,62,64,54,22,26,10,451,1195,1089,1745,1315,1027,904,655,450,368,8757
POA5034,75,49,45,65,49,57,49,34,17,436,1587,1207,1352,1336,1293,1263,1101,570,270,9972
POA5035,47,30,36,59,27,33,43,22,23,313,984,767,1191,969,754,692,585,340,218,6488
POA5037,87,80,102,78,56,58,40,47,22,576,1654,1544,2195,1556,1271,1149,935,683,553,11549
POA5038,104,132,151,102,97,93,53,44,25,808,2562,2159,3585,2511,1917,1779,1411,808,442,17175
POA5039,66,60,66,59,61,50,23,21,13,423,1604,1047,1469,1392,1071,1043,772,400,230,9032
POA5040,27,28,17,16,18,20,12,12,8,150,384,368,202,259,275,348,315,237,72,2452
POA5041,113,60,76,60,99,73,44,47,34,597,2400,1677,1454,1714,1969,1686,1327,761,521,13500
POA5042,129,133,172,112,138,122,108,101,51,1069,1721,1825,2310,1677,1273,1225,1084,891,438,12439
POA5043,174,172,167,160,157,139,100,60,51,1172,2855,2604,3609,2804,2121,2123,1944,1382,763,20204
POA5044,73,48,34,44,65,77,44,37,37,459,1697,1389,1085,1247,1500,1478,1412,916,627,11345
POA5045,92,78,87,112,114,111,100,74,33,799,1971,1543,2107,2056,1975,2313,2255,1259,561,16040
POA5046,77,55,64,53,63,50,45,22,18,441,1441,1073,1490,1329,1107,1050,1080,621,455,9644
POA5047,100,72,68,70,49,48,53,27,17,501,1411,1134,1481,1254,992,911,918,548,209,8857
POA5048,109,82,73,93,112,125,137,75,29,837,2294,1616,1498,1835,1932,2107,2079,1241,684,15289
POA5049,111,72,54,67,71,67,59,34,10,554,1756,1101,985,1285,1398,1402,1316,679,220,10150
POA5050,52,32,30,30,32,27,22,17,17,254,944,640,550,670,772,646,670,483,248,5626
POA5051,132,85,42,65,95,67,57,37,20,589,2923,1708,1295,2033,2199,1848,1578,900,235,14722
POA5052,51,38,19,38,39,41,32,43,42,339,1163,772,467,853,964,760,766,599,238,6590
POA5061,64,48,47,38,59,58,39,23,8,385,1493,1162,1066,1141,1353,1271,1194,658,234,9569
POA5062,94,75,43,76,81,89,79,43,32,604,2597,1970,1390,1787,2114,2084,1821,1019,499,15276
POA5063,90,63,64,79,91,66,74,56,51,635,2119,1443,1568,1814,1697,1402,1380,826,533,12774
POA5064,67,43,37,58,57,40,47,47,39,428,1864,1273,732,1263,1430,1193,1241,1004,641,10646
POA5065,56,49,43,58,66,37,40,42,18,409,1866,1336,1133,1406,1404,1194,1273,877,483,10972
POA5066,92,58,22,36,60,40,37,33,16,412,2245,1529,851,1455,1804,1577,1388,885,292,12021
POA5067,69,86,104,78,89,62,52,29,13,585,1364,1389,1800,1455,1238,1337,1272,696,201,10748
POA5068,62,89,70,50,81,70,61,61,30,573,1846,1664,1416,1515,1529,1521,1418,1038,543,12505
POA5069,47,53,56,51,59,69,33,18,11,395,1267,1098,1083,999,1110,1181,855,466,218,8283
POA5070,124,82,87,100,101,78,59,68,53,758,2239,1649,2439,2043,1785,1616,1431,1201,830,15232
POA5072,90,88,58,69,83,81,42,47,18,578,2313,1796,1607,1872,1854,1584,1364,910,451,13753
POA5073,129,86,78,92,112,85,44,55,22,701,2867,2012,2164,2265,2234,1918,1408,1250,545,16670
POA5074,133,86,114,111,93,68,67,97,108,871,2335,1565,2299,2047,1666,1475,1281,1072,574,14318
POA5075,83,89,68,60,79,82,46,59,61,622,1650,1296,1483,1373,1317,1351,1212,993,439,11124
POA5076,82,52,57,54,66,64,34,19,9,437,1554,1128,1091,1222,1299,1348,1137,618,157,9548
POA5081,72,60,70,72,80,67,54,35,19,524,1538,1222,1196,1229,1273,1244,1142,710,368,9922
POA5082,114,114,166,110,114,107,59,37,33,859,2809,2019,2685,2351,1989,1921,1341,643,372,16142
POA5083,33,48,49,43,48,39,24,18,7,309,1362,956,1319,1156,942,942,724,298,173,7861
POA5084,182,137,147,123,120,83,54,30,10,878,1919,1510,2294,1560,1233,1053,725,377,167,10824
POA5085,253,214,533,426,270,137,77,61,29,2003,4646,2912,5163,4349,2691,2032,1550,922,484,24743
POA5086,212,122,158,188,137,86,75,26,26,1032,3303,1982,2947,2851,2065,1804,1452,743,355,17507
POA5087,127,104,124,105,85,63,45,38,15,701,2126,1376,2314,2043,1410,1222,947,649,327,12412
POA5088,41,33,23,32,31,21,16,15,6,220,650,397,612,626,442,404,310,196,58,3696
POA5089,81,52,31,36,58,31,37,9,6,347,1246,883,729,864,965,842,799,433,90,6847
POA5090,80,53,38,39,45,53,52,84,162,606,1214,764,934,973,842,793,909,929,669,8034
POA5091,67,43,35,44,61,40,40,22,9,367,1387,877,861,1006,1020,869,906,652,141,7713
POA5092,183,113,133,144,119,87,88,61,30,963,3216,2075,2458,2690,2205,2024,2051,1082,370,18171
POA5093,108,86,62,76,67,42,41,50,14,535,1657,1116,1289,1305,1156,928,1016,730,167,9361
POA5094,10,42,11,4,6,5,4,4,0,105,134,147,151,126,121,108,76,82,7,948
POA5095,223,154,146,184,137,101,68,25,14,1059,3963,3131,3683,3354,2609,2097,1459,711,261,21265
POA5096,163,109,125,110,82,86,37,31,13,764,2525,1707,1951,1830,1707,1692,1277,681,227,13597
POA5097,149,71,65,84,104,76,62,50,18,683,2326,1435,1781,1763,1746,1669,1594,1006,425,13744
POA5098,183,114,101,107,101,59,66,43,22,787,2242,1519,1709,1757,1617,1294,1357,1011,400,12910
POA5106,0,0,0,0,0,0,0,0,0,3,4,30,17,7,9,11,15,23,40,140
POA5107,253,157,158,165,121,110,75,68,35,1140,3851,2400,2656,2668,2075,2144,1582,861,285,18519
POA5108,781,439,482,464,445,317,218,105,46,3291,8811,5632,6308,5925,5246,5020,3594,1712,634,42887
POA5109,309,172,156,185,158,153,100,67,27,1325,3952,2447,2667,2640,2542,2485,2060,1311,457,20565
POA5110,164,81,88,98,91,97,81,30,10,751,2039,1115,1306,1369,1073,1069,817,375,152,9309
POA5111,0,4,3,0,0,0,0,0,0,8,0,202,103,16,19,0,0,0,0,339
POA5112,446,292,304,251,214,194,162,145,139,2143,4099,2770,2845,2520,2459,2527,1777,1122,596,20718
POA5113,582,343,399,275,233,174,136,61,36,2243,4301,2572,3021,2444,2138,2153,1537,873,408,19445
POA5114,705,354,395,320,293,255,123,87,47,2572,8832,4877,5671,4757,4281,4093,2327,1212,423,36475
POA5115,255,130,153,122,74,49,31,14,4,821,3474,1824,2730,1751,1208,986,628,258,60,12917
POA5116,177,94,94,85,53,79,58,43,20,699,2069,1373,1415,1292,1188,1241,992,758,302,10628
POA5117,45,44,33,20,33,34,13,8,0,228,908,549,521,503,552,439,274,180,65,3990
POA5118,218,158,121,134,163,153,101,60,36,1146,3324,2269,2028,2161,2612,2767,2016,1254,552,18987
POA5120,62,36,38,40,40,26,26,7,5,273,623,266,511,390,340,329,232,100,41,2821
POA5121,34,12,20,17,16,20,25,21,5,171,432,244,422,254,214,266,253,192,60,2337
POA5125,165,131,73,77,134,126,63,41,23,841,3637,2712,1972,2519,3004,2853,1915,1123,400,20125
POA5126,69,52,42,43,68,35,35,27,11,388,1367,839,967,998,978,812,834,431,83,7298
POA5127,68,59,40,52,56,60,34,11,0,377,1327,932,828,1024,973,1248,954,366,105,7761
POA5131,5,16,7,7,11,14,9,0,0,69,135,138,57,95,161,180,130,54,5,960
POA5132,0,0,0,4,3,4,4,3,0,16,67,52,24,43,73,55,60,43,3,419
POA5133,3,0,6,3,10,4,0,0,0,25,61,40,18,41,68,68,43,21,5,360
POA5134,9,5,0,9,7,4,3,5,0,44,77,57,29,35,69,69,60,22,14,434
POA5136,5,0,4,5,6,3,5,5,0,24,115,55,51,68,102,63,53,22,5,536
POA5137,7,4,0,6,3,10,4,0,0,26,77,61,50,61,74,115,79,37,10,552
POA5138,5,3,7,10,0,14,0,0,0,39,71,37,33,55,52,64,34,14,0,350
POA5139,6,0,0,5,0,0,0,4,0,16,64,31,24,42,27,49,34,11,3,281
POA5140,3,3,4,0,4,4,0,0,0,18,83,64,43,55,77,50,40,24,0,442
POA5141,10,19,9,11,9,17,0,0,0,71,141,98,59,104,110,112,76,34,6,737
POA5142,6,4,4,5,3,0,0,0,0,32,98,67,58,70,70,93,64,27,15,560
POA5144,0,0,0,3,5,0,9,4,0,18,56,44,18,46,49,83,73,30,9,404
POA5150,0,0,0,0,0,0,0,0,0,5,9,4,5,8,0,10,7,7,0,55
POA5151,5,0,0,6,7,5,0,0,0,30,64,65,47,61,65,47,49,16,5,417
POA5152,33,29,24,32,41,34,29,15,9,246,1169,670,477,737,1015,808,852,426,120,6274
POA5153,89,55,42,62,50,66,65,26,3,469,1107,816,544,754,996,1077,841,320,102,6558
POA5154,31,17,9,19,23,13,18,0,5,137,682,399,177,419,529,469,459,198,59,3393
POA5155,52,20,12,22,30,20,20,5,7,179,844,400,353,557,601,488,412,151,44,3854
POA5156,17,3,3,7,10,9,0,0,0,57,193,106,98,138,144,125,130,33,9,976
POA5157,34,24,19,19,33,24,28,11,4,200,464,342,213,295,498,524,410,189,36,2968
POA5158,239,120,117,171,153,140,90,40,22,1091,4571,2745,2823,3561,3301,3463,2731,1057,329,24581
POA5159,297,170,144,171,205,208,123,80,40,1434,5767,3805,3548,4311,4302,4476,4030,1909,823,32971
POA5160,0,0,0,0,0,0,0,0,0,0,0,9,0,4,8,3,3,0,0,27
POA5161,121,71,80,100,61,81,36,31,17,605,1756,1119,1354,1418,1193,1196,1138,652,307,10147
POA5162,417,270,256,249,261,235,180,118,59,2045,5938,4173,4578,4316,4458,4306,3950,2310,791,34810
POA5163,296,135,168,143,124,102,97,67,44,1184,2677,1742,1952,1813,1862,1815,1696,870,280,14709
POA5164,154,93,95,86,82,56,52,40,36,706,897,624,662,698,618,569,644,338,140,5200
POA5165,97,45,91,77,43,50,33,19,5,458,941,683,953,751,733,729,591,353,180,5916
POA5166,21,7,12,23,17,18,9,10,0,123,265,173,245,236,233,230,259,147,33,1812
POA5167,62,52,43,40,60,50,32,22,3,356,1061,630,765,759,878,795,724,365,190,6180
POA5168,91,61,41,46,62,42,33,16,10,401,1016,702,757,716,737,735,608,334,101,5702
POA5169,251,185,124,170,137,109,83,45,13,1125,4135,2328,2828,2815,2441,2112,1763,962,374,19767
POA5170,11,8,4,6,5,16,10,3,0,60,178,139,116,137,178,209,148,41,23,1168
POA5171,57,56,30,35,43,55,42,37,18,372,1023,621,440,691,886,896,853,603,210,6223
POA5172,35,22,28,29,46,29,44,17,0,245,715,451,304,471,631,644,545,262,70,4085
POA5173,213,110,96,110,97,105,72,33,16,861,2670,1502,1392,1711,1652,1590,1432,753,245,12953
