POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
POA2033,0,0,3,11,32,12,21,34,10,5,0,23,0,0,0,151,0,0,3,7,10,0,4,10,0,0,0,0,0,3,0,37,0,0,0,3,6,9,18,16,7,11,22,5,7,10,0,121,0,0,0,5,23,38,43,13,0,0,0,3,0,0,0,132,0,0,0,0,17,11,11,5,0,6,9,7,3,0,0,67,0,0,0,0,9,12,13,11,0,5,6,9,6,0,0,71,0,0,0,5,7,18,44,12,8,4,8,4,3,0,0,121,4,9,40,44,31,48,82,64,14,25,30,26,3,0,6,418,0,0,0,7,0,9,18,15,3,0,6,7,9,0,0,84,0,0,3,12,7,9,23,17,0,5,8,12,0,0,0,107,7,33,47,86,95,111,152,128,50,77,79,92,54,6,19,1034,16,159,224,293,495,590,891,729,263,327,388,525,252,47,100,5293
POA2034,0,0,6,8,28,17,15,0,3,0,0,4,0,0,4,81,0,0,0,11,20,10,14,14,6,0,0,0,0,0,0,86,0,0,0,9,10,3,16,3,3,0,0,3,0,0,4,46,0,0,3,28,54,71,70,13,12,12,16,12,6,0,0,293,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,14,0,0,0,0,5,11,10,8,0,4,4,0,3,0,0,47,6,26,106,117,136,179,339,435,94,127,140,163,91,18,31,2001,0,3,3,26,15,28,54,57,4,20,39,32,13,12,5,318,0,0,0,26,17,7,3,0,0,0,0,0,0,0,0,57,19,38,85,133,156,253,260,248,108,109,130,165,53,20,19,1799,58,171,355,581,734,893,1237,1193,312,380,474,610,250,80,114,7448
POA2035,0,0,4,20,62,37,57,36,9,9,14,16,7,4,11,275,4,11,11,15,68,15,27,9,8,5,3,3,0,0,3,177,0,3,6,18,26,19,21,15,3,4,4,6,0,3,9,136,0,0,0,29,57,154,192,27,16,10,6,8,3,0,0,518,0,0,0,4,9,20,12,5,0,0,0,5,0,0,0,59,0,0,0,3,48,37,34,11,3,0,0,5,3,0,0,138,0,0,4,13,29,23,35,25,7,3,0,3,0,0,0,139,18,55,153,144,137,162,342,302,59,62,54,42,22,5,41,1595,0,0,4,7,15,25,47,42,14,11,17,18,0,4,0,205,0,0,3,58,38,15,19,17,4,10,9,0,4,0,5,176,36,115,223,446,382,506,659,508,247,224,308,327,105,30,86,4205,150,580,1046,1251,1808,1973,2668,1675,518,540,604,661,247,76,328,14133
POA2036,0,0,4,35,85,87,90,80,10,10,9,21,10,0,8,459,0,5,8,15,49,13,19,17,8,10,0,0,0,0,6,151,0,5,3,14,19,14,16,9,7,10,3,3,7,0,0,107,0,0,0,18,38,76,114,28,4,5,0,4,7,4,6,325,0,0,0,0,5,9,16,9,0,3,0,0,0,0,0,55,0,0,0,0,20,10,16,9,4,0,4,8,0,0,0,61,0,0,0,6,21,16,28,15,3,6,5,0,0,0,4,105,23,52,201,158,147,135,292,240,57,37,42,40,23,3,50,1505,0,0,0,12,14,12,30,33,9,3,9,5,4,0,10,149,0,0,4,24,38,11,24,17,0,0,3,4,0,0,17,140,22,100,221,421,464,477,468,424,162,172,171,167,45,7,134,3445,98,347,852,1200,1759,1791,2349,1668,474,498,487,532,212,51,472,12791
POA2037,0,0,0,11,23,15,24,16,14,9,3,13,3,0,5,135,0,0,0,6,17,0,15,3,3,0,0,0,7,0,0,53,0,0,0,10,8,7,24,5,7,5,3,3,6,0,3,77,0,0,3,13,3,29,28,11,8,0,5,3,0,3,0,111,0,0,0,8,16,10,13,4,5,0,0,0,0,0,0,49,0,0,0,0,10,15,10,9,0,4,3,9,0,0,0,55,0,0,4,3,8,15,41,35,5,5,4,7,0,0,0,129,8,30,101,97,94,123,181,132,31,25,40,45,9,9,17,940,0,3,4,19,18,25,45,36,8,4,23,9,13,3,0,216,0,0,0,43,95,62,24,22,10,12,3,19,6,3,6,305,8,20,58,107,125,154,177,179,62,60,75,116,41,5,14,1200,34,104,293,494,751,824,1080,887,271,285,354,442,201,53,85,6157
POA2038,0,0,0,6,15,8,9,0,0,0,0,3,6,0,0,58,0,0,4,4,8,0,4,0,0,0,0,0,0,0,0,21,0,0,9,3,3,8,5,14,0,3,0,0,0,3,3,41,0,0,0,7,22,12,18,11,4,4,0,0,0,0,0,81,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,13,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,7,9,16,10,0,0,0,0,0,0,0,41,13,21,55,59,55,80,144,76,7,12,9,9,7,3,12,564,0,0,0,10,11,10,40,24,0,4,5,9,9,0,3,132,0,0,0,18,14,9,9,0,0,3,0,0,0,0,0,50,10,15,47,56,54,46,77,52,18,18,18,26,4,4,7,447,30,100,203,274,331,306,488,294,67,71,65,80,36,15,68,2434
POA2039,0,0,0,5,8,10,5,6,0,0,9,0,0,0,0,45,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,9,7,0,0,0,0,0,0,0,0,26,0,0,4,8,8,17,17,8,0,6,3,3,3,0,0,90,0,0,4,0,7,10,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,10,12,0,0,0,0,0,0,0,35,5,13,60,72,103,112,227,112,20,21,27,19,5,4,3,810,0,0,8,6,13,17,15,23,0,3,4,7,0,0,0,106,0,0,0,4,3,3,0,0,0,3,0,0,0,0,4,15,5,13,31,47,38,63,51,57,20,18,22,24,7,0,3,404,24,59,173,223,354,403,561,334,78,82,92,95,34,12,31,2556
POA2040,0,0,5,16,45,20,27,16,3,6,3,8,3,0,5,152,0,0,0,0,15,3,3,11,0,0,0,0,0,0,0,32,0,3,0,5,16,12,15,6,0,0,4,0,0,0,0,69,0,5,10,17,28,21,26,15,3,9,0,0,0,0,0,135,0,0,4,0,16,12,8,3,0,0,0,0,0,0,3,50,0,0,0,5,13,5,5,8,0,0,0,0,0,0,0,38,0,0,0,0,18,10,42,14,5,11,0,0,0,0,4,105,9,41,124,145,198,211,384,165,38,36,23,18,11,3,17,1427,0,4,10,9,21,31,48,38,5,12,7,10,5,5,0,199,0,0,0,14,45,23,19,20,0,0,4,4,4,0,0,129,18,34,145,180,143,142,195,154,44,37,44,45,14,0,33,1220,52,265,695,677,909,909,1281,807,148,174,150,138,68,16,124,6412
POA2041,0,0,3,5,18,12,15,8,0,0,0,6,0,0,3,79,0,3,0,4,10,0,0,0,3,0,0,0,0,0,0,33,0,0,0,6,8,6,10,6,0,0,4,0,5,6,0,61,0,0,7,15,21,21,30,18,10,6,9,4,0,4,0,136,0,0,0,6,16,3,0,0,0,0,0,0,0,0,0,28,0,0,0,3,4,6,3,3,0,0,0,0,0,0,5,32,0,0,0,6,5,9,12,13,4,0,0,0,0,0,0,44,20,42,155,172,163,228,395,255,39,38,42,19,22,14,19,1632,0,0,17,18,14,22,43,57,13,19,18,14,14,9,0,257,0,0,0,10,21,10,4,4,0,4,0,3,0,0,0,59,20,22,41,62,74,82,129,104,17,35,35,18,10,13,18,678,63,154,361,457,620,647,974,648,125,138,157,110,66,61,96,4685
POA2042,0,0,0,12,26,19,30,15,0,3,6,7,4,0,0,131,0,0,0,3,8,6,5,8,0,0,0,0,0,0,0,38,0,0,0,5,14,14,11,9,0,0,3,0,0,0,0,63,0,0,0,8,13,34,32,3,5,3,3,3,4,3,0,112,0,0,3,5,5,10,10,4,0,0,0,3,3,0,0,32,0,0,0,0,3,6,4,4,0,0,0,3,6,0,0,36,0,0,0,0,8,23,50,45,12,9,6,9,3,0,5,175,3,24,95,90,150,186,257,207,36,34,47,48,20,3,19,1218,0,0,11,15,25,26,42,42,16,11,10,11,25,0,5,247,0,0,0,37,32,31,18,16,4,7,8,5,8,0,0,169,7,15,80,110,106,104,174,166,63,79,48,109,27,7,21,1115,20,96,347,438,698,777,1051,838,234,242,227,318,154,45,98,5586
POA2043,0,0,0,8,25,20,5,7,5,9,0,4,0,0,0,84,0,0,0,0,7,0,3,7,0,4,3,5,0,0,4,34,0,0,0,0,7,19,10,0,0,0,0,0,0,0,0,43,0,0,0,6,22,13,12,12,8,6,5,0,3,3,0,98,0,0,0,0,8,0,8,4,0,0,0,0,0,0,0,22,0,0,0,0,4,7,5,7,3,0,0,0,0,0,0,23,0,0,0,0,9,6,12,7,5,0,0,3,0,0,0,41,0,14,39,47,60,102,174,212,65,43,49,41,17,5,9,876,0,0,3,3,15,16,28,37,9,13,19,9,4,0,3,161,0,0,0,25,19,4,8,9,0,0,5,7,0,0,0,82,0,6,22,38,42,80,113,133,41,43,49,54,17,0,6,649,0,26,117,195,371,475,729,719,197,183,216,202,87,17,46,3580
POA2044,0,0,0,8,26,32,19,13,8,8,0,10,0,0,7,138,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,3,6,0,0,0,3,0,0,0,23,0,0,3,7,11,9,12,3,0,0,0,0,0,0,0,43,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,20,0,0,0,0,13,10,29,22,6,3,0,5,0,0,7,107,0,10,33,32,33,72,105,72,16,20,9,10,6,6,9,427,0,0,0,3,8,15,18,20,7,9,6,6,7,0,0,87,0,0,0,32,63,36,33,25,6,4,6,10,5,0,3,218,4,9,49,63,60,48,70,53,35,37,19,16,15,3,18,492,7,41,286,313,408,386,485,350,109,128,76,87,38,16,63,2794
POA2045,0,0,0,0,8,0,3,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,5,0,0,3,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,9,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,23,3,10,37,39,28,42,41,20,5,0,5,0,0,0,4,224,0,0,5,0,3,4,9,10,0,3,0,0,0,0,4,41,0,0,0,0,7,8,0,3,0,0,0,0,0,0,0,23,7,20,39,53,35,14,29,13,5,4,0,4,3,0,9,241,36,321,440,223,197,161,169,92,20,18,21,21,5,0,59,1792
POA2046,0,0,0,20,34,32,41,21,0,4,7,0,0,0,6,172,7,0,4,6,19,11,14,6,3,0,0,0,0,0,0,72,0,3,5,9,12,13,16,0,0,0,0,4,3,0,0,66,0,0,0,23,27,27,32,6,3,9,4,0,0,0,6,145,0,0,3,12,25,8,9,0,0,0,3,0,0,0,0,60,0,0,0,3,4,10,6,0,0,0,0,0,0,0,0,33,0,0,0,0,8,21,44,26,6,3,6,4,4,0,3,127,12,48,132,103,108,122,229,109,21,11,18,3,5,4,26,944,0,0,7,14,15,26,35,19,6,12,9,4,3,3,7,140,0,0,0,73,70,27,18,20,3,0,4,3,3,0,13,226,19,48,146,257,175,217,230,117,44,41,35,28,6,5,20,1383,102,787,1293,973,1171,1124,1388,728,156,154,138,124,57,19,247,8467
POA2047,0,0,0,12,27,23,16,7,6,0,7,6,0,0,0,100,0,3,4,0,4,0,0,5,0,0,0,0,0,0,0,16,0,0,0,11,6,3,9,6,0,0,0,0,3,0,0,33,0,0,3,11,16,8,13,9,8,0,4,6,0,5,0,81,0,0,0,4,12,9,8,4,0,0,0,0,0,0,0,39,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,15,0,0,0,3,6,8,13,10,4,5,0,0,0,0,4,51,14,21,63,52,70,58,120,77,17,22,25,14,10,0,12,563,0,0,0,20,7,17,12,9,13,0,0,0,5,0,0,93,0,0,0,15,24,10,9,3,3,0,0,4,6,0,0,63,13,27,51,96,90,58,128,104,24,29,36,31,5,0,10,697,59,218,364,380,496,438,588,414,96,90,100,90,42,14,52,3443
POA2048,0,0,0,8,6,7,7,6,6,5,0,0,0,0,0,46,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,12,0,0,0,0,4,13,8,4,0,4,0,0,0,0,0,38,0,0,0,12,5,7,11,0,0,0,0,0,0,0,0,39,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,10,0,0,0,5,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,4,6,5,12,8,0,0,0,0,0,0,3,50,0,7,50,47,56,56,82,45,12,13,3,14,4,0,14,414,0,0,0,11,4,12,16,13,0,3,0,5,0,0,0,70,0,0,0,13,19,15,12,14,3,0,5,4,0,0,0,84,3,20,82,74,70,41,43,45,16,19,29,22,14,0,15,496,9,86,243,226,314,312,347,206,66,61,55,68,38,7,72,2116
POA2049,0,0,0,4,25,25,17,19,5,0,3,12,0,0,0,112,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,21,0,0,3,3,9,3,9,5,0,0,0,0,0,0,0,32,0,0,0,8,10,17,11,4,0,4,0,0,5,0,0,63,0,0,0,0,6,7,5,11,0,0,0,0,0,0,3,40,0,0,0,0,5,0,4,0,0,0,4,0,0,0,0,15,0,0,0,0,7,8,10,19,0,5,0,6,0,0,0,65,4,13,50,53,64,114,127,86,5,14,13,20,10,0,15,596,0,0,8,9,12,16,19,21,6,7,4,8,6,0,5,121,0,0,0,27,34,17,16,15,0,8,12,0,4,0,0,129,3,11,88,130,117,85,70,71,35,50,48,34,13,0,33,782,18,99,319,368,514,482,625,439,116,129,144,122,61,8,111,3551
POA2050,0,0,0,4,20,22,23,18,3,7,9,14,6,4,0,123,0,0,0,0,14,9,4,6,5,7,6,4,0,0,0,40,0,0,4,0,4,10,11,10,3,0,0,8,3,0,0,43,0,0,0,3,12,12,23,5,0,4,0,6,3,0,0,75,0,0,0,0,3,13,12,0,0,0,0,0,0,0,0,33,0,0,0,0,3,4,10,5,3,6,0,0,0,0,0,35,0,0,0,0,3,3,20,6,3,0,0,0,0,0,0,48,0,15,29,56,52,72,141,71,21,11,24,40,10,5,13,554,0,4,5,6,11,13,36,24,7,9,7,8,17,5,4,150,0,0,0,13,14,5,9,0,0,4,3,0,0,0,0,59,0,10,19,29,57,74,92,103,22,31,32,29,15,3,11,538,9,40,96,183,351,450,724,497,129,146,171,234,144,42,39,3264
POA2060,0,0,3,15,32,20,38,25,10,21,13,15,8,5,0,188,0,0,0,3,16,9,9,10,5,3,3,4,0,0,0,65,0,0,0,7,9,17,13,8,3,7,3,3,3,0,0,78,0,0,0,19,35,46,47,17,6,13,14,20,3,3,0,227,0,0,6,9,14,20,21,6,3,0,3,0,0,0,0,77,0,0,0,3,5,16,14,6,3,3,0,3,3,3,0,70,0,0,0,5,9,7,25,31,11,5,4,0,0,3,0,108,15,34,108,102,108,108,190,149,35,53,42,38,18,7,14,1040,5,0,7,12,16,29,42,47,4,9,10,21,9,0,5,214,0,0,8,16,12,3,13,12,5,0,11,0,0,0,0,78,14,27,42,54,70,84,190,204,80,81,89,112,31,12,12,1102,64,141,269,391,687,735,1251,1037,301,351,361,442,162,90,71,6349
POA2061,0,0,0,9,15,9,8,3,0,3,5,9,5,0,0,68,0,0,0,0,3,6,0,7,0,0,0,5,0,0,0,19,0,0,0,0,10,3,11,9,0,0,0,0,0,0,0,44,0,0,3,6,10,11,24,4,0,0,5,8,0,0,3,81,0,0,0,0,7,6,6,3,0,0,0,3,0,0,0,33,0,0,0,0,11,13,3,0,0,0,0,3,0,0,0,33,0,0,0,0,0,5,9,13,0,0,5,0,0,0,0,38,8,10,53,43,37,39,70,69,14,16,16,12,15,4,0,419,0,0,3,8,6,12,16,15,5,10,7,3,6,6,0,108,0,0,3,8,7,6,0,3,0,0,0,0,0,0,0,22,5,14,22,25,35,46,61,60,13,29,30,32,11,7,4,395,36,49,134,229,404,367,405,358,83,115,118,130,97,26,36,2588
POA2062,0,0,3,5,15,10,4,0,0,0,4,5,0,0,0,45,0,0,0,0,7,0,11,10,0,0,0,0,0,0,0,33,0,0,0,4,0,3,6,6,0,0,0,0,3,3,0,33,0,0,0,21,18,23,26,14,3,3,6,0,12,0,0,125,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,12,5,11,3,4,0,0,0,0,0,0,38,0,0,0,0,7,0,16,12,0,0,0,0,3,0,0,40,6,13,46,53,49,68,101,80,15,9,4,16,3,0,10,474,0,0,3,7,8,14,14,7,0,0,0,0,12,0,0,86,0,0,0,8,7,0,3,0,0,0,0,0,0,0,0,17,8,10,25,38,37,32,92,62,16,26,21,19,18,4,3,407,34,62,160,208,281,323,477,303,74,62,77,80,70,16,23,2230
POA2063,0,0,4,0,0,0,8,5,0,0,0,0,0,0,0,14,3,8,0,9,3,0,7,0,4,0,0,0,0,0,0,22,0,0,0,7,8,0,4,7,4,0,7,0,0,5,0,40,0,0,4,12,18,11,22,5,0,0,5,0,0,0,0,68,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,18,6,0,0,0,3,0,0,4,0,0,30,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,21,8,18,40,43,59,53,86,39,4,7,4,4,0,0,9,367,0,0,5,10,11,5,16,10,0,0,4,6,0,0,3,68,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,20,10,18,27,39,37,27,29,29,9,10,4,13,0,0,3,254,32,82,154,217,377,252,375,200,32,37,32,52,33,14,30,1929
POA2064,0,0,0,5,21,19,33,32,16,6,10,18,3,0,0,176,0,0,4,4,4,0,4,4,0,0,0,0,0,0,0,21,0,0,0,0,14,4,14,9,5,3,3,5,0,0,3,62,0,0,0,5,8,12,24,0,4,8,0,0,0,0,0,65,0,0,0,4,7,3,7,3,0,0,0,0,0,3,0,31,0,0,0,4,12,10,26,15,5,3,3,0,0,0,0,68,0,0,0,3,3,3,43,42,7,15,12,15,5,0,4,151,3,20,34,26,34,43,63,28,15,18,7,8,3,4,5,301,0,0,0,5,8,7,15,8,0,7,12,4,4,4,0,76,0,0,0,16,17,6,10,0,0,4,0,3,0,0,0,62,6,14,22,33,48,60,101,78,25,22,31,29,14,0,0,489,25,55,123,230,539,619,1086,694,231,266,269,264,130,30,48,4623
POA2065,0,0,5,19,52,41,96,62,29,45,34,31,17,11,10,447,4,0,0,10,24,9,25,33,5,8,9,10,0,0,4,137,0,0,6,13,53,32,50,16,4,4,6,14,8,7,3,218,0,3,14,35,66,98,101,59,27,27,23,41,13,6,7,521,0,3,3,14,25,22,16,13,4,0,6,0,9,0,0,120,0,0,0,0,30,67,34,34,4,6,12,6,9,3,0,205,0,0,0,9,11,24,81,48,15,16,6,12,3,0,7,227,28,63,172,195,212,257,443,300,53,51,51,47,24,5,59,1968,0,0,21,24,33,59,77,78,27,33,19,19,19,13,11,428,0,0,0,41,28,13,18,24,5,3,8,8,0,0,8,159,26,30,81,146,170,214,421,345,112,115,124,129,52,22,57,2032,98,190,546,880,1700,2003,2901,2069,560,587,646,707,320,144,409,13763
POA2066,0,0,0,26,66,53,82,90,17,29,24,34,17,10,4,447,4,7,4,10,45,7,40,13,0,9,9,0,0,0,0,155,0,3,3,19,27,22,35,29,0,5,3,12,10,0,0,177,0,0,9,43,71,67,116,42,20,17,32,18,14,4,7,478,0,0,0,14,42,27,20,22,9,6,10,4,0,0,4,156,0,0,4,0,26,34,14,21,6,0,0,4,4,0,0,110,0,0,3,12,19,25,64,40,5,6,6,11,4,0,0,183,36,65,187,183,207,226,395,245,50,45,31,38,17,0,20,1738,0,3,6,21,32,47,82,44,11,13,12,18,8,3,9,318,0,0,3,34,27,12,20,16,13,5,0,8,0,5,0,152,27,51,102,184,186,247,399,360,117,85,84,97,25,4,20,1980,122,288,643,953,1736,1810,2889,2005,486,463,464,462,203,88,143,12747
POA2067,0,0,0,12,58,45,105,91,44,29,30,62,22,3,23,537,0,0,4,3,13,4,16,4,0,0,5,3,4,0,0,50,0,0,5,22,29,18,60,15,6,12,9,13,9,6,0,200,0,0,3,13,20,32,40,13,3,7,0,11,4,3,3,161,0,0,0,8,6,12,16,6,4,0,6,0,4,0,0,61,0,0,0,3,125,175,108,74,28,22,19,42,6,0,10,609,0,0,0,8,13,17,67,67,14,13,21,14,14,3,13,268,16,46,102,85,78,88,141,57,16,18,17,10,3,9,7,685,0,0,4,14,19,19,35,24,4,0,12,26,16,0,3,177,0,0,0,40,34,19,29,34,13,7,14,12,10,3,12,225,17,38,70,115,114,147,208,153,52,77,65,58,29,16,11,1170,66,236,440,752,1847,2313,3606,2477,739,882,906,1160,548,222,309,16501
POA2068,0,0,0,6,38,32,22,26,6,5,8,19,0,0,4,157,0,0,3,0,14,7,7,4,0,0,0,0,0,0,0,36,0,0,3,10,11,23,25,14,6,0,9,3,7,0,0,113,0,0,8,16,46,35,56,10,0,10,12,7,5,0,0,208,0,5,0,5,11,9,4,0,0,0,0,0,0,0,0,36,0,0,3,0,27,37,13,9,3,0,3,3,0,0,3,105,0,0,0,10,4,11,27,15,0,6,0,0,0,0,3,87,11,27,99,90,117,125,219,110,7,24,6,4,4,4,8,858,4,0,7,10,12,22,55,29,0,0,3,10,5,0,0,165,0,0,0,34,16,0,5,6,0,3,0,3,0,0,0,72,19,36,77,126,113,96,123,91,20,8,20,15,4,9,15,769,66,198,524,610,966,930,1170,676,106,118,142,156,71,33,80,5849
POA2069,0,0,0,11,16,12,11,10,6,5,8,11,4,0,0,98,0,3,0,0,3,4,5,0,0,0,0,0,0,0,0,21,0,6,6,19,10,8,16,22,3,3,5,0,4,8,0,105,0,3,0,23,24,29,52,11,7,6,9,9,0,3,3,171,0,0,0,6,6,15,4,9,0,0,4,0,0,0,0,60,0,0,0,6,24,50,17,14,0,0,0,0,0,0,0,114,0,0,0,4,0,3,16,7,3,7,3,7,0,0,0,52,12,37,96,93,84,86,166,80,0,8,10,20,10,0,8,712,0,0,12,12,7,24,36,45,4,7,9,12,4,6,3,192,0,0,0,24,16,5,11,5,0,0,0,0,0,0,0,69,24,43,53,99,85,60,83,58,35,9,9,14,10,0,9,602,67,165,309,520,864,873,1171,690,153,135,151,192,86,38,78,5496
POA2070,0,0,6,9,18,4,16,18,4,0,7,9,4,0,9,104,0,4,6,0,3,3,4,5,0,0,0,0,0,0,0,23,0,6,4,10,20,9,37,31,4,10,6,3,4,0,0,134,0,0,8,17,42,48,47,11,5,3,0,0,0,0,0,183,0,0,0,13,12,15,4,7,0,0,0,3,0,0,0,54,0,0,0,0,51,52,26,13,6,3,12,0,4,0,3,165,0,0,3,0,4,0,35,14,3,5,5,0,6,0,0,75,16,32,85,86,97,74,149,88,17,12,7,20,9,5,12,692,0,0,0,11,13,23,43,29,5,4,7,0,9,11,0,162,0,0,9,29,20,11,13,3,0,0,0,0,0,0,0,86,15,27,38,63,81,66,94,48,12,10,7,20,10,5,3,494,58,139,271,440,1010,1019,1418,842,183,182,182,216,120,54,96,6229
POA2071,0,0,0,7,15,10,16,14,3,4,0,12,0,0,0,79,0,0,0,0,7,5,3,0,0,0,0,0,0,0,0,24,0,0,4,0,26,12,36,13,6,5,4,6,3,3,0,127,0,0,3,26,32,47,53,41,15,0,5,3,0,0,6,230,0,0,5,16,33,18,14,4,0,0,4,7,0,0,0,93,0,0,0,0,34,44,12,6,0,0,12,10,3,0,0,120,0,0,0,3,3,12,14,9,0,3,6,0,0,0,3,52,31,26,60,68,65,77,149,75,18,13,11,23,3,8,3,629,0,0,9,7,14,15,38,11,9,11,8,3,4,0,4,122,0,0,0,31,19,9,12,4,0,3,0,0,0,0,9,84,26,23,41,101,74,71,99,62,17,17,18,22,0,10,12,584,80,121,231,469,1018,1101,1620,799,210,200,190,203,118,72,95,6531
