POA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
POA3929,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,141,16,13,0,0,0,0,3,0,5,184
POA3930,92,17,15,18,27,16,0,13,770,3,0,0,0,0,0,0,0,0,0,3,2724,596,457,45,76,42,57,38,16,68,4125
POA3931,138,34,28,37,46,14,6,36,1005,7,0,0,0,0,0,0,0,0,20,25,3650,669,510,84,64,75,72,38,15,227,5396
POA3933,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,106,10,15,0,3,0,0,0,0,3,140
POA3934,57,19,7,12,3,4,5,9,620,7,0,0,0,0,0,0,0,0,0,6,2634,631,372,52,48,55,25,17,10,79,3932
POA3936,37,19,11,9,17,0,0,29,719,0,0,0,0,0,0,0,0,0,6,6,1903,182,133,43,35,15,40,13,4,100,2470
POA3937,4,0,4,0,4,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,193,10,22,0,3,0,7,0,0,7,244
POA3938,3,0,0,4,5,5,0,4,101,0,0,0,0,0,0,0,0,0,0,0,322,15,16,5,5,11,6,4,0,17,391
POA3939,77,12,11,23,25,8,5,35,641,5,0,0,0,0,0,0,0,0,4,8,1872,226,184,32,30,40,41,11,11,105,2556
POA3940,21,6,9,5,13,7,0,14,269,5,0,0,0,0,0,0,0,0,3,4,677,66,50,12,9,5,18,7,0,76,924
POA3941,33,14,12,24,28,8,0,33,693,0,0,0,0,0,0,0,0,0,0,6,1536,148,112,33,24,35,38,19,3,97,2040
POA3942,8,0,3,3,4,0,0,5,69,0,0,0,0,0,0,0,0,0,0,0,312,18,30,0,7,11,6,6,0,16,404
POA3943,3,0,0,0,5,0,0,4,61,0,0,0,0,0,0,0,0,0,0,0,223,19,6,0,3,0,3,8,0,8,280
POA3944,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,6,85,7,0,0,0,5,0,0,0,11,102
POA3945,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,113,8,0,0,0,0,0,0,0,3,134
POA3946,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,35
POA3950,16,4,0,5,0,0,0,7,151,0,0,0,0,0,0,0,0,0,0,0,446,46,31,8,7,3,0,0,0,24,583
POA3951,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,86,11,3,0,0,0,0,0,0,3,108
POA3953,59,8,16,7,7,7,4,13,248,0,0,0,0,0,0,0,0,0,0,0,573,79,78,17,26,7,17,4,9,45,855
POA3954,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,33,6,5,0,0,0,0,0,0,0,39
POA3956,12,3,0,0,0,3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,310,41,22,7,5,0,0,6,0,6,403
POA3957,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,7,0,0,0,0,35
POA3958,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,28
POA3959,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,128,12,4,0,0,0,6,0,0,9,164
POA3960,8,0,3,0,0,4,8,5,91,0,0,0,0,0,0,0,0,0,0,0,293,29,17,6,6,5,14,10,6,19,389
POA3962,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,104,0,4,0,0,0,0,3,0,5,120
POA3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,16
POA3965,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,25
POA3966,0,4,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,41,5,3,4,0,0,5,5,0,0,61
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8
POA3971,14,0,4,3,4,0,0,0,94,0,0,0,0,0,0,0,0,0,0,3,349,34,22,4,5,7,6,0,0,12,447
POA3975,1393,297,312,302,326,136,34,132,7864,0,3,5,0,0,0,0,0,0,11,25,3496,2829,1617,340,351,335,351,148,38,189,9692
POA3976,2060,406,523,471,662,231,80,159,10776,14,0,7,0,0,0,0,0,0,8,33,5868,2641,2341,457,575,516,706,250,87,250,13682
POA3977,7201,1279,1380,1433,1510,566,239,334,31513,16,8,14,0,3,0,3,0,3,29,83,14900,12282,8586,1469,1558,1592,1667,615,272,639,43574
POA3978,4537,962,843,776,831,288,65,197,16793,6,3,6,0,0,0,0,0,0,10,30,4381,6698,5270,1116,965,892,906,320,86,279,20909
POA3979,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18
POA3980,13,0,0,0,4,0,0,5,66,0,0,0,0,0,0,0,0,0,0,4,310,32,29,3,0,0,4,0,0,19,394
POA3981,30,3,3,8,7,0,0,9,181,0,0,0,0,0,0,0,0,0,3,3,382,79,43,3,12,10,13,0,3,34,585
POA3984,9,6,3,0,6,0,0,8,198,0,0,0,0,0,0,0,0,0,0,0,804,73,68,8,9,0,7,0,0,57,1024
POA3987,0,0,3,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,140,12,3,0,3,0,0,0,0,7,168
POA3988,0,0,0,8,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,76,5,3,0,0,7,5,0,0,9,111
POA3990,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,22
POA3991,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,0,0,0,0,0,0,43
POA3992,6,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,102,5,23,10,0,0,0,0,0,3,147
POA3995,105,11,13,19,14,5,4,8,426,5,0,0,0,0,0,0,0,0,4,9,1169,132,151,27,17,24,22,14,4,68,1623
POA3996,23,9,4,4,12,0,6,5,158,0,0,0,0,0,0,0,0,0,0,0,664,73,60,14,4,5,12,3,6,39,879
POA4000,1110,423,647,907,1561,743,156,124,7327,8,0,0,0,0,0,4,0,0,31,50,2397,1206,1484,522,766,1056,1850,931,237,223,10660
POA4005,276,113,127,156,182,91,24,19,1898,0,0,0,0,0,0,3,0,0,10,14,2292,642,616,197,190,242,298,177,61,59,4768
POA4006,1043,399,486,611,784,284,56,78,5122,3,0,5,0,0,0,0,0,0,29,29,2514,1288,1620,573,657,798,1022,433,114,183,9211
POA4007,341,117,140,123,174,83,28,31,1929,0,0,0,0,0,0,0,0,0,5,7,1926,692,626,168,196,187,250,121,54,80,4291
POA4008,7,5,4,7,4,0,4,3,55,0,0,0,0,0,0,0,0,0,95,95,72,14,11,8,10,10,5,0,10,108,243
POA4009,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA4010,74,31,30,48,64,18,3,6,432,0,0,0,0,0,0,0,0,0,8,4,366,175,123,34,50,78,90,37,9,15,978
POA4011,325,105,141,209,182,61,22,18,1791,4,0,0,0,0,0,4,0,0,0,6,1630,627,590,153,172,248,231,88,33,60,3827
POA4012,616,151,220,239,291,93,26,34,2913,3,0,4,0,0,0,0,0,0,6,13,2384,1096,1000,212,273,295,342,121,41,98,5850
POA4013,124,32,49,93,81,22,0,6,658,0,0,0,0,0,0,0,0,0,3,9,484,198,198,35,65,100,85,24,0,24,1225
POA4014,256,40,56,56,75,33,5,14,1279,0,0,0,0,0,0,0,0,0,0,0,1233,665,477,74,91,80,96,38,13,57,2832
POA4017,568,144,153,107,158,50,16,57,3085,3,3,0,0,0,0,0,0,0,33,40,4084,1718,1122,220,233,171,224,77,41,182,8074
POA4018,748,165,140,227,241,78,19,41,3673,4,0,0,0,0,0,0,0,0,4,10,1847,1541,922,206,174,259,260,91,26,105,5430
POA4019,134,28,21,29,32,17,4,19,879,8,0,0,0,0,0,0,0,0,6,11,2723,684,405,64,61,65,69,41,21,115,4233
POA4020,236,42,41,35,44,39,6,25,1337,14,0,0,0,0,0,0,0,0,10,25,3996,998,690,104,130,118,132,78,24,176,6457
POA4021,83,18,25,20,28,15,0,27,509,0,0,0,0,0,0,0,0,0,10,6,1212,313,240,35,41,34,47,20,5,98,2042
POA4022,98,11,18,4,16,10,0,19,498,0,0,0,0,0,0,0,0,0,4,8,993,317,190,22,26,23,23,14,0,57,1665
POA4025,3,4,4,3,3,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,18,12,4,4,3,3,10,0,0,90
POA4030,416,165,214,260,251,80,12,54,2350,0,0,0,0,0,0,0,0,0,6,14,1799,787,695,224,266,320,321,103,29,113,4651
POA4031,266,72,90,97,112,33,10,15,1278,0,0,0,0,0,0,0,0,0,0,0,1309,532,419,99,137,131,157,54,20,49,2906
POA4032,694,211,295,250,288,118,41,44,3510,5,0,0,0,0,0,0,0,0,34,38,2050,1077,935,260,333,292,342,145,69,141,5643
POA4034,1303,269,338,359,425,111,29,120,6963,4,0,4,3,0,0,0,0,0,22,41,5777,2659,1900,365,443,460,511,152,51,275,12601
POA4035,656,117,91,86,119,63,20,30,3098,0,0,0,0,0,0,0,0,0,3,8,3526,1484,1065,181,150,143,183,90,29,97,6959
POA4036,158,52,35,31,41,26,7,11,776,0,0,0,0,0,0,0,0,0,0,4,695,352,252,66,41,40,50,28,11,26,1566
POA4037,75,9,16,11,5,9,0,10,377,0,0,0,0,0,0,0,0,0,0,0,899,303,218,21,37,21,26,14,3,20,1569
POA4051,476,146,177,218,247,79,7,30,2535,0,0,0,0,0,0,0,0,0,0,5,2652,1042,881,219,243,279,322,123,33,92,5892
POA4053,795,166,150,210,225,104,31,56,4070,8,0,0,0,0,0,0,0,0,0,10,4638,1817,1410,257,225,331,322,162,44,158,9363
POA4054,186,36,42,24,37,11,7,18,849,0,0,0,0,0,0,0,0,0,3,4,1347,456,339,57,80,47,65,20,6,63,2467
POA4055,325,50,56,44,18,0,19,11,1270,0,0,0,0,0,0,0,0,0,3,6,2181,787,694,105,115,91,57,23,19,57,4140
POA4059,512,188,282,336,440,210,41,29,2722,0,0,0,0,0,0,0,0,0,5,3,1248,646,740,234,334,406,511,258,55,61,4487
POA4060,147,26,37,48,80,29,0,6,825,0,0,3,0,0,0,0,0,0,3,10,1375,440,368,73,77,65,121,43,9,27,2603
POA4061,215,56,35,52,60,30,17,11,1258,0,0,0,0,0,0,0,0,0,0,0,2266,843,607,106,74,88,93,57,31,45,4214
POA4064,217,91,100,111,150,59,17,23,1202,0,0,0,0,0,0,0,0,0,0,3,1182,359,436,142,148,182,234,113,44,58,2897
POA4065,84,20,19,25,31,15,4,6,538,0,0,0,0,0,0,0,0,0,0,0,1071,344,251,39,44,51,63,48,14,21,1954
POA4066,527,232,255,385,459,239,40,33,3273,0,0,0,3,0,0,0,0,0,3,5,2019,865,838,307,332,487,541,293,78,76,5833
POA4067,522,194,272,435,582,304,82,43,3283,0,6,3,0,0,0,0,0,0,3,8,1204,672,704,233,331,538,684,396,112,69,4949
POA4068,1179,334,404,516,695,322,109,90,5907,4,0,0,0,0,0,0,0,0,19,18,3234,1483,1607,453,521,623,860,411,135,161,9484
POA4069,877,169,177,202,223,105,37,58,4851,5,0,0,0,0,0,0,0,0,0,8,6098,2311,1695,313,283,295,384,153,67,166,11760
POA4070,262,62,66,44,46,14,6,7,1341,0,0,0,0,0,0,0,0,0,0,0,1883,975,607,114,113,80,87,31,14,33,3935
POA4073,311,39,48,35,27,15,0,28,1756,3,0,0,0,0,0,0,0,0,0,3,1959,523,452,50,61,49,43,16,9,89,3248
POA4074,594,89,114,94,109,42,18,85,4232,0,0,0,0,0,0,0,0,0,9,9,4864,1317,945,141,182,123,151,67,26,144,7961
POA4075,661,133,180,142,210,62,22,51,3241,0,5,3,0,0,0,0,0,0,0,10,3230,1263,1049,202,239,214,294,126,40,116,6772
POA4076,229,50,42,53,51,19,12,17,1412,0,0,0,0,0,0,0,0,0,496,501,968,341,285,53,49,54,55,28,15,538,2387
POA4077,2630,585,495,602,673,215,74,411,13429,11,0,6,0,0,0,0,4,0,34,55,6508,3389,3067,662,545,706,751,233,92,556,16513
POA4078,1071,180,169,175,289,100,31,143,6400,3,0,4,0,0,0,0,0,0,9,17,5021,2216,1430,240,233,232,333,133,61,239,10128
POA4101,1651,624,728,926,1349,601,164,147,9493,0,4,0,0,0,0,4,0,0,81,92,4431,2126,2341,789,913,1202,1717,872,248,303,14952
POA4102,465,185,222,327,459,179,34,54,2860,5,0,0,0,0,0,0,0,0,9,12,1299,535,636,235,293,390,532,220,51,116,4296
POA4103,506,140,172,225,280,86,9,43,2528,3,0,0,0,0,0,0,0,0,0,7,1793,647,711,182,237,260,352,131,19,82,4425
POA4104,137,46,49,66,57,20,0,15,808,0,0,0,0,0,0,0,0,0,9,8,845,295,232,61,60,86,70,34,7,36,1722
POA4105,315,71,77,110,126,57,15,26,1782,0,0,0,0,0,0,0,0,0,0,3,1672,585,489,106,117,133,153,67,24,58,3393
POA4106,87,18,17,16,21,8,0,36,369,0,0,0,0,0,0,0,0,0,0,0,200,100,105,24,19,27,29,10,0,44,562
POA4107,150,39,38,59,71,32,8,25,956,0,0,0,0,0,0,0,0,0,0,0,772,337,234,49,51,78,77,42,13,47,1703
POA4108,432,139,130,166,234,63,17,60,2285,0,0,0,0,0,0,0,0,0,15,15,925,526,477,154,152,188,250,68,20,90,2837
POA4109,2856,760,836,1037,1337,449,76,421,17273,3,0,3,0,0,4,0,0,0,41,53,8322,3666,3210,833,882,1131,1436,496,97,588,20655
POA4110,1427,244,194,225,216,103,35,103,5685,3,3,5,0,0,0,0,0,0,3,10,2326,1971,1700,290,223,265,241,124,40,145,7328
POA4111,20,4,7,10,23,15,0,0,128,0,0,0,0,0,0,0,0,0,0,0,112,26,25,8,12,11,22,13,0,0,244
POA4112,682,111,110,115,139,61,16,39,3541,4,0,4,0,0,0,0,0,0,6,13,2054,1012,781,133,125,142,140,64,20,59,4524
POA4113,2333,542,532,708,861,274,56,237,12853,3,4,5,0,0,0,9,0,0,14,31,6166,3282,2615,589,593,770,920,292,70,317,15612
POA4114,1986,502,318,397,621,161,50,160,7533,8,7,8,0,0,3,4,0,0,18,48,4017,1845,2366,569,353,440,677,182,59,330,10844
POA4115,1188,263,171,188,277,116,26,79,6000,3,4,0,0,0,0,0,0,0,11,13,3689,2120,1397,301,205,220,312,131,38,143,8558
POA4116,2186,395,421,402,528,215,39,208,12112,3,4,0,0,0,0,0,0,0,7,18,6309,3639,2534,434,471,459,588,243,44,261,14979
POA4117,206,25,17,35,24,14,13,8,909,0,0,0,0,0,0,0,0,0,0,4,444,368,281,34,21,43,39,14,19,20,1286
POA4118,981,173,113,153,237,71,12,86,5357,3,0,0,0,0,0,0,0,0,10,15,4896,2030,1453,220,169,234,294,94,45,227,9641
POA4119,407,52,57,75,86,27,14,35,2323,0,0,0,0,0,0,0,0,0,0,0,1411,809,477,61,63,84,92,34,13,47,3085
POA4120,320,101,131,147,199,49,20,25,1734,0,0,0,0,6,0,0,0,0,7,5,1271,439,452,139,158,179,224,62,31,53,3006
POA4121,457,99,74,128,116,64,26,38,2583,4,0,0,0,0,0,0,0,0,0,4,2840,892,767,144,116,162,156,81,43,85,5294
POA4122,2298,515,544,574,668,273,102,155,11046,4,0,3,0,5,4,5,0,0,20,35,6722,3257,2786,620,627,692,766,312,112,281,16183
POA4123,1208,237,243,234,245,129,35,97,5786,0,6,0,0,0,0,0,6,0,10,16,3520,1996,1448,273,293,282,297,148,42,146,8439
POA4124,423,99,79,85,115,46,6,65,2455,0,9,0,0,0,0,0,0,0,5,13,2940,1113,678,132,103,116,134,53,11,170,5461
POA4125,467,124,112,127,113,31,19,33,2040,3,0,0,0,0,0,0,0,0,5,10,1741,749,665,156,137,163,148,35,21,87,3913
POA4127,751,125,121,117,176,80,19,63,3976,11,4,5,0,0,0,0,0,0,4,20,4454,1666,1212,182,182,179,229,93,30,171,8392
POA4128,260,59,56,32,50,24,16,15,1687,5,0,0,0,0,0,0,0,0,3,8,2910,822,531,89,73,47,77,38,37,60,4686
POA4129,84,18,9,10,12,6,0,3,477,0,0,0,0,0,0,0,0,0,0,0,927,282,197,31,20,18,20,12,7,35,1545
POA4130,56,5,20,11,21,6,0,9,559,0,0,0,0,0,0,0,0,0,0,0,1494,353,161,20,22,25,29,22,0,34,2167
POA4131,540,198,147,141,265,51,8,49,2515,3,0,0,0,0,0,0,0,0,6,14,1627,690,697,240,171,191,294,63,16,121,4105
POA4132,1303,277,225,313,262,96,43,102,5270,4,6,8,0,0,0,0,0,0,10,32,3186,1860,1769,364,269,398,331,119,56,240,8592
POA4133,832,235,191,154,226,99,22,66,3591,4,5,7,4,0,0,0,3,0,8,24,2860,1276,1243,298,242,225,274,118,33,179,6760
POA4151,478,149,178,219,263,69,16,37,2433,0,0,0,0,0,0,0,0,0,5,10,1795,686,746,192,229,268,317,113,26,77,4445
POA4152,1009,217,204,220,271,108,45,102,6671,5,0,4,0,0,0,0,0,0,5,18,6632,2505,1649,321,305,323,348,150,53,236,12536
POA4153,90,8,10,11,16,4,4,9,605,0,0,0,0,0,0,0,0,0,0,0,633,258,164,16,18,18,21,9,4,19,1157
POA4154,211,46,42,26,28,27,0,12,1213,0,0,0,0,0,0,0,0,0,0,0,1312,849,502,100,113,47,74,50,10,36,3089
POA4155,3,5,0,0,0,0,0,4,120,0,0,0,0,0,0,0,0,0,0,0,205,49,17,5,0,0,0,0,0,10,288
POA4156,148,28,42,27,20,0,0,8,785,0,0,0,0,0,0,0,0,0,0,3,577,277,181,37,56,28,26,0,0,11,1206
POA4157,230,51,37,54,55,19,6,18,1370,0,0,0,0,0,0,0,0,0,0,3,2518,781,522,80,63,78,79,31,19,76,4258
POA4158,35,7,0,3,8,6,0,0,168,0,0,0,0,0,0,0,0,0,0,0,485,135,109,5,0,13,14,6,0,15,794
POA4159,115,27,24,44,44,18,0,61,921,7,0,0,0,0,0,0,0,0,52,60,1870,617,367,52,56,83,68,27,10,168,3323
POA4160,180,23,43,32,31,19,8,13,1033,6,0,0,0,0,0,0,0,0,0,4,2746,1068,583,94,100,104,98,49,21,77,4938
POA4161,146,35,27,31,23,8,6,27,960,4,0,0,0,0,0,0,0,0,14,18,1938,615,322,74,52,44,31,11,12,97,3195
POA4163,169,46,33,45,32,19,5,50,1105,3,0,0,0,0,0,0,0,0,8,11,2690,801,526,95,84,100,92,46,17,181,4617
POA4164,314,57,55,51,49,21,8,25,1347,6,0,0,0,0,0,0,0,0,0,0,2369,1166,811,115,107,89,116,50,24,87,4933
POA4165,222,55,34,20,81,34,14,29,1557,0,0,0,0,0,0,0,0,0,17,23,4895,1576,841,120,93,92,155,58,23,184,8032
POA4169,481,152,200,226,413,130,39,54,2660,0,0,0,0,0,0,0,0,0,3,3,1927,735,792,219,289,337,531,215,63,117,5226
POA4170,568,135,142,143,164,81,11,32,2493,0,0,3,0,0,0,0,0,0,0,9,2837,1251,1161,240,229,238,273,144,51,98,6521
POA4171,223,74,72,66,88,45,22,14,1244,0,0,0,0,0,0,0,0,0,0,0,1906,779,601,130,160,162,175,108,54,71,4136
POA4172,140,29,30,30,27,10,4,7,581,0,0,0,0,0,0,0,0,0,0,0,555,299,249,47,47,53,42,21,4,18,1341
POA4173,175,24,21,33,24,17,0,12,898,3,0,0,0,0,0,0,0,0,0,4,1128,375,330,39,37,48,50,17,8,33,2072
POA4174,50,16,9,8,10,0,0,9,268,0,0,0,0,0,0,0,0,0,0,0,310,180,116,30,17,16,19,6,0,16,700
POA4178,303,64,65,73,83,22,8,40,1815,6,0,0,0,0,0,0,0,0,13,22,3129,1256,889,133,155,158,150,67,36,142,6101
POA4179,213,33,39,22,45,23,14,28,1071,0,0,0,0,0,0,0,0,0,6,8,2297,908,612,98,102,82,94,54,41,104,4388
POA4183,17,3,0,4,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,220,31,35,9,9,10,3,5,0,20,343
POA4184,28,13,0,5,4,3,3,18,287,0,0,0,0,0,0,0,0,0,0,0,1543,164,105,18,11,17,15,15,13,109,2012
POA4205,70,11,25,12,19,4,0,78,502,0,0,0,0,0,0,0,0,0,28,22,1057,175,128,19,26,49,31,12,7,215,1727
POA4207,979,265,257,256,268,82,37,97,5263,6,5,0,0,0,0,0,0,0,31,39,8298,2812,1966,417,410,427,417,153,87,359,15351
POA4208,237,20,41,39,50,21,7,26,1276,0,0,0,0,0,0,0,0,0,0,0,2746,1335,825,101,141,130,141,47,34,102,5603
POA4209,1719,398,334,424,376,138,56,122,7382,19,5,6,0,0,0,0,0,0,73,100,7732,5580,4261,776,710,791,712,286,138,533,21514
POA4210,334,34,38,34,43,19,0,7,1656,3,3,0,0,0,0,0,0,0,7,16,3161,1557,985,119,101,96,106,52,24,77,6280
POA4211,874,178,228,205,220,84,36,94,5451,3,3,4,0,0,0,0,0,0,24,32,9357,3304,2156,347,380,385,355,182,82,343,16893
POA4212,623,202,153,145,156,96,17,82,3512,4,0,0,0,0,0,0,0,0,24,33,5940,2119,1488,357,263,291,284,199,53,257,11263
POA4213,236,64,52,35,44,38,4,36,1811,3,4,0,0,0,0,0,0,0,15,19,4606,1394,856,148,121,105,119,80,26,163,7610
POA4214,951,218,243,234,298,125,26,133,5603,6,0,0,0,0,0,0,0,0,8,16,6542,2456,1658,363,356,367,440,197,63,295,12736
POA4215,2085,643,676,827,1064,377,69,258,10417,20,5,5,0,0,0,0,0,0,74,108,8830,2877,3142,836,881,1050,1360,511,115,683,20286
POA4216,679,205,184,192,184,86,22,114,3997,16,3,0,0,0,0,0,0,0,14,36,7299,1709,1381,345,283,298,300,163,69,376,12219
POA4217,1295,461,632,828,1249,460,95,147,8754,7,5,0,0,0,0,0,0,0,154,165,7678,2134,2123,652,832,1044,1533,647,168,487,17295
POA4218,651,239,272,289,375,142,35,95,4139,3,0,0,0,0,0,0,0,0,52,52,5394,1412,1289,390,430,451,566,239,96,296,10558
POA4220,348,107,131,120,168,58,14,37,1999,0,0,0,0,0,0,0,0,0,33,41,4085,1007,869,226,237,220,297,153,32,211,7350
POA4221,188,63,58,65,78,35,6,31,1161,5,0,0,0,0,0,0,0,0,6,17,3042,787,569,154,138,133,144,70,48,145,5219
POA4223,83,34,16,27,27,10,4,5,493,3,0,0,0,0,0,0,0,0,4,3,1644,436,232,76,34,62,54,25,11,68,2652
POA4224,84,28,17,11,21,6,0,9,365,0,0,0,0,0,0,0,0,0,30,30,663,202,210,48,45,37,45,19,7,57,1342
POA4225,99,51,48,66,75,25,20,6,576,0,0,0,0,0,0,0,0,0,4,7,979,186,202,77,64,110,123,50,26,66,1869
POA4226,823,227,238,220,244,118,29,130,5093,9,0,0,0,0,0,0,0,0,4,20,6539,2164,1668,382,355,368,386,206,64,301,12437
POA4227,613,165,161,182,204,90,31,59,3365,4,0,0,3,0,0,0,0,0,17,22,3382,1529,1147,279,250,316,328,128,44,143,7545
POA4228,15,0,3,5,7,0,0,4,157,0,0,0,0,0,0,0,0,0,3,3,707,133,68,11,6,13,20,13,12,35,1018
POA4270,14,3,0,3,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,580,130,56,8,4,9,4,0,0,24,815
POA4272,43,6,14,9,4,0,0,13,355,4,0,0,0,0,0,0,0,0,3,9,1438,282,148,31,26,22,28,8,10,73,2074
POA4275,7,6,4,6,11,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,459,116,65,14,21,11,26,7,0,25,744
POA4280,113,24,33,28,30,20,7,33,850,0,0,0,0,0,0,0,0,0,3,3,2230,588,355,54,61,50,55,25,12,89,3516
POA4285,60,10,16,14,20,0,0,8,459,6,0,0,0,0,0,0,0,0,30,33,2056,361,230,42,26,26,26,12,13,134,2926
POA4287,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,35,35,56,0,0,0,0,0,0,0,0,36,100
POA4300,2838,494,439,540,497,178,86,173,12605,3,0,5,0,0,0,3,0,0,30,47,8572,5744,4346,756,635,756,737,260,142,409,22349
POA4301,1452,294,220,267,245,74,42,118,6001,4,3,5,0,0,0,4,0,0,11,28,4114,2569,2359,442,369,400,381,110,74,243,11063
POA4303,79,16,12,17,12,10,0,19,433,0,0,0,0,0,0,0,0,0,0,8,484,129,108,24,24,24,19,13,0,48,868
POA4304,195,40,48,37,53,13,3,16,1000,0,0,0,0,0,0,0,0,0,0,4,1444,469,323,61,65,53,64,25,16,75,2600
POA4305,435,91,58,108,124,52,16,57,2282,4,0,0,0,0,0,0,0,0,75,82,4420,1244,842,161,116,167,199,86,35,288,7560
POA4306,483,112,95,105,102,28,10,28,2071,0,3,0,0,0,0,0,0,0,112,119,3487,1329,1021,163,146,169,160,55,31,240,6792
POA4307,6,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,85,18,5,0,0,5,0,0,0,7,131
POA4309,4,6,0,8,6,4,0,3,58,0,0,0,0,0,0,0,0,0,0,4,206,31,13,9,3,10,9,4,0,23,316
POA4310,14,0,7,15,34,14,9,6,158,0,0,0,0,0,0,0,0,0,0,3,429,42,33,3,10,21,42,18,9,33,632
POA4311,32,15,7,5,15,4,0,10,262,0,6,0,0,0,0,0,0,0,4,11,880,117,69,19,9,11,17,11,6,53,1187
POA4312,11,0,3,5,3,0,0,7,60,0,0,0,0,0,0,0,0,0,0,0,356,23,24,0,6,5,9,5,0,21,444
POA4313,4,0,0,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,185,11,0,0,0,0,0,6,0,9,222
POA4314,14,0,0,0,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,321,33,13,9,0,0,7,0,0,19,399
POA4340,22,0,7,0,5,0,0,0,68,0,0,0,0,0,0,0,0,0,10,10,367,42,35,0,10,0,3,3,0,26,490
POA4341,36,10,7,16,16,6,5,9,329,0,0,0,0,0,0,0,0,0,0,0,1337,220,100,17,21,23,23,12,16,59,1832
POA4342,3,0,0,0,3,0,7,4,60,0,0,0,0,0,0,0,0,0,0,0,216,22,16,9,0,6,6,0,7,13,295
POA4343,310,100,139,210,390,139,19,40,1724,7,0,0,0,0,0,5,0,0,45,54,611,313,386,117,160,230,442,167,30,110,2562
POA4344,9,7,0,3,7,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,135,44,22,6,0,4,14,0,0,14,246
POA4346,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,54,16,3,0,5,0,0,0,0,3,77
POA4347,0,0,0,0,3,0,42,8,73,0,0,0,0,0,0,0,0,0,0,0,76,22,11,0,4,0,3,0,52,8,173
