POA_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
POA3523,56,1300,510,255,1336,0.7,996,2
POA3525,55,776,552,200,1308,0.7,980,2.1
POA3527,57,654,630,150,1412,0.7,1042,2
POA3529,36,500,671,110,2083,0.8,1333,2.7
POA3530,58,542,662,55,1958,0.6,1156,1.8
POA3531,47,433,661,150,1437,0.8,1093,2.5
POA3533,51,650,563,140,1416,0.7,941,2.1
POA3537,53,921,629,175,1507,0.7,1143,2.2
POA3540,57,729,527,80,1218,0.6,907,1.9
POA3542,52,433,619,168,1687,0.7,916,2.1
POA3544,44,627,710,150,1550,0.7,1218,2.3
POA3546,52,477,666,125,1611,0.7,1337,2.3
POA3549,36,1050,621,210,1507,0.9,1326,2.9
POA3550,40,1311,741,285,1836,0.7,1365,2.2
POA3551,37,1625,852,360,2204,0.8,2009,2.9
POA3555,41,1300,678,290,1580,0.7,1238,2.2
POA3556,38,1300,653,280,1529,0.7,1228,2.4
POA3557,40,1324,755,245,2018,0.8,1684,2.6
POA3558,51,1083,580,220,1403,0.7,975,2.1
POA3559,50,975,683,200,1781,0.7,1285,2.3
POA3561,49,1152,622,220,1534,0.7,1210,2.3
POA3562,44,1800,810,238,1958,0.8,1768,2.7
POA3563,45,1100,666,200,1523,0.7,1257,2.4
POA3564,45,1500,721,285,1755,0.7,1373,2.4
POA3565,40,1300,632,170,2062,0.9,1687,2.9
POA3566,49,1000,612,185,1393,0.8,1047,2.3
POA3567,49,867,590,160,1367,0.7,1019,2.3
POA3568,52,976,610,185,1458,0.7,1158,2.2
POA3570,50,1178,622,235,1618,0.8,1446,2.6
POA3571,47,1198,611,100,1792,0.8,1375,2.6
POA3572,48,1517,693,250,1937,0.8,1781,2.6
POA3573,42,690,720,100,1476,0.7,1273,2.3
POA3575,47,777,629,150,1399,0.8,1047,2.3
POA3576,47,217,612,115,1374,0.7,1174,2.3
POA3579,50,1000,592,200,1416,0.7,1053,2.2
POA3580,53,1083,544,200,1319,0.7,975,2.2
POA3581,57,879,630,188,1463,0.8,1303,2.5
POA3583,47,930,505,170,1625,0.8,1375,2.7
POA3584,42,1083,719,210,1807,0.8,1403,2.5
POA3585,38,1300,763,235,1804,0.8,1393,2.4
POA3586,43,1300,772,250,1949,0.8,1617,2.7
POA3588,43,867,595,175,1395,0.8,1283,2.6
POA3589,37,975,818,225,2053,0.9,1812,2.7
POA3590,42,1000,676,163,1645,0.8,1361,2.6
POA3591,48,1135,733,135,1916,0.9,1708,2.5
POA3594,48,867,678,200,1474,0.8,1083,2.1
POA3595,43,650,484,188,1286,0.8,974,2.3
POA3596,50,1192,612,185,2150,0.8,966,2.4
POA3597,41,650,813,130,1859,0.8,1528,2.5
POA3599,52,840,745,162,1625,1,1531,2.5
POA3607,46,1300,809,207,1687,0.7,1437,2.4
POA3608,52,1434,680,280,1698,0.7,1205,2.1
POA3610,48,1200,593,231,1574,0.8,1113,2.2
POA3612,55,1003,496,195,1236,0.8,915,2.1
POA3614,40,1517,908,250,2210,0.8,1993,2.8
POA3616,43,1300,725,245,1805,0.7,1378,2.4
POA3617,46,1454,543,230,1343,0.8,1174,2.7
POA3618,47,1083,543,180,1406,0.8,1030,2.3
POA3620,45,1265,640,220,1586,0.7,1202,2.4
POA3621,40,1170,670,200,1608,0.8,1268,2.5
POA3622,41,1408,682,150,1718,0.8,1490,2.8
POA3623,49,888,562,195,1414,0.7,1134,2.2
POA3624,42,1083,595,180,1399,0.7,1081,2.4
POA3629,42,1176,647,250,1494,0.8,1159,2.3
POA3630,37,1248,681,270,1582,0.8,1283,2.4
POA3631,38,1603,843,350,2178,0.8,1977,2.9
POA3633,41,1603,734,285,2054,0.8,1654,2.7
POA3634,42,1300,776,230,1963,0.8,1648,2.7
POA3635,48,1116,690,220,1682,0.7,1416,2.3
POA3636,48,1148,637,210,1514,0.7,1168,2.3
POA3637,38,1211,624,231,1666,0.8,1418,2.8
POA3638,46,1127,622,190,1734,0.7,1174,2.3
POA3639,56,967,480,180,1238,0.7,937,2.1
POA3640,37,1192,735,240,1618,0.8,1505,2.8
POA3641,42,1083,633,205,1593,0.8,1333,2.5
POA3644,46,1300,639,250,1532,0.7,1181,2.3
POA3646,49,1170,665,200,1583,0.7,1385,2.4
POA3647,20,0,315,185,3374,1.1,3374,3.3
POA3649,45,952,654,185,1462,0.8,1218,2.5
POA3658,41,1517,722,310,1923,0.8,1575,2.5
POA3659,49,1733,798,263,2008,0.8,1758,2.5
POA3660,46,1300,655,250,1546,0.7,1219,2.3
POA3662,24,1714,1296,265,2602,0.9,2479,3.2
POA3663,53,1515,918,274,2150,0.7,2042,2.4
POA3664,48,1500,757,300,1757,0.7,1418,2.3
POA3665,52,1000,683,265,1718,0.8,1273,2.4
POA3666,54,1200,642,250,1505,0.7,1166,2.1
POA3669,57,1300,558,250,1409,0.7,1054,2.1
POA3670,52,1300,675,260,1586,0.7,1320,2.3
POA3672,50,1252,651,255,1521,0.7,1144,2.1
POA3673,52,1465,686,200,1599,0.7,1349,2.4
POA3675,47,1473,760,250,1746,0.8,1495,2.5
POA3677,43,1300,704,260,1694,0.7,1220,2.2
POA3678,47,1600,799,250,2001,0.7,1650,2.6
POA3682,45,1300,749,230,1762,0.8,1508,2.6
POA3683,50,1300,681,252,1737,0.7,1316,2.2
POA3685,49,1300,748,250,1859,0.7,1345,2.3
POA3687,48,1473,706,230,1648,0.7,1280,2.3
POA3688,42,1517,845,280,2105,0.8,1761,2.6
POA3690,38,1380,760,285,1829,0.7,1398,2.4
POA3691,35,1713,969,340,2262,0.8,2069,2.8
POA3695,48,1517,789,245,2022,0.8,1833,2.8
POA3697,50,1400,716,240,2021,0.7,1401,2.3
POA3698,48,1344,740,295,1822,0.7,1420,2.2
POA3699,34,997,819,290,1493,0.7,1218,2
POA3700,49,1200,680,240,1531,0.7,1224,2.2
POA3701,53,1300,715,200,1736,0.7,1395,2.3
POA3704,57,1491,675,305,1437,0.7,1333,2
POA3705,54,1062,654,130,1444,0.7,1279,2.1
POA3707,51,888,638,200,1488,0.7,1113,2.2
POA3708,51,535,665,250,1375,0.8,1249,2.2
POA3709,62,1049,623,170,1562,0.7,1202,1.9
POA3711,53,1733,706,346,1759,0.7,1429,2.2
POA3712,55,992,672,240,1642,0.7,1086,2
POA3713,56,1188,611,250,1312,0.6,965,1.9
POA3714,51,1322,658,248,1570,0.7,1165,2.2
POA3715,52,1500,647,271,1446,0.7,1203,2.3
POA3717,52,1500,636,300,1567,0.7,1237,2.2
POA3718,62,1733,660,351,1792,0.8,1249,2.1
POA3719,55,1240,642,243,1447,0.7,1258,2.2
POA3720,53,1300,653,296,1548,0.7,1328,2.2
POA3722,46,1600,749,331,1790,0.7,1366,2.3
POA3723,41,1308,758,294,1591,0.7,1439,2.2
POA3725,47,1421,686,200,1783,0.8,1469,2.5
POA3726,52,953,513,231,1428,0.7,1125,2.4
POA3727,52,1262,548,210,1233,0.8,1112,2.4
POA3728,48,1021,604,150,1396,0.8,1190,2.3
POA3730,50,1432,644,290,1490,0.7,1194,2.3
POA3732,48,1300,745,200,1702,0.8,1401,2.4
POA3733,51,1083,682,200,1625,0.7,1087,2.1
POA3735,50,1300,858,263,1897,0.8,1523,2.4
POA3737,50,1400,681,250,1678,0.7,1207,2.3
POA3738,47,1454,714,183,1839,0.7,1406,2.2
POA3739,51,1600,728,240,1562,0.7,1375,2.3
POA3740,45,1625,798,383,1862,0.8,1591,2.5
POA3741,44,1589,856,300,1807,0.7,1465,2.2
POA3744,44,1448,818,275,1895,0.9,1653,2.5
POA3746,52,1300,653,225,1833,0.8,1303,2.3
POA3747,49,1560,771,300,1904,0.7,1441,2.3
POA3749,50,1614,803,300,2071,0.8,1656,2.5
POA3750,30,2000,840,391,2027,0.9,1979,3.3
POA3751,54,3500,682,390,1687,0.8,1375,2.7
POA3752,36,1900,823,390,2249,0.8,2076,3
POA3753,32,2055,976,400,2333,0.8,2266,3.2
POA3754,33,1963,905,390,2229,0.8,2085,3
POA3755,48,2550,606,388,1699,0.7,1481,2.7
POA3756,33,1733,843,360,2054,0.8,1907,2.9
POA3757,41,1950,742,347,2095,0.8,1742,2.8
POA3758,40,1900,790,305,2259,0.8,2084,2.9
POA3759,47,2167,917,350,2692,0.8,2353,2.9
POA3760,49,2167,1012,278,2600,0.8,2468,2.9
POA3761,45,2167,816,340,2406,0.8,2216,2.8
POA3762,47,1767,939,210,1812,0.7,2035,2.7
POA3763,43,1733,770,300,2085,0.8,1741,2.6
POA3764,41,1690,747,337,1972,0.7,1594,2.6
POA3765,40,2000,856,365,2381,0.8,2087,2.8
POA3766,42,1950,949,431,2406,0.8,2094,2.6
POA3767,44,2167,860,426,2369,0.8,2049,2.6
POA3770,40,1950,838,360,2198,0.8,2001,2.8
POA3775,44,2019,824,380,2177,0.8,1869,2.7
POA3777,45,1733,712,350,1921,0.8,1516,2.5
POA3778,51,1472,808,191,2022,0.8,1571,2.2
POA3779,58,1300,601,300,1390,0.7,1117,2
POA3781,36,1759,837,370,2205,0.8,1987,2.9
POA3782,43,2000,854,385,2399,0.8,2130,2.8
POA3783,41,1907,816,360,2276,0.8,1997,2.8
POA3785,36,2167,1031,401,2374,0.8,2187,2.7
POA3786,45,2167,895,400,2792,0.8,2388,2.7
POA3787,47,2032,901,413,2368,0.8,2161,2.6
POA3788,45,2000,883,400,2429,0.8,2007,2.5
POA3789,46,2500,942,355,2821,0.8,2408,2.7
POA3791,47,2014,818,347,2308,0.8,1988,2.5
POA3792,46,2085,875,415,2355,0.8,2072,2.7
POA3793,41,1915,759,369,2036,0.8,1714,2.7
POA3795,41,2167,812,350,2329,0.9,2148,3
POA3796,37,2000,828,361,2263,0.8,2040,2.8
POA3797,44,1781,624,300,1764,0.8,1329,2.5
POA3799,46,1410,630,300,1567,0.8,1234,2.3
POA3802,39,1848,677,375,1906,0.8,1735,2.9
POA3803,36,1700,602,360,1623,0.9,1487,3
POA3804,42,2219,802,430,2599,0.8,2623,3.4
POA3805,34,1837,745,377,2051,0.9,1939,3.1
POA3806,38,2000,852,400,2354,0.8,2119,2.9
POA3807,39,2037,897,390,2628,0.8,2302,2.9
POA3808,42,2230,993,350,2834,0.8,2721,3.1
POA3809,31,2000,973,396,2265,0.8,2122,2.9
POA3810,33,1733,785,351,1894,0.8,1675,2.8
POA3812,41,2079,769,300,2197,0.8,2011,2.9
POA3813,43,1950,792,293,2327,0.8,2125,2.9
POA3814,40,1846,741,330,2005,0.8,1688,2.8
POA3815,39,1956,778,311,2214,0.8,1922,2.8
POA3816,37,1517,733,330,1869,0.8,1491,2.6
POA3818,39,1647,704,330,1797,0.7,1455,2.5
POA3820,40,1625,755,321,1984,0.7,1561,2.5
POA3821,43,1733,768,280,2157,0.8,1836,2.7
POA3822,41,1558,821,300,1972,0.8,1790,2.8
POA3823,44,1517,733,320,1787,0.7,1375,2.4
POA3824,42,1500,737,300,1888,0.7,1482,2.4
POA3825,44,1083,597,215,1483,0.7,1074,2.2
POA3831,47,1610,686,255,1565,0.7,1396,2.5
POA3832,52,1517,653,250,1402,0.7,1235,2.2
POA3833,52,1042,561,250,1292,0.7,916,2
POA3835,46,1300,609,250,1525,0.7,1214,2.4
POA3840,43,1083,564,215,1386,0.7,1037,2.2
POA3842,37,997,584,230,1347,0.7,1111,2.3
POA3844,40,1322,775,275,2007,0.7,1551,2.4
POA3847,43,1245,624,250,1660,0.7,1305,2.4
POA3850,41,1300,707,280,1787,0.7,1338,2.3
POA3851,47,1300,575,210,1521,0.7,1136,2.3
POA3852,25,737,1563,75,4250,0.7,1625,2.1
POA3854,41,1517,795,265,2229,0.8,1963,2.8
POA3856,38,1400,781,270,2036,0.8,1728,2.7
POA3857,47,1262,660,215,1784,0.8,1536,2.7
POA3858,45,1127,595,213,1568,0.8,1201,2.4
POA3859,40,1387,741,250,1800,0.8,1568,2.5
POA3860,42,1300,676,250,1735,0.7,1309,2.3
POA3862,41,1308,712,280,1726,0.7,1397,2.5
POA3864,48,1218,575,200,1583,0.8,1275,2.5
POA3865,42,1149,699,255,1449,0.7,1292,2.5
POA3869,42,1430,746,245,1995,0.7,1676,2.5
POA3870,50,1100,595,213,1461,0.7,1211,2.3
POA3871,48,1387,643,260,1652,0.7,1272,2.4
POA3873,41,1300,691,138,1916,0.8,1458,2.5
POA3874,57,1000,526,230,1257,0.7,1077,2.1
POA3875,46,1300,656,280,1540,0.7,1239,2.3
POA3878,58,1478,598,305,1365,0.7,1209,2.2
POA3880,63,1200,562,307,1267,0.7,980,2
POA3882,47,1733,662,285,1657,0.7,1382,2.5
POA3885,47,1300,632,230,1523,0.8,1230,2.3
POA3886,49,1142,576,150,1337,0.8,1125,2.4
POA3887,53,850,542,205,1097,0.8,939,2.1
POA3888,54,1000,535,200,1325,0.7,905,2.1
POA3889,61,997,417,250,819,0.8,736,1.9
POA3890,53,705,473,130,1071,0.7,841,1.9
POA3891,57,1084,425,90,959,0.8,756,2
POA3892,59,1148,616,227,1375,0.7,1065,2
POA3893,61,1084,743,0,2083,0.8,1875,2.1
POA3895,54,765,615,150,1312,0.7,924,2
POA3896,52,1029,697,120,1638,0.7,1338,2.2
POA3898,42,1250,871,250,1609,0.8,1434,2.1
POA3900,59,1142,677,150,1392,0.7,971,1.8
POA3902,54,1320,541,300,1287,0.8,1071,2.2
POA3903,50,1301,559,210,1258,0.8,1096,2.4
POA3904,59,1333,628,348,1370,0.7,1254,2.1
POA3909,53,1300,557,260,1300,0.7,969,2.2
POA3910,38,1863,869,365,2253,0.8,1917,2.7
POA3911,41,1800,813,352,2196,0.7,1832,2.6
POA3912,40,1894,802,381,2153,0.8,1835,2.7
POA3913,42,1822,787,388,2110,0.8,1855,2.7
POA3915,41,1700,643,316,1552,0.8,1211,2.3
POA3916,58,2167,1095,420,2654,0.6,2257,2.2
POA3918,45,1842,729,366,1991,0.8,1613,2.5
POA3919,38,1608,725,340,1815,0.8,1441,2.5
POA3920,22,0,1085,260,2399,0.9,2323,3
POA3921,51,1900,458,600,1050,0.9,1042,2.3
POA3922,52,1517,630,330,1422,0.7,1131,2.1
POA3923,58,1562,711,320,1577,0.6,1280,2.1
POA3925,46,1517,730,330,1822,0.7,1414,2.3
POA3926,49,2167,899,454,2304,0.7,1909,2.5
POA3927,52,2167,904,400,2284,0.7,1971,2.4
POA3928,55,2600,1139,354,2531,0.6,2204,2.2
POA3929,60,2600,1167,462,2851,0.6,2262,2.1
POA3930,45,2600,965,520,2956,0.8,2541,2.8
POA3931,49,2000,738,400,2001,0.7,1449,2.3
POA3933,48,3046,824,351,2430,0.8,2269,2.8
POA3934,46,2167,849,496,2481,0.7,2104,2.7
POA3936,50,1950,719,405,1794,0.7,1404,2.2
POA3937,51,2167,1011,475,2719,0.7,2351,2.6
POA3938,53,2000,751,392,1858,0.7,1457,2.3
POA3939,49,1800,643,350,1624,0.7,1238,2.2
POA3940,58,1602,558,350,1316,0.7,952,1.9
POA3941,48,1842,711,370,1718,0.7,1380,2.3
POA3942,57,2000,841,400,1986,0.6,1662,2.1
POA3943,61,2200,996,483,2215,0.6,1895,2
POA3944,62,3672,1564,610,3250,0.5,3036,1.8
POA3945,49,1603,782,300,1834,0.8,1574,2.5
POA3946,51,1777,785,285,1797,0.7,1708,2.4
POA3950,46,1343,616,270,1541,0.7,1205,2.3
POA3951,49,1517,715,216,1783,0.8,1578,2.6
POA3953,45,1472,679,270,1733,0.7,1314,2.4
POA3954,52,1509,765,254,2250,0.7,1829,2.5
POA3956,51,1300,654,270,1503,0.7,1173,2.2
POA3957,41,1300,748,260,1894,0.8,1642,2.7
POA3958,48,1219,819,260,1892,0.7,1600,2.5
POA3959,52,1408,747,250,1690,0.7,1410,2.3
POA3960,58,1348,590,236,1433,0.7,1055,2
POA3962,53,1016,496,240,1221,0.7,954,2.1
POA3964,48,1083,710,200,1775,0.7,1178,2.1
POA3965,62,875,491,245,1187,0.6,939,1.8
POA3966,49,1192,601,220,1341,0.8,982,2.3
POA3967,56,1200,480,190,1416,0.7,1218,2.2
POA3971,53,1200,541,239,1327,0.7,978,2.1
POA3975,33,2080,863,416,2285,0.9,2328,3.5
POA3976,33,1582,668,351,1614,0.9,1535,3.1
POA3977,33,1907,804,380,2021,0.9,1893,3.1
POA3978,30,2167,937,406,2197,0.8,2156,3.2
POA3979,45,1897,696,200,1928,0.8,1763,2.7
POA3980,39,1810,808,350,2130,0.8,1847,2.7
POA3981,36,1851,786,313,2067,0.8,1751,2.7
POA3984,45,1555,659,300,1687,0.7,1284,2.3
POA3987,41,1733,781,315,2011,0.8,1828,2.9
POA3988,42,1718,738,250,1914,0.8,1625,2.6
POA3990,56,2134,631,308,1687,0.8,1562,2.5
POA3991,49,1514,537,225,1674,0.7,1261,2.4
POA3992,42,1517,700,280,1601,0.7,1406,2.4
POA3995,50,1300,572,280,1392,0.7,1044,2.2
POA3996,53,1733,720,350,1742,0.7,1322,2.2
POA4000,33,1842,937,450,2384,1.1,1853,1.9
POA4005,38,2179,1365,450,3306,0.9,2259,1.9
POA4006,32,1800,1152,420,2460,1,1871,1.7
POA4007,39,2211,1199,420,3020,0.8,2129,2.1
POA4008,43,1550,1058,350,1946,0.8,1724,2.1
POA4009,38,0,899,450,1375,1,1125,1.8
POA4010,33,1953,1174,410,2528,0.9,1973,1.9
POA4011,38,2300,1126,360,3107,0.8,2112,2.3
POA4012,36,2037,1083,385,2717,0.8,2011,2.3
POA4013,35,2100,996,360,2627,0.8,2046,2.4
POA4014,37,2148,1031,450,2683,0.8,2350,2.7
POA4017,41,1911,846,390,2304,0.8,1928,2.6
POA4018,37,1677,785,390,1957,0.8,1565,2.4
POA4019,47,1733,691,330,1769,0.8,1275,2.2
POA4020,50,1900,717,360,1914,0.7,1363,2.2
POA4021,43,1593,624,350,1619,0.8,1292,2.5
POA4022,43,1673,647,380,1604,0.7,1303,2.5
POA4025,40,1509,1002,220,1625,0.8,1488,1.9
POA4030,33,2200,1117,390,2852,0.9,2128,2.2
POA4031,35,2200,1127,375,2889,0.8,2147,2.4
POA4032,37,1888,849,385,2066,0.8,1581,2.2
POA4034,39,1900,838,390,2209,0.8,1805,2.5
POA4035,40,2167,1005,470,2742,0.7,2456,2.9
POA4036,36,1733,853,388,2134,0.8,1929,2.7
POA4037,38,2150,1042,460,2862,0.8,2767,3.1
POA4051,34,2226,1154,380,3149,0.8,2313,2.5
POA4053,36,2060,1016,410,2589,0.8,2149,2.5
POA4054,38,1950,896,410,2319,0.8,1944,2.6
POA4055,38,2100,1014,430,2729,0.8,2494,2.9
POA4059,30,2383,904,400,2688,1,1936,2.3
POA4060,38,2600,1145,440,3654,0.8,2855,2.8
POA4061,41,2253,1037,490,2957,0.8,2566,2.9
POA4064,33,2522,1251,450,3406,0.9,2430,2.3
POA4065,38,2817,1330,500,4152,0.8,3389,2.8
POA4066,31,2130,996,410,2760,0.9,2014,2.2
POA4067,25,2000,538,410,2389,0.9,1757,2.4
POA4068,34,2100,974,410,2662,0.9,2090,2.5
POA4069,42,2500,1078,540,3319,0.7,3011,3
POA4070,40,2100,942,460,2634,0.7,2431,3
POA4073,43,2167,960,455,2866,0.7,2536,2.8
POA4074,40,2000,930,440,2488,0.7,2269,2.8
POA4075,38,2167,1021,400,2794,0.8,2233,2.6
POA4076,35,1499,642,350,1792,0.8,1527,2.6
POA4077,32,1517,590,340,1476,0.9,1340,2.9
POA4078,36,1666,774,370,2049,0.8,1835,2.8
POA4101,32,2026,999,450,2524,1.1,1972,2.1
POA4102,30,2000,843,430,2369,1,1839,2.2
POA4103,33,2000,956,365,2506,0.9,1906,2.3
POA4104,39,2167,1020,380,2762,0.8,1931,2.2
POA4105,36,2000,1019,370,2603,0.8,1997,2.4
POA4106,34,1645,792,335,2067,0.9,1513,2.3
POA4107,35,2000,956,400,2526,0.8,2132,2.7
POA4108,34,1731,719,360,1858,0.9,1564,2.6
POA4109,36,1907,653,410,1738,0.8,1685,3
POA4110,32,1950,823,370,2059,0.8,1899,2.9
POA4111,28,1950,602,300,2213,0.8,1644,2.3
POA4112,33,2100,743,400,2171,0.8,2134,3.3
POA4113,35,1727,752,410,1923,0.8,1818,2.9
POA4114,32,1300,500,290,1223,0.9,1077,2.8
POA4115,36,1842,801,420,2084,0.8,1966,3
POA4116,35,1842,777,420,2003,0.8,1967,3.1
POA4117,28,1777,789,410,1898,0.9,1877,3.5
POA4118,35,1625,769,360,1885,0.8,1741,2.9
POA4119,34,1950,797,400,2110,0.8,1988,3.1
POA4120,34,1900,1057,380,2577,0.9,1946,2.1
POA4121,37,2350,1085,410,3083,0.8,2448,2.7
POA4122,36,2000,823,415,2263,0.8,1933,2.7
POA4123,35,2000,878,420,2244,0.8,2083,2.9
POA4124,35,1950,830,360,2138,0.8,2039,3.1
POA4125,32,1800,766,380,1805,0.8,1594,2.8
POA4127,38,1700,736,342,1883,0.8,1600,2.7
POA4128,38,1950,897,400,2308,0.8,2120,2.8
POA4129,33,1668,812,395,1975,0.8,1841,2.9
POA4130,40,2101,894,423,2505,0.8,2312,2.9
POA4131,32,1517,604,350,1505,0.8,1372,2.8
POA4132,29,1450,653,350,1499,0.9,1434,3.2
POA4133,32,1651,729,370,1718,0.8,1502,2.8
POA4151,35,2047,1127,380,2846,0.8,2103,2.3
POA4152,38,2200,1026,450,2786,0.8,2315,2.6
POA4153,39,2167,948,460,2660,0.8,2431,2.9
POA4154,37,2383,1174,510,3182,0.8,3041,3.2
POA4155,44,3467,938,355,3037,0.7,2895,3.2
POA4156,40,2300,1008,490,2957,0.8,2896,3.2
POA4157,40,1820,805,385,2120,0.8,1790,2.6
POA4158,41,1785,821,370,1963,0.8,1482,2.3
POA4159,43,2000,814,435,2243,0.7,1898,2.7
POA4160,44,2037,854,450,2413,0.7,2102,2.7
POA4161,38,1820,822,400,2059,0.8,1824,2.7
POA4163,51,2000,742,400,1997,0.7,1427,2.3
POA4164,36,2167,918,470,2378,0.7,2213,2.9
POA4165,41,2000,814,460,2204,0.7,1966,2.7
POA4169,35,2000,1106,435,2684,0.9,2054,2
POA4170,34,2383,1195,440,3044,0.8,2424,2.5
POA4171,38,2800,1350,470,3639,0.8,2822,2.5
POA4172,34,2167,1117,450,2661,0.8,2359,2.6
POA4173,38,1863,937,420,2277,0.8,1935,2.5
POA4174,35,2000,969,430,2364,0.8,2141,2.7
POA4178,41,2000,867,410,2283,0.8,1835,2.5
POA4179,42,2120,916,420,2470,0.8,2078,2.6
POA4183,52,1733,733,340,1534,0.8,1306,2.1
POA4184,60,910,455,260,954,0.7,764,1.9
POA4205,48,1500,602,340,1396,0.8,1072,2.2
POA4207,34,1651,738,350,1754,0.8,1488,2.7
POA4208,34,2000,884,445,2227,0.8,2131,3.1
POA4209,30,1950,832,445,1988,0.8,1929,3.1
POA4210,36,2000,859,460,2257,0.8,2128,3
POA4211,39,1907,770,430,1976,0.8,1722,2.7
POA4212,45,2167,822,530,2211,0.7,1975,2.6
POA4213,40,2100,781,500,2166,0.8,2056,3
POA4214,40,1950,724,480,1970,0.8,1735,2.7
POA4215,40,1558,660,400,1557,0.9,1234,2.1
POA4216,50,1800,710,430,1774,0.8,1336,2.2
POA4217,44,1950,797,440,1920,0.9,1473,2.1
POA4218,41,2058,894,450,2179,0.8,1760,2.3
POA4220,41,2020,856,480,2174,0.8,1738,2.4
POA4221,41,2100,800,450,2141,0.8,1713,2.5
POA4223,42,2167,773,480,2093,0.8,1740,2.6
POA4224,40,1950,830,460,2074,0.9,1734,2.4
POA4225,52,1850,770,420,1793,0.9,1343,1.9
POA4226,40,1950,768,520,1984,0.8,1728,2.6
POA4227,36,1950,807,485,2063,0.9,1786,2.7
POA4228,43,2500,769,500,2347,0.8,2318,3.2
POA4270,41,2167,763,450,2203,0.8,2203,3.1
POA4272,50,1800,680,420,1821,0.8,1513,2.5
POA4275,41,2006,862,395,2122,0.8,1901,2.8
POA4280,35,1950,810,400,2128,0.8,2093,3.2
POA4285,41,1739,683,315,1785,0.8,1474,2.7
POA4287,49,1300,593,228,1426,0.8,1130,2.4
POA4300,32,1764,887,380,2188,0.8,2030,3
POA4301,28,1517,753,350,1688,0.9,1553,3
POA4303,36,1100,536,280,1330,0.8,1170,2.5
POA4304,37,1300,676,300,1566,0.8,1297,2.4
POA4305,37,1387,710,300,1756,0.8,1411,2.5
POA4306,34,1800,941,370,2293,0.8,2108,2.9
POA4307,43,1517,741,290,1951,0.8,1719,2.8
POA4309,45,1517,633,300,1654,0.8,1357,2.5
POA4310,51,1477,606,290,1484,0.8,1225,2.4
POA4311,42,1387,589,300,1472,0.8,1332,2.7
POA4312,57,1300,491,260,1295,0.7,986,2.2
POA4313,52,1300,520,260,1262,0.7,1044,2.3
POA4314,57,975,459,231,1065,0.8,842,2.1
POA4340,43,1517,674,300,1625,0.8,1408,2.5
POA4341,41,1500,632,315,1637,0.7,1427,2.7
POA4342,41,1300,593,300,1551,0.8,1346,2.6
POA4343,35,1417,654,295,1568,0.8,1351,2.7
POA4344,41,1517,748,305,1813,0.8,1542,2.7
POA4346,40,1573,757,300,1852,0.8,1511,2.5
POA4347,39,1357,635,280,1587,0.7,1391,2.6
POA4350,37,1500,743,305,1838,0.7,1424,2.4
POA4352,39,1733,839,360,2191,0.8,1989,2.9
POA4353,44,1565,661,260,1805,0.8,1300,2.7
POA4354,43,1300,599,253,1476,0.8,1272,2.6
POA4355,55,1200,497,265,1223,0.7,972,2.2
POA4356,42,1420,688,270,1735,0.8,1409,2.6
POA4357,48,1083,567,231,1443,0.8,1155,2.4
POA4358,32,1478,832,290,1959,0.8,1642,2.7
POA4359,42,1300,775,255,1802,0.8,1621,2.6
POA4360,46,1300,584,265,1537,0.8,1226,2.5
POA4361,49,1300,562,245,1423,0.8,1095,2.4
POA4362,49,1300,571,260,1355,0.8,1106,2.4
POA4363,40,1300,698,255,1562,0.9,1404,2.7
POA4364,40,858,827,235,1625,0.8,1357,2.6
POA4365,52,1229,468,250,1031,0.8,951,2.2
POA4370,45,1300,615,260,1438,0.7,1145,2.4
POA4371,52,1367,614,245,1442,0.7,1231,2.4
POA4372,56,1240,673,170,1687,0.7,1271,2.2
POA4373,56,1083,537,240,1346,0.7,944,2.1
POA4374,52,1171,565,230,1451,0.8,1180,2.3
POA4375,47,1273,598,225,1281,0.8,1078,2.4
POA4376,47,1225,555,200,1333,0.8,943,2.3
POA4377,51,1062,567,255,1341,0.8,1168,2.4
POA4378,44,1300,594,265,1511,0.9,1408,2.7
POA4380,49,1287,579,250,1368,0.7,1047,2.3
POA4381,47,1083,503,255,1212,0.8,1036,2.4
POA4382,53,1352,674,250,1481,0.8,1302,2.3
POA4383,56,858,456,205,1075,0.7,825,2
POA4384,44,1169,949,300,2083,0.9,1958,2.8
POA4385,51,953,484,200,1147,0.7,872,2.2
POA4387,50,946,587,200,1349,0.7,1010,2.2
POA4388,46,650,519,150,1212,0.9,1104,2.3
POA4390,38,1517,871,290,1990,0.8,1634,2.6
POA4400,35,1517,770,310,1819,0.8,1652,2.8
POA4401,40,1300,672,265,1558,0.8,1290,2.5
POA4402,57,585,445,140,945,0.8,765,2.2
POA4403,41,1083,737,225,1642,0.8,1365,2.6
POA4404,42,1602,930,175,2044,0.7,1663,2.4
POA4405,36,1300,750,255,1797,0.8,1459,2.6
POA4406,43,975,736,210,1663,0.8,1402,2.6
POA4407,46,927,738,200,1578,0.7,1283,2.3
POA4408,49,899,604,200,1472,0.7,1093,2.3
POA4410,51,971,517,200,1258,0.8,1014,2.3
POA4411,41,600,706,150,1828,0.8,1531,2.7
POA4412,40,800,710,150,1875,0.7,1264,2.2
