POA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
POA6558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,9,0,0,19
POA6560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,16,0,0,0,4,0,0,7,0,0,0,4,0,0,10,9,0,0,8,0,0,19,9,0,0,11,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,15,3,29,7,0,78
POA6562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,4,0,0,7,7,0,0,8,0,0,8,9,0,0,9,0,0,13,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,15,0,0,20,8,0,46
POA6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15
POA6566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,11,0,4,0,3,4,0,5,0,4,0,8,4,0,20,9,0,0,13,0,3,25,35,0,0,16,4,0,55,16,0,0,17,0,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,67,12,0,74,17,3,172
POA6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,3,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,17
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,14
POA6569,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4,4,0,4,0,0,0,3,4,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,6,12,0,26
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,13
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
POA6603,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,4,11,6,8,0,31,4,10,0,12,4,0,32,0,8,0,8,0,0,17,0,3,0,21,0,0,24,4,0,0,0,4,0,12,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,11,30,13,60,30,0,144
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6609,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,5,0,12,0,0,0,0,0,0,9,0,0,0,6,0,0,8,0,3,0,14,3,0,19,0,3,3,0,0,0,14,0,0,0,7,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,20,10,32,22,0,82
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,9,0,0,0,9,10,0,16
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,9,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,7,13,6,0,28
POA6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,0,0,4,0,0,7,0,0,0,5,4,0,10,0,10,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,4,10,0,20,17,0,58
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6630,0,3,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,3,0,0,12,0,4,0,5,0,0,10,0,0,0,0,3,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,11,0,17,0,20,3,17,24,0,59
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6635,0,0,0,0,6,0,7,0,4,0,0,0,0,4,0,3,3,0,0,0,8,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,9,0,10,0,14,5,3,19,0,40
POA6638,0,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,7,0,0,15,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,16,7,11,21,0,55
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,9,0,10
POA6640,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,18,0,0,0,4,25,0,33
POA6642,0,15,0,0,8,0,28,0,11,0,0,4,0,12,0,22,0,4,15,0,43,0,10,0,0,4,0,15,0,0,0,5,0,0,6,0,3,0,4,6,0,12,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,16,0,40,0,75,6,31,50,0,164
POA6646,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,4,0,0,0,17,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,18,0,12,14,8,18,0,56
POA6701,0,4,18,4,23,0,47,0,13,13,3,23,0,58,3,46,3,18,31,0,110,16,46,25,15,44,4,146,12,16,0,24,23,0,78,22,25,4,39,49,0,142,27,18,4,41,48,0,137,20,13,0,23,42,0,95,6,0,0,5,15,0,32,0,0,0,0,3,0,9,0,0,0,0,3,0,4,0,0,0,0,9,0,12,0,0,0,0,3,0,0,0,0,0,16,40,0,61,3,13,10,34,69,0,129,123,205,72,224,425,12,1062
POA6705,0,6,4,0,0,0,10,0,6,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,13,0,16,7,4,15,0,37
POA6707,0,0,5,0,12,0,17,0,6,0,0,7,0,13,0,17,6,3,19,0,41,0,20,13,5,19,4,57,0,15,5,4,15,0,39,7,25,8,4,38,0,85,11,6,6,9,12,0,45,35,4,9,29,25,0,99,41,0,0,20,14,0,81,22,0,0,10,3,0,39,8,0,0,4,3,0,21,4,0,0,0,0,0,5,0,0,0,0,0,0,3,19,0,0,26,27,0,70,7,8,0,23,53,0,94,161,92,42,150,259,4,710
POA6710,0,0,15,0,5,0,19,0,0,0,0,3,0,4,0,0,0,0,17,0,23,0,0,0,0,9,0,10,0,0,0,0,3,0,4,0,0,0,0,10,0,8,0,0,0,0,5,0,8,7,0,0,6,3,0,23,12,0,0,4,0,0,19,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,3,4,40,0,56,30,12,23,24,98,0,189
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,0,0,0,0,6,0,6,0,0,0,0,5,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,18,18,0,0,4,0,0,24,7,0,0,3,3,0,19,9,0,0,4,0,0,8,4,0,0,0,3,0,9,3,0,0,5,0,0,11,7,0,0,0,0,0,14,7,0,0,7,0,0,13,0,0,0,6,11,0,16,72,5,0,26,56,0,158
POA6714,11,10,0,0,434,0,457,0,6,0,0,19,0,34,7,58,0,4,84,0,156,8,26,0,7,65,0,109,16,57,0,7,80,0,155,20,86,0,11,127,0,249,66,111,4,15,133,0,330,142,20,6,46,92,0,298,180,7,0,25,49,0,268,179,0,0,12,35,0,229,143,4,0,10,18,0,177,104,6,0,16,14,0,144,73,0,0,6,20,0,100,116,0,0,10,49,0,175,76,34,6,27,244,3,400,1149,427,23,199,1478,5,3282
POA6716,6,0,4,0,27,3,39,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,6,0,4,10,42,0,64
POA6718,0,6,13,0,0,0,20,0,4,5,0,0,0,9,0,25,3,4,0,0,31,0,21,0,3,0,0,23,0,8,0,3,3,0,13,0,5,0,3,0,0,13,0,6,0,3,0,0,16,6,0,0,3,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,12,81,32,20,12,0,153
POA6720,3,0,0,0,104,0,114,0,0,0,0,71,0,75,0,4,0,0,81,0,92,0,6,0,6,104,0,118,0,3,0,0,6,0,15,4,5,0,0,12,0,20,6,4,0,0,15,0,25,3,4,0,5,10,0,17,9,0,0,6,0,0,14,6,0,0,3,0,0,5,0,0,0,0,4,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,3,0,0,23,0,35,35,37,6,26,447,5,549
POA6721,10,3,0,3,183,0,200,0,5,0,0,13,0,16,0,16,0,0,134,0,147,0,9,0,0,24,0,32,6,10,4,3,31,0,58,4,17,0,4,19,0,43,4,7,0,8,17,0,35,46,0,0,4,15,0,73,76,0,0,9,11,0,98,47,0,0,0,5,0,59,34,0,0,0,8,0,42,27,0,0,0,7,0,39,17,0,0,7,4,0,27,46,0,0,10,20,0,77,36,7,5,18,121,0,190,351,76,10,74,613,3,1126
POA6722,27,18,4,6,234,0,285,0,25,0,0,29,0,58,0,77,6,8,305,6,395,9,81,0,6,62,0,167,12,59,5,3,42,0,125,26,88,20,10,61,0,205,61,67,18,18,34,0,202,142,30,8,24,22,0,239,169,10,0,13,12,0,205,105,0,0,6,12,0,124,52,0,0,3,8,0,60,23,0,0,0,6,0,31,29,0,0,0,0,0,29,19,0,0,0,13,0,35,57,43,7,11,149,9,273,739,495,82,112,987,12,2435
POA6725,0,43,25,0,12,0,87,0,75,33,0,5,0,118,11,152,43,8,42,0,255,4,110,27,13,40,0,192,5,53,9,16,45,0,121,13,86,12,19,60,0,184,59,73,16,40,83,0,264,82,11,10,46,60,0,204,96,10,0,37,26,0,168,72,0,0,18,5,0,103,60,0,0,22,12,0,85,28,0,0,9,0,0,37,20,0,0,4,0,0,27,9,0,0,17,16,0,40,28,67,25,40,123,6,280,480,687,191,276,532,14,2171
POA6726,0,6,0,0,3,0,9,0,7,0,0,4,0,9,0,49,0,0,7,0,62,0,44,4,7,15,0,82,5,17,6,3,21,0,54,7,46,0,13,21,0,87,33,39,4,19,24,0,119,78,28,3,37,86,0,230,74,5,0,14,30,0,126,48,0,0,15,7,0,71,28,0,0,20,4,0,54,34,3,0,13,6,0,53,12,0,0,6,0,0,22,29,0,0,20,24,0,68,11,24,3,12,41,9,92,359,272,21,178,291,14,1127
POA6728,0,169,58,0,48,0,282,0,60,89,0,14,3,172,0,81,31,5,18,6,140,0,41,22,5,21,0,89,4,17,3,13,8,0,50,14,33,12,12,24,0,93,28,14,0,13,7,0,58,29,4,0,10,21,0,68,7,0,0,3,5,0,17,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,27,10,14,36,0,95,89,450,219,96,209,4,1071
POA6740,0,10,36,0,0,0,43,0,4,29,0,5,0,40,0,15,21,3,6,0,50,0,15,3,4,3,0,26,0,4,0,3,8,0,14,0,7,0,7,6,0,21,0,5,8,6,5,0,35,0,5,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,3,12,38,0,54,5,70,106,44,77,3,300
POA6743,0,20,48,0,10,0,78,0,11,38,0,11,0,58,0,44,31,3,63,0,147,5,64,10,8,45,0,138,7,43,3,5,49,0,110,12,45,4,9,56,0,121,18,23,18,26,47,0,137,73,14,3,50,50,3,190,38,4,6,34,17,0,92,28,0,0,15,9,0,48,9,3,0,18,0,0,26,0,0,0,3,0,0,7,0,0,0,5,0,0,7,0,0,0,4,22,0,28,5,32,21,33,72,4,159,204,297,186,209,450,13,1363
POA6751,6,13,9,5,454,4,483,0,5,3,0,21,0,25,0,22,6,0,47,0,69,0,11,3,0,21,0,34,0,10,0,0,16,0,29,0,5,0,0,10,0,17,4,0,0,3,14,0,28,5,0,0,0,8,0,15,6,0,0,0,4,0,11,0,0,0,6,4,0,6,0,0,0,0,6,0,9,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,0,10,27,0,42,12,0,9,11,121,0,161,47,61,28,35,754,3,936
POA6753,0,14,8,0,173,0,199,0,11,8,0,21,0,42,0,17,10,0,364,0,390,0,30,0,0,32,0,68,4,22,0,0,34,0,58,5,3,0,0,7,0,19,19,0,0,0,5,0,30,48,0,0,10,3,0,58,60,0,0,5,4,0,72,42,0,0,3,0,0,43,14,0,0,0,4,0,12,6,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,3,33,5,0,15,139,0,193,222,103,38,44,793,0,1203
POA6754,3,0,3,3,244,0,258,0,0,0,0,0,0,3,0,10,0,0,5,0,15,0,0,0,0,3,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,8,14,4,7,279,0,311
