POA_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
POA2172,29,52,0,73,322,5,0,403,0,15,0,13,190,10,0,210,0,4,0,4,76,5,0,84,0,0,0,0,16,0,0,17,583,98,9,688,1557,46,5,2291
POA2173,70,103,0,181,1323,47,5,1555,19,79,0,102,604,15,7,727,0,8,0,14,289,11,7,317,0,0,0,5,82,0,0,89,2983,370,46,3397,7590,504,22,11522
POA2174,56,69,0,124,561,43,13,744,16,68,0,86,281,13,8,387,5,5,0,8,88,6,0,108,0,0,0,0,34,0,0,38,2880,315,30,3229,5091,495,34,8848
POA2175,14,31,0,47,198,15,0,262,0,15,0,14,159,15,0,191,0,3,0,4,137,3,0,149,0,0,0,0,42,0,0,48,251,65,5,315,1073,112,3,1504
POA2176,357,455,5,822,5991,264,3,7087,69,401,8,481,5023,262,0,5770,7,68,6,76,2387,242,3,2710,0,10,0,7,843,210,0,1068,6258,1396,69,7718,31454,2188,34,41398
POA2177,155,154,5,315,1953,119,3,2394,27,112,0,144,1475,75,0,1690,0,11,0,13,577,35,0,630,0,4,0,4,181,74,0,264,2282,494,40,2817,10402,786,18,14019
POA2178,25,59,0,86,435,36,0,552,10,37,6,46,402,25,0,477,0,8,0,11,204,13,0,230,0,0,0,0,96,8,0,105,566,154,19,738,2490,233,5,3467
POA2179,59,100,0,161,915,69,21,1163,6,97,0,109,779,64,8,955,0,8,0,8,463,93,5,570,0,0,0,0,110,118,0,229,3553,429,28,4013,7278,787,40,12108
POA2190,204,172,4,389,2364,210,5,2959,31,143,3,181,1791,143,6,2114,11,27,0,32,1067,84,0,1186,6,0,0,3,468,27,3,501,4264,693,60,5023,14200,1696,43,20958
POA2191,57,27,0,86,683,40,0,808,10,56,0,63,509,16,4,586,0,13,0,13,371,18,0,395,0,0,0,0,146,7,0,151,1089,167,8,1272,3760,236,7,5267
POA2192,85,58,0,145,1336,135,10,1615,15,65,5,83,977,107,0,1165,3,17,0,21,661,82,6,774,0,0,0,3,248,84,0,333,1969,276,14,2258,8070,1112,33,11470
POA2193,165,99,5,275,1694,79,9,2051,13,103,5,127,1230,53,8,1414,5,26,0,31,811,29,3,881,5,6,0,7,315,7,0,333,2926,370,40,3336,10875,721,51,14985
POA2194,199,117,9,323,2463,233,18,3034,41,119,4,161,1601,140,7,1916,3,19,0,26,851,120,0,999,0,0,0,0,434,90,0,525,3505,429,33,3971,16426,2204,86,22694
POA2195,193,86,5,280,1746,197,11,2237,27,70,0,98,1288,105,7,1499,4,15,0,20,712,114,0,846,0,0,0,0,275,116,0,390,4940,382,32,5357,12896,2094,50,20391
POA2196,236,184,14,438,3016,241,9,3705,31,152,5,189,2175,154,8,2535,9,33,0,43,1358,103,0,1509,0,0,0,7,540,69,0,609,5216,747,68,6031,18557,1991,45,26624
POA2197,68,70,0,144,870,91,3,1105,15,39,0,56,648,91,3,800,4,11,0,10,399,62,0,473,0,0,0,0,176,47,0,221,1519,220,25,1766,5115,815,17,7712
POA2198,52,71,4,126,704,59,0,887,3,63,0,68,672,58,0,803,0,17,0,17,587,75,0,674,0,3,0,3,219,106,0,329,1600,255,15,1873,4913,717,9,7510
POA2199,135,113,5,260,1815,139,3,2221,17,97,3,119,1397,94,8,1623,9,23,0,30,694,64,0,781,0,0,0,4,365,18,0,388,3003,433,37,3476,10523,1241,21,15263
POA2200,344,263,23,629,4086,383,26,5124,42,222,6,272,2909,294,21,3491,12,42,0,50,1605,241,5,1898,0,3,0,3,684,217,0,908,7501,979,88,8566,25788,3579,104,38033
POA2203,128,55,0,184,1313,70,5,1571,7,82,0,93,821,45,0,955,6,25,0,32,549,30,0,608,0,0,0,0,201,21,0,230,2250,305,31,2582,8635,610,19,11844
POA2204,242,115,0,360,2209,132,9,2704,26,149,4,174,1629,113,6,1924,7,43,5,48,1102,118,0,1274,0,0,0,0,456,93,0,555,3899,539,54,4496,16846,1266,36,22639
POA2205,124,92,4,222,1375,140,15,1756,20,118,3,135,961,79,18,1193,6,21,0,30,545,88,3,667,3,0,0,3,200,67,0,270,3300,460,25,3785,16471,1843,121,22214
POA2206,150,172,6,332,2039,101,3,2476,33,156,0,186,1603,86,3,1875,12,55,0,73,1327,123,0,1519,0,3,0,6,586,148,0,744,3384,591,35,4004,11477,852,32,16360
POA2207,226,183,12,420,2808,122,8,3361,45,284,5,334,2233,149,11,2717,3,57,0,64,1550,169,9,1788,0,0,0,4,791,231,0,1031,4766,772,56,5598,16213,1383,54,23246
POA2208,88,85,0,177,1310,62,5,1546,24,126,4,151,1093,41,3,1281,0,22,0,26,760,50,4,839,3,3,0,6,371,14,0,387,2160,333,25,2528,7534,429,15,10503
POA2209,130,123,0,255,1707,66,7,2033,29,146,0,177,1363,64,7,1609,0,26,0,33,804,47,6,881,0,0,0,0,395,17,4,427,2555,448,22,3031,9516,591,44,13175
POA2210,262,299,4,562,3491,192,16,4263,52,298,5,351,2780,176,16,3327,10,54,7,66,1996,186,9,2267,0,3,0,7,903,207,3,1113,5382,939,72,6391,19340,1679,81,27493
POA2211,124,154,5,284,2027,82,7,2393,25,137,0,162,1363,72,5,1599,7,19,0,29,893,86,0,1007,0,0,0,0,458,125,0,582,2846,489,30,3371,10373,764,22,14527
POA2212,124,108,0,231,1761,64,5,2066,21,104,0,129,1282,74,5,1486,0,20,0,21,665,115,0,801,0,0,0,0,351,165,0,521,2955,428,39,3422,9561,852,36,13872
POA2213,155,211,3,369,2446,94,4,2918,40,201,5,253,1729,54,0,2042,4,30,0,39,1001,47,4,1086,0,5,0,3,441,27,0,474,4285,666,57,5008,12826,658,29,18521
POA2214,25,31,0,55,355,4,0,412,3,40,0,44,389,10,0,438,0,7,0,7,255,10,0,270,0,0,0,0,42,4,0,49,770,118,11,900,2220,78,0,3201
POA2216,167,158,9,333,2445,155,19,2946,35,172,0,216,2006,148,17,2382,3,48,0,55,1323,121,0,1498,0,6,0,4,541,90,0,634,4103,632,40,4777,17476,1675,69,23995
POA2217,191,191,4,395,2521,215,18,3145,32,190,0,219,1925,206,12,2360,12,61,0,69,1450,265,5,1788,3,5,0,10,711,307,3,1036,4702,671,43,5421,17219,2040,58,24733
POA2218,134,113,3,256,1631,84,3,1977,36,133,0,162,1241,60,9,1472,9,18,0,30,691,28,5,756,0,0,0,0,268,12,0,284,2625,415,23,3064,9916,706,33,13714
POA2219,113,132,0,245,1495,97,3,1837,11,145,0,150,1275,81,0,1507,0,36,0,38,952,79,0,1074,0,0,0,0,379,58,0,441,2240,433,30,2700,8059,693,15,11468
POA2220,271,226,12,510,3066,140,29,3743,102,300,3,403,2162,119,18,2705,16,52,0,63,1253,100,7,1428,0,0,0,4,515,153,0,671,4935,839,57,5827,21629,1738,117,29317
POA2221,177,143,0,324,1882,83,7,2294,47,201,0,250,1364,57,10,1683,14,38,0,48,933,57,0,1041,3,6,0,4,493,77,0,578,2918,517,35,3469,9940,584,30,14029
POA2222,95,94,3,195,1350,48,3,1596,23,136,0,163,953,48,0,1165,5,25,0,31,519,41,0,590,0,4,0,0,215,61,0,285,2052,369,15,2441,7581,603,23,10645
POA2223,142,192,5,339,2283,76,4,2708,22,258,0,286,1755,66,10,2114,3,42,0,45,1015,44,3,1109,0,3,0,3,502,54,0,563,3936,667,41,4641,12150,570,43,17407
POA2224,103,162,3,269,1456,51,8,1787,17,217,0,240,1246,41,0,1525,0,67,0,72,1196,58,0,1322,0,7,0,7,594,38,0,642,2457,582,36,3077,8474,432,20,12006
POA2225,41,43,0,86,518,9,0,613,9,101,0,110,398,6,0,519,0,22,0,19,234,3,0,260,0,0,0,0,78,4,0,80,1247,201,7,1458,2719,68,0,4245
POA2226,79,131,0,211,1273,39,0,1525,5,175,0,184,964,50,3,1201,0,29,0,32,549,50,3,625,0,4,0,4,205,88,0,295,2775,443,43,3259,6567,393,10,10233
POA2227,89,180,0,263,1548,30,0,1845,13,241,0,257,1045,28,0,1333,0,40,0,41,810,34,0,887,0,0,0,0,351,13,0,364,3065,594,33,3685,8157,305,9,12154
POA2228,118,216,4,337,1856,66,0,2266,22,267,5,289,1489,79,5,1862,4,54,0,52,1337,80,0,1476,0,3,0,4,843,72,0,920,3747,766,52,4570,11844,746,22,17180
POA2229,199,374,5,579,2997,133,7,3720,34,558,10,594,2349,128,10,3084,11,89,0,103,1695,153,0,1952,3,4,0,7,876,228,0,1107,5774,1328,73,7180,16668,1296,38,25188
POA2230,220,505,5,731,3480,137,10,4358,28,665,0,694,2680,114,4,3491,7,73,0,79,1512,88,5,1685,0,4,0,0,672,109,0,792,4665,1577,73,6319,18494,1066,45,25923
POA2231,15,33,0,50,232,12,0,289,3,28,0,32,173,0,0,207,0,3,0,3,112,4,0,121,0,0,0,0,31,0,0,33,519,93,13,621,1233,66,0,1926
POA2232,233,309,0,546,3191,98,8,3847,31,413,4,448,2449,100,7,3003,11,101,0,109,1980,135,5,2230,0,4,0,3,784,218,0,1001,6757,1190,74,8020,19461,1102,39,28628
POA2233,157,425,3,585,2644,54,0,3286,28,554,0,586,2250,53,7,2899,5,82,0,86,1687,112,0,1887,0,0,0,3,496,205,0,710,6182,1426,82,7699,15082,658,17,23456
POA2234,200,549,8,752,3823,59,4,4635,27,545,3,576,2773,36,5,3399,4,76,0,82,1171,42,3,1293,0,0,0,0,417,59,0,472,5545,1471,82,7100,17145,470,30,24747
POA2250,413,839,17,1264,7239,404,13,8925,80,748,6,840,6029,409,11,7286,12,138,0,149,4152,441,9,4746,0,4,0,4,1891,567,0,2466,12020,2733,274,15028,40009,3473,73,58584
POA2251,220,535,8,761,3724,129,9,4623,28,568,7,605,3545,155,4,4312,6,81,0,89,2501,185,0,2776,0,0,0,7,908,224,0,1132,5948,1582,120,7653,18706,1156,30,27543
POA2256,93,179,0,280,1951,98,9,2335,24,201,0,221,1829,132,5,2187,6,52,0,56,1413,112,0,1578,0,5,0,5,594,82,0,682,2304,638,54,2995,9964,872,12,13842
POA2257,168,405,3,579,3469,179,5,4232,34,416,5,452,3675,222,8,4352,7,52,0,65,2420,229,0,2717,0,9,0,5,820,156,0,994,4745,1262,107,6114,17656,1500,40,25315
POA2258,31,95,0,130,631,22,0,783,0,67,0,70,432,15,0,518,0,15,0,15,226,7,0,240,0,0,0,0,64,3,0,71,934,281,17,1225,2876,176,8,4284
POA2259,300,876,19,1192,6312,335,16,7848,50,590,3,640,6005,440,12,7097,18,107,3,128,4122,523,0,4770,3,4,0,3,1251,442,3,1705,10901,2744,356,13997,35998,3407,44,53453
POA2260,189,432,10,632,2553,128,4,3310,27,486,3,512,2386,113,8,3021,9,75,0,88,1461,95,3,1649,0,4,0,5,412,46,0,458,4749,1313,87,6158,13706,921,38,20819
POA2261,234,847,12,1093,5693,313,7,7106,46,693,7,743,5554,340,10,6636,0,83,0,84,3414,400,4,3907,4,5,0,9,1394,434,0,1834,8945,2433,244,11620,30458,2921,41,45034
POA2262,95,293,0,387,2132,106,5,2630,15,174,4,195,1910,104,4,2208,0,27,0,28,1325,110,0,1469,0,8,0,4,388,45,0,438,3525,899,128,4551,11506,933,15,17010
POA2263,94,328,8,424,2616,158,4,3207,20,230,4,250,2707,163,3,3130,8,43,0,42,1810,182,5,2042,0,0,0,0,783,105,0,885,3467,994,106,4565,14295,1409,23,20293
POA2264,72,265,3,344,1723,71,0,2141,20,212,0,232,1741,92,0,2066,9,64,0,66,1448,86,0,1601,0,5,0,5,562,47,0,611,2251,849,103,3207,9465,658,11,13330
POA2265,27,102,0,131,679,21,0,831,5,111,0,113,639,33,0,787,0,25,0,25,501,30,0,560,0,0,0,0,314,20,0,341,1319,323,44,1680,4000,214,8,5902
POA2267,17,74,3,93,346,25,0,464,5,74,0,80,425,24,0,533,0,13,0,13,262,19,0,298,0,0,0,0,71,4,0,76,356,198,19,570,1746,127,3,2443
POA2278,8,84,0,89,275,3,0,366,0,62,0,62,213,5,0,279,0,3,0,3,62,5,0,61,0,0,0,0,15,0,0,15,449,214,13,674,1337,27,0,2040
POA2280,127,644,6,780,2716,91,0,3587,32,795,0,835,2432,108,0,3374,4,129,0,135,1808,134,0,2074,0,6,0,6,708,102,0,812,4424,2022,135,6583,14771,842,17,22204
POA2281,84,351,0,438,1826,68,0,2329,20,368,0,391,1742,91,0,2227,0,44,3,46,1213,77,0,1340,0,3,0,3,425,54,0,479,2245,1019,83,3342,8840,516,13,12702
POA2282,79,390,3,467,1581,58,0,2106,18,485,0,509,1468,39,0,2017,9,123,0,127,1193,33,0,1351,0,4,0,10,414,25,0,451,2746,1221,93,4063,8764,342,9,13177
POA2283,110,602,4,716,2565,98,0,3381,27,600,0,629,2712,123,6,3465,8,102,0,108,1823,113,4,2043,0,6,0,6,640,99,0,750,3389,1761,149,5298,13953,924,18,20185
POA2284,37,287,3,331,1256,64,0,1654,9,205,0,214,1039,71,3,1331,0,39,0,45,691,116,0,848,0,7,0,4,302,111,0,411,1987,786,99,2875,6720,626,9,10217
POA2285,118,613,3,735,2586,91,8,3415,29,544,0,580,2159,115,7,2864,3,82,0,92,1402,171,7,1667,0,0,0,4,539,111,0,653,6520,2018,222,8754,16752,1088,23,26615
POA2286,19,119,4,138,380,13,0,540,6,86,0,91,374,24,0,486,0,15,0,18,212,15,0,244,0,0,0,0,50,3,0,55,816,359,41,1218,2347,140,0,3702
POA2287,179,673,11,854,3177,135,12,4188,44,625,3,666,2680,133,7,3486,7,125,0,134,1807,142,0,2081,0,3,0,5,842,149,0,996,7122,2198,226,9544,21714,1390,45,32698
POA2289,137,306,4,444,1642,53,6,2138,23,361,3,390,1117,44,0,1550,8,90,0,93,1038,42,0,1180,0,0,0,4,472,28,0,503,3906,1077,137,5121,10452,448,20,16037
POA2290,187,723,9,912,3059,124,8,4106,44,762,4,804,2379,139,4,3322,13,126,0,132,1971,163,0,2272,0,9,0,8,976,179,0,1168,6210,2223,215,8645,18172,1229,29,28079
POA2291,107,265,0,379,1398,42,0,1816,17,366,0,382,913,34,6,1335,13,72,0,82,589,27,0,697,0,6,0,6,317,15,0,340,2364,916,48,3327,7992,340,10,11668
POA2292,8,37,0,47,225,9,4,284,0,34,0,35,150,4,0,190,0,0,0,0,77,7,0,88,0,0,0,0,35,0,0,38,393,122,29,544,1494,150,4,2189
POA2293,13,80,0,94,312,14,0,421,0,75,0,80,193,6,0,285,0,12,0,12,102,0,0,113,0,0,0,0,34,0,0,36,429,230,15,672,2079,83,9,2849
POA2294,9,37,0,48,206,12,0,260,0,33,0,34,123,12,0,163,0,10,0,10,61,3,0,77,0,0,0,0,31,3,0,31,309,115,13,435,1159,82,4,1682
POA2295,25,167,0,195,792,50,3,1042,4,206,0,214,949,81,0,1239,6,14,0,25,586,56,0,670,0,0,0,0,146,89,0,229,1275,529,40,1846,4344,425,9,6620
POA2296,8,26,0,36,164,5,0,206,0,25,0,28,88,11,0,125,0,0,0,0,55,0,0,54,0,0,0,0,11,0,0,12,303,92,19,411,1245,59,0,1719
POA2297,9,23,0,30,175,9,0,215,4,16,0,21,92,0,4,119,0,5,0,4,43,9,0,52,0,0,0,0,20,6,0,21,303,73,15,389,1027,68,4,1489
POA2298,24,119,0,146,845,76,0,1067,3,100,0,103,611,122,9,842,0,20,0,27,501,157,0,682,0,5,0,4,366,232,0,596,1382,446,44,1875,6123,929,9,8942
POA2299,50,164,0,221,945,63,4,1228,0,165,0,169,657,47,7,875,0,43,0,43,450,58,0,554,0,5,0,5,222,73,0,300,1791,563,47,2402,6651,724,22,9798
POA2300,57,186,3,249,1185,92,3,1531,5,225,0,232,906,68,0,1205,0,38,0,40,502,33,3,578,0,3,0,3,136,10,0,153,1275,664,44,1988,7996,622,21,10633
POA2302,9,27,0,37,146,13,0,189,0,23,0,22,139,8,0,166,0,10,0,8,109,8,0,131,0,0,0,0,68,4,0,72,114,67,4,183,1125,119,11,1438
POA2303,59,153,3,220,957,80,0,1251,13,185,0,201,792,61,0,1054,0,41,0,40,465,28,0,535,0,0,0,0,246,25,0,279,1322,527,44,1889,5735,608,20,8255
POA2304,55,211,4,275,1437,75,0,1791,25,173,0,202,1105,87,7,1400,0,25,0,30,651,89,3,771,0,0,0,0,376,159,0,530,2406,718,80,3194,9192,870,23,13281
POA2305,88,225,6,320,1246,144,4,1717,19,275,4,300,933,144,3,1380,0,64,0,64,582,182,0,823,0,0,0,3,284,85,0,380,2417,769,77,3269,6793,964,13,11033
POA2306,8,47,0,64,336,39,0,435,3,36,0,41,273,41,0,354,0,5,0,5,159,22,0,184,0,0,0,0,38,10,0,46,417,150,19,591,1715,376,0,2681
POA2307,10,55,4,69,312,11,0,395,0,56,0,56,375,15,0,449,0,14,0,15,328,26,0,369,0,0,0,0,114,15,0,128,625,229,27,878,2763,196,5,3847
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,756,402,0,1166
POA2311,12,21,0,32,137,4,0,168,0,10,0,12,110,4,0,124,0,0,0,0,55,5,0,65,0,0,0,0,17,3,0,22,156,49,8,209,491,40,0,744
POA2312,15,21,0,38,219,5,0,263,6,23,0,28,178,12,0,214,0,0,0,0,100,5,0,109,0,0,0,0,21,0,0,21,224,84,4,309,860,57,0,1233
POA2315,75,254,3,332,1967,84,4,2380,15,293,0,309,2244,110,0,2662,0,56,0,60,1570,125,0,1760,0,0,0,0,490,154,0,654,1871,801,68,2739,9674,733,13,13162
POA2316,35,140,0,175,809,52,0,1043,0,112,0,116,962,59,0,1138,0,12,0,12,613,54,0,684,0,0,0,0,108,15,4,128,867,371,39,1274,3932,320,4,5526
POA2317,28,70,0,105,851,34,0,995,9,99,0,110,972,36,0,1124,0,24,0,26,839,64,0,924,0,0,0,0,287,34,0,318,750,278,17,1046,4305,264,4,5623
POA2318,57,288,3,349,1278,56,3,1684,7,213,0,226,1219,77,0,1522,0,37,0,42,736,51,0,825,0,0,0,0,137,14,0,155,2396,850,110,3359,6786,406,11,10564
POA2319,33,118,3,149,898,47,0,1101,8,95,0,104,976,33,0,1117,0,26,0,27,542,33,0,604,0,0,0,0,142,18,0,163,910,352,41,1303,4087,315,10,5712
POA2320,172,697,3,874,3318,180,0,4370,23,569,0,596,2923,126,3,3651,7,74,0,81,1734,145,0,1965,0,3,0,3,605,114,0,723,7350,2203,287,9830,19375,1442,34,30676
POA2321,56,382,6,448,1514,58,7,2021,9,325,0,338,1356,55,4,1752,0,33,0,30,782,46,0,863,0,4,0,4,200,14,0,219,3910,1202,172,5282,9268,568,17,15137
POA2322,83,501,5,589,2002,50,7,2648,21,320,0,343,1561,63,3,1974,7,40,0,42,921,59,5,1025,0,7,0,7,219,18,0,244,4577,1391,194,6161,12013,670,22,18862
POA2323,123,561,13,699,2395,116,5,3219,18,512,0,535,2059,107,0,2700,5,77,0,88,1300,81,3,1470,0,3,0,3,459,80,0,542,4277,1699,196,6167,13925,962,24,21085
POA2324,102,529,5,635,2840,162,0,3637,26,399,3,433,3049,190,0,3678,5,63,0,68,1912,182,4,2158,4,0,0,8,566,83,0,660,3334,1513,148,4996,14651,1364,14,21025
POA2325,104,632,6,741,2848,283,3,3881,26,510,0,533,2620,224,5,3383,7,80,0,86,1489,152,0,1728,0,0,0,0,629,103,0,730,4739,1922,196,6853,15524,2857,25,25254
POA2326,35,176,5,220,749,38,0,1005,4,115,0,116,651,48,0,817,0,12,0,16,339,18,0,376,0,0,0,0,90,6,0,97,1345,479,82,1910,3907,299,5,6121
POA2327,28,138,0,163,700,54,0,915,0,111,0,117,730,33,0,878,3,12,0,14,400,35,0,450,0,0,0,0,192,16,0,209,1178,442,41,1663,4342,377,6,6382
POA2328,9,50,0,59,267,12,0,338,0,27,0,26,235,26,0,292,0,11,0,11,131,17,0,160,0,0,0,0,54,8,0,64,373,123,9,510,1439,158,4,2106
POA2329,11,34,0,44,217,35,0,293,0,29,0,30,233,41,0,299,0,0,0,0,142,12,0,152,0,3,0,3,63,3,0,70,321,106,8,432,1109,192,0,1731
POA2330,100,455,3,558,1936,146,3,2638,20,267,0,289,1460,111,0,1859,0,48,0,49,816,61,0,931,0,4,0,4,326,21,0,346,3883,1318,154,5356,10617,1050,27,17046
POA2331,0,0,0,0,6,4,0,14,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,205,0,680
POA2333,54,196,4,252,1296,111,0,1660,13,116,0,132,961,73,0,1167,0,25,0,25,510,49,0,585,0,0,0,0,166,33,0,201,2371,654,80,3104,6846,1023,8,10977
POA2334,17,43,0,62,239,5,0,308,5,15,0,19,217,14,0,255,0,0,0,0,111,14,0,126,0,0,0,0,21,3,0,20,710,138,26,876,1558,86,5,2525
POA2335,40,165,0,197,635,38,0,873,0,99,0,100,530,22,0,653,0,15,0,18,205,15,0,242,0,0,0,0,54,4,0,59,1664,457,47,2169,3726,262,3,6158
POA2336,4,50,0,50,309,33,0,392,0,41,0,43,222,11,0,276,0,3,0,3,128,15,0,144,0,0,0,0,42,9,0,49,404,147,10,561,1383,151,3,2098
POA2337,32,127,3,158,834,39,3,1035,4,103,0,114,672,46,5,830,3,14,0,14,436,50,0,503,0,0,0,0,185,39,0,220,1290,404,36,1734,4482,413,15,6647
POA2338,10,18,0,32,190,28,0,246,0,11,0,14,214,23,0,251,0,4,0,4,119,14,0,135,0,0,0,0,48,6,0,54,174,57,7,236,900,110,0,1241
POA2339,3,4,0,7,98,20,0,121,0,6,0,10,79,20,0,108,0,4,0,4,28,9,0,38,0,0,0,0,3,0,0,3,107,23,4,134,383,104,0,618
POA2340,227,855,9,1092,4553,358,3,6013,71,722,4,796,4052,332,9,5186,10,136,0,149,2795,391,0,3339,4,5,0,10,1057,263,0,1330,8098,2838,376,11308,27155,3432,62,41958
POA2341,3,25,0,26,177,12,0,217,3,24,0,26,198,13,0,235,0,4,0,4,130,11,0,145,0,0,0,0,41,5,0,48,178,79,5,264,863,108,0,1227
POA2342,3,11,0,14,56,8,0,74,0,3,0,9,40,3,0,52,0,0,0,0,30,5,0,29,0,0,0,0,6,0,0,6,91,22,3,118,226,34,0,383
POA2343,8,61,5,73,561,78,0,708,5,65,3,76,519,80,0,671,0,12,0,14,316,49,0,376,0,0,0,0,102,28,0,132,629,235,42,904,2584,506,0,3988
POA2344,6,19,0,26,93,4,0,119,0,15,0,15,73,5,0,88,0,0,0,0,34,3,0,40,0,0,0,0,3,0,0,10,100,50,7,156,395,20,0,570
POA2345,9,15,0,19,73,4,0,94,0,19,0,19,73,3,0,85,0,0,0,0,30,3,0,31,0,0,0,0,4,0,0,10,129,47,4,177,355,31,0,562
POA2346,14,61,0,68,330,45,0,446,0,24,0,24,388,36,0,454,0,9,0,10,252,20,0,280,0,0,0,0,70,7,0,74,377,143,8,531,1753,245,0,2529
POA2347,7,45,5,51,245,38,0,331,0,21,0,24,264,23,0,307,0,5,0,6,208,18,0,235,0,0,0,0,51,11,0,66,238,99,8,349,1067,155,0,1572
POA2350,144,334,5,491,2522,205,6,3216,29,320,0,348,1987,154,7,2486,6,62,0,62,1463,181,0,1711,0,3,0,6,505,116,0,625,3710,1228,156,5091,14547,2324,43,22005
POA2352,17,49,0,60,274,16,0,354,0,46,0,47,282,11,0,341,0,0,0,4,160,13,0,175,0,0,0,0,37,0,0,38,521,156,23,703,1474,110,0,2291
POA2353,5,30,0,31,132,17,0,180,3,13,0,21,120,6,0,149,0,0,0,0,92,10,0,106,0,0,0,0,66,5,0,70,178,69,10,250,664,70,0,990
POA2354,19,64,0,81,407,52,0,546,6,70,0,76,420,51,0,548,0,4,0,4,300,43,0,346,0,0,0,0,73,10,0,81,461,184,31,675,1907,326,0,2909
POA2355,0,20,0,20,83,15,0,116,0,10,0,10,95,10,0,116,0,0,0,0,34,4,0,39,0,0,0,0,21,5,0,24,85,45,0,136,353,56,0,538
POA2356,0,0,0,0,18,7,0,29,0,0,0,0,15,0,0,15,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,7,4,0,15,75,13,0,107
POA2357,15,64,4,86,443,107,0,638,3,48,0,52,518,107,0,676,3,16,0,21,276,82,0,377,0,0,0,0,134,59,0,194,467,211,23,702,2215,615,8,3535
POA2358,20,78,0,103,444,51,0,600,6,49,3,59,459,36,0,550,3,9,0,11,223,20,0,252,0,0,0,0,79,13,0,89,545,200,35,775,2041,228,3,3046
POA2359,0,14,0,14,86,22,0,125,0,10,0,10,80,3,0,95,0,0,0,0,52,3,0,55,0,0,0,0,14,0,0,13,90,26,0,119,379,78,0,582
POA2360,71,272,0,344,1414,154,0,1910,9,188,0,197,1421,138,4,1759,0,54,0,53,1000,104,0,1154,0,0,0,0,350,62,0,416,2048,878,123,3048,7879,1165,34,12122
POA2361,9,4,0,13,141,11,0,165,0,7,0,10,127,14,0,151,0,0,0,0,91,9,0,104,0,0,0,0,28,0,0,29,96,28,9,132,596,74,0,807
POA2365,25,53,0,78,417,55,0,546,3,39,0,48,374,47,0,469,0,13,0,13,241,42,0,292,0,0,0,0,76,27,0,104,486,159,21,669,1949,424,4,3046
POA2369,8,17,0,28,97,8,0,136,0,9,0,15,98,10,0,117,0,0,0,0,67,3,0,68,0,0,0,0,17,0,0,16,105,59,0,161,485,67,0,719
POA2370,41,94,0,136,922,117,0,1173,8,102,0,116,938,92,0,1149,0,23,0,27,593,84,0,703,0,4,0,4,195,62,0,261,925,333,33,1286,4424,811,11,6529
POA2371,7,18,0,23,193,24,0,238,0,3,0,9,180,27,0,219,0,4,0,4,95,13,0,118,0,0,0,0,29,8,0,38,111,37,0,149,758,127,0,1034
POA2372,28,56,4,82,661,72,0,817,8,57,3,66,870,70,0,1004,0,9,0,11,421,51,0,482,0,0,0,0,151,19,0,170,554,180,24,757,3087,373,4,4228
POA2379,3,4,0,10,31,5,0,40,0,0,0,0,20,5,0,32,0,0,0,0,16,3,0,17,0,0,0,0,5,0,0,4,49,12,3,63,145,34,0,246
POA2380,40,203,0,240,991,104,5,1346,5,147,3,159,807,95,4,1062,4,25,0,28,623,87,4,738,0,0,0,0,268,31,0,299,1784,634,97,2514,5381,815,31,8740
POA2381,13,19,0,31,149,25,0,209,8,5,0,11,122,21,0,157,0,0,0,3,60,6,0,73,0,0,0,0,20,4,0,21,190,46,9,248,654,125,0,1034
POA2382,8,16,0,22,135,29,0,187,0,13,0,19,115,21,0,156,0,0,0,0,98,10,0,111,0,0,0,0,35,14,0,46,217,64,3,282,784,204,0,1276
