POA_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
POA3523,224,208,222,135,157,108,126,181,42,1403
POA3525,149,71,70,48,53,35,44,84,4,556
POA3527,96,39,36,27,31,20,16,38,3,308
POA3529,24,4,8,6,10,3,4,0,0,64
POA3530,25,6,5,7,5,0,7,9,3,62
POA3531,26,11,6,8,3,0,14,11,0,84
POA3533,98,40,28,20,26,22,22,50,6,315
POA3537,125,52,36,41,34,29,37,51,9,410
POA3540,46,4,4,8,0,12,4,16,0,102
POA3542,26,0,4,3,5,7,4,5,0,57
POA3544,55,13,13,8,4,7,6,9,0,120
POA3546,60,26,13,23,10,0,16,22,9,172
POA3549,347,95,139,85,132,64,162,538,86,1657
POA3550,2072,5107,2382,2703,2167,1743,980,2152,309,19617
POA3551,2328,3928,2535,2112,2283,1537,1037,1657,264,17688
POA3555,805,1613,1283,1296,1093,905,609,1339,145,9090
POA3556,501,855,949,953,639,572,494,958,129,6059
POA3557,83,46,87,50,47,23,30,50,5,421
POA3558,99,38,47,30,36,21,38,46,4,363
POA3559,103,41,13,17,24,11,11,37,8,268
POA3561,402,229,266,220,159,148,163,286,35,1912
POA3562,28,19,15,14,15,4,17,18,5,126
POA3563,97,27,47,46,28,36,34,57,9,370
POA3564,1062,1309,1263,1130,793,817,506,976,114,7977
POA3565,21,13,10,8,4,6,4,8,0,65
POA3566,66,26,33,25,25,13,19,51,6,270
POA3567,106,24,31,22,23,18,23,64,7,319
POA3568,270,175,177,113,118,89,100,162,23,1230
POA3570,86,30,63,28,28,25,34,50,7,351
POA3571,76,19,9,6,8,3,7,16,3,156
POA3572,39,12,3,8,4,7,8,4,0,75
POA3573,76,8,8,8,7,5,12,39,5,166
POA3575,133,33,33,32,19,13,17,83,5,372
POA3576,27,0,0,0,0,0,0,0,0,34
POA3579,446,305,309,241,207,170,155,301,50,2181
POA3580,56,51,62,57,41,33,48,65,7,424
POA3581,17,4,12,6,4,7,9,6,0,64
POA3583,20,7,9,8,6,4,6,10,4,70
POA3584,101,73,71,74,57,49,32,67,8,535
POA3585,781,941,753,703,612,521,269,803,100,5486
POA3586,91,50,71,36,55,43,23,58,3,424
POA3588,22,16,23,24,14,16,18,39,0,179
POA3589,53,26,10,12,17,8,9,53,4,189
POA3590,23,19,30,20,20,5,11,31,3,155
POA3591,23,12,7,9,11,4,5,13,3,94
POA3594,28,27,31,24,22,12,27,81,6,253
POA3595,30,23,27,24,14,20,23,49,5,215
POA3596,11,5,3,0,4,4,6,10,0,48
POA3597,80,18,17,8,20,5,10,95,6,256
POA3599,23,0,11,0,6,3,5,20,0,65
POA3607,17,4,10,10,6,11,0,13,0,74
POA3608,232,160,192,145,125,76,76,194,33,1231
POA3610,133,87,93,76,64,44,42,66,28,635
POA3612,93,79,75,69,73,45,60,118,25,631
POA3614,91,83,88,50,48,23,33,62,10,488
POA3616,415,397,355,278,279,202,183,385,52,2548
POA3617,28,7,9,8,9,4,5,4,3,76
POA3618,60,22,43,27,27,15,28,55,7,284
POA3620,504,539,568,428,361,305,265,576,87,3637
POA3621,190,119,173,116,93,107,99,201,22,1115
POA3622,82,35,27,19,22,9,19,28,10,261
POA3623,92,39,47,39,42,18,23,90,8,394
POA3624,65,12,44,18,11,15,26,38,4,223
POA3629,463,537,529,509,381,360,341,667,93,3872
POA3630,1473,2581,1683,1662,1413,1272,862,2125,270,13343
POA3631,1228,1389,1049,785,932,658,383,744,111,7269
POA3633,55,62,50,29,35,29,17,38,3,328
POA3634,201,154,142,85,99,67,77,101,19,949
POA3635,60,29,43,16,29,16,29,48,7,270
POA3636,345,338,318,271,233,163,159,332,57,2212
POA3637,102,30,31,23,18,18,21,45,6,295
POA3638,191,133,132,110,107,80,67,146,28,995
POA3639,81,32,22,20,14,7,11,31,9,219
POA3640,140,43,62,49,33,29,53,106,19,518
POA3641,97,49,84,61,47,46,52,119,10,558
POA3644,631,424,523,462,393,317,304,802,74,3926
POA3646,83,56,26,15,29,15,21,16,8,275
POA3647,4,9,0,4,0,8,0,10,0,36
POA3649,60,22,19,22,19,24,14,39,3,225
POA3658,330,399,529,319,320,221,312,384,73,2888
POA3659,56,64,63,45,44,17,34,36,12,379
POA3660,445,430,510,475,355,301,222,575,54,3367
POA3662,136,99,24,374,53,14,115,14,20,858
POA3663,29,12,7,7,9,4,4,6,0,88
POA3664,115,84,95,67,64,26,29,88,9,568
POA3665,45,30,23,15,27,7,7,26,4,189
POA3666,478,353,315,207,198,163,122,314,49,2205
POA3669,167,85,70,59,56,36,34,73,14,580
POA3670,62,39,59,24,26,21,18,37,4,297
POA3672,503,732,675,626,485,376,326,628,105,4455
POA3673,232,137,129,84,74,57,71,111,21,918
POA3675,197,184,159,107,109,66,58,110,13,1005
POA3677,881,1659,1205,1294,878,846,592,1106,142,8601
POA3678,732,626,456,365,341,244,194,370,58,3389
POA3682,93,30,49,26,37,24,30,53,0,341
POA3683,106,128,151,99,87,71,74,75,17,811
POA3685,245,229,175,149,147,76,99,211,27,1352
POA3687,64,65,97,43,35,43,36,78,12,479
POA3688,119,95,103,86,80,63,70,76,11,705
POA3690,1681,2746,2433,2331,1921,1565,1291,1994,281,16250
POA3691,1121,1276,1183,875,777,447,442,497,124,6741
POA3695,74,45,29,23,27,24,19,29,7,275
POA3697,49,50,45,30,28,26,9,29,5,264
POA3698,96,111,72,51,50,38,18,46,3,485
POA3699,205,178,149,295,75,108,89,175,18,1290
POA3700,93,78,101,69,59,37,55,92,21,605
POA3701,187,53,41,53,38,21,33,68,4,500
POA3704,6,0,0,0,3,0,0,4,0,13
POA3705,43,12,7,13,11,9,6,20,0,119
POA3707,223,109,90,84,75,52,51,116,20,817
POA3708,7,5,3,3,7,0,5,4,0,35
POA3709,56,10,10,11,12,0,8,18,0,134
POA3711,49,51,48,30,20,18,19,31,0,269
POA3712,40,15,36,12,14,6,8,21,6,161
POA3713,80,40,70,63,29,38,23,53,12,411
POA3714,272,241,262,204,196,118,112,191,33,1636
POA3715,44,20,27,20,21,16,10,19,7,182
POA3717,291,237,272,155,140,94,102,186,25,1503
POA3718,24,3,0,3,0,0,3,12,0,43
POA3719,59,23,23,25,21,8,19,18,0,203
POA3720,62,40,44,40,29,32,20,53,6,328
POA3722,432,445,477,336,273,281,137,266,44,2700
POA3723,470,407,263,351,202,174,126,215,42,2259
POA3725,82,35,34,30,27,13,19,35,4,290
POA3726,68,17,17,16,15,9,12,21,0,178
POA3727,35,18,17,13,9,8,10,10,3,122
POA3728,56,28,33,44,19,29,43,46,6,306
POA3730,567,618,671,534,432,360,194,523,66,3961
POA3732,83,46,39,30,21,17,16,49,4,302
POA3733,24,23,14,17,5,11,3,19,0,118
POA3735,93,48,41,34,29,23,31,61,6,366
POA3737,316,309,314,251,207,196,170,282,40,2087
POA3738,20,13,11,16,12,6,17,14,0,106
POA3739,27,15,11,11,16,5,0,29,0,114
POA3740,118,116,108,64,68,57,29,71,10,630
POA3741,448,442,310,338,160,193,127,215,42,2260
POA3744,39,69,27,33,22,18,0,24,8,228
POA3746,18,25,38,20,15,10,9,24,6,162
POA3747,410,629,274,298,194,161,88,234,37,2331
POA3749,181,291,112,96,100,74,43,85,9,982
POA3750,968,2186,1567,1595,1364,846,1282,1133,282,11225
POA3751,14,3,12,3,4,5,3,4,4,62
POA3752,1521,2527,1788,1459,2001,1370,858,1115,268,12912
POA3753,278,344,387,280,341,186,247,220,63,2349
POA3754,2846,5114,3738,3352,3608,2306,1614,2032,458,25080
POA3755,24,20,22,8,16,5,0,7,0,99
POA3756,774,1009,1478,973,1052,652,777,785,175,7678
POA3757,546,633,995,551,610,372,301,426,77,4503
POA3758,146,142,262,121,154,79,95,99,17,1106
POA3759,111,129,118,65,60,41,14,29,6,566
POA3760,27,44,40,16,42,13,6,19,0,204
POA3761,83,133,96,65,75,29,31,55,19,581
POA3762,18,11,8,3,3,3,4,3,4,64
POA3763,108,128,204,120,84,43,61,70,21,834
POA3764,553,759,874,588,633,372,429,558,118,4879
POA3765,444,680,684,354,480,292,169,274,60,3440
POA3766,98,193,90,64,83,41,25,37,12,637
POA3767,112,198,93,56,58,36,19,38,7,624
POA3770,309,252,382,146,214,131,95,191,41,1764
POA3775,368,347,393,209,261,184,107,174,34,2077
POA3777,706,884,981,648,571,352,305,594,79,5120
POA3778,34,17,11,10,9,10,4,23,0,111
POA3779,43,34,31,35,19,15,10,23,0,205
POA3781,280,357,493,286,283,158,151,247,32,2278
POA3782,595,856,784,434,538,277,220,341,71,4114
POA3783,174,228,256,153,128,80,73,118,21,1235
POA3785,4,8,6,0,4,0,0,5,0,29
POA3786,161,250,107,79,89,47,20,40,7,790
POA3787,103,151,67,59,64,25,10,36,6,522
POA3788,169,236,120,102,94,52,22,70,18,884
POA3789,28,41,17,13,11,12,7,3,5,137
POA3791,117,236,98,73,76,56,15,43,15,737
POA3792,91,169,82,52,51,32,11,41,6,536
POA3793,260,312,359,207,197,117,86,173,33,1742
POA3795,137,105,150,63,87,44,36,54,9,684
POA3796,653,945,1051,611,685,436,290,501,69,5244
POA3797,213,188,337,209,191,128,131,200,42,1646
POA3799,276,356,461,357,266,166,194,337,57,2466
POA3802,1153,2213,1667,1168,1596,1020,928,1115,256,11115
POA3803,421,634,769,511,586,372,529,629,96,4558
POA3804,700,774,692,317,665,423,235,323,119,4251
POA3805,2899,4560,4733,3163,4101,2638,2550,3102,645,28388
POA3806,3602,6063,3525,2693,3667,2485,1414,1924,462,25836
POA3807,578,836,667,416,652,418,213,347,62,4191
POA3808,316,314,308,141,223,144,52,130,30,1656
POA3809,1172,2311,1565,1318,1489,967,693,803,187,10501
POA3810,2610,3936,4306,3341,3241,2436,2589,3148,532,26140
POA3812,210,149,262,125,169,90,92,131,40,1275
POA3813,82,73,105,41,55,46,39,51,8,494
POA3814,194,182,253,108,154,98,90,139,34,1259
POA3815,240,236,373,185,244,121,130,187,51,1770
POA3816,205,166,266,157,158,112,142,213,39,1456
POA3818,945,1199,1335,979,874,665,579,995,144,7717
POA3820,1071,1998,1321,1217,1107,718,511,1175,129,9260
POA3821,343,307,257,151,163,125,84,168,34,1633
POA3822,99,77,88,63,48,36,39,53,11,510
POA3823,152,156,158,144,95,97,66,117,19,1006
POA3824,365,414,383,293,292,189,192,296,32,2457
POA3825,784,1007,1509,1205,1020,724,617,1095,188,8147
POA3831,166,133,144,83,108,59,61,108,8,875
POA3832,29,15,19,8,15,8,8,21,0,117
POA3833,38,17,15,26,15,14,25,22,10,180
POA3835,66,32,29,28,22,15,14,26,0,229
POA3840,527,744,988,846,832,639,511,874,149,6094
POA3842,180,271,266,271,227,197,144,243,24,1821
POA3844,1493,2945,2340,1769,2084,1349,957,1469,277,14689
POA3847,164,117,160,118,96,79,79,131,21,956
POA3850,809,1457,971,1020,685,615,314,700,123,6698
POA3851,484,365,363,268,216,177,128,224,54,2271
POA3852,120,140,5,28,3,0,0,4,12,302
POA3854,114,96,151,80,91,58,75,75,15,753
POA3856,51,75,103,54,62,48,51,66,0,501
POA3857,31,31,27,13,15,14,17,19,6,175
POA3858,243,124,179,141,120,106,124,210,31,1280
POA3859,136,54,68,33,34,21,34,75,8,458
POA3860,370,513,591,427,323,217,276,415,54,3168
POA3862,246,237,292,249,145,118,114,195,38,1630
POA3864,33,8,16,12,7,5,12,14,0,107
POA3865,31,26,41,20,18,21,27,62,0,246
POA3869,103,146,159,117,117,54,80,80,13,863
POA3870,87,98,76,55,63,42,46,59,20,542
POA3871,213,254,188,148,136,95,77,143,31,1284
POA3873,27,16,21,17,12,7,19,21,0,140
POA3874,62,35,29,30,13,25,11,37,6,245
POA3875,1051,1386,1206,1138,941,831,558,1198,175,8483
POA3878,70,99,66,72,63,54,26,51,4,504
POA3880,167,245,197,219,169,145,68,132,31,1372
POA3882,81,90,90,79,76,55,38,78,15,601
POA3885,171,131,132,128,73,47,73,113,23,886
POA3886,29,14,23,16,11,8,22,25,4,159
POA3887,12,13,11,14,3,9,10,11,0,95
POA3888,268,203,125,195,132,101,99,180,27,1328
POA3889,22,7,4,3,3,4,3,3,0,50
POA3890,31,12,9,22,5,0,15,11,6,102
POA3891,13,7,0,0,0,3,0,3,0,41
POA3892,83,92,79,63,50,30,12,86,0,493
POA3893,7,3,0,0,4,0,0,0,0,14
POA3895,42,10,9,5,3,0,9,15,7,96
POA3896,50,27,16,17,11,0,8,19,8,156
POA3898,138,97,53,92,37,33,25,59,11,557
POA3900,32,3,0,3,0,3,3,13,4,75
POA3902,27,16,35,20,18,14,5,22,3,161
POA3903,43,49,49,45,36,21,18,27,18,307
POA3904,143,152,118,107,102,57,23,68,11,784
POA3909,405,439,423,475,299,286,143,444,78,2988
POA3910,1412,2142,2354,1472,1809,1233,691,1156,199,12466
POA3911,237,284,419,212,259,140,113,204,25,1889
POA3912,929,1276,1608,980,1073,729,472,834,136,8039
POA3913,246,306,355,204,227,166,96,207,17,1835
POA3915,499,479,894,588,444,414,291,586,87,4291
POA3916,140,142,72,21,45,25,7,20,13,486
POA3918,230,303,412,269,219,179,128,209,39,1984
POA3919,144,179,359,232,173,164,113,199,31,1601
POA3920,71,80,526,458,25,8,4,6,17,1187
POA3921,30,11,0,4,0,3,0,4,4,62
POA3922,579,762,661,530,415,408,128,454,77,4006
POA3923,66,60,47,30,42,44,8,26,3,323
POA3925,313,425,341,252,216,163,64,192,35,2002
POA3926,333,406,234,153,162,116,37,107,36,1581
POA3927,128,265,115,103,90,70,17,55,13,856
POA3928,66,73,33,18,12,12,6,13,5,232
POA3929,138,152,39,40,44,39,4,29,14,497
POA3930,1938,2500,947,823,1095,834,161,428,140,8876
POA3931,1655,2442,1703,1413,1358,1075,369,914,183,11111
POA3933,132,113,111,40,71,41,15,50,13,580
POA3934,1698,2245,1247,1109,1115,933,243,595,148,9345
POA3936,915,1071,1027,665,720,609,216,488,120,5832
POA3937,208,272,84,80,66,62,14,40,22,858
POA3938,214,322,249,154,183,148,54,106,23,1452
POA3939,802,1119,1213,847,701,730,254,717,136,6523
POA3940,175,216,315,239,151,172,98,223,47,1633
POA3941,885,1155,1166,701,601,534,178,546,131,5904
POA3942,252,332,160,101,121,120,25,80,27,1230
POA3943,227,264,83,64,93,70,8,30,28,864
POA3944,118,161,19,21,36,40,5,5,9,417
POA3945,128,81,78,47,57,35,31,43,11,521
POA3946,47,34,20,13,11,5,10,12,5,157
POA3950,298,293,366,288,220,224,178,301,44,2219
POA3951,135,84,72,59,53,37,24,35,10,512
POA3953,643,598,578,404,383,337,244,425,61,3675
POA3954,51,38,34,13,18,19,12,13,0,214
POA3956,348,237,187,139,114,89,51,149,40,1349
POA3957,47,18,17,20,12,10,9,17,0,154
POA3958,51,21,6,12,14,11,9,18,9,148
POA3959,157,146,84,51,56,43,18,56,22,618
POA3960,242,196,123,126,88,93,52,144,22,1081
POA3962,71,62,43,50,32,26,30,58,12,374
POA3964,15,8,14,9,13,8,6,19,0,93
POA3965,12,11,11,3,14,3,3,15,0,69
POA3966,70,24,26,23,21,13,19,39,7,242
POA3967,23,3,3,3,0,0,0,11,0,51
POA3971,325,190,223,199,143,129,126,229,44,1611
POA3975,903,1856,1137,997,1208,676,869,952,248,8845
POA3976,717,1226,1899,1330,1298,863,1611,1805,310,11066
POA3977,5624,8380,8889,7049,7126,4904,5950,6563,1188,55677
POA3978,2302,4324,3183,2937,2800,1738,2203,2107,432,22018
POA3979,52,33,25,14,26,9,8,18,0,188
POA3980,181,166,379,198,265,151,187,204,35,1763
POA3981,389,225,528,286,341,227,294,376,47,2727
POA3984,391,386,610,367,375,269,351,390,89,3221
POA3987,139,85,160,79,98,49,80,86,25,801
POA3988,154,77,72,35,57,25,36,90,7,557
POA3990,14,7,7,9,11,9,6,10,0,66
POA3991,29,9,28,15,21,20,18,27,7,174
POA3992,104,95,87,90,53,66,34,89,15,639
POA3995,572,720,749,652,439,568,230,544,93,4560
POA3996,469,732,366,294,290,224,72,206,37,2684
POA4000,1749,4339,1173,1631,1488,950,367,1202,262,13142
POA4005,2119,4689,683,860,1277,640,167,353,176,10961
POA4006,2493,5868,1467,1861,2227,1275,484,1048,301,17031
POA4007,1704,2947,678,752,1279,687,326,388,173,8941
POA4008,34,71,51,30,40,15,31,32,11,317
POA4009,0,0,0,0,0,0,6,6,0,11
POA4010,318,734,218,222,320,189,61,117,37,2210
POA4011,1532,3064,696,824,1209,725,266,511,144,8976
POA4012,1999,4163,1418,1416,2078,1038,517,850,230,13711
POA4013,354,810,323,320,390,226,126,200,53,2794
POA4014,1032,1960,844,682,1043,492,386,544,118,7099
POA4017,2348,4438,2444,2234,2683,1519,1050,1592,322,18630
POA4018,629,1525,732,967,1050,501,515,637,132,6698
POA4019,1008,1648,1324,1224,1231,729,586,891,156,8808
POA4020,1574,2340,1410,1385,1593,919,605,968,203,10987
POA4021,349,514,634,584,541,338,384,543,69,3949
POA4022,270,455,420,496,423,297,254,345,64,3016
POA4025,54,30,57,43,24,20,6,51,5,297
POA4030,1574,4176,1003,1206,1495,841,297,660,136,11386
POA4031,1271,2820,832,857,1139,654,275,519,109,8471
POA4032,1014,2432,1081,1201,1311,856,484,776,174,9330
POA4034,2616,5836,2721,2595,3404,1918,1294,1951,440,22789
POA4035,2203,4116,1631,1561,2161,1302,498,780,242,14497
POA4036,365,642,555,418,558,273,259,363,65,3499
POA4037,679,1095,572,490,699,376,174,251,49,4382
POA4051,2655,6340,1415,1913,2026,1206,497,828,219,17098
POA4053,3520,7875,2929,2922,3653,2013,869,1510,356,25647
POA4054,852,2048,907,793,994,536,291,485,99,7001
POA4055,1650,3420,1326,1413,1738,869,404,595,164,11578
POA4059,1027,3007,589,971,925,617,197,510,119,7964
POA4060,1316,2947,517,673,858,564,137,327,80,7424
POA4061,1497,3356,725,825,1063,603,152,403,89,8718
POA4064,1279,3273,510,705,827,541,125,282,98,7626
POA4065,1121,2342,335,410,601,356,85,161,66,5487
POA4066,1466,4681,734,1153,1383,822,239,551,150,11178
POA4067,560,2297,282,879,591,555,175,450,73,5867
POA4068,1812,5763,885,1344,1522,1001,314,708,194,13554
POA4069,3430,7189,1163,1346,1991,1192,287,691,206,17481
POA4070,951,1982,668,612,822,469,163,322,86,6071
POA4073,762,1685,392,434,645,351,134,225,45,4676
POA4074,1887,3774,1360,1227,1677,944,455,718,181,12234
POA4075,1980,5009,1181,1272,1698,886,412,689,162,13292
POA4076,187,435,374,269,261,148,213,285,46,2221
POA4077,922,1992,1726,2193,1491,1068,1736,2224,365,13717
POA4078,1311,2716,1405,1643,1856,1080,1157,1285,266,12707
POA4101,2850,8293,1417,2294,2346,1374,527,1101,304,20497
POA4102,728,2343,561,787,729,480,167,484,114,6390
POA4103,985,3538,775,977,1017,650,302,639,116,9009
POA4104,554,1491,296,341,524,267,104,195,53,3815
POA4105,994,2757,762,735,944,530,286,508,98,7608
POA4106,71,204,127,93,96,55,81,93,15,841
POA4107,424,1112,453,372,490,216,189,295,64,3615
POA4108,268,752,394,358,374,249,252,366,58,3062
POA4109,1660,3958,2093,2055,1952,1462,1170,2004,440,16790
POA4110,752,1724,972,917,1024,558,761,861,196,7762
POA4111,43,125,50,76,78,59,24,73,5,533
POA4112,468,1204,408,406,522,339,258,310,93,4004
POA4113,1436,3820,1709,1534,1792,1199,1145,1464,357,14465
POA4114,415,744,1207,1220,870,688,1539,1918,272,8870
POA4115,1089,2171,1238,1079,1552,913,814,851,201,9904
POA4116,1466,3379,1420,1446,1912,1205,1017,1120,268,13225
POA4117,106,202,162,177,157,95,168,134,30,1221
POA4118,1313,1816,2240,1896,2115,1330,1985,1823,308,14820
POA4119,375,769,440,358,459,287,266,280,61,3296
POA4120,817,2377,615,714,828,411,232,379,74,6447
POA4121,2169,5216,1295,1279,1736,940,358,713,229,13935
POA4122,2768,7177,2510,2571,3157,2041,1072,1842,394,23526
POA4123,1442,3285,1415,1060,1631,936,551,891,212,11425
POA4124,1257,1593,1956,1266,1673,922,1247,1109,266,11297
POA4125,557,684,966,703,857,490,880,694,150,5982
POA4127,1307,2362,1790,1404,1746,1049,1011,1372,251,12286
POA4128,1057,1825,1395,948,1389,812,544,740,177,8877
POA4129,343,488,578,367,495,339,266,385,66,3325
POA4130,682,1019,779,466,759,411,240,355,80,4797
POA4131,335,589,677,676,526,416,559,644,113,4535
POA4132,575,738,1334,1403,1127,898,1753,1854,278,9967
POA4133,851,1138,1376,1145,1304,765,1180,1278,211,9257
POA4151,1612,4020,922,1096,1413,782,291,593,145,10874
POA4152,4165,8595,2350,2259,3654,2161,782,1374,378,25718
POA4153,380,660,264,206,372,200,108,171,30,2386
POA4154,1206,1773,600,515,944,543,205,338,66,6192
POA4155,167,167,76,50,116,75,25,64,16,747
POA4156,314,555,189,154,240,182,60,105,31,1829
POA4157,1111,1712,1677,1122,1551,865,756,989,182,9961
POA4158,236,371,294,223,272,145,124,176,21,1877
POA4159,964,1385,1092,796,1124,631,464,598,104,7155
POA4160,1536,2206,1157,1114,1464,905,451,715,121,9667
POA4161,861,1280,1443,1012,1209,754,664,885,141,8260
POA4163,1039,1383,974,817,1092,663,330,534,112,6947
POA4164,1400,1941,1545,1209,1563,958,555,843,163,10184
POA4165,2531,3237,3180,2232,2963,1706,1154,1785,326,19122
POA4169,1518,3493,874,1033,1212,679,309,642,174,9932
POA4170,2881,5618,1587,1463,2282,1188,522,942,236,16707
POA4171,2135,3388,690,758,1257,692,198,356,166,9643
POA4172,456,827,328,260,455,236,133,208,37,2938
POA4173,539,1043,659,459,698,350,279,447,58,4541
POA4174,192,335,200,160,238,116,148,169,28,1589
POA4178,1843,3037,1746,1409,1905,1071,906,1136,211,13278
POA4179,1695,2464,1239,1022,1486,815,467,676,193,10053
POA4183,187,239,146,113,121,96,49,147,12,1114
POA4184,197,325,308,314,219,211,160,256,51,2046
POA4205,174,258,323,312,265,211,236,313,53,2146
POA4207,2793,3763,4841,3737,3990,2687,3078,4007,663,29563
POA4208,1603,1999,1985,1330,1794,1173,921,1232,243,12275
POA4209,4083,5696,5516,4842,4457,3745,2765,3815,766,35687
POA4210,1445,2115,1924,1419,1642,1196,702,1040,244,11720
POA4211,3564,5510,4903,4097,4082,3177,1848,3151,650,30989
POA4212,2824,3167,2020,1661,2235,1768,741,1186,333,15939
POA4213,2026,3307,2319,1782,1944,1531,637,1296,337,15179
POA4214,2012,4091,2611,2354,2321,1995,978,1817,376,18551
POA4215,2572,5120,3363,3998,2935,2739,1334,2922,525,25513
POA4216,2482,3175,2349,2035,2474,1951,862,1482,349,17157
POA4217,3417,4669,2495,2811,2544,2481,897,2278,499,22084
POA4218,2950,4536,2291,2368,2302,1843,599,1326,382,18604
POA4220,2404,4053,2254,2164,1941,1637,545,1195,318,16507
POA4221,1913,3447,2154,1888,1767,1445,549,1157,279,14608
POA4223,1007,1708,1105,886,852,672,284,608,143,7258
POA4224,465,887,534,516,383,303,144,289,69,3596
POA4225,587,985,547,641,472,367,171,347,86,4191
POA4226,2307,4229,2232,2401,2470,2143,687,1427,365,18267
POA4227,1567,2863,1551,1618,1575,1339,468,1001,217,12202
POA4228,409,582,401,259,342,254,104,229,56,2648
POA4270,300,315,420,219,314,168,190,190,46,2162
POA4272,514,953,527,459,357,239,103,289,59,3508
POA4275,341,360,347,303,258,127,110,224,34,2093
POA4280,1140,1110,1889,1140,1524,843,1095,1087,257,10087
POA4285,1172,1113,1632,1128,1230,781,934,1250,230,9469
POA4287,65,31,32,38,26,17,33,49,8,304
POA4300,3569,6637,4316,4225,4770,2746,3074,3252,712,33285
POA4301,1017,1694,2030,2394,1995,1378,2146,2377,381,15407
POA4303,85,141,167,183,159,117,197,254,41,1344
POA4304,653,987,1075,1032,983,671,769,1041,156,7374
POA4305,2441,4215,4135,4066,3715,2564,2442,3379,519,27491
POA4306,2787,4236,3471,2939,3189,1876,1595,1827,376,22308
POA4307,154,72,157,88,104,59,73,89,16,802
POA4309,279,170,240,179,165,92,148,234,23,1528
POA4310,394,384,379,297,269,180,172,406,69,2554
POA4311,495,394,658,497,468,335,436,625,80,3994
POA4312,139,114,120,142,102,69,63,145,27,925
POA4313,153,101,109,112,96,77,74,130,25,875
POA4314,186,86,98,137,83,75,83,158,28,933
POA4340,306,297,408,349,313,188,244,326,63,2490
POA4341,745,764,951,868,735,591,724,966,114,6454
POA4342,167,108,188,123,131,91,124,218,13,1157
POA4343,764,543,571,477,487,411,434,1535,128,5346
POA4344,186,179,192,139,140,89,119,174,27,1236
POA4346,56,77,90,61,60,31,38,55,12,482
POA4347,89,69,76,59,64,52,52,179,11,645
POA4350,5212,11548,7156,7643,6593,4710,2945,5872,843,52529
POA4352,2184,3037,2430,1797,2106,1257,927,1349,222,15315
POA4353,33,12,32,17,22,6,24,15,3,168
POA4354,74,58,102,53,68,40,54,72,9,531
POA4355,142,102,145,133,92,50,74,153,24,919
POA4356,421,265,391,213,288,148,221,350,53,2345
POA4357,214,73,117,80,79,70,118,230,29,1020
POA4358,232,205,236,173,168,128,108,180,22,1458
POA4359,114,110,107,58,84,53,47,71,8,649
POA4360,51,26,37,25,30,15,18,27,0,228
POA4361,259,144,157,126,106,66,73,137,30,1108
POA4362,220,145,140,123,106,81,94,129,40,1077
POA4363,40,39,44,28,35,17,14,37,11,263
POA4364,31,7,4,4,7,0,12,12,0,83
POA4365,31,18,21,24,17,11,19,46,3,193
POA4370,1055,1044,1050,993,880,796,743,1358,153,8080
POA4371,53,49,31,29,42,26,38,40,0,309
POA4372,15,7,4,10,10,5,8,13,3,72
POA4373,68,37,40,44,34,47,36,67,14,391
POA4374,49,29,9,19,11,20,19,30,3,183
POA4375,20,18,5,10,8,5,6,11,3,85
POA4376,31,9,12,17,7,13,8,32,0,132
POA4377,50,25,33,25,26,23,17,44,6,243
POA4378,54,35,25,22,15,10,14,66,5,249
POA4380,498,493,374,425,364,268,222,544,59,3240
POA4381,57,32,30,41,32,20,18,43,8,263
POA4382,68,61,23,20,19,11,17,48,10,279
POA4383,22,13,24,38,6,0,18,48,4,169
POA4384,3,0,4,6,10,0,0,9,0,25
POA4385,113,43,52,43,41,28,47,86,14,467
POA4387,106,51,52,54,39,25,67,139,11,565
POA4388,38,8,10,12,9,3,13,21,4,123
POA4390,608,477,464,343,393,278,344,409,65,3374
POA4400,96,104,186,122,132,82,94,135,21,973
POA4401,319,207,404,308,224,164,267,570,55,2517
POA4402,23,12,10,4,10,7,4,3,0,72
POA4403,140,23,35,30,36,21,37,57,7,389
POA4404,103,22,31,12,32,8,25,46,6,282
POA4405,945,922,1146,686,811,677,577,902,91,6745
POA4406,373,56,79,58,73,31,52,127,11,867
POA4407,77,16,23,18,27,5,37,50,9,259
POA4408,77,26,29,26,22,11,16,28,5,240
POA4410,101,42,62,54,37,16,47,60,11,422
POA4411,53,7,12,10,17,5,3,16,3,128
POA4412,38,9,9,8,10,3,6,13,0,105
POA4413,630,527,856,313,456,273,497,623,94,4261
POA4415,141,99,185,102,96,82,159,154,24,1040
POA4416,103,18,30,15,20,0,20,54,0,258
POA4417,94,39,34,33,19,12,26,58,11,333
POA4418,33,0,0,3,5,4,6,12,0,57
POA4419,191,58,170,34,43,13,132,160,22,835
POA4420,187,70,71,33,47,40,69,111,9,651
POA4421,99,75,62,78,54,37,62,105,13,585
POA4422,97,15,16,15,12,6,20,34,4,218
POA4423,59,14,0,4,12,0,4,17,0,109
POA4424,57,14,9,8,8,6,12,14,0,117
POA4425,41,7,0,11,5,9,8,15,0,90
POA4426,44,0,7,6,11,4,9,9,0,91
POA4427,29,5,12,8,5,3,14,20,3,103
POA4428,116,49,113,22,28,19,69,57,11,487
POA4454,139,62,139,31,31,16,89,104,23,633
