POA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2029,0,5,36,199,381,153,37,32,852,0,0,28,67,19,0,0,11,122,0,32,41,101,52,8,0,14,249,0,32,64,170,76,9,0,21,371,0,82,269,153,15,5,3,52,572,15,243,1113,501,40,3,0,71,1982,12,45,113,69,4,0,0,15,268,8,12,8,0,0,0,0,9,42,0,0,16,12,4,0,0,0,30,32,389,1522,737,67,7,3,146,2893,4,22,21,14,0,0,0,9,71,0,0,3,0,0,0,0,0,8,42,448,1648,1123,518,168,46,207,4194
POA2030,3,7,93,533,1101,660,172,83,2662,0,4,40,37,16,4,0,3,105,0,0,47,138,133,37,0,15,380,0,11,92,172,151,40,4,21,480,0,56,304,171,19,10,9,45,611,4,58,401,192,10,0,0,33,698,4,49,281,81,7,0,0,19,439,0,12,23,16,0,0,0,10,62,0,0,0,0,0,0,0,4,9,3,172,1014,458,35,13,6,104,1822,0,14,40,33,0,0,0,13,99,3,5,3,3,0,0,0,0,21,12,208,1242,1200,1300,711,184,226,5083
POA2031,12,25,132,689,801,345,82,40,2126,5,24,262,596,245,48,5,35,1210,0,60,229,472,366,54,9,31,1224,7,80,483,1068,609,105,13,67,2439,7,349,933,238,46,3,10,72,1662,12,746,3342,527,11,9,3,243,4899,18,492,1416,314,3,0,0,80,2326,29,94,228,23,0,0,0,20,398,6,7,3,3,5,0,3,5,32,68,1696,5931,1099,63,15,16,429,9313,9,70,106,60,11,0,3,11,266,4,0,6,4,0,0,0,3,19,96,1870,6655,2925,1487,465,109,551,14157
POA2032,9,29,173,800,551,246,91,48,1942,10,41,201,222,34,15,6,42,567,6,85,98,189,80,19,4,34,519,10,132,299,409,116,41,9,76,1083,29,121,232,125,13,5,3,33,558,34,245,829,156,13,0,0,76,1355,27,74,295,44,5,0,0,32,483,3,12,172,139,17,0,0,18,358,0,3,4,0,0,3,0,0,16,88,466,1538,461,50,10,3,164,2770,0,14,3,5,5,0,4,0,38,0,0,0,0,0,0,4,6,12,110,640,2010,1674,724,294,108,285,5850
POA2033,4,18,41,303,333,166,49,25,934,0,8,22,86,20,5,0,4,144,3,4,13,78,55,13,0,9,167,3,12,35,168,72,14,0,11,314,0,68,234,40,8,0,0,14,371,41,381,669,129,10,3,3,60,1291,19,207,746,123,5,26,0,99,1229,0,33,237,123,3,0,0,10,412,0,0,0,0,0,0,0,0,8,62,683,1893,423,26,29,7,186,3307,3,0,0,0,0,0,0,0,8,0,0,0,3,5,0,0,3,14,70,722,1968,889,441,210,59,221,4582
POA2034,0,11,58,385,686,262,55,44,1504,7,14,81,160,61,16,0,10,354,0,9,77,297,179,32,0,23,612,7,19,154,453,232,51,3,38,964,44,257,687,294,34,6,0,85,1420,33,602,2427,743,24,0,6,255,4083,8,114,269,159,8,0,0,43,599,0,15,25,10,0,0,0,5,56,0,6,8,11,10,0,0,0,35,84,995,3423,1213,75,8,12,389,6189,0,9,19,9,0,0,0,7,50,0,3,4,0,0,0,0,5,13,91,1039,3662,2062,1002,314,67,478,8717
POA2035,8,23,265,1669,1642,707,199,125,4635,6,28,484,494,107,26,3,30,1168,7,79,238,743,349,72,8,65,1568,10,105,722,1236,455,98,15,99,2737,66,206,545,360,19,4,0,109,1307,10,360,1455,273,7,0,0,197,2298,41,393,942,181,5,0,3,104,1664,20,242,644,141,7,0,0,36,1084,0,3,10,0,4,4,0,0,24,136,1200,3585,959,33,9,7,436,6375,0,32,44,19,0,0,0,16,113,3,0,4,7,0,0,0,0,20,160,1360,4626,3886,2134,812,216,679,13882
POA2036,5,17,290,1597,1623,594,163,146,4431,39,60,89,129,29,0,0,16,368,0,79,225,919,425,29,7,109,1797,42,133,317,1045,456,31,13,130,2167,52,253,121,73,23,5,0,78,605,0,253,1113,354,7,0,0,165,1895,10,554,1361,512,26,0,3,177,2646,0,196,415,154,11,0,0,61,833,3,9,14,5,7,3,0,0,45,69,1263,3025,1105,72,6,9,479,6022,0,0,4,3,0,0,0,0,16,0,9,11,0,3,0,0,3,24,113,1422,3647,3750,2157,638,178,759,12668
POA2037,3,21,62,112,89,37,5,21,347,5,105,245,240,91,10,4,45,746,41,249,818,942,391,73,28,152,2692,45,351,1067,1179,481,86,33,197,3445,53,159,118,56,16,4,4,47,451,146,351,529,97,16,0,0,80,1218,33,561,432,83,6,0,0,65,1179,39,397,554,128,0,0,0,43,1161,0,0,0,0,0,0,0,0,0,267,1467,1636,371,39,11,4,232,4017,0,37,29,14,3,7,0,13,103,5,5,0,9,0,0,4,3,33,330,1879,2798,1682,620,134,48,464,7949
POA2038,0,19,195,403,196,42,6,30,895,3,44,431,424,141,19,0,25,1096,6,73,174,329,125,16,5,30,750,9,116,603,754,268,41,7,51,1839,36,103,195,71,11,0,0,57,470,45,135,77,17,4,0,0,15,294,56,188,126,8,0,0,0,18,400,0,0,0,0,0,0,0,0,0,0,6,18,0,0,4,0,4,27,135,434,414,95,15,4,0,87,1191,0,15,18,11,0,0,0,5,51,0,4,4,0,0,0,0,0,7,150,583,1231,1252,480,82,15,183,3987
POA2039,0,18,180,429,216,38,0,28,907,0,40,253,196,58,0,0,19,566,9,56,270,396,109,10,0,26,873,13,95,520,589,168,17,0,39,1443,14,91,101,34,6,0,0,5,250,0,65,105,35,5,0,0,3,201,11,234,330,153,3,0,0,21,763,11,24,10,12,0,0,0,0,62,0,0,5,4,0,0,0,0,12,36,422,547,242,15,0,0,37,1301,0,20,23,8,0,0,0,4,59,0,0,0,0,0,0,0,0,3,51,548,1267,1275,402,54,0,105,3707
POA2040,15,56,876,1747,787,139,11,78,3708,0,76,664,543,147,13,0,36,1488,18,60,396,574,152,27,8,39,1258,13,130,1059,1111,297,37,9,69,2740,24,221,490,230,16,3,0,89,1073,25,205,422,58,0,0,0,51,761,31,251,274,62,0,0,0,50,675,0,74,87,15,0,0,0,15,188,5,4,3,0,0,0,0,0,14,81,751,1279,361,22,5,0,206,2707,4,12,15,8,4,0,0,8,49,0,0,7,3,3,0,0,0,15,122,960,3231,3238,1115,179,25,362,9225
POA2041,0,33,276,563,462,113,15,34,1494,3,61,358,320,141,15,0,24,924,9,76,484,902,384,72,13,62,2008,6,143,843,1221,527,83,14,92,2932,15,150,209,85,17,0,0,24,494,59,322,534,63,5,0,0,66,1045,35,157,367,81,11,0,0,46,693,7,25,48,37,0,0,0,0,120,0,6,4,0,0,0,0,0,8,111,652,1160,266,32,0,0,133,2362,0,5,12,6,0,0,0,10,26,0,3,4,0,0,0,0,0,12,116,833,2296,2060,1027,199,30,262,6826
POA2042,3,32,111,284,139,33,17,25,644,4,169,1058,673,124,20,8,57,2120,20,88,568,930,401,69,19,104,2197,25,259,1625,1606,524,93,23,164,4311,101,235,232,46,10,0,4,33,662,177,411,494,39,0,0,3,56,1183,132,593,354,58,0,3,0,76,1222,57,91,32,18,3,0,0,7,208,3,10,8,3,5,0,0,3,25,468,1337,1120,166,21,7,11,174,3299,16,64,87,64,13,0,6,31,268,6,9,4,4,0,0,0,0,24,512,1698,2949,2118,698,133,52,397,8558
POA2043,0,8,37,60,35,0,0,0,147,6,74,287,126,30,0,0,13,540,10,74,438,386,109,11,4,29,1067,20,146,727,512,140,11,4,39,1607,13,30,113,30,0,0,0,22,210,13,35,85,11,0,0,0,9,145,8,625,811,94,0,0,0,66,1605,4,340,518,67,0,0,0,35,968,0,0,0,0,0,0,0,0,0,35,1036,1536,191,3,0,0,127,2924,0,4,8,3,0,0,0,0,19,0,3,4,0,0,0,0,3,12,52,1195,2309,773,185,16,4,176,4711
POA2044,3,30,312,669,238,55,11,43,1365,3,28,398,262,49,5,0,21,774,0,10,88,201,64,10,0,15,387,4,38,483,463,116,18,3,35,1156,3,37,52,4,0,0,0,3,98,5,79,109,20,0,0,0,12,220,7,68,247,17,3,0,0,19,356,0,0,0,0,0,0,0,0,0,5,11,5,11,6,0,0,0,35,17,198,416,51,7,0,0,27,719,3,8,13,4,3,0,0,4,38,0,0,4,0,0,0,0,3,8,37,272,1224,1180,369,80,17,114,3289
POA2045,0,10,121,758,696,162,22,35,1805,0,27,71,121,20,0,0,11,244,0,0,0,16,16,0,0,4,40,0,30,69,134,36,0,0,16,289,0,5,36,3,0,0,3,4,60,0,9,67,0,0,0,0,0,79,0,5,16,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,24,118,8,0,0,3,12,167,0,0,4,7,0,0,0,5,18,0,0,3,0,0,0,0,0,5,0,73,316,908,731,165,28,59,2280
POA2046,9,33,589,2167,1445,510,88,117,4952,0,15,205,166,38,4,0,13,440,0,27,338,415,76,3,5,52,911,0,44,551,578,108,10,5,60,1352,22,198,1024,255,25,3,0,99,1629,0,56,936,189,13,0,0,44,1242,0,328,786,425,7,6,0,47,1599,0,0,23,0,0,0,0,3,27,0,5,4,0,3,0,0,4,20,26,581,2789,879,45,5,3,193,4524,4,29,80,29,3,0,0,4,144,0,0,0,0,0,0,0,7,10,36,686,4002,3655,1600,530,91,383,10984
POA2047,4,9,133,598,539,174,38,37,1529,0,12,163,151,48,3,5,5,387,0,6,48,78,31,0,0,0,163,0,10,205,234,74,3,6,8,547,5,111,579,256,27,4,0,48,1030,0,60,558,215,14,0,0,44,894,0,61,412,255,8,4,0,24,768,0,31,93,95,0,0,0,21,245,0,0,5,0,4,0,0,0,7,5,263,1651,824,52,9,0,141,2943,0,24,26,14,0,0,0,8,76,0,4,7,5,0,0,0,0,13,10,307,2027,1669,665,189,45,192,5103
POA2048,6,12,73,261,180,38,12,14,598,3,13,230,532,105,11,3,15,909,3,17,44,148,119,21,6,11,372,5,28,270,676,227,33,7,24,1282,28,261,203,24,11,0,0,40,575,9,135,212,16,0,0,0,17,395,8,114,109,20,0,0,0,6,257,0,0,0,0,0,0,0,0,0,0,12,9,5,0,0,0,6,40,48,529,542,68,10,0,4,64,1266,0,16,26,10,7,0,0,10,78,3,0,3,0,0,4,0,0,8,68,591,916,1015,426,82,28,114,3228
POA2049,4,39,180,590,353,62,18,29,1274,4,26,234,257,67,8,5,14,603,17,32,97,227,120,26,3,18,540,25,57,329,487,185,33,3,27,1147,67,370,523,95,19,6,5,71,1162,24,193,258,20,0,0,0,17,514,51,296,423,68,0,0,0,83,921,9,37,49,10,0,0,0,11,106,0,14,18,8,0,5,0,4,47,150,911,1266,204,27,8,4,183,2750,7,40,46,16,3,0,0,11,137,4,12,6,3,0,0,0,4,23,192,1067,1827,1301,561,109,27,249,5339
POA2050,7,0,30,41,38,3,0,3,128,0,22,227,171,41,7,0,11,472,0,11,145,200,82,12,3,13,463,3,35,366,372,125,13,3,19,938,19,51,52,21,3,0,0,0,151,30,207,279,22,0,0,0,20,566,109,652,504,72,5,0,0,58,1399,64,522,309,48,3,0,0,128,1077,0,0,0,0,0,0,0,0,0,221,1429,1145,168,14,0,3,213,3197,0,7,10,0,0,0,0,0,21,0,0,3,0,0,0,0,5,10,234,1477,1551,593,176,21,12,240,4294
POA2060,4,10,119,284,193,67,15,20,703,0,4,89,124,29,6,0,6,261,9,64,251,478,109,22,0,42,990,9,73,339,601,136,33,0,47,1246,11,135,184,72,3,0,0,15,428,29,219,475,106,13,0,0,41,883,58,440,586,151,10,0,4,66,1315,276,1083,1086,352,19,3,0,153,2979,0,0,3,0,0,0,0,0,3,371,1879,2340,680,40,4,3,285,5605,0,0,8,0,0,0,0,0,11,4,10,10,0,3,0,4,0,26,381,1963,2815,1570,377,106,21,363,7595
POA2061,0,4,17,45,25,21,0,3,115,0,4,3,11,0,0,0,4,20,0,0,18,61,35,3,0,5,121,0,4,21,69,35,3,0,11,140,8,46,117,19,6,0,0,12,208,43,126,162,97,8,0,0,21,451,18,103,160,126,4,0,0,38,446,83,629,817,337,19,0,0,178,2066,0,0,0,0,0,0,0,0,0,143,904,1251,578,36,0,0,246,3167,0,0,0,0,0,0,0,0,4,0,9,8,0,0,0,0,3,18,146,925,1290,686,101,21,0,261,3443
POA2062,0,3,74,319,246,101,13,16,769,0,7,50,62,16,0,0,3,138,0,18,93,185,30,0,4,11,337,0,25,143,241,47,4,4,7,478,8,92,333,188,9,0,0,21,659,10,264,398,90,0,0,0,11,768,0,93,204,61,0,0,0,8,363,0,16,58,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,14,463,984,339,11,0,0,44,1868,0,3,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,22,500,1203,911,305,105,17,70,3131
POA2063,0,12,75,400,659,385,49,33,1619,0,0,23,22,13,0,0,0,58,0,0,20,42,12,0,0,0,81,0,0,41,59,26,0,0,0,139,3,43,102,34,0,4,0,0,188,9,16,75,22,0,0,0,3,114,0,10,51,48,0,0,0,9,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,78,218,103,3,4,0,15,424,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,92,343,564,686,393,49,55,2196
POA2064,3,5,37,258,367,128,23,4,828,0,0,11,8,8,0,0,0,28,0,0,155,124,15,0,0,12,304,0,3,167,133,17,0,3,9,333,6,65,258,56,0,0,0,31,418,6,131,827,106,0,0,0,41,1115,8,95,450,55,4,0,0,34,647,0,3,334,75,0,0,0,7,423,0,0,0,0,0,0,0,0,0,22,298,1871,284,5,0,0,120,2606,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,310,2078,674,393,132,24,143,3771
POA2065,6,28,309,962,916,328,62,39,2658,3,23,237,281,72,5,0,11,630,0,49,267,694,94,10,0,21,1139,3,74,507,973,161,17,0,28,1766,23,176,617,286,21,0,3,35,1164,51,661,1275,428,22,0,0,74,2508,112,837,1420,393,10,0,0,152,2922,157,1262,1462,594,15,0,0,131,3620,0,4,10,11,7,0,0,3,30,340,2939,4785,1706,70,8,4,389,10239,4,6,14,8,0,0,0,6,40,4,9,7,0,0,0,0,4,31,355,3061,5624,3657,1153,353,67,468,14740
POA2066,0,21,298,1562,2030,1079,200,68,5264,0,6,70,68,15,3,0,4,157,3,96,88,377,62,0,0,21,650,3,98,155,439,73,9,0,24,809,28,152,356,114,6,5,0,25,682,111,329,1796,422,14,0,0,104,2775,4,705,1678,454,10,0,4,133,2987,0,239,418,110,3,0,0,31,805,0,4,11,8,5,4,0,3,29,137,1438,4262,1097,28,7,4,309,7279,0,0,5,0,3,0,0,0,11,0,0,9,11,4,0,0,3,22,147,1560,4729,3117,2140,1090,201,401,13387
POA2067,12,17,193,1031,1241,485,137,78,3186,0,18,83,97,28,8,0,7,238,0,6,45,115,43,10,0,17,226,0,19,125,208,67,13,0,24,465,0,51,167,67,8,3,0,23,325,6,193,810,223,11,0,0,64,1300,12,408,922,264,0,0,0,66,1673,70,1048,1519,600,26,0,4,129,3386,0,3,16,8,7,0,4,5,31,88,1704,3424,1160,48,3,6,285,6724,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,3,14,100,1746,3749,2405,1355,501,143,393,10398
POA2068,0,12,321,1419,1654,585,94,64,4146,0,6,165,134,33,0,0,10,348,0,11,26,137,50,8,3,0,231,0,14,194,271,83,11,3,11,581,0,45,192,25,0,0,0,11,283,5,89,354,45,0,0,0,16,508,30,115,212,76,0,0,0,19,454,0,0,16,10,0,0,0,0,25,0,0,3,7,0,5,0,0,15,35,246,780,171,10,0,0,45,1290,3,13,23,4,0,0,0,4,52,0,0,6,0,0,0,0,5,9,43,292,1319,1861,1745,601,97,121,6076
POA2069,9,26,112,984,1550,828,145,74,3728,0,9,16,16,4,0,0,3,47,0,5,48,37,27,5,0,3,123,0,11,65,54,26,8,0,9,170,4,14,61,48,6,0,0,7,142,0,42,145,73,0,0,4,10,275,0,95,382,123,0,0,0,24,629,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,7,155,599,243,8,0,4,40,1059,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,12,195,776,1286,1586,840,146,123,4966
POA2070,3,7,66,645,1338,801,149,46,3066,0,0,0,5,0,0,0,0,17,0,13,14,69,7,0,0,8,124,0,17,18,81,8,0,0,13,140,11,45,154,43,12,6,0,8,275,38,46,117,57,0,0,0,7,271,0,106,574,458,14,0,0,41,1197,3,56,60,24,3,0,0,6,151,0,0,0,0,0,0,0,0,11,54,253,916,580,28,3,0,68,1904,0,3,4,0,0,0,0,0,5,0,5,0,0,0,0,0,5,7,59,287,1005,1308,1378,808,157,129,5126
POA2071,0,0,59,514,1235,860,226,56,2944,0,0,0,9,0,0,0,0,6,0,23,52,19,7,0,0,4,99,0,23,52,24,11,0,0,4,115,0,17,78,60,8,0,0,8,177,0,22,152,120,9,0,0,3,301,0,165,520,400,17,0,0,21,1121,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,12,0,212,745,583,26,7,0,38,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,232,858,1116,1272,861,227,95,4671
POA2072,0,12,51,322,645,345,68,36,1473,0,3,3,0,0,0,0,0,11,0,0,6,83,15,0,0,0,106,0,4,11,86,15,0,0,0,116,0,12,84,72,0,0,0,4,185,0,14,94,108,0,0,0,7,225,0,238,493,190,6,0,0,34,962,0,58,117,34,0,0,0,0,217,0,0,4,0,0,0,0,0,3,0,328,795,405,12,0,0,47,1592,0,54,35,9,0,0,0,11,104,0,0,0,0,0,0,0,0,5,6,395,886,822,667,347,66,98,3286
POA2073,4,19,114,1009,1983,1107,222,81,4536,0,15,3,5,0,0,0,0,34,0,0,11,62,19,3,0,9,107,0,15,16,71,24,6,0,7,138,0,4,59,67,0,0,0,3,140,0,18,20,30,0,0,0,3,71,0,107,273,138,3,0,0,20,533,0,60,160,33,4,0,0,4,265,0,5,6,0,0,6,5,0,22,0,186,527,260,10,5,5,32,1024,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,212,661,1339,2018,1124,225,122,5708
POA2074,0,21,169,1492,2482,1338,253,77,5848,0,0,8,29,3,0,0,0,37,0,0,27,228,68,0,0,5,329,0,0,30,258,65,0,0,5,367,0,27,246,128,9,0,0,11,420,0,103,197,115,3,0,0,14,437,0,142,451,247,19,0,0,33,895,0,51,81,12,0,0,0,3,148,0,3,4,0,0,0,0,0,19,0,329,982,510,29,3,0,66,1919,0,3,5,5,0,0,0,3,10,0,5,0,3,0,0,0,0,7,3,357,1193,2264,2580,1342,256,154,8152
POA2075,0,7,75,940,2539,1273,270,75,5179,0,0,13,43,0,0,0,0,57,0,3,41,334,52,13,7,5,455,0,4,56,381,52,13,7,5,506,0,16,109,154,0,0,0,5,289,0,0,3,35,4,0,0,0,42,0,183,856,276,4,0,0,36,1348,0,0,0,0,0,0,0,0,0,0,5,4,4,0,4,0,0,18,5,197,971,464,11,4,0,39,1702,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,5,217,1098,1783,2607,1289,273,123,7399
POA2076,7,48,243,1584,2846,1299,289,108,6424,0,9,19,46,8,5,0,3,89,4,45,73,365,55,5,0,19,566,4,52,90,408,60,14,0,30,659,0,88,79,82,0,0,0,14,269,0,20,98,62,4,0,0,13,191,0,68,312,331,0,0,0,30,736,0,22,47,4,0,0,0,3,75,0,4,15,3,0,5,4,0,27,4,203,546,489,3,5,4,57,1299,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,10,14,303,879,2478,2921,1321,292,185,8390
POA2077,5,61,443,2344,2440,793,172,148,6407,0,38,33,40,6,0,0,5,124,4,33,181,354,58,4,0,12,644,4,69,215,393,65,0,0,21,772,7,144,325,195,14,0,5,38,720,85,261,2256,302,0,0,3,118,3021,5,572,1872,323,3,0,0,120,2894,18,485,1744,265,4,0,0,92,2606,0,12,29,4,0,4,5,5,57,102,1477,6218,1083,27,9,4,376,9302,3,6,8,7,0,0,0,4,34,0,9,0,0,0,5,0,0,18,112,1622,6891,3831,2536,811,182,549,16522
POA2079,4,26,132,805,942,279,43,33,2262,0,7,7,15,0,0,0,4,31,0,0,0,67,8,0,0,0,77,0,7,7,78,8,0,0,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,179,45,0,0,0,20,335,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,92,187,45,0,0,0,20,348,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,116,320,937,956,279,42,59,2716
POA2080,0,3,32,190,232,71,12,8,559,0,3,5,7,0,0,0,0,18,0,0,0,4,0,0,0,0,9,0,3,11,13,5,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,207,237,71,12,16,592
POA2081,6,20,75,571,729,241,34,20,1695,0,0,0,3,0,0,0,0,9,0,0,7,49,20,3,0,0,78,0,0,3,57,19,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,19,89,626,750,240,34,20,1795
POA2082,0,16,86,704,689,200,44,23,1759,0,3,0,5,6,0,0,0,15,0,0,5,53,0,3,0,0,72,0,3,8,55,7,7,0,0,84,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,4,12,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,104,771,698,202,44,21,1866
POA2083,5,30,158,260,155,30,3,44,681,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,3,12,0,0,0,0,0,17,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,15,6,0,4,0,0,32,4,0,9,5,0,0,0,0,12,0,0,0,0,0,0,0,0,8,12,37,177,266,158,35,3,47,736
POA2084,0,25,43,269,428,214,71,20,1075,0,0,0,4,0,0,0,0,4,0,3,8,18,4,0,0,0,35,0,3,8,25,4,4,0,0,39,0,3,14,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,18,44,0,4,0,0,66,9,17,14,3,0,0,0,3,52,0,0,0,4,0,0,0,0,5,7,50,83,345,428,215,76,27,1231
POA2085,10,14,49,687,1667,594,128,39,3191,0,5,27,19,0,0,0,4,51,0,3,45,155,30,3,0,3,239,0,11,73,173,33,3,0,9,292,0,43,154,61,4,5,0,16,287,9,16,0,3,0,0,0,0,29,0,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,7,13,9,65,161,63,4,5,0,25,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,88,279,926,1704,602,126,69,3820
