POA_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA3161,7,17,79,48,36,26,24,4,0,240,5,41,105,101,72,51,43,6,0,430,250,832,2458,1841,1518,1126,692,94,27,8834
POA3162,5,21,55,65,72,50,11,3,0,284,26,33,103,102,87,42,31,8,0,425,340,747,1841,2027,2017,1428,674,126,14,9214
POA3163,8,47,139,101,79,72,25,3,0,475,12,58,278,218,142,70,25,4,0,815,514,1725,5683,4471,3229,2226,648,69,8,18570
POA3165,11,39,77,116,140,100,20,4,0,506,24,35,118,192,144,81,13,10,0,614,762,1177,2575,3975,3956,2330,586,60,5,15424
POA3166,11,40,104,80,117,67,14,4,0,449,6,53,177,137,107,72,14,0,0,564,526,1425,3558,2924,2717,1739,393,40,7,13310
POA3167,8,20,26,43,42,26,9,0,0,174,4,25,65,43,42,30,17,3,0,236,181,424,1191,1183,985,753,191,15,0,4917
POA3168,8,51,111,59,43,27,3,4,0,306,11,120,287,100,65,46,19,3,0,650,500,2336,4455,1852,1026,670,155,24,3,11016
POA3169,10,32,119,93,98,47,16,0,0,409,14,58,236,132,105,75,23,3,0,650,309,1025,3031,2162,1691,1205,336,25,0,9783
POA3170,3,23,65,72,88,79,23,5,0,363,7,33,139,134,117,72,25,7,0,542,356,745,2172,2367,2029,1321,415,53,6,9463
POA3171,3,57,129,113,100,42,14,0,0,452,12,91,310,211,161,134,21,3,0,947,249,1103,3148,1981,1513,1083,257,19,0,9354
POA3172,14,39,91,135,124,81,30,12,0,519,9,61,161,175,145,154,32,3,0,737,525,1047,2113,2342,2359,1814,487,56,9,10753
POA3173,11,49,117,154,145,89,21,0,0,589,31,85,266,252,209,165,43,6,0,1061,573,1332,3363,3713,2961,1936,460,41,0,14376
POA3174,19,79,229,176,166,93,29,4,0,794,28,161,469,337,284,176,38,0,4,1499,522,1897,5306,3959,2931,2126,547,43,3,17328
POA3175,15,64,217,219,141,105,28,4,0,784,34,190,560,417,299,193,40,6,0,1751,710,2178,6213,5032,3612,2588,675,66,7,21080
POA3177,0,18,48,45,25,16,3,0,0,165,9,51,114,94,73,57,5,4,0,404,134,439,1402,1072,722,485,96,9,0,4370
POA3178,15,63,116,122,210,150,34,0,0,723,25,71,160,181,182,165,44,11,0,837,1030,1819,3133,3530,4208,3618,727,54,4,18126
POA3179,3,11,18,17,20,26,6,0,0,106,7,11,27,36,50,40,9,0,0,183,164,298,564,726,716,523,126,4,0,3121
POA3180,5,18,35,25,31,28,15,0,0,150,4,15,39,56,40,25,12,0,0,191,170,330,774,918,812,596,169,22,0,3789
POA3181,4,33,157,59,54,28,12,0,0,350,4,57,232,131,54,32,16,3,0,533,165,1219,5467,2820,1574,1006,359,57,3,12661
POA3182,5,46,198,106,64,59,7,0,0,485,6,30,240,175,80,62,8,3,0,607,197,979,5291,3378,2156,1549,440,57,0,14051
POA3183,4,37,130,80,59,43,12,4,0,360,0,38,150,110,58,40,13,3,0,419,197,893,3799,2563,1679,1053,377,57,7,10635
POA3184,8,19,84,68,61,41,11,0,0,291,4,20,107,104,66,34,19,0,0,369,197,540,2749,2292,1886,1180,335,36,3,9218
POA3185,7,19,60,35,53,27,16,0,0,222,5,19,97,77,61,31,12,3,4,313,257,569,2036,1673,1501,981,377,54,6,7453
POA3186,8,34,39,36,65,49,33,8,0,275,15,39,85,92,121,97,51,16,7,518,485,892,1518,1974,2759,2244,938,215,20,11062
POA3187,6,18,26,26,66,32,22,7,0,212,7,19,45,68,94,64,37,10,4,351,466,624,929,1586,2189,1501,542,90,8,7934
POA3188,6,45,38,55,57,61,16,0,0,273,13,39,63,87,120,73,19,3,0,423,500,819,1346,1883,2454,1813,466,75,0,9359
POA3189,9,4,23,26,26,23,0,7,0,111,0,10,30,29,33,13,11,0,0,133,131,209,675,874,713,458,136,26,0,3221
POA3190,6,9,40,37,58,37,9,0,0,204,3,17,55,55,55,33,7,3,0,239,266,454,1355,1571,1543,898,254,24,4,6379
POA3191,9,5,16,26,38,24,11,3,0,146,15,17,35,52,57,44,11,4,0,236,319,399,694,1059,1433,1086,341,55,3,5398
POA3192,14,44,87,98,91,63,28,4,0,435,14,37,111,146,110,68,18,7,3,505,571,959,2530,3176,2780,1753,496,52,3,12324
POA3193,8,21,29,43,80,60,19,0,0,270,24,22,42,78,150,105,54,18,3,495,656,843,944,1621,2821,2173,768,113,7,9953
POA3194,4,17,60,63,44,37,14,0,0,242,7,14,59,46,57,32,3,3,0,233,316,499,1489,1646,1673,1077,333,44,10,7080
POA3195,16,69,97,129,140,131,39,0,0,622,25,60,106,171,232,141,41,10,3,799,1173,1630,3025,4348,5211,3403,861,92,6,19753
POA3196,18,43,92,116,94,70,25,4,0,460,18,32,114,161,133,111,27,7,0,602,540,918,2921,3561,3117,2108,545,48,0,13758
POA3197,15,21,51,61,54,47,22,3,0,259,12,15,51,65,93,69,14,0,0,331,309,426,1078,1307,1532,1197,391,44,0,6279
POA3198,6,30,89,75,63,42,6,3,0,312,11,24,86,106,102,70,16,0,0,413,313,573,1884,2114,1801,1229,318,31,6,8266
POA3199,40,88,221,186,203,147,44,10,0,931,31,96,258,251,235,182,73,17,6,1145,1377,2195,5789,5801,5647,4244,1180,150,13,26397
POA3200,7,13,31,9,9,12,5,0,0,78,9,12,43,35,34,24,3,0,0,169,67,206,631,402,341,308,63,3,0,2030
POA3201,7,41,154,113,99,54,21,0,0,501,20,48,162,144,146,105,16,3,0,651,502,967,2963,2555,2218,1664,347,24,0,11240
POA3202,0,3,6,13,9,12,6,0,0,46,8,0,14,13,15,11,5,0,0,61,88,101,219,320,436,219,66,0,0,1461
POA3204,18,32,101,96,122,78,24,0,0,474,22,51,138,157,162,81,25,4,0,649,873,1543,3489,3992,4291,2705,726,74,4,17692
POA3205,0,18,54,39,35,32,5,7,0,186,0,20,75,79,55,38,14,0,0,276,116,441,2109,1603,1201,771,224,46,0,6509
POA3206,4,8,30,16,27,28,11,0,0,117,8,16,27,56,59,36,19,0,5,224,194,253,754,1133,1341,966,331,55,4,5039
POA3207,4,29,76,64,70,51,15,3,0,309,12,21,101,105,104,50,24,7,0,425,241,488,2210,2517,2278,1428,439,81,3,9676
POA3211,7,0,0,4,6,8,0,0,0,17,0,10,5,0,10,7,0,3,0,40,38,70,66,120,143,123,25,5,3,602
POA3212,22,25,90,67,67,48,14,3,0,328,13,27,96,71,67,46,12,0,0,324,566,748,2135,2145,1982,1258,296,14,0,9134
POA3213,5,10,25,12,13,24,3,0,0,99,6,8,13,17,22,23,12,0,0,105,178,263,436,474,596,434,80,4,0,2481
POA3214,11,43,100,74,60,39,7,0,0,332,27,95,156,107,117,89,24,6,0,611,475,1031,2395,1646,1607,1352,289,25,0,8821
POA3215,11,42,100,68,49,45,12,4,0,334,21,43,131,93,78,51,28,3,0,446,512,1007,2650,2101,2067,1549,428,51,3,10363
POA3216,45,139,204,203,178,135,35,6,0,944,33,105,202,206,194,122,37,10,0,917,2009,3504,6772,6260,5896,4214,1167,119,10,29954
POA3217,8,52,142,98,53,35,9,0,0,400,12,25,125,76,50,30,6,0,0,326,503,1320,4128,2978,1498,925,203,22,4,11572
POA3218,16,22,58,52,51,42,5,0,0,247,8,22,67,65,42,38,6,3,0,246,334,705,2150,1944,1574,1147,257,28,0,8136
POA3219,15,38,107,72,62,76,26,3,0,398,12,43,76,43,79,65,15,11,0,347,471,1021,2357,1716,1798,1583,378,40,6,9361
POA3220,10,22,55,26,56,51,14,9,0,237,17,28,80,54,60,44,21,8,0,311,535,940,2015,1756,1902,1525,487,76,8,9247
POA3221,0,0,0,6,3,6,0,0,0,11,0,4,4,5,6,0,4,0,0,22,32,37,42,77,113,84,32,3,3,425
POA3222,17,46,90,74,70,61,17,4,0,371,9,19,45,77,59,49,23,3,3,286,527,658,1489,1718,1793,1619,476,47,13,8339
POA3223,4,9,27,25,32,32,17,0,0,142,6,11,13,20,32,34,13,4,0,130,128,227,484,583,801,918,341,32,0,3510
POA3224,10,38,81,83,64,43,10,3,0,340,14,13,57,50,56,46,14,0,0,256,455,591,1465,1501,1508,1186,288,33,0,7041
POA3225,0,3,6,3,10,13,9,0,0,56,0,5,12,17,20,16,12,3,0,89,104,148,259,354,454,576,266,53,5,2208
POA3226,18,17,47,70,48,42,12,0,0,257,18,13,54,59,60,36,16,6,7,267,522,538,1378,2100,2002,1509,412,42,7,8511
POA3227,0,8,10,21,16,9,7,0,0,66,6,4,13,22,22,13,13,8,0,99,168,136,265,547,693,512,185,32,3,2540
POA3228,11,35,68,100,93,54,11,3,0,370,15,29,76,126,103,49,13,0,0,415,693,842,2014,3289,2900,1748,492,46,0,12024
POA3230,0,4,6,8,4,13,4,0,0,38,3,3,11,12,7,14,12,6,0,64,71,94,227,282,326,391,131,28,0,1557
POA3231,0,0,4,3,7,7,0,3,0,18,0,0,3,5,7,7,0,0,0,33,36,47,89,105,195,267,110,15,0,865
POA3232,0,0,0,0,6,0,7,0,0,11,0,5,0,3,3,3,6,0,0,24,21,47,190,100,108,163,99,7,0,747
POA3233,0,0,0,6,10,6,0,0,0,24,0,0,9,9,11,3,8,0,0,42,56,49,196,196,267,280,118,12,3,1174
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,31,17,26,38,20,5,0,148
POA3235,0,0,0,0,0,0,0,0,0,6,0,0,5,0,7,3,5,0,0,14,8,7,25,47,60,57,33,3,0,238
POA3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,22,12,21,29,7,6,0,108
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,14,19,34,31,11,3,0,118
POA3238,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,4,5,13,21,28,43,17,0,0,139
POA3239,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,11,13,11,30,29,43,48,28,0,0,205
POA3240,3,0,9,9,12,8,0,0,0,55,3,0,3,6,6,10,3,0,0,28,90,84,152,273,277,237,76,14,0,1203
POA3241,0,7,6,6,15,6,0,0,0,37,6,3,10,12,20,9,0,0,0,57,68,103,326,291,283,278,97,25,0,1469
POA3242,0,0,5,0,3,3,0,0,0,15,0,0,0,3,4,7,0,6,0,15,23,21,93,99,98,84,32,13,0,466
POA3243,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,20,13,12,33,33,48,38,43,8,0,229
POA3249,4,9,6,10,11,5,4,0,0,47,3,5,14,8,20,15,7,4,0,83,136,104,233,306,380,363,159,40,3,1727
POA3250,9,34,53,42,42,37,16,0,0,225,21,13,46,36,55,25,20,3,3,213,445,552,1306,1119,1140,984,322,28,10,5903
POA3251,0,0,0,0,0,0,3,0,0,10,0,0,6,3,0,3,0,0,0,11,15,9,42,49,64,59,32,7,3,280
POA3254,0,0,4,5,3,0,0,0,0,9,0,0,3,4,0,3,0,0,0,11,15,13,47,35,26,34,4,3,0,169
POA3260,8,8,6,12,13,7,3,0,0,56,8,5,10,12,17,11,8,6,0,72,137,152,352,362,461,463,202,61,3,2200
POA3264,0,5,9,7,12,15,0,0,0,49,6,3,4,10,7,4,11,0,0,48,65,84,173,173,204,214,74,7,0,998
POA3265,4,6,7,4,10,4,0,0,0,38,13,5,5,9,11,7,4,4,0,49,112,100,263,239,316,340,115,30,0,1513
POA3266,5,8,6,3,3,6,3,0,0,30,3,5,0,5,16,18,11,5,0,63,92,117,221,221,345,297,105,25,0,1418
POA3267,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,11,7,9,20,15,24,30,9,0,0,116
POA3268,0,11,9,0,7,10,0,0,0,46,9,11,3,10,4,12,6,4,0,60,91,106,201,239,262,273,101,20,5,1308
POA3269,0,0,0,0,0,3,0,0,0,5,0,0,8,5,3,3,5,0,0,28,13,26,76,63,89,74,40,8,0,392
POA3270,0,0,0,0,0,3,3,0,0,4,0,0,3,0,4,4,0,0,0,18,5,3,36,22,28,50,18,4,0,161
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,6,5,10,15,34,11,0,0,92
POA3272,8,0,0,0,3,0,0,0,0,22,3,0,3,3,0,0,0,3,0,19,42,47,124,103,137,134,64,12,5,668
POA3273,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,8,4,11,23,7,8,0,73
POA3274,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,4,10,15,13,20,17,15,8,0,106
POA3275,0,5,3,0,0,5,0,0,0,18,0,0,0,0,4,0,0,0,0,6,22,33,50,44,59,45,9,0,0,257
POA3276,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,10,25,36,41,40,55,25,4,0,237
POA3277,0,0,8,11,12,6,3,0,0,39,0,0,9,6,9,0,5,0,0,33,62,68,176,187,200,186,64,20,0,964
POA3278,0,0,4,0,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,4,12,7,42,37,49,29,9,6,0,178
POA3279,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,22,14,21,21,44,24,12,3,0,165
POA3280,35,68,154,100,100,71,36,5,0,575,30,53,126,93,114,81,23,7,0,528,1181,1397,3515,3152,3259,2869,739,95,3,16203
POA3281,7,12,5,11,14,5,0,0,0,52,0,0,0,9,3,10,8,0,0,35,85,63,141,221,263,186,60,13,0,1026
POA3282,5,3,8,17,18,3,4,0,0,61,0,4,13,9,10,13,4,0,0,60,61,74,230,242,265,259,70,13,0,1215
POA3283,0,5,0,0,5,9,4,0,0,25,0,6,7,8,6,12,0,0,0,44,41,43,96,130,169,175,74,11,0,743
POA3284,0,3,7,15,7,7,3,0,0,40,3,5,3,3,12,7,3,3,0,44,91,61,246,376,351,356,164,29,4,1676
POA3285,0,3,7,0,3,0,0,0,0,15,0,0,0,3,5,4,0,0,0,20,43,38,75,124,144,131,66,7,0,618
POA3286,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,7,16,9,20,43,55,61,36,5,3,252
POA3287,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,15,18,38,36,56,54,13,7,0,236
POA3289,0,0,3,3,0,6,0,0,0,8,3,0,0,0,4,4,3,0,0,13,18,16,41,60,74,87,39,6,0,337
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,28,8,4,0,73
POA3293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,10,11,24,33,34,35,23,5,4,168
POA3294,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,10,0,4,0,16,15,27,81,99,104,98,78,18,4,523
POA3300,12,20,26,32,45,44,19,0,0,190,17,10,39,30,32,27,21,11,7,180,323,408,918,845,947,951,323,56,6,4776
POA3301,6,0,7,0,0,0,0,0,0,14,6,0,4,3,4,8,0,0,0,28,44,31,105,98,160,156,97,16,0,703
POA3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,33,30,44,43,18,3,0,194
POA3303,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,5,7,21,25,42,27,12,3,3,150
POA3304,7,3,7,0,8,3,7,0,0,34,6,8,10,5,16,13,3,7,0,69,55,78,189,212,227,277,126,26,0,1191
POA3305,7,28,38,48,51,33,19,0,0,224,20,22,34,38,56,40,25,4,6,235,403,429,965,1048,1334,1225,373,56,9,5851
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,9,0,8,15,9,0,4,0,44
POA3310,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,4,9,13,19,36,12,8,0,108
POA3311,0,4,5,5,4,7,0,0,0,24,3,3,3,6,3,7,0,0,0,26,32,55,118,85,131,180,57,10,0,665
POA3312,5,0,3,5,0,0,4,0,0,8,3,0,6,6,3,4,11,4,0,32,22,31,70,77,116,110,78,33,0,528
POA3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,41,58,54,57,41,0,3,295
POA3315,4,0,0,0,5,3,0,0,0,14,0,6,3,5,7,7,4,3,3,34,43,55,91,121,137,204,92,22,7,763
POA3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,6,26,27,8,5,0,104
POA3318,0,0,4,5,4,7,0,0,0,10,3,0,0,0,5,3,0,0,0,20,24,12,104,90,106,127,60,15,4,543
POA3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,19,22,29,62,25,5,4,180
POA3321,3,6,5,11,5,0,0,0,0,27,3,0,0,5,5,6,0,0,0,20,56,51,130,238,233,172,49,10,0,931
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,10,9,12,24,4,0,0,67
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,10,10,10,6,0,50
POA3324,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,13,9,31,34,49,36,62,34,14,0,267
POA3325,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,8,27,32,41,62,21,5,0,193
POA3328,4,4,6,15,3,4,0,0,0,47,4,6,13,13,11,5,3,0,0,57,79,83,202,279,263,178,43,4,0,1138
POA3329,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,10,26,37,33,28,24,0,0,169
POA3330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,7,3,22,16,27,12,4,4,0,95
POA3331,10,11,28,48,31,17,6,0,0,144,4,8,35,28,30,16,3,0,0,137,234,263,780,902,827,433,118,23,0,3576
POA3332,0,0,0,7,4,6,3,0,0,25,0,0,7,6,3,6,0,0,0,21,39,46,95,133,136,111,23,5,0,581
POA3333,0,0,6,4,5,0,0,0,0,11,0,0,5,3,0,8,0,0,0,12,16,21,72,88,88,87,37,9,0,411
POA3334,0,3,0,0,5,0,0,0,0,11,0,0,3,0,8,0,0,0,0,19,24,18,30,41,74,60,24,0,0,269
POA3335,0,5,57,28,9,5,3,0,0,114,4,27,66,54,30,16,0,0,0,204,83,274,1308,833,373,209,43,0,0,3125
POA3336,5,18,101,83,48,11,0,0,0,265,12,36,133,155,46,26,0,0,0,403,328,670,2906,3222,1238,458,68,3,0,8890
POA3337,34,73,164,157,107,84,40,0,0,668,37,100,245,223,166,107,29,4,0,903,936,1593,4006,4145,3327,2192,535,31,3,16770
POA3338,24,62,176,129,96,36,17,0,0,546,26,71,239,248,135,65,11,3,0,802,649,1368,4460,4457,2491,1390,318,23,0,15164
POA3340,21,54,128,123,93,52,27,0,0,499,34,56,112,121,110,72,32,6,3,541,676,1113,2889,2861,2545,1754,476,53,3,12368
POA3341,0,3,6,6,9,9,3,0,0,48,0,5,8,8,15,9,4,0,0,46,52,70,109,172,232,187,41,14,0,870
POA3342,4,3,11,15,20,9,4,0,0,62,0,8,12,13,13,12,4,4,0,67,96,112,319,430,424,369,75,17,4,1854
POA3345,3,0,0,5,3,3,0,0,0,21,7,0,0,6,12,3,5,0,0,33,45,29,89,154,161,157,32,5,0,676
POA3350,37,108,242,206,196,141,51,3,3,993,43,82,207,169,182,131,40,21,8,893,2057,3190,7078,6808,6369,4936,1254,144,8,31837
POA3351,15,24,38,41,41,18,9,0,0,179,14,14,34,49,42,43,14,5,0,204,310,359,702,877,1002,866,239,29,10,4387
POA3352,18,44,79,63,82,57,20,0,0,364,20,32,56,60,71,58,29,8,0,334,688,726,1618,1969,2143,1662,499,76,13,9398
POA3355,9,23,46,32,26,36,6,3,0,172,17,25,61,29,44,48,15,0,0,244,272,502,1172,821,1028,861,230,18,3,4911
POA3356,5,47,83,48,42,38,14,0,0,276,16,38,61,38,46,46,4,4,0,255,383,774,1663,1228,1119,979,232,19,0,6401
POA3357,0,8,8,11,10,18,0,0,0,48,3,0,3,9,8,6,3,0,0,42,131,100,175,384,480,361,80,3,5,1719
POA3358,0,16,24,17,11,6,0,0,0,71,6,12,21,11,0,10,3,0,0,67,86,226,664,433,272,152,36,0,0,1857
POA3360,0,0,0,0,3,3,3,0,0,8,0,0,7,0,3,3,0,0,0,17,13,19,57,46,93,62,29,12,0,324
POA3361,0,0,6,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,14,13,36,47,57,69,12,0,0,246
POA3363,5,8,13,16,13,12,9,0,0,75,7,3,9,8,14,18,10,0,0,56,75,79,236,272,350,303,100,8,0,1432
POA3364,0,6,9,6,13,4,0,0,0,38,0,3,6,4,17,8,6,3,0,51,54,57,149,220,245,222,105,28,0,1082
POA3370,0,0,4,12,6,5,0,0,0,31,0,5,4,3,9,9,0,4,0,31,23,48,102,143,160,186,49,9,0,717
POA3371,0,0,0,0,3,3,0,0,0,12,0,6,0,0,0,10,0,6,0,23,21,24,43,46,91,131,28,5,0,385
POA3373,0,5,7,3,11,8,0,0,0,44,0,0,6,8,11,7,4,6,0,46,56,66,137,176,247,219,93,18,0,1016
POA3374,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,5,0,11,11,10,19,35,60,38,30,6,0,207
POA3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,21,30,26,17,0,0,111
POA3377,9,4,28,27,21,26,11,0,0,128,7,17,27,11,17,26,14,7,0,127,240,337,835,652,800,782,264,30,3,3943
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,17,16,13,4,0,0,82
POA3379,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,11,12,22,39,62,63,81,53,12,7,339
POA3380,0,14,9,12,11,10,5,0,0,61,5,3,21,17,14,13,0,4,5,84,144,269,593,440,498,487,157,19,0,2621
POA3381,3,0,5,0,3,6,0,0,0,9,0,0,4,3,0,0,3,0,0,7,36,36,138,124,164,183,57,5,0,743
POA3384,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,10,14,26,33,54,65,24,14,0,241
POA3385,0,0,0,0,4,0,4,0,0,12,0,3,0,0,0,9,5,0,0,14,8,15,29,43,57,65,35,3,0,255
POA3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,29,25,32,33,14,6,0,157
POA3388,0,0,0,0,0,3,0,0,0,4,0,4,6,0,0,0,0,0,0,5,8,13,44,39,34,63,21,4,3,223
POA3390,0,0,4,0,0,4,0,0,0,13,0,0,3,5,0,4,0,0,0,16,22,24,60,61,83,91,25,6,0,379
POA3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,5,3,10,15,23,6,8,4,77
POA3392,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,11,11,29,38,57,59,15,5,0,219
POA3393,3,11,0,11,5,17,4,0,0,48,5,4,3,0,4,12,0,3,0,35,63,83,202,172,204,269,73,16,3,1087
POA3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,31,24,29,30,4,6,0,141
POA3396,0,0,3,0,0,6,0,0,0,10,0,0,4,0,0,0,0,0,0,8,16,10,49,46,41,82,41,5,0,287
POA3400,19,39,84,56,44,34,13,6,0,299,14,21,62,45,37,31,9,12,0,238,419,659,1683,1327,1268,1208,367,76,3,7016
POA3401,11,5,10,19,28,26,4,0,0,102,3,6,15,11,15,18,3,11,0,83,173,177,310,424,630,569,165,44,6,2501
POA3407,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,12,9,22,31,60,52,24,6,0,206
POA3409,0,0,3,9,6,9,0,0,0,26,0,0,7,4,0,0,4,0,0,16,20,20,79,83,97,153,57,12,0,521
POA3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,26,21,26,9,5,0,116
POA3413,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,13,12,29,23,11,8,0,106
POA3414,0,5,5,0,3,4,0,0,0,15,0,0,0,0,0,6,5,3,0,21,30,33,118,115,132,171,37,9,0,659
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,5,8,0,0,0,24
POA3418,4,0,9,10,6,9,4,3,0,35,3,3,13,10,12,9,3,0,0,49,69,104,309,194,262,298,83,37,8,1358
POA3419,0,0,0,0,7,4,0,0,0,14,5,0,0,5,0,7,0,0,0,13,22,29,66,69,86,91,39,4,0,410
POA3420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,11,8,21,27,23,31,13,0,0,147
POA3423,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,8,19,16,34,54,11,4,0,158
POA3424,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,9,5,0,0,17,16,5,49,53,54,73,34,9,0,295
POA3427,3,19,54,26,22,15,5,0,0,131,5,16,30,29,21,19,0,0,0,121,89,250,1112,727,439,352,82,8,0,3060
POA3428,0,0,3,4,3,0,0,0,0,12,0,0,0,0,3,5,4,0,0,15,23,28,47,46,84,47,37,6,0,314
POA3429,33,75,188,157,152,112,26,6,0,746,40,68,165,184,170,92,29,3,3,761,1102,1763,4434,4278,4284,3251,770,69,3,19958
POA3430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,17,30,22,32,29,10,8,0,145
POA3431,8,6,15,19,15,21,6,0,0,85,0,8,19,13,31,6,4,0,0,85,119,182,330,468,572,457,107,19,0,2257
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,6,13,29,23,9,3,0,94
POA3433,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,5,0,0,0,9,7,6,12,25,36,21,5,0,0,108
POA3434,9,16,38,28,34,29,9,0,0,155,3,8,34,25,30,34,4,5,0,142,186,228,666,635,714,506,132,33,7,3105
POA3435,6,7,28,17,12,15,3,0,0,86,5,9,7,7,12,16,3,0,0,60,87,120,280,312,358,298,99,23,0,1570
POA3437,10,26,25,65,47,44,6,0,0,221,13,14,32,53,53,36,4,3,5,207,428,393,786,1509,1463,1019,227,31,5,5864
POA3438,3,0,3,9,20,9,0,0,0,41,0,0,3,8,5,4,0,0,0,28,98,88,141,290,343,188,38,6,0,1194
POA3440,0,0,0,11,11,3,3,0,0,27,5,0,0,9,15,6,5,0,0,40,61,59,93,225,279,195,83,11,0,1011
POA3441,0,0,3,5,0,8,3,0,0,16,5,0,4,15,6,5,3,0,0,37,32,17,67,143,189,173,69,7,0,706
POA3442,6,7,13,21,38,18,8,0,0,112,3,8,17,29,40,20,15,4,0,143,230,213,433,886,1168,777,259,49,7,4015
