POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA3699,0,0,0,0,0,3,13,9,14,30,0,0,0,0,0,0,4,0,0,3,22,60,47,27,36,31,34,11,3,272,110,354,379,265,260,260,238,87,34,1988
POA3700,0,0,0,0,0,9,19,21,25,75,0,0,0,0,0,0,0,0,3,5,0,0,7,13,0,6,10,17,26,76,32,50,140,130,166,209,184,113,86,1116
POA3701,0,0,0,0,0,8,13,17,7,42,0,0,0,0,0,0,0,0,0,0,3,0,11,16,10,14,27,12,0,100,19,30,63,112,122,210,201,83,19,860
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,6,9,0,0,20
POA3705,0,0,0,0,0,3,5,5,4,10,0,0,0,0,0,0,0,0,0,0,4,3,3,4,13,8,4,10,0,53,8,11,20,21,41,52,46,16,3,215
POA3707,0,0,3,4,0,18,9,28,14,78,0,0,0,0,0,0,0,4,0,3,4,8,12,16,27,19,20,25,20,150,36,54,151,173,201,295,262,184,83,1450
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,6,15,8,3,0,56
POA3709,0,0,0,0,0,0,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,16,5,0,45,5,7,9,31,30,62,84,27,4,267
POA3711,0,0,0,0,5,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,12,15,4,3,44,7,15,50,61,81,107,112,38,16,492
POA3712,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,5,3,8,0,28,3,18,23,40,46,71,69,34,7,309
POA3713,0,0,0,0,4,16,6,14,12,54,0,0,0,0,0,0,0,0,0,3,0,6,10,6,13,13,26,18,15,99,13,37,92,91,135,201,199,117,51,932
POA3714,0,0,3,9,6,12,44,60,29,159,0,0,4,0,0,4,5,0,0,22,13,15,31,19,31,44,29,31,16,231,56,141,306,383,466,589,643,368,124,3077
POA3715,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,7,7,10,10,0,0,42,4,12,27,43,49,69,81,27,4,311
POA3717,4,0,4,5,6,11,20,47,25,129,0,0,0,0,0,3,0,0,0,7,19,20,22,40,53,62,54,40,7,323,71,137,257,350,472,629,571,336,91,2915
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,18,0,0,0,9,14,19,24,13,3,77
POA3719,0,0,0,0,0,3,6,3,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,3,5,0,0,29,7,12,33,31,62,84,83,41,8,357
POA3720,0,0,0,0,3,4,9,10,3,30,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,3,8,4,0,37,12,18,66,40,113,135,145,44,5,585
POA3722,4,0,6,5,8,15,36,56,36,162,0,0,11,0,7,7,0,0,0,25,13,17,27,56,31,53,49,49,22,312,106,186,544,691,661,868,784,460,179,4476
POA3723,8,0,3,0,3,23,29,29,13,106,0,0,5,0,4,0,0,0,0,6,78,109,154,110,140,145,89,35,9,865,217,367,584,556,677,774,670,230,47,4114
POA3725,0,0,0,3,0,0,4,0,4,16,0,0,0,0,0,0,0,0,0,4,4,0,4,9,6,8,15,3,0,50,16,19,53,71,73,106,121,25,8,493
POA3726,0,0,0,0,0,5,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,8,8,9,0,43,6,13,24,29,65,69,76,38,7,334
POA3727,0,0,0,0,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,5,5,0,24,11,12,28,28,35,61,35,34,8,242
POA3728,0,0,4,0,0,9,10,16,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,16,5,8,0,47,13,31,65,66,80,137,96,47,5,539
POA3730,5,3,6,14,17,50,113,159,137,502,0,0,0,4,3,6,0,10,0,21,22,26,52,60,54,62,107,130,73,583,194,366,854,899,1128,1318,1542,1007,402,7705
POA3732,0,0,0,0,3,0,4,12,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,13,4,0,38,16,23,54,64,86,86,93,49,12,488
POA3733,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,0,0,14,9,13,20,19,23,41,41,21,5,187
POA3735,0,0,0,0,0,0,12,5,10,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,10,3,4,0,34,10,22,78,56,89,125,81,35,20,516
POA3737,0,0,3,6,7,24,50,89,64,243,0,0,0,0,0,3,0,5,4,19,7,12,16,24,24,36,46,50,26,245,66,206,386,435,545,718,618,382,190,3546
POA3738,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,17,3,5,25,18,29,39,29,7,0,157
POA3739,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,13,0,0,0,32,4,6,12,27,29,58,31,11,4,191
POA3740,0,0,0,0,0,0,6,13,0,23,0,0,0,0,0,0,0,0,0,0,0,5,3,7,8,8,7,4,0,38,15,39,109,152,181,167,149,83,14,902
POA3741,0,0,0,5,0,10,17,36,19,91,0,0,0,0,0,0,3,4,0,9,33,60,79,59,77,88,62,50,28,531,107,333,529,553,592,666,543,303,92,3712
POA3744,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,6,0,0,21,3,6,37,78,77,69,60,21,11,372
POA3746,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,22,8,9,28,45,60,66,57,35,6,309
POA3747,0,0,5,12,6,15,31,41,26,134,4,0,0,0,0,5,3,3,0,15,20,9,19,39,41,40,33,27,17,256,96,137,370,593,709,799,785,382,129,3993
POA3749,0,0,0,3,0,5,12,16,18,58,0,0,0,0,0,0,0,0,0,0,0,3,4,12,13,17,7,22,8,83,31,45,119,232,274,367,269,166,85,1586
POA3750,3,7,54,88,88,124,123,70,6,570,0,8,45,44,53,60,62,27,13,308,39,66,230,190,77,67,56,20,5,753,382,1288,5159,5223,2035,1248,842,259,43,16475
POA3751,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,5,0,6,0,0,4,6,9,4,0,15,0,8,11,9,20,22,33,13,3,123
POA3752,4,4,25,33,49,115,216,224,150,815,0,0,10,15,17,26,35,37,58,203,59,42,113,119,98,68,82,68,59,703,648,1675,3295,3959,3754,2496,1503,790,385,18504
POA3753,0,3,0,6,10,15,26,19,0,81,4,0,0,0,4,3,4,0,0,26,15,13,32,28,29,17,10,9,0,151,102,228,890,806,536,352,215,64,11,3202
POA3754,10,15,46,74,76,129,257,207,55,867,0,8,33,29,31,30,43,41,10,225,106,91,260,265,172,94,94,45,10,1129,1090,2538,7569,9768,6097,3591,2657,1084,173,34565
POA3755,0,0,0,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,8,4,6,0,23,6,11,30,19,42,36,28,26,7,194
POA3756,0,4,29,42,41,83,107,78,30,416,0,0,14,12,14,11,19,7,7,83,56,49,119,110,92,79,51,43,4,597,391,914,2558,2393,1933,1669,1006,392,89,11342
POA3757,6,0,14,16,21,27,80,123,98,386,0,0,3,3,0,0,8,7,3,33,48,26,58,72,102,107,71,63,44,584,283,562,987,1146,1453,1198,1000,504,240,7361
POA3758,0,0,3,4,4,11,21,7,0,54,0,0,0,0,0,0,0,0,0,6,10,9,31,22,25,38,27,8,4,160,58,109,238,292,341,315,234,72,14,1682
POA3759,0,0,0,0,3,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,11,0,0,39,31,77,83,109,174,184,128,48,10,835
POA3760,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,11,19,14,38,58,73,46,4,0,276
POA3761,0,0,3,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,6,8,11,10,12,16,10,3,0,67,34,78,84,133,185,189,155,59,9,927
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,15,7,17,25,11,3,3,92
POA3763,0,0,0,5,0,3,7,8,0,31,0,0,0,0,0,3,6,0,0,10,6,0,8,18,28,25,13,4,0,103,46,82,182,220,286,251,170,56,9,1302
POA3764,7,11,11,18,22,40,104,138,73,421,0,0,0,5,4,7,6,10,3,29,53,30,66,82,89,98,73,74,33,600,262,579,1238,1211,1450,1292,1122,715,265,8121
POA3765,0,0,12,4,13,15,26,42,29,139,0,0,5,0,0,0,0,4,0,15,15,5,31,23,30,21,32,52,82,294,159,353,776,900,922,779,685,426,213,5214
POA3766,0,0,0,0,3,0,3,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,3,12,5,0,5,0,0,29,21,45,111,193,223,156,129,61,3,948
POA3767,0,0,0,0,0,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,8,7,8,0,30,22,63,110,161,172,171,161,90,26,969
POA3770,0,0,0,7,5,7,20,23,9,68,0,0,0,0,0,0,0,0,0,7,14,16,27,17,19,23,12,15,8,144,87,204,407,378,420,473,336,177,38,2518
POA3775,0,0,0,9,0,8,19,24,11,78,0,0,0,0,0,0,0,0,0,9,10,10,23,31,29,32,33,27,13,205,98,195,424,456,569,575,503,258,65,3151
POA3777,3,0,15,13,25,41,77,116,51,343,4,0,6,0,0,0,6,5,4,29,36,25,60,60,82,95,67,95,67,602,255,492,1167,1238,1451,1643,1294,790,317,8645
POA3778,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,9,7,13,9,39,43,37,9,0,162
POA3779,0,0,0,0,0,3,5,4,0,17,0,0,0,0,0,0,0,0,0,6,4,5,4,4,0,3,10,4,0,38,3,21,45,36,59,94,106,57,13,438
POA3781,4,0,8,6,6,13,11,22,3,76,0,0,3,4,0,0,0,0,0,4,22,26,54,53,43,48,34,11,0,282,112,220,606,660,658,591,357,106,29,3348
POA3782,4,0,5,11,13,18,27,54,28,155,0,0,0,0,0,0,0,3,0,16,20,12,25,29,41,38,31,32,19,236,191,423,708,992,1234,1132,885,396,123,6077
POA3783,0,0,4,3,5,7,8,26,11,63,0,0,0,4,0,0,0,0,0,3,22,9,27,31,37,36,21,15,0,206,70,145,265,285,387,361,242,123,21,1903
POA3785,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,4,8,5,3,0,47
POA3786,0,0,0,4,0,0,7,8,3,14,0,0,0,0,0,0,0,0,0,3,6,0,3,4,5,4,3,9,3,37,22,74,109,186,249,231,169,75,16,1141
POA3787,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,4,0,0,24,21,41,87,103,159,161,135,41,11,762
POA3788,0,0,0,0,0,0,3,7,3,17,0,0,0,0,0,0,0,0,0,0,0,3,8,17,19,13,6,4,0,73,31,71,150,224,295,261,242,78,11,1353
POA3789,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,7,16,28,21,48,45,34,20,3,227
POA3791,0,0,0,0,0,3,4,6,0,14,0,0,0,0,0,0,0,0,0,3,0,0,6,3,5,14,11,8,0,41,26,59,107,190,219,228,220,82,13,1138
POA3792,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,13,22,31,82,128,162,153,152,51,16,782
POA3793,0,0,5,0,9,6,15,26,17,74,0,0,0,0,3,0,0,0,8,10,8,5,18,14,24,16,13,7,3,103,81,179,369,450,567,424,397,171,60,2697
POA3795,0,0,0,0,5,0,9,21,3,48,0,0,0,0,0,0,0,0,0,5,0,7,7,5,4,14,3,5,0,44,32,74,140,160,178,182,128,80,22,995
POA3796,10,6,14,6,11,24,48,55,21,199,0,0,8,5,0,5,0,0,0,26,12,10,22,13,21,26,27,32,7,176,241,581,1292,1295,1278,1210,901,444,83,7324
POA3797,0,3,3,7,10,17,28,57,39,162,0,0,0,3,0,0,4,4,0,14,19,18,26,27,48,51,31,37,4,258,96,205,404,393,516,487,460,259,99,2915
POA3799,0,0,7,7,18,31,45,59,40,212,0,0,0,5,0,0,0,0,0,10,43,32,56,72,111,73,75,42,22,535,142,277,589,653,942,949,712,318,120,4700
POA3802,8,10,43,59,78,155,311,270,123,1056,4,23,63,76,88,81,72,58,32,496,63,74,175,169,144,122,128,75,27,978,507,1507,3310,3363,2909,3408,2664,1070,360,19107
POA3803,4,8,51,89,63,93,117,117,74,619,4,21,64,76,95,74,44,30,18,422,38,61,118,83,98,73,50,64,54,628,246,755,1704,1458,1278,1365,984,546,289,8634
POA3804,0,3,9,23,21,31,69,77,44,282,0,0,6,12,20,21,19,22,14,116,15,22,45,36,36,40,53,50,51,346,257,673,787,880,1313,1248,798,391,185,6528
POA3805,26,27,155,194,236,288,394,366,149,1850,11,37,166,292,299,211,136,104,61,1318,174,197,429,348,301,257,161,114,42,2028,1638,4466,8138,8080,8317,6657,3672,1787,564,43316
POA3806,19,11,38,52,68,140,253,341,214,1140,5,12,43,32,32,42,35,39,16,246,97,124,251,270,252,189,202,242,145,1760,1318,3171,5536,7765,7590,5593,3755,2442,1011,38166
POA3807,3,0,0,6,7,13,36,60,20,149,0,0,5,3,3,5,0,3,0,25,9,10,31,23,32,21,21,26,11,193,202,550,740,975,1300,946,558,305,83,5657
POA3808,0,0,0,4,0,8,14,8,3,37,0,0,0,0,0,3,4,0,3,14,11,4,11,24,30,24,16,9,4,129,86,166,206,400,467,437,318,140,44,2271
POA3809,4,3,24,27,25,33,81,51,16,262,0,0,8,17,7,10,8,9,4,75,50,59,140,113,80,41,41,21,3,545,409,1213,4147,3491,2012,1324,1044,352,42,14026
POA3810,29,30,126,141,151,204,336,373,182,1576,3,13,93,66,65,65,44,30,12,391,151,162,533,407,301,194,204,248,162,2363,1283,3406,9601,8618,6151,4529,3493,2199,789,40072
POA3812,0,0,0,3,8,17,21,15,10,72,0,0,0,0,0,0,0,0,0,4,14,10,15,31,39,34,22,14,0,186,65,147,257,303,406,379,255,80,32,1921
POA3813,0,0,0,0,0,4,5,7,7,29,0,0,0,0,0,0,0,0,0,6,6,8,13,10,3,23,3,4,0,75,28,70,112,91,146,169,84,44,15,754
POA3814,0,0,0,3,0,12,20,29,11,82,0,0,0,0,0,0,0,3,0,0,17,7,19,20,23,35,27,20,4,167,81,136,290,306,324,346,277,157,31,1945
POA3815,4,0,7,5,9,20,30,40,21,141,0,0,0,0,0,0,3,0,0,7,19,13,35,24,37,30,21,23,12,205,104,190,396,441,472,473,334,224,86,2723
POA3816,5,0,13,9,9,20,28,36,10,123,0,0,3,0,0,0,0,0,0,9,19,9,30,42,49,41,33,25,3,245,74,150,469,430,361,434,299,154,36,2397
POA3818,19,9,29,25,32,58,159,218,149,701,0,3,8,6,6,16,7,9,3,63,32,31,116,95,91,110,118,107,30,727,387,839,2259,1895,1948,2089,2000,1166,401,12985
POA3820,11,11,22,23,43,75,125,232,179,722,0,0,16,7,13,12,9,10,3,73,45,52,160,110,123,81,96,123,66,856,412,1083,2690,2305,2374,2327,2141,1409,570,15324
POA3821,0,0,3,4,3,13,17,24,3,71,0,3,4,0,0,0,0,0,4,9,12,5,29,33,24,31,34,17,0,177,70,135,302,330,418,514,389,144,26,2333
POA3822,5,0,6,6,8,0,11,11,3,45,0,0,0,0,0,0,0,0,0,0,3,0,11,9,16,9,8,5,0,59,24,54,100,128,159,140,96,44,9,757
POA3823,0,0,0,3,4,11,14,23,9,68,0,0,0,0,0,0,0,0,0,4,8,4,7,8,13,21,25,11,0,105,36,105,267,220,223,331,310,133,45,1678
POA3824,0,4,6,8,11,27,42,58,30,181,0,0,3,5,0,0,0,0,5,13,12,10,27,38,27,32,42,48,49,285,128,255,558,668,663,657,662,341,146,4072
POA3825,18,11,60,64,83,148,294,331,211,1220,0,4,12,10,16,20,26,23,13,121,76,100,184,187,209,238,249,180,98,1517,540,1114,2518,2227,2573,2939,2700,1488,607,16714
POA3831,5,0,4,7,3,0,9,19,20,59,0,0,0,0,0,0,0,0,0,0,12,4,12,28,11,27,35,23,13,171,50,89,182,211,226,315,307,146,52,1574
POA3832,0,0,0,0,0,0,9,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,3,6,23,26,28,44,43,21,0,193
POA3833,0,0,0,0,3,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,5,0,4,9,8,14,8,6,0,53,18,30,49,31,50,77,65,34,3,350
POA3835,0,0,0,5,0,0,4,5,6,24,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,5,0,0,26,13,21,46,48,66,82,64,23,10,377
POA3840,11,13,56,58,75,142,255,262,140,1011,0,0,16,23,23,22,21,26,20,147,102,112,255,267,235,232,211,188,166,1769,475,997,2062,1859,2143,2442,2066,1189,489,13705
POA3842,4,4,15,8,19,29,52,57,11,205,0,0,5,4,3,3,5,0,0,18,50,66,54,57,39,27,28,25,10,364,134,380,646,553,540,624,571,294,50,3794
POA3844,30,14,47,52,73,140,280,369,239,1247,0,7,15,13,19,12,15,18,10,104,89,109,277,279,225,276,323,348,295,2218,784,1734,4285,3977,3724,3933,3400,1957,870,24658
POA3847,0,0,3,0,10,17,24,25,9,99,0,0,0,0,0,3,3,0,0,9,6,11,38,26,29,31,42,20,6,214,61,98,277,265,280,336,299,138,21,1782
POA3850,12,11,19,30,39,72,139,198,110,620,0,9,6,11,14,17,3,9,8,64,52,52,120,130,110,90,110,108,114,888,368,817,1903,1786,1912,1884,1715,1070,469,11933
POA3851,5,0,7,12,18,41,70,57,26,230,0,0,0,0,0,0,7,0,0,9,20,17,97,107,61,89,96,43,12,537,137,195,712,836,839,1100,971,335,67,5186
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,16,128,121,42,9,3,0,0,0,314
POA3854,4,0,0,0,0,7,11,13,7,41,0,0,0,0,0,0,0,0,0,0,7,6,15,14,12,6,11,7,0,71,45,63,164,164,205,227,157,67,12,1104
POA3856,3,0,5,3,0,4,9,5,0,26,0,0,0,0,0,0,0,0,0,0,6,5,8,10,6,13,19,0,0,66,30,63,127,152,117,163,128,29,3,809
POA3857,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,5,9,0,3,42,4,17,42,43,48,59,69,15,3,310
POA3858,3,0,8,9,7,19,48,51,18,155,0,0,0,3,0,4,0,4,0,7,26,11,47,41,46,56,58,43,26,350,106,122,318,322,361,459,454,237,78,2458
POA3859,0,0,4,0,0,4,4,7,4,26,0,0,0,0,0,0,0,0,0,3,3,4,9,17,14,11,11,10,0,79,25,58,111,103,109,133,110,61,17,721
POA3860,10,0,9,13,20,47,55,100,44,301,0,0,0,0,0,3,0,0,0,7,25,29,60,52,53,51,75,59,20,432,161,376,806,837,778,1013,986,505,165,5623
POA3862,0,0,6,11,8,14,31,30,15,118,0,0,0,0,0,0,0,0,0,6,15,22,13,25,28,34,46,20,8,202,80,180,436,401,408,481,504,196,49,2737
POA3864,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,7,4,4,0,9,0,0,24,9,7,25,24,30,46,42,17,0,202
POA3865,0,0,0,0,0,4,3,4,3,17,0,0,0,0,0,0,0,0,0,3,0,0,8,8,4,9,10,0,0,45,12,21,73,69,57,67,75,34,10,422
POA3869,0,0,0,3,9,9,18,19,6,61,0,0,0,0,0,0,0,0,0,4,9,4,17,3,14,13,19,9,4,83,36,85,206,190,223,284,202,88,27,1334
POA3870,0,0,0,0,4,10,14,11,6,49,0,0,0,0,0,0,0,0,0,0,4,4,13,11,6,33,19,9,5,104,30,49,126,130,157,273,188,77,19,1048
POA3871,0,0,7,3,0,13,27,37,22,109,0,0,0,0,0,0,0,3,0,5,3,3,17,20,31,33,25,21,8,174,57,82,248,317,414,460,435,223,85,2322
POA3873,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,0,0,23,3,7,26,54,31,52,45,14,0,247
POA3874,0,0,0,0,5,5,13,9,6,31,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,7,13,7,0,48,13,13,27,53,85,130,142,45,4,515
POA3875,16,12,42,34,46,97,195,303,127,868,0,0,4,10,3,11,8,11,4,59,74,75,147,176,168,207,195,190,153,1392,499,948,2175,2041,2354,2729,2725,1723,631,15822
POA3878,3,0,0,0,3,0,19,18,7,48,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,12,4,11,12,49,19,45,91,85,141,236,294,122,42,1077
POA3880,0,4,3,8,9,17,43,56,29,166,0,0,0,0,0,0,6,6,0,12,4,0,8,10,14,37,46,48,18,177,64,106,238,244,402,705,1041,660,206,3670
POA3882,4,0,0,0,4,3,10,15,5,50,0,0,6,0,0,0,0,0,0,5,3,0,3,0,0,7,6,8,8,43,31,58,137,120,153,210,209,102,24,1028
POA3885,0,0,4,9,7,6,20,24,11,82,0,0,0,0,0,0,0,0,0,0,7,5,12,19,22,21,17,14,3,124,40,55,191,200,261,331,248,105,28,1468
POA3886,0,0,0,0,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,6,3,8,0,27,4,22,24,38,57,59,81,23,7,313
POA3887,0,0,0,0,0,3,5,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,6,0,33,5,3,11,37,40,43,52,19,0,215
POA3888,0,0,4,9,15,26,38,63,31,193,0,0,0,0,0,3,0,3,0,10,11,14,40,28,50,64,62,45,29,353,64,114,319,298,411,669,589,342,109,2913
POA3889,0,0,0,0,0,4,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,12,6,3,37,3,8,9,13,21,45,49,26,5,174
POA3890,0,0,0,4,0,6,5,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,8,4,3,4,44,4,13,20,33,43,81,50,22,3,273
POA3891,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,5,0,19,0,0,4,14,12,22,19,8,0,93
POA3892,0,0,0,3,0,3,12,19,7,37,0,0,0,0,0,0,0,0,0,4,0,5,3,12,12,20,34,17,5,104,10,37,71,112,124,251,295,126,47,1073
POA3893,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,6,0,0,20
POA3895,0,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,19,8,36,35,34,17,4,166
POA3896,0,0,0,0,4,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,4,5,5,0,28,0,9,27,27,54,57,58,28,0,267
POA3898,0,0,0,0,0,3,4,8,4,23,0,0,0,0,0,0,0,0,0,0,11,9,17,16,18,26,23,8,4,135,41,89,141,141,160,148,117,49,19,901
POA3900,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,5,14,7,0,40,0,0,11,18,21,33,46,21,7,157
POA3902,0,0,0,0,0,0,4,11,0,15,0,0,0,0,0,0,0,0,0,0,5,4,5,11,5,7,7,9,0,43,13,18,29,35,54,68,90,54,3,359
POA3903,0,0,3,0,0,0,17,7,9,33,0,0,0,0,0,0,0,5,0,5,4,0,3,12,7,3,14,4,0,53,12,17,80,105,91,116,175,69,14,686
POA3904,0,0,0,0,0,8,10,14,4,43,0,0,0,0,0,0,0,0,0,0,5,3,6,9,17,18,28,10,10,104,28,35,110,161,210,385,484,201,26,1644
POA3909,3,10,13,19,17,50,108,118,83,419,0,0,0,5,0,7,3,11,0,26,50,36,102,111,117,146,155,115,52,878,205,308,717,808,1003,1328,1628,899,292,7190
POA3910,6,12,22,25,50,59,130,178,99,578,0,0,3,5,11,12,7,14,9,83,56,41,90,115,110,78,94,108,57,745,553,1290,3065,3293,3185,2937,2082,1090,373,17857
POA3911,0,0,7,6,9,16,38,27,15,124,0,0,3,0,0,0,7,3,0,16,7,12,9,17,19,23,17,14,5,125,87,227,445,420,512,502,359,177,49,2783
POA3912,6,9,25,27,34,53,108,127,73,451,0,8,4,3,13,10,9,10,4,56,20,25,72,60,54,81,71,95,81,569,375,868,2013,1886,1988,2094,1554,833,358,11970
POA3913,0,0,6,3,9,10,17,22,12,83,4,0,0,0,0,0,0,0,0,8,16,6,3,15,19,19,6,9,3,96,102,211,422,359,490,506,349,188,58,2689
POA3915,12,6,15,26,41,72,124,144,66,507,0,0,3,3,3,4,8,10,4,36,36,32,90,106,86,83,107,89,38,655,249,506,1361,1235,1210,1265,1276,890,299,8287
POA3916,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,16,0,0,44,15,31,77,74,133,205,222,122,49,924
POA3918,0,0,0,12,9,11,40,36,11,114,0,0,0,0,0,5,0,0,0,9,4,7,15,17,17,15,23,12,9,117,81,196,410,447,574,609,574,319,53,3269
POA3919,5,5,5,3,8,16,30,25,5,107,0,0,0,0,0,0,0,0,0,5,17,11,19,25,31,20,7,11,7,142,92,153,464,420,443,433,332,156,33,2526
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,6,4,3,0,0,0,25,309,500,274,108,54,16,0,0,0,1251
POA3921,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,6,0,14,4,0,11,18,25,23,30,11,4,123
POA3922,0,5,4,6,18,43,85,104,66,333,0,0,0,3,6,6,7,9,3,27,19,19,56,73,79,118,143,105,73,689,152,312,854,1037,1202,1709,1762,896,336,8272
POA3923,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,12,19,8,0,59,14,23,45,62,83,163,193,72,16,654
