POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA4114,1557,184,31,0,3,1771,1683,206,32,0,0,1919,1922,1270,308,4,0,3496,742,313,92,0,0,1147,24,40,4,0,0,70,369,114,21,0,0,509,64,73,4,0,0,143,19,17,4,0,0,38,3150,1825,433,4,3,5415,55,27,3,0,0,90,758,395,103,13,8,1285,7208,2635,603,17,20,10483
POA4115,1604,114,3,18,0,1746,2738,269,3,4,7,3019,799,368,32,0,9,1209,37,13,0,0,6,53,0,10,4,0,0,12,151,71,3,0,0,223,19,82,0,17,0,110,7,5,0,0,0,12,1015,541,36,19,8,1622,47,26,0,0,0,71,136,54,9,15,3,214,5539,1011,55,53,13,6668
POA4116,2044,253,0,0,0,2302,2886,698,0,0,0,3581,1026,852,10,0,0,1897,17,11,0,0,0,27,5,16,0,0,0,23,215,124,0,0,0,340,24,153,0,0,0,177,0,8,0,0,0,9,1293,1165,10,0,3,2474,73,49,0,0,0,124,159,144,5,0,0,301,6450,2312,14,0,6,8784
POA4117,84,0,0,0,0,84,332,16,0,0,0,354,224,78,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,29,0,0,0,0,0,8,0,0,0,0,0,0,258,82,0,0,0,344,9,0,0,0,0,9,49,15,0,0,0,68,738,114,0,0,0,855
POA4118,2257,46,18,0,3,2321,4441,111,33,0,3,4589,1722,384,51,0,7,2155,202,10,5,0,0,217,5,11,9,0,8,34,452,63,21,0,0,531,41,112,12,0,0,160,19,3,0,0,0,21,2434,586,93,0,13,3123,59,6,0,0,0,62,415,107,20,0,4,555,9611,854,172,0,22,10652
POA4119,480,20,0,0,0,500,948,54,13,0,0,1016,260,138,19,0,0,413,7,33,0,0,0,47,0,6,0,0,0,0,76,28,0,0,0,108,7,14,0,0,0,24,0,0,0,0,0,0,353,215,26,0,0,595,11,0,0,0,0,11,71,34,0,0,0,113,1864,321,37,0,5,2222
POA4120,431,49,232,0,0,717,700,109,473,5,3,1298,532,176,1152,13,11,1878,12,3,195,0,0,211,0,0,10,0,0,9,139,33,210,0,0,382,11,0,33,0,0,43,4,0,6,0,0,9,702,213,1601,13,10,2540,11,4,9,0,0,24,65,21,86,0,0,175,1919,396,2403,12,18,4750
POA4121,2395,42,110,0,0,2549,3615,110,163,0,0,3887,1114,110,458,0,0,1679,258,51,164,0,0,472,5,0,27,0,0,41,338,44,67,0,0,449,20,13,9,0,0,41,7,0,0,0,0,8,1737,214,726,0,0,2687,72,5,58,0,0,136,184,19,67,0,0,269,8010,390,1117,0,8,9523
POA4122,4120,347,281,0,0,4744,4716,568,461,0,3,5743,1988,673,1186,3,4,3855,406,92,300,0,0,801,39,17,63,0,0,117,556,143,213,0,3,916,46,96,92,0,0,237,13,8,10,0,0,27,3054,1019,1863,3,12,5951,129,88,62,0,0,282,332,90,240,0,4,666,12352,2114,2899,3,18,17381
POA4123,1956,116,32,18,0,2121,3435,233,11,0,3,3688,931,239,18,0,0,1185,89,7,7,0,0,99,0,0,0,0,0,5,257,60,11,0,0,326,29,13,0,22,0,61,3,0,0,0,0,4,1307,323,34,29,5,1691,72,3,19,0,0,95,175,26,27,5,0,238,6958,705,122,49,6,7835
POA4124,1511,49,8,0,5,1572,3809,32,10,0,7,3856,959,159,4,0,0,1119,119,5,0,0,0,125,0,4,0,0,0,0,264,20,8,0,0,290,16,37,0,0,0,53,10,0,0,0,0,10,1369,214,6,0,0,1596,52,57,0,0,0,111,308,43,9,0,0,356,7047,401,34,0,7,7493
POA4125,1188,6,6,15,9,1218,1339,26,3,0,0,1370,1020,417,0,0,11,1448,4,0,0,0,0,4,7,0,0,0,0,7,83,17,0,0,0,104,49,8,0,14,0,71,3,7,0,0,0,8,1157,450,0,16,11,1640,49,0,0,0,3,51,252,95,0,6,5,350,3991,576,10,33,23,4636
POA4127,2123,281,25,38,0,2471,3245,398,15,0,0,3662,1219,641,67,0,4,1928,293,62,25,0,0,378,8,12,24,0,0,40,374,126,23,0,0,533,39,125,35,39,0,232,3,6,0,0,0,14,1941,963,171,38,5,3120,57,98,0,0,3,160,324,131,62,29,0,549,7683,1872,273,106,12,9962
POA4128,1407,40,60,0,0,1506,2766,81,99,0,3,2949,596,145,93,0,0,835,29,33,0,0,0,69,4,0,4,0,0,8,209,22,28,0,0,259,5,16,4,0,0,33,4,5,0,0,0,3,849,226,133,0,0,1212,29,3,0,0,0,31,145,25,23,59,0,248,5194,371,316,62,3,5949
POA4129,469,10,11,0,0,485,1026,30,17,0,0,1070,393,75,9,0,0,479,33,8,0,0,0,33,0,0,0,0,0,0,126,3,0,0,0,130,5,6,0,0,0,10,0,0,0,0,0,0,557,84,9,0,0,656,9,0,0,0,0,6,93,5,9,0,0,105,2155,126,46,0,0,2326
POA4130,900,33,3,50,3,993,1503,53,0,0,0,1555,201,41,7,0,0,249,3,0,0,0,0,3,0,0,0,0,0,0,77,25,0,3,0,105,11,6,0,23,3,38,3,0,0,0,0,4,290,76,7,28,4,407,22,3,0,0,0,24,70,5,3,10,0,84,2783,169,21,85,10,3063
POA4131,523,24,23,0,0,571,892,66,34,0,4,990,986,317,179,0,3,1487,252,44,33,0,4,330,13,6,3,0,0,21,131,26,24,0,0,178,16,59,6,0,3,83,0,0,0,0,0,6,1401,453,242,0,11,2102,33,10,0,0,0,46,299,72,71,3,0,447,3145,619,375,3,19,4152
POA4132,1086,24,0,0,0,1104,2609,45,0,0,0,2661,2222,659,11,0,6,2899,306,44,0,0,0,353,27,35,0,0,0,62,332,38,0,0,0,370,45,69,0,0,0,115,15,19,0,0,0,35,2938,868,14,0,6,3824,41,7,0,0,0,47,593,178,3,0,0,786,7273,1129,22,0,7,8427
POA4133,1312,251,58,0,3,1623,2338,118,18,0,3,2475,1709,492,60,3,10,2266,88,67,8,0,0,162,5,18,24,5,0,45,218,33,12,0,0,262,89,33,17,80,0,215,13,3,3,3,0,18,2115,642,115,87,8,2970,66,34,24,0,0,129,478,133,56,35,3,712,6308,1176,269,125,20,7903
POA4151,1023,93,534,4,0,1660,1407,183,779,0,3,2365,496,296,1870,0,6,2668,10,75,106,0,0,198,0,0,14,0,0,16,135,59,306,0,0,501,4,3,45,0,0,55,0,0,6,0,0,9,645,434,2349,0,11,3441,22,9,133,0,0,166,81,14,157,0,6,266,3185,728,3960,5,17,7889
POA4152,4717,710,212,0,0,5634,5263,1203,258,0,8,6733,1788,1284,357,0,5,3438,307,142,63,0,3,512,22,23,12,0,0,59,411,226,51,0,4,692,37,72,10,0,0,115,9,7,0,0,0,14,2568,1759,484,8,13,4828,112,61,76,0,0,248,296,130,104,0,4,537,12956,3853,1132,5,25,17971
POA4153,520,9,0,0,0,526,650,46,0,0,0,701,131,39,0,0,0,168,3,20,0,0,0,25,0,0,0,0,0,0,22,11,0,0,0,39,0,19,0,0,0,20,0,0,0,0,0,0,159,84,0,0,0,246,16,0,0,0,0,21,35,15,0,0,0,53,1383,160,0,0,0,1541
POA4154,839,50,0,0,0,885,1792,157,0,0,0,1956,396,157,0,0,0,555,0,8,0,0,0,10,0,4,0,0,0,5,58,33,0,0,0,91,8,28,0,0,0,32,0,0,0,0,0,0,461,221,0,0,0,687,11,7,0,0,0,18,42,20,0,4,0,68,3150,458,6,0,0,3617
POA4155,218,0,3,0,0,223,167,0,4,0,0,168,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,48,4,0,0,0,0,10,17,0,4,0,0,14,449,0,11,0,3,462
POA4156,376,0,0,0,0,382,474,25,0,0,0,500,54,36,0,0,0,96,0,0,0,0,0,0,0,5,0,0,0,6,21,6,3,0,0,29,4,3,0,0,0,9,0,4,0,0,0,4,81,51,3,0,3,135,13,0,0,0,0,12,14,5,0,0,0,20,958,88,3,0,3,1053
POA4157,1944,258,24,53,4,2284,2767,290,26,0,0,3090,647,342,47,0,0,1037,79,184,36,0,0,297,8,24,3,0,0,38,202,87,10,4,0,309,8,36,15,14,0,80,3,3,0,0,0,13,959,682,118,23,0,1780,42,10,12,0,0,57,156,89,11,30,6,298,5873,1331,178,109,7,7502
POA4158,377,121,5,47,0,540,427,161,0,0,0,587,133,146,17,0,0,297,21,13,0,0,0,39,0,0,0,0,0,4,38,43,0,0,0,86,8,34,0,4,0,39,0,0,0,0,0,5,207,241,20,4,0,466,10,5,0,0,0,15,34,22,3,0,0,59,1053,545,25,53,0,1675
POA4159,1628,240,52,0,0,1926,2051,94,49,0,0,2199,532,79,45,0,0,661,51,46,43,0,4,142,3,16,13,0,0,30,133,14,10,0,0,164,13,8,9,0,0,28,0,0,3,0,0,0,738,157,117,0,8,1020,26,100,26,0,0,148,106,28,29,0,0,159,4558,614,270,0,11,5450
POA4160,2192,281,65,0,0,2538,2580,139,59,0,5,2778,701,191,64,0,0,957,33,23,24,0,0,78,4,11,0,0,0,16,180,62,32,0,3,273,18,23,5,0,0,46,3,0,0,0,0,3,936,304,133,0,4,1378,29,56,15,0,0,109,107,40,17,0,0,161,5847,811,286,8,6,6961
POA4161,1615,48,8,0,0,1664,2733,42,9,0,0,2789,594,62,48,0,3,711,168,57,8,0,0,239,14,28,5,0,0,54,251,4,14,0,4,266,9,0,0,0,0,13,4,4,0,0,0,8,1041,152,86,0,5,1282,40,29,3,0,0,74,144,26,23,0,0,197,5578,307,127,0,5,6017
POA4163,1726,422,421,5,3,2583,1442,217,190,0,0,1844,587,276,268,0,0,1132,24,172,177,0,0,370,0,4,52,0,0,57,138,78,98,0,0,319,4,25,39,0,0,69,3,0,8,0,0,16,752,559,643,0,0,1959,28,102,21,0,0,154,110,63,72,10,0,243,4059,1360,1354,10,3,6786
POA4164,1503,54,16,7,0,1584,2887,92,10,0,0,2986,894,321,3,0,0,1217,37,3,0,0,0,38,9,34,0,0,0,45,142,51,0,0,0,199,15,136,3,6,0,157,3,4,0,0,0,7,1096,558,13,3,0,1669,59,30,31,0,0,128,132,39,4,11,0,180,5682,775,63,24,5,6545
POA4165,3933,279,104,0,3,4320,5933,124,36,0,6,6100,1734,157,62,0,0,1958,91,0,58,0,0,147,11,20,13,0,0,43,464,40,16,0,0,519,31,65,0,0,0,98,8,5,0,0,0,12,2330,296,146,0,3,2780,156,398,26,0,0,575,344,65,17,9,0,443,12699,1156,329,6,13,14213
POA4169,388,29,900,18,5,1341,539,55,854,0,0,1458,457,117,2667,3,11,3254,4,9,262,0,0,276,0,4,34,0,0,35,147,22,512,4,12,687,23,0,119,0,3,151,0,0,7,0,0,13,633,156,3596,5,23,4413,23,3,37,0,0,61,68,27,366,9,8,474,1647,269,5752,35,42,7746
POA4170,1617,225,212,102,0,2155,2928,691,508,7,5,4133,1138,925,1329,0,9,3408,88,137,131,0,0,361,9,8,17,0,0,32,243,98,135,5,0,474,13,26,30,12,0,78,0,0,9,0,0,6,1494,1199,1647,9,14,4360,43,13,19,0,0,76,165,124,142,18,3,454,6246,2245,2535,139,21,11187
POA4171,1156,170,347,0,0,1677,1645,304,423,0,0,2373,530,336,935,0,7,1799,7,22,115,0,0,143,0,0,9,0,0,13,132,69,176,0,0,373,10,12,18,0,0,41,5,0,9,0,0,8,674,442,1261,0,9,2384,22,7,17,0,0,41,97,27,99,0,0,229,3596,952,2141,0,12,6702
POA4172,318,40,13,0,0,364,599,153,44,0,0,793,256,158,84,0,0,500,42,3,33,0,0,81,6,0,0,0,0,6,57,22,7,0,0,83,7,17,5,0,0,27,0,0,0,0,0,0,362,199,128,4,0,690,8,0,0,0,0,14,51,16,13,0,0,73,1334,403,194,9,0,1940
POA4173,869,80,3,0,0,951,1138,242,9,0,3,1394,385,156,43,0,0,588,26,9,6,0,0,42,3,0,0,0,0,4,108,43,4,0,0,155,14,40,0,0,0,51,0,0,3,0,0,3,543,246,63,0,0,854,21,0,0,0,0,25,70,22,7,0,0,102,2644,591,80,4,5,3319
POA4174,182,11,0,4,0,197,513,28,0,0,0,540,158,13,0,0,0,175,13,5,0,0,0,11,0,0,0,0,0,3,38,11,0,0,0,46,5,13,0,0,0,19,0,0,0,0,0,3,216,46,0,0,0,258,16,0,0,0,0,13,32,5,0,0,0,41,954,90,0,4,3,1054
POA4178,2365,233,284,0,5,2882,3217,314,151,0,0,3688,1389,473,374,0,3,2241,164,226,165,0,0,559,16,33,22,0,0,68,298,110,90,3,0,499,18,108,27,0,9,167,4,12,7,0,0,27,1887,962,688,4,9,3552,54,33,15,0,0,100,218,111,66,5,0,397,7735,1654,1202,14,18,10628
POA4179,2042,231,71,99,3,2437,2682,267,33,5,0,2992,834,276,123,7,0,1246,81,92,30,0,0,204,11,9,3,0,0,23,170,51,27,5,0,258,14,48,4,14,0,84,3,4,3,0,0,7,1112,494,195,22,6,1824,52,131,5,0,0,185,142,70,15,10,0,240,6027,1180,320,140,7,7682
POA4183,387,20,15,30,4,452,177,8,19,9,0,210,60,4,18,0,0,87,19,0,0,0,0,16,22,6,3,0,0,27,78,13,18,10,3,122,11,4,0,17,6,31,4,0,0,0,0,0,194,27,43,21,9,294,26,0,3,0,3,37,82,9,18,9,5,110,869,62,95,69,13,1105
POA4184,2103,0,0,14,6,2128,934,0,0,0,0,939,597,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,324,19,0,0,0,0,20,8,0,0,0,0,8,945,0,0,9,8,959,58,0,0,0,0,58,361,3,0,13,0,373,4400,0,5,30,16,4459
POA4205,754,175,0,0,0,937,577,38,0,0,5,618,280,260,0,0,0,548,71,9,0,0,0,78,5,13,0,0,0,16,74,23,0,0,0,101,29,53,0,0,0,78,0,3,0,0,0,8,461,365,0,0,0,825,28,27,0,0,0,55,145,78,0,6,0,220,1965,686,5,6,8,2657
POA4207,4697,462,86,48,11,5308,8140,341,86,3,8,8578,4946,1480,526,0,8,6970,416,122,167,0,0,710,25,25,41,0,0,89,873,129,57,4,5,1069,155,135,19,8,3,313,26,20,3,0,0,53,6452,1914,820,9,16,9206,189,52,14,0,0,259,1267,360,215,81,7,1932,20741,3133,1212,139,41,25275
POA4208,1546,55,9,21,6,1626,3726,114,19,0,7,3873,1464,174,35,0,3,1674,30,0,0,0,0,29,4,5,0,0,0,9,240,22,9,0,4,279,28,8,0,3,0,38,6,0,0,0,0,10,1768,210,43,7,6,2033,63,5,0,0,0,66,299,36,11,5,0,353,7400,420,84,35,20,7959
POA4209,2427,378,7,64,3,2872,7722,1101,9,6,13,8856,6954,2329,104,9,20,9416,91,57,0,0,0,151,54,52,0,0,0,108,526,239,14,5,0,785,89,281,29,7,0,406,27,18,0,0,0,43,7736,2975,152,26,20,10905,100,49,0,0,0,160,1076,379,13,18,0,1492,19060,4888,179,117,37,24280
POA4210,1287,238,3,0,0,1529,3664,431,18,0,0,4117,795,304,6,0,3,1111,16,24,0,0,0,40,0,9,0,0,0,13,198,107,0,0,3,308,20,22,0,0,0,41,5,5,0,0,0,3,1031,467,10,0,8,1510,52,8,4,0,0,63,199,61,9,0,0,271,6229,1214,40,3,7,7493
POA4211,4340,903,390,153,3,5792,8201,1268,306,4,5,9784,1758,1327,344,10,4,3439,218,138,61,0,0,414,22,20,90,0,0,131,592,385,90,12,4,1072,86,414,59,255,6,822,17,17,11,5,0,49,2686,2303,649,284,8,5933,131,95,203,5,4,429,596,261,168,73,0,1097,15952,4834,1720,514,21,23036
POA4212,3046,656,446,116,20,4285,3829,538,237,4,19,4633,1177,551,362,0,27,2118,38,0,0,0,0,37,0,5,0,0,0,7,244,127,89,9,5,477,38,65,22,8,5,140,7,5,5,0,0,13,1511,751,473,18,40,2793,88,49,110,6,0,251,324,135,100,29,15,604,8803,2128,1366,174,94,12568
POA4213,2689,239,17,6,4,2959,4648,401,22,0,11,5088,599,316,5,0,0,915,102,30,3,0,0,132,3,0,0,0,0,6,363,81,15,0,7,467,65,60,0,19,0,145,4,0,0,0,0,4,1140,482,30,24,7,1681,92,12,6,0,0,110,338,69,8,39,5,452,8911,1208,90,70,17,10295
POA4214,3382,464,117,0,0,3968,4446,610,130,0,4,5189,1764,474,147,0,0,2395,185,50,27,0,5,262,18,36,8,0,0,62,535,162,64,0,5,764,90,121,36,3,41,279,9,4,0,0,0,14,2600,846,280,4,45,3783,104,146,9,0,0,264,390,229,87,0,0,710,10928,2304,621,4,56,13906
POA4215,1559,1535,2058,101,36,5288,1825,1764,1325,9,16,4942,1055,2259,4909,21,29,8270,196,523,519,0,0,1240,8,89,204,0,6,306,403,624,1033,9,15,2083,45,228,564,28,6,865,11,21,71,0,0,101,1718,3744,7302,46,55,12871,77,94,216,0,0,386,335,488,1032,95,19,1964,5518,7634,11936,248,127,25455
POA4216,3324,1590,1463,191,24,6594,2576,1259,784,10,5,4630,801,1134,1484,0,12,3429,17,101,92,0,0,211,0,17,11,0,0,28,302,349,375,8,10,1033,65,241,228,27,0,559,6,11,15,0,0,38,1202,1848,2203,34,21,5305,90,159,48,4,6,308,411,268,364,50,5,1098,7596,5126,4866,289,60,17933
POA4217,1979,731,3351,79,44,6193,1807,562,2007,16,21,4417,539,517,4252,7,69,5388,4,0,10,0,0,12,0,7,71,0,0,83,163,193,1241,3,14,1616,22,118,504,4,15,669,0,3,45,0,3,56,739,837,6134,19,108,7830,57,68,189,3,6,323,235,171,1678,58,28,2167,4826,2373,13349,175,205,20929
POA4218,2421,613,1603,52,17,4705,2345,605,1239,3,7,4200,780,776,2223,5,9,3790,3,15,22,0,0,39,0,5,11,0,0,13,255,248,580,4,6,1092,24,74,136,47,6,286,8,3,14,0,6,25,1065,1121,2985,49,25,5243,65,45,102,0,0,212,263,163,763,27,16,1239,6156,2551,6701,131,72,15603
POA4220,2630,847,853,80,3,4423,2686,1050,650,7,5,4396,690,619,1097,3,11,2417,23,41,132,0,0,202,3,12,28,0,0,46,274,251,349,0,0,883,35,73,117,8,4,240,9,9,6,0,0,23,1036,1007,1741,11,21,3809,70,23,67,0,0,163,266,184,378,19,10,857,6694,3116,3693,115,38,13650
POA4221,2381,568,623,124,3,3703,2775,681,563,7,5,4019,607,481,973,4,6,2072,40,45,173,0,0,261,5,9,40,0,0,51,250,181,278,0,4,709,18,62,41,21,0,140,3,5,9,0,0,19,920,776,1513,27,11,3251,56,29,57,0,0,141,236,109,223,47,5,615,6365,2167,2978,203,23,11735
POA4223,1404,367,201,5,3,1977,1706,309,126,0,0,2138,276,213,147,0,0,639,79,65,15,0,0,155,0,9,0,0,0,5,189,106,73,0,6,367,18,45,25,0,0,88,3,7,0,0,0,10,572,440,256,0,6,1269,40,25,9,0,0,76,145,64,40,0,0,246,3865,1205,631,4,4,5711
POA4224,436,180,158,0,4,778,599,291,155,0,0,1044,112,172,188,0,0,475,4,30,8,0,0,36,0,0,5,0,0,6,69,80,78,4,3,236,4,31,15,0,0,52,3,0,0,0,0,8,196,316,302,9,4,822,9,8,14,0,0,34,49,53,82,4,0,187,1290,852,697,11,10,2866
POA4225,255,58,1009,120,11,1449,196,53,506,3,4,763,62,71,1001,4,0,1139,0,31,82,0,0,116,0,0,0,0,0,4,52,34,292,0,3,377,4,0,56,10,4,76,5,0,4,0,0,6,118,130,1441,13,14,1716,12,0,46,3,0,67,28,23,203,33,4,291,610,265,3207,171,32,4281
POA4226,2742,1081,409,0,3,4242,3082,1276,317,0,4,4680,1129,1235,592,0,3,2962,27,5,5,0,0,35,7,9,26,0,0,42,246,341,182,0,4,766,35,374,116,0,0,526,8,12,6,0,0,26,1446,1976,921,0,4,4353,72,95,45,0,4,214,224,208,170,0,4,603,7568,4640,1863,0,20,14087
POA4227,1155,479,238,0,3,1878,2128,1059,222,0,3,3411,621,724,694,0,4,2038,124,103,9,0,0,235,10,11,12,0,0,29,169,190,169,0,0,527,19,122,146,0,0,284,3,7,9,0,0,17,945,1161,1031,0,5,3144,27,31,16,0,0,74,154,140,101,0,3,400,4407,2866,1607,0,15,8892
POA4228,601,21,3,0,4,628,764,7,6,0,0,785,54,0,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,72,5,0,0,0,0,9,0,0,0,0,0,0,131,4,4,0,3,146,20,15,4,0,0,36,78,5,6,0,0,86,1598,54,21,0,3,1681
POA4270,327,0,0,0,4,334,849,0,0,0,3,853,72,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,56,5,0,0,0,0,5,0,0,0,0,0,0,129,0,0,0,0,130,20,0,0,0,0,21,76,0,0,0,0,76,1401,0,3,0,11,1410
POA4272,1246,94,4,7,0,1356,1173,16,0,4,5,1195,223,16,7,9,0,250,0,0,0,0,0,0,0,0,0,0,0,0,149,8,5,8,4,172,6,3,0,0,0,16,5,0,0,0,0,5,386,28,12,13,7,441,34,0,0,0,0,34,141,11,0,0,0,154,2971,150,18,30,15,3181
POA4275,379,0,0,23,5,407,579,0,0,0,0,580,86,10,8,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,59,0,6,0,0,65,42,0,0,6,0,48,0,0,0,0,0,0,196,7,8,8,0,222,35,0,0,0,3,34,88,0,5,0,3,90,1272,15,14,32,12,1341
POA4280,1309,0,15,0,0,1320,3749,4,13,6,0,3769,742,53,8,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,214,0,5,0,3,225,17,0,0,0,0,17,11,0,0,0,0,11,987,59,14,0,3,1056,48,0,6,0,0,57,397,3,6,0,0,409,6483,57,50,6,10,6614
POA4285,2129,64,6,46,5,2253,3083,43,0,8,3,3140,844,384,9,0,0,1237,70,43,0,0,0,115,19,23,0,0,0,42,365,67,3,4,4,436,70,53,0,11,0,133,13,8,0,0,0,19,1375,572,12,12,9,1982,105,4,4,0,0,111,383,74,5,11,0,476,7082,758,22,86,15,7970
POA4287,129,0,0,16,0,150,74,0,0,5,0,75,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,6,0,0,3,3,13,0,0,0,0,0,0,53,0,0,3,3,53,19,0,0,3,0,20,16,0,0,5,0,24,283,0,0,28,4,316
POA4300,3150,129,34,13,4,3328,9604,220,14,3,4,9843,5486,1135,55,0,12,6686,444,56,24,0,0,528,30,21,11,0,0,64,708,86,8,4,0,811,254,90,12,55,4,409,22,10,0,4,0,34,6951,1399,112,62,16,8532,108,33,13,0,0,158,882,200,20,35,0,1137,20699,1983,188,105,21,22992
POA4301,1319,183,11,0,0,1512,3613,109,13,0,0,3736,4002,988,52,0,3,5048,137,19,7,0,0,160,26,13,13,0,0,58,388,52,36,0,0,478,54,81,21,0,0,153,31,8,5,0,0,43,4643,1159,130,0,5,5944,50,7,3,0,0,61,577,190,29,4,0,792,10208,1648,181,3,6,12048
POA4303,281,3,0,0,0,281,344,15,3,0,0,357,249,74,25,0,0,354,212,13,0,0,0,225,19,3,0,0,0,19,85,13,0,0,0,97,8,24,4,0,0,40,4,0,0,0,0,11,588,127,33,0,0,747,18,0,0,0,0,21,156,19,5,0,0,183,1385,161,42,0,3,1583
POA4304,1634,65,18,0,0,1714,2120,64,13,0,0,2187,1361,459,100,0,0,1918,132,80,122,0,0,334,16,17,34,0,0,73,415,53,15,0,0,486,31,51,0,0,0,83,5,5,7,0,0,15,1959,659,279,3,4,2899,43,7,5,0,0,52,316,95,43,0,0,466,6072,889,351,6,5,7328
POA4305,5711,334,63,15,9,6133,7721,167,29,3,3,7925,4711,1330,291,6,6,6341,492,265,64,0,0,819,61,91,44,0,0,195,1097,189,45,4,6,1346,565,121,24,20,3,735,37,12,7,0,0,53,6971,2012,469,29,15,9496,168,54,31,0,5,255,929,280,94,72,10,1376,21493,2839,679,121,45,25186
POA4306,3511,23,11,27,11,3579,7075,49,24,13,5,7166,2347,172,27,5,5,2556,46,8,5,0,0,54,19,5,0,0,0,26,415,14,4,0,3,433,172,6,0,68,17,265,13,0,0,0,0,20,3010,204,43,74,23,3351,101,0,0,0,7,110,497,24,3,36,0,561,14193,293,76,151,48,14761
POA4307,212,0,0,0,0,212,217,0,0,0,0,217,23,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,56,12,0,0,0,0,11,0,0,0,0,0,0,86,6,0,0,0,91,14,0,0,0,0,14,32,0,0,0,0,32,573,6,0,0,0,573
POA4309,539,0,0,15,3,564,434,0,0,3,0,441,74,0,0,0,0,74,0,0,0,0,0,0,4,0,0,0,0,4,71,0,0,0,0,74,9,0,0,15,0,23,3,0,0,0,0,3,161,0,0,15,0,176,32,0,0,5,0,30,97,0,0,18,0,119,1272,0,5,53,3,1330
POA4310,1064,29,0,39,3,1137,691,5,0,4,0,699,199,18,0,0,0,212,6,0,0,0,0,9,0,0,0,0,0,0,141,4,0,3,0,152,17,4,0,4,0,31,0,0,0,0,0,0,362,24,6,12,5,396,49,27,0,3,0,79,129,11,0,6,0,151,2293,97,7,61,5,2461
POA4311,1210,14,0,19,3,1245,1479,10,0,5,0,1495,425,47,0,0,0,474,11,0,0,0,0,11,5,3,0,0,0,10,211,0,0,0,0,213,63,0,0,9,4,84,7,4,0,0,0,8,719,65,3,12,5,803,56,0,0,0,0,56,234,9,0,6,0,247,3703,91,5,38,9,3847
