SA2_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
305041133,315,6,250,0,0,570,379,9,271,0,0,656,167,6,707,0,4,892,0,0,4,0,0,4,0,0,4,0,0,3,50,4,162,0,0,219,3,0,5,0,0,10,3,0,0,0,0,7,219,17,893,0,4,1132,0,0,20,0,5,25,15,0,37,0,7,67,935,31,1473,0,19,2458
305041134,984,127,70,4,0,1183,1391,76,42,0,0,1517,348,63,151,0,0,566,12,0,5,0,0,13,0,0,0,0,0,0,86,12,55,0,0,158,5,0,7,0,0,16,0,0,0,0,0,0,452,78,222,0,0,750,22,16,3,0,5,45,64,9,17,0,0,88,2914,306,352,4,3,3578
305041135,798,70,189,0,5,1057,960,96,286,4,0,1344,610,185,1119,16,3,1938,3,36,31,0,0,76,5,0,44,0,0,44,193,39,205,4,5,446,11,3,30,0,0,47,4,3,5,0,0,13,820,265,1439,23,9,2555,22,4,25,0,0,47,68,24,79,5,0,170,2666,457,2011,23,10,5175
305041136,398,34,33,0,0,467,615,62,85,0,0,761,378,58,389,0,3,829,0,17,33,0,0,50,13,0,9,0,0,16,91,9,76,0,0,177,3,0,8,0,0,16,0,0,0,0,0,0,486,86,516,0,3,1095,9,0,21,0,0,35,31,8,38,0,0,74,1535,189,701,0,0,2429
305041137,538,36,559,0,5,1140,621,34,558,0,3,1217,294,59,1945,0,28,2326,0,0,24,0,0,19,4,0,5,0,0,9,114,11,372,0,9,501,4,0,57,0,7,63,0,0,0,0,0,9,413,67,2399,0,44,2927,20,0,51,0,4,76,29,9,178,0,4,214,1620,138,3745,0,57,5568
306011138,547,0,0,65,9,622,911,0,0,0,0,911,255,0,0,0,0,264,21,0,0,0,0,21,0,0,0,0,0,0,69,0,0,0,0,67,12,0,0,28,5,45,3,0,0,0,0,3,362,0,0,33,5,401,12,0,0,0,0,15,63,0,0,5,0,69,1894,0,3,113,8,2021
306011139,1348,69,180,82,21,1701,1497,51,90,0,9,1643,565,82,264,0,51,965,22,0,19,0,0,35,6,0,0,0,0,3,172,26,56,0,15,271,16,4,32,11,28,85,3,0,0,0,0,4,773,118,366,15,96,1365,40,0,3,4,4,54,153,24,100,3,4,294,3806,268,743,101,136,5054
306011140,375,21,61,0,0,460,440,42,110,0,0,594,88,59,128,0,0,277,3,0,3,0,0,5,0,0,0,0,0,0,67,22,35,0,0,126,7,6,0,0,0,11,3,0,0,0,0,4,167,87,166,0,0,424,11,0,0,0,0,12,33,18,15,0,0,59,1014,168,357,0,3,1543
306011141,1147,13,36,111,19,1329,2168,36,69,5,0,2276,477,54,92,0,0,619,30,7,5,0,0,50,4,0,0,0,0,3,186,15,26,0,3,229,46,0,12,19,5,83,3,0,0,0,0,4,744,72,140,26,10,992,27,0,5,6,0,46,137,9,19,9,0,174,4226,130,267,154,35,4809
306011142,1298,93,131,12,13,1553,2319,85,98,0,13,2515,987,159,231,0,0,1379,44,14,16,0,0,73,6,23,0,0,0,28,237,49,82,0,0,381,45,25,45,0,0,126,11,0,3,0,0,17,1338,273,375,0,7,1992,48,0,4,0,0,56,218,36,52,5,4,306,5218,485,667,22,37,6426
306011143,514,144,62,13,0,745,593,167,52,3,0,820,178,371,153,0,0,701,14,15,7,0,0,33,0,5,7,0,0,15,118,112,39,4,0,276,11,16,23,0,0,42,3,7,0,0,0,8,323,517,221,4,8,1074,15,4,0,0,0,26,100,72,53,4,0,227,1547,912,399,24,7,2889
306021144,467,0,6,0,0,475,1206,5,5,0,0,1213,556,13,28,0,0,595,83,0,8,0,0,94,14,0,0,0,0,14,119,0,6,0,0,134,56,0,0,0,0,53,0,0,5,0,0,4,829,19,48,0,0,895,22,0,0,0,0,22,164,6,18,0,0,186,2688,29,72,0,0,2790
306021145,186,97,493,22,24,816,259,131,397,0,9,798,166,436,1072,15,35,1717,5,121,85,7,5,225,0,21,18,0,6,51,140,106,270,21,10,545,27,24,84,5,15,153,3,4,9,0,0,14,344,719,1534,43,70,2708,12,6,35,5,4,62,78,110,357,30,57,621,880,1064,2812,94,161,5010
306021146,990,101,27,58,0,1171,1052,14,49,6,0,1126,250,65,112,0,0,434,68,18,43,0,0,123,10,19,13,0,0,43,140,20,25,3,0,195,18,17,0,19,0,56,0,10,3,0,0,17,485,159,204,20,0,862,36,93,0,0,0,139,117,65,54,60,0,286,2674,430,336,134,4,3583
306021147,772,8,30,8,0,822,1545,11,21,0,0,1578,552,30,121,0,0,701,109,13,38,0,0,159,14,0,21,0,0,29,186,4,34,0,0,229,44,0,4,9,0,59,3,0,0,0,0,3,912,47,223,7,0,1184,29,0,0,0,0,27,291,7,38,0,0,332,3544,74,312,16,6,3950
306021148,965,0,3,15,4,992,1519,9,0,3,0,1532,291,22,17,0,0,323,44,16,11,0,0,78,12,5,0,0,0,19,216,6,11,0,4,234,31,4,0,0,6,38,6,0,0,0,0,6,592,50,41,0,6,696,47,0,0,0,4,53,253,14,7,3,0,275,3375,77,57,18,14,3538
306021149,977,75,37,0,0,1088,1246,77,24,0,0,1347,327,149,76,0,0,545,94,19,13,0,0,124,10,3,5,0,0,24,180,62,14,0,0,254,28,22,5,0,0,64,5,6,0,0,0,6,647,255,112,0,0,1014,30,3,0,0,0,37,136,48,15,0,0,207,3038,467,189,0,0,3694
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,220,31,124,28,0,411,298,42,160,0,0,503,150,91,537,4,0,781,155,94,39,3,0,291,5,32,17,5,0,55,75,22,110,0,0,206,16,7,37,58,4,121,7,0,3,3,0,15,406,243,743,70,5,1465,7,4,10,3,0,21,101,51,144,59,3,366,1036,369,1182,162,10,2763
306021152,271,28,138,35,3,476,283,41,131,0,0,455,113,113,435,0,0,668,39,51,125,0,0,217,7,0,33,0,0,38,86,38,97,0,0,219,13,6,33,8,0,63,5,5,11,0,0,20,264,212,729,12,5,1224,10,0,8,0,5,22,63,52,139,0,0,258,886,333,1145,50,9,2432
306021153,854,0,4,0,0,855,1328,0,7,0,0,1329,528,3,14,0,0,546,45,0,7,0,0,46,19,0,0,0,0,19,151,5,4,0,0,162,25,0,0,0,0,29,5,0,0,0,0,5,778,5,24,0,0,807,15,0,0,0,0,15,144,0,4,0,0,146,3116,6,35,0,0,3159
306021154,303,58,103,23,9,491,330,39,118,3,0,491,168,217,525,0,0,913,46,49,122,0,0,222,7,18,11,0,0,37,145,68,98,6,3,312,8,22,28,10,0,72,0,0,11,0,0,17,379,364,794,13,13,1566,30,42,11,0,0,85,67,71,169,29,6,346,1112,583,1190,68,23,2973
306021155,303,44,42,6,0,389,515,37,41,5,0,596,189,79,37,0,0,306,84,3,0,0,0,94,18,4,0,0,0,17,73,33,19,0,0,131,9,7,14,23,0,51,3,0,0,0,0,3,381,124,77,23,0,605,29,33,4,0,0,61,139,22,18,8,0,186,1366,251,186,39,3,1841
306021156,958,72,55,0,0,1093,948,50,69,0,4,1075,312,165,182,0,5,659,24,5,4,0,0,37,0,0,8,0,0,6,197,89,78,0,0,365,15,8,11,0,0,35,6,3,5,0,0,10,550,274,281,0,5,1110,21,19,4,0,0,44,102,55,48,0,0,203,2576,477,457,0,12,3520
306021157,304,55,37,69,17,484,340,37,55,4,0,430,128,247,241,0,0,619,17,15,30,0,0,64,12,10,4,0,0,24,80,65,28,0,5,178,9,14,43,29,10,106,0,5,0,0,0,7,242,359,351,31,15,996,11,4,0,4,0,21,46,65,189,43,8,343,942,513,628,152,40,2283
306031158,713,0,0,84,6,803,520,0,0,5,0,521,89,7,0,8,0,103,13,0,0,0,0,17,7,6,0,0,0,15,156,0,6,3,0,161,31,0,0,9,0,45,3,0,0,0,0,3,297,22,6,20,7,348,63,0,0,3,0,66,186,4,0,18,5,213,1782,28,6,131,16,1957
306031159,1137,28,14,86,18,1287,665,12,3,8,0,686,411,223,114,8,0,754,119,63,6,0,0,192,38,11,3,0,0,46,251,59,34,3,0,354,85,31,17,20,0,146,0,6,0,0,0,5,913,390,166,34,7,1511,45,22,0,4,3,71,237,52,41,22,9,355,2994,499,228,154,32,3911
306031160,1374,3,5,188,25,1587,832,6,3,7,3,841,213,9,6,0,0,228,11,0,0,0,0,13,8,0,0,0,0,9,271,4,4,3,0,285,46,3,0,23,3,82,6,0,0,0,0,3,555,25,6,30,7,626,83,0,0,10,4,92,349,3,0,27,7,394,3186,34,17,259,49,3546
306031161,1645,56,41,372,73,2182,1009,19,16,14,7,1063,404,129,162,5,0,703,17,4,20,0,0,45,44,0,15,0,0,59,270,31,30,10,5,353,98,4,18,64,24,205,8,0,4,0,0,17,846,172,245,78,31,1378,95,6,3,5,4,116,339,29,74,73,26,542,3929,279,384,542,145,5270
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7
306031163,19,0,0,34,0,56,3,0,0,0,0,3,0,0,0,0,0,0,42,8,7,0,0,60,260,10,49,0,0,315,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,307,21,56,0,0,384,13,3,0,18,0,28,13,7,0,14,0,31,357,26,56,67,3,503
306041164,927,11,8,128,30,1106,765,9,3,10,5,789,192,47,49,0,0,289,64,7,16,0,0,92,13,9,7,0,0,28,202,17,14,10,5,245,31,6,0,21,7,65,0,0,0,0,0,8,504,86,94,35,13,732,63,0,0,5,8,82,252,18,13,16,7,302,2501,122,118,200,69,3006
306041165,437,139,101,187,54,910,437,125,66,16,5,649,131,166,176,4,8,483,17,4,15,0,0,33,8,0,0,0,0,8,83,74,81,18,18,272,18,12,40,40,37,144,4,0,0,3,0,7,258,254,298,66,67,952,20,9,11,6,4,49,94,70,60,16,10,254,1256,594,534,297,138,2822
306051166,1714,51,37,162,30,1986,1133,17,9,6,7,1176,445,80,71,5,0,600,66,49,25,0,3,138,28,16,20,0,5,67,331,58,40,6,0,443,54,15,4,64,16,149,6,0,6,0,0,17,934,218,166,71,29,1415,89,8,3,11,0,110,319,51,18,26,28,446,4188,344,228,272,94,5132
306051167,983,3,4,99,21,1110,507,6,4,9,0,526,100,0,0,3,0,114,26,0,5,0,0,28,18,0,0,0,0,16,192,0,5,0,4,203,41,4,4,14,3,63,9,0,0,0,0,7,384,3,26,20,8,437,80,4,0,7,5,92,297,4,3,44,6,360,2256,10,35,172,46,2514
306051168,660,4,6,52,3,725,606,6,0,17,8,634,74,10,12,4,0,100,44,5,6,0,0,53,28,6,9,4,0,36,115,0,4,4,0,120,21,0,6,13,0,44,4,0,0,0,0,3,281,23,42,25,0,362,42,4,0,5,0,44,183,3,15,42,0,242,1763,33,62,137,13,2009
306051169,1639,15,0,154,21,1821,917,5,0,10,7,927,206,4,16,0,0,233,26,5,8,3,0,38,12,0,25,0,0,36,305,5,15,3,0,327,60,4,0,38,5,111,7,0,0,0,0,6,611,24,53,43,15,741,87,0,0,5,0,95,280,3,6,74,3,372,3532,39,63,283,42,3967
306051170,1584,13,27,106,53,1783,1122,0,4,4,5,1134,422,16,147,6,6,594,123,0,60,0,0,184,29,3,27,0,0,65,326,3,21,4,10,367,65,3,7,35,20,125,18,0,0,0,0,24,986,23,273,43,30,1358,103,0,0,4,0,110,330,11,75,145,11,569,4123,47,380,306,106,4957
307011171,495,30,0,104,16,641,326,13,0,7,0,356,134,22,12,5,0,176,75,17,4,0,0,94,22,4,0,0,0,26,124,6,0,9,3,148,93,11,5,31,3,141,6,0,0,0,0,3,454,62,19,41,3,590,117,22,0,6,7,153,126,16,0,18,0,166,1527,146,26,175,29,1900
307011172,840,36,0,27,11,916,794,12,0,10,0,822,550,239,35,0,0,819,11,24,0,0,0,37,3,4,3,0,0,11,197,20,0,0,0,225,70,16,4,22,0,115,0,4,0,0,0,9,829,304,44,23,4,1207,83,21,0,4,5,112,280,70,20,9,3,385,2837,444,70,71,18,3442
307011173,640,24,0,36,7,708,670,8,0,0,0,688,296,103,50,0,0,449,38,28,0,0,0,67,7,0,0,0,0,9,176,29,0,7,0,210,51,9,0,11,9,82,0,0,0,0,0,3,568,169,51,14,14,818,45,4,0,3,4,56,146,22,74,0,0,244,2069,225,131,60,23,2505
307011174,669,4,0,22,3,702,309,3,0,0,7,315,89,5,0,0,0,101,23,0,6,0,0,23,0,6,5,0,0,12,129,5,0,0,5,139,97,3,0,9,5,109,10,0,0,0,0,4,341,20,11,10,12,391,158,0,0,0,9,165,146,11,0,11,0,164,1622,35,12,39,21,1738
307011175,502,5,0,44,5,562,271,4,0,3,0,290,173,74,19,0,0,271,17,6,3,0,0,22,0,19,3,0,0,24,126,8,0,4,6,144,72,14,3,8,16,115,4,0,4,0,0,7,395,126,36,11,16,588,138,3,8,4,9,156,159,31,9,10,18,216,1466,176,48,76,47,1808
307011176,622,0,0,51,0,673,652,4,0,0,0,658,547,137,8,0,0,693,54,27,0,0,0,83,36,26,0,0,0,69,182,15,0,3,0,202,120,11,0,31,4,178,0,4,0,0,0,8,948,224,13,39,4,1221,49,4,0,6,0,62,204,36,0,0,0,239,2472,267,15,92,7,2858
307011177,898,4,0,84,22,999,537,3,0,15,0,557,38,0,0,0,0,42,49,5,0,0,0,52,18,0,5,0,0,25,167,0,3,4,5,180,105,0,0,25,5,140,3,0,0,0,0,3,384,5,13,32,7,447,206,0,0,13,13,232,268,5,0,14,6,294,2285,23,18,151,42,2522
307011178,703,15,0,34,8,753,240,3,0,4,0,245,28,6,0,0,0,29,17,3,8,0,0,30,0,0,6,0,0,5,145,4,0,0,4,158,62,8,0,6,0,71,0,0,0,0,0,5,258,22,10,3,3,295,123,8,0,0,0,135,167,9,0,8,0,185,1491,49,13,43,16,1614
307021179,1585,12,0,38,8,1649,998,12,0,7,6,1029,256,16,0,0,0,274,19,3,0,0,0,21,0,9,0,0,0,9,246,3,4,0,0,253,50,4,6,17,0,73,3,0,0,0,0,6,574,34,9,17,0,636,110,12,0,3,0,132,312,7,4,19,5,351,3584,79,12,88,17,3783
307021180,969,9,0,3,0,982,764,0,0,0,0,769,358,90,0,0,0,446,43,3,0,0,0,49,9,5,0,0,0,14,213,10,0,0,0,231,47,0,0,3,0,52,6,0,0,0,0,11,678,113,0,3,3,791,95,0,0,0,3,99,198,12,0,10,0,222,2701,133,0,19,11,2871
307021181,502,4,0,30,4,534,252,0,0,5,0,258,105,16,0,0,0,124,4,0,0,0,0,5,0,0,0,0,0,0,106,0,0,0,0,113,60,0,0,19,0,79,0,0,0,0,0,3,272,25,3,19,5,322,77,0,0,0,0,80,125,0,0,41,0,172,1227,30,5,97,5,1367
307021182,723,18,0,11,0,750,656,4,0,0,0,659,224,40,0,0,0,265,4,0,0,0,0,6,0,0,0,0,0,0,133,4,0,0,0,143,47,0,0,14,0,62,5,4,0,0,0,9,423,46,5,18,0,486,64,11,0,0,0,72,174,11,0,5,0,191,2043,83,0,30,3,2164
307021183,1898,35,0,60,14,2010,1924,11,0,9,5,1951,867,213,8,5,0,1091,57,36,0,3,0,102,22,39,0,0,0,64,473,24,0,4,5,512,152,9,0,23,20,212,4,7,0,5,0,19,1584,326,10,43,26,1991,210,5,0,4,3,224,362,48,3,16,11,443,5973,431,17,132,62,6614
307031184,779,6,3,8,4,797,676,4,0,4,4,683,128,18,0,0,0,154,11,0,0,0,0,11,0,6,0,0,0,10,112,3,3,3,0,121,31,0,0,0,0,31,0,0,0,0,0,0,281,27,3,3,0,321,60,0,0,0,0,60,147,0,5,0,3,159,1938,40,13,19,10,2015
307031185,801,0,0,3,0,810,520,0,0,4,0,530,71,0,0,0,0,71,0,3,0,0,0,0,0,5,0,0,0,8,119,0,0,0,0,123,28,0,0,3,3,36,5,0,0,0,0,10,225,10,0,10,6,246,62,0,0,0,0,62,122,0,0,0,3,124,1727,14,0,13,7,1768
307031186,891,0,0,23,7,922,606,0,0,0,0,612,89,9,0,0,0,92,3,3,0,0,0,3,0,3,0,0,0,7,132,3,0,5,0,146,30,0,0,5,0,37,0,0,0,0,0,5,267,19,0,10,5,291,64,0,0,3,0,67,170,9,0,3,6,188,1996,25,0,43,14,2078
307031187,920,38,0,11,0,968,501,6,0,0,0,513,290,109,25,0,0,429,40,26,4,0,0,65,9,8,0,0,0,11,127,20,4,4,0,157,15,0,6,4,0,23,3,0,0,0,0,5,485,152,45,8,3,690,30,3,0,0,0,35,135,24,9,16,0,185,2065,219,53,40,7,2385
307031188,1079,4,0,25,4,1115,676,0,0,0,3,688,141,0,0,0,0,147,8,0,0,0,0,8,0,0,0,0,0,0,152,6,0,0,3,160,46,0,0,15,0,67,0,0,0,0,0,0,359,6,0,17,3,386,74,0,0,0,0,78,232,0,0,17,0,257,2417,15,0,69,15,2522
307031189,2077,120,5,14,4,2226,1657,35,0,8,4,1698,956,296,67,4,4,1325,43,50,0,0,0,98,9,10,7,0,0,29,367,45,23,0,4,443,53,11,0,7,9,84,12,5,0,0,0,19,1448,421,102,12,17,1999,71,50,0,0,5,131,306,67,27,14,5,410,5553,695,132,50,28,6460
308011190,349,4,0,21,7,383,431,7,0,0,0,442,415,24,38,0,0,482,268,15,40,0,0,322,11,0,0,0,0,13,118,3,0,0,3,133,398,13,48,11,5,468,9,0,0,0,0,9,1220,54,130,8,10,1423,144,3,13,7,5,173,221,9,11,11,3,257,2371,68,151,60,34,2686
308011191,992,0,0,236,61,1286,502,4,0,15,5,536,108,9,3,6,0,116,30,0,17,0,3,58,16,0,4,0,0,23,163,0,0,11,4,181,308,13,4,44,29,401,4,0,0,0,0,3,628,27,26,59,32,780,303,0,0,44,37,388,396,17,11,42,12,471,2820,53,39,405,139,3455
308011192,693,27,16,64,49,840,1653,59,23,3,7,1749,822,293,234,0,3,1354,98,10,44,0,0,147,16,3,8,0,0,28,277,57,35,5,3,386,172,65,42,12,26,321,0,8,0,0,0,9,1391,432,365,22,32,2242,56,18,9,0,3,92,227,58,49,80,5,431,4026,593,462,174,106,5358
308031205,630,26,13,38,0,705,806,20,9,0,0,833,419,135,55,3,0,613,31,116,29,0,4,176,6,35,12,0,0,55,226,22,15,0,0,270,30,4,0,6,0,46,5,3,5,0,0,11,724,328,107,12,0,1170,30,3,0,0,0,34,157,86,29,23,0,295,2351,465,149,65,8,3038
308031206,290,0,0,5,0,302,261,0,0,0,0,267,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,46,8,0,0,8,0,12,0,0,0,0,0,0,84,0,0,5,0,86,14,0,0,0,0,14,73,0,0,21,3,96,727,0,0,34,3,761
308031207,819,20,85,155,48,1132,617,9,12,7,0,640,378,18,19,0,0,418,3,6,0,0,0,12,9,12,3,0,0,26,116,3,13,4,0,131,12,0,18,17,18,64,0,5,0,0,0,6,524,48,51,21,18,652,24,23,4,0,3,53,111,8,14,38,4,171,2089,102,164,222,70,2648
308031208,1095,13,13,0,0,1121,1335,17,8,0,0,1361,310,57,132,0,0,506,52,3,11,0,0,64,5,0,37,0,0,41,173,13,20,0,0,206,21,6,26,0,0,52,0,0,8,0,0,8,558,76,243,0,0,876,18,0,8,0,0,22,109,10,38,3,0,162,3124,108,306,4,0,3544
308031209,523,0,0,7,9,535,788,0,0,0,0,786,32,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,34,8,0,0,0,0,10,0,0,0,0,0,0,80,0,0,5,0,81,11,0,0,0,0,11,74,0,0,0,0,81,1465,0,0,11,14,1487
308031210,937,14,3,55,4,1010,1489,7,0,0,0,1499,1178,39,28,9,4,1257,55,0,6,0,0,61,26,3,5,0,0,34,217,0,3,3,0,229,27,0,0,10,0,36,8,8,0,0,0,13,1508,51,45,16,4,1630,33,0,0,0,0,38,208,7,9,3,0,226,4170,81,55,86,13,4393
308031211,483,7,4,0,0,499,631,0,12,0,0,640,215,49,63,0,0,329,93,17,3,0,0,116,10,5,0,0,0,7,132,12,13,0,0,160,6,12,0,0,0,21,0,0,0,0,0,4,452,96,78,0,0,633,17,0,0,0,0,17,95,11,18,0,3,120,1682,116,109,0,5,1910
308031212,573,0,0,5,8,590,272,0,0,5,0,273,125,4,3,0,0,134,4,0,0,0,0,6,0,0,0,0,0,0,87,3,0,0,0,94,20,0,0,0,3,24,0,0,0,0,0,0,234,9,9,4,6,259,29,0,0,0,0,29,175,4,0,7,0,192,1288,16,9,20,10,1346
308031213,1183,57,19,5,14,1287,1360,38,9,0,3,1415,402,235,28,0,0,667,124,20,4,0,3,150,12,6,0,0,0,16,167,49,10,0,0,221,18,3,0,0,12,43,4,0,0,0,0,6,726,314,34,0,12,1095,31,7,0,0,6,43,131,28,10,0,3,171,3431,437,82,5,43,4006
308031214,562,19,14,5,0,605,677,8,4,0,0,696,233,123,8,0,0,370,37,7,0,0,0,42,23,3,0,0,0,26,165,30,8,3,0,204,12,0,3,0,0,21,12,3,0,0,0,11,481,173,17,6,0,679,33,0,20,0,0,57,88,22,7,0,4,127,1854,222,64,13,7,2164
308031215,615,21,3,15,0,651,979,12,0,0,3,1000,360,139,15,0,0,514,134,10,5,0,0,146,17,0,0,0,0,22,131,19,4,0,0,160,21,5,0,17,4,49,8,6,0,0,0,6,662,173,19,22,7,891,47,0,0,0,0,48,119,23,5,15,4,159,2418,228,27,49,19,2747
308031216,672,20,13,0,0,703,824,7,14,0,0,849,301,65,52,0,0,415,55,25,7,0,0,90,51,7,11,0,0,69,168,10,7,0,0,180,14,0,0,0,0,12,6,0,4,0,0,8,592,109,79,0,0,776,33,0,17,0,0,55,90,9,17,3,0,117,2207,153,145,3,0,2501
308031217,292,12,58,3,6,365,273,5,46,0,0,329,240,16,85,0,0,344,16,30,21,0,4,79,9,0,5,0,0,8,119,3,28,0,3,153,7,0,5,0,4,18,0,0,0,0,0,5,397,56,139,5,10,604,21,0,3,0,4,29,97,18,20,18,0,155,1080,90,272,25,18,1482
308031218,544,0,0,33,3,582,522,0,0,0,0,522,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,56,8,0,0,3,0,5,0,0,0,0,0,0,102,0,0,5,0,106,30,0,0,3,0,30,94,0,0,7,0,98,1289,4,0,49,3,1341
308031219,682,0,0,40,13,734,538,4,0,7,0,545,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,7,0,81,15,0,0,22,14,47,7,0,0,0,0,7,134,0,0,24,17,170,69,0,0,3,3,76,192,3,0,57,0,250,1607,6,5,127,34,1783
308031220,408,0,0,7,0,415,413,0,0,4,0,416,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,3,0,59,4,0,0,5,0,7,0,0,0,0,0,0,93,0,0,8,0,101,48,3,0,7,4,59,96,0,0,0,0,102,1058,3,0,29,3,1089
308031221,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
308031222,770,29,22,16,3,843,891,22,29,3,0,947,384,112,119,0,0,615,22,52,52,0,0,127,0,11,13,0,0,27,180,19,16,0,0,212,22,9,15,24,0,78,3,0,0,0,0,3,607,208,217,25,7,1071,46,18,13,5,4,79,110,30,43,21,0,210,2430,309,323,76,15,3148
308031223,2189,105,113,169,45,2619,2570,61,77,31,5,2741,881,171,271,3,0,1328,44,37,75,0,0,151,3,44,14,0,0,62,349,25,73,9,0,453,43,5,12,60,19,137,6,4,0,0,0,15,1328,287,449,69,21,2154,123,28,9,8,14,176,299,95,67,179,5,642,6500,582,703,454,88,8327
308041528,1187,0,0,87,11,1289,734,4,0,11,4,752,205,0,13,3,0,227,53,0,8,0,0,60,9,8,0,0,0,20,294,4,4,3,0,310,149,7,11,13,8,195,18,0,0,0,0,16,724,19,39,26,9,824,294,5,0,6,5,311,429,13,5,44,19,518,3368,45,54,177,55,3692
308041529,484,0,7,38,0,529,634,4,0,3,0,649,278,40,53,0,0,368,109,26,7,0,0,139,8,0,0,0,0,12,136,3,18,0,0,155,74,10,36,18,4,148,0,0,5,0,0,3,600,81,122,16,4,826,26,0,13,0,0,40,250,15,33,19,31,342,1999,99,173,78,40,2384
308051530,1239,31,28,209,43,1543,755,16,11,24,3,799,168,19,30,0,0,223,6,0,5,0,0,14,0,0,0,0,0,0,186,3,10,7,3,208,31,0,6,70,18,129,4,0,0,0,0,4,393,25,49,83,24,576,84,0,0,9,7,97,298,9,21,52,8,394,2764,88,105,370,87,3417
308051531,885,41,37,119,8,1089,1376,47,32,5,0,1454,636,55,165,4,0,859,31,12,24,0,0,68,8,7,0,0,0,17,141,5,13,0,0,167,22,0,5,31,11,74,0,0,0,0,0,3,841,77,215,37,11,1177,30,0,5,0,5,43,108,10,9,70,0,195,3233,173,294,233,23,3956
