SA3_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
40301,1034,2006,792,343,798,169,6,5153,726,1601,1006,474,1069,179,11,5060,360,744,474,299,913,149,7,2952,164,202,129,81,802,84,0,1462,6970,9778,4097,2080,6700,1047,61,30733
40302,2113,4005,1706,934,2219,299,28,11307,1319,2841,1816,1101,2524,261,43,9911,636,1178,817,605,1840,236,18,5322,323,396,209,148,1509,177,0,2762,17321,24194,10073,6202,19132,2630,152,79712
40303,1405,3358,1451,644,1017,196,12,8086,876,2303,1605,902,1185,185,13,7072,570,1107,870,585,1262,202,8,4599,283,374,202,130,1107,162,0,2260,12250,17910,8351,4452,10039,1537,86,54626
40304,3998,8010,3461,1802,3937,708,21,21944,2356,5462,3864,2635,4765,718,30,19828,1170,2266,1689,1358,3481,617,15,10592,416,543,284,230,1957,439,6,3873,30130,43093,19464,12839,31003,5833,144,142509
40401,2638,4911,2179,1226,3345,498,39,14833,1561,3143,2085,1412,3307,404,40,11956,946,1592,1158,746,2610,380,9,7442,431,484,267,200,2046,231,3,3674,21133,28227,11943,7512,26426,3947,198,99394
40402,1452,2751,1055,664,2205,339,18,8478,781,1550,989,639,2039,256,20,6270,354,597,371,277,1241,191,7,3031,151,177,104,54,880,93,0,1461,10213,13956,5586,3653,15164,2329,82,50983
40403,1334,2556,1088,561,1449,221,14,7218,776,1603,896,616,1384,185,22,5486,490,836,571,448,1312,200,5,3850,283,351,217,138,1253,141,3,2376,12172,16138,6394,3997,14467,1961,104,55247
40501,920,1874,994,589,845,232,0,5460,536,1230,932,730,989,220,0,4637,257,465,372,392,767,143,3,2396,84,125,63,59,460,80,0,874,6275,9170,4614,3286,5723,1490,32,30589
40502,613,1195,554,440,630,259,0,3686,423,823,583,537,853,220,4,3436,173,321,273,277,645,166,3,1852,55,82,52,34,372,56,0,658,3424,5149,2657,2229,4012,1344,16,18834
40503,654,1231,670,470,947,277,0,4252,410,865,635,583,1052,297,0,3840,205,339,282,343,850,240,0,2259,77,114,67,56,419,94,0,828,3714,5887,2994,2598,5793,1856,13,22855
40504,689,1341,770,512,912,305,0,4528,559,1151,971,821,1267,324,5,5097,256,538,411,456,947,294,3,2897,74,118,73,69,453,147,0,930,3702,5843,3402,2802,5302,1782,15,22841
40601,1319,2599,1332,761,1828,635,4,8473,823,1624,1127,990,1855,510,6,6948,353,669,519,520,1347,347,0,3748,136,174,102,103,690,170,0,1368,8363,12816,6232,4702,11378,3930,42,47469
40602,702,1216,506,303,1217,763,16,4721,360,656,430,337,930,457,6,3179,150,239,149,139,538,239,3,1463,47,54,26,19,183,59,0,391,4395,6256,2662,1893,7334,5118,85,27744
40701,1473,2975,1533,908,1279,402,8,8575,1205,2978,2271,1567,2094,491,10,10613,644,1433,1167,889,1750,395,5,6289,226,314,191,142,1043,207,3,2132,8298,13780,7773,5461,9408,2537,58,47307
40702,1609,2893,1476,854,1719,635,16,9201,939,1941,1455,1112,1987,567,18,8012,482,817,573,590,1498,443,6,4415,153,225,157,113,826,249,5,1733,10334,15004,7338,5259,11907,4490,99,54437
40703,1778,3296,1692,964,2159,758,23,10667,1115,2175,1758,1493,2590,800,7,9935,578,1004,761,732,1952,502,4,5537,236,268,173,117,1069,228,0,2091,10665,15388,8051,5982,14364,5238,745,60429
49797,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,19,8,7,40
50101,1328,2601,1242,688,1120,524,20,7526,879,1980,1440,1059,1384,428,9,7178,420,779,601,509,989,282,4,3585,172,186,120,91,611,140,0,1322,9028,13347,6530,4798,8437,3163,160,45456
50102,2248,4293,2112,1515,2690,692,16,13569,1287,2733,1925,1667,2850,625,14,11100,636,1177,850,827,1843,485,7,5826,225,334,168,139,855,406,0,2126,16044,22963,10738,9062,19259,5547,122,83728
50103,586,1211,672,509,665,286,9,3943,420,864,691,593,689,256,4,3511,175,321,264,312,524,177,0,1769,50,52,49,49,239,48,0,495,3373,5205,2904,2531,3885,1624,88,19606
50201,2147,4105,2095,1433,2987,498,16,13280,1492,3320,2328,2029,3962,603,21,13763,932,1720,1258,1188,2990,642,4,8737,328,406,225,226,1389,480,5,3055,14912,21652,10635,9421,22225,4652,100,83597
50301,1727,3378,1496,769,968,292,42,8671,1105,2397,1452,810,1195,322,33,7307,676,1285,909,584,1157,342,15,4973,296,406,241,155,863,287,8,2262,14821,17326,7925,5074,10979,2607,243,58971
50302,2491,4248,1519,672,2051,825,108,11914,1360,2736,1394,669,2148,713,63,9091,568,1019,602,375,1517,476,21,4578,239,312,149,81,1185,318,7,2293,23518,28713,9191,5425,22292,7523,1040,97703
50401,1773,3059,1283,748,2202,363,31,9452,974,2114,1250,937,2328,275,30,7911,553,944,594,504,1641,286,5,4539,246,254,147,112,975,194,0,1922,14954,20019,7706,5344,17700,3109,140,68970
50402,979,1974,960,602,1007,329,10,5863,558,1258,895,755,1064,211,5,4744,302,604,383,402,739,166,0,2590,117,110,79,57,339,132,0,828,6805,9641,4592,3592,6893,3330,51,34902
50403,2668,4765,2086,1449,4064,651,71,15765,1348,2489,1544,1246,3126,499,52,10302,567,964,649,574,1833,363,12,4962,194,224,111,89,831,224,4,1675,23427,29668,12012,10095,31990,5961,295,113447
50501,3995,7686,3344,1847,3440,480,43,20833,2213,5150,3397,2265,3901,414,31,17363,915,1750,1206,969,2474,431,17,7753,348,441,217,158,1418,272,3,2856,29096,38413,17033,11194,27016,3866,195,126814
50502,4188,7345,2909,1675,4725,790,87,21718,2616,4940,2921,1944,4855,731,62,18067,1374,2588,1771,1298,4017,726,25,11802,679,869,413,299,2717,442,4,5422,37933,47101,18402,12656,43799,8100,410,168401
50503,3668,6480,2711,1808,5369,681,63,20779,1871,3587,2272,1677,4344,519,55,14335,869,1554,997,797,2849,524,18,7601,268,355,180,110,1280,386,3,2572,33610,41919,17226,13408,44153,6664,334,157309
50601,1567,2778,1209,837,2229,408,48,9069,830,1663,1111,957,2018,293,60,6932,363,637,455,409,1162,249,21,3295,122,129,68,54,486,172,0,1023,13944,18692,8046,6916,18920,3705,176,70401
50602,1511,2380,909,601,1976,535,54,7963,772,1487,835,556,1719,358,34,5758,356,556,337,256,1116,244,10,2877,167,204,90,56,598,170,0,1279,13956,17292,5914,4089,17379,4624,241,63503
50603,1753,3131,1515,984,2233,342,78,10036,1058,2235,1453,1077,2047,281,73,8227,579,1006,686,558,1561,392,25,4809,240,303,137,111,952,437,12,2189,16818,20100,8664,6701,23385,4063,330,80070
50604,2082,3602,1657,1225,3517,497,67,12658,1278,2345,1506,1275,3128,428,75,10043,586,992,635,568,1937,352,18,5093,181,235,125,87,946,287,6,1873,18679,23270,10041,8687,30998,6400,294,98372
50605,1241,2365,1030,669,1352,237,7,6904,692,1605,1212,877,1414,199,7,5990,383,823,559,523,1029,195,6,3516,177,210,95,86,580,118,7,1266,9666,13243,5997,4598,10437,1891,51,45883
50606,546,971,491,381,676,156,8,3234,236,489,368,324,541,107,9,2080,87,161,146,136,342,57,3,927,20,35,13,25,128,29,0,252,4679,6374,2741,2624,5473,1264,37,23199
50607,968,1858,720,416,865,185,22,5025,675,1427,792,481,1023,206,30,4622,321,527,366,241,803,214,0,2467,114,176,72,62,565,251,0,1232,8871,11036,4077,2571,8038,1808,164,36564
50701,2239,3916,1632,1064,2833,398,43,12125,1151,2336,1369,1029,2599,377,48,8910,517,935,591,488,1640,412,9,4583,204,255,118,100,767,319,0,1775,19963,25739,10160,7741,22873,3924,189,90585
50702,1133,2104,742,368,819,300,32,5502,619,1388,755,432,953,250,16,4418,292,602,316,235,748,196,6,2390,122,140,64,60,560,183,3,1132,7853,10538,4020,2450,6443,2300,215,33822
50703,623,1148,526,384,1089,228,14,4012,307,581,380,362,855,153,22,2664,133,228,154,148,564,71,10,1301,48,62,24,21,228,33,0,413,6438,8580,3542,3195,9661,2951,68,34433
50704,2442,4794,2158,1173,1983,412,42,13009,1549,3470,2244,1569,2474,453,44,11797,821,1594,1073,819,2024,492,17,6843,412,541,332,186,1504,466,7,3453,19862,25499,11350,7700,18010,3663,262,86339
50705,2411,4712,2035,1429,3532,534,42,14706,1232,2523,1636,1414,3147,474,33,10455,658,1164,798,728,2175,515,13,6054,222,290,143,122,900,387,8,2063,20299,27274,11813,9841,26732,5694,184,101841
50901,1573,2957,1457,829,1441,590,7,8850,980,1962,1366,1214,1577,534,14,7629,507,857,636,645,1238,368,9,4254,200,246,142,139,681,211,4,1628,9531,13788,6822,5383,9987,4224,77,49812
50902,1418,2574,1300,1030,1770,978,0,9063,962,1735,1214,1248,1994,811,7,7972,380,691,519,568,1192,505,4,3857,125,158,102,95,491,177,0,1145,8044,11314,5642,5297,10525,5824,185,46831
50903,544,860,428,303,597,290,3,3028,342,563,351,370,587,227,0,2445,176,228,186,166,374,158,0,1284,62,64,38,23,191,99,0,476,3166,4167,1962,1689,3327,1741,34,16085
51001,1379,1970,663,375,1751,1124,17,7273,989,1469,729,446,1876,793,26,6330,246,334,163,121,538,287,0,1680,21,16,14,13,102,56,0,216,8430,10041,3746,2481,9581,6831,365,41479
51002,700,867,280,193,1493,1442,26,5007,209,324,133,100,525,359,8,1667,49,57,31,20,109,63,3,338,5,10,0,0,19,8,0,52,5037,6254,2005,1561,9320,9705,187,34070
51003,759,1103,381,228,1351,1468,40,5332,303,531,216,185,653,542,19,2457,71,116,58,58,175,121,5,604,3,11,3,0,16,8,0,41,5512,7549,2636,2088,8438,9359,243,35822
51101,414,668,292,214,457,245,3,2293,208,382,256,234,449,182,3,1706,109,190,127,131,303,148,0,1016,50,59,24,25,131,30,0,316,2632,3474,1547,1236,2889,1578,43,13397
51102,500,870,394,214,763,315,5,3062,524,874,453,377,989,343,4,3569,151,251,148,151,402,132,0,1244,14,16,11,18,76,20,0,156,2779,4064,1693,1284,3767,1864,170,15625
51103,852,1420,550,321,1554,1355,21,6069,319,602,324,268,851,570,19,2955,110,126,106,75,359,145,0,919,22,24,14,13,124,37,4,241,6275,8400,3145,2282,9634,8935,145,38820
51104,1339,2486,1117,833,1856,1175,16,8825,880,1663,1096,1032,1879,863,5,7417,378,622,423,450,1145,482,9,3515,107,153,93,86,482,204,5,1128,8454,12264,5509,4671,11646,7820,100,50456
59797,39,46,15,11,208,218,29,560,20,20,9,7,67,53,0,178,3,11,3,0,7,6,0,32,0,0,0,0,0,0,4,3,221,231,78,61,1268,1385,164,3410
60101,337,632,277,189,625,98,3,2163,206,386,262,235,611,99,0,1804,85,144,105,100,292,54,0,770,28,26,16,10,87,17,0,183,2841,3851,1724,1342,4416,855,8,15034
60102,1272,2644,1164,588,1284,229,5,7182,763,1800,1291,795,1479,242,6,6378,396,843,607,470,1259,249,7,3830,171,252,124,90,797,158,0,1591,9908,14661,6353,3869,10873,2468,51,48182
60103,1117,2080,856,568,1855,289,8,6780,623,1252,790,643,1753,289,3,5359,363,609,361,388,1396,281,3,3407,154,193,85,84,717,114,0,1357,9159,12596,5156,3828,14623,2584,41,47985
60104,823,1618,772,340,577,91,8,4221,497,1195,822,504,771,102,9,3902,264,545,352,306,607,104,0,2172,109,133,73,50,332,47,0,750,6646,9379,4312,2489,5540,793,36,29192
60105,1269,2623,1018,401,853,329,31,6521,814,1993,1122,546,971,318,14,5784,365,831,489,287,899,221,8,3094,172,202,98,79,686,157,0,1393,11623,15449,5812,2814,10447,2802,328,49280
60106,440,965,438,282,500,127,0,2754,261,565,428,329,527,132,0,2246,120,212,147,153,353,88,0,1073,38,48,20,20,167,46,0,334,2957,4428,2141,1456,3125,886,10,15002
60201,1791,3445,1431,769,2323,416,8,10182,1013,2201,1568,1056,2523,453,15,8826,543,1098,747,673,2154,406,3,5623,207,342,177,120,1221,271,3,2334,14377,20025,8601,5831,19605,3889,160,72491
60202,612,1251,661,493,701,218,0,3941,380,913,641,639,823,213,0,3614,163,333,293,303,552,159,0,1804,55,87,37,40,207,44,0,474,3599,5612,2861,2419,4241,1216,46,19982
60203,969,1938,1074,767,1399,390,7,6540,640,1383,1087,864,1613,402,4,5990,277,561,401,447,1029,255,5,2969,92,111,60,48,427,142,6,896,5569,8662,4726,3766,7900,2270,91,32980
60301,308,598,341,245,426,160,0,2083,188,385,256,243,395,124,0,1590,57,125,85,92,241,69,0,668,17,11,12,13,74,23,0,146,1806,2774,1374,1126,2361,877,5,10324
60302,523,1207,707,426,470,216,3,3547,329,805,661,481,635,225,6,3144,154,303,191,198,396,147,0,1383,31,50,30,28,164,81,0,382,3124,5313,2904,2032,3168,1280,14,17834
60303,252,480,265,191,260,110,0,1555,156,423,285,262,314,106,0,1548,59,133,113,110,224,77,0,709,21,26,17,13,90,28,0,200,1109,1872,1009,855,1470,591,39,6942
60401,1117,2312,1095,714,1555,306,9,7103,677,1356,1014,944,1796,341,9,6131,351,663,503,525,1412,305,3,3752,143,174,95,85,753,129,5,1372,7373,11082,5413,4305,10472,2359,47,41043
60402,1099,2038,1060,656,1615,320,4,6798,648,1511,1158,917,1717,352,0,6313,350,616,486,480,1340,321,4,3592,130,148,92,71,605,163,0,1205,7111,10496,5301,3918,10515,2353,82,39775
60403,437,792,467,305,637,217,3,2857,252,488,413,325,622,203,4,2308,96,130,132,169,375,133,0,1041,35,28,22,18,152,49,4,296,2554,3753,2054,1657,3487,1405,22,14924
69797,7,15,3,3,16,25,0,77,3,13,0,0,7,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,53,20,13,125,116,13,374
70101,889,1287,409,185,843,673,63,4349,467,761,354,166,791,471,15,3031,136,209,130,61,320,160,9,1018,22,28,7,7,83,42,8,193,6419,7446,2353,1231,7221,4066,877,29620
70102,1083,1952,814,451,1458,605,35,6396,776,1310,690,440,1308,456,35,5012,256,422,238,155,709,192,12,1979,56,67,26,17,196,55,0,419,9061,12356,4918,3203,11790,4297,210,45838
70103,598,1024,487,329,713,573,30,3745,366,664,386,301,718,470,11,2906,108,184,85,110,240,118,0,842,15,14,9,9,49,24,0,121,3814,5320,2266,1675,4348,4464,1383,23271
70104,492,1015,380,217,744,288,27,3174,242,433,242,159,578,143,19,1818,82,117,59,37,228,61,0,589,15,16,11,6,101,15,0,166,5442,7921,2791,1940,6813,2576,83,27570
70201,1040,1527,530,218,1283,710,26,5335,558,903,384,225,989,484,19,3556,144,195,98,71,338,131,8,981,29,18,8,12,113,29,0,209,7499,8456,3301,1823,8339,4721,159,34293
70202,154,226,124,34,217,108,5,870,121,185,89,30,204,98,0,734,21,30,10,10,73,17,0,167,5,0,4,0,9,3,0,18,1101,1318,724,227,1274,619,25,5282
70203,541,654,267,175,655,469,4,2767,278,407,210,166,560,417,3,2039,45,55,37,25,145,91,0,408,6,9,0,5,12,7,0,40,3483,4000,1583,1135,3587,2444,78,16302
70204,247,350,125,68,237,265,10,1294,104,116,47,23,110,85,4,494,15,23,14,3,37,15,0,111,5,4,5,0,5,0,0,13,2270,2719,1254,704,1929,1891,33,10799
70205,557,811,319,232,741,600,27,3277,383,585,299,186,762,415,8,2645,86,83,49,49,224,106,0,596,14,8,3,0,44,7,0,78,4155,4630,1901,1554,4394,3490,257,20382
79797,4,6,4,0,54,34,0,106,0,0,0,0,20,11,0,40,0,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,22,44,12,9,237,155,17,494
80101,1681,3800,1667,764,1610,312,42,9870,1185,2912,1832,1131,1697,286,25,9070,616,1354,903,610,1313,196,9,5015,249,301,164,109,721,129,0,1674,19281,28134,11238,6009,18213,3343,210,86418
80103,45,54,20,10,52,100,0,280,17,45,19,15,37,53,0,185,6,19,9,3,35,18,0,91,3,0,0,0,7,0,0,12,231,313,106,69,355,784,0,1853
80104,1227,2350,1001,484,1203,149,47,6463,552,1256,731,401,977,124,70,4108,238,485,286,193,482,67,14,1766,75,81,23,28,147,12,0,380,14956,21116,8002,4620,15738,2422,198,67050
80105,1064,2205,874,339,646,232,24,5374,503,1359,805,314,558,173,23,3724,277,574,375,181,464,138,5,2022,148,214,100,58,407,121,0,1048,14344,18761,5723,2326,9450,3594,235,54423
80106,827,1596,610,235,430,248,8,3958,477,1129,653,274,410,208,9,3163,229,513,309,163,379,135,5,1739,99,140,78,35,365,127,5,850,7030,9678,3443,1506,4208,1986,102,27949
80107,2080,4450,1950,948,1780,219,27,11462,1179,2715,1702,1006,1700,215,20,8527,543,894,569,452,1069,229,5,3762,164,213,121,77,513,166,5,1248,16007,23613,9651,5540,14168,2314,105,71405
80108,441,1049,494,178,292,78,3,2527,321,852,518,290,427,104,6,2513,229,513,316,242,436,110,0,1839,89,114,67,55,278,68,0,669,4188,6732,3084,1547,3242,766,65,19628
80109,773,1825,731,299,531,145,24,4320,468,1208,618,319,573,178,7,3371,339,733,489,348,665,184,5,2755,186,246,116,75,550,129,0,1304,7304,10761,4389,2242,6450,1518,81,32743
80110,118,203,104,44,97,23,4,598,41,93,57,29,68,24,5,319,14,27,15,3,24,9,0,90,3,6,4,0,8,0,0,17,2014,2991,1005,590,1792,333,25,8751
80111,17,29,15,4,5,10,0,75,8,10,4,7,3,9,0,45,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,7,124,170,70,32,61,43,0,490
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,46,73,31,21,48,53,0,268,25,42,18,14,69,38,0,205,9,9,7,7,13,3,0,42,0,0,0,0,0,0,0,4,248,318,126,78,353,568,5,1706
90102,18,37,4,0,36,40,0,143,13,16,9,9,24,26,0,89,9,6,0,3,11,8,0,42,0,0,0,0,8,3,0,10,86,110,32,20,182,142,3,580
90103,3,7,7,0,3,8,0,38,3,6,0,5,3,14,0,27,0,0,0,0,7,9,0,16,0,0,0,0,0,0,0,0,62,65,20,34,133,78,9,396
90104,76,153,73,38,54,48,0,451,30,109,52,58,59,38,0,346,16,45,13,23,59,27,0,187,9,10,10,8,15,7,0,47,318,594,285,196,296,245,10,1948
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
