SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
20602,527,532,1058,1403,1427,2830,293,256,550,88,85,181,1788,1780,3565,1028,915,1942,247,303,551,288,292,577,1566,1509,3075,93,89,176,131,162,290,93,45,129,217,302,513,0,0,0,528,590,1116,682,807,1490,446,633,1082,101,118,216,437,876,1315,4,3,6,1664,2438,4111,2195,3032,5227,47,47,92,107,196,307,0,0,0,156,239,392,755,817,1574,22,35,59,7005,7943,14950
20603,663,672,1332,1222,1051,2276,876,772,1650,278,368,645,2386,2201,4585,798,645,1438,729,674,1408,468,623,1087,1997,1943,3935,160,136,297,150,228,379,179,69,241,254,321,573,7,0,3,745,745,1496,1068,1313,2380,441,553,992,155,166,322,487,694,1176,4,0,8,2162,2725,4884,2915,3476,6388,123,133,257,178,274,453,5,4,11,305,417,718,1354,1425,2779,51,53,104,9664,10182,19845
20604,664,601,1258,1423,1259,2686,238,239,478,247,280,530,1910,1789,3692,981,885,1861,125,179,307,396,435,835,1506,1505,3010,645,728,1372,1127,1567,2690,305,282,583,1161,1518,2677,9,8,14,3245,4094,7342,7463,8955,16416,3411,3467,6880,474,591,1064,1465,1705,3172,21,28,44,12835,14746,27582,16102,18853,34952,747,968,1711,884,1170,2050,7,7,18,1639,2142,3779,6868,6179,13042,795,658,1450,29475,31722,61194
20605,779,773,1554,1803,1705,3503,280,262,544,391,377,764,2472,2347,4820,1034,899,1931,193,229,421,714,748,1465,1946,1877,3822,178,136,311,312,360,673,138,100,238,568,794,1362,0,0,5,1200,1389,2584,1072,1299,2372,685,923,1608,188,232,424,751,1301,2048,6,10,17,2700,3763,6462,3904,5161,9058,165,166,328,348,482,827,5,4,16,521,653,1171,3477,3212,6686,127,150,277,13214,14168,27388
20606,413,347,763,492,510,999,177,173,350,380,398,776,1051,1087,2136,207,227,431,158,140,298,586,656,1247,952,1028,1977,83,105,184,184,173,355,54,72,121,294,370,664,5,0,5,615,719,1330,993,1350,2341,512,687,1202,139,199,336,589,841,1430,6,3,11,2238,3087,5316,2851,3805,6655,69,115,191,155,269,424,0,5,4,222,392,618,1616,1815,3430,104,118,218,7207,8590,15797
20607,637,626,1265,1464,1507,2976,239,215,454,203,229,437,1911,1952,3868,782,959,1746,255,186,441,371,424,794,1407,1573,2982,114,132,245,223,283,504,98,66,159,453,460,911,0,0,3,891,939,1820,1145,1656,2804,900,1168,2064,240,311,552,995,1507,2503,6,4,18,3292,4643,7933,4177,5582,9760,102,166,266,281,348,631,9,0,11,396,516,910,2679,2478,5154,113,94,204,11317,12817,24139
20701,1604,1523,3123,4209,3844,8053,1110,974,2087,1204,1411,2614,6535,6239,12769,2361,2321,4686,1519,1166,2686,3251,3449,6700,7141,6945,14090,274,221,492,247,337,588,258,108,366,489,676,1165,7,9,10,1274,1339,2619,4283,4368,8653,1078,1144,2217,501,492,990,1035,1459,2495,14,9,19,6915,7461,14377,8197,8811,17008,220,201,423,355,545,908,11,5,9,582,752,1340,2178,2358,4541,309,251,560,26547,26874,53429
20702,1015,908,1922,2921,2706,5629,664,622,1286,310,356,673,3909,3688,7591,2091,1810,3898,641,620,1261,580,612,1195,3310,3042,6356,161,97,259,194,244,431,209,84,297,332,513,852,7,0,5,898,943,1840,1664,1712,3373,468,523,997,205,182,386,398,536,933,3,8,17,2745,2960,5707,3650,3912,7561,151,147,299,295,460,753,4,3,9,450,617,1061,1370,1487,2856,162,171,336,13860,13822,27684
20703,1054,931,1983,2940,2737,5678,569,581,1151,304,445,752,3822,3765,7588,2060,1758,3818,709,781,1490,912,1124,2035,3688,3664,7351,287,200,490,375,447,815,307,133,444,471,661,1138,4,3,7,1448,1446,2889,2658,2860,5521,929,986,1915,281,285,563,553,797,1353,8,12,19,4438,4936,9370,5892,6383,12278,288,220,513,358,522,880,10,6,10,654,748,1409,2123,2142,4264,185,199,386,17418,17836,35256
20801,1074,1057,2126,2528,2410,4940,825,826,1650,968,840,1814,4322,4088,8410,1279,1121,2405,640,813,1453,2322,2137,4464,4248,4080,8324,133,94,228,59,149,211,214,79,288,204,378,581,0,7,4,609,705,1314,1805,1910,3714,269,336,607,226,207,433,391,713,1100,4,9,9,2694,3170,5861,3307,3877,7175,67,68,137,181,340,516,0,0,3,249,408,661,1502,1759,3257,105,101,204,14801,15367,30162
20802,1867,1699,3571,4038,3721,7755,939,979,1917,1442,1443,2889,6431,6156,12588,2494,2110,4596,990,1119,2112,2076,2023,4099,5561,5265,10826,315,225,539,292,417,709,304,141,442,548,768,1316,5,3,8,1461,1559,3014,2803,3143,5945,1007,1108,2116,331,362,694,814,1246,2063,9,11,13,4967,5872,10832,6429,7435,13865,278,235,506,435,599,1035,12,8,20,724,844,1564,2379,2688,5068,142,204,347,23536,24284,47822
20803,1482,1446,2926,3508,3434,6943,1144,994,2142,351,368,718,5010,4801,9813,2229,2320,4555,1195,977,2166,743,804,1546,4168,4107,8273,240,215,456,134,250,392,418,181,603,456,651,1103,3,0,8,1259,1305,2562,1215,1533,2752,303,488,796,176,248,421,522,932,1451,3,8,12,2221,3209,5431,3485,4512,8001,127,123,246,257,411,663,0,3,3,384,532,918,1989,2096,4081,75,94,168,16588,17594,34175
20804,461,388,853,814,755,1569,308,280,589,401,407,807,1523,1440,2969,193,203,396,479,423,903,816,857,1680,1497,1490,2985,89,56,143,94,86,181,58,22,84,151,163,315,0,0,0,388,336,725,1007,1141,2147,270,330,602,107,113,223,258,358,612,0,3,3,1642,1951,3593,2035,2283,4318,59,55,115,99,138,237,0,0,5,158,195,358,699,746,1446,43,43,85,6421,6583,13008
20901,1552,1395,2950,3819,3659,7478,1148,1144,2290,285,333,619,5257,5139,10397,2485,2179,4664,1026,996,2025,705,787,1497,4224,3970,8200,227,219,445,196,284,478,368,138,510,456,580,1038,6,4,5,1249,1228,2473,1543,1891,3435,558,716,1274,202,251,452,629,1062,1692,4,0,7,2931,3922,6859,4187,5152,9337,190,132,322,345,433,772,9,4,7,534,573,1103,2085,2037,4120,80,98,182,17922,18373,36293
20902,996,876,1876,2102,1970,4073,705,700,1402,220,241,467,3043,2915,5959,1463,1274,2740,715,756,1470,248,241,486,2426,2274,4698,282,213,491,380,396,774,264,136,396,444,527,971,10,0,7,1370,1274,2642,1344,1711,3056,845,912,1758,139,202,336,528,914,1444,12,14,19,2866,3747,6613,4245,5023,9264,241,233,473,295,342,635,6,5,8,549,576,1124,2504,2310,4813,77,89,169,13830,14063,27891
20903,777,765,1545,2428,2234,4659,377,378,754,221,179,407,3030,2800,5833,1702,1571,3268,609,720,1326,476,486,958,2788,2769,5558,122,125,251,44,95,148,432,114,550,228,292,521,3,4,3,837,637,1470,752,1017,1771,123,241,364,111,133,252,230,500,734,5,5,5,1222,1900,3124,2062,2543,4606,40,50,90,121,219,339,5,3,7,168,269,432,941,957,1901,28,28,56,9799,10124,19924
20904,3617,3131,6747,8371,7694,16072,3100,3031,6132,900,893,1800,12397,11648,24046,5483,5251,10733,2286,2224,4508,775,826,1605,8557,8318,16877,694,548,1240,585,904,1491,898,382,1283,1018,1417,2437,19,13,33,3216,3265,6480,2447,3298,5748,1024,1411,2437,254,360,619,767,1340,2109,15,17,31,4512,6432,10936,7745,9712,17462,667,662,1326,777,1099,1870,17,10,27,1463,1759,3218,5740,5705,11439,200,237,439,39719,40515,80232
21001,706,629,1331,1099,1004,2103,1140,1112,2249,245,263,511,2489,2389,4874,1019,838,1858,803,821,1626,420,373,790,2234,2042,4280,113,67,178,74,101,180,211,56,267,159,230,392,3,4,6,561,464,1027,716,922,1637,154,234,388,98,106,206,195,343,539,5,5,8,1173,1605,2777,1735,2077,3811,76,57,131,119,164,283,4,8,9,199,228,426,926,946,1876,39,41,84,8330,8349,16679
21002,445,382,830,1154,1099,2252,332,335,666,133,132,262,1615,1571,3185,558,564,1118,454,416,873,334,303,637,1346,1282,2630,46,40,82,17,32,52,152,54,207,96,158,256,3,0,3,316,286,601,229,306,533,36,84,123,38,39,79,107,245,353,0,0,0,409,675,1085,726,966,1691,14,31,51,59,78,141,0,0,0,79,111,190,725,730,1456,12,8,24,4939,5059,10001
21003,1002,930,1932,1792,1622,3418,849,754,1604,480,560,1043,3130,2936,6072,1138,1055,2197,615,654,1266,410,403,807,2165,2119,4285,383,208,590,328,336,668,285,115,406,364,452,813,11,6,20,1370,1120,2490,862,1098,1960,515,542,1062,120,130,247,391,632,1023,12,17,19,1894,2422,4312,3277,3543,6815,272,212,483,263,363,625,5,6,14,539,577,1116,2275,2169,4441,64,76,142,12459,12348,24803
21004,522,534,1055,1316,1251,2572,558,516,1073,111,86,195,1984,1860,3840,901,844,1741,410,404,819,145,178,323,1457,1427,2886,78,89,166,44,100,144,197,90,291,211,306,508,7,4,9,532,589,1116,313,454,765,97,156,249,41,75,118,116,296,408,0,0,0,567,981,1548,1098,1568,2667,60,59,117,119,143,261,4,0,3,179,208,387,890,889,1777,22,22,46,6150,6501,12656
21005,2671,2383,5046,6494,5984,12475,2111,2102,4207,1632,1677,3307,10269,9769,20034,4420,4108,8529,1434,1449,2883,1526,1699,3229,7394,7277,14673,794,596,1389,685,909,1599,628,274,899,828,1238,2061,14,9,21,2949,3024,5972,2185,2963,5143,767,1016,1781,259,310,569,481,843,1317,8,18,27,3684,5152,8840,6656,8191,14846,858,921,1785,731,1216,1947,18,19,30,1605,2153,3763,6313,5705,12015,219,238,457,35119,35720,70836
21101,1761,1568,3328,4935,4511,9441,932,895,1824,578,545,1126,6447,5955,12401,3301,3192,6491,1269,1070,2330,869,811,1682,5446,5080,10523,307,334,637,210,372,580,639,259,899,607,945,1551,7,4,10,1764,1916,3681,1870,2199,4077,479,665,1148,255,320,577,598,928,1525,5,10,9,3211,4122,7327,4988,6051,11030,234,251,481,422,582,1011,13,0,15,671,833,1506,2438,2593,5032,121,153,279,21869,22229,44099
21102,242,230,478,728,690,1421,164,163,333,200,212,411,1098,1066,2167,447,441,886,302,236,538,504,472,970,1252,1148,2399,49,35,85,30,34,59,117,36,153,67,92,161,0,0,0,262,197,458,457,540,991,71,82,148,55,88,143,83,151,234,0,0,0,667,861,1524,928,1053,1984,21,19,36,47,91,141,0,4,0,74,115,187,286,343,633,14,15,29,3888,3969,7859
21103,1520,1336,2852,3600,3397,6993,728,698,1426,525,515,1046,4859,4612,9471,2277,2089,4367,751,733,1487,908,858,1768,3944,3683,7627,201,237,438,175,252,422,515,199,714,460,662,1124,6,10,11,1356,1358,2709,1026,1256,2278,334,492,830,170,213,379,484,848,1331,4,4,7,2025,2814,4834,3382,4178,7562,159,138,296,294,507,798,0,5,7,451,650,1104,1689,1870,3558,72,89,163,15913,16415,32334
21104,786,698,1484,2135,1996,4131,303,349,650,178,208,389,2621,2555,5171,1410,1270,2684,405,457,861,380,353,735,2194,2085,4280,140,93,237,109,172,281,179,85,266,228,371,598,0,0,3,657,721,1380,937,995,1931,271,294,570,130,112,244,259,421,677,7,8,11,1605,1830,3435,2263,2556,4817,118,111,227,172,252,421,0,0,0,287,366,652,938,1133,2072,67,89,151,9159,9479,18638
21105,1906,1779,3686,5081,4617,9697,929,913,1843,712,714,1421,6725,6253,12982,3245,3056,6301,1016,1068,2082,1070,1040,2110,5335,5167,10503,245,318,567,149,263,413,860,385,1243,638,871,1512,13,8,16,1914,1845,3760,896,1356,2257,258,518,777,182,256,436,484,1089,1570,3,9,20,1830,3228,5059,3744,5080,8826,144,138,282,302,548,850,5,3,10,454,688,1140,2729,2568,5294,72,65,141,20966,21602,42567
21201,1727,1603,3331,4275,3839,8118,960,998,1957,825,864,1695,6064,5711,11781,2381,2383,4761,765,791,1563,970,940,1910,4121,4122,8243,241,276,518,201,369,576,573,280,857,483,791,1276,8,0,10,1505,1725,3234,750,1055,1806,262,523,784,106,188,296,323,800,1126,4,4,9,1449,2570,4017,2959,4304,7257,197,186,379,296,481,771,7,5,10,495,667,1165,2787,2902,5692,63,92,159,18227,19404,37628
21202,1554,1394,2951,4296,3968,8264,965,952,1919,882,910,1797,6162,5846,12002,3210,2924,6135,979,981,1960,1058,1117,2169,5253,5028,10279,328,369,693,272,438,706,560,221,783,506,838,1352,13,9,20,1682,1869,3555,1564,1861,3427,408,610,1022,197,244,438,439,648,1085,4,7,11,2619,3367,5984,4305,5255,9564,290,269,554,412,578,992,5,8,13,700,857,1557,3270,3324,6596,123,140,264,21374,21842,43214
21203,3302,2972,6277,9320,8745,18064,1832,1776,3612,1347,1363,2713,12522,11918,24434,5668,5518,11186,1621,1662,3281,1254,1240,2497,8560,8431,16990,612,752,1360,592,859,1456,778,428,1204,1026,1625,2649,14,6,16,3016,3667,6687,2059,2715,4780,691,1107,1801,245,367,609,647,1278,1925,18,13,29,3665,5485,9149,6699,9170,15872,627,648,1278,798,1169,1967,18,18,32,1438,1833,3275,5074,4951,10023,179,264,443,37774,39538,77313
21204,1824,1694,3521,4800,4603,9404,1485,1405,2887,759,766,1525,7063,6782,13845,4125,3694,7821,1088,1284,2373,769,725,1491,6000,5707,11705,770,622,1396,728,867,1590,475,257,730,817,1075,1892,7,12,20,2796,2832,5635,2660,3046,5703,1084,1195,2277,276,305,581,539,740,1271,18,11,30,4575,5294,9871,7390,8144,15533,795,745,1541,738,1069,1804,22,28,48,1559,1838,3395,5652,4981,10632,232,253,490,29710,29403,59113
21205,1839,1582,3419,5224,4690,9915,1067,1007,2071,621,707,1328,6914,6412,13331,3500,3066,6570,1287,1358,2646,1239,1309,2548,6045,5735,11776,530,364,895,586,577,1162,435,164,603,760,969,1731,8,3,11,2316,2083,4406,5252,5147,10396,1896,1660,3556,382,396,778,839,1050,1885,21,13,35,8392,8265,16654,10722,10357,21077,592,462,1050,569,705,1276,10,8,21,1172,1175,2346,4058,3683,7735,396,366,763,31146,29304,60447
21301,1692,1521,3211,4519,4087,8603,2150,2192,4342,459,453,918,7143,6743,13882,4113,3686,7795,1297,1592,2894,518,535,1057,5939,5823,11762,653,514,1173,654,749,1410,503,220,722,654,803,1453,14,14,32,2485,2302,4786,2258,2911,5168,893,982,1871,279,300,584,442,661,1106,10,16,29,3879,4874,8759,6395,7190,13583,752,646,1400,660,942,1603,28,27,54,1437,1619,3059,6287,5690,11973,173,200,377,29053,28792,57841
21302,1077,977,2057,2498,2478,4977,843,854,1694,245,252,496,3593,3585,7175,1441,1238,2677,769,913,1686,382,396,778,2601,2557,5153,124,130,258,122,182,310,237,87,322,298,448,745,5,0,5,782,853,1633,843,1021,1862,266,393,661,123,134,257,378,725,1104,3,5,10,1619,2277,3890,2402,3135,5536,127,134,261,232,311,547,0,6,5,362,447,813,1824,1769,3597,57,53,112,11909,12523,24441
21303,901,820,1718,2179,1941,4124,621,555,1173,126,153,279,2935,2650,5582,1315,1218,2539,442,488,934,243,261,504,2014,1971,3982,203,185,384,382,379,766,156,88,244,449,536,990,4,10,13,1193,1194,2388,1179,1292,2475,815,856,1668,158,158,317,614,906,1520,7,3,11,2771,3211,5986,3969,4412,8380,278,230,503,312,421,726,10,3,15,600,646,1247,2365,2044,4412,75,83,163,12856,12635,25494
21304,2685,2704,5394,7291,6650,13940,2105,2178,4282,1427,1506,2930,10844,10338,21179,4535,4443,8980,1592,1758,3348,1313,1360,2676,7463,7570,15035,427,365,794,352,514,872,665,269,934,666,1165,1829,7,5,14,2117,2325,4441,1721,2395,4116,465,885,1355,232,303,532,496,985,1473,3,6,16,2924,4568,7494,5059,6899,11951,488,532,1028,543,917,1456,5,14,15,1037,1465,2496,6815,5216,12030,131,193,324,34029,34385,68418
21305,4570,4115,8680,11510,10691,22200,3048,3038,6086,2252,2326,4574,16848,16082,32933,6176,5465,11642,2211,2406,4611,1601,1593,3191,9995,9482,19482,1039,640,1675,1026,1256,2282,853,415,1277,1234,2119,3354,12,12,27,4169,4440,8604,2955,3526,6481,1409,1907,3315,349,450,798,955,1583,2532,22,25,44,5688,7482,13172,9877,11951,21824,1311,1099,2405,1152,1649,2806,27,17,42,2493,2760,5249,9466,8014,17480,378,553,929,53624,52962,106585
21401,1756,1607,3363,4656,4424,9082,737,690,1435,366,337,700,5771,5457,11226,3403,3134,6534,554,536,1083,525,552,1074,4483,4222,8707,232,350,582,195,406,609,624,271,894,599,845,1443,3,0,7,1659,1883,3539,820,1282,2105,241,514,750,110,212,323,433,933,1361,6,11,12,1603,2953,4560,3272,4843,8115,196,199,398,278,488,772,0,7,7,479,700,1176,3601,3596,7198,59,69,125,19413,20494,39909
21402,1738,1529,3267,5033,4607,9640,869,812,1684,705,761,1470,6619,6188,12803,2895,2703,5603,1209,1245,2458,1329,1454,2781,5442,5412,10854,331,288,620,152,314,468,684,259,938,449,818,1267,6,10,18,1628,1680,3316,930,1376,2303,193,448,642,146,223,373,423,934,1356,10,8,13,1700,2988,4689,3337,4678,8016,188,130,318,257,471,733,3,13,17,450,613,1067,4312,4755,9063,65,78,141,21957,23250,45209
21501,581,560,1142,1597,1395,2991,430,412,841,205,236,439,2232,2046,4277,1304,1183,2485,275,346,623,151,157,305,1738,1684,3418,54,76,127,32,76,105,181,102,278,134,273,410,0,0,3,396,530,926,102,207,309,47,149,199,25,65,91,99,307,404,0,0,4,279,726,1009,677,1258,1933,68,59,125,108,190,297,3,8,13,186,257,439,2862,2042,4903,30,22,50,8303,7868,16167
21502,626,568,1188,1737,1641,3379,373,426,798,207,188,394,2314,2255,4572,1340,1279,2618,271,324,596,126,129,257,1740,1732,3478,96,121,220,67,135,201,209,126,338,199,381,578,4,5,6,576,767,1340,112,238,346,58,141,199,28,47,77,99,261,359,0,3,3,296,693,993,874,1460,2336,83,78,161,115,202,315,9,6,18,205,284,490,2399,2297,4696,58,66,119,8210,8669,16877
21503,344,338,678,922,820,1737,493,507,998,61,54,114,1473,1382,2851,820,814,1633,191,227,417,65,70,134,1073,1114,2186,40,48,90,28,57,84,133,70,202,87,217,298,3,6,8,287,391,677,71,129,199,29,52,79,12,26,40,43,161,200,0,0,0,152,363,517,442,755,1198,36,28,58,57,98,151,5,0,5,86,125,219,1745,1604,3350,59,28,86,5226,5343,10568
21601,365,326,691,950,881,1831,473,531,1005,94,78,172,1514,1495,3011,667,621,1292,434,454,886,122,149,268,1216,1227,2446,53,49,96,31,73,104,179,114,303,113,230,339,3,8,6,381,471,852,68,144,218,16,79,99,16,34,45,58,170,227,0,0,0,157,429,592,539,903,1443,30,26,52,53,118,167,0,6,6,83,143,225,1440,1392,2832,24,20,38,5181,5504,10687
21602,295,248,541,622,540,1166,469,466,933,75,77,154,1174,1087,2261,429,446,874,317,371,686,93,126,215,844,942,1786,24,39,66,23,59,77,137,87,225,100,175,277,7,0,5,291,357,648,34,94,133,24,42,69,10,25,33,35,135,177,0,0,3,103,311,414,394,671,1065,17,20,37,38,80,119,3,0,0,62,95,160,1264,1175,2437,6,11,18,4040,4232,8269
21603,768,654,1426,2056,1857,3915,711,777,1481,153,146,298,2924,2778,5708,1101,1065,2170,963,861,1819,344,298,641,2414,2226,4640,85,155,239,69,187,255,300,196,495,236,418,653,10,6,17,698,961,1661,193,412,608,92,189,288,29,87,119,178,345,525,0,9,11,501,1049,1549,1200,2018,3222,93,98,197,142,227,372,13,5,14,245,334,575,2852,2447,5297,44,47,85,10446,10504,20945
21701,328,323,654,866,800,1665,274,280,552,188,176,360,1327,1261,2584,592,544,1137,280,296,576,282,262,535,1152,1101,2253,38,58,100,23,58,76,143,84,229,95,202,297,0,3,4,303,399,705,41,82,126,32,67,97,12,37,48,75,174,254,0,0,0,155,364,523,465,765,1229,42,27,71,47,88,135,0,6,7,93,120,208,1208,1143,2355,9,3,12,4578,4719,9295
21703,382,365,747,914,864,1779,541,514,1050,9,12,18,1467,1387,2856,657,570,1230,532,530,1058,42,23,63,1228,1128,2355,38,47,83,31,61,91,161,81,240,107,171,274,7,3,7,334,368,702,62,164,224,35,103,140,15,31,46,73,165,235,0,3,4,189,466,648,523,828,1352,37,37,79,43,81,119,0,4,4,84,120,203,1368,1276,2645,22,25,46,5069,5123,10192
21704,550,525,1070,1236,1101,2331,879,854,1733,81,71,148,2193,2026,4214,1051,1044,2095,542,678,1222,105,89,193,1693,1811,3505,67,114,182,68,145,219,244,171,413,255,339,594,8,6,9,647,767,1411,127,298,429,82,151,231,26,48,74,134,323,460,0,3,5,375,824,1194,1024,1594,2613,36,39,79,69,127,196,0,6,9,110,173,284,1638,1625,3261,49,37,85,7257,7782,15044
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,49,384,0,0,0,337,49,389
30101,744,607,1359,2010,1850,3861,764,653,1418,453,438,897,3228,2951,6183,1552,1388,2941,524,502,1019,732,802,1536,2807,2693,5508,127,132,258,73,128,203,239,144,380,267,424,687,8,5,6,700,835,1538,575,755,1332,130,266,394,108,137,247,235,516,750,5,3,10,1054,1675,2728,1756,2516,4268,89,89,179,163,269,438,5,3,8,257,363,621,1078,1279,2358,30,42,68,9907,10454,20362
30102,782,730,1518,2579,2444,5024,484,501,984,671,663,1336,3743,3614,7353,1845,1672,3515,647,617,1270,992,1003,1997,3497,3300,6795,136,131,269,65,142,208,299,195,491,284,543,825,0,5,3,786,1014,1801,581,887,1475,140,291,428,98,177,271,266,568,835,4,4,0,1088,1928,3014,1876,2944,4815,93,111,210,174,302,478,0,5,5,278,417,696,1613,1749,3359,51,63,117,11839,12816,24654
30103,810,712,1526,2170,2131,4305,862,733,1592,372,381,754,3403,3251,6659,1162,1158,2323,969,720,1695,552,765,1317,2692,2650,5344,99,102,199,59,107,168,175,114,292,278,452,727,0,0,3,621,776,1396,639,747,1389,171,275,453,125,161,283,303,643,948,0,4,4,1237,1836,3077,1865,2614,4477,85,84,169,161,258,425,4,6,9,250,346,595,1113,1143,2252,49,60,98,10188,10761,20951
30201,477,473,946,1234,1211,2439,514,527,1034,224,235,459,1969,1972,3941,795,708,1505,526,538,1068,345,386,727,1670,1634,3297,88,78,159,65,106,173,104,67,171,182,260,440,0,0,3,443,505,952,536,683,1216,193,243,429,89,129,223,295,457,749,0,3,3,1109,1512,2624,1554,2024,3576,65,53,114,94,157,244,0,0,0,151,209,364,509,512,1024,36,39,73,6367,6858,13220
30202,696,666,1363,1730,1659,3386,1021,988,2007,117,143,257,2869,2791,5657,1278,1164,2448,901,830,1729,230,291,524,2414,2292,4705,128,134,263,133,221,356,165,133,294,289,456,744,5,3,6,719,949,1667,754,1146,1903,348,507,849,160,207,366,487,769,1252,0,3,4,1754,2637,4384,2478,3587,6057,110,100,213,178,257,434,5,6,5,290,359,654,1575,1723,3300,62,96,156,10376,11516,21890
30203,396,340,737,949,922,1877,503,429,932,33,69,103,1489,1428,2917,631,536,1170,577,423,1006,80,126,213,1296,1094,2388,108,91,201,116,152,266,82,63,141,183,299,483,3,5,7,493,603,1106,387,555,941,230,320,551,92,138,230,327,501,827,0,0,0,1045,1511,2552,1542,2118,3662,64,83,153,106,184,292,0,0,5,176,271,447,1088,889,1974,65,55,121,6062,6192,12254
30204,618,562,1175,1747,1685,3433,767,703,1467,88,82,168,2602,2467,5068,1247,1085,2327,719,647,1366,158,173,327,2126,1898,4021,120,117,242,141,173,312,131,96,225,220,467,685,0,0,5,608,858,1471,472,638,1110,206,349,553,79,115,195,296,501,794,0,0,3,1051,1607,2657,1660,2471,4132,105,117,228,146,223,367,4,9,10,256,351,608,1020,1125,2148,43,47,89,8323,8926,17247
30301,549,569,1117,1314,1283,2598,717,660,1383,299,295,593,2333,2242,4573,763,601,1362,726,717,1441,462,432,897,1952,1753,3706,86,87,174,88,120,207,94,70,161,184,306,487,0,4,7,447,584,1033,803,941,1744,244,301,545,128,147,272,340,537,881,0,0,0,1511,1929,3445,1962,2515,4477,75,67,142,142,184,330,4,0,3,223,252,475,633,729,1361,31,40,70,7683,8100,15783
30302,658,577,1237,1602,1574,3174,722,644,1366,155,143,302,2486,2364,4849,960,914,1875,778,664,1449,363,337,703,2100,1925,4027,197,185,383,278,343,621,151,125,280,404,493,899,4,0,7,1041,1151,2185,1855,2307,4159,969,1047,2021,287,337,624,760,1076,1837,0,10,13,3875,4780,8650,4913,5932,10847,152,170,323,214,321,534,0,0,0,367,496,858,1850,1699,3550,84,81,162,12458,13077,25531
