SED_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SED30075,283,921,9,1217,6251,509,5,7989,57,760,5,824,5602,421,9,6854,11,138,0,151,3003,286,0,3436,0,11,0,12,882,166,0,1066,8370,2803,309,11486,29827,3433,65,44807
SED30076,360,442,0,800,4480,509,55,5840,53,628,3,689,2825,471,30,4010,12,123,0,129,1654,329,10,2123,0,11,0,16,665,206,0,878,7292,2287,160,9740,45584,5545,524,61394
SED30077,236,812,11,1056,5674,582,4,7317,51,594,6,649,5799,538,5,6994,19,131,6,151,3431,359,0,3947,0,8,0,8,1162,139,0,1314,6721,2502,298,9518,27923,3557,66,41070
SED30078,352,528,9,890,5118,415,36,6455,71,624,6,706,4656,388,26,5773,23,162,0,189,3400,454,6,4047,4,8,0,9,1316,433,0,1765,7875,2196,225,10297,34413,3984,158,48852
SED30079,252,855,15,1118,4541,171,14,5843,50,944,3,990,3830,136,8,4971,7,158,3,167,2039,89,3,2295,0,3,0,6,578,36,0,615,10282,3037,361,13683,26583,1313,49,41635
SED30080,303,503,11,819,4482,244,21,5564,53,633,8,685,2933,258,17,3891,8,167,0,171,2148,284,10,2614,4,4,0,5,1101,327,5,1441,9816,2180,247,12244,32114,2680,125,47170
SED30081,398,859,26,1281,4834,225,49,6388,173,911,12,1089,3740,155,45,5038,14,152,0,170,2149,111,8,2433,0,3,0,4,852,38,0,895,11045,2958,244,14242,31045,2096,189,47571
SED30082,367,605,8,984,6394,1032,90,8497,86,802,3,894,6198,915,68,8073,15,159,0,180,3949,568,22,4717,6,11,0,15,1162,188,3,1371,6411,2255,143,8806,37956,6690,518,53971
SED30083,307,826,10,1148,4643,198,16,6001,54,695,4,755,3371,179,11,4310,10,122,0,133,1938,136,8,2213,0,4,0,5,546,160,0,714,11896,2895,414,15206,28281,2191,64,45741
SED30084,186,913,15,1114,4257,255,3,5631,46,671,4,716,3648,178,8,4554,3,134,0,139,2197,110,7,2454,0,3,0,0,633,57,0,695,8081,3169,476,11725,26038,2465,46,40272
SED30085,351,562,15,929,4408,185,36,5553,132,755,13,902,3489,155,44,4590,23,183,0,208,2377,122,9,2704,3,11,0,12,989,80,0,1089,9232,2323,210,11764,33692,2423,222,48093
SED30086,241,812,11,1065,5132,384,3,6587,34,805,4,845,4678,324,7,5860,18,148,0,163,3308,284,3,3760,5,8,0,8,1193,156,0,1362,8098,2910,410,11424,30429,2857,51,44767
SED30087,212,748,13,973,4485,247,9,5714,52,790,3,850,4453,253,8,5562,16,176,4,194,3543,283,4,4029,5,12,0,12,1789,206,0,2001,8750,3026,419,12196,31713,2356,76,46340
SED30088,260,768,8,1033,5571,585,23,7217,41,658,0,702,4414,448,20,5587,8,125,0,130,2092,232,6,2462,3,12,0,11,671,90,0,782,7072,2651,370,10090,30107,3881,175,44253
SED30089,201,596,17,813,5422,1259,23,7517,34,358,3,396,4906,1066,18,6380,4,66,0,76,1882,393,0,2355,0,4,0,4,394,86,6,488,6925,2236,363,9527,26713,7578,151,43965
SED30090,182,656,11,849,4933,663,9,6447,30,406,3,440,4307,468,0,5217,8,73,0,83,2036,267,0,2387,0,12,0,8,661,134,0,805,6626,2065,338,9026,23809,4026,59,36917
SED30091,246,715,22,981,4414,381,22,5797,56,547,3,609,4039,362,11,5016,12,114,0,128,2575,317,0,3017,0,5,0,8,881,232,0,1124,9854,2799,398,13058,30263,4254,91,47662
SED30092,238,829,15,1076,6091,817,26,8007,37,618,3,653,4783,680,26,6145,10,88,0,104,2001,288,10,2402,0,3,0,3,408,81,0,491,8807,2621,389,11825,29319,4782,245,46168
SED30093,353,782,26,1165,5113,437,14,6733,75,472,5,555,3755,332,17,4658,7,89,0,97,1791,208,9,2103,0,0,0,0,440,111,0,555,11257,3292,474,15021,32764,5007,84,52880
SED39797,0,0,0,4,14,16,0,34,0,0,0,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,118,220,24,380
SED40001,224,559,8,785,4030,529,49,5391,42,816,0,862,3305,412,26,4608,11,211,3,218,1995,238,10,2461,0,18,0,17,981,193,5,1199,5031,2267,177,7470,31636,4459,445,44004
SED40002,217,457,11,693,3415,116,18,4245,34,639,3,682,2606,108,23,3411,10,118,0,124,1843,114,4,2088,0,8,0,8,1262,90,3,1362,6203,1858,194,8253,24911,1167,97,34430
SED40003,210,849,14,1071,3775,83,9,4938,46,1029,3,1079,2934,65,13,4089,7,173,0,181,1533,49,10,1770,0,3,0,3,595,35,0,625,6194,2679,258,9137,18766,593,48,28538
SED40004,378,491,5,872,3625,58,18,4576,63,1181,6,1241,3152,66,19,4486,17,357,4,380,2555,78,6,3021,0,15,0,23,1226,53,0,1311,6666,2499,175,9343,21092,631,87,31150
SED40005,136,648,6,792,4392,421,13,5618,41,591,3,630,4399,443,10,5473,9,91,0,100,2407,263,0,2775,0,9,0,9,1000,115,0,1123,4745,1997,194,6937,21589,2605,713,31848
SED40006,212,559,3,775,3879,169,22,4838,39,497,8,541,2659,141,17,3355,4,91,3,99,1652,117,6,1876,0,6,0,6,927,69,0,1001,5903,1833,198,7935,23408,1389,67,32802
SED40007,278,719,6,1006,3908,114,3,5031,43,1060,0,1098,2913,98,13,4120,10,256,0,268,2451,106,4,2828,0,10,0,10,1246,77,0,1339,5742,2562,206,8513,21410,870,53,30848
SED40008,223,386,13,620,3789,214,9,4633,43,444,0,491,2703,154,21,3365,6,102,0,116,1611,117,4,1852,0,3,0,3,956,53,0,1014,5960,1630,166,7753,26209,1854,77,35888
SED40009,178,753,9,939,3728,150,5,4818,39,1037,4,1081,2944,157,8,4192,7,204,3,210,1817,110,0,2147,0,6,0,5,737,61,0,807,6088,2733,269,9085,20233,1013,30,30361
SED40010,280,421,7,710,3930,119,16,4774,60,867,7,933,2954,117,8,4010,8,262,0,269,2129,98,3,2502,0,8,0,8,1053,54,3,1114,5770,2094,157,8021,23474,1053,92,32639
SED40011,233,503,7,743,3547,113,10,4418,41,808,9,855,2593,93,12,3561,5,174,0,181,1962,103,0,2257,5,5,0,9,1126,87,0,1229,6547,2120,243,8913,22325,1095,52,32382
SED40012,151,662,14,822,3610,227,8,4664,20,342,3,363,2424,152,4,2945,8,75,0,80,1514,137,0,1734,0,7,0,9,680,118,0,805,6373,2088,295,8759,20368,2032,29,31190
SED40013,192,538,18,746,3152,173,20,4094,54,594,8,656,2306,122,22,3105,3,99,0,100,1575,87,4,1767,0,10,0,10,854,66,0,929,7768,1945,199,9917,23644,2133,72,35768
SED40014,156,659,13,824,4059,192,3,5086,39,891,3,930,5907,267,6,7112,10,135,0,144,4111,237,4,4498,3,4,0,6,1436,138,3,1584,3687,2151,219,6058,21785,1309,41,29198
SED40015,151,788,8,947,4049,409,4,5410,39,601,0,642,3815,365,0,4826,7,94,0,101,2031,205,0,2343,0,4,0,4,802,118,0,923,5345,2294,289,7929,19285,2547,26,29782
SED40016,163,533,8,698,3318,117,20,4149,48,553,0,603,2802,145,15,3561,14,103,0,115,1855,146,5,2122,4,5,0,12,591,130,3,735,6169,1951,184,8305,21794,1377,66,31538
SED40017,187,819,17,1020,4485,318,3,5829,38,589,5,638,3743,247,5,4634,5,80,0,83,2144,182,6,2413,0,8,0,13,748,80,0,846,5640,2347,292,8279,20616,1863,25,30781
SED40018,186,642,9,841,3557,129,4,4532,38,1087,3,1127,3351,166,14,4652,13,233,0,245,2525,135,5,2911,0,15,0,15,1611,105,0,1730,5498,2575,212,8291,22852,1097,59,32299
SED40019,157,733,5,895,4310,674,18,5899,27,362,3,389,3153,411,9,3959,8,65,0,77,1845,278,0,2199,0,6,0,8,545,88,0,642,5813,2510,436,8762,21807,4416,64,35052
SED40020,147,737,3,888,4012,285,4,5190,31,594,0,632,3869,283,5,4790,9,126,0,134,2569,217,4,2921,0,4,0,4,906,93,0,1007,4946,2259,251,7460,20607,2285,28,30377
SED40021,229,520,7,748,3352,107,19,4226,42,767,10,813,2724,110,15,3663,18,211,0,225,2685,155,5,3074,5,11,0,18,1582,183,3,1787,6217,2062,189,8465,23470,1205,62,33206
SED40022,322,656,10,988,3930,202,0,5124,51,1126,0,1182,3065,176,3,4419,11,213,0,227,1660,79,0,1967,0,8,0,8,621,35,0,671,6096,2625,298,9023,18139,1121,29,28316
SED40023,116,749,11,874,3313,120,0,4309,30,795,5,829,3041,136,14,4017,9,131,0,137,1947,129,0,2214,0,5,0,8,769,80,0,847,5448,2486,287,8224,19060,1070,34,28382
SED40024,172,800,8,981,3437,157,13,4594,36,733,4,775,3012,142,4,3931,0,120,0,126,1924,162,8,2214,0,8,0,8,769,148,3,926,6664,2604,372,9636,20813,1483,36,31966
SED40025,180,646,3,834,3397,151,6,4388,38,708,3,752,2906,141,7,3797,11,150,0,154,1803,101,0,2057,0,10,0,10,651,43,0,706,6755,2282,323,9358,19396,1229,35,30018
SED40026,191,880,9,1076,3911,117,4,5106,35,663,0,694,2705,93,6,3495,9,120,0,124,1717,96,0,1935,0,7,0,7,570,97,0,669,6032,2363,252,8648,19958,850,21,29485
SED40027,155,653,5,819,3404,137,11,4365,37,930,0,965,3070,125,12,4175,13,178,0,192,2307,118,5,2618,0,8,0,8,1258,81,0,1344,4586,2261,172,7021,20167,1113,59,28357
SED40028,147,685,13,843,3420,133,0,4402,20,521,4,542,2639,122,10,3312,7,68,0,76,1916,137,0,2125,0,0,0,0,772,123,0,895,5850,2111,270,8232,19327,1178,25,28762
SED40029,156,773,3,933,4415,389,10,5754,28,571,4,600,4085,351,12,5043,5,73,0,82,2496,240,6,2817,3,4,0,5,910,97,5,1012,5409,2190,219,7814,21422,2500,77,31814
SED40030,193,792,8,983,4212,291,9,5489,45,871,0,924,4019,259,5,5211,4,144,0,151,2310,209,3,2666,0,6,0,9,700,136,0,846,5681,2520,318,8517,20067,1745,31,30356
SED40031,215,705,8,924,3587,78,11,4599,52,974,0,1037,2776,66,8,3884,11,223,4,242,2259,93,4,2599,5,18,0,23,776,45,0,841,6352,2527,181,9065,20622,725,53,30465
SED40032,221,574,12,806,3561,109,10,4485,49,931,12,990,3099,119,11,4227,13,190,0,203,2218,111,3,2536,3,8,0,11,1311,71,3,1387,5000,2233,158,7389,21504,924,71,29886
SED40033,130,726,9,862,3479,301,8,4656,40,522,0,564,3118,267,7,3950,4,87,0,95,1897,228,0,2221,0,5,0,5,759,162,0,928,5298,2099,275,7670,18618,2486,33,28809
SED40034,134,702,6,840,4295,381,0,5517,31,551,4,578,5081,394,8,6063,7,76,0,84,2987,333,3,3408,0,7,0,7,915,159,0,1078,3670,1872,196,5741,19784,2138,15,27685
SED40035,166,596,6,763,3033,79,12,3888,26,909,3,937,3010,117,12,4075,5,182,0,190,2800,136,0,3122,0,8,0,7,1357,83,0,1452,5759,2323,202,8290,20771,942,45,30044
SED40036,215,659,20,887,3507,136,18,4555,63,491,0,555,2405,117,21,3099,6,57,0,64,1307,86,14,1461,0,6,0,7,379,43,0,431,6979,2066,230,9273,21678,1303,89,32341
SED40037,199,720,7,923,4459,212,10,5603,42,714,0,754,3217,141,8,4118,4,122,0,125,1645,118,0,1897,0,3,0,3,795,56,0,856,5068,2278,223,7561,21501,1264,43,30374
SED40038,195,615,13,821,3790,256,16,4874,47,429,4,478,2904,209,13,3600,4,78,0,86,1717,206,5,2008,0,3,0,3,784,136,0,926,6691,2088,257,9039,22799,2194,58,34087
SED40039,117,631,3,755,3177,174,0,4112,44,720,6,766,3195,157,6,4123,6,138,6,152,1983,125,4,2261,0,3,0,5,730,73,0,804,5345,2293,286,7932,19734,1376,18,29066
SED40040,169,874,3,1046,4341,195,0,5583,26,809,3,841,3663,201,6,4708,12,131,4,149,2080,140,0,2364,0,7,0,8,741,103,0,849,5865,2444,204,8512,20512,1353,16,30401
SED40041,156,738,7,900,4266,531,3,5701,45,473,0,513,3848,446,8,4812,0,88,0,89,2332,262,4,2695,0,0,0,0,829,102,0,934,4363,2091,216,6674,20670,3650,45,31038
SED40042,154,531,11,694,3252,229,3,4183,32,357,0,390,2279,246,6,2917,9,51,0,57,1359,149,0,1576,0,3,0,3,485,91,0,579,6888,2025,380,9294,20167,2196,74,31733
SED40043,205,523,9,737,3483,117,26,4356,46,657,6,715,2811,115,24,3674,11,136,0,153,2064,87,10,2310,3,11,0,17,879,44,0,939,7403,1989,157,9554,23930,1392,88,34966
SED40044,323,467,8,795,3622,67,10,4499,39,1108,4,1150,3092,89,9,4343,9,285,0,297,2313,110,3,2720,6,20,0,20,1586,107,0,1712,6094,2377,234,8708,21994,728,55,31491
SED40045,300,649,5,951,3533,74,4,4562,44,1204,4,1254,2784,52,6,4091,17,295,0,315,2171,82,6,2567,0,16,0,16,864,52,0,928,6811,2747,299,9856,19185,518,44,29607
SED40046,201,446,8,658,3444,109,5,4219,35,551,3,592,2247,86,6,2938,9,119,0,128,1753,87,0,1970,0,7,0,13,975,46,0,1036,5392,1711,162,7269,22823,1021,37,31152
SED40047,152,820,7,972,3564,87,6,4635,30,890,0,921,3048,91,13,4075,8,129,0,135,1651,77,5,1867,0,3,0,3,511,24,0,542,6049,2557,229,8837,19460,736,32,29068
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,8,7,40
SED50106,200,630,16,851,4160,280,11,5293,31,517,6,547,3788,252,8,4596,8,87,0,96,2489,195,3,2786,0,9,0,9,1017,121,4,1142,5556,2122,335,8011,21041,2190,52,31301
SED50202,193,716,8,919,4056,294,14,5292,44,552,3,603,3345,202,20,4166,8,99,0,116,1871,187,9,2171,4,8,0,11,609,136,0,760,8177,2688,434,11298,24888,2747,54,38993
SED50304,204,563,10,777,3613,201,17,4611,51,736,6,788,2821,148,20,3781,6,172,0,186,2131,136,7,2459,0,22,0,22,1039,70,0,1126,7007,2271,230,9506,26200,1877,90,37678
SED50405,190,859,14,1058,3266,154,25,4505,40,497,3,539,2341,136,19,3032,6,92,0,89,1358,114,3,1565,0,3,0,8,279,52,0,336,11751,2925,597,15267,23521,1819,76,40673
SED50502,259,683,16,959,4100,194,21,5274,32,653,4,695,3100,150,20,3959,9,141,0,147,1677,113,4,1939,3,7,0,7,661,57,0,728,6652,2393,297,9339,23226,1607,81,34248
SED50605,326,768,8,1106,4262,136,29,5533,99,1420,6,1526,3325,117,37,5003,21,339,0,358,2294,64,13,2732,3,25,0,26,1083,52,3,1167,7384,3222,229,10838,23888,937,161,35834
SED50702,265,635,8,908,4057,363,48,5370,66,619,7,690,2945,226,18,3882,14,125,0,137,1768,172,10,2090,0,7,0,7,801,127,0,937,7250,2381,225,9863,27777,3123,180,40938
SED50805,333,623,8,968,3671,120,14,4772,42,974,9,1025,2614,113,11,3761,11,248,3,259,1957,139,8,2367,3,14,0,14,1228,138,0,1381,6593,2547,327,9466,20573,1086,84,31207
SED50906,195,846,7,1054,4076,281,9,5419,45,670,3,717,3401,245,4,4372,19,107,0,129,2112,153,0,2389,4,7,0,11,842,162,0,1015,6864,2615,391,9874,22680,2597,56,35200
SED51004,255,960,15,1230,4273,150,10,5674,41,648,4,687,2354,76,11,3130,3,109,0,115,1246,72,0,1431,0,4,0,4,377,49,0,434,8043,2729,345,11115,22809,1245,65,35231
SED51104,238,779,14,1029,3559,191,13,4802,40,572,0,609,2677,124,6,3416,7,98,0,111,1809,130,3,2051,0,4,0,4,678,73,0,749,10702,2888,538,14125,24993,1877,104,41095
SED51205,227,684,7,923,3774,205,38,4936,71,762,6,838,3069,155,35,4088,13,159,0,169,1800,152,14,2134,0,7,0,11,666,95,7,771,8549,2504,255,11303,28477,2464,161,42410
SED51304,261,823,13,1097,3713,65,8,4888,81,1736,3,1826,3352,87,8,5267,6,354,7,362,2305,111,0,2782,0,3,0,5,798,44,0,848,7965,3488,373,11827,20152,686,57,32721
SED51401,182,681,14,878,4486,668,4,6031,35,474,0,510,4144,497,3,5155,7,75,0,77,2207,348,4,2636,0,0,0,5,745,149,0,895,5116,1908,251,7273,20366,4158,38,31841
SED51504,374,542,6,928,3736,65,14,4744,52,1006,3,1061,2439,102,17,3630,15,312,0,337,1959,100,11,2400,3,22,0,30,1190,82,5,1306,8310,2572,338,11219,22503,884,100,34706
SED51605,245,804,6,1058,3620,137,18,4836,50,667,3,719,2272,122,25,3138,14,128,4,145,1193,108,7,1449,0,9,0,7,388,58,0,451,9289,2672,371,12330,23293,1317,92,37025
SED51706,182,935,10,1127,4390,266,12,5795,31,663,4,700,3872,275,11,4852,8,94,0,104,2192,224,0,2525,0,0,0,0,641,177,0,815,7028,2672,431,10128,21892,2024,68,34107
SED51804,459,599,11,1067,4193,174,27,5460,57,1305,0,1358,3104,174,20,4662,22,468,0,493,2519,189,7,3208,4,15,0,15,1280,192,4,1497,6900,3071,300,10272,23711,1500,163,35650
SED51902,215,993,16,1224,3895,202,12,5338,34,772,4,811,2862,147,11,3833,8,121,0,132,1536,87,3,1757,4,4,0,4,416,40,0,468,8728,3171,485,12383,21349,1617,53,35413
SED52006,214,889,7,1109,4285,122,3,5521,44,794,7,847,5114,168,13,6140,14,120,0,137,3415,169,3,3730,0,6,0,14,976,108,0,1089,5754,2689,272,8716,23186,1157,47,33107
SED52102,190,757,9,958,3632,204,16,4798,40,668,5,714,2838,125,9,3679,9,115,0,120,1649,102,0,1868,0,4,0,7,596,50,0,651,7362,2445,308,10121,21125,1578,40,32864
SED52205,317,622,22,961,4402,334,27,5731,49,932,6,984,3364,280,12,4639,13,194,3,211,2047,254,3,2508,0,10,0,15,962,231,3,1206,6315,2613,357,9289,25097,2676,190,37251
SED52301,186,671,7,861,3750,369,8,4992,32,514,6,550,3189,315,3,4051,9,90,0,95,1825,237,9,2160,0,6,0,9,687,143,5,840,5620,2156,337,8112,19772,3028,46,30954
SED52404,228,880,12,1118,3953,97,9,5169,68,1178,7,1247,3100,78,5,4435,13,195,0,204,1592,74,4,1878,0,6,0,6,510,38,0,549,7678,2988,357,11022,20739,839,41,32644
SED52505,284,950,12,1249,3906,156,49,5362,81,933,18,1031,2730,83,64,3914,7,139,0,141,1144,71,14,1374,0,12,0,12,315,36,4,358,12380,3107,391,15882,24727,2227,172,43008
SED52604,229,1023,10,1261,4499,207,5,5978,33,946,0,984,2977,153,4,4123,3,152,3,164,1484,181,3,1826,4,3,0,6,579,152,3,740,6516,2904,253,9677,22320,1566,54,33617
SED52702,291,846,8,1143,4058,128,5,5332,55,1183,6,1241,3420,142,3,4800,13,252,3,266,2528,130,4,2934,0,15,0,17,895,75,0,986,6275,3057,341,9674,20468,946,36,31119
SED52803,197,477,0,679,3908,1310,24,5913,19,202,0,225,2094,555,19,2891,6,43,0,46,720,126,0,899,0,3,0,3,188,38,4,230,6665,1623,310,8597,20242,8684,138,37663
SED52903,172,576,16,759,5414,1117,17,7312,23,456,8,487,5058,775,26,6344,7,81,0,88,1321,283,0,1688,0,3,0,7,156,53,0,216,5976,2842,682,9495,25053,6795,365,41713
SED53004,234,952,7,1196,3817,92,16,5113,50,1358,5,1411,3591,97,5,5106,12,215,4,230,2034,80,10,2353,0,14,0,19,943,39,0,1002,7218,3225,376,10822,21345,744,53,32961
SED53105,180,705,15,897,3211,213,21,4343,42,496,4,544,2245,155,19,2960,7,91,0,99,1237,78,7,1425,0,0,0,0,468,37,0,511,9617,2462,451,12532,21720,2863,71,37191
SED53204,261,872,13,1138,3594,113,16,4860,54,673,3,728,2238,86,18,3074,0,117,0,119,1249,58,6,1433,0,7,0,7,447,22,4,478,9815,2697,352,12869,22850,981,69,36759
SED53306,183,837,10,1025,4015,244,13,5295,38,622,0,660,4234,265,5,5164,10,127,0,137,3098,330,0,3568,0,12,0,12,1264,291,0,1563,6620,2619,378,9621,23950,2427,37,36029
SED53402,246,493,4,740,3716,170,15,4650,54,631,0,684,2727,148,9,3567,6,144,0,161,1574,117,3,1853,0,8,0,8,816,90,0,909,6998,2091,267,9364,24605,1550,74,35586
SED53502,229,826,21,1081,4215,299,19,5608,57,699,4,761,3278,242,15,4293,7,143,0,154,2100,272,9,2534,0,8,0,8,779,270,0,1061,7390,2786,331,10503,24772,2608,87,37971
SED53602,284,659,22,962,4032,235,26,5255,71,636,8,718,3207,221,16,4155,7,115,0,124,1839,186,0,2152,0,8,0,10,565,152,0,732,6891,2438,255,9577,25835,2657,83,38152
SED53701,188,762,5,960,4919,767,0,6649,36,541,0,578,4802,667,4,6059,11,95,0,100,2284,379,0,2766,0,7,0,11,564,100,0,678,4915,2038,256,7205,21352,4108,176,32846
SED53802,214,631,11,856,3914,179,20,4971,74,861,4,938,3262,135,17,4346,12,208,0,221,2353,110,7,2696,0,15,0,15,902,51,0,967,6978,2476,200,9657,25793,1625,70,37143
SED53902,248,490,7,746,3813,152,10,4725,41,770,0,806,2873,142,7,3824,21,254,0,281,2243,218,4,2737,4,24,0,29,1440,144,0,1617,6266,2212,205,8685,25215,1551,70,35519
SED54006,164,879,4,1053,4380,279,3,5710,36,623,0,652,4234,260,4,5150,10,109,0,116,2415,213,5,2746,0,8,0,11,694,116,0,816,6371,2488,352,9220,22303,1980,42,33544
SED54104,394,489,12,900,4120,243,21,5280,97,1237,8,1339,3230,305,23,4900,16,379,0,399,2420,288,9,3115,0,20,0,20,1066,177,9,1271,7453,2890,261,10610,27521,2341,177,40656
SED54203,141,533,13,682,4997,1411,34,7126,40,429,9,477,4655,772,9,5918,6,57,5,62,1567,253,0,1886,0,5,0,5,183,37,0,232,5288,1834,396,7513,22739,8574,307,39132
SED54304,279,473,11,759,4369,591,85,5806,31,596,4,630,2743,397,34,3811,3,140,0,148,1329,213,20,1708,0,11,0,11,661,108,3,790,6811,2207,253,9268,34698,5142,875,49990
SED54403,199,580,14,788,4946,2252,48,8037,16,286,3,306,2079,659,22,3070,0,36,0,35,527,128,4,695,0,0,3,8,59,11,0,77,10318,2337,637,13293,27366,15176,334,56171
SED54505,337,732,4,1073,3808,106,38,5027,87,1344,3,1441,3343,84,39,4901,18,287,0,306,2268,125,12,2696,5,14,0,12,965,88,3,1068,8727,3077,245,12049,22944,846,137,35976
SED54605,185,934,8,1131,4284,241,15,5672,40,773,5,810,3829,228,12,4886,12,135,0,148,2654,298,6,3108,4,9,0,12,1010,267,6,1292,5324,2691,266,8275,22700,2601,79,33659
SED54701,161,619,3,790,4136,520,10,5458,24,452,3,479,3251,428,4,4162,11,79,0,94,1901,295,0,2289,0,5,0,5,637,127,0,779,5486,1887,285,7663,19451,3463,70,30651
SED54804,226,562,9,795,3562,152,22,4537,44,894,6,940,2477,170,12,3603,13,202,0,218,1900,207,8,2330,0,8,0,5,1025,219,0,1246,7597,2491,250,10344,24634,1871,126,36975
SED54905,317,607,9,934,3878,175,22,5016,65,1114,4,1180,3203,201,30,4614,4,224,3,229,2017,208,0,2457,0,10,0,10,974,244,0,1232,6097,2707,254,9057,25464,1766,164,36438
SED55005,243,750,11,1000,3734,111,28,4877,70,694,5,767,2651,124,33,3576,7,102,0,110,1357,97,10,1569,0,10,0,14,513,83,4,608,9984,2751,352,13082,24129,1433,128,38772
SED55102,248,775,13,1042,3899,331,15,5275,46,573,0,625,2725,198,12,3561,6,95,0,101,1307,89,3,1504,0,3,0,6,305,18,6,327,8959,2604,426,11990,21565,3550,106,37217
SED55202,239,769,12,1024,3819,224,21,5082,52,711,6,765,3437,201,18,4423,10,139,4,154,2236,172,6,2565,3,5,0,10,835,183,5,1035,7599,2730,292,10621,25170,2323,94,38206
SED55306,217,779,7,1008,4375,364,10,5756,39,900,6,947,4370,339,5,5666,7,135,0,144,2599,231,4,2983,0,6,0,8,961,108,0,1080,7243,2541,393,10172,22539,2298,72,35085
SED55405,212,466,9,686,3385,232,20,4316,30,542,5,581,2441,231,15,3269,8,117,0,126,1584,264,6,1984,0,7,0,3,858,354,0,1219,6777,1997,247,9022,28792,2986,133,40926
SED55504,219,865,10,1093,3597,120,17,4823,38,742,5,789,2697,110,10,3606,9,113,0,119,1690,116,7,1930,0,6,0,6,534,97,0,638,9413,2860,429,12695,23065,1305,73,37132
SED55605,224,963,14,1196,3918,135,9,5263,36,492,0,523,2310,107,7,2947,10,81,0,91,1352,87,6,1535,0,7,0,11,403,53,0,470,8957,2873,522,12348,22036,1398,48,35829
SED55706,281,654,10,946,5313,559,10,6823,56,684,3,745,4912,455,12,6120,17,94,4,113,2493,261,0,2872,0,3,0,0,778,128,4,913,6289,2154,384,8828,23309,3204,160,35492
SED55802,243,829,11,1091,3987,155,36,5264,43,593,4,642,2365,94,17,3115,9,116,5,119,1429,64,4,1610,0,12,0,6,534,20,3,568,10015,2838,343,13198,25188,1570,89,40047
SED55905,245,768,13,1024,3779,241,10,5053,35,808,3,848,2990,288,7,4126,9,167,0,179,2191,375,0,2743,6,8,0,17,889,402,0,1310,6053,2557,277,8888,22525,2587,63,34054
SED59797,9,15,0,30,290,221,29,560,0,15,0,15,103,56,0,178,0,3,0,3,19,12,0,32,0,0,0,0,0,0,4,3,310,58,9,371,1489,1380,164,3410
SED60105,121,332,0,453,2177,146,0,2776,17,393,0,411,1990,138,5,2547,3,95,0,98,1589,134,4,1822,6,8,0,8,798,119,3,934,3753,1342,180,5274,14394,1120,35,20821
SED60106,42,170,0,212,997,81,0,1297,13,119,0,134,945,87,0,1162,0,15,0,17,543,66,0,626,0,0,0,0,160,73,0,233,936,461,53,1444,4465,530,9,6445
SED60113,208,659,14,881,4152,203,0,5239,24,701,0,727,3629,232,3,4592,17,115,0,132,2180,178,0,2488,0,9,0,9,673,108,0,792,5673,2196,278,8148,21221,1434,32,30836
SED60115,170,604,0,782,3943,221,10,4956,27,471,6,505,3441,227,3,4177,12,67,3,79,2050,182,0,2310,0,6,0,6,721,64,0,791,5500,2056,257,7816,22951,2208,115,33087
SED60207,158,692,15,862,3975,235,4,5079,37,581,0,617,4116,259,0,4997,9,95,0,109,2602,250,4,2967,0,3,0,9,918,132,0,1062,5305,2217,325,7844,21953,1706,75,31579
SED60208,153,735,5,893,3686,186,3,4763,25,423,4,448,3378,211,5,4040,4,81,0,81,2078,203,0,2360,0,5,0,0,719,65,0,786,4547,2040,244,6833,18276,1424,30,26559
SED60209,164,723,11,904,4453,335,11,5701,29,482,0,519,3966,330,6,4824,10,74,0,80,2313,235,0,2635,4,3,0,4,811,98,0,918,5457,2177,284,7921,21605,2348,40,31916
SED60301,67,304,5,378,1515,74,5,1976,8,226,0,243,1129,59,4,1434,0,48,0,46,912,96,0,1061,0,0,0,0,359,36,0,399,2527,997,145,3666,9045,640,8,13365
