SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
SED30026,9,6,4,0,0,0,0,100,0,0,0,0,9,19,13,4,0,0,0,0,0,0,0,46,0,5,3,14,30,22,71,47,0,7,0,0,0,0,3,203,3,29,34,4,0,11,20,21,0,4,0,0,0,0,8,139,0,0,0,0,8,26,39,14,5,0,4,0,0,0,0,99,0,0,0,0,5,9,49,16,0,0,0,5,6,0,0,92,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,7,0,4,21,26,26,18,30,19,0,4,5,0,0,0,5,164,0,0,0,0,3,16,27,18,3,17,16,23,3,0,3,119,3,39,20,10,15,11,28,10,0,0,0,0,3,0,0,139,6,7,49,173,257,227,303,137,10,20,16,18,5,9,23,1260,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,17
SED30027,0,3,3,4,0,0,0,56,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,23,5,6,10,9,10,3,16,14,0,0,4,0,0,0,6,89,3,32,26,7,4,0,6,6,0,0,0,0,0,0,8,87,0,0,0,3,56,95,114,35,8,0,5,5,0,0,0,315,0,0,0,12,18,42,87,33,4,9,7,4,0,0,9,215,0,0,10,6,7,7,3,0,0,0,0,0,0,0,3,40,0,4,8,22,27,18,32,8,4,0,0,0,0,0,0,124,0,0,0,0,0,0,11,19,0,0,3,6,0,0,0,49,7,65,25,9,28,7,4,8,0,0,0,0,0,0,0,160,0,9,102,359,688,783,1202,502,60,34,34,40,19,23,96,3967,0,0,4,4,0,4,0,3,0,0,0,0,0,0,0,16,0,0,0,4,6,3,24,18,3,6,0,4,3,0,0,82
SED30028,0,3,0,0,0,0,0,24,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,14,0,0,11,7,6,5,14,27,0,0,0,5,0,0,0,81,4,13,11,4,0,4,9,12,6,0,3,6,0,0,6,57,0,0,0,0,5,3,3,6,0,0,0,0,0,0,0,17,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,7,6,11,0,4,0,4,0,0,6,67,0,0,0,0,0,0,4,3,3,0,6,3,0,0,0,27,3,43,15,10,5,4,11,3,0,0,0,0,0,0,4,95,0,9,51,185,320,254,404,241,17,26,28,19,12,7,50,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,17,4,0,0,0,0,47
SED30029,0,6,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,13,19,10,7,19,6,6,0,0,0,0,0,5,88,9,33,11,11,10,0,8,5,0,0,0,0,0,0,7,97,0,0,0,0,0,4,15,3,0,0,0,4,6,0,0,47,0,0,0,0,0,0,21,4,0,0,0,3,0,0,6,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,7,19,17,3,0,5,6,0,0,0,0,0,0,9,69,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,72,18,19,30,4,45,12,5,0,0,3,0,0,8,233,3,14,91,267,411,257,335,90,19,12,17,17,4,3,114,1649,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11
SED30030,3,8,9,9,3,0,0,146,0,0,0,0,0,3,7,10,0,0,0,5,0,0,0,28,0,3,11,16,39,22,62,61,3,5,5,4,3,0,0,230,7,63,34,16,6,6,17,29,3,8,3,0,5,0,12,207,0,0,0,0,12,41,83,45,5,9,8,10,0,0,0,221,0,0,0,3,16,49,101,60,0,13,12,20,0,0,9,275,0,3,4,8,13,8,10,7,0,0,0,0,0,0,0,55,0,0,19,13,46,30,66,53,5,7,18,15,11,0,5,286,0,0,0,0,0,5,34,91,32,62,102,113,6,0,4,440,5,19,13,8,3,9,16,4,3,0,0,0,0,3,5,84,0,3,44,171,275,261,343,172,25,15,25,30,7,10,34,1422,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,12,17,6,3,11,0,4,0,0,60
SED30031,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,5,12,15,0,0,0,0,0,0,0,49,0,5,5,0,0,3,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,14,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,4,12,5,8,7,3,0,10,61,0,0,0,0,0,0,6,10,0,3,0,4,0,0,0,23,3,30,12,4,14,4,4,4,0,0,0,0,3,0,0,78,0,4,46,155,202,197,352,188,24,12,23,19,15,14,54,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SED30032,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,8,5,8,9,0,0,6,0,0,0,3,52,0,17,23,4,8,0,6,3,0,0,0,0,0,0,6,53,0,3,0,0,0,4,3,9,0,0,4,0,0,0,0,28,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,4,6,0,0,0,0,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,92,29,18,21,5,19,0,0,0,0,0,0,0,8,215,0,18,114,303,389,235,173,70,8,5,17,7,11,0,63,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11
SED30033,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,12,13,14,18,14,3,0,0,0,3,4,3,111,5,38,31,17,0,6,10,5,0,0,0,0,3,0,4,111,0,0,0,0,5,8,7,6,0,0,0,9,0,3,5,36,0,0,0,0,0,4,15,3,0,3,0,0,0,0,0,23,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,11,0,3,18,12,15,13,17,3,7,0,0,0,0,0,4,94,0,0,0,0,0,0,15,16,5,8,12,0,0,0,0,62,25,169,37,20,21,12,10,0,0,0,0,0,0,0,11,308,0,21,110,365,450,373,352,124,27,9,24,24,15,12,80,1979,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,10,0,3,0,0,3,3,0,26
SED30034,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,4,6,6,20,11,0,0,0,5,5,0,5,83,62,171,87,11,0,11,13,10,0,0,5,10,5,0,43,432,0,0,0,0,0,18,17,13,0,6,9,3,0,0,3,79,0,0,0,0,6,6,4,9,0,0,8,4,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,8,5,3,0,3,0,3,4,0,0,0,52,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,13,5,90,31,26,12,8,20,6,0,0,0,3,0,0,7,205,3,12,138,280,257,145,138,64,11,10,14,6,10,3,70,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8
SED30035,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,12,0,29,10,7,0,0,0,0,0,0,78,53,144,50,7,0,4,3,0,0,0,0,0,0,0,40,308,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,11,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,7,7,3,0,0,0,0,0,0,5,47,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,15,8,62,20,10,9,9,19,0,0,0,0,0,0,0,7,140,0,4,60,159,236,176,208,101,15,3,11,20,5,5,41,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,11
SED30036,11,9,3,7,0,0,9,221,0,0,0,0,0,23,99,35,15,4,0,3,0,6,4,191,0,7,3,11,9,5,19,8,0,0,0,0,0,3,6,79,8,32,18,6,0,9,3,13,0,4,5,0,0,0,13,108,0,0,0,0,13,16,30,11,0,0,4,4,0,0,4,75,0,0,0,4,12,30,94,44,0,0,0,4,0,0,5,201,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,17,0,0,9,12,62,28,77,41,8,6,9,0,0,0,11,266,0,0,0,0,0,3,68,53,4,11,15,16,0,3,5,181,4,62,16,4,14,5,4,0,0,0,0,0,0,0,4,117,0,10,50,123,314,560,948,538,67,69,97,82,24,26,280,3189,0,0,0,0,10,3,5,0,0,0,0,0,0,0,0,24,0,0,0,3,3,13,39,75,37,14,18,13,3,0,7,219
SED30037,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,8,13,9,0,22,12,0,0,0,0,0,0,5,72,0,7,9,0,0,4,0,3,0,0,0,0,0,0,7,27,0,0,0,3,3,6,9,7,0,0,0,4,0,0,3,38,0,0,0,0,0,4,16,8,0,0,0,5,0,0,0,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,20,31,14,7,7,7,5,0,3,0,0,0,0,101,0,0,0,0,0,0,13,5,0,0,3,0,0,0,0,23,6,55,15,13,14,5,4,3,0,0,0,0,0,0,6,118,0,3,33,145,250,280,465,214,35,16,54,41,12,19,59,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,4,0,0,0,0,0,0,31
SED30038,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,12,10,0,13,8,0,0,0,0,0,0,0,53,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,23,0,0,0,0,5,3,22,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,31,27,4,4,8,3,0,0,4,0,0,5,120,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,8,74,21,21,16,9,3,3,0,0,0,0,0,0,4,158,0,7,35,179,317,261,332,187,17,26,28,22,3,14,89,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,20
SED30039,7,0,4,0,5,0,0,170,0,0,0,0,0,4,16,20,5,0,0,8,0,0,0,57,0,0,10,16,20,7,33,18,0,0,3,6,0,4,0,117,0,20,7,9,0,3,5,8,0,5,0,0,0,0,3,61,0,3,0,0,0,10,33,19,0,0,3,0,0,0,3,77,0,0,0,0,4,24,85,34,5,3,8,0,0,0,0,171,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,14,0,0,12,26,38,20,69,36,10,4,11,0,0,5,5,238,0,0,0,0,0,10,124,68,13,5,12,11,8,4,0,253,0,53,23,12,28,10,27,10,5,0,0,0,0,0,0,179,0,6,39,202,504,731,1303,911,124,125,126,140,27,46,108,4386,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,6,30,42,16,3,0,15,0,0,0,127
SED30040,0,3,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,16,22,6,28,23,0,7,0,3,0,0,5,136,6,30,25,8,6,4,13,17,3,0,0,0,0,0,7,107,0,0,0,3,3,8,22,7,0,0,3,0,0,0,4,55,0,0,0,0,3,0,24,21,15,6,6,5,0,0,3,82,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,19,8,17,17,10,5,0,3,3,3,0,0,91,0,0,0,0,0,0,5,11,3,4,10,11,3,0,4,55,15,76,15,14,15,11,25,12,0,9,0,0,0,0,0,203,6,16,89,262,509,401,547,211,24,25,22,46,22,18,69,2274,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,13
SED30041,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,5,4,12,3,10,7,20,4,0,0,3,0,0,7,68,0,16,9,0,0,0,6,4,0,0,0,0,0,0,0,43,0,0,0,0,0,5,6,0,0,3,0,0,0,0,4,33,0,0,0,0,0,3,18,8,4,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,5,3,3,8,14,0,0,0,3,0,0,0,48,0,0,0,0,0,0,43,21,4,11,13,5,4,0,0,114,11,47,14,4,3,12,0,0,0,0,0,0,0,0,4,103,0,8,55,219,222,143,233,148,7,17,13,31,16,0,28,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,12,0,0,0,5,0,0,0,31
SED30042,0,0,6,0,0,0,3,19,0,0,0,0,0,4,4,3,13,7,0,0,0,0,0,32,0,4,3,8,15,7,34,20,4,6,4,5,0,0,0,104,4,27,20,3,5,0,3,9,0,0,3,0,0,0,3,79,0,0,0,0,0,4,21,10,0,0,0,0,4,0,4,48,0,0,0,0,3,6,38,15,4,0,7,9,5,0,6,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,11,23,13,6,8,7,4,0,0,0,0,0,4,83,0,0,0,0,0,0,14,13,0,0,5,0,0,0,0,40,5,48,36,14,15,12,20,8,0,0,0,0,0,0,5,154,3,10,43,235,465,457,749,391,35,37,52,57,15,9,74,2628,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SED30043,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,15,0,6,9,12,7,4,33,7,0,0,0,4,0,0,0,77,4,9,3,0,0,0,3,4,0,0,0,6,0,0,5,34,0,4,0,0,0,3,19,7,7,0,13,31,9,0,0,90,0,0,0,0,0,5,23,16,0,3,18,28,8,0,0,110,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,9,6,3,9,11,3,0,4,0,6,0,4,67,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,12,8,75,17,17,21,7,6,10,0,0,7,0,0,0,11,173,0,4,55,188,315,267,240,91,12,10,3,8,4,13,77,1281,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,11,0,0,3,5,3,0,0,26
SED30044,0,0,5,0,3,0,0,51,0,0,0,0,0,18,9,34,11,0,0,0,0,0,0,77,0,0,20,16,14,0,20,13,0,0,0,0,0,0,0,93,0,11,24,8,8,3,4,5,0,0,0,0,0,0,5,64,0,0,0,3,4,10,13,0,0,0,0,3,0,0,3,45,0,0,0,0,5,8,39,13,3,3,0,4,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,18,20,17,17,18,0,5,0,4,0,0,0,119,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,9,97,31,13,23,17,6,0,0,0,0,0,0,0,3,213,4,11,66,310,695,727,1098,529,110,80,109,89,27,36,144,4028,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,22,80,61,6,9,7,14,6,0,3,216
SED30045,0,3,5,0,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,6,12,20,27,23,100,78,7,5,3,0,0,0,3,295,4,20,10,0,5,7,17,28,0,0,5,4,3,0,6,116,0,0,0,0,9,15,30,9,0,0,0,3,0,0,0,75,0,0,0,0,3,3,30,10,0,9,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,17,11,7,20,16,0,0,0,0,0,0,4,87,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,27,5,37,18,11,6,7,11,8,0,0,0,14,0,0,0,119,4,9,81,277,459,493,919,448,57,44,51,47,29,17,70,2991,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,4,0,6,5,0,0,4,3,0,0,0,26
SED30046,0,4,0,0,0,4,0,48,0,0,0,0,0,10,11,10,6,0,3,0,0,0,0,34,0,3,10,19,28,13,32,11,0,0,0,0,0,0,8,122,0,17,16,0,3,0,4,0,0,0,0,0,0,0,4,61,0,0,0,3,3,24,40,4,4,0,0,0,0,0,0,78,0,0,0,0,9,17,42,23,3,0,5,0,0,0,0,102,0,0,0,10,12,5,6,0,0,0,0,0,0,0,0,42,0,0,11,16,25,9,30,10,4,0,0,0,0,0,9,115,0,0,0,0,0,0,0,4,6,0,7,0,0,0,0,22,11,76,22,9,23,11,4,5,0,0,3,0,0,0,0,165,3,8,89,373,768,857,1239,702,87,100,90,109,59,28,116,4636,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,7,31,8,4,6,3,8,0,0,70
SED30047,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,6,7,14,20,3,0,5,0,0,0,0,71,9,36,20,0,0,0,6,14,0,0,0,4,0,0,8,100,0,0,0,0,4,0,5,3,4,0,0,6,6,0,0,28,0,0,0,0,8,3,17,16,4,4,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,3,15,17,11,3,4,4,14,3,0,100,0,0,0,0,0,0,18,16,9,6,21,8,0,0,0,79,3,49,15,12,22,4,8,7,0,0,0,0,0,0,0,121,5,12,61,182,205,199,314,195,17,18,12,29,11,7,40,1316,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,9,0,5,0,0,4,0,0,32
SED30048,35,19,29,52,17,13,11,422,0,0,0,4,0,3,10,12,0,0,0,6,0,0,0,36,4,6,7,15,23,26,51,42,3,3,3,11,4,0,0,205,10,19,18,9,7,11,35,39,7,5,12,14,4,0,0,193,0,5,0,7,25,47,97,58,3,15,20,36,33,9,9,368,0,0,0,4,30,62,155,87,31,22,32,28,14,11,12,484,0,4,0,3,0,6,7,6,0,0,0,5,0,0,0,26,0,7,42,50,80,49,134,92,37,38,92,75,56,8,6,767,0,0,0,0,6,0,26,52,25,33,105,97,22,0,3,376,7,32,6,8,8,18,29,19,5,0,9,3,0,0,0,148,4,9,61,162,234,211,390,154,23,31,25,40,29,34,29,1432,0,0,3,0,7,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,5,17,32,18,12,18,20,6,7,0,143
SED30049,4,4,7,13,0,0,0,203,0,0,0,0,0,12,32,37,5,4,0,0,0,3,0,84,0,0,17,3,25,10,54,33,7,0,3,0,0,4,4,163,7,39,37,12,6,7,12,8,5,3,0,7,0,0,6,152,0,0,0,4,6,37,71,30,7,5,7,10,5,0,9,192,0,0,0,3,35,99,537,270,36,48,54,48,24,7,27,1195,3,0,11,10,7,10,6,3,0,0,0,5,0,0,0,57,0,3,20,49,115,74,240,145,35,22,41,24,12,11,11,799,0,0,0,0,0,11,32,12,8,6,11,16,0,0,5,94,11,38,10,12,9,5,10,4,4,0,4,6,0,0,0,110,0,6,51,162,343,274,416,200,38,48,42,39,10,21,36,1695,0,0,3,5,4,4,0,0,0,0,0,0,0,0,0,31,0,0,0,0,4,14,75,90,17,11,13,6,4,3,0,246
SED30050,0,0,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,16,34,12,33,28,0,0,4,7,0,0,4,158,3,37,17,10,3,8,9,27,3,0,3,3,7,0,3,134,0,0,4,4,0,8,32,18,3,3,9,6,0,0,6,94,0,0,0,0,4,0,22,39,17,10,22,12,3,0,4,130,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,17,9,4,8,10,0,4,0,3,0,0,4,75,0,0,0,0,0,0,14,52,50,78,61,30,13,0,5,293,8,86,34,12,15,3,9,15,4,5,0,10,0,0,11,199,4,17,95,315,435,358,585,230,34,54,32,44,18,19,71,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,3,0,0,0,0,0,18
SED30051,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,13,6,0,6,3,0,0,0,0,0,0,5,47,0,19,6,5,0,0,8,0,0,0,0,0,0,0,3,48,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,6,11,0,9,0,0,0,0,0,3,0,10,50,0,0,0,0,0,0,5,8,0,8,0,0,0,0,0,26,7,86,24,16,8,18,4,0,0,0,0,0,0,0,5,184,6,11,90,287,326,197,178,88,13,7,17,11,8,4,48,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8
SED30052,10,23,16,45,24,11,8,361,0,0,0,0,7,3,8,16,0,0,0,0,0,0,0,41,3,10,14,18,49,24,73,57,14,20,21,21,24,4,10,373,8,92,73,13,8,11,30,108,19,12,27,61,14,0,14,487,0,0,6,4,22,66,98,74,25,37,46,79,48,22,13,540,0,0,0,6,31,66,268,233,74,71,75,135,52,14,28,1050,0,0,4,5,0,4,10,3,0,6,3,3,0,4,4,48,0,0,13,19,62,41,125,83,33,39,43,39,31,11,8,552,0,0,0,0,0,0,22,53,34,50,110,89,20,0,16,394,0,23,9,10,20,5,15,15,3,7,3,12,5,9,0,145,3,18,66,183,323,401,563,311,58,42,66,73,60,46,50,2254,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,23,27,3,9,5,26,11,0,0,111
SED30053,0,6,0,0,0,0,0,55,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0,15,0,5,13,12,25,13,40,23,0,0,10,4,0,0,7,150,9,57,57,14,11,17,25,31,3,6,4,13,5,0,12,264,0,0,0,3,65,93,185,88,13,10,19,17,12,0,9,521,0,0,0,0,18,44,66,33,5,14,4,15,9,6,12,217,0,4,10,5,10,3,0,3,0,0,0,0,0,0,0,39,0,0,8,22,39,35,44,26,4,11,9,10,5,0,4,217,0,0,0,0,0,0,3,0,5,7,0,3,0,0,0,18,10,55,17,16,16,8,18,6,5,0,4,4,0,0,7,159,7,13,87,340,544,598,876,360,54,53,65,47,22,40,72,3169,0,0,4,11,12,11,0,0,0,4,0,3,0,0,0,45,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,20
SED30054,4,5,9,3,0,3,0,136,0,0,0,0,0,4,13,3,0,0,0,0,0,0,0,24,0,5,7,11,32,17,53,32,6,3,0,15,3,0,3,196,3,21,11,3,4,10,21,25,5,8,0,8,0,0,5,131,0,0,0,0,15,54,118,48,16,12,12,19,15,20,6,322,0,0,0,0,19,24,84,29,5,0,10,10,0,0,4,189,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,24,0,4,17,23,34,24,50,32,5,8,6,12,6,0,3,233,0,0,0,0,0,0,21,21,12,16,29,22,4,0,3,125,0,27,17,8,13,9,14,10,0,0,7,4,0,0,0,113,4,11,45,180,275,223,286,104,32,16,12,29,8,3,20,1242,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,3,10,3,14,25,4,9,5,10,3,0,0,83
