SED_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
SED53502,1291,246,160,177,236,114,33,133,5449,14,7,0,0,0,4,0,0,0,42,63,6665,2449,2053,318,238,244,307,150,60,352,12837
SED53602,2682,666,595,690,831,276,58,423,15955,12,10,5,3,0,0,0,8,0,44,80,10245,3936,3140,726,664,772,891,318,77,616,21385
SED53701,289,46,52,88,163,63,103,42,1381,20,0,0,0,0,0,0,6,0,11,40,4295,842,666,97,76,126,213,90,117,278,6792
SED53802,2251,619,416,466,605,226,35,241,12086,11,6,0,0,0,0,0,0,0,15,32,9684,3062,3037,714,509,549,743,268,46,386,19000
SED53902,1352,304,285,386,507,198,43,166,7640,6,3,0,0,0,0,0,0,0,23,33,8428,2061,2141,409,371,486,608,262,72,347,15185
SED54006,390,73,88,116,152,37,12,101,1805,11,0,0,0,0,0,0,0,0,29,40,4818,1197,911,125,119,151,187,58,26,344,7937
SED54104,1414,408,480,571,865,497,73,103,7888,9,0,0,0,0,0,0,0,0,33,45,8476,2432,2490,590,711,761,1143,746,186,303,17835
SED54203,451,88,74,155,244,81,27,54,2343,9,8,5,0,0,0,0,0,0,10,39,4464,1353,1092,165,141,263,414,132,55,263,8343
SED54304,2149,629,825,1114,1523,739,223,288,12170,4,0,4,0,0,0,8,0,4,76,99,8681,3001,3460,850,1083,1440,2017,996,337,563,22435
SED54403,1413,253,243,266,385,159,44,101,5274,16,5,4,0,0,0,7,0,0,27,66,4834,3202,2788,379,372,413,635,256,106,342,13331
SED54505,3297,564,491,498,553,278,63,180,14168,8,0,4,0,0,0,0,0,0,9,21,9760,4857,4176,671,578,587,671,331,81,328,22039
SED54605,483,84,82,76,104,29,13,63,2376,18,0,6,0,0,0,0,0,0,16,46,8026,1750,1453,144,154,128,186,83,35,273,12229
SED54701,388,95,80,126,179,106,85,63,1918,19,5,0,0,0,0,0,0,0,22,39,2840,906,737,150,126,194,251,143,103,262,5704
SED54804,1081,212,223,246,281,133,19,77,4904,12,0,0,0,0,0,0,0,0,6,25,6634,2268,2449,352,372,418,528,255,72,271,13611
SED54905,1345,294,285,381,543,283,46,121,7088,7,0,0,0,0,0,0,0,0,14,26,7917,2014,2125,431,419,512,702,377,79,291,14866
SED55005,3537,504,512,464,629,214,68,223,14401,10,0,0,5,0,0,0,0,0,5,29,8593,6287,4488,623,609,549,720,271,85,402,22640
SED55102,954,132,89,92,135,58,11,83,4481,9,3,3,0,0,0,0,0,0,380,389,6501,3433,2004,239,170,171,227,99,41,631,13512
SED55202,3311,527,444,476,722,235,72,232,12305,13,0,0,0,0,0,0,0,0,12,28,8377,4395,3977,616,515,539,795,273,89,435,20017
SED55306,438,81,67,74,103,38,27,32,1676,6,0,0,0,0,0,3,0,0,20,34,5256,1184,1039,152,140,126,190,99,45,269,8512
SED55405,2495,739,866,1211,1501,643,97,254,12260,8,0,3,0,3,3,4,0,0,77,98,7011,2926,3376,906,1019,1390,1756,736,139,541,19799
SED55504,1268,175,164,183,185,104,27,81,5602,17,3,0,0,0,0,0,0,0,43,67,8629,5437,3364,369,314,302,308,173,40,328,19270
SED55605,433,68,80,62,70,42,25,39,2082,8,0,3,0,0,0,0,0,0,13,26,6554,3359,2730,229,195,194,175,101,59,244,13836
SED55706,362,60,84,82,180,78,11,129,1846,15,0,0,0,0,0,0,0,0,35,55,5973,966,820,117,138,134,280,113,27,432,8994
SED55802,3010,399,358,324,425,175,51,161,11600,3,10,4,0,0,0,0,0,0,58,78,7957,5007,4254,509,464,402,516,216,63,374,19747
SED55905,1010,170,173,170,218,70,30,104,5559,6,0,0,0,0,0,0,0,0,8,25,7244,1855,1786,266,254,239,305,124,43,283,12400
SED59797,36,9,4,7,8,9,0,19,200,0,0,0,0,0,0,0,0,0,0,5,352,156,115,17,6,18,14,10,3,28,717
SED60105,568,249,234,192,164,74,19,24,2023,4,3,0,0,0,0,0,0,0,7,17,1670,410,720,268,266,224,193,89,23,80,3949
SED60106,26,10,17,3,12,4,0,7,152,0,0,0,0,0,0,0,0,0,4,3,487,54,57,12,21,14,23,6,0,33,706
SED60113,458,170,153,177,165,30,8,39,1945,0,0,0,0,0,0,0,0,0,5,9,3350,577,644,209,187,217,196,57,10,134,5585
SED60115,1075,454,434,413,446,185,30,68,3915,4,0,0,0,0,0,0,0,0,8,18,2223,660,1219,485,472,450,500,213,33,189,6442
SED60207,317,129,148,160,167,43,33,47,1512,9,0,0,0,0,0,0,0,0,3,5,2391,350,398,147,177,189,210,66,37,133,4104
SED60208,104,39,56,50,74,10,6,11,670,0,0,0,0,0,0,0,0,0,0,0,2054,214,207,62,74,56,111,16,9,99,2896
SED60209,299,97,137,117,105,57,24,29,1302,3,0,0,0,0,0,0,0,0,3,16,2464,393,459,123,170,169,141,86,30,151,4188
SED60301,442,135,92,136,79,32,9,20,1330,0,0,0,0,0,0,0,0,0,3,0,807,261,480,155,106,158,89,38,13,47,2149
SED60302,2373,825,864,650,538,144,18,151,7354,3,0,4,4,4,0,0,0,0,21,38,2319,1117,2577,893,922,707,574,165,25,270,9572
SED60303,1643,593,585,561,497,164,31,92,5656,8,0,0,0,0,0,0,0,0,19,32,3678,1048,2007,689,661,661,598,218,53,199,9808
SED60304,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,45,9,4,0,0,0,0,0,0,0,57
SED60310,955,430,418,422,406,154,14,58,3894,6,0,0,0,0,0,0,0,0,5,17,2479,635,1183,489,460,461,475,181,32,107,6499
SED60404,223,90,84,88,68,43,4,31,1275,0,0,0,0,0,0,0,0,0,0,7,3731,657,469,148,115,129,103,79,16,183,5635
SED60410,641,248,218,186,182,68,14,38,2234,0,0,0,0,0,0,0,0,0,3,7,1621,527,786,264,254,215,212,80,19,96,4068
SED60411,860,292,274,261,255,85,15,54,2873,3,0,0,0,0,0,0,0,0,12,11,2246,560,1052,340,306,304,292,104,29,135,5366
SED60414,365,111,120,92,74,30,6,12,1227,4,0,0,0,0,0,0,0,0,27,33,1597,355,499,136,138,113,96,35,4,81,3069
SED60501,131,39,34,29,46,9,0,5,444,0,0,0,0,0,0,0,0,0,5,8,1001,116,169,52,53,47,51,9,0,55,1546
SED60505,83,19,35,22,19,14,3,9,377,0,0,0,0,0,0,0,0,0,0,0,630,98,120,24,49,39,20,14,3,37,1034
SED60506,119,35,37,58,51,25,5,27,611,5,0,0,0,0,0,0,0,0,5,11,2436,243,260,56,55,76,84,34,4,157,3403
SED60508,43,19,24,17,10,3,0,0,211,0,0,0,0,0,0,0,0,0,0,0,474,64,68,19,27,22,9,6,0,21,716
SED60512,217,78,71,59,59,12,5,25,802,0,0,0,0,0,0,0,0,0,0,6,2004,270,340,114,87,88,84,23,10,150,3164
SED60514,83,24,28,39,22,7,3,5,368,0,0,0,0,0,0,0,0,0,0,0,733,111,128,30,35,49,31,11,3,31,1164
SED69797,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,6,31,5,3,0,0,0,0,0,0,8,42
SED70001,53,10,13,20,33,8,0,14,223,0,0,0,0,0,0,0,0,0,0,0,258,66,80,18,30,28,48,15,0,25,564
SED70002,456,172,139,164,192,78,53,44,1992,0,0,4,0,0,0,0,0,0,10,9,808,609,701,213,186,239,264,147,98,77,3336
SED70003,28,17,11,12,24,36,4,14,272,0,0,0,0,0,0,4,0,0,0,4,355,100,64,26,30,18,56,56,10,36,750
SED70004,92,21,28,45,62,26,4,15,439,0,0,0,0,0,0,0,0,0,0,0,495,128,156,29,41,61,92,31,6,38,1087
SED70005,205,51,59,68,44,21,0,12,942,0,0,0,0,0,0,0,0,0,7,8,601,358,329,72,67,80,59,29,0,42,1632
SED70006,202,85,72,70,102,27,9,25,1067,0,0,0,0,0,0,0,0,0,0,0,794,369,355,124,92,123,140,66,33,51,2146
SED70007,267,77,49,82,61,16,7,16,1015,5,0,0,0,0,0,0,0,0,3,3,667,350,389,98,71,93,92,26,9,69,1864
SED70008,673,162,175,202,202,108,9,52,2713,0,0,4,0,0,0,0,0,0,4,14,1297,583,813,188,204,248,241,128,12,78,3799
SED70009,48,19,10,15,45,18,0,15,318,0,0,0,0,0,0,0,0,0,0,0,798,111,116,34,12,29,62,29,3,61,1254
SED70010,249,77,80,73,65,32,3,27,1035,0,0,0,0,0,0,0,0,0,0,3,715,261,329,88,91,80,80,35,6,40,1729
SED70011,320,133,114,86,121,39,9,12,1272,0,0,0,0,0,0,0,0,0,4,8,893,320,459,159,143,118,157,54,8,41,2350
SED70012,405,171,169,158,159,52,4,36,1760,0,0,0,0,0,0,0,0,0,5,8,912,393,555,209,199,198,203,66,10,57,2798
SED70013,85,26,14,13,37,9,0,24,492,0,0,0,0,0,0,4,0,0,6,18,954,191,159,42,21,24,58,13,0,73,1531
SED70014,86,22,17,27,42,23,12,5,318,0,0,0,0,0,0,0,0,0,0,5,329,111,122,33,28,36,77,35,12,6,791
SED70015,519,182,186,181,173,42,9,35,2205,6,0,0,5,0,0,0,0,0,3,9,1047,432,642,221,210,189,192,46,13,64,3052
SED70016,335,60,111,81,122,42,17,38,1812,4,0,0,0,0,0,0,0,0,6,6,1150,412,396,66,136,92,135,44,15,55,2497
SED70017,246,86,70,60,64,55,3,35,888,0,0,0,0,0,0,0,0,0,0,0,671,200,322,98,75,81,84,67,7,69,1678
SED70018,32,28,11,23,17,6,0,11,274,0,0,0,0,0,0,0,0,0,0,0,311,114,87,36,21,36,26,5,4,25,662
SED70019,150,40,50,50,53,18,11,10,737,0,0,0,0,0,0,0,0,0,15,16,744,291,276,70,83,93,134,52,61,62,1869
SED70020,112,23,23,29,32,15,71,28,643,0,0,0,0,0,0,0,0,0,68,77,921,288,200,40,36,55,52,21,110,152,1888
SED70021,574,193,217,206,167,59,0,37,2074,5,0,0,0,0,0,0,0,0,3,15,891,409,701,228,253,231,200,79,8,69,3061
SED70022,836,389,406,326,396,142,21,74,3354,0,5,0,0,0,0,0,0,0,16,25,1335,667,1133,449,462,396,520,220,41,126,5360
SED70023,349,89,94,91,101,28,6,41,1614,0,0,0,0,0,0,0,0,0,11,18,1065,386,447,101,118,98,125,32,9,65,2442
SED70024,634,140,86,83,104,29,10,32,2117,0,3,0,0,0,0,0,0,0,0,7,754,932,899,181,114,102,144,37,15,56,3230
SED70025,578,118,101,104,135,45,9,38,2329,0,0,0,0,0,0,0,0,0,0,0,1155,719,722,147,121,129,166,54,12,56,3280
SED79797,0,0,0,0,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,51,21,6,0,0,0,8,0,0,0,83
SED80001,1881,375,370,369,279,91,23,150,9591,7,0,0,0,0,0,0,0,0,9,19,10483,2355,2424,459,434,447,343,128,46,317,17428
SED80002,3699,1171,1438,1400,1174,470,78,284,17916,7,4,4,4,6,4,0,0,0,32,52,11594,3844,4512,1346,1605,1568,1343,541,107,488,26952
SED80003,2758,872,1138,1167,1107,587,117,243,13886,13,3,3,5,3,0,0,3,0,78,110,11027,3032,3818,1073,1348,1425,1372,792,241,543,24659
SED80004,3270,877,1081,1015,884,414,149,259,15638,14,5,0,0,0,0,3,6,0,32,62,12391,3400,4162,1041,1235,1164,1038,561,219,514,25711
SED80005,6093,1353,1686,1549,1423,497,98,432,27709,12,3,5,0,5,5,4,0,0,41,74,12881,7450,7193,1545,1874,1723,1604,578,131,605,35589
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,96,24,16,16,12,8,0,62,711,4,3,0,0,0,0,0,0,0,214,220,797,148,150,35,24,25,21,21,5,308,1529
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
