SED_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SED25003,6231,705,55,0,0,6985,9332,1075,92,0,0,10501,3102,1002,223,0,5,4323,187,36,6,0,0,233,27,13,0,0,0,49,510,109,24,0,0,644,122,22,0,0,0,137,16,10,0,0,0,32,3966,1192,255,0,5,5413,168,123,23,0,0,308,787,294,93,5,0,1176,20478,3385,514,3,4,24385
SED25102,7253,117,45,10,3,7428,10275,89,32,4,5,10413,1169,106,19,3,6,1303,58,34,7,0,0,97,18,5,7,0,0,29,616,26,14,0,7,661,58,0,4,0,0,65,8,0,4,0,0,10,1926,174,57,6,11,2179,191,42,48,3,0,285,624,22,16,0,4,663,20267,446,201,23,24,20961
SED25205,5745,1842,1058,9,0,8657,6573,2223,1413,17,3,10225,1403,1408,1516,26,3,4357,110,129,194,0,0,434,21,53,23,0,0,95,291,239,230,14,4,783,20,12,13,0,0,48,5,6,10,0,0,20,1857,1856,1974,40,11,5736,164,66,153,0,0,387,381,211,288,5,0,890,14721,6197,4880,72,17,25891
SED25302,8538,1190,569,95,10,10395,8554,448,225,0,4,9232,1796,410,341,0,3,2550,183,48,106,0,0,335,18,3,4,0,0,21,503,82,81,3,3,673,48,11,3,30,0,89,14,4,3,0,0,25,2562,557,535,28,3,3694,354,256,66,3,0,681,693,139,58,11,4,902,20701,2598,1455,139,22,24902
SED25402,9371,279,346,66,15,10070,9105,125,93,6,6,9334,2872,422,640,4,6,3938,542,181,168,0,0,893,120,44,38,3,0,204,1084,64,79,5,3,1238,112,17,33,32,3,196,38,9,14,0,0,55,4758,734,974,43,14,6526,231,89,41,6,0,373,1612,160,190,28,0,1986,25080,1390,1640,138,39,28286
SED25501,7550,668,1123,0,0,9342,4984,739,979,0,0,6703,2737,621,1428,5,7,4785,81,10,52,0,0,145,22,0,23,0,0,43,637,122,217,0,0,972,77,8,23,0,0,104,11,9,6,0,0,25,3565,766,1743,4,6,6082,234,87,110,0,4,431,525,84,221,5,0,842,16855,2345,4170,13,13,23397
SED25605,7723,484,326,12,3,8552,5985,797,318,0,4,7106,2597,893,616,4,6,4116,242,46,100,0,0,386,29,4,10,0,0,44,633,142,77,4,0,861,104,26,25,71,3,224,18,3,0,0,0,23,3621,1111,828,81,9,5653,205,175,379,0,0,765,702,162,166,26,3,1062,18239,2731,2022,118,19,23130
SED25704,10068,419,44,237,24,10784,7421,112,16,32,11,7583,1950,631,212,8,5,2804,484,256,72,0,0,817,59,52,20,0,0,140,1387,161,20,13,6,1591,305,30,5,126,4,474,35,16,4,5,0,59,4219,1153,333,156,22,5882,578,55,3,14,7,659,1571,198,60,162,16,2004,23853,1943,452,583,71,26901
SED25802,10329,424,219,234,13,11223,10678,177,97,10,11,10977,2808,481,301,11,6,3604,346,163,88,0,0,599,57,30,13,0,0,101,1118,100,65,7,3,1297,147,14,6,53,0,223,23,13,8,0,0,48,4504,805,481,71,8,5874,425,43,56,34,0,555,1613,170,92,94,4,1965,27541,1618,945,447,41,30590
SED25905,6159,542,51,11,0,6772,8781,807,85,0,3,9673,2925,516,81,7,8,3530,346,36,25,0,0,412,22,9,0,0,0,30,676,87,20,0,0,778,128,6,3,79,0,211,18,3,0,0,0,26,4114,651,131,82,3,4989,189,52,10,0,0,248,1028,162,30,15,3,1234,20264,2212,311,106,16,22913
SED26005,5377,259,10,0,3,5647,12660,648,46,6,5,13363,4240,332,43,0,0,4614,222,27,7,0,0,252,31,3,0,0,0,36,794,48,10,0,0,846,143,10,0,0,0,155,29,0,0,0,0,30,5451,420,52,4,4,5931,186,37,0,0,0,225,1095,99,9,0,0,1204,24779,1461,112,8,11,26377
SED26102,11987,768,143,163,5,13077,7475,337,58,10,0,7881,3329,544,131,27,3,4034,136,53,13,0,0,202,27,13,0,0,0,41,1080,88,25,12,4,1206,93,16,3,56,4,172,44,5,0,4,0,46,4704,718,173,100,15,5702,576,351,32,11,0,963,1801,199,62,105,5,2173,26547,2373,466,385,25,29785
SED26207,8374,1441,217,16,4,10060,5604,1730,174,10,8,7515,1951,1487,297,17,5,3763,53,75,30,0,0,158,8,16,6,0,0,28,453,188,64,8,0,715,42,17,3,0,0,65,10,11,0,0,0,20,2523,1783,403,30,10,4747,257,153,9,0,0,424,615,218,33,10,0,869,17380,5327,841,59,17,23627
SED26303,5952,1295,637,17,5,7902,4741,2000,1689,29,5,8464,2047,2575,3742,85,6,8460,116,284,385,0,6,791,60,66,70,0,0,196,565,390,399,32,4,1379,42,10,24,3,0,83,3,9,17,0,0,34,2833,3336,4638,121,12,10942,165,89,68,3,3,333,382,245,346,34,4,1011,14068,6959,7379,207,24,28645
SED26406,5711,1493,811,0,7,8021,4584,1938,1873,9,3,8408,2179,2329,4545,13,16,9088,74,160,166,0,0,401,22,55,57,0,5,142,546,437,445,0,5,1429,55,43,54,0,0,153,17,9,14,0,0,45,2900,3043,5277,19,25,11259,176,128,100,0,0,411,431,306,420,4,6,1163,13801,6910,8478,31,42,29258
SED26504,9707,442,52,151,16,10363,7043,165,20,24,13,7267,2104,745,22,13,7,2891,415,218,7,0,0,642,47,76,0,0,0,127,1136,176,24,14,0,1356,162,48,23,65,6,313,17,14,0,0,0,32,3894,1284,74,92,13,5357,444,44,8,11,9,518,1363,362,29,84,10,1857,22455,2297,190,365,66,25361
SED26603,7279,1483,267,14,5,9049,6398,3347,546,15,9,10314,2771,3989,1113,20,13,7905,205,283,81,0,0,564,23,37,18,0,0,79,711,457,141,13,7,1330,91,73,21,3,4,189,19,17,3,0,0,38,3815,4858,1373,33,22,10107,223,74,26,3,0,324,760,521,165,48,4,1500,18483,10281,2383,112,44,31298
SED26708,10619,283,31,73,14,11014,8513,116,12,19,14,8673,1626,372,13,10,6,2032,240,141,4,0,0,384,42,37,17,0,0,100,1313,107,11,12,7,1450,334,32,3,59,9,442,33,10,0,0,0,41,3584,707,48,81,15,4440,775,32,5,14,11,837,1513,146,13,37,5,1709,25003,1290,108,224,59,26682
SED26806,1667,1605,3934,16,18,7239,1096,1413,5496,24,7,8036,674,1618,15106,44,24,17464,4,112,1110,0,0,1226,6,16,171,5,3,199,170,385,1855,22,8,2439,10,8,108,3,0,137,7,3,48,0,0,59,864,2151,18402,72,41,21526,75,104,418,4,5,599,151,244,2025,15,20,2455,3844,5517,30281,128,81,39855
SED26903,6532,1217,165,20,0,7937,5078,2486,455,27,0,8041,3095,3688,946,74,3,7805,461,661,198,0,0,1328,44,58,46,0,0,153,778,466,104,21,0,1371,101,64,18,10,0,192,25,26,6,0,0,62,4504,4976,1323,108,10,10916,250,175,30,4,0,459,759,590,166,79,10,1601,17119,9441,2139,239,18,28958
SED27003,1545,3353,1622,33,5,6562,1266,3227,3843,71,6,8404,879,3769,8590,139,17,13388,23,428,2319,0,0,2764,20,73,316,0,0,406,262,969,1079,43,4,2360,10,46,46,3,4,116,5,16,42,0,0,58,1194,5286,12392,189,30,19091,60,219,228,7,0,511,125,425,1304,64,13,1925,4190,12515,19389,357,56,36503
SED27101,6781,941,229,0,5,7951,7273,1282,449,0,7,9016,3662,1526,686,6,4,5888,198,233,18,0,0,453,53,90,29,0,4,177,724,211,79,4,4,1022,58,26,9,0,0,92,16,16,7,0,0,38,4713,2110,824,12,11,7662,213,57,19,0,0,288,548,244,61,16,4,870,19523,4632,1584,27,27,25791
SED27208,11781,271,55,239,36,12388,8515,66,24,32,17,8654,2060,311,104,23,6,2500,285,165,79,0,0,528,42,50,37,0,0,133,1372,73,21,27,4,1503,225,9,6,77,5,326,32,10,4,0,0,48,4018,621,249,132,16,5034,545,59,20,23,5,650,1814,143,65,131,13,2157,26670,1156,409,553,91,28889
SED27305,6298,437,18,0,0,6760,8182,273,43,0,0,8505,2027,170,35,0,0,2244,165,4,0,0,0,172,17,5,0,0,0,26,379,26,15,0,0,422,20,7,0,0,0,26,13,0,0,0,0,13,2623,219,53,3,0,2899,143,291,12,0,5,444,477,68,0,0,0,552,17728,1287,126,6,11,19156
SED27406,6325,2321,944,39,3,9638,5499,2123,1237,37,8,8906,1323,1728,1836,80,3,4966,66,192,90,0,0,344,0,11,69,0,0,85,328,351,202,22,0,912,30,14,16,3,0,58,8,8,10,0,0,25,1758,2295,2228,101,7,6385,154,89,66,3,0,317,383,234,223,17,7,854,14122,7071,4693,197,26,26103
SED27504,8947,465,9,254,17,9693,8859,177,3,22,13,9070,3085,1118,21,16,0,4248,639,240,14,4,0,898,121,63,25,15,0,224,1426,163,3,28,5,1626,306,58,0,100,8,478,60,25,0,4,0,89,5644,1667,67,163,24,7566,461,83,0,100,0,649,1741,346,20,293,6,2410,25659,2732,95,838,56,29385
SED27608,9650,696,29,23,15,10403,13082,516,27,3,10,13636,4797,827,46,0,3,5679,171,102,3,0,0,273,61,84,0,0,0,147,1121,166,11,0,6,1307,90,22,0,23,0,138,21,8,0,0,0,31,6262,1213,58,27,10,7572,400,374,6,0,5,790,900,206,8,32,5,1155,30295,3005,127,87,49,33553
SED27708,9690,551,89,121,20,10469,8070,256,68,31,5,8434,2339,784,263,29,3,3419,554,227,81,0,0,855,76,42,47,0,0,165,1179,193,66,15,11,1451,184,38,38,62,0,324,26,9,8,4,0,46,4354,1287,494,101,15,6261,450,82,48,7,3,590,1244,171,60,103,5,1571,23816,2346,750,362,47,27324
SED27807,8007,765,317,10,5,9100,5420,1148,330,6,7,6910,2883,1255,879,13,7,5044,361,157,124,0,0,649,70,39,37,0,0,152,1387,337,180,16,6,1929,359,81,56,38,5,534,52,16,19,0,0,89,5123,1895,1297,65,29,8397,371,56,22,0,0,451,1572,373,297,75,4,2318,20494,4232,2264,152,40,27176
SED27907,7055,520,279,4,0,7859,9903,678,212,0,5,10798,2681,891,415,0,0,3993,116,52,51,0,0,219,26,15,16,0,0,55,668,127,73,4,0,869,61,7,4,0,4,71,17,5,3,0,0,21,3567,1103,560,4,4,5234,186,111,33,0,0,336,899,174,77,0,8,1156,21613,2588,1155,7,11,25381
SED28007,6967,796,48,0,9,7811,10903,1215,66,0,4,12193,2022,1031,83,0,0,3135,31,14,32,0,0,78,14,7,68,0,0,84,553,169,10,0,3,742,67,37,0,0,0,107,12,9,0,0,0,27,2693,1268,198,0,3,4170,162,173,7,0,0,343,847,243,29,0,3,1129,21576,3704,345,4,16,25653
SED28107,5647,549,164,13,3,6383,18333,1481,174,0,16,20005,7997,1137,469,0,16,9620,113,12,25,0,0,148,69,16,23,0,0,107,1143,144,42,5,0,1342,222,20,12,21,0,281,61,3,5,0,0,69,9600,1343,573,29,15,11564,324,126,57,0,4,509,2212,281,97,39,6,2633,36120,3788,1066,82,48,41101
SED28203,8291,323,235,8,4,8859,9440,710,204,4,4,10365,3931,1169,491,4,7,5595,187,45,29,0,0,261,37,33,21,0,0,88,921,110,61,3,8,1105,229,32,25,0,0,286,35,10,8,0,0,50,5337,1393,640,8,13,7396,296,36,28,3,0,363,1264,169,91,12,5,1541,24625,2634,1198,32,32,28523
SED28301,7825,918,431,8,0,9186,6688,893,505,0,6,8101,1569,712,526,0,4,2803,34,53,20,0,0,109,3,3,14,0,0,25,372,123,81,0,0,573,27,15,5,9,0,59,9,5,0,0,0,12,2017,906,645,10,8,3578,224,157,63,0,0,443,412,117,70,9,0,610,17167,2994,1713,19,23,21915
SED28408,7656,765,143,9,10,8579,7161,426,64,8,6,7661,4388,1253,474,9,11,6136,553,287,38,0,0,872,76,88,22,0,3,190,900,167,73,7,3,1151,74,41,19,0,0,134,20,14,0,0,0,36,6005,1848,621,14,25,8514,240,84,12,6,3,345,900,256,80,30,7,1254,21955,3380,918,57,50,26355
SED28507,6228,532,74,27,3,6873,12395,730,109,0,0,13239,6264,1244,281,4,0,7795,359,95,19,0,0,470,58,44,7,0,0,106,995,176,32,0,0,1205,133,20,0,7,0,157,44,12,0,0,0,56,7847,1589,338,10,4,9785,272,72,8,3,0,352,1593,259,75,18,0,1938,28341,3176,604,56,16,32195
SED28607,6725,1450,337,26,11,8547,7030,2627,652,28,10,10337,3066,2186,1322,73,13,6660,123,338,238,0,0,702,69,64,76,0,0,210,722,318,158,20,0,1227,71,28,24,4,8,130,14,11,8,0,0,27,4069,2944,1825,100,19,8956,201,92,40,5,0,334,649,338,231,8,5,1230,18672,7452,3078,157,46,29400
SED28704,7269,405,24,0,4,7707,17598,685,37,0,11,18336,4559,616,89,0,0,5262,63,45,8,0,0,115,44,4,9,0,0,61,730,72,9,0,0,817,98,8,0,0,0,106,15,5,0,0,0,22,5520,749,113,4,3,6394,227,130,3,0,4,364,1192,93,20,4,4,1303,31802,2070,192,8,26,34102
SED28803,6623,304,28,0,5,6956,20305,933,57,0,11,21308,5616,1191,113,0,11,6931,163,21,12,0,0,192,64,18,6,0,0,81,1097,127,13,5,6,1246,345,39,3,5,0,398,60,5,3,0,0,65,7338,1402,148,6,15,8912,345,52,0,0,0,404,1814,246,31,0,8,2103,36427,2935,258,13,40,39674
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,4176,305,36,18,0,4541,8061,898,56,4,11,9028,3058,1405,78,0,11,4555,434,86,15,0,6,537,39,35,4,0,0,74,695,218,20,0,3,939,115,252,0,18,0,390,27,12,0,0,0,42,4363,2013,131,18,19,6545,138,45,7,0,0,189,669,254,31,11,10,980,17403,3519,264,63,44,21282
SED30002,6078,700,46,11,0,6832,6846,572,49,0,0,7468,2206,881,151,6,5,3242,106,50,0,0,0,156,9,30,6,6,0,50,517,199,30,0,0,744,110,239,14,154,5,522,11,20,3,3,0,34,2959,1424,202,164,9,4758,124,324,4,0,0,449,351,165,9,52,4,584,16354,3181,304,228,18,20091
SED30003,4363,282,86,13,9,4750,7171,381,64,0,9,7624,4161,1234,213,7,8,5617,377,49,58,0,0,483,26,28,9,0,0,64,604,159,61,0,0,822,178,277,41,100,0,604,16,18,0,3,0,37,5361,1759,386,110,11,7626,191,99,58,8,0,353,649,183,60,46,3,945,17734,2705,652,171,36,21297
SED30004,5299,348,477,286,60,6466,7556,387,420,25,26,8419,2355,730,883,10,57,4030,156,46,54,0,0,253,35,33,16,5,4,82,883,221,244,7,25,1387,140,47,119,46,35,385,24,3,14,0,0,40,3595,1078,1313,62,119,6176,171,11,19,10,13,219,811,158,255,61,9,1295,17437,1979,2487,442,226,22577
SED30005,2808,1274,1472,235,24,5821,3450,1727,1069,9,13,6267,1577,1819,3259,6,25,6684,99,357,307,0,5,762,6,100,100,0,0,212,481,515,678,6,8,1692,77,269,437,41,5,838,11,15,36,0,0,68,2253,3074,4815,54,44,10254,84,57,76,0,3,225,346,446,756,104,9,1661,8946,6586,8185,414,94,24224
SED30006,5081,1775,1178,150,36,8226,4303,1289,524,5,29,6155,1464,1249,744,0,30,3485,22,71,48,0,0,138,3,9,0,0,0,17,372,328,205,12,7,932,81,201,71,15,5,375,11,12,7,0,0,36,1956,1870,1081,29,41,4984,138,161,32,10,6,341,572,296,202,24,13,1107,12049,5388,3016,222,131,20811
SED30007,4679,817,341,0,4,5843,6516,452,346,0,6,7318,2407,629,1040,0,12,4088,65,48,116,0,0,226,18,17,21,0,0,60,571,131,169,0,0,880,47,71,66,0,0,187,20,7,3,0,0,28,3123,911,1415,0,18,5469,264,810,200,0,0,1273,428,210,255,0,3,892,15009,3199,2561,0,32,20795
SED30008,3686,705,586,100,0,5082,5948,1453,986,7,4,8400,2213,1719,2381,0,16,6330,170,185,298,0,0,653,22,11,29,0,0,55,501,238,314,0,0,1057,40,85,50,10,0,184,5,0,15,0,0,18,2952,2234,3087,14,18,8303,82,29,64,3,0,176,352,189,312,18,10,884,13010,4623,5025,148,30,22836
SED30009,5977,371,414,295,16,7073,5016,118,62,15,0,5208,2422,772,568,17,8,3781,382,366,172,0,3,925,46,76,106,0,0,224,1392,138,204,19,8,1757,174,39,100,89,12,418,30,10,25,3,0,67,4446,1404,1169,123,30,7171,154,220,49,12,5,438,730,248,177,98,7,1257,16327,2358,1866,536,61,21143
SED30010,3389,302,15,0,3,3709,7643,232,19,0,0,7892,6737,1882,126,0,9,8751,690,74,34,0,0,796,69,38,13,0,0,124,950,138,44,0,0,1132,152,142,30,0,0,322,49,20,5,0,0,67,8633,2301,251,4,9,11199,134,41,3,0,0,176,1295,381,44,9,5,1735,21091,3246,333,23,20,24707
SED30011,5837,154,7,662,177,6831,4609,60,9,36,16,4729,2306,726,100,3,3,3135,258,188,4,0,0,449,66,100,3,3,0,172,978,124,8,28,16,1158,1911,440,45,158,86,2641,26,17,0,0,0,51,5549,1595,162,194,106,7609,699,60,24,30,35,847,1632,272,26,189,61,2189,18327,2147,231,1105,392,22205
SED30012,3750,1154,1217,176,11,6301,4101,1550,1026,9,8,6696,1208,1040,1854,7,10,4116,146,158,218,0,0,519,8,21,66,0,0,93,436,353,542,5,4,1338,46,87,145,21,4,308,9,11,15,0,0,42,1857,1668,2842,35,19,6418,104,58,80,0,0,237,412,262,497,56,12,1236,10226,4694,5658,269,44,20889
SED30013,8386,175,211,888,125,9784,5714,53,92,47,15,5917,1771,112,253,4,3,2148,52,3,20,0,0,83,5,3,14,0,0,25,976,28,71,23,12,1103,215,9,12,199,59,495,25,0,3,6,0,32,3046,158,375,229,74,3883,408,131,16,32,8,588,1150,39,72,188,110,1562,18702,557,761,1391,329,21734
SED30014,3868,460,977,225,40,5578,4756,403,952,16,15,6135,1592,1235,2939,18,46,5837,451,365,425,4,5,1251,46,99,107,3,6,263,957,403,683,26,21,2092,143,116,200,124,26,611,24,23,32,7,0,89,3216,2239,4389,196,101,10141,147,179,63,10,9,409,677,454,922,185,74,2305,12669,3732,7304,622,238,24567
SED30015,6629,81,21,401,71,7201,4976,53,9,39,13,5085,1938,414,143,11,4,2510,244,89,32,5,3,370,47,49,22,3,0,118,1429,46,34,24,17,1549,564,67,72,124,40,866,46,13,11,0,0,63,4268,675,299,169,64,5477,851,33,17,31,18,946,1956,158,87,223,75,2503,18675,1002,432,862,248,21213
SED30016,5251,892,1416,275,31,7863,6015,403,510,13,9,6945,2682,676,1136,12,6,4523,106,125,250,0,5,484,17,9,46,0,0,70,680,181,330,8,11,1211,52,39,42,65,20,229,10,9,8,3,0,29,3548,1043,1818,91,45,6546,140,51,77,14,9,292,535,158,267,98,30,1080,15488,2549,4085,497,112,22730
SED30017,4991,619,84,98,5,5796,7581,585,78,4,4,8248,1861,670,154,0,6,2692,307,306,84,0,4,705,36,76,22,0,0,127,604,152,39,4,3,807,38,90,23,23,0,167,11,6,6,0,0,27,2859,1297,327,26,11,4520,99,42,39,0,0,181,406,154,59,36,6,656,15940,2700,582,160,25,19408
SED30018,5245,463,182,0,4,5892,6396,1058,225,0,3,7678,1759,1074,269,0,0,3106,277,156,42,0,3,477,15,5,9,0,0,29,389,212,36,0,7,640,36,98,6,0,0,139,11,6,0,0,0,11,2479,1546,363,0,11,4402,122,53,47,0,6,235,336,143,47,4,5,535,14580,3268,866,3,26,18747
SED30019,3426,338,1584,3,13,5369,4340,497,2235,3,10,7086,1624,750,6774,12,18,9185,30,49,422,0,4,508,8,4,113,0,0,127,481,175,1081,3,6,1747,35,16,199,0,3,252,11,0,38,0,0,49,2194,995,8632,14,38,11867,139,37,176,0,8,366,271,84,705,4,16,1072,10378,1954,13333,27,78,25765
SED30020,6557,77,15,54,14,6718,7746,71,12,15,15,7861,1914,448,88,6,3,2447,93,4,3,0,0,107,12,20,0,0,0,34,1006,30,15,11,6,1067,217,0,6,29,0,250,26,4,0,0,0,31,3268,511,111,42,11,3942,388,25,0,9,3,428,1084,60,16,32,15,1204,19042,736,159,148,67,20149
SED30021,4292,194,140,1134,246,6002,3218,174,80,111,23,3609,1039,401,400,30,16,1887,2275,240,147,13,17,2686,693,68,52,3,10,823,921,131,131,77,40,1295,685,302,107,320,185,1596,76,11,6,6,0,101,5687,1152,833,453,272,8394,582,106,33,118,65,908,1496,265,219,611,76,2669,15276,1895,1302,2426,684,21592
SED30022,3790,236,17,65,9,4111,10091,781,25,14,21,10930,7680,1846,130,9,21,9685,96,39,0,0,0,133,57,47,0,0,0,110,729,136,18,11,7,900,137,58,17,11,0,224,29,7,0,0,0,36,8728,2141,165,29,30,11090,167,10,9,5,0,185,1351,298,22,16,3,1692,24132,3466,235,119,69,28018
SED30023,4883,284,403,5,0,5572,6153,345,616,7,6,7125,2168,440,2142,12,16,4775,54,57,84,0,0,199,15,0,59,0,0,82,634,95,420,7,10,1167,42,27,55,0,0,127,9,4,11,0,0,19,2927,625,2776,23,25,6368,110,9,67,0,0,181,261,57,175,14,0,509,14324,1316,4035,51,38,19764
SED30024,3976,823,1488,120,20,6428,4783,917,802,4,9,6515,766,591,1357,8,8,2730,108,150,98,0,0,357,11,5,10,0,0,26,489,287,447,4,11,1240,42,136,99,10,3,289,11,6,6,0,0,27,1429,1176,2027,22,21,4675,108,50,91,3,0,257,416,168,353,38,3,979,10717,3130,4758,186,57,18850
SED30025,4930,411,156,0,0,5504,7512,634,241,0,9,8389,1757,982,673,0,4,3411,95,76,212,0,0,385,11,14,5,0,0,36,501,144,116,0,4,765,206,121,81,0,0,409,9,5,4,0,0,14,2581,1351,1090,0,5,5029,79,167,55,0,0,299,258,74,89,0,0,416,15363,2636,1623,0,15,19637
SED30026,4632,245,232,4,0,5118,7014,359,297,0,0,7669,2172,403,680,0,4,3259,421,44,209,0,0,671,11,13,84,0,0,107,476,64,124,0,0,665,482,82,67,0,13,637,10,0,3,0,0,12,3568,602,1162,0,12,5347,103,215,52,0,0,371,297,86,83,0,3,473,15615,1516,1824,3,17,18981
SED30027,3653,555,376,138,6,4728,6657,918,310,3,5,7888,1320,1002,310,4,0,2635,255,124,64,0,0,441,20,16,90,0,0,126,487,284,83,3,0,865,71,292,58,237,0,662,11,10,11,5,0,36,2166,1724,617,257,4,4769,92,84,203,5,0,380,480,212,162,66,0,926,13047,3490,1665,465,15,18680
SED30028,4191,126,153,221,25,4720,6529,164,111,14,4,6822,3088,685,1012,4,9,4791,401,91,154,0,0,647,83,74,27,0,0,186,864,58,83,8,6,1017,130,31,50,112,23,337,14,11,7,0,0,39,4592,941,1333,122,36,7016,156,19,25,11,16,228,766,120,163,164,11,1218,16232,1364,1778,538,87,20003
SED30029,6581,84,39,76,16,6793,7092,37,21,32,24,7204,1145,89,22,3,0,1260,35,13,0,0,0,44,3,0,0,0,0,3,876,22,21,25,12,960,114,5,0,6,3,130,15,0,0,0,0,15,2193,125,43,41,21,2416,282,17,14,11,6,329,903,27,22,58,13,1021,17046,292,132,213,77,17755
SED30030,3562,227,900,4,3,4697,5344,562,1474,3,7,7394,2169,774,3594,11,19,6568,258,136,501,0,0,900,11,17,46,0,0,74,562,152,618,0,3,1332,33,8,86,0,0,126,5,3,15,0,0,23,3045,1093,4856,13,27,9024,103,12,200,0,0,313,343,67,346,0,5,765,12395,1960,7777,21,48,22196
SED30031,3547,31,26,890,264,4759,3381,66,28,49,34,3561,1619,354,299,11,4,2284,541,43,119,5,7,716,104,5,24,0,3,141,855,65,49,35,21,1024,1217,110,111,182,99,1724,22,8,0,0,0,29,4362,582,605,236,124,5912,836,30,26,94,85,1074,1340,97,97,251,57,1835,13460,815,775,1520,571,17138
SED30032,8636,130,37,380,70,9254,6678,67,11,55,21,6838,1913,432,159,23,21,2555,127,109,22,0,0,261,25,50,20,0,0,98,1222,79,57,14,18,1386,135,43,23,53,22,275,23,10,4,0,0,34,3443,727,291,88,65,4617,322,6,18,14,35,400,1264,92,56,165,13,1581,20338,1024,422,705,203,22693
SED30033,8405,784,255,649,177,10272,4893,265,71,29,20,5277,2785,955,222,9,17,3993,203,299,8,0,0,513,54,83,7,6,0,138,1018,201,73,26,30,1342,169,108,32,136,88,537,22,13,3,5,0,50,4255,1662,346,184,141,6577,386,153,71,19,25,651,890,295,89,86,35,1397,18833,3159,827,967,398,24179
SED30034,8667,126,92,980,175,10048,5328,53,29,45,20,5475,1773,403,338,29,9,2539,273,118,63,9,8,459,107,39,50,0,5,204,1704,157,131,26,22,2034,408,55,38,201,53,753,43,11,11,6,0,64,4291,772,633,266,97,6056,525,25,11,39,25,627,1961,139,143,222,71,2534,20775,1123,901,1551,393,24742
SED30035,5340,52,17,580,96,6092,7171,31,21,42,14,7274,2697,306,108,8,0,3119,192,29,8,0,0,235,85,23,30,0,0,137,944,43,20,18,7,1033,439,12,12,131,28,624,17,3,6,0,0,27,4380,423,175,155,45,5182,289,8,3,13,4,326,1038,82,29,140,34,1319,18212,598,253,933,190,20187
SED30036,3907,267,53,20,7,4242,6330,394,26,0,5,6750,2864,1948,69,3,21,4905,1394,249,96,0,0,1743,50,76,8,0,0,133,957,188,30,0,0,1180,309,363,12,83,9,764,31,31,3,4,0,70,5608,2857,219,89,32,8803,195,269,50,0,5,521,841,348,78,23,10,1304,16875,4129,423,134,52,21620
SED30037,4250,226,64,3,5,4545,6478,156,45,8,0,6688,3735,836,272,0,3,4854,225,214,169,0,3,612,38,57,75,0,0,174,902,143,54,0,6,1100,427,71,31,0,5,530,24,13,5,0,0,39,5349,1329,601,4,18,7302,127,36,30,0,6,200,696,193,99,59,11,1054,16896,1948,836,73,40,19794
