SED_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SED40017,312,4,0,0,0,321,241,0,0,0,0,242,241,3,0,0,0,244,468,8,0,0,0,477,595,8,0,0,0,606,1316,10,0,0,3,1332,1120,3,0,0,0,1129,838,0,4,0,5,844,236,0,0,0,0,241,143,6,0,0,0,147,92,0,0,0,0,91,320,4,0,0,0,329,5918,41,4,18,10,5987
SED40018,192,69,8,0,0,267,51,38,0,0,0,85,62,24,5,0,0,89,115,49,7,0,0,176,161,60,9,0,0,229,458,229,20,0,4,710,635,278,7,0,3,927,873,243,8,0,4,1129,405,82,0,0,0,487,344,54,0,0,0,400,248,27,4,0,0,277,164,58,8,0,3,227,3700,1219,79,5,16,5016
SED40019,136,49,5,4,0,202,119,84,0,0,0,204,116,77,3,0,0,193,227,156,7,0,0,400,330,168,4,3,0,496,747,148,6,3,6,915,510,39,0,6,0,548,387,20,0,4,0,416,119,5,6,0,0,128,81,4,0,4,3,89,43,4,0,0,0,48,165,30,4,0,4,209,2983,787,34,19,15,3839
SED40020,209,0,0,0,0,207,166,3,0,0,0,168,184,4,0,0,0,197,332,13,0,0,0,348,549,10,0,0,5,573,1281,14,0,0,0,1303,924,5,0,0,4,938,593,0,0,0,3,601,186,0,0,0,0,186,125,0,0,0,0,125,80,0,0,0,0,84,230,5,0,5,0,238,4873,52,3,13,16,4963
SED40021,208,24,17,0,0,248,59,14,10,0,0,88,60,11,12,0,0,82,127,17,15,0,0,167,178,34,32,0,0,239,524,101,66,0,0,695,645,156,54,0,0,846,1023,159,24,0,0,1207,429,44,6,0,0,480,305,39,0,0,0,345,174,19,7,0,0,199,207,32,8,0,0,245,3937,652,246,0,6,4843
SED40022,281,3,0,0,0,277,138,3,0,0,0,140,105,0,0,0,0,105,156,4,0,0,0,163,239,3,0,0,0,238,664,5,0,0,0,671,848,0,0,0,0,846,1266,0,0,0,0,1271,691,0,0,4,0,694,616,0,0,0,0,617,504,0,0,0,0,500,242,4,0,0,0,239,5730,20,6,3,3,5762
SED40023,245,4,0,0,0,255,151,4,0,0,0,157,178,8,0,0,0,187,294,12,0,5,0,313,440,16,3,0,0,456,1564,45,0,0,5,1614,1464,16,0,0,0,1486,902,14,0,0,0,916,231,0,0,0,0,233,142,0,0,0,0,142,48,0,0,0,0,48,259,12,0,0,0,271,5915,145,7,3,6,6077
SED40024,247,13,10,0,0,265,137,5,0,0,0,146,130,0,4,0,0,134,237,12,14,0,0,261,363,26,21,0,0,411,1282,49,56,0,0,1388,1566,52,31,0,0,1650,1153,26,24,0,0,1204,304,9,8,0,0,317,178,0,5,0,0,188,102,0,4,0,3,110,268,19,10,0,0,294,5966,211,177,0,12,6369
SED40025,239,7,0,0,0,247,105,5,0,0,0,112,104,8,0,0,0,111,233,12,0,0,0,245,307,10,0,0,0,323,1226,31,0,0,0,1259,1510,20,0,0,0,1532,1423,3,0,0,0,1435,463,0,0,0,0,466,302,0,0,0,0,302,202,0,0,0,0,202,228,6,0,0,0,235,6338,97,13,0,3,6457
SED40026,283,12,0,0,0,296,161,8,0,0,0,173,142,9,0,0,0,149,249,8,0,0,0,252,337,10,0,0,0,347,1223,53,0,0,0,1283,1397,28,0,0,0,1425,1217,15,0,0,0,1231,396,8,0,0,0,405,305,0,0,0,0,309,136,0,0,0,0,136,265,4,0,0,0,268,6109,161,4,0,0,6281
SED40027,164,48,5,0,0,216,75,25,5,0,0,106,60,20,5,0,0,84,105,31,8,0,0,143,149,55,24,0,0,227,455,185,37,0,0,675,610,191,28,0,0,827,841,181,15,0,0,1038,334,60,3,0,0,400,240,36,5,0,0,285,160,36,0,0,0,195,171,48,5,0,6,227,3357,924,137,3,5,4427
SED40028,190,18,0,0,0,207,142,14,3,0,0,160,113,19,3,0,0,133,220,47,0,0,0,267,453,52,7,0,0,503,1421,86,5,0,8,1516,1382,23,0,0,4,1407,935,4,0,0,5,952,239,0,0,0,0,242,128,0,0,0,0,130,86,0,0,0,0,86,241,14,0,0,0,258,5551,272,9,0,19,5856
SED40029,331,8,0,0,0,343,298,7,0,0,0,305,310,13,0,6,3,326,594,0,3,3,0,606,635,5,0,0,0,638,972,7,0,7,6,986,515,9,0,3,0,519,313,0,0,0,0,321,87,0,0,0,0,93,74,0,0,0,0,75,85,0,0,0,0,84,252,5,0,0,0,262,4471,51,6,23,12,4555
SED40030,281,7,6,0,0,298,172,9,0,0,0,176,139,8,0,0,0,152,334,16,5,0,0,346,384,10,4,3,0,399,1186,34,0,0,7,1227,1140,22,0,5,0,1159,902,8,3,3,3,921,269,3,0,0,0,271,195,0,0,0,0,200,113,0,0,0,0,118,275,5,0,0,0,285,5395,121,15,7,10,5560
SED40031,242,27,5,0,0,277,98,9,3,0,0,113,73,17,4,0,0,94,145,26,5,0,0,176,196,28,20,0,0,244,570,119,24,0,0,719,786,138,22,0,0,954,1096,169,19,0,0,1284,530,61,0,0,3,599,396,31,0,0,0,427,219,18,4,0,0,239,223,32,0,0,0,261,4580,686,116,0,8,5383
SED40032,150,58,21,0,0,228,40,23,9,0,0,70,51,24,12,0,0,78,81,43,30,0,0,150,107,70,40,0,0,212,335,216,119,0,0,667,409,237,49,0,0,701,658,241,41,0,3,943,406,112,13,0,0,525,367,69,18,0,0,456,216,33,20,0,0,267,150,54,28,0,0,224,2966,1166,384,0,6,4532
SED40033,193,12,3,0,0,206,139,16,10,0,0,169,150,11,7,0,0,174,361,27,17,0,0,407,632,34,9,0,0,672,1299,31,10,0,3,1336,841,5,7,4,0,858,494,10,0,9,0,514,129,0,0,3,0,136,88,3,0,0,0,96,50,0,0,0,0,59,206,4,7,5,0,216,4590,151,73,23,4,4841
SED40034,231,9,0,0,0,238,195,4,0,0,0,204,171,7,0,0,0,178,372,13,0,4,0,387,454,6,0,0,0,463,771,12,0,0,4,786,485,4,0,6,0,494,280,3,0,4,0,290,68,0,0,0,0,73,50,0,0,0,0,56,59,4,0,0,0,60,189,4,0,0,0,197,3330,70,0,14,9,3426
SED40035,238,16,4,0,0,263,118,15,3,0,0,136,112,11,9,0,0,130,217,9,11,0,0,244,305,22,29,0,0,357,1035,64,59,0,0,1158,1459,58,33,0,0,1545,1029,39,17,0,5,1087,287,10,4,0,0,297,156,7,0,0,0,166,98,3,4,0,0,102,250,6,12,0,0,275,5308,258,178,5,8,5760
SED40036,226,8,0,0,0,234,147,10,4,0,0,166,140,0,5,0,0,148,259,10,3,0,0,278,422,24,23,0,0,468,1572,100,40,0,4,1709,1361,73,12,0,0,1446,888,29,0,0,0,917,195,0,0,0,0,200,165,4,0,0,0,166,71,0,0,0,0,80,293,11,7,0,0,306,5734,277,96,0,9,6124
SED40037,213,54,16,4,0,282,101,15,5,0,0,128,81,14,7,0,0,109,189,40,21,4,0,249,255,47,30,0,0,344,799,168,75,0,0,1048,1000,163,45,0,4,1206,1017,123,25,3,4,1164,343,44,5,0,3,397,237,27,5,0,0,274,115,19,6,5,0,145,226,32,13,0,0,267,4587,753,253,14,11,5611
SED40038,225,26,4,0,0,254,129,14,5,0,0,144,172,30,0,0,0,201,265,74,5,0,0,353,544,131,8,0,0,682,1741,170,11,0,5,1918,1100,29,3,0,4,1145,464,12,4,0,0,482,95,3,0,0,0,102,69,4,0,0,0,72,50,3,0,0,0,60,248,15,4,0,0,266,5105,512,45,0,10,5680
SED40039,268,23,0,0,0,293,142,12,0,0,0,159,135,24,0,0,0,155,326,46,0,0,0,369,483,70,3,0,0,557,1759,126,0,0,0,1884,1363,57,0,0,0,1427,579,17,0,0,0,598,103,0,0,0,0,107,80,0,0,0,0,84,54,0,0,0,0,56,247,27,0,0,0,270,5545,413,13,0,5,5965
SED40040,250,3,0,0,0,261,149,7,0,0,0,154,128,9,0,0,0,134,258,9,3,0,0,274,377,9,0,0,0,387,1226,20,0,0,3,1249,1271,5,0,0,0,1283,1022,0,0,0,0,1029,409,0,0,0,3,415,308,0,0,0,0,310,165,0,0,0,0,165,221,0,0,0,0,231,5792,70,9,3,11,5892
SED40041,230,5,5,3,0,243,242,15,0,0,0,261,323,14,0,0,0,338,537,18,0,0,0,568,576,13,0,0,0,593,866,17,5,9,4,896,454,4,0,3,4,471,308,4,0,4,5,316,66,0,0,0,0,66,42,0,0,0,0,46,38,4,0,0,0,42,216,10,0,5,0,228,3912,105,10,27,12,4064
SED40042,147,15,0,0,0,172,114,17,0,0,0,132,146,39,0,0,0,182,325,71,0,4,0,397,526,72,7,0,0,602,1579,68,5,4,0,1652,1180,19,0,0,0,1205,779,4,0,0,5,786,254,4,0,0,0,258,126,3,0,0,0,125,69,3,0,0,0,69,289,13,0,0,0,296,5521,333,7,12,14,5880
SED40043,281,25,4,0,0,314,108,15,4,0,0,125,89,16,11,0,0,119,180,22,14,0,0,210,251,44,21,0,0,320,829,162,35,0,0,1029,1300,170,15,0,0,1487,1128,108,10,0,0,1247,337,30,0,0,0,367,279,22,0,0,0,300,154,17,0,0,0,171,259,31,0,0,0,290,5193,655,122,7,6,5979
SED40044,271,35,15,0,0,324,59,14,12,0,0,81,40,11,11,0,0,66,60,30,23,0,0,112,89,26,40,0,0,151,218,88,91,0,0,395,263,71,110,0,0,452,483,139,67,0,0,684,392,87,21,0,0,502,527,60,18,0,0,607,708,43,6,0,0,762,207,34,11,0,0,252,3318,647,432,0,4,4405
SED40045,280,10,8,0,0,298,105,0,4,0,0,110,88,5,3,0,0,98,182,9,7,0,0,188,205,20,19,0,0,243,583,26,50,0,0,657,923,32,29,0,3,987,1433,53,15,0,0,1497,753,19,5,0,0,777,581,15,5,0,0,599,405,14,0,0,0,420,264,15,9,0,0,284,5804,206,146,3,4,6159
SED40046,195,22,8,0,0,231,75,15,10,0,0,102,74,13,9,0,0,96,110,15,33,0,0,155,161,37,49,0,0,240,420,123,81,0,4,624,611,168,32,0,6,814,879,179,22,0,6,1092,410,53,3,0,0,463,302,32,4,0,0,338,152,17,0,0,0,172,180,30,15,0,0,223,3566,706,255,0,17,4547
SED40047,264,13,0,0,0,277,161,9,0,0,0,179,141,14,0,0,0,154,286,28,6,0,0,319,358,34,0,0,0,400,1311,100,5,0,0,1415,1562,50,0,0,3,1620,968,19,0,0,0,994,267,4,0,0,0,272,170,3,0,0,0,177,92,0,0,0,0,96,281,13,0,0,0,292,5867,293,16,0,3,6181
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,225,8,0,0,0,233,137,5,0,0,0,141,78,9,0,0,0,88,176,4,0,0,0,185,261,5,0,3,0,272,936,21,0,0,0,962,1036,11,0,0,0,1054,957,13,0,0,3,972,310,8,0,0,0,321,214,4,0,0,0,220,124,3,0,0,0,130,250,10,0,0,0,259,4704,89,12,7,9,4818
SED50202,292,20,0,0,0,316,152,20,3,0,0,173,123,17,3,0,0,139,284,46,0,6,0,342,456,68,0,0,0,525,1650,140,11,0,0,1800,2072,96,5,0,0,2170,1795,32,0,0,0,1826,465,6,0,0,0,476,239,3,0,0,0,245,159,8,0,0,0,168,408,18,0,0,0,428,8108,479,24,7,0,8621
SED50304,195,106,9,0,0,311,47,34,9,0,0,88,53,37,13,0,0,104,72,71,20,0,0,164,117,136,14,0,0,266,383,481,76,0,0,945,533,630,60,0,0,1226,776,539,33,0,0,1347,426,161,3,0,0,592,471,119,4,0,0,594,343,49,4,0,0,392,219,110,11,0,0,346,3642,2472,260,0,0,6373
SED50405,212,10,0,0,0,220,86,0,0,0,0,91,80,4,0,0,0,87,184,5,0,0,0,190,254,12,0,0,0,269,1362,41,5,3,0,1412,2664,30,4,0,0,2696,3488,32,3,0,0,3522,1142,7,0,0,0,1147,549,6,0,0,0,551,344,4,0,0,0,349,541,11,0,0,0,556,10910,155,14,4,9,11089
SED50502,331,40,3,0,0,377,116,14,0,0,0,135,94,5,0,0,0,106,189,26,10,0,0,225,271,40,8,0,0,316,897,124,37,0,0,1058,1264,132,24,0,0,1420,1590,82,10,0,0,1686,565,24,0,0,3,599,379,19,5,0,0,399,210,5,4,0,0,219,363,21,3,0,0,389,6267,540,107,0,6,6917
SED50605,280,38,4,0,0,323,62,13,4,0,0,74,65,11,0,0,0,81,70,14,0,0,0,85,97,16,6,0,0,116,287,73,19,0,0,377,324,84,41,0,0,449,684,137,48,0,0,869,538,90,31,0,0,654,802,85,14,0,0,902,840,82,19,0,0,935,273,48,11,0,0,332,4324,678,199,0,0,5202
SED50702,229,32,22,0,0,287,77,9,5,0,0,89,50,8,3,0,0,70,126,25,13,0,0,168,166,47,31,0,0,248,587,193,128,0,0,907,914,203,161,0,3,1283,1207,180,138,0,0,1530,525,65,49,0,0,641,438,48,59,0,0,544,232,27,38,0,0,297,251,35,41,0,0,327,4815,878,690,0,11,6390
SED50805,220,48,9,0,0,281,66,10,4,0,0,82,58,15,0,0,0,74,89,39,9,0,0,137,101,33,22,0,0,156,283,158,64,0,0,503,329,232,81,0,0,641,706,296,46,0,0,1045,565,125,14,0,0,706,753,94,11,0,0,861,849,65,6,0,4,924,261,63,11,0,0,332,4273,1178,285,0,5,5735
SED50906,233,23,3,0,0,262,94,14,0,0,0,112,104,14,0,0,0,115,200,17,6,0,0,226,329,30,3,0,0,372,1143,95,9,0,0,1256,1317,49,3,5,3,1373,1176,36,8,0,0,1221,394,20,0,0,0,418,298,13,4,0,0,312,179,10,4,0,0,188,284,23,3,0,4,310,5754,346,51,0,15,6165
SED51004,299,15,0,0,0,313,91,3,0,0,0,101,87,3,3,0,0,101,159,9,0,0,0,164,253,6,5,0,0,266,909,50,27,0,0,983,1422,60,19,0,0,1502,2111,49,7,0,0,2169,994,12,9,0,0,1017,833,9,5,0,0,844,518,6,4,0,0,531,456,17,6,0,0,476,8137,246,77,0,9,8463
SED51104,278,8,0,0,0,294,98,7,0,0,0,104,92,5,0,0,0,105,172,4,0,0,0,177,282,7,0,0,0,290,1310,37,0,0,3,1349,2410,40,0,0,0,2452,3220,26,0,0,0,3252,1273,5,0,0,0,1279,599,0,0,0,0,595,335,0,0,0,0,335,619,10,0,0,0,627,10693,141,10,0,9,10855
SED51205,277,33,8,0,0,318,99,17,0,0,0,117,96,18,0,0,0,111,169,36,8,0,0,215,229,52,18,0,0,302,919,209,51,0,6,1185,1298,235,48,0,0,1581,1412,129,26,0,0,1572,471,35,3,0,0,507,333,34,4,0,0,363,204,9,4,0,0,217,316,52,8,0,0,378,5818,866,173,7,9,6871
SED51304,279,17,0,0,0,300,80,17,0,0,0,98,64,0,3,0,0,71,111,7,5,0,0,124,142,13,4,0,0,156,399,46,7,0,0,450,491,74,11,0,0,577,1011,107,5,0,0,1126,898,62,0,0,0,963,1004,58,3,0,0,1065,753,44,5,0,0,796,329,22,4,0,0,355,5558,475,49,0,0,6082
SED51401,310,4,0,3,0,314,180,0,0,0,0,185,184,3,0,0,4,188,317,4,0,3,0,328,371,0,0,4,0,374,768,3,0,0,5,776,558,0,0,0,0,561,499,0,0,0,4,504,188,0,0,0,0,195,132,0,0,0,0,130,92,0,0,0,0,95,215,3,0,4,0,223,3820,15,4,12,18,3874
SED51504,303,37,35,0,0,369,61,3,12,0,0,79,45,9,12,0,0,62,66,20,35,0,0,119,80,35,49,0,0,169,221,115,126,0,0,458,201,112,110,0,0,416,514,203,54,0,0,774,408,97,21,0,6,536,831,105,23,0,0,962,1306,103,12,0,0,1422,263,56,19,0,0,337,4296,893,508,0,4,5702
SED51605,299,17,7,0,0,326,88,3,0,0,0,95,97,5,7,0,0,109,164,9,10,0,0,180,242,12,26,0,0,274,787,59,75,0,0,917,1430,73,72,0,0,1570,2286,38,50,0,0,2372,1110,16,4,0,0,1135,741,9,12,0,0,757,405,5,0,0,0,413,425,14,10,0,0,454,8070,255,267,3,7,8595
SED51706,235,0,0,0,3,240,145,4,0,0,0,149,126,5,3,0,0,135,235,5,0,0,0,245,392,8,0,6,0,404,1233,20,3,0,4,1264,1534,13,0,0,0,1553,1524,4,0,3,3,1533,546,0,0,0,0,552,337,4,0,0,0,349,211,4,0,0,0,215,373,7,0,0,0,381,6907,83,6,14,11,7020
SED51804,217,35,36,0,0,290,41,3,4,0,0,53,24,7,7,0,0,37,45,12,20,0,0,81,55,24,22,0,0,96,150,46,82,0,0,271,125,71,77,0,0,275,329,107,92,0,0,521,255,64,39,0,0,362,494,130,57,0,0,676,1540,115,64,0,0,1729,281,41,30,0,0,357,3556,649,539,0,0,4746
SED51902,311,0,0,0,0,315,88,0,0,0,0,88,90,0,0,0,0,91,151,0,0,0,0,155,255,4,0,0,0,262,1031,17,4,0,0,1046,1714,15,0,0,0,1735,2596,4,0,0,3,2608,1251,0,0,0,0,1252,903,0,0,0,0,903,483,0,0,0,0,483,496,0,0,0,0,498,9371,45,12,5,11,9436
SED52006,236,18,7,0,0,262,102,11,0,0,0,114,91,14,0,0,0,104,170,9,0,3,0,181,244,10,0,3,0,255,832,50,3,0,0,884,1209,25,7,0,0,1241,1490,28,5,0,0,1521,536,8,4,0,0,553,389,7,0,0,0,399,266,0,0,0,0,271,370,15,3,0,0,387,5934,189,37,8,0,6167
SED52102,247,3,0,4,0,253,97,5,0,0,0,99,101,3,0,0,0,108,177,0,0,0,0,178,267,9,0,0,0,273,1008,31,4,0,0,1043,1539,46,0,0,0,1584,1929,23,0,0,0,1959,640,3,0,0,0,642,412,3,0,0,0,423,255,0,0,0,0,264,431,6,5,0,0,447,7099,147,7,13,7,7275
SED52205,220,55,24,0,0,306,81,16,10,0,0,103,72,19,11,0,0,94,108,23,20,0,0,147,135,41,33,0,0,207,451,140,95,0,0,689,617,173,95,0,0,890,1097,180,94,0,0,1382,537,92,44,0,0,678,613,104,35,0,0,752,416,44,31,0,0,497,265,56,30,0,0,354,4609,952,530,7,6,6097
SED52301,183,11,0,0,0,197,112,0,0,0,0,109,85,6,0,0,0,93,233,10,6,0,4,253,318,15,0,0,0,343,920,39,3,8,0,970,966,28,3,3,3,1010,979,29,0,0,0,1011,315,3,0,0,0,324,256,13,0,0,0,272,156,7,0,0,0,170,270,6,4,0,0,281,4794,187,20,15,5,5020
SED52404,322,21,3,0,0,346,100,4,0,0,0,106,82,10,0,0,0,83,146,14,0,0,0,161,199,21,4,0,0,220,550,57,9,0,0,619,884,98,14,0,0,995,1666,96,5,0,0,1775,920,40,0,0,0,961,803,19,0,0,0,822,550,8,0,0,0,560,401,31,6,0,0,432,6626,413,42,0,0,7080
SED52505,333,14,0,0,0,345,77,4,0,0,0,78,87,3,0,0,0,90,138,10,0,0,0,148,191,3,0,0,0,191,818,34,7,0,0,853,1726,74,0,0,5,1812,3249,73,0,0,3,3327,1609,22,0,0,6,1641,987,17,0,0,0,1008,563,10,0,0,0,575,514,10,0,0,0,528,10289,280,16,5,11,10588
SED52604,302,21,7,0,0,329,109,11,4,0,0,123,86,5,3,0,0,88,127,16,13,0,0,150,180,7,4,0,0,193,578,63,44,0,0,682,824,71,43,0,0,939,1471,65,15,0,0,1550,814,25,10,0,0,852,732,15,9,0,0,753,516,8,0,0,0,524,367,10,4,0,0,383,6103,308,158,0,0,6571
SED52702,290,4,3,0,0,298,105,0,0,0,0,105,98,0,0,0,0,100,143,0,0,0,0,144,205,3,0,0,0,208,558,11,6,0,0,573,805,10,0,0,0,817,1464,10,0,0,0,1477,850,0,0,0,0,852,777,0,0,0,0,782,481,0,0,5,0,483,336,3,0,0,0,338,6119,47,14,8,8,6184
SED52803,124,5,0,0,0,134,81,4,0,0,0,86,97,11,0,0,0,105,220,17,0,0,0,239,294,31,0,4,0,325,864,78,5,4,0,947,875,42,0,0,0,920,863,42,0,4,0,913,299,7,0,0,0,309,237,9,0,0,0,249,126,4,0,0,0,127,240,10,0,4,0,255,4327,252,12,22,4,4610
SED52903,56,5,0,12,5,77,12,0,0,5,4,22,13,4,0,7,0,17,38,5,0,18,0,53,51,8,5,11,0,78,164,14,5,18,0,203,216,17,6,17,0,251,372,22,5,25,3,419,238,13,0,10,3,262,246,4,0,9,0,259,141,0,0,14,7,169,105,3,0,12,5,128,1648,97,23,153,24,1943
SED53004,306,29,0,0,0,335,100,8,0,0,0,100,96,3,0,0,0,100,135,12,0,0,0,149,208,12,0,0,0,218,608,53,7,0,0,668,884,102,0,0,0,988,1849,110,0,0,0,1958,963,30,0,0,0,999,641,20,0,0,0,659,323,12,0,0,0,332,344,14,0,0,0,364,6463,411,6,5,0,6883
SED53105,286,18,6,0,0,306,125,0,0,0,0,137,120,7,3,0,0,126,205,5,5,0,0,212,372,20,15,0,0,403,1394,57,23,0,0,1474,1914,70,5,0,0,1993,2200,66,6,0,0,2274,874,18,0,0,0,891,525,9,0,0,0,534,308,0,0,0,0,312,413,9,0,0,0,424,8731,281,75,0,5,9088
SED53204,327,17,0,0,0,346,104,0,0,0,0,105,76,5,0,0,0,80,159,9,0,0,0,175,262,5,0,0,0,269,879,64,0,0,0,947,1372,102,0,0,0,1473,2692,82,0,0,5,2773,1366,13,0,0,0,1382,800,16,0,0,0,820,417,0,0,0,0,422,474,17,0,0,0,494,8936,340,0,0,5,9282
SED53306,220,28,4,0,0,253,109,16,5,0,0,128,91,22,3,0,0,115,190,26,7,0,0,220,247,47,17,0,0,307,1068,79,23,0,0,1167,1338,51,11,0,0,1400,1444,31,21,0,0,1491,448,11,4,0,0,464,284,10,11,0,0,308,188,11,11,0,0,213,337,14,11,0,0,364,5965,335,128,0,5,6433
SED53402,240,51,18,0,0,314,68,25,12,0,0,101,46,14,14,0,0,82,117,35,44,0,0,196,135,56,58,0,0,250,430,201,197,0,0,824,613,276,125,0,0,1015,1179,219,92,0,4,1496,735,107,27,0,0,863,685,89,11,0,0,787,409,43,12,0,0,466,243,29,36,0,0,317,4901,1145,649,0,8,6703
SED53502,301,16,6,0,0,317,91,11,0,0,0,101,111,10,3,0,0,122,189,29,10,0,0,216,283,43,3,0,0,328,1009,142,17,0,0,1172,1412,85,13,0,0,1511,1949,58,6,3,3,2022,827,18,3,0,7,849,525,11,3,0,0,538,281,7,0,0,0,286,400,22,0,0,0,418,7368,448,58,9,9,7887
SED53602,325,47,0,0,0,374,116,17,0,0,0,134,110,21,0,0,0,135,178,62,4,0,0,244,272,75,6,0,0,353,1057,275,27,0,0,1358,1250,217,11,0,0,1482,1045,105,9,0,0,1162,317,30,0,0,0,347,197,13,0,0,0,212,150,8,0,0,0,166,355,51,7,0,0,408,5383,936,63,0,0,6380
SED53701,334,4,0,8,3,347,116,3,0,0,0,121,136,0,0,0,3,136,222,0,0,0,0,229,237,4,0,0,0,245,635,6,0,6,5,649,677,6,0,11,4,694,819,0,0,5,0,824,403,4,0,3,0,412,296,0,0,0,0,297,176,0,0,0,7,182,314,0,0,11,0,327,4362,32,10,41,22,4460
SED53802,240,52,0,0,0,298,57,21,0,0,0,82,87,19,3,0,0,105,120,49,4,0,0,168,172,63,4,0,0,242,574,313,4,0,0,897,870,369,4,0,0,1249,1173,314,0,0,0,1484,501,85,0,0,0,586,421,58,0,0,0,478,231,28,0,0,0,259,286,79,0,0,0,365,4726,1448,18,0,0,6202
SED53902,199,87,23,0,0,305,56,12,9,0,0,72,29,27,6,0,0,68,72,45,24,0,0,142,102,57,45,0,0,202,297,262,128,0,0,682,354,302,116,0,0,771,663,383,96,0,0,1132,438,145,31,0,0,618,543,126,14,0,0,684,580,64,0,0,0,650,214,76,14,0,0,303,3543,1587,503,0,0,5639
SED54006,271,3,0,3,0,278,118,5,0,3,0,123,117,0,0,0,0,122,205,3,0,0,0,211,275,5,0,5,0,287,962,13,0,4,0,974,1290,3,0,3,0,1300,1439,4,5,0,3,1448,596,0,0,3,0,601,462,0,0,0,0,465,262,0,0,0,0,262,365,0,0,0,0,363,6360,36,3,24,7,6430
SED54104,211,31,45,0,0,286,39,7,15,0,0,61,26,11,16,0,0,58,42,17,30,0,0,86,38,23,38,0,0,102,131,54,149,0,0,337,129,77,201,0,0,405,280,112,194,0,0,584,233,78,90,0,0,398,468,99,75,0,0,640,1218,83,50,0,0,1353,183,33,33,0,0,251,3001,615,939,3,4,4563
SED54203,51,0,0,24,4,81,39,0,0,0,0,38,32,0,0,12,0,39,48,7,0,7,0,59,56,3,0,16,0,72,139,0,0,26,0,172,123,4,0,22,0,148,174,4,0,36,3,215,88,0,0,12,0,100,62,0,0,12,0,77,56,0,0,16,3,78,65,0,0,16,0,82,926,26,0,188,20,1159
SED54304,105,61,113,0,0,273,38,10,38,0,0,86,27,9,35,0,0,79,42,15,53,0,0,110,77,33,107,0,0,216,148,99,397,0,0,643,188,148,539,5,0,875,442,213,548,3,0,1207,382,153,239,4,0,777,552,146,232,0,0,925,519,94,150,0,0,763,119,57,120,0,0,294,2629,1034,2573,15,5,6248
SED54403,68,12,5,0,0,83,32,9,0,4,0,45,23,9,0,4,0,43,87,18,0,0,0,104,104,19,3,3,0,130,312,46,4,10,0,372,357,29,0,6,0,396,448,47,3,5,0,502,222,12,0,4,5,233,220,7,0,0,0,241,203,7,0,4,6,216,125,7,0,0,0,138,2202,221,23,49,9,2508
SED54505,325,26,10,0,0,361,83,5,0,0,0,94,71,5,8,0,0,84,107,10,6,0,0,127,133,10,0,0,0,143,425,45,16,0,0,490,521,61,29,0,0,609,1021,83,38,0,0,1137,759,36,8,0,0,805,699,34,5,0,0,735,579,21,0,0,0,603,320,12,12,0,0,342,5044,360,125,0,0,5529
